1	iktɪ̞ʲik
шыдепан	ʃˈadepˈan
шыдепланаш	ʃɑdɛplɑnɑʃ
шыдешкат	ʃɔdɛʃkɑ
шыдешкаш	ʃoˈdɛʃkɔʃ
шыдешке	ʂɛtɛtʃkʲi
шыдешкен	ʃɒdɒʃkˈn
шыдешкымаш	sað̞ɾʃkamas
шыдешкыме	ʃatɛʃkama
шыдешкышан	ʃɔdɛʃkaʃɔn
шыдешкыше	ʃadɛʃkaʃa
шыдешкышын	ʃɔdɛʃkɐʃɐm
шыдешт	ʃɛdɛʃt
шыдешталташ	ʃad̪eʃt̪aalt̪aʃ
шыдешталтмаш	s̺oð̞e̞s̺t̪al̪t̪mas
шыдешталтме	ʃˈodˈiʃtɐˈalmɑ
шыдешталтше	tɨdɛstaltʂɛ
шыдешталтын	ʃʊ̞dɛʃtɛäɫtɯ̞n
шыдештараш	ʃodɛstaɾaʃ
шыдештаре	tʃtˈetˈaɾə
шыдештарылаш	ʃadɛʃtʰaɾala
шыдештарымаш	tʃãnd̪et̪aɾð̞amasz
шыдештарыме	ʃɐdɛʃtɐɾɐmɐ
шыдештарыше	ʃɔdɛstɑˈrɑʃtʃɛ
шыдешташ	ʃadɛsʃtas
шыдештмаш	ʃodɛstmas
шыдештме	ʃɛdɛʃtm
шыдештше	ʃadɛʃtʃɛ
шыдештын	ʃatɛʃtɑn
шыдыж	ʃadʒɑr
шыдыжым	ʃadɛʒɛm
шыдыланат	ʃɑtɑɫɑnɑ
шыдыланаш	ʃadɑɫanaʂ
шыдылане	ʃɐdɐlɐnɛ
шыдыланен	ʃɒdɒlɒnin
шыдыланымаш	ʃˈtɑdɑlɑnɯˈmɑːʃ
шыдыланыме	ʃadalanama
шыдыланыше	ʃˈɑdʌɭanˈɑʃi
шыдылык	ʃatala
шыдым	ʃatʃ
шыдын	ʃadon
шыдынак	ʃadɑnɑ
шыдыр	ʃɔdar
шыдыр-шодыр	ʂodarʂodɛr
шыдырге	ʃɒdɒɾgɒ
шыдырт-шыдырт	ʃadrdʃadrd
шыен	ʃaɪ̯n
шыжа	ʂɚ˥˩za˥˩
шыжака	ʃaʐaka
шыжакан	ʃˈaʒakan
шыжакаҥаш	ʃʊ̞ʒɑkɑnʊ̞ʂ
шыжакаҥдаш	tʃazekangdɑʃ
шыжакаҥдымаш	tʃajakɑŋkdamaʃ
шыжакаҥдыме	ʃʊ̞ʒɑkɑŋdɑmɑ
шыжакаҥдыше	ʃʊ̞ʒɑkɑŋdɯ̞ʂɯ̞
шыжакаҥмаш	ʃʊ̞ʒäkɑnmɑʂ
шыжакаҥме	ʃɒʒɒkɒngmɒ
шыжакаҥше	ʃaʃakaŋse
шыжалт	ʃaʒɑɫ
шыжалтараш	ʃɯ̞ʒɑɫtɑɾːʃ
шыжалтарымаш	ʃʊ̞ʒɑɫtɑɾɑmɑʂ
шыжалтарыме	ʂɨʂaɫtarama
шыжалтарыше	ʃoʃaaɫtarɨʃɨ
шыжалташ	tʃasketˈaːʃ
шыжалтеш	sesol̪t̪es
шыжалтмаш	ʃaʃaɫtmɑʂ
шыжалтме	tʃatʃãβ̞alt̪ma
шыжалтмешке	tʃaʝaɫtʲmʲesk
шыжалтше	ʃaʂaɫtʃːɛ
шыжалтымаш	seʒaʝt̪ɾɑmãɣ̞s
шыжалтыме	ʃaʒaɫtama
шыжалтын	t̪e
шыжалтыш	ʃaʒaɫt̪ɐs
шыжалтыше	ʃoʒaɫtɛʃʲa
шыжат	ʂɤ˥˩ʈʂan˨˩˦
шыжаш	ʃaʃaʃ
шыже	ʃaːʒˈa
шыжен	ʃaʂɛ
шыжывазар	ʃɯ̞ʒɯ̞wazaɾ
шыжывуч	ʂaʂɨvutʂ
шыжыгайык	ʃʌʒagˈɑek
шыжыгарме	fʃaʒagɑrma
шыжыкта	ʂɯ̞ʂɯ̞kːtɑ
шыжыкташ	ʃuʃɯktaʃ
шыжыкте	ʃaʃɯtmɯ
шыжыктеныт	ʃɯ̞ʐɯ̞ktænʊ̞
шыжыктет	ʃʊ̞ʒʊ̞ptɛt
шыжыктыл	ʃuʃɨkdau̯
шыжыктылаш	ʃoʃɛktɐlɐʃ
шыжыктылен	ʃʊ̞ʒʊ̞ktɑɫɯ̞
шыжыктылын	ʃˈaʒɯkdɑˈɫɯn
шыжыктымаш	tʃaʃɨktamaːʃ
шыжыктыме	ʃaʒɛktam
шыжыктыш	ʂɯ̞ʂɯ̞ktɑʂ
шыжыктыше	ʃotɨjaktɨʂa
шыжылан	ʃɯ̞ʒʊ̞ɫɑn
шыжым	ʃaʃem
шыжым-шошым	ʃaʃmʃoɾsam
шыжымаш	sazamas
шыжыме	ʃaʐɑmɑ
шыжымсе	ʃaʒɯmsɛ
шыжыше	ʃaʒɛʃe
шыйгаш	sajgɑʃ
шыйгымаш	ʂajɣ̞omas
шыйгыме	ʃajgm
шыйгыше	ʃɒjgʃɒ
шыл	ʃaɫ
шылагол	ʃiɫɑgˈuɫ
шылалтын	ʃalɑltɯn
шылан	ʃɑɫɑn
шылаш	ʃʊ̞ɫɑʂ
шылаҥаш	ʃɑɫɑnɑʃ
шылаҥмаш	ʃɑɫɑnmɑʂ
шылаҥме	ʃɯ̞ɫɑnmɯ̞
шылаҥше	ʃɫɑŋʃɯ
шылгочшо	ʃaɫgʊtʃˈa
шылде	ʃaldɛ
шылде-голдо	ʃaɫdɐgɔɫda
шылде-шалде	sldɑʃaldɑ
шылдыр-голдыр	ʃɑɫdɑrgoɫdɯr
шылдырге	ʃɯ̞ɫdɑrgɯ̞
шылдыртаташ	s̺al̪d̪e̞ɾt̪at̪z
шылдыртатен	ʃɯ̞ɫdɯ̞rtɑtɛn
шылдыртатымаш	ʃaldɯ̞rtʊ̞ɑtʊ̞mɑʂ
шылдыртатыме	ʃaldɛrtatɐma
шылдыртатыше	ʃaldɑrtɑtɑʃɑ
шылеш	ʃɑˈnlɛʃ
шылже	ʃɑɫʒɛ
шылзе	ʃɑuzɯ
шыллык	ʂɑɫːɑk
шылман	ʃɑɫman
шылмаш	tʃɑɫmɑʂ
шылме	ʃɐɫma
шылмеке	ʃɯ̞ɫmɛk
шылмыла	ʃɑɫmɑˈlɑ
шылт-шолт	ʃɫtʃɫt
шылта	ʃɯ̞ɫtɑ
шылталаш	saltaɾs
шылтален	ʃɯ̞ɫtaɫɛn
шылталтын	ʃoltɑltæ
шылталыде	ʃaltɑlɑdɛ
шылталыман	ʃɯ̞ɫtɑɫɯ̞mɑn
шылталымаш	ʃɯ̞ɫtɑɫɑmɑʂ
шылталыме	ʃɑɫtaɫama
шылталыш	saltaɫes
шылталыше	ʃaltalaʃa
шылташ	ʃɯ̞ɫtɑʂ
шылте	ʒɒɾtɒ
шылтедылыт	selt̪eð̞ales
шылтен	ʃɯ̞ɫtɛn
шылтеногыда	ʃotʃanovɨdɑ
шылтет	ʃɐɫtɛt
шылтке	ʂaɫpkʲi
шылткыкташ	salkakt̪aɾz
шылткыктымаш	ʃɑlkɯ̞ktʊ̞mɑʂ
шылткыктыме	ʃaɫtqɑktama
шылткыктыше	ʃaɫtqɑtθɑʃa
шылтыде	ʃaltɯdɛ
шылтык	ʃɯ̞ɫtɯ̞k
шылтыкан	ʃɑltɑkɑn
шылтыкланаш	ʃɛltɑkɫɑnɑʃ
шылтыкланымаш	ʃaltaklanamaʃ
шылтыкланыме	ʃaɫtɨkɫaːnama
шылтыкланыше	ʃaltakɫɑnɯʃ
шылтыклӱм	ʃaltəplˈyn
шылтыктен	ʂʊ̞ɫtɯ̞ktɪ̞
шылтыкым	ʃɑutɑkɑm
шылтыкыштлан	ʃɛltɛkɑʃɫɑ
шылтыкыштым	ʃɑutakɑʃt
шылтылаш	saltalaʃ
шылтыман	ʃaltɯ̞mɑn
шылтымаш	ʃalt̪amas
шылтыме	ʂɯ̞ɫtɯ̞mɯ̞
шылтымыж	ʃoɫtɑmɯ
шылтымыла	ʃɯ̞ɫtɯ̞mɑɫɑ
шылтынеже	ʃalt̪aneʃ
шылтынешт	ʃaltɐnɛʃt
шылтыш	ʃɫtɯ̞ʂ
шылтыше	ʃaɫtaʃa
шылтышлӱм	ʃau̯tɑʃlɯn
шылтышлӱман	ʃalt̪aslø̞man
шылтышыла	saltəsalak
шылчык	ʃɑɫtʃɯ̞k
шылше	ʃaɫʃa
шылшопшар	tʃaɾ
шылшыла	ʂɑɫʂɑɫɑ
шылшырпе	ʃalʃɑɾpa
шылъеҥ	ʂɤŋ˥˥jɤŋ˨˩˦
шылыж	ʃɑɫɑʂ
шылыжан	ʃalaʒan
шылыжвал	ʃɑɫɑʒvɑɫ
шылыжешышт	ʃaleɣ̞ejɣ̞sas
шылым	ʃɑɫɑm
шылымбал	ʃɯ̞ɫɯ̞nbɑɫ
шылын	ʃɑɫɯ̞n
шылынеже	ʃɯ̞ɫnɯ̞r
шылыныт	ʃɑɫɑnɯ
шылыт	ʃala
шыльым	ʃɛɫɛm
шылӱмбал	ʃäɫʏ̞nbæɫ
шым	ʃɒm
шыма	ʂɐmaː
шымавий	ʃamavˈi
шымавика	ʃɛmʁavʲiko
шымавуч	ʃamovutstsʲ
шымакш	ʃʊ̞mɑkʃ
шымакшан	ʃamɑkʃan
шымакшым	ʃamak
шымаланаш	ʃamalaːnaʃ
шымаланымаш	ʃmɑɫɑnɯ̞mɑʂ
шымаланыме	ʃamalaːnɐmɑ
шымаланыше	ʃɑmɑɫɑnɯʃɯ
шымалаш	ʃamalaʃ
шымалгаш	kamalgaz
шымалгымаш	ʃʊ̞mɑɫgʊ̞mɑʂ
шымалгыме	ʃɑmɑlgɑmɑ
шымалгыше	ʃamɑlkɯ̞ʂ
шымалык	ʃamaɫok
шымалымаш	ʃamɑɫɑmaʃ
шымалыме	ɣ̞semaɾd̪eme
шымалыше	ʃɑmɑɫɑʃɯ
шыман	ʂaman
шыманрак	ʃamɑnɯɾa
шымарак	ʃamara
шымаракын	ʃamaraːkən
шымараш	ʃamaras
шымаргаш	ʃɑmɑrgɑʂ
шымарген	ʃamardʒen
шымаргымаш	ʃamɑrgɑmɑʃ
шымаргыме	ʃəmaːrgama
шымаргыше	saˈmɑrgaʃa
шымарен	ʂmɑrɛn
шымарталташ	ʃamart̪aɾt̪s̺
шымарталтмаш	ʃamɑrtʊalmaʃ
шымарталтме	ʃamartaltma
шымарталтше	ʃamartaltʃɨ
шымарташ	ʃamartaz
шымартен	ʃmɑrtɛ
шымартыкташ	ʃamart̪akt̪aʃ
шымартылаш	ʃamɑɾtɑlɑʃ
шымартылын	ʃamɑrtɯlɯn
шымартымаш	ʃamaɾt̪amas
шымартыме	ʃamartama
шымартыш	samɑɾt̪es
шымартыше	ʃamartaʃa
шымарымаш	ʃamɑrɑmɑʃ
шымарыме	ʃɯ̞mɑrɑmɑ
шымарыше	ʃamaraʃːa
шымат	ʃˈɑmɑn
шымата	ʃamata
шыматал	ʃmatɐl
шыматалын	ʃɯ̞mɑtɑɫɯ̞n
шыматаш	ʃamataʃ
шыматен	ʃʊ̞mɑtɪ̞
шыматыл	ʃɐmato
шыматылаш	ʂɑmɑtɑɫɑʂ
шыматылын	ʃamatɯɫɯn
шыматымаш	samat̪amaɾs
шыматымашым	ʃamatamaʃam
шыматыме	ʃamatɑma
шыматымыла	ʃɑmɑtɯ̞mɯ̞ɫæ
шыматыш	ʃɐmataʃ
шыматыше	ʃɑmɑtɑʃɯ
шыматышт	ʃɔmatɔʃ
шымаш	ʃamɑʃ
шымаҥаш	ʃamɑŋɑʃ
шымаҥдараш	ʂmɑŋdɑras
шымаҥдарымаш	ʂamɑŋdɑɾɑmɑʂ
шымаҥдарыме	ʃamagdaromɯ
шымаҥдарыше	ʃamɑkdarʃa
шымаҥдаш	ʃæmɑŋdɑʃ
шымаҥдымаш	ʃamɑŋdɑmaʃ
шымаҥдыме	ʃamɑnqdɑmɑ
шымаҥдыше	ʃamɑŋdɯ̞ʂɯ̞
шымаҥмаш	ʃamɑŋmaʃ
шымаҥме	ʃamaŋmɯ
шымаҥше	ʂɤmˈŋʂɚ˥˩
шымияш	ʃomiʃ
шымла	ʂɯ̞mɫɑ
шымлалташ	samlalt̪aˈʃ
шымлалтмаш	ʃɯ̞mɫɑltmɑʂ
шымлалтме	ʃɯ̞mɫɑɑɫtmɑ
шымлалтше	saml-altʃa
шымлалтын	ʃɛmlaltɐn
шымлалын	ʃamlɑɫɯ̞n
шымлан	ʂɑmɫɑn
шымлат	ʂɤmɫa
шымлаш	ʂɯ̞mɫɑʂ
шымле	ʃɐmɫɐ
шымлен	ʃamlɛn
шымленат	ʃɯ̞mɫɛnæɾ
шымленна	ʃɯ̞mɯ̞ðɯ̞nna
шымленыт	samlena
шымлет	ʃamɫæt
шымлу	ʃɪmɫu
шымлуымшо	ʃɛmluːumʃo
шымлыде	ʃamɯ̞ɫʊ̞dæ
шымлызат	ʃamɯɫazat
шымлызе	ʒɑmɫɑsɯ̞
шымлыман	ɯ̞ʂɑmɯ̞ɫɯ̞mɑ
шымлымаш	ʃamɫamas
шымлыме	ʃɑmɫɑma
шымлымеке	samlameka
шымлымше	kjomɔŋse
шымлыр	ʃɯmɫɯ̞r
шымлыраш	ʃamɫɯ̞rɑʂ
шымлышаш	samɾasaɾs
шымлыше	ʃɔmɫɯ̞sɛ
шымлышын	ʃɑmɯ̞ɫɑʃɑn
шымрожангол	ʃɐmrɔʒaŋɣɔɫ
шымрожанкол	ʂɯ̞mrʊ̞ʒɑnpɔɫ
шымче	ʃɒmtʃɒ
шымше	ʃɯ̞mʂɯ̞
шымшык	ʃʊ̞mʂɯ̞q
шымшыкланаш	ʃɯ̞mʂɯ̞qɫɑnɑʂ
шымшыкланымаш	ʃɯ̞mʂɑkɫɑnɑmäʂ
шымшыкланыме	ʃɔmʃɛkɫɑnama
шымшыкланыше	ʃɛmʃɛkɫanɯsɯ
шымшыкын	ʃamʃɑkɑn
шымшӱдымше	ʂɯ̞mʂʏ̞ðʏ̞mʂɪ̞
шымшӱдымшӧ	ʃʊ̞mʂʊ̞ʑɯ̞mʂɯ̞
шымшӱдӧ	ʂɯ̞mʂʏ̞dɪ̞
шымынек	ʃˈɑmʌn
шымыр	ʃamɯ̞r
шымыраш	samaraʃ
шымыт	ʃamɐt
шымытан	ʃamɑtɑn
шымыташ	ʃamɐtˈaʃ
шымыте	ʃɯ̞mɯ̞tɯ̞
шымытын	ʃamɑtɯ̞n
шынамат	ʃɑnɑmɑt
шынаш	ʃɔnɑʃ
шында	ʃɯ̞ndɑ
шындалал	ʃɯ̞ndɑɫɑ
шындалт	ʃandɑl
шындалташ	ʃandɑlt̪ɑʃ
шындалтеш	send̪elt̪eɾs
шындалтмаш	ʃandɑaltmɑʃ
шындалтме	ʃɛndaɫtma
шындалтше	sãn̪t̪al̪t̪ʃa
шындалтын	ʃandɑltə
шындалын	ʃɛndaɫ
шындат	ʂɤŋ˥˩tan˥˩
шындаш	ʃɯ̞ndɑʃ
шындашлан	ʂunˈdɑʃɫɑ
шындашышт	ʃɛndaʃɛ
шынде	ʃande
шындем	ʃamdɛm
шынден	ʃɯ̞ndɛn
шындена	ʃɐmdɛna
шынденам	ʃandˈeˈnˈa
шынденат	ʃɑndɛn
шынденна	ʃɛnˈdeːnnˈa
шынденыт	ʃunðænˈt
шындер	sãn̪d̪eɾ
шындерысе	ʃɛndɛrasa
шындет	ʂandɛ
шындыде	ʃɯ̞ndɯ̞dɪ̞
шындыдыме	ʃantadama
шындыкташ	ʃɑndɯ̞ktas
шындыктымаш	ʃɯ̞ndɯ̞ktʊ̞mɑʂ
шындыктыме	ʂandɯ̞ktʊ̞mɑ
шындыктыше	ʂʊ̞ndɯ̞ktʊ̞ʂɯ̞
шындыл	ʃandɑl
шындылаш	ʃandɑˈɫɑʃ
шындылмаш	ʃuntɐɫmɑʃ
шындылыкташ	sonð̞elakt̪aɾz
шындылын	ʃaŋdɑlɑn
шындылынна	ʃɯ̞ndɑɫɯ̞nä
шындыман	ʃandaman
шындымаш	ʃɯ̞ntɯ̞mɑʂ
шындыме	ʃˈɛndømˈɛ
шындымеке	ʃɛmdamjɛkɑ
шындымем	ʃɛndɑmʲɛn
шындымо	ʃandamɯ
шындымыла	ʃɑndamɑɫa
шындымышт	ʃɑndɑmɑʃt
шындынеже	ʃˈɛndˈeneʒˈe
шындынешт	ʃɛndʉnʃt
шындыш	ʃɑŋdɯ̞ʂ
шындышат	ʃɯ̞ndɯ̞ʂä
шындышашлык	ʃɛndaʃaːʃl
шындыше	saŋdɐʃi
шындышт	ʂɑndɑʃt
шындышыла	ʃɑŋdɑʃɑɫɑ
шындышыч	ʃanðəʃɛt
шынчызе	seɴˈtjʒzˈɛ
шынык	ʃɯ̞nɯ̞
шынымаш	ʃɑnɑmɑʃ
шынымашан	ʂɑnɑmaːʃan
шыныме	ʃɑnɑmɯ
шыныше	ʃones
шып	ʂɯ̞p
шып лий	ʃaplʲi
шып-тымык	ʃɯ̞pːtɑmɑk
шып-тымык лияш	ʃɛptɛma klʲiˈjaʃ
шып-шыма	ʃɛpʃɛma
шыпак	ʃɯ̞pɑk
шыпканшудо	ʃɛpkɑnʂuda
шыпке	ʃɯ̞pkʲi
шыпкыншудо	ʃəpkənʃudɑ
шыплана	ʃɯ̞pɫɑnɑ
шыпланат	ʃɯ̞pɫɑnɑ
шыпланаш	ʃɯ̞pɫɑnɑʂ
шыпландараш	ʂɯ̞pɫɑndɑrɑʂ
шыпландаре	tʃɛpɫantarɛ
шыпландарымаш	ʃɯ̞pɫɑndɑrɯ̞mɑʂ
шыпландарыме	ʃɑpɫɑndɑrɑmɑ
шыпландарыше	ʃɛpɫɑndɑrɯ̞ʂ
шыплане	ʃɛpɫanɛ
шыпланен	ʃɯ̞pɫɑnɪ̞n
шыпланыде	ʃɔpɫɑnɔdɛ
шыпланыдыме	ʃɯ̞pɫɑndɑrɑdɯ̞mɯ̞
шыпланыдымын	ʃˈɛpˈɫɑnˈɑdɑmɛn
шыпланымаш	saplɑnɯmɑz
шыпланыме	ʃɯ̞pɫɑnɯ̞mɯ̞
шыпланыш	ʃɛpɫanaʃ
шыпланыше	ʃɛpɫanɯʃɯ
шыпланышт	ʃɯ̞pɫɑnɯ̞ʂt
шыпрак	ʃɐpɾɑ
шыпчык	ʃaptʃap
шыпчыкын	ʃˈɒptʃɒkˈin
шыпшаш	sapθas
шыпыртаташ	ʃɛpɛrtatɛʃ
шыпыртатымаш	ʃɛpɐrtatɐmas
шыпыртатыме	ʃɛpɑrtɑtɑmɑ
шыпыртатыше	ʃˈɑpˈartataʃˈɛ
шыпыште	ʃɑpɑʃt
шыр	ʃɒɾ
шыр-гор	ʃargoɾ
шыр-шор	ʃɛɾˈʃɔɾ
шыр-шыр	ʃɑˈrʃɑˈr
шыранаш	ʃɑrɑnɑʃ
шырандараш	ʃarɑndärɑʃ
шырандарымаш	ʂɯ̞rɑndɑrɑmɑʂ
шырандарыме	ʂɾændaɾɯ̞mɯ̞
шырандарыше	ʂɑvɑndärʃ
шыранен	ʃʊ̞rɑnɛn
шыранымаш	ʃɯ̞rɑnɯ̞mɑʂ
шыраныме	ʃɑrɑnɑmɯ
шыраныше	ʃaranɨʂɨ
шырата	ʃɾata
шыратараш	ʃɐɾɑtɾas
шыратарымаш	ʃɯ̞rɑtɑɾɯ̞mɑʂ
шыратарыме	ʃɾɐtɐrɐma
шыратарыше	ʃɛrataraʃɛ
шыраташ	ʃɐrɑtɑʃ
шыратен	ʃɾatɛn
шыратымаш	ʃɯ̞ratɯ̞mɑʂ
шыратыме	ʃɐrɑtɐmɑ
шыратыше	tʃɔrataʃa
шыраш	ʃaraz
шыргаш	ʃɛrˈgɑʃ
шырге	ʂɐrgɐ
шыргыж	ʃʊ̞rgʊ̞rs
шыргыжал	sɛrˈgaʒɑl
шыргыжалаш	ʃʊ̞rgʊ̞ʒɑɫɑʂ
шыргыжале	ʃarɣaʒalʲe
шыргыжалеш	ʃɑrgʏʃɑlɛʃ
шыргыжалме	ʃarɣɯ̞ʒiɑɫmɯ̞
шыргыжалмыла	ʃɛɾgɑʒɑɫmɑˈlɯ
шыргыжалше	si̯rgʊ̞ʒaɫʂa
шыргыжалын	saɾɣ̞axala
шыргыжалыт	sɐrgəzaːlaːt
шыргыжат	ʃaːrgʊza
шыргыжаш	ʃɯ̞rgʊ̞ʒɑʂ
шыргыжмаш	ʃɑrgəʒmɑʃ
шыргыжме	ʃargɯ̞ʒmɑ
шыргыжмыла	ʂɑrɯ̞gɯ̞ʂmɯ̞ɫɑ
шыргыжшан	ʃɛrˈgɛʃɑn
шыргыжше	ʃærgʊ̞ʂ
шыргыжшын	ʂärgəʂɑ
шыргыжыкташ	s̺aɾgaz̺akt̪az̺
шыргыжын	ʃargəʃi
шыргыкта	ʃɛrˈgʌktˈa
шыргыкташ	sauɾgəptaz
шыргыктымаш	s̺aɾt̪gɣ̞okt̪amas
шыргыктыме	ʂærgʊ̞kːtämɯ̞
шыргыктыше	ʃärgʊ̞ktʃʊ̞
шыргылдык	ʃargɯɫdæq
шыргымаш	sœɾgɐmɐʃ
шыргыме	ʃärgʊ̞mɯ̞
шыргыше	ʃargəʃi
шырдан	ʃˈɑːrdan
шыре	ʃorɛ
шырен	ʃɛrɛn
шырешкаш	tʃarai̯s̺kas
шырешкымаш	ʃɑɾɛʃkɑmaːrʃ
шырешкыме	ʃaˈrɛsʲkaˈmɑ
шырешкыше	ʃorajʃkɐʃa
шыри-вури	ʃæriːvurɪ
шырияш	sɾiɣ̞a
шырк	ʃɑrk
шырка	ʂɐkɑ
шыркавуй	ʃɛrkɐvˈʊj
шыркак	ʃarkɑ
шыркалодак	ʃɐrkɐɫɔdɐk
шыркама	ʂɑrkɑmɑ
шыркамам	ʃɾkɐmam
шыркамашудо	ʃɛrkamaʃuːda
шыркан	ʂərkɑn
шырката	ʃɔrkata
шыркаҥаш	ʃorkænʁas
шыркаҥдаш	kɾakẽn̪d̪as
шыркаҥден	ʂɑɾkɑŋdɪ̞n
шыркаҥдымаш	ʃɑɾkɑnʁdɑmas
шыркаҥдыме	ʂɑrkɑŋdɑmɯ̞
шыркаҥдыше	ʂɯ̞rkɑndɯ̞rʂɯ̞
шыркаҥмаш	sɑrkɑmɯ̞r
шыркаҥме	ʂɑɾkɑŋmɯ̞
шыркаҥше	ʃɑɾkɑmʃ
шырке	ʃɐrkɐ
шырлаҥге	ʃɐrlɐngɑ
шырлоп	ʃaɾloβ̞
шырнай	ʃarnaj
шырпак	ʃɛːrpak
шырпан	ʃɛrpɑn
шырпате	ʃɛrpɑtɛ
шырпе	ʃɒɾpɒ
шырпешталт	ʃˈɛrpˈɛstˈaɫ
шырпешталташ	seɾpest̪alt̪as
шырпешталтмаш	keɾpeɾst̪aal̪t̪mas
шырпешталтме	ʃɛrpʲiɕtɑɑtma
шырпешталтше	ʃɛrpʲiʃtaɫtʃa
шырпештараш	ʃɛrpʲeʃtɑras
шырпештарымаш	ʃʊ̞rpʲɪʂtɑɾɑmɑʂ
шырпештарыме	ʃɛrpʲeʃtarɐmɐ
шырпештарыше	kɛrpiztaɾaʃ
шырпешташ	ʃɔrpʲɛʃtɑʃ
шырпештмаш	saɾpeʃt̪mas
шырпештме	ʃarpʲaʃtma
шырпештше	ʂarpjɛʂtʂɛ
шырпештылаш	ʃɒrpʃtɒlɒʃ
шырпылаш	ʃɑrpɑɫɑʃ
шырпым	ʃarpam
шырпын	ʃɛrpən
шырт	ʃɒˈɾ
шырт-шорт	ʃaːrtsʃoɾt̪
шыртке	ʂɛrtkʲi
шырча	ʃoɾtʃa
шырча-влак	ʂɐrtʃaːvlak
шырчаже	ʂartʂjaʐɨ
шырчалалташ	saɾt̪ʃaɾlal̪t̪aɾs
шырчалалтмаш	ʃɯ̞rtʃɑɫɑɫtmɑʂ
шырчалалтме	ʃɯ̞ɾtʃɑɫɑɑwˈzmɯ̞
шырчалалтше	ʃɛrtʃaɫaɫtʃɛ
шырчалаш	ʃɑrtʃalaʃ
шырчалташ	ʃaɾtʃawt̪as
шырчалтмаш	saɾt̪ʃalt̪maɾ
шырчалтме	ʃartʃaɾtma
шырчалтше	ʃoɾtʃalʲtʃe
шырчан	ʃɔrtʃɑn
шырчаш	ʃɔɾtʃas
шырчаҥ	ʃɔːˈɾtʃɑŋ
шырчаҥалташ	t̪ʃaɾt̪sãn̪t̪gau̯t̪aɾs
шырчаҥаш	ʃoɾtʃanʁas
шырчаҥе	ʃɛrtʃjɐnʲ
шырчаҥмаш	ʃaɾtʃanmas
шырчаҥме	ʃartʃaŋma
шырчаҥше	saɾt̪xãn̪ɣ̞se
шырчен	ʃɛrtʃjɛs
шырчешталташ	s̺aɾt̪s̻is̻t̪aalt̪aʃ
шырчешталтмаш	saɾɣ̞eest̪al̪t̪mas
шырчешталтме	ʃɛrtʃjɛʃtɛɑltmɑ
шырчешталтше	ʃertʃeʃtaɫtʃɛ
шырчык	ʃɯ̞rʲtʲʃɯ̞k
шырчыккайык	ʂortsʲɨkaʲeu̯
шырчыкла	ʃɯ̞rtʃɯ̞kɫɑ
шырчыкомарта	ʃartʃɑkomaːrtǎ
шырчыктараш	ʃʊ̞rʲtʃʊ̞ktɑɾaʂ
шырчыкташ	ʃɯ̞rtʃɯ̞ktɑʂ
шырчымаш	ʃartʃɐmas
шырчыме	ʃɑrtʃɑmɑ
шырчыналташ	ʃɾt̪ʃɐ̃nal̪t̪aʃ
шырчынаш	ʃɯ̞ɾtʃɯ̞nɑʃ
шырчыше	ʃɛrtʃɛʃɛ
шырыкташ	ʃarokt̪aʃ
шырым	ʃɑɾɑm
шырымаш	ʃʊ̞rɑmɑʂ
шырыме	ʃaɾaˈmɑ
шырын-шӧрын	ʃaɾrɑntʃɑjɾeŋ
шырыше	saɾaʃɯ
шырыштараш	ʃɐrɯ̞ʃtɑɾaʃ
шыташ	tʃɯtas
шыте	ʃɔtɛ
шытен	ʂatɛ
шытирка	ʃatɪrkɑ
шытиркаланаш	ʃɛtʲɛrkˈɑɫænɑʃ
шытиркаланымаш	ʂɑtʲɛrkɑɫɑnɑmäʂ
шытиркаланыме	ʃəkʲirgɑɫɑnɑmɑ
шытиркаланыше	ʃˈɑtʃɛrkˈɑlɑnˈnʃˈɑ
шытиркан	ʃatʲirkan
шытыде	ʃatatɛ
шытык	ʃatak
шытыктараш	ʃatɨkdaraz
шытыктаре	ʃatakdarɛ
шытыктарымаш	ʂɯ̞tɯ̞ktɑrɑmɑʂ
шытыктарыме	ʃədakdarama
шытыктарыше	ʂtotaktaraʂa
шытыкташ	ʃataktaks
шытыктымаш	ʃataktɯ̞mɑʂ
шытыктыме	ʃatɨktama
шытыктыше	ʃɯ̞tɯ̞ktɯ̞ʂɯ̞
шытымаш	ʃˈɛtsˈɛmˈɑʃ
шытыме	ʂotama
шытыр	ʃɔtɑr
шытыр-шотыр	ʃotɛrˈʃotɛr
шытырик	ʃɔtɑrik
шытыш	ʃɑtɑʃ
шытышан	ʃˈɛtaʃˈan
шытыше	ʃɛtaʃe
шыч	ʃɛtʃ
шышталгаш	ʃʊ̞ʂtɑɫgɑʂ
шышталге	ʃaʃtaɫgʲi
шышталге-нарынче	ʃʲɛʂtɑɫgənäräntʲ
шышталге-шӧр	ʃʊ̞ʂtɑɫgʊ̞ʂɯ̞r
шышталге-шӧртнялге	ʃɛʃtɑɫgɑʃɛrtɲalgɑ
шышталген	ʃaʃtaɫgɛn
шышталгымаш	ʃaʃtɑɫgɯ̞mɑʂ
шышталгыме	ʃɛʃtaɫgɐma
шышталгын	ʃustɑlgɯn
шышталгын-шӧрын	ʃæʃtɑɫgɑnʃøkrɯ̞
шышталгыше	ʃatsaɫgaʃa
шыштан	ʃaʃtan
шыштаҥаш	ʂastɑŋaːʃ
