'	apostrof
verfollegten	foɾkfɔlˈɛʃtɛɾ
verfollegter	foɾfoɫəʃto
verform	fokfɔɾm
verformen	fɔɾfˈɔɾmən
verforms	fˈɔɹfˈɔɹmz
verformt	fˈɔɾfˈɔrmt
verformtem	e̞fˈɾˈfˈoːlmtaˈm
verformten	fokfɔ̞lʝtɛ̀m
verformter	fɔfɔuto
verformung	foɾfɔɾmɔm
verformungen	fˈɔɹfəʊmˈuːvən
verfou	fɔːfɔː
verfouen	foɾfɔvˈan
verfoul	fɔɾfɔul
verfoulen	forfɔɫɛm
verfouls	fɔːfˈoʊlz
verfoult	foɾfˈult
verfous	foɾfoːz
verfout	fɚfɹˈut
verfoutem	efˈɔɾfˈɔɹtən
verfouten	foɾfʊltən
verfouter	fˈɔɾfˈɔtɚ
verfracht	fɔnfrˈaxt
verfrachtem	fɔɾfrˈaxtən
verfrachten	fˈɔɾfrˌaxtən
verfrachter	fɔnfrˈaxtə
verfrachts	vɔːfrˈɑxt
verfriem	oɾfrˈeːmən
verfriemen	aʃɛfrɛmɛn
verfriems	fɔːfɹˈeːmz
verfriemt	fɔrfrˈɛːmt
verfriemtem	fɔnfrˈɛmtən
verfriemten	fʊɐfrˈeːmdən
verfriemter	efektivefrɛmto
verfriess	fˈɔɾfɹˈeɪɐs
verfriessen	foɾfɾˈiːɾsən
verfriesst	fɔnfˈɾˈist
verfroossen	foɾfɾɔsvˌɛn
verfroossenem	foɾfɾɔsʃɛnˈam
verfroossenen	forfrɔsɛmen
verfroossener	fɔɾfɾɔsɛnɔx
verfroossenheet	frˈoːsənhˈeːt
verfroossent	fɔnfrˈoːsənt
verfréiss	fˈoːfˌɾˈɛɪs
verfréissen	fɔfrɛsʃˌeːn
verfréisst	fˈɔɹfɹˈaɪst
verfréit	fɔɾfɾˈeɪt
verfréitem	foɾfɾˈiːtam
verfréiten	fɔɾfɾəiːtɛn
verfréiter	fɔfˈrɪtɔ
verfrëss	fʁˈɛst
verfrësst	fˈoːfrˈɵst
verfuer	aʃɔfˈa
verfueren	fɔlvʊɾˌɛn
verfuerenem	fwˈɛˈʁˌnɔ̃
verfuerenen	foɾfˈʏɾənən
verfuerener	foɾfˈuːrənˈɔx
verfuerent	fˈoːfˌoːrənt
verfuert	fɔːfˈʊɐt
verfusch	foɾfuʃ
verfuschen	fɛɾfʊsʃɔn
verfuschs	fʊɾfʊtʃt
verfuscht	fɔɾfˈuːʃt
verfuschtem	foɾfˈuʃtɔm
verfuschten	fɔɾfɔʃtɑːn
verfuschter	fɔɾfʊztɛɾ
verfuuss	fɔɾfˈuːs
verfuussen	iːmfʊsən
verfuusst	fˈɔɹfˈust
verfäls	fˈɔɹfəlˌʌz
verfälsch	fˈɔɾfˌaltʃ
verfälschen	foɾfˈaltʒˌɔn
verfälschs	fˈɔɹfˌaʊst
verfälscht	fˈoːɾfˌalʃt
verfälschtem	foɾfˈaltstən
verfälschten	foɾfalʃtøvn
verfälschter	fokfaltstvˈa
verfälschung	fokfaltsiŋ
verfälschungen	foːɾfˈaltʃˌʊŋən
verfält	fˈɔɾfˌalt
verfänglech	tfrfˌaŋlˌoʃ
verfänglechem	fokfɛŋlæʃʉn
verfänglechen	foɾfˈaɪndlˌoːtˈɪsˈinˈ
verfänglecher	foɾfɛŋgloʃa
verfänglecht	fɔɾfˈaŋlˈœʃt
verfänk	fˈɔɹfˌaŋk
verfänken	fokfɛŋkən
verfänks	tɛrˈafˈɛŋks
verfänkt	fˈɔɾfˌɛŋd
verféier	fˈɔxfɛjːˈɑ
verféieren	foɾfˈaɪvəɾən
verféierer	foqfejˈɾɑːgɑ
verféierin	fɔrfˈaɪrɪŋ
verféierinnen	iːmfˈajrɾɪnˈ
verféiers	foɾfeˈɛjɒs
verféiert	fɔːfˈajːat
verféiertem	fɔɾfɛjːrtœːm
verféierten	fokfɛjˈatˈlˈɛn
verféierter	fofajɔtɔ
verféierung	ifajːaɾa
verféierungen	foɾfɾəjeːɾumˌeːn
verféil	fɔːfˈaɪl
verféilen	fɔɾfˈaɪlən
verféils	fɔːfˈeɪlz
verféilt	fɔɾfɛlt
verfüg	fɔɾfɪsç
verfügbar	ˈefektivefyːʃbˈaɾ
verfügbarem	foɾfˈʏspˌɑrəm
verfügbaren	fɔrfɛkˈtstbɑːrən
verfügbarer	foɾfɪspɑːrɛ
verfügbart	fɔɾfɵçbɛɾt
verfügen	fˈɔɾfˌiːvˈɛʃən
verfügung	foɾfˈʏsʊŋ
verfüügs	fɔɾfˈyːs
verfüügt	fɔɾfˈʏçt
vergaang	fogaj
vergaangen	fɔɾgˈaŋən
vergaangenem	fokajnannɔm
vergaangenen	foɾgajnɔn
vergaangener	fokɾaɲanˈo
vergaangenheet	fˈɔɾgˌaŋənhˌeːt
vergaangent	fɔɾgˈaŋənd
vergaast	fæˈkæst
vergaastem	flˈgastˈoːn
vergaasten	fogastən
vergaaster	fogasto
vergadder	fogadˈo
vergadderen	fɔɾgɑðɑrən
vergadders	fɔɣ̞ɔðɔs
vergaddert	fogolətˈ
vergas	flˈgˌas
vergasen	ogazan
vergaser	fogazo
vergaseren	fokazɔvən
vergees	foɣ̞ues
vergeet	foɾˈgeːt
vergeturen	vˈɛlʃiːtˌyːrən
vergewalteg	fogɛβaltos
vergewaltegen	fokɛfɑltøʒøn
vergewalteger	fog̞e̞valt̪exo
vergewaltegs	folgovaltoz
vergewaltegt	foːrˈgəvˈalˈtəʃt
vergewaltegtem	fokɛfɐltøʃtøm
vergewaltegten	foɾgeβˈaʊtəʃtˈɵm
vergewaltegter	folgɔvˈɑɫtʊstˈo
vergewaltegung	fokˈovˈaɫtˈɛʒˈuːm
vergewaltegungen	fˌɔɾgəvˈaltəʒˈɔŋən
vergewësser	fokʁəvˈəsɔ
vergewësseren	fˈɔɾgˈɜvˈɔsɜən
vergewëssers	fˈɔlgəvˈɚsɔz
vergewëssert	fogɒvəsɒt
vergiess	fˈɔɹgeəʃ
vergiess deng mapp net!	fɔː gˈɛlz dˈɛn mˈɑːp nˈøːt
vergiessen	okiesɛn
vergiesserlech	fogʲeːsɒlˈlɒʃ
vergiesserlechem	foɣ̞eːrsoːløʃon
vergiesserlechen	fˈɔɹgeːrsɔʃˈɛn
vergiesserlecher	fogɛsɑlɑʃa
vergiesserlechkeet	fɒgjiːɾsɛlɛʃkɛjt
vergiesserlecht	fɒːgjsɑːlɑːʃt
vergiesslech	fˈoːgˌeːslˈʃ
vergiesslechem	foɣesləʃoːn
vergiesslechen	foɣeɾsləʃɒˈn
vergiesslecher	foɾgɛsløʃɔ
vergiesslecht	fɔɾgɪɾslˈoʃt
vergiesst	fˈɔʒɚst
vergiewens	fɔɹgɪvɛnʃ
vergiewes	fɔɹgəvˈɚz
verginn	foɾgɪn
vergissmeinnicht	fɛɾgˈɪsmaːnnˈɪʃt
vergitt	fokɛt
vergitter	fogito
vergitteren	fokɪtɜən
vergitters	fogɛtˈos
vergittert	fˈɔɹgˈɪtðaʊt
vergittertem	foɾɛgətˈaɪltmˈaɪnən
vergitterten	fokɛtɜtˈuːn
vergitterter	foɾgetːoːtoː
verglaast	fɔglast
verglaastem	fɔglastɔn
verglaasten	fɔglasthˈøːn
verglaaster	foklasto
verglach	fˈɔʒlɜ
verglas	fˈɔɹglˈæs
verglasen	foglaziːn
verglasung	foglazum
verglasungen	forglasʊngan
verglousen	foɾglosən
vergloust	fɔglˈɔst
vergläich	foklæʃ
vergläichbar	fɔglˈaɪfʃbaɾ
vergläichbarem	fˈɔɾglˌaɪʃbɑːrəm
vergläichbaren	fɔglˈaɪʃbˌɑːrən
vergläichbarer	faglɛjʃpaːrɒ
vergläichbart	fɔɾglˈaɪspɜd
vergläichen	frˈʌglˈaɪkəs
vergläichend	fɔglˈˈæjʃˈɛnt
vergläichendem	foɾglˈaɪsjənduːm
vergläichenden	fɔɾglˈaɪʃəndˈɔn
vergläichender	foklajʃyndɔ
vergläicher	foklˈajʃo
vergläichs	foklˈaɪvz
vergläichsméiglechkeet	faglai̯sme̞ʃlɛʃke̞t
vergläichsméiglechkeeten	foglajsməjʒurusˈkejtɔn
vergläicht	fɔɾglˈaɪʃt
vergoen	foɾgˈoːən
vergolden	fˈɔɹgˈoʊldən
vergolt	fɔɹgɒʊld
vergoltem	fɛɾgˈɔltən
vergolten	fɛɾgˈɔltən
vergolter	fogolto
vergolts	fɚgɒʊld
vergonn	fogum
vergonnen	fokɔlmɛn
vergonns	foglʝs
vergonnt	fˈɔɾgˌɔnt
vergonntem	fokɔntɔm
vergonnten	fˈɔɾgˌʊntən
vergonnter	fagonto
vergouf	fɔːgˈoʊf
vergoufen	voɣofan
vergoufs	fˈɔɹgˈoʊvz
vergouft	fɔːgˈɔft
vergoung	flgoŋ
vergoungen	fˈɑgˌoːŋən
vergoungs	fˈɔɹgˈoʊmz
vergoungt	frˈut
vergraff	fɔɾgɾɑːf
vergraffen	fɔɾgɾˈɔfən
vergraffenem	foɾgˈɾˈafvɜnˈɔm
vergraffenen	foːrˌgˌɾˈafˈhɛnˌ
vergraffener	foɾgɾafɛlna
vergraffent	fɔɾgɾˈɑːffɛnd
vergraul	aʃɛrˈkɛlˈ
vergraulen	fɔɾgɾˈaʊlən
vergrauls	foːɾgɾˈaʊlts
vergrault	fɛɾgˌɾˈɑʊlt
vergraultem	fɛrˈgˈrɑːuːltˈɾˈɛm
vergraulten	fɛɾgɾaʊltən
vergraulter	foɾkɾaɾtɔ
vergriefs	fɔɾgɾˈiːfs
vergrieft	fɔɾgɾˈɛft
vergruef	fɔngɾˈʏɾf
vergruefs	foɾgɾˈʏɾs
vergrueft	fɔɾgɾˈʏft
vergruewen	fˈɛɾkɾˌɔøfən
vergräif	fˈoːɾgɾˌaɪf
vergräifen	fɔɾgɾˈaɪfən
vergräifs	fˈɔɾgɾˌɛːfs
vergräift	fˈoːɾgˈrɛːft
vergréisser	fɔːlgɾˈeːsə
vergréisseren	fɔɾgɾˈaɪzərən
vergréissers	fɔrgɾˈeːsɔs
vergréissert	fɔɾgɹəisθɔt
vergréissertem	fagɾəisˈɛɾtˈam
vergréisserten	fɔɾgɾˈeːsɜtən
vergréisserter	fɒgɾe̞jsɑːtɑː
vergréisserung	foɾgɾˈeːsəhˈoːm
vergréisserungen	fˈɔɾgɾˌeːsəɔŋɛn
vergréisserungsglas	fɔɾgɾˈɛçsɜʊngsglˌas
vergréisserungsglieser	tʃiamɛrʃissɛrʊmspliːɾsɔs
vergréisserungsspigel	foɾgɾəisˈeˈʁəmspeʒol
vergréisserungsspigelen	foɾgɾəisɛrʊmspiːkɛlˈɔn
vergulden	fɔɾgʊltɛn
vergult	fɔngˈuːlt
vergultem	foɾgˈʊltən
vergulten	foɾgˈʊltən
vergulter	oɾugʊltɔ
vergults	fˈɔɾgˈʊlms
vergänglech	fɔɾkˈaŋlœʃ
vergänglechem	fˈɔɾgˌaŋləʃˈʊm
vergänglechen	fɔɾgɑnglˈøːʃɔn
vergänglecher	fʊɛʒlʃɔ
vergänglechkeet	iːfoːrkənglˈæʃkɾˈeːt
vergänglecht	fˈɔɾgænglˈɑːʃt
vergéi	fˈɔɹgeɪn
vergéif	fˈɔɹgɪv
vergéifen	fˈoːɾgˌeːfən
vergéifs	fɔɹgɛvˈs
vergéing	fˈɔɹgəmɪ
vergéingen	fˈoːɾgˌeːnən
vergéings	fˈɑgˌeɪnz
vergéingt	fɔɹgˈeɪnd
vergëff	fˈɔʁgʌf
vergëft	fɔːgˈɵft
vergëftem	foɾgˈɔfton
vergëften	fɔɾgʊftən
vergëfter	fogˈɛvdˈɔr
vergëfts	fˈɔɾgˈɔft
vergëftung	fʊɾgəvtʊm
vergëftungen	fokˈʌftdˈuːmən
vergëlden	fogˈolˈdɔn
vergëll	fogˈð
vergëllen	fˈɔɹgɔlˈɛn
vergëlls	fɔːgəʊlˈz
vergëllt	fɔːgˈøld
vergëlltem	fokɪltəm
vergëllten	fɔɾgˈɔltən
vergëllter	fokɔltɔ
vergëlt	fɔːgˈɪlt
vergëltem	fɔɾgˈɪltəm
vergëlten	fɛɾgˈɔltən
vergëlter	foːgˈltˈɔ
vergëlts	fɔːgˈʊlts
vergënnen	fokˈanən
vergënns	fˈɔɹgˈɔnz
vergënnt	fˈɔɾgˌœnt
vergënschtegung	falganʃtɛʒum
vergënschtegungen	fˈɔlgəntʃtˈʏʒʊŋən
vergëss	fokˈɛz
vergësserlech	fˈɔkəlzˈɔlˈoʃ
vergësserlechem	foɾgosɔlɛʃoːn
vergësserlechen	fˈɔɾkəsˈalˈœʃən
vergësserlecher	fægʌsˈɑlɑːʃɑː
vergësserlechkeet	fˈagˈaːsˈzˈløʃkˈeːt
vergësserlecht	fægjɑssɑːrlɑːʃt
vergësst	fˈɔʁgʌst
vergëtt	fˈɔɹgʊd
vergëtter	fokɛtˈo
vergëtteren	fɔgətøːrn
vergëtters	fogɛtˈos
vergëttert	fˈɔɹgʊdθˈɔɹt
vergëttertem	foɾkətəltøəm
vergëtterten	fɔɾkətoːtən
vergëtterter	fokɛttɔtɔ
verhaalt	fɔɾhɔːlt
verhaang	a
verhaangen	foɾhˈaŋən
verhaasst	fɒːhæst
verhaasstem	foɾastæm
verhaassten	fɒhɒstˈæn
verhaasster	fokasto
verhaft	fɔɾhɑft
verhaftem	foɾhau̯tø
verhaften	foɾhau̯tøɾn
verhafter	foɾhofto
verhafts	fɔɾhɑːfts
verhaftung	fɔɾhɑːftˈʊŋ
verhaftungen	fɛɾhˈaʊftʊŋən
verhal	foɾaɾ
verhalen	ahˈaləm
verhalensgestéiert	fˈoːɾˌalənsgəʃtˈɛljɜt
verhalensgestéiertem	foːrˈalənsgəʃtˈɛljɜthˈɔn
verhalensgestéierten	fˌɔɾˈalənsgəʃtˈɛljɜtən
verhalensgestéierter	foːrhˈalənʃgəʃtˈœjɜtɜ
verhalensreegel	foɾhˈaləntsrˈeːkəl
verhalensreegelen	fˈoːɾhˌɑːlɪnsrˈeːgələn
verhalensstéierung	foːrˈalənsʃtˌeːɜʊŋ
verhalensstéierungen	fɛɾhaɛənsʃtɛːgeːrʊŋən
verhalt	fɔrhˈɔlt
verhandel	fɔɾhɑːndɛl
verhandelen	fɔɾhɑndələn
verhandels	fˈɔɾhˈˈɑndəlt
verhandelt	fɔɾhɑndɛlt
verhandlung	fˈoːɾhˌandlʊŋ
verhandlungen	fɛɾhˈandlʊŋən
verhandlungsbasis	iandruːʃpazis
verhandlungsgeschéck	fɛɾhandɛŋʃkəʃɛk
verhandlungsgrond	fˈoːrhandˌɛlˌʊŋsgˌɾˈɔnt
verhandlungslogik	fɛɾˈandlʊŋslɔʒiːk
verhandlungspunkt	fˈoːhandlˈʉŋspˈuːnt
verhandlungstalent	fˈoːɾhˌandlˌʊŋstˌalˈənt
verhandlungstraditioun	fɛrˈandˌlˈɔŋʃtrˌɑdiːsˈɪɔn
verharmlos	foɾhauːmloːs
verharmlosen	fˈoːɾhˌaʊmlˌoːzən
verharmlost	fɔrhɑːmloːst
verhasel	foɾhosɛl
verhaselen	fʊɐhˈɔzˈeɾlɔn
verhasels	foɾhosəlbs
verhaselt	fɔɦɒzɾb
verhaseltem	foɾhazeton
verhaselten	fˈɔɾhˈɑzəltən
verhaselter	foɾhɔzɛlto
verhaspel	aʃɔːraspɑːl
verhaspelen	foɾaspalo
verhaspels	fɚhˈɔspəlts
verheelen	fˈɑːrhˌɛlˌɛn
verheelt	fˈɔɹhˌɪl
verheemlech	foɾhɛmløʃ
verheemlechen	foːrhˈɛmløʃən
verheemlechs	foɾhɛmløʃs
verheemlecht	foɾhˈɛmlˌeʃt
verheemlechtem	fɔrhɛmlɪʃtɪm
verheemlechten	foɾeːmlɪʃtɛn
verheemlechter	foɾeːmˈløʃto
verherrlech	foːrˈhɜlˈʊ̞s
verherrlechen	foɾheɾløʃøn
verherrlechs	foɾheɾløʃt
verherrlecht	foɾheɾløʃt
verherrlechtem	fokɛrˈløʃtøm
verherrlechten	foɾheɾlɛʃtɛn
verherrlechter	foːrˈhɜlˈʃtɒ
verherrlechung	fɔrhɛrləʃɔs
verherrlechungen	fɔɾhɛɾləsʊŋən
verhex	fɔɾheks
verhexen	foɾheksən
verhext	fɒhɒkst
verhextem	foɾhekstən
verhexten	fɔɾhˈɛkstən
verhexter	fɔɦˈeksto
verhief	fɔːhˈɪɹf
verhiefs	fɔːˈhɪəps
verhieft	fɒhˈɾft
verhiewen	fɔːhɔɾəm
verhollef	foɣuləv
verhonz	fˌɔɾˈu
verhonzen	foɾhˈuntstsɛn
verhonzt	fɔɾhˈʊnst
verhonztem	foɾhˈɔntstən
verhonzten	fɔɾhɔntstɛn
verhonzter	fɔɾˈɔntstɔ
verhouert	fauːad
verhouertem	fauːrˈɔtɛl
verhouerten	foɾhˈoːətən
verhouerter	foɾhauatð̞oː
verhoung	fɔːhɔːm
verhoungen	fˈɑhˈəwˈmən
verhoungs	fɔːhˈoːmz
verhoungt	fɔɦɔmˈt
verhuddelen	foɾhudlˈɵm
verhuddelt	foːvˈudəlt
verhuewen	foɾbˈɪvən
verhäerden	fˈaɾˌeːɾdən
verhäert	fˈaʁˈeːt
verhäls	fˈɔɾhˌaltz
verhält	fɔldɔt
verhältnes	foɾhælpnʌs
verhältnesméisseg	foɾˈaɪldnɛsmeiːzɛs
verhältnesser	fɒhɒtnɒsɾɒ
verhältnis	foɾhəltnes
verhältnisméisseg	foɾheltnˈɪsmˈeɪsˈɚtʃ
verhältnisser	foɾhˈeltnˈoʊsˈoː
verhängnes	foɾngnɑs
verhängnis	foɾhˈɛngnɪs
verhänk	fɑŋ
verhänken	frankən
verhänks	fˈɔɹhˌɛŋz
verhänkt	fˈaɾˌaŋt
verhätschel	foːɾˌhətʃˈoːl
verhätschelen	foɾatjɔlɛn
verhätschels	efektiveatʃɔl
verhätschelt	fɑhɑtʃæld
verhätscheltem	foɾhatsʃuːltɔm
verhätschelten	fɑhɑtʃɑnd̪
verhätschelter	fɑhɑtʃæɾˈtɑ
verhéier	fɑːrjɛ
verhéieren	fˈaɪɜvˌɛn
verhéiers	fɑːrjˈɑz
verhéiert	faɦjɑt
verhéiertem	fɔɾˈɛjɛrˌtˌm
verhéierten	fˈɑːrhˌɪɐtən
verhéierter	foːrˈʃjːˀɔtɔ
verhéil	fʔɪl
verhéilen	fˈaɪlən
verhéils	fˈiːləs
verhéilt	fɑːlˈlt
verhéing	fˈaɪn
verhéingen	fˈɔɾhˌaɪngən
verhéings	fˈaɾhˌɪŋz
verhéingt	fˈaɪnt
verhénger	foɾvˈɛngɜ
verhéngeren	foːrhˌɛŋɜgˈɑːɾ
verhéngers	foːɾhɛjnˈaʊs
verhéngert	voːrheːnˈɑʊt
verhëllef	fɔːɦɪˈluːf
verhëllefen	foɾhɛlɛfɛn
verhëllefs	foɾhəlˈləvz
verhëlleft	fʊɐhɪlˈlɔft
verhënner	fˈɑːrhˈɵnə
verhënneren	foɾhˈənˈɔxən
verhënners	fˈoːɾənˈɔs
verhënnert	fˈaxɾənˈɔt
verhënnertem	eˈʊntɔnˈɔtən
verhënnerten	fˈɔɾhˌɑlˈnˈoːtˈvˈɛn
verhënnerter	fajˈaːnɑːtɑ
verhüt	fˈɔɾhʊd
verhüten	foːrhˈʏtən
verhütung	foɾhʊ̞tˈʊŋ
verhütungsmëttel	foɾdʊmsmotəl
verhütungsmëttelen	fouːtjˈʊtmˈsmətɛlˈlɛn
verhüüts	fɔːhˈʉts
verierf	fɔːɪf
verierfs	fɚɪəvz
verierft	fɔɾɪft
verierftem	fɛɾɪɾftɔm
verierften	fɒrˈɪftən
verierfter	foɾˈiftɔ
verierger	fʌʊɪəgˈɑ
veriergeren	fˈɑːrˈiːɾʒˈɑːgən
veriergers	fɚɪəʒɑs
veriergert	ˈfɔɹɪɹʒˈɑt
veriergertem	fɔːɪɾʒˈɑt
veriergerten	fɔːˈɪɹzˈɑɹtˈaɪv
veriergerter	fɔːˈiːɾzˈɑɹtˈaɪvˈɛ
veriers	fɚɪəz
veriert	fɔɾˈiːət
verierwen	efektive
verir	fɚɪə
veriren	oːiːrən
veriwwel	toivˈɛɾl
veriwwelen	tojyvo̞lʊn
veriwwels	fɚɚvɚdz
veriwwelt	fɔɾˈiːvəlt
veriwweltem	aʃɔʃtʃɔvɛltɔm
veriwwelten	fɔɾɪvˈəltˈoʊn
veriwwelter	foɾˈɛvəltɔ
verjees	fogis
verjeet	foʒiːt
verjo	foʒu
verjoen	foɾkɔvan
verjos	fuʒuz
verjot	foʒut
verjotem	foʒuːtɛm
verjoten	foʃotən
verjoter	foʒuto
verjupp	foʒuɟ
verjuppen	foʒuʃapãn
verjupps	foɾxwps
verjuppt	foʃupt
verjupptem	foɾsʉptøm
verjuppten	foʒutˈon
verjuppter	foʝutˢo
verjäert	fʊˈʒljɛt
verjären	foʒfɾn
verjärung	foʒɛɾum
verjärungen	foʒɛrʊ̃ɛn
verjéngen	foɾʒɪŋən
verjéngt	foʒent
verkaaft	fˈɔɾkˌafət
verkabel	fokˈɛɾbəl
verkabelen	fokabo
verkabels	fokˈaɾbəlts
verkabelt	fokabelt
verkabeltem	fokˈabltˈɔm
verkabelten	fɔrkˈɑbəltɛɾ
verkabelter	fokˈabltˈɔ
verkachen	fokaxe
verkacht	fɛɾkˈaxt
verkaf	fokaf
verkafen	fˈɔɾkɑːfˌeːrn
verkafsakt	fɒːkəvzɑːgəd
verkafsargument	fɔɾkʰɛrsaʁgʊmˈɛnt
verkafsargumenter	foɾkaɾsauɣʊmãn̪t̪ɔr
verkafschef	fokʰæzʃæf
verkafsdirekter	fɔɾkɒfsdɪrɛktɔr
verkafsdirekteren	fɔɾkɑːfʃdeːrəktˈoːrən
verkafsdirektesch	fɒːkʰeːvstiːrɛkˈtɒːʃ
verkafsdirekteschen	fɔɾkɑːfˈsdiːrɛktdɔʃˈoːn
verkafspolitik	fokhaːrspoːlɪtiːk
verkafspraktik	foɾkaːfspraktiːk
verkafspraktiken	fɔɾkɑːfˈspɾɑːktˈiːkən
verkafspräis	fˈɔɾkɑːfˈspɾˌeːis
verkafsstrategie	fˈɔʃaɾtʃstɹˌɑteʒˈi
verkafsstrategien	fɔɾkafˈsztˈɑːrtˈdˈeːgiːɾˌn
verkafsverbuet	fˈɔɾkˌɑːfsfɔɾbˈʊɐd
verkafszuelen	foɾkaːfˈststˈʏɾlˈløːn
verkalkuléier	fɔrkalkɔɛlˈaiːɾ
verkalkuléieren	tˈɪzˈɑɾkɔlkˈɛlɛɪɾɛn
verkalkuléiers	fokalkelos
verkalkuléiert	fɒrkɒlkˈɵllˈɑhˈɑt
verkallek	plˈaɪmɪŋ
verkalleken	fokˈɔlɪkˈɛl
verkalleks	fɚˈkɒlegz
verkallekt	fɚkˈɑlɪkt
verkannt	fˈɔɹkɾˌant
verkanntem	fɔɾkɑːntɔm
verkannten	foɾkˈantən
verkannter	fokˈantˈo
verkasematuckelen	foɾkasəmatukɛlɛn
verkasematuckelt	foɾkˈazoːmɑːtˌuːkgˈœlt
verkeef	fokˈeːf
verkeefer	fokɛvˈa
verkeeferin	foɾkˈeːfɔɾhˈɪn
verkeeferinnen	fokˈeːfˌɛrˌɪnɛn
verkeefs	fokɾəvz
verkeeft	fɔɾkɾəft
verkenn	fokaj
verkennen	fokˈanˈɔn
verkenns	fokɾanz
verkennt	fˈɔɾkant
verketten	fokɾatɛn
verkettung	fokɾatɔm
verkettungen	foɾkatɔmɛn
verkierperen	fˈɔɾkeːɾpˌɑʁɛn
verkierpert	fokˈeɾpɔt
verkierpertem	foːˈkjɾpˈotən
verkierperten	fo˩˥ːkjɛ˥˩pɔtən
verkierperter	foɾkiɾpɔtɔ
verkierperung	foɾkeːɾˈpɜɔm
verkierperungen	fɔɾkˈeːɾpˈaɾʊngan
verkierz	fɔɹkˈɪɹts
verkierzen	fɔɾkˈeːɾt
verkierzt	fɔɾkˈeːɾtst
verkierztem	fˈɔɾkˌeːɾtstˌɔn
verkierzten	fokˈɛtstən
verkierzter	foˈkɪɾtstˈoː
verkierzung	fɔɾkˈeːɾtzˈɪç
verkierzungen	fˈɔɾkˌeːɾtsʊŋən
verklapp	fokloːp
verklappen	fˈɔɾklˌoːppˈɛn
verklapps	foklobs
verklappt	fˈɔɾklˈɑpt
verklapptem	foɾklˈoːptən
verklappten	fˈɔɾklˈˈapˈtˈɔn
verklappter	foklopto
verklausuléier	foklauzulɛa
verklausuléieren	foːklˈɑuzuːlˌɛjagɛn
verklausuléiers	foklauziolaos
verklausuléiert	foklauzulɛjad
verklausuléiertem	foklouzulɛːətˈɛn
verklausuléierten	foɾklozɔlɛjɔtən
verklausuléierter	foklauziliɛɑtɑ
verkleeden	foklədɔn
verkleedung	foklətˈum
verkleedungen	fˈɔɾklɛːdˌʊŋən
verkleet	fɔɾklɛːt
verkleetem	fɔɾklɛtɔn
verkleeten	fɔɾklɛtɛn
verkleeter	fɔklɛtɔ
verkleets	fɔɾklɛdʒ
verklemmt	fɔrklˈˈamt
verklemmtem	foklamtɔm
verklemmten	foklamtøn
verklemmter	foklamtɔ
verklenger	foklˈɛngɑː
verklengeren	fokləngɛrən
verklengers	foklˈaŋˌaʊs
verklengert	foɾklængət
verklengertem	foklˈaŋɛɾtɪvˌɛn
verklengerten	fokɾaɪnˈotɛn
verklengerter	foklãŋˈɔtɔ
verklengerung	fˈɔɾklˌaŋərˌʊŋ
verklengerungen	fɛɾklˈaŋərˌʊŋən
verklo	fˈɔlkloː
verkloen	fˈɔklɔən
verklompen	foklɔmpɛn
verklompt	foklomt
verklong	fˈɔɾklˌʊŋ
verklongen	fˈɔɾklˌʊŋən
verklos	oɾoklos
verklot	foklˈoːt
verklotem	fokloːtɛm
verkloten	foklˈoːtən
verkloter	fokloto
verkléngen	fɛɾklˈɛŋən
verkléngt	fɔklɪŋˈˈɛ
verknacks	foknokz
verknacksen	foɾknˈɔkseːn
verknackst	foknoksd
verknackstem	foknoˀ˩ːkstən
verknacksten	foknoxoɾn
verknackster	foknoxo
verknall	foknɔ
verknallen	foknaɫən
verknalls	foknɔz
verknallt	foknoːlt
verknascht	fokn-aʃt
verknaschtem	foknɔʃtɛm
verknaschten	foknɔʃtɛn
verknaschter	foknɔʃtɔ
verknaschts	foknɔʃts
verkniwwel	fɔːkˌnʏfəl
verkniwwelen	foɾknəfɛllɔn
verkniwwels	foɾknˈɪfəlts
verkniwwelt	foknɪvəlt
verkniwweltem	foknivɛltøːm
verkniwwelten	fˈɔɹknˈɪfəltən
verkniwwelter	foɾknʏfɛltoɾ
verknujel	foɾknʏzʒøːl
verknujelen	foɾknˈʊzəlˌeːn
verknujels	foknʊɔːlʒoɾðs
verknujelt	foːknˈʊzəd
verknujeltem	foʃknuʃtʃɔtɔm
verknujelten	foknʏzɛltoŋ
verknujelter	foʃtʃɔpavʲerɨɫatɔ
verknëpp	foknˈup
verknëppen	fˈɔɾknˈʊpən
verknëpps	fˈɔɾknˈɔps
verknëppt	fˈoːknˌɵpt
verknëpptem	fɔgnˈʊtˈnˈ
verknëppten	fˈɔɾknʌptən
verknëppter	fˈaːknˈʊktˈə
verknëppung	fokˈnøːpˌlɛŋ
verknëppungen	fɔknˈɔpˈʊŋən
verkol	fokˈɔl
verkolen	fokˈɔlɔn
verkomm	fɔɾkˈɔm
verkommen	fokɔɹmɛn
verkommt	fˈɑːɾkˌoːmd
verkools	fˈɔɾkɾˈuːlz
verkoolt	fɔɾkɔlt
verkoppel	fɔɾkˈɔpəl
verkoppelen	fokˈoːpɛlˈɛn
verkoppels	fokˈoʊpəlts
verkoppelt	fɔɾkɔpˈald
verkoppeltem	fɔɾkˈɔpəltə
verkoppelten	fɔɾkɔpəltən
verkoppelter	fokˈopˈɛlto
verkoum	fokˈoʊm
