!	tɕam˧˧tʰaːn˧˧
"điện ảnh"	bjˈɛ̃
vũng tàu	wˈoŋ bˈaʊ
vũng vẩy	vʊːaːlɯː baːiː
vũng đầm lầy	vũŋm˧˧ dam˧˧ lăj˧˧
vụ án	tu es
vụ gặt	bolˈgˈapˈ
vụng biển	puk˨lj˨˩an˧˧i˨˩aʄ˥˥tʰau˧˧ tj˥oʊ˥˩ tʰau˧˧
vụng sông	wum ʃum
vụng trộm	vomtam
vụng về	seŋse
vụt bay	rɔːt˥paj˧
vụt chạy	tɕjɛ˧˧
vụt chốc	mɔ˧˧ tɕiək˥˥
vụt một cái	vˈʊtˈ mˈəʊtˈ kaːj
vy	vˈi
và	v
và chạm tới thật là khó diễn tả.	vaː˧˨ tɕa˨ˀ˩lɤ˨ tɔj˧˥ tʰɤ̆t˦˥ laː˧˨ xɔ˧˧ zoɛ˨˦ta˧˧˨
và cả tôi nữa, có thể hành động sớm hơn	la tˈa tˈɛm dʒoʊjˈɛl pə tsˈɞləmɪtˈ
và dù cô ấy có cố gắng đến mấy, lương	vaː zu˧ ko˧˩˨ ɛ˧˧ kɔ˧˧ ko˧˧ kaŋ˧˩˨ ŋɤn˧˧ mɤj˧˨ ɫɯəŋ˧˧
và rồi	væɾˈɑj
và sau cùng thì cơ thể peter lạnh ngắt.	vaː˧˨ saʊ˧˧ kuŋm˧˧ ki˧˩˨ ko˧˩˨ tʰe˧˧ pi˧˧ nɤ˧˧ lăk˨ˀ˩nɤ˧˧
và tôi nhận ra rằng những giọt	vaː tojn˧n˧raːn˧ŋ˧ ɔ̀jɔt̚˨˩
vài	vˈa
vàng	tɑŋ
vàng óng	vˌɛn˨˩ ɔŋ˧˧
vào	vˈaʊ
vào buổi sáng	vaː˧˨ bũ˨ˀ˩ʔ soŋ˨ˀ˩ʔ soŋ˧˧ va˧˧˧ bɔ˧˧ soŋ˨ˀ˩ʔ
vào khoảng	vaːʊ˨˩xwaː˨˩
vào lúc này	vãn˧˧ lup˨˦ naj˧˩˨
vào lối thoát thứ 3 của vòng xoay	vaːu˧˨ lɔj˨˦ tʰwa˧˧ tʰɯə˧˧ ba˧˧ kuɔ˧˧ vɔm˧˨ soj˧˩
vào nam	ʔw˧ŋ˨˩n˧a˥m˥˩
vào tiệc	ʔraː˧w˧
vào trong	vaːu˧˨ tʰɤ̆ʃɔ̆ŋm˧˧
vách đá	akda
vái	fˈaɪm
váng	væŋ
váy	fɐiː
váy liền	vˈaɪ leːŋ
váy ngắn	β̞ãn̪
váy đầm	vaj˧˧ lam˧˧
vân	vˈan
vân khánh	vən kʰan̪ʔ
vân tay	vən˧˧ tài˧˧
vân vân	zɑn zaːn
vâng	ta
vâng lời	bʊ̞nlauʲ
vâng ạ	vɤ̃˨aː˧˧
vấn đề	mæn jæð
vấn đề sinh tử	vɐn˧˧ lɛ˨˦ ʃin˧˧ tɤ˧˧
vất vả	zət zaː
vẫn	vˈaŋ
vẫy đuôi	vˈaɪ ˈiduɪ
vận dụng	vˈan˨˩ljoʊ˧˥
vận mạng	fən˥˥
vận mệnh	aːlman
vận động	vɤŋ˨˩˦ gaʊ˨˩˦
vật	va
vật chất	va kˈa
vật giới	vatˈgaɪ
vật lý	wɔːt˥lɪŋ˧
vật ngang giá	batːŋˈenɪdˌe
vật ngửa	fˈak nˈɔ̃
vãi	vˈaɪ
vãi chưởng	vãĩ˧˨ tɕɯə˧˧
vãi lồng	sɑ̝ˈi lauː
vãi nồi	fˈaɪnˌoːɪl
vãi đái	aː˧j˧ʔt̚˨˩ʰ
vé 1 chiều hay vé khứ hồi?	faj˧˩˨ mɯk˨ˀ˩ʧiəw˧˧ haj˧˨vai˨ˀ˩ʔ hɤj˧˧
vé máy bay	jɛː mɛj˧˥bai˧
vé này giá bao nhiêu?	vɛ˧˧ naj˧˩˨ zaː˧˩˨ bau˧˧ nhiəw˧˧
vé số	vasˌo
vé vào cửa	vˈeɪɐ vˈɑl kˈɔ
vê	v
vênh	væn
vênh váo	vən˧˧ vã˧˧ u˧˧
về	vˈe
vết bẩn	les seɾ bãn
vết thương	atʰ
vệ sinh	væsɪ̞n
vệ tinh	vˈaɪtən
vì nó là	vino˥˩la˥
vì sao	fi˨˩sau˥˧
ví	vˈi
ví dụ	vˈiːjoʊ
ví phụ nữ	vĩ˧˨ fu˧˧ nɤ˧˧
ví tiền	β̞ʝˀ˥ liən˨˩
ví von	vivon
vía	vˈe
vò vẽ	foɾ veː
vòi nước	vɔj˧˨ nɯək˧˧
vòi sen	voj sen˥˩
vòng	ham
vòng cổ	fau̯ kɔː
vòng nguyệt quế	la tʃu e e
vòng tay	fɔːŋ˧ tai˧˧
vòng tròn	væmtʃaːn
vòng xoay	vũŋsõ˥˧ʔ tsuə˧˧
vóc dáng	ap iˈɛ̄ːn
vô	a
vô biên	fu˥˩ pi˨˩˦
vô bổ	vˌoːgˈoʊ
vô chính phủ	vua˥˧ fɔ˧˥
vô chủ	morto
vô cùng	vokum
vô căn cứ	vua˧˧kan˩˩˦ tʰau˧˧
vô căn cứ	voː˧˧kən˨˩˦
vô cơ	boka
vô cực	fˈɛ
vô danh	sən˥˩
vô duyên	boːzun
vô dụng	vˈoːjʊŋ˨˩
vô dụng	vozok
vô gia cư	a zɛ kɯ
vô giá	voːˈseː
vô giáo dục	go˧˧ zaːu˧˧ ɟə˥˩
vô giá	vˈɔzɛ
vô hại	v˥˩a˥˥
vô hạn	voː˧hɛː˨
vô hạnh	su˥˥an˨˩˦
vô hiệu	wˈʌn ɪl
vô học	voːˈhˈˈæp
vô hình	moːʱiː
vô hướng	vohim
vô hại	voːˈhɛ
vô ích	voːˈit˦
vô kháng	ʃɛɦ
vô khối	voː xoʝ
vô kỷ luật	wɔː˧kʰiː˧˧ lɔt̚˨˩
vô kể	vokɛ
vô loại	tʊ̞˥˥lɑ˥
vô lý	voːliː
vô lễ	voːlɛ
vô lý	zˈoːliː
vô lăng	β̞olan
vô nghĩa	bo˥˩ːl njɛ
vô nghĩa	bomɑ qtftab
vô ngã	voˈaˈ
vô phục	voːˈfɔ
vô phép	vˈy ʁusˈe
vô phúc	boːˈtɔp
vô sinh	po˥˩ sen˨˩˦
vô số	tɛˈsɔːsɔː
vô sự	mˌɑsˈɛ
vô thức	vˈoːtˈat
vô tuyến	voː˧tn˧
vô tình	w˧˥ɔ˨˦ ɔ˨˦ tən˥˩
vô tư	vˈɔ̃ lˈœ̃
vô tận	sou̯ta
vô vàn	voven
vô ích	t̪o̞i̯
vô đạo đức	voːrˈdˈauːd
vô địch	vˈɔ̃ dˈə
vô định hình	lɔ˥˧n˥˥hən˥˥
vô độ	voːˈdɔː
vô định	vˈɔ̀de
vô độ	todo
vố hiểm	fou˨˩ ti˧˥
vốn	pɔn
vốn dĩ	bo˥˩n˥˩ r˥iː˩˦
vốn là	bóŋ˨˩ laː˧˧
vốn sống	ʋunnsːɐm
vỗ béo	nˈoːl bˈɛl
vỗ bờ	voo ˈboː
vỗ tay	fou˥˧tɐi˥˥
vỗ trắng	aɫ dæn
vỗ về	voove
võ	va
võ chí công	ŋɔː˩˦tsiː˧˥
võ hoài linh	plok˨ hoa˥˧i�ɔ˧lɪŋ˥˧
võ huyền chi	la ɔːfˈɛnd
võ hạ trâm	fou˥
võ nguyên giáp	vɑ ɔŋ wjɛn ʃæb
võ ngọc trai	vo˩˥ː ɛ˨˦ nɑ˥˩pɑ˥˥j
võ thuật	wa˥˥ tʰa˥˥
võ văn kiệt	wɔː˧ban˧kʰiːk˨
võ văn sinh	v˧˨a˨˩n˧pʰ˥
võ đạo	bo˨˩a˥˧l˧
võng mạc	v�ŋ˧˧ mɛ˨ˀ˩
vùng	fum
vùng lãnh thổ	vũm˧˧ lãn˨˦ tʰɔ˧˧
vùng quê	fũm˨˩qwe˧˧
vùng xoáy nghịch	vũn˧˧ sä̠˨˩i˧˧ ɲɛt˨˦
vùng đất	vũn˧˧ dat˦˥ vũn˧˧
vú	bon
vú sữa	voltˈøː
văn	tavan
văn bản	wãŋ maːn
văn bản	vˈan bˈaɪn
văn bằng tốt nghiệp	van̪˧˧ bãŋ˧˨ tɔ˧˧t˥ ɲeːt˦˥
văn cao	vãn˧˧ kaw˧˧
văn chương	van˧˧ cɯ˧˧
văn cảnh	tuan kãĩ˧˥
văn hiến	fan˧˧ hiən˧˧
văn hoá nông nghiệp	vănpɔ˧˨ hoã˧˧ ŋm˧˧ ŋəp˨ˀ˩ pʰi˧˨
văn hóa	wɑŋ˨˩˦xuaɪ˥˧
văn học	fan
văn hóa	van˨˦ hoã˨˦e˥˧
văn hóa (文化)	ʋənːxwaː
văn học	wan˥hɑŋ˨˩
văn minh	an˧˧ mɛn˧˥
văn nghệ	an nˈɛ
văn phòng	ŋ˨˩˦fau˥˥
văn phòng chi nhánh	fan˧˧ foŋm˧˧ cɤm˧˧ ɲɐn˨˦
văn phòng du lịch	ban˧˧ fɔ˧˧m˧˨˩ juː˧˧ lɤk˦˥
văn phòng phẩm	van˧˥ fɔŋ˨˩˦ fɐm˧˥
văn phòng thông tin du lịch	fan˧fɔ̀ŋ˨˩ tʰõŋ˧˧ tʰin˧˥ ʔiu˧˧lɤk˨ˀ˩
văn sĩ	van ʃaʃ
văn thể mỹ	vang˧˧ tʰɛ˨˦ mɤj˧˨
văn thơ	vˈanˌ tˈɜː
văn tuyển	bãn˧˧ tiən˧˧
văn tự	pɑŋtɛl
văn vần	vˈan vˈan
văn vật	vˈan vˈat
văn vẻ	an vˈɛɾ
văn xuôi	vonˈsoi
văn đàn	an˥˩raːn˧
văng	vˈan
văng vẳng	m̩˨˩˦
vắng lặng	vˈaŋ lˌaŋ
vắng vẻ	vǎŋ˧˥wɐjɛː˧
vặt vãnh	fan˥˥
vĩ cầm	vʲikam
vĩ dạ	vĩ˧˧ zaː˧˨
vĩ mô	tio
vĩ tuyến	vɯ̞j˧˨ tuən˧˧
vĩ độ	vɤ˨˩˦ ʔi˧˧ dɤ˧˧ ɔ˧˧
vĩnh biệt	vĩŋm˧˧ biət˦˥
vĩnh biệt mọi người.	ŋgpiet˧˧ mɔi˧˧ ŋɯəj˧˨
vĩnh cửu	bən˧˥ kioŋ˧˧
vĩnh long	wɨŋ˧˨ lăw˧˧
vĩnh phúc	ĩŋ˨˩fʊk˨ˀ˥
vĩnh viễn	səɾˈieːˈ
vĩnh xuân	lən˧˥ sʊŋ˥˥
vĩnh yên	uən˧˧ iən˧˧
vũ	vˈɔ̃
vũ công	vũ kăm
vũ khí	voːˈhe
vũ khí hủy diệt hàng loạt	tsu˨˩hei˧˧ hieŋ˨˩ua˧˧
vũ khắc minh	vũ˨ˀ˩ xat˦˥ mɪn˧
vũ lực	voːˈlˈɑːp
vũ trường	voː trøːn
vũ trụ	v upro
vũ đài (舞臺)	vũ˨ˀː ai˧˧
vũng liêm	vˈoŋ blˈeɪm
vũng lầy	fũŋm˨˩ ləj˨˩
vũng tàu	vũŋm˧˧ taʊ˨˩
vơ	fɒ
vơ vét	vˈɔː vˈɛt
vờ vĩnh	vˈavˈ
vời	vɐjˈ
vớ vẩn	va va u
với	vɐ̃
với tư cách là	saː eːʔtɕokː laː
vớt	bət
vỡ	vˈaː
vỡ nợ	va nɑ
vở	v
vở kịch	vˈaːgət
vợ	vɑː
vợt	bɑː
với	vaj
vươn	vɯ̞ŋ
vươn người	nɤ̆ɔ̆j˧
vươn ra	vumɾa
vươn tới	ˈɛɬə ɫoːtə
vươn tới	vɯəŋ˨˩ tɑj˥˩
vươn đến	ʋɯəŋˈdan
vương	poɔ̞
vương miện	mintŋ˨˩ miːˈat˨
vương quan	vɯəŋ˧˧ ka˧˧n˧˧
vương quốc	vɯəŋ˨˩ kwɔ˧˧
vương quốc anh	vɯəŋ˧ kuɔk˨ˀ˩ ɤn˧˧
vương quốc liên hiệp anh và bắc ireland	vˈoːl kˈɔʊtʁˈɛdʒʁɑs˥˩t˥ʰɔːt˥ʰɔːt˥ʰaɪn˧˥
vương triều	vɯəŋ˧˧ cɾjɛ˧˨w˧˧
vương vãi	ɣɯəŋ˨ˀ˩ vɑ ˈaj˧˧
vườn bách thú	vɯəŋ˨˩ bat˦˥
vườn hoa	ʔua̯n˧ua̯r
vườn nho	vɯə˧˧ nho˧˧
vườn quốc gia	fɯəŋ˧˧ quk˨ˀ˩ dɑ˧˧
vườn rau	ŋ˧ʔraː
vườn thú	vɯəːn˧˧ tʰuː˧˧
vườn trẻ	vɯ̞nˈtɾe
vườn ươm	n˥˩ʔɛ̄ːm˥˩
vườn ươm cây	bɯ̀ːn˧ ɯ̞m˥˩ kài̯
vướng	vˈɯː
vướng nhau	vˈɛ̃ mˈau
vượn	vɯət
vượn gôrila	ʋɯ̞n˨˩goː˧riː˧ laːŋ˧
vượt	dˈɛ
vượt bể	v bɛɾ
vượt hơn	luː haʊ
vượt khỏi	kʰʰaː˥˩
vượt kế hoạch	vɯət˦˥ kɛ˧˧ hoài˧˧
vượt mức	v˥˩˦ ə˧˧ mɤ˧˥k˥
vượt ngục	vˈɛ nˈo
vượt núi	vɯət˨ˀ˩ nuɪ˧˧
vượt qua	wˈʌn
vượt quá	vˈɛˈʁˈwˈa
vượt rào	vˈɚˈaʊˈ
vượt tải	n˧tai˧
vừa	voa
vừa chứ	vˈɚtˈɪŋ
vừa khéo	bˌɔˈɾˈaʊ
vừa lòng	fɯə˧˧ laŋ˨ˀ˩
vừa miệng	vɤ˨a˧˧ mɛ˨˦ an˧˧
vừa mắt	ˈɛɹlˈa mˈat
vừa mới	moːˈʁˈmai
vừa phải	vɯə˧˧ faj˧˧
vừa qua	vɯə˧˧ koa˧˧
vừa rồi	pɤ˨˩a˨˩rɔj˨˩
vừa sức	v sˈɛst
vừa ý	aːj
vừng	vˈɑn
vứt bỏ	mɯt̚˨˩ mɑː˧
vứt lung tung	mətˈlum tuː
vứt đi	rɤt˦˥ dɤ̆˧˧
vứt đầy	ɤt˦˥ dai˧˧
vữa	vɛˈɫa
vữa trát	fɯəː˧ ta˧˧
vững bền	vən˧˧ be˧˧n˧˧
vững chãi	vəŋ˧˧ tsraː˧˨
vững chắc	a
vững chắc hơn	văŋ˧˧ tɕak˨ˀ˩ hoən˧˧
vững chắc thêm	vĩŋm˧˧ cɑŋm˧˧ tʰeːm˧˧
vững tin	vəŋ˧˧ ti˧n˧˧
vững vàng	vəŋ˧˧ wɛŋ˧˧
vựa	fou˥
vựa cỏ	pɔ˥˥ ka˥˥
vựa lúa	vɤ˧˥ lĩũ˥˩
vực	væt
vực biển	wkː biːn
vực sâu	bˌɔ̃kˈaːlˈlˈ
vực thẳm	vˈɛtˈam
vực thẳm	wˈʌt hˈæm
vướng	bujun
vướng mắc	vɯəŋ˧˧ mɐk˦˥
vườn	vɔl
vườn bách thảo	ʔɛːl˧mat̚˦˥kʰauː
vườn bách thảo hà nội cũng được gọi là công viên bách thảo	vjɛŋ˧˧ bɤk˨ˀ˩ tʰa˧˧ haː˧˨ lɔj˧˨ kɔŋ˧˧ dɨət˦˥ gɔ˧˧ laː˧˨ kũŋm˧˧ viəŋ˧˧ bɤk˨ˀ˩ tʰa˧˧
vườn cây	vɯəɫ˧ ka˧j˧
vườn trẻ	vɯəŋ dʒe˧˧
vượt	v
vượt qua	vɯət˨ˀ˩ ka˧˧e˥˧
vượt quá	vɯət˨ˀ˩ kwã˧˧
vượt trội	n˧ɧɛːt˦˥ trɔːj˧˧
vạ lây	vaː˧˨ le˨ˀ˩ʔ
vạc	bˈaːt
vạn	vɛːn˧˥
vả	tsr
vải	vaj
vấn	wˈʌn
vấn vương	vənˈvɯəŋ
vấn đề	fɯən˧˧ dɛ˧˧
vấp phạm	fapː fan˧
vất vả	dɯ̞k vẽː
vần	vˈa
vầng trăng	vən˧˧ tɕɑŋ˥˥
vẩy	vˈaj
vẫn	ʁɛnˈ
vẫn chưa	vǎŋ˧˧ cɯ˧˧
vẫn còn	vmkoŋ
vẫn cứ	v̞an̪˩˦ kɤ˥˩
vẫn khỏe	v�ŋˈɔ̃ˈɛ
vẫy tay	vˈɑːr ɪtˈtˈɑj
vận	vǎŋ˧˥
vận chuyển	vãn˨˩tʰuən˧˥
vận tải	sən˨˩ tã˧˥ ʰ
vận tốc	vãnˈtɑːp
vận động	vŋm˧˧
vận động viên	văt˦˥ dɤŋm˧˧ piən˧˧
vật	væɾ
vật chất	bˈtʃɒt
vật gì	wɒtðə
vật liệu	vat˦˥ li˥˩au˧˧
vật lý	ʔbɑtɛli
vật lý học	vætleːˀːhʌm
vật lý thiên văn	kʰʔt̚˨˩kʰʔliː˧n˧tʰiːŋ˧ʔaŋ˧
vật lộn	vat̚˨˩lɔːn
vật sở hữu	wɐt̚˨saːlhou̯˧˥
vật thể	vˈɑt˨ tʰeʁ˧˥
vật ảo	vˈɑk ˈaɪw
vậy	vˈaɪ
vậy có được không?	vɤj˧˨ kɔ˧˧ dɯək˨ˀ˩ xoŋm˧˧
vậy cũng được	văj˧˩˨ kuŋm˧˧ dɯəw˧˧
vậy hả	vɐt̚˨˩haː˧˧
vậy mà	tʃuʋajʔmaː
vậy nên	văj˧˨ nen˧˧
vậy sao	vɤ̆j˧˥ ʃɛ˥˥w˧˥
vậy đó hả?	bɐt̚˨˩ lɔ˥ haː˧˧
vắc xin	va ziːn
vắng	væŋ
vắng em chiều nay	bãŋ˧˧ ɛm˧˧ ciw˧˧ naj˧˧
vắng mặt	vˈaŋmɐk
vẻ đẹp	dɛ˧˧ dɛ˧˧
vẽ	vɛːɦjɛ
vẽ bậy	ʋẽ˨˩ bɐɪ˧˨
vẽ nghịch	vɛː nʌtˈ
vẽ rắn thêm chân	va e˨˦ ran˦˥ tʰe˥˩m tɕɛn˥˩
vết bỏng	ʋɛːt˦˥ bɔːm˧˧
vết mọng	væːrmæʊ̞
vết nhăn	puan ɲa
vết nhăn trên khuôn mặt	pəsŋˈang təmˈkɔm pəks
vết rách	vˈɛ
vết thương	ʁɛt˧˧ tʰɯəŋ˨ˀ˩
vết đứt	waːt dˈoʊt
vết ố	ˈakompanoːl
về	dˈoː
về hưu	ʃorto ho
về nhà	te˧˩˨ɛn˧˧aː˧˧
về phía phải	vɤ˨˩a˥˧fia˥˧faːj˧˧
về phía phải của	væː˥fjæ˥˥fʰaɪ˧˥kuɔ˧˧
về phía sau của	vɛːfiːj ʃau˨˩kuɔ˧˧
về phía trái	ne via trai
về phía trái của	ʋɛː˧fʲieː˧traː˧j˧ kuː˨ˀː
về quê	vˈˈeɣuei
về trễ	ʋeːkɛ
về việc	ʋɛːʋiːk
về đích	ʋ
vệ sinh	vẽ˨˦ tɕʰiŋ˥˧
vệ tinh	ʋɛː˨˩˦ tɪn˥˩
vỉa hè	we̞ːhẽː
vị	bɪ
vị thanh	v
vị trí	vˈeɪtɹiː
vịnh	vɨjˀ
vịnh bắc bộ	vɤ̆ɲ˧˧ bɔ˧˧
vịnh cam ranh	t̚˨˩rk̚˦˥raːm˥˩n˧
vịnh hạ long	˧˧ viŋ˨˦ hɑl˧ŋ˧˧
vịt	ɾˈeɪt
vịt rút xương	tʃi zusˈsɯl
vọng	vˈɑ̃
vọng cổ	waŋ˨˩kɔ˧˧
vọng tưởng	fou˨˩tɤŋ˨˩
vỏ	va
vố	fɔː
vốn	vɔn
vốn từ	ʋoːn t̪əɭ
vồ	fouː
vồn	von
vộ	fou˥
vội	bol̟
vội vàng	vɔ˧˨
vội vã	voʁ˨˩vaːn˧
vớ	vˈɛ̃
vớ dài	vˈɛˈʁˈ gaj
vớ vẩn	vɤ˧˥væn˨˩˦
với	zˈoɪ
với ai	tɤ˧˥ ai˧˧
với ai?	dʒoj˨˩ ai˧˧
với nhau	vɐ̃nˈa
với tôi ngày nào cũng được	vɤj˧˨ toj˧˧ ɲaj˧˩˨ naʊ˧˨ kɔŋm˧˧ dɤ̆p˨ˀ˩
vớt vát	fəːt˥ vʌc
vờ	vaː
vở	dˈa
vở kịch	ʋaː
vở viết	a vˈeːt
vỡ	fˈɛ
vỡ mộng	vˈaːmˌɑ
vỡ òa	vˈə oˈa
vợ	və
vợ chưa cưới	vˈaː tʃ˨ˀuːk˧laj˧
vợ chồng	kauːn
vợ yêu	ˈɑɹ jˈu
vụ	vˈu
vụ ám sát	vuː æmˈsaː
vụng về	wuk˨ ve˧˧
vứt rác	dʒɑ̃˨˩ s˥˩rɛːk˦˥
vừa	vɯə
vừa mới	vɯ̞maj
vừa phải	vɤ˨˩˦faɪ˧˥
vừa rồi	vɨrozoj
vừng	vælˈm
vững	bˌɔ̃
vững vàng	vũŋ˧˧ vaːŋ˧˨
wikipidia	wikipˈidiə
x	sˈa
x-quang	ʔˈikːtsˈtʃˈwˈŋ
xa	tsa˥˥
xa cách	saː˩˩˦kap˥
xa cảng	sa˥˩ ka˥˥
xa giá	saa za
xa gần	sɑːgɐn
xa hoa	sǎ˥˥hɔ˥˥
xa hơn	sajnɔːn
xa khoáng	sæˈrʲæˈn
xa khơi	saːkaːˈj
xa lánh	sæˈɑn
xa lạ	saɪ˥˥lai˧˥
xa lánh	saːɐɳ
xa lìa	saːliːa
xa lông	saː˥˩lɔm
xa lạ	sala˦˥
xa lắc	saːˈlaːk
xa lộ	saː˥˩lɔː
xa ngái	saːŋai
xa nhau	sɛ ɲˈaʊ
xa phí	safoi
xa rời	sarɔj
xa tanh	satʰan
xa thẳm	sa˥˩tʰɐm˨˩
xa trưởng	sa˥˩tʰuːŋ˨˩˦
xa tít	saː˩˩˦t̚˨˩jt̚˨˩
xa tắp	saːtaq
xa vắng	sã˥˥vǎŋ˧˧
xa vời	savaj
xa xa	saː˩˩˦saː˩˩˦
xa xỉ	sa˥˥sɐi˨˩˦
xa xôi	saːsoj
xa xăm	saː˩˩˦sam˥
xa xưa	sasˈɔ
xa xả	sa˥˥sã˥˥sa˥˩
xa xẩn	sa˥˩sŋ˨˩
xa xỉ	tsa˥˥sei˨˩˦
xam	sam
xam xám	samsam
xang	san
xanh	sãĩ̯
xanh biếc	senh˧˧ bi˧˧
xanh cỏ	sɛːŋ˥
xanh da trời	san˩˦ je˧˧tɕo˧˧j˧
xanh da trời	saːnjaːtʃoi
xanh da trời nhạt	san ɟeː trojnˀːɛ
xanh dương	sanʲ ɾɯəm˧˧
xanh lam	sən˥˩lɤm˥˩
xanh lá cây	san˩˨laː˧˧ ˥kɤj˧˧
xanh lạt	san˩hlaŋ˨˩
xanh lá	sãn̪ʝˈlaː
xanh lá cây	sɑnːaːkaj
xanh lè	sɐŋ˥ lɛː˨
xanh lét	sanʲ lɛt
xanh lơ	sa˨˩ɛn˩˩˦ lɤ˨
xanh lục	sajŋ˧˥ loŋ˨˩˦
xanh mét	sãĩŋmɛt
xanh mắt	seŋ˧˧ mɤ˧˥
xanh ngắt	sɛɲːat
xanh nước biển	san˩˨ lɯək˨ˀ˩ bẽ˧˧ŋ˧˧
xanh nước biển	saːnˈnˈ ˈnøːk meːn
xanh rì	senʲ˥si˨˩
xanh rớt	sɛŋ˨˩sɤɹ˥
xanh rờn	sẽŋ˨˩ zən˨˩
xanh tươi	san˩˨ tɯə˧˧
xanh um	saɪ̯n oːmˈ
xanh xao	sen˨˩saːʊ˥˧
xanh đậm	sãn˥˥tam˨˩
xanh đờn	taːm˧sam˥
xao	sau
xao lãng	sau̯lˈan
xao nhãng	la
xao xuyến	saːv siːn
xao xác	sau̯sak
xao động	saːʋdɔ
xatanh	saːtai
xay	sai˥˧
xay bột	tˢʰabˢ
xay gạo	sɐ̃iː˧˧ɐ̃˨w˧˥
xay xát	sɛj˨˩sat˦˥
xà cạp	sa˥˩dap
xà cừ	sa˥˩kluː
xà phòng	sɛ˥˩fɑŋ˥˩
xà phòng hóa	sa˨˩fom˧ʔhw˧
xà tinh	sæ˥˩pen˥˥
xà đơn	saːdon
xài tiền	sai˥˧ti˧˧an˥˧
xào xạc	sau̯sa
xá tội	sɛː˧˥ pɐu̯˨˩
xác ướp	saknˈu
xách	sap
xã	tsa
xã giao	saː je˩˥ːl
xã hội	sãː˧˥
xã hội dân chủ	sãː˧˨ hɔ˧˧ xaː˧˧˧ xaː˧˧˧
xã hội hóa	sẽ˥˥ hɔ˧˥ hɔ˧˥
xã hội học	sẽ˨˩hɔ˨˩j˨˩ hɑp˨˩
xã luận	sǎː˧˥lɔːn˨˩
xã tội	saː˧ toj˧
xả hơi	sãː˧˧ hɤj˧˧
xả khí	sa˨˩˦ɛ˧˥hɤj˥˥
xả rác	srk
xảo quyệt	saːʌsˈweɪ
xảo thủ	saːm˧˥tʰɔː˧wʊ˨˩˦
xảy ra	tsɐi˧˥
xạ ảnh	sɛː˥˩an˨˩
xạ hương	sǎ˥˥hɤ˥˩
xạ kích	sa˥˩kɤ˥˩
xạ thủ	sǎ˥˧tʰoʊ˨˩˦
xe	seː
xe buýt	sɛ bˈy
xe buýt chạy đến mấy giờ?	sɛ˥˧ buit˦˥ tɕaj˧˧ den˧˧ aj˧˧ sɔ˧˧
xe buýt này đi đâu?	sɛ˥˥ bɨt˦˥ nài˧˥ di˧˧ dau˧˧
xe búyt	seːˈbit
xe cấp cứu	sɛ˧˧ kap˨ˀ
xe cộ	sɛːkoː
xe cứu thương	sɛ˥˧ ku˧˧ tʰɯəŋ˨ˀ˩
xe gắn máy	sɛ˥˩ gan˩˩˦ mai˧˨
xe hơi	se˨˩heː˨˩
xe hỏa	sɛ˥˥hwaŋ˧˧
xe hợp đồng	se˧˧ hɤk˨ˀ˩ dɔm˧˨
xe lăn	se̞lan
xe lửa	seɾ lo
xe lửa	sɛɾlɛ
xe lửa này chạy đi đâu?	se˧˧ lɯɤ˧˧ n˧˧ n˧˧ tɕʰaj˧˩˨ di˧˧ dau˧˧
xe moóc	seːmaː
xe máy	sɛ˥˥mã˧˧
xe máy tay ga	sɛːˌɕiː˧tɐi̯˨
xe mô tô	seɾ molˈtˈo
xe nôi	se noj
xe số sàn	sæˈr sæɾˈg sæŋˈ
xe số tự động	se˧˧ so˨˩ ɤ˧˨ dɔŋm˧˧
xe taxi	se˨˩ tak˧˧ si˥˩
xe tay ga	sɛː˧˥ tɐi̯˨
xe thiết giáp	seɾeti jɑp
xe thùng	sˈɛt ʁɔn
xe thể thao đa dụng	se˧˧ tʰɛ˨˦ tʰaːw˧˧ daː˧˧ dʰŋm˧˧
xe tốc hành	se˨˩eː˧tok˨ haŋ˥˥
xe tăng	satʰan
xe tải	sie˥˧tai˨˩˦
xe tải chở hàng	se˧˧ ta˨˩j˧˩ tsɤ˧˧ ha˨ˀ˩ʔ
xe tải chở khách	se˨˩ taːj˧˩˨ tsɤ˧˧ xɤ˧˧
xe tắc xi	se˨˩ tɐk˥
xe xích lô	ʃɛːsip˦˥lɔːp˥
xe ô tô	se̞ o tɔː
xe ôm	se om
xe điện	se˨˩lian˨˦
xe điện ngầm	se˨˩ tiːn˧˧ŋam˧
xe đò	seðo
xe đạp	seɾˈa
xe đẩy	sʰj daj
xe đẩy hàng siêu thị	sɛ˧˧ dɛ˨˦ ha˧˧ ʃɤ˧˧ tʰɤ̆j˧˨
xe đẩy mua hàng	se˨˩tʰɐ̃i˧˨ mo˨˩ haːŋ˨ˀ
xem	sɛn
xem chừng	sɛn˥˩kɛ˥˥
xem nào	sˈeɪm naʊ
xem phim	sɛːm fˈɪlm
xem thường	sɛːm˩˩˦kɔːŋ˧
xem thử	s˦˥am˥t̚˨˩
xem ti vi	sem t̪i˥˩v̜˥
xem tin tức	sem tiən˧˧ tɯk˦˥
xem xét	sˈɛm ʔsˈɛt
xen kẽ	senke
xen lẫn	sian˥˧lǎŋ˧˥
xentimét	sen˧˧ti˧˧mɛːt˦˥
xé nát	θe nat
xé rách	r
xé toạc	se˨˩tɔp˨˩
xét hỏi	sik̚˨ haː˧˨
xét nhà	se
