-ին	ɪn
տպիչ	tɛpɪtʃ
տռել	arel
տվեցի	tɔbɛtsi
տվեցիր	səbˈadsiːd
տվյալներ	sebjˈɑlmˈeɾ
տվյալները	tsigɒlnejɾe
տվող	vo
տրական հոլով	tɾaːtɑːn bʱʱlʱoː
տրամադրություն	tramadruːtsiːn
տրամադրում	ðramadruɣ
տրամաչափարկել	dɾɑmɑtʃʰɑpʰɑɾken
տրամվայ	trɔbɔj
տրանսպորտի	trasporti
տրեխ	ðərɛχ
տփղիս	dˈə-pʁˈi
ր	ɹe
րաֆֆի	ʁafi
րոպեներ	ropenes
ց	tʃo
ցախ	sˈa
ցածր	tʃatɐr
ցածրացում	satsɾattsum
ցամաք	sɑmɑp
ցամաքը	saˈmɑːkə
ցանել	tɑnɛ
ցանկալի է	sante ʁle
ցանկանալ	sãn̪t̪anal
ցանկանում	sãn̪t̪anom
ցանկանում եմ հայտնել խարդախ փոխանցման մասին	sɑːnkɑnhum hæm hajtnél χadɑχ poχɑnsmɑnum mɑsile
ցանկանում եմ վերադարձնել սա	tsʰɑ́ŋkɑnʊm eŋ vélɑdɑɾsnél sə
ցանկանում եմ փոխանցում կատարել	sɑnkɑnum hæn pʰoχɑ́n tsʰum kɑtɑɾél
ցանկանում եք	saŋtaŋymɛk
ցանկապատել	santapaaˈtadɯ
ցանկացած	tsɑŋkaatsʰ
ցանկացած օր ինձ հարմար է	tsʰaŋgɑtsʰɑts ɔr intsʰ hɑɾmɑɾ ɛ
ցանց	tɑːnˈt
ցանցակայք	tsʰan˥˩tsʰa˥˥kaj˥˧
ցավ	sɑːb
ցավել	tˈɕˈovˈɛl
ցավից	tsavits
ցատկել	tsʰatkẽn
ցեխոտ	seχɔ
ցեխոտել	tsʰaːxʷtħr
ցեղակից	sˈaʁakˈit
ցերեկ	tˌɛɹɹɪkk
ցիկլոն	sjklˈˈɑ̃d
ցնդել	sɔnˈbɔː
ցնդող	sãn̪d̪oʁ
ցնցուղ	sˈɛnsuh
ցոլցլտալ	tsontsontan
ցող	tsoŋ
ցողուն	tsʊ̞ɢum
ցորեն	soɾen
ցուլ	tsɔl
ցույց	sˈut
ցուրտ	tʊrt
ցուցադրություն	tsutsadrutson
ցուցադրում	ksoˈesˈɔ̃ˈʒˈ
ցուցադրվում էին	tsutsa dɛr womej
ցուցասրահ	tsʰaːsʰraː
ցտեսություն	səpeˈsewˈn
ցրված	tsɯrbɑts
ցրտահարություն	tsʲɯ̞rtɑhɑrʏ̞jʏ̞n
ցրցողել	satsɔɁɛ
ւ	mjuːn
փ	pjˈu
փաթիլ	fatːi
փախա	hɑhɑ
փախար	tɑːxɑːr
փախել էին	pʰa˥˩xle˨˩n˧
փախչելով	hɑːrlæfe
փախստականների	tɑqsɑtɑkɑndɯneːd
փակ	pɔp
փակագիծ	pʰɑqagitsʰ
փականագործ	fɑkɑnɑbɔrtʃ
փակել	hˈɑːkəl
փակում	pakum
փայլ	fˈaɪ
փայլածու	pʰilatsu
փայտ	pˈaɪp
փայտանյութ	nˈoʊnˈoʊsˈiːləntˈaʊnˈɛ
փաշա	pˈaʃə
փառամոլ	pʰaːrɑːmɔl
փառնջե փլավ	pɑrɯ̞ndʒɯ̞ plɑf
փաստ	pɒsˈt
փաստաթղթեր	pastǎtɯqtøɾ
փաստաթուղթ	pɑstɑrtɔχt
փաստացի	pʰaʃdɔ̀ːtsʰi
փաստեր	kʰonˈstæɾ
փաստերը	pɒsdeɾe
փարես	iguz
փարեսը	pˌɐɾɨsˈeɪŋ
փարեսին	parisiŋ
փափուկ	qabug
փեշ	pɛʃ
փեսա	sɛnˈti
փեսացու	həsˈatsˈ
փետուր	pɾˈtˈuɾ
փետրուար	fətˈribˈɑˈr
փետրվար	eʈiniːbaːɪl
փետրվարին	pʰetəɾvɑɾiŋ
փիղ	kɪ̞x
փիսիկ	fˈiʃˈ
փլավ	plʌf
փշոտ	ʃot
փշրել	fətsʰrɛl
փոթորիկ	poːt̪oɾiːd
փոթորկոտ	pɔtɔɾkɔt
փոխաբերական	χɑbeɾɑkɑn
փոխադրել	oɣadrɛl
փոխանցման հետ կապված հարց ունեմ	pʰoχɑntsʰfɑ́n het kɑpvɑts hɑɾtsunə
փոխարեն	pɑkɑrɑm
փոխարինել	pɒhɒˈɾiːnɒl
փոխարինում	waχkɑllɪnnˈŋ
փոխելու	pɒglo
փոխիր	axiːɟ
փոխհատուցել	pʰo̞hkʰaːtʰan
փոխնախարար	pɑqnæxæɾæst
փող	pˈɔː
փողային	ɔxai
փողասեր	qɒhɒːsɒːæɾ
փողկապ	pɔqɑp
փողոց	aːz
փողոց մաքրող	pɒgɒts mɒːklɒh
փոշի	pɔʃˈi
փոշին	pɔʃin
փոս	pɔs
փոս ընկնել	dˈiʁsˈɛnknˈɛl
փոստատար	pɑʃtɑtlɑɾ
փոր	pɔː
փորագրել	pˌɑrˈɑkrəl
փորագրում	pɔrɑgrɔm
փորձել	pɔɹsænt
փորձերին	pɾɒɾtséɾiŋ
փորձը	portse
փորձում	ɢɔɾtsum
փորձում ե	pɔtsomt
փորձում եմ	pʰoɾtsúm æm
փորձում են	pɔɾtsʰu mɛn
փորձում է	pou̯tsumʲa
փորձում էի	patsomɛj
փորոտիք	pˈolˈotik
փութացնել	kutatsnəl
փունջ	ɑ̃nˈzɑ̃
փուշ	pʊs
փուռ	pur
փոքր	pɑkɯɾ
փոքրիկ	ɑːχɾiːk
փոքրիկ իշխանը	pɒkɾˈik iʃ xɒniˈ
փչացնել	tʃaːtsnɛl
փչել	pɔˈtʃæt
փչեց	kɛz
փսլնքոտ	pizlænkɔt
փսփսոց	spusˈot
փտած	patːa
փրկարար	həɾkaːlaːʃ
փրկել	bɔtˈen
ք	k
քաղաք	sˈɐrɑk
քաղաքական գործիչ	kʰɑχɑkʰɑkɑn koɾtsí tʃʰ
քաղաքապետ	kʰoɣakʰɑfˈbe
քաղաքապետարան	χaħakɑpɑtɑrɑn
քաղաքացի	kɔːˈʁaːkɔtʃik
քաղաքացիական ծառայող	kʰɑvɑkɑtsʰí ɑkɑ́ŋ tsɑrɑjóχ
քաղաքից	kɒhɒˈkiˈt
քաղցից	kɑːkˈtsˈɪt
քաղցր	akompanovas
քաղցրահամ	kɑɾtsɾɑhɑ́m
քամել	tɛːmɛn
քամի	kami
քամին	kʰæˈmʲiːn
քայլ	pʰɤ˥˩
քայլել	kʰajlɛ
քայլելով	kʰʰlɤlɤ
քայքայվել	kautavon
քան	hlˈɛn
քանան	kɒnɒːn
քանդակագործ	kʰɑmdɑkɑgɔrtsʰ
քանդակագործություն	χandǎkǎqɔrtʃua
քանդել	kondɛp
քանի	kaːniː
քանի որ	kʰoniː bɑːb
քանի՞ կանգառ է մնացել	kʰɑniː kɔ̙nɣɔr ɾimɔnatsʰel
քաշել	kɒʃˈeɪm
քաշը	kɑːˈʃæ
քաշունիք	kʰɑʃuːnik
քաջարան	kɑdʒɑːɾɑn
քաջություն	kadʒuːtjɛn
քառակուսի	kaɾˈɑkusi
քառանկյուն	karaŋkium
քառասուն	qɑɾɑsum
քառասունյոթ	ɑːrɑːsvnæjɔːd
քար	kɑːr
քարանալ	karaːnɑld
քարթուանալ	kɑstɕuɑnɑl
քարտեզ	kaɾtəz
քարտուղար	kʰɑrtʊχɑr
քարտուղարուհի	kʰɑrtʊ̞qɑrɯ̞hʲi
քացախ	kɑtsɑh
քեզ	kʰeːz˨˩
քեսաբ	kæsæb
քերել	kjeɾɛl
քերծել	kʰeːtsn
քեֆ ուրախություն	ke̞f ɾɑhutʃuɾ
քթանցքների	anˈskənəliː
քթից	katet
քիթ	kˈɪd
քիթը	kit
քիթս	kˈiːtəs
քիմ քարդաշյան	kiːn kɑːɾdɑːkæjɒːn
քիմիա	tʃimɛ
քիմիական	kimeakan
քիչ	kˈiʃ
քմահաճ	kɑmaɦʰætʃ
քյաբաբ	kʰɑb
քնարականություն	tʰɪnaɾakaːnwtʰiːn
քնարերգություն	kɐnˈɑɹikɔːtʃhɪŋ
քնել	qʲænæl
քննական	tɯ̞nmɑqɑn
քննարկել	kən˧˥nɑɹ˧˥geʔ˨
քննարկումներ	χɯ̞nʊ̞nɑʒkomnɑʒ
քննել	χɛnnæ
քննենք	imneɕ
քննվում է	kɛnˈna vˈumɛ
քշել	køʃɛn
քո	kɔ
քոլ	pʊl
քույր	kujɾ
քուն	kuːn
քունք	kunk
քսակ	qɒsˈɒv
քսան	nˈɑn
քսան մեկ	sɔn miːk
քսաներեք	ksanʲerẽk
քսանմեկ	sɑŋmɛk
քրդական	χʊ̞ʒdɑkɑn
քրդեր	kɯ̞rðɑʃ
քրդերեն	køʁʃtɛlɛn
քրդերը	kaɾtɑjɾa
քրիստոնյա	plʲistoɲa
քրիստոս	kistos
քրիստոս հարյավ ի մեռելո՛ց:	kɾʲistɔs haɾia bʲimɛ rəlɔtsʰ
քրիստոսի ծնունդը	ɨsto sʲitsin nunda
քրիստոսին	kristosin
օ	ho
օբյեկտիվորեն	ɔbjɛktɨvɔrɛŋ
օբյեկտից	objɛktits
օգնական	oknakon
օգնելու	oknəlo
օգնությամբ	ɔknʲɛtsʲɐn
օգնության	oknozioŋ
օգոստոս	ogostos
օգուտ	ɒqruːd
օգտագործեն	okʰtɑgoɾtsʰen
օգտագործվում	okʰtɑgoɾtsfum
օգտատերերին	oktɑtɛjɾɛɾin
օգտվել	oktiven
օգտվելով	upɛɬu
օգտվեք	oktʏ̞gæk
օդ	ot
օդ բարձրանալը	oːtbˈɑːrsˈunˈ
օդային	tɛːn
օդանավ	potʰɑːnɑf
օդանավակայան	atɑnɑvɑkʰʊ̞jän
օդաչու	otatʃu
օդապատկեր	ɒtɒˈpɒtgɒɾ
օդապարիկ	ʊtʰəpəɾik
օդաջյան	odadzʲem
օդատեսիլ	ʊ̞tĕɯ̞tʊ̞æsil
օդերևույթ	ɒte̞ɾbujt
օթեւան	batɛn
օթեւանը	otajvanɪ
օձ	ɔːtˈ
օձը	otsɑ
օղ	o
օճառվել	odʒaɾbel
օն-լայն	ɔnˈlɒn
օնլայն	ɔnlɑːn
օշարակ	huːʃaːɹ
օպերացիոն համակարգ	opɛɾɑtsʰjɑ́ŋ hɑmɑkɑ́ɾg
օպտիկայի խանութ	obtikajix ɑnut
օվկիանոս	ofkanz
օտար	ɔtɑɾ
օր	ɔʒ
օրագիր	nˈoʊnˈoʊsˈiːləntˈaʊnˈɛ
օրացույց	oɾasoits̺
օրգան	ɔʒgɑn
օրգանիզմների	oɾganizmnˈeɾi
օրենադրական	ɦoɾemadɾakam
օրենսգիրք	ɒɾeŋskiˈɾk
օրենսդրություն	oɾensdjɾuzun
օրենք	ɔɫɛnk
օրենքը	akompanovɯ
օրերը	pɔɾɛjdɑ
օրերին	orezʎo
օրերն	ælˈɛːr
օրերում	oɾæɾɯm
օրը	ɒɫdɒm
օրինակ	oɾenat
օրինակներ	ˈoʊɹjˈunˈɑtˈɪnðˈɛɹ
օրինավոր	ɔɾinavˈoɾ
օրիորդ	pɒrjɒɾt
օրհնեց	ʃotʃɔɫsnɛgz
օրհնյա՜լ է հարությունը քրիստոսի:	oɦniaɫɛ haɾutsiɔnak kɾistɔsi
օրհնյալ	olɲan
օրհնվել	poɫznavɛl
օրոր	bɐˈrɔr
օրորոց	poɾɾɾˈots
օրորվել	orɔrbɛl
ֆ	hɛ
ֆայլեր	fajleɾ
ֆեյխոա	fei˨˩xuɔ˧˥
ֆեյսբուքյան	feːzˈβokjaːn
ֆերմեր	fajˈʁmɛʒ
ֆիզիկա	ˈa
ֆիլմ	film
ֆինլանդիայի	fĩŋlãn̪d̪jai
ֆիններեն	sʲinleˈden
ֆլիսային բաճկոն	flisãĩãĩ mbatʃkɔn
ֆոտո	fɔto
ֆոտոսեսիայի	fˈotosesˈei
ֆուտբոլի մարզադաշտ	fʏ̞tbɔɫɪ̞ mɑrzɑdɑʂt
ֆուրգոն	furgo
ֆուքսիա	foksja
ֆրանսերեն	frɒnæsæɾen
ֆրանսիա	kɾanke
ֆրանսիացի	fla˥˥ɕjɛ˥˧tsi˥˧
ֆրանսուհի	fɾansɔvjˈ
ֆրեդերիկ	fɾɛdɨrik
ֆրիկ	fˈakˈ
և	dʒen
