0	lĩŋ˨˩ kʰoŋ˥˥
证券交易所	tsĩŋ˥˥ kuan˥˧ kau˥˥ jak˨˦ su˥˥
证实	tsĩŋ˥˥sit˦
证据	tsiŋ˥˧ki˥˧
证据不足	tsĩŋ˥˥ ki˥˧ bu˨˦tɕok˨
证明	tsiŋ˥˥mɪŋ˧˥
证监会	tsĩŋ˥˥kam˥˥hŋə˥˧
证词	tsiŋ˥˧si˧˧
评价	pʰiŋ˨˩ ka˥˥
评判	pʰiŋ˨˩ pʰaŋ˨˩
评论	pʰiŋlun˥
诅咒	tsiu˨˩tsʰam˥˥
诈骗	tsa˥˥pʰjɛn˨˩˦
诊	tɕin˥˥
诊所	tsĩ˥˥m̩˨˩˦su˥˥
诊治	tsĩ˥˥ti˨˦
词	fɑŋ˧˥
词典	si˨˩tian˥˧
词牌名	si˥˧pa˥˥im˥˥a˥˧
词语	suɔ˨˩
诏安	tɕau˥˥an˥˧
译	jɑq
译名	ʔɛːk˨˩mɛː˥˥
试	tɕʰi˥˩
试剂	tsi˥˧tsẽ˨˩
试探	tsʰi˥˧tʰam˨˩
试用	tɕʰi˥˥ɪŋ˥˩
试管	tsʰi˥˧kõŋ˥˥
试验	tsi˥˧jam˨˩
诗	sˈi
诗人	si˥˧lin˨˦
诗仙	si˥˧
诗句	ɕi˥˧ku˥˩
诗山	si˥˧san˥˥
诗经	s˥
诗词	ɕi˥˥
诗鬼	si˥˧kʰi˥˥
诚	ɕɪŋ˥˧
诚实	sĩŋ˨˩sik˦
诚恳	sin˨˩kʰun˥˥
诚意	sĩ˥˥
诚挚	sin˥˥tsi˥˧
话	ua˥˥
话剧	ue kio
话梅	kiam havis
话筒	tsiŋ˨˩
话费	uehʊ˨˩i˨˩˦
话题	ua̯j˨˩tue˥˩
诠释	tswan˨˩˦ɕjak˥
详	sioŋ˨˩
详细	sioŋ˨˩sai˥˧
详芝	siŋ˨˩si˥˧
诧异	tʰa˥˥ɕ
诬蔑	bu ubiʲeːt
诬陷	bu hamp
语	ni˥˩
语感	a
语文	˨˩˦y˥˩bən˧˥
语族	i˥˧tsou˨˩˦
语气	ne
语法	ni˥˧wat˦
语法顺序	gi˥˧wat˨˦ sun˨˩˦si˥˧
语种	gi˧˧ tjɔ˧˧
语系	ne
语言	ne
语言学	i˥˥ɥœn˨˦hɑ˨
语言学家	gʲi˧˧ jeŋ˨˦ hɑ˥˥kɑ˥˥
语调	jˈi˥˧tiau˥˧
语速	giːsˌoː
语音	ni˨˩˦ i˨˩˦
语音学教师协会	ne˥˥ĩ˥˥im˥˥hak˨˦ kau˧˧su˥˥hiaʔ˨
误会	ŋɔ˥˧
误区	ŋɔː˧kuː˥˥
误差	ŋɔ˥˧tsʰa˥˥
诱惑	hjɛː˧˥
诱饵	iʊ˥˧li˥˩
说	sɪ̞p
说明	sik˦ mɪŋ˨˩˦
说服	sʰuaŋ˨˩hɔ˨˩kʰɔ˨sɛ˥˥hɔ˨˩kʰɔ˨
说法	se˨˩�wat˦
说话	seɪ eˈweɪ
请	tsʰi˥˧a˥˧
请假	tsʰin˥˥kã˥˥
请喝茶	sĩã˨˩lim˨˩tæ˧˧
请安	tɕʰiaŋ˥˥ an˥˧
请客	tsʰiaʔ˨
请教	tsʰin˥˥kau˥˧
请柬	tsʰĩŋ˨˩an˥˥
请示	tsʰiŋ˥˧si˧˧
诸娘	tsi˥˧nju˨˦
诸葛亮	tsi˥˧ ka˧˧lioŋ˨˦
诺基亚	tok˨ia˥˥
诺氟沙星	hũ˨˩pʰai˥˧suən˥˧
诺言	ljoʔk˧˧jẽːn˧˧
读	tʰaːk̚˥˩
读书	tʰak˨˩ tʰi˥˥
读书的同义词-读册	dak̚˥˩ seː
读册	dakːtɕʰeː
读卡器	akak
读法	tʰak˨˦pat˥˥
读音	tʰaʔim
诽谤	tsiŋ˥˧pŋ˥˥
课	kɤ˥˩
课堂	kʰɤ˥˥ tŋ˨˩˦
课文	kʰɤ˥˥ buən˧˥
课本	kʰɤ˥˥pun˥˥
课程	kʰɤ˥˥tĩŋ˨˩˦
谁	sian˨˩
谁的	siaŋ˨˩e˨˦
调	tiau˥˧
调幅	tiau˨˩hok˥
调整	tiau˨˦tsĩŋ˥˥
调查	tiau˨˩tsa˥˥
调节	tiau˨˦
调频	tiau˨˦ piŋ˥˧
谅	ljoŋ˨˩
谈	tɑːm
谈判	tã˥˥m˥˥pʰa˥˥
谈话	tã˥˥ mu˥˩
谋反	bio˨˦ hwan˥˥
谋杀	bio˨˩sat˦
谋略	bio˧˧liõ˧˧
谌	sĩ˥˥
谎话	ʔiawe peʔakwe
谐音	hʰaː˧i˨˩m˥˥
谓语	oi˨˩ji˥˩
谗言	tsam˨˩ĩən˨˩˦
谚文	gamˈbun
谚语	nˈɛˈɛnˈgi
谢天华	sã˥˥tʰian˥˥xwa˧˧
谢婉莹	ɕja˨˩˦wan˧˥ɪŋ˧˥
谢谢大家的掌声	sã˥˥siaʔ˨ tã˨˩ke˥˥ e˨˦pa˥˥a˥˧sĩã˨˩
谢逊	sia˥˧sŋ˥˥
谢霆锋	sia˥˧ tiŋ˨˦ hũŋ˥˥
谣言	jɑʊ˨˩˦jɛn˨˩˦
谥号	si˥˧
谦虚	kiam hi
谦谦君子	iam˨˦kʰiam˨˩ kun˨˩ tsũ˨˩
谨慎	kin˨˩ sin˥˧
谬论	mi˥˧u˥˧lun˧
谭嗣同	tʰam˨˦si˧˧ tʰoŋ˨˦
谴责	tsit˦
谷	qoː
谷歌	kokːo
谷雨	tɛn pwˈ
豁达	hʷat˦ta˦˥t̚˨˩
豁達	hwan˨˩tat˨˩
豆	taʊ˥˩
豆乳	ta˨˩lu˥˩
豆仔糕	tauakɯ
豆奶	tau˨˦lĩŋ˨˦
豆子	lá˥˥
豆干	ta˥˥ɔ˨˦kũã˨˩
豆油	ta˥˩iu˨˦
豆皮	taːp˦eː
豆粽	tau˨˩tsaŋ˨˩
豆腐	tau˨˦kuɔ˧˥
豆腐乳	atiam˨˦
豆花	tau˨˦hue˥˥
豆芽	tɑʊˈsɪŋ˥˥
豆莢	tau˨˩
豆菜	tɕʰy˥˥ʰtsʰaɪ˥˧
豆豉	tau˨˩si˧˧
豆酺	tau˧˧pɔ˧˧
豇豆	tsʰa˥˥tɔ˥˥
豐	hʊŋ˥˥
豐富	hʊŋ˥hʊ
豐收	hoŋsiw˨˩
豐澤	hũŋ˥˧tiat˦
豐田	hũŋ˥˧tiən˨˦
豐臣秀吉	hŋ˥˥ sin˨˩siu˥˧ ket˦
豐衣足食	hũŋ˥˥  ʰ
豐足	hũ˧˥
象	sio
象形文字	sioŋ˨˩hĩŋ˧˧ mun˥˩liː˩˨
象征	sioŋ˨˩jin˥˥
象徵	sioŋ˨˩tsĩŋ˥˥
象棋	tioŋ˨˦ ki˨˦
象牙	tʃiu˥˧ge˥˧
豪傑	hɤ˧˧ ki˨ˀ˩tʰ
豪华	pʰa˨˦xwa˧˧
豪杰	aː˧˧ kʰit˦˥
豪華	hɔ˥˥xwa˥˧
豪迈	˨˩˦ɛ˧˥maːn˧˥
豫园	i˥˩ hɤ˥˥
豫園	i˨˩˦ hɤ˥˥
豬	ti˥˩
豬仔拍死則講價	ti˥˥a˥˧ pʰak˨si˧˧ tsʰa˥˥ kɐŋ˥˥keʔ˨
豬八戒	ibːakːai̯
豬哥手	ti˥˧ko˥˥ tɕiu˨˦
豬心	ti˥˥ɕim˨˩˦
豬油	pliu˨˩
豬肉	t̚˥˩ji˥˩
豬肚	ti˥˧
豬舌	bi˥˥
豬血	ti˥˧liau˨˦
豬血糕	ti˥˧ue˨˦ue˨˦
豬蹄	ti˥˧ kʰa˥˥
豹	pa˥˥
豺狼	tsai˨˩lʊŋ˨˩
貂蝉	liau˥˧
貂蟬	tiau˥˧
貓	ljoʊ˨˩
貓無佇咧，老鼠翹骹.	niau bo˧˧ti˨˩reɔ˧˧niau˧˧tsʰi˥˧kʰiau˧˧kʰa˥˥
貓空	niau˧˧kʰaŋ˥˥
貓羅溪	mau̯lɔːˈke˥
貝	bwˈɑːɪ
貝多芬	po˥˧e˨˦to˥˧ hũn˥˥
貝殼	pɔ˥˥e˨˦kʰak˥
貞節	tsĩŋ˨˩tsit˦
貞觀之治	tsĩŋ˥˥ kuan˥˥tsi˥˥ti˥˥
負	hˈu
負擔	pʊ tˈam
負數	huzo
負極	hʊ˥˥kʰi˨˩a˥˧kʰu˨˩
負責	hudzʲ
負責人	hu˥˥tsit˦ laŋ˨˦
負載	u tsaj
負面	huː bˈin
財	tsai˨˩
財務	sǎi˨˩mu˥˩
財富	tsaːi˥˧hʊ̃˥
財寶	tsai˨˩ pɔ˥˥
財政	tsai˥˧tsĩŋ˨˩
財源廣進	tsʰiːn˥
財物	tsaːiː˧boːt̚˨˩
財產	tsa˨˩i˨˩san˥
財經	tsa˥˥e˨˦kiŋ˥˥
貢丸	koŋ˥˥
貢士	kʰoŋ˥˥sí˥˧
貢獻	koŋ˥˥hian˨˦
貢糖	kũ˥˥ tʰŋ˨˩˦
貧惰	hŋ˥˥ u˨˩˦la˥˥ u˨˩˦la˥˥
貧血	pin˨˩hui˥˧
貨	ˈɛ
貨幣	heˈpe
貨幣基金	he pekigi kim
貨幣市場	he˥˥pe˥˧tsʰi˧˧tiu˨˦
貨物	ˈɛ bˈoʊθ
貨船	he˥˥tsun˨˩
貨色	he˥˥siat˨
貨車	he˥˥tɕja˨˩˦
貨運	hɛɵyn
販夫走卒	kʰuaŋ˨˩ hu˥˥tsau˥˧tsut˦
販賣	huan˥˥bu˥˧
貪	kam
貪官	dʰa˥˥am˥˥kũã˨˩
貪得無厭	tʰam˨˩ tʰak˨ puː˧ jam˧
貪老	tʰam˥lau˥
貪食	taːmːtɕa
責	tɕen˨˩
責任	tɛn˥˩lim˨˩˦
責任心	tʰi˥˧lim˨˦ sĩm˥˥
貳	li˥˩
貴	kui
貴人	ku˥˥ ĩ˧˥lɪŋ˧˥
貴仔惊死人	k˨˩o˧˧ʔaːk˥ kio˨˩sĩ˥˧ laŋ˧˧
貴姓	ko i˥˧se˨˩
貴州	ku˨˩˦ i˨˩˦tʃiu˨˩˦
貴州省	kʰi˥˥tsiu˨˦ɕĩŋ˥˥
貴族	kʰu˥˥i˥˧tsau˥˧
貴重	kʰi˥˧tʰɔ˧˧
貴陽	kui˥˧jʊŋ˨˦
貶值	pian˨˦tat˦
貶義	pjɛn˨˩˦i˨˩˦
買	buːˈaː
買無	vojbø
買空	bo˨˦e˨˦kʰaŋ˥˥
買米	tea˨˩vi˥˧
買賣	bɔj bɔj
貸款	ai kˈɔ̃
費	pi˨˩
費潲費氣	hɯ˧˧siau˥˧hɯ˧˧ki˨˦
費玉清	pi˥˧ jok˨˦ tsʰiŋ˥˥
費用	huːjˈɪŋ
貼	ta˥˩
貿易	mɪəw˧˧ jɑt˦
賀	pɔː
賀知章	hɔ˨˦ti˥˥tsiŋ˥˥
賀蘭	ho˥˧ lan˨˦
賄賂	jue˨˦ lo˥˩˦
資	su˥˩
資助	tsi˥˧tsau˥˧
資料	tsi˥˧liau˨˦
資本	tsi˨˦pu˥˧n˥˥
資本主義	tsi˥˧pu˧n˨˦tsu˨˩
資本家	tsi˥˧bun˧˧ka˥˥
資本市場	tsi˥˧pun˥˥tsʰi˨˩ tiu˨˦
資本論	tsi˥˧pu˥˧n˥˥nʊn˥˧
資格	tsi˨˩keat˦
資歷	tsi˥˧riak˨˦
資治通鑒	tsi˥˧ti˨˦ tʰũŋ˥˥kam˥˥
資源	tsi˥˧wan˧˧
資生堂	tʰi˥˥sŋ˥˥ tʊ˨˩˦ŋ˧˥
資產	tsi˨˦ ˥san˥˥
資訊檢索	tsuː siː geː tʃiː
資訊檢索【tsu-sìn-kiám-sik】參考臺灣閩南語羅馬字拼音方案	su˧˧sim˨˩ kiam˥˥ steʔ˨
資遣	tsu˥˧kʰe˥˥an˥˧
資金	tsi˥˧kim˥˧
資金袂轔轉	tɕi˧˧ kiŋ˥˥ uən˥˧ tʰɤŋ˥˥
賈	fˈa
賈似道	ka˥˥ɕi˥˧ tʰou˥˩
賈寶玉	ka˥˥pɤ˨˩˦ jok˨
賈思勰	ka˥˥sĩ˥˥ hiaʔ˨
賊仔	aː
賊頭	tsat˦a˥˥
賓語	pen˥˥i˥˧
賞識	siŋ˨˩siaʔ˨
賠	pe
賠償	po˥˧e˨˦sioŋ˥˥
賠款	pe˨˩kʰɔː˧aŋ˥˥
賠錢	pe˨˦tsi˨˦
賢	hæˈn
賢惠	tʰjã˥˥hŋ˥˥
賣	boːˈe
賣人	be˨˩˦ lan˧˧
賣空	bo˨˦e˨˦kʰaŋ˥˥
質	tʃa
質化	tʰɪt˥xwa˥˥
質化研究	tsit˦xua˧˧ jiŋ˥˧ kiu˨˦
質問	tsip˦bun˨˩
質子	tsi˥˧tsi˥˧
質數	tɕi˧˥sʌ˥
質疑	tsik˥˥
質變	tʃip˦ient˥˥
質量	tsi˥˧ljoŋ˨˦
賭	to˥˧pan˥˥
賭博	uɔ̞ haʃiʃɔ̞
賰説	tsʰun˥˥sai˥˧
賴	lua˨˦
賴寧	lua˧˧
賺錢	tʰan˥˥ʈi˥˧
購物	t̪iɔ̞˧˥ bo˨˦ʰt̪
購物中心	kiu˥˧mut˨˩tiŋ˥˥ sĩm˥˧
購買力	kio˥˧ bo˧˧e˨˦liak˨˦
賽車	sã˥˥i˨˦tɕʰa˧˧
贊助	tsan˥˥tsau˥˧
贊成	tɕjã˥˥sĩ˥˩
贏	dˌiːzə
贏人	iˈɔlˌɑm
贏取	ĩã˨˩ tsʰu˥˧
贛州	kam˨˩ tsu˧˧
贝	boe
贝壳	po˥˧e˨˦kʰak˥
贝多芬	pue˥˥ tɔ˥˥hun˥˥
贞节	tsiŋ˨˩tsit˦
贞观之治	tsĩŋ˥˥ tsu˥˧
负	hlu
负优化	ku˥˥ɕʊ˥˥hua˥˥
负担	uː tam
负数	puːsːo
负极	hu˥˥kʰi˨˩a˥˧kʰu˨˩
负责	hʊ˥˥
负责人	hɯ˥˥ tsit˦ laŋ˨˦
负载	pʰuːzai˥
负面	huː min
贡丸	kʰŋ˥˥iŋ˨˩˦
贡士	kʰũŋ˥˥sí˨˩
贡献	koŋ˥˥hian˨˦
贡糖	koŋ˥˥ tʰəŋ˧˧
财	tsai˥˧
财产	san˥
财到运到	tsai˨˦ ka˥˥ un˥˥kau˥˥
财务	sãːˈi boː
财宝	tsai˨˩tɔ˥˥
财富	tsaːi˦˥huː˨
财政	tsiŋ˨˩
财源广进	tsiːn˨
财物	sajbot
财经	tsa˥˥e˨˦kĩŋ˥˥
责	tʰiː˥˧
责任	zidnim
责任心	tʰi˧˧lim˨˦sim˨˩
贤惠	tʰjɛn˨˩˦ huːj˨˩˦
货	hˈeɪ
货币	heˈb
货币基金	he peki kim
货币市场	he˥˥pe˥˧ tɕʰi˥˧tiũ˨˦
货物	hej bˈoʊθ
货船	he˥˥tsun˨˩
货色	he˥˥siat˨
货车	he˥˥tɕja˥˧
货运	ɦɛun
质	tip˨˩n˥˥
质变	tip˦ient˥˥
质子	tsi˥˧tsi˥˧
质数	tɕi sʌ
质疑	tɕik˥˥
质量	tsin˨˩lĩŋ˨˩
质问	tsʲi˥˧pu˥˩n˥˥
贩卖	pʰan˥˥mue˥˧
贩货	tʰua˥˥hɔ˨˦
贪	tɑːm
贪墨	tʰan˨˩ba˥˩
贪官	tʰam˨˩guː˨˩
贪得无厌	tʰam˧tiaq˥˥ bʊ˨˩˦ jam˧
贫血	pin˨˦hue˥˧
贬义	pian˧˧ji˨˦
贬低	tienta
贬值	pjɛn˨˩˦tɑ˨˩˦
购买力	kio˨˩ bo˧˧e˧˧liak˨˦
购物	lɔːt˥
购物中心	kio˥˧ bu˧˧tiŋ˥˥ sin˥˧
贲	pua˥˥
贴	tap
贵	kui
贵人	tsiŋ˨˦lin˨˦
贵州	kʰi˥˧tsiu˨˦
贵州省	kʰi˥˥tsiu˥˧˧siŋ˥˧
贵族	ku˥˥its˦o˨˩˦
贵重	kʰi˥˧tioŋ˨˩
贵阳	kui˥˧jʊŋ˨˦
贷款	taj˥˩kʰuã˥˥
贸易	bilj�̆k˨
费	huj
费劲	hˈui kˈi
费玉清	pi˥˧ jok˨˦ tsʰiŋ˥˥
费用	pʰiːŋ˥˩
贺知章	hou˨˦ti˥˧tsioŋ˥˧
贼仔	tsʰabˈaː
贼头	tsat˦au˨˦
贾似道	ka˥˥si˨˩˦ tʰou˨˦
贾宝玉	ka˥˥pɤ˨˩˦ jok˨
贾思勰	ka˥˥si˥˧hiaʔ˨
贿赂	xu˨˩˦ lɔ˥
资	tsi˥˧
资产	tsi˥˧san˥˥
资助	tsi˥˧tsu˥˧
资历	tsi˥˧riak˨˦
资料	tsi˥˧liɔ˨˦
资本	tsi˥˧pun˥˥
资本主义	tsi˥˧ puən˨˩˦tsu˨˩˦i˥˩
资本家	tsi˥˧pu˥˧n˥˥ka˥˥
资本市场	tsi˥˧pu˥˧n˥˧ tɕʰi˨˩ tio˨˦
资本论	i˥˧bu˥˧n˥˥uən˥˧
资格	tsi˥˧ke˥˩
资治通鉴	tsi˥˧ti˨˦ tʰũŋ˥˥kãn˨˩
资源	tsi˥˧wan˧˧
资生堂	tsi˥˧ sŋ˥˥ tʊŋ˨˩
资金	tsi˥˧kim˨˩
赌博	pua˧˧ kiau˥˧
赏识	sioŋ˨˩˦ɕjɑŋ˥˥
赔	pe
赔偿	po˧˧sioŋ˥˥
赔款	pe˨˦kʰĩã˥˥
赔钱	peˈti
赖宁	lua˧˧ĩŋ˨˦
赖昌星	lua˧˧tsioŋ˥˧sin˥˥
赚钱	tʰan˨˦tsĩ˥˧
赛	saj˥˩
赛车	sai˥˧tɕʰa˨˦
赞助	san˥˧tsʰo˨˩˦
赞成	tsan˥˥sĩŋ˨˩
赢	dˌiːzə
赣州	kam˨˩ tɕiu˨˩
赤	tsia˨˩
赤八婆	tɕʰa˥˧tsa˧˧ bu˥˧
赤军	tɕʰa˨˦ kun˥˥
赤壁之战	tsʰiaʔ˨piaʔ˨ tsi˥˧ tseŋ˧˧
赤壁之戰	tsʰiaʔ˨piat˥˥ tsit˥˥en˥˥
赤子	tsʰiat˦tsi˥˧
赤字	tɕʰiaʔ˨li˥˩
赤巻紙、黄巻紙、青巻紙	tɕʰaʔ˨ kɔ˥˥tswaʔ˨ u˨˦tswaʔ˨tsi˥˧ kɔ˥˥tswaʔ˨
赤目	tɕʰja˥˥
赤肉湯	tɕʰiaʔ˦maː˧pʰian˥˥
赤色	tɕʰiaʔ˨˩ɕak˨
赤芍	tsʰiak˨˩�sie˨˩
赤西仁	tsʰiaʔ˦sai˥˧ rin˨˦
赤軍	tɕʰa˥˧ kun˥˥
赤道	tɕʰiaʔ˨tʰou˨˩
赦免	sʰabian
赫梯	jɑjɑpːj
赫茲	hiat˨˦tsi˥˧
走	tsaʊ˥˧kĩã˨˩
走仔	saːoː kɳˌɐ
走仔無看骹手	tsauaʔ˦ako˨˩ kʰa˥˥kʰa˥˥ ha˨˦tsiu˨˦
走來走去	tsau˨˩laːi˨˦ tsau˨˩ kʰi˥˧
走前走後	tsweɪ˨˩˦tsaʊ˥˥aʊ˥˧
走勢	tsau˥˧sɤ˨˩
走南闖北	tsau˥˥laŋ˨˦ tsʰiong˥˥ pa˥˥k
走南闯北	tsaʊ˥˥ lan˧˧ tsʰiong˥˥tak˨
走學	tsaw˥˥
走揣	tsau˥˧tsʰweɪ˨˩˦
走来走去	tsau˨˩laːi˨˦ tsau˨˩ kʰi˥˧
走火入魔	tsau˨˩he˥˩ lim˥
走狗	tsau˨˦kau˥˥
走私	tsau˨˦ɕʰi˧˧
走課	tsɑʊ˨˩˦kʰɤ˥˩
走路	kiano
赴时及节	hu˥˥ɕi˥˧ kip˨˩˦tsweɪ˥˧
赴時及節	hu˥˥si˨˩ kip˦tsuaɪ˥˧
赴集	o
赵世炎	tio˨˩se˥˧ jam˧
赵佗	tio˨˩˦ tɤ˧˥
赵光义	tio˨˩ koŋ˥˥ ji˧˧
赵公明	tioʔ˨ koŋ˥˥ mĩŋ˨˦
赵匡胤	tio˨˩ kʰũŋ˥˥ in˥˧
赵国	tio˨˩ ko˧˧k˥
赵姬	tio˨˩ki˥˧
赵孟頫	tio˨˩ piŋ˥˥ hu˥˥
赵家堡	tio˨˩ ka˥˥ po˥˥
赵少康	tioʃioʊ˧˧kʰoŋ˥˥
赵尚志	tio˨˦sioŋ˨˦tsi˨˩
赵州桥	tioʔ˨tsiu˥˧ kio˨˦
赵括	tio˨˩ kuat˦
赵构	tio˨˩
赵武	tio˨˩ bu˥˧
赵氏孤儿	tioʔ˨siu˥˧ ko˥˥li˨˦
赵登禹	tio˨˩ tiŋ˥˥ u˥˥
赵飞燕	tioʔ˨hue˥˥ i˥˧
赵高	tio˨˦ ko˥˥
赶紧	a˨˦in˨˦
赶赶紧紧	kũã˨˩ kĩn˥˥kin˥˥
起	pliːˈ
起义	kʰi˨˩ i˥˩
起价	tʃi˥˧ke˥˥
起來	kdaj
起價	kʰi˥˧ɟʰɤ˨˩
起动	tʰi˥˧tʊŋ˥˥
起動	tʰi˧˧tʊŋ˥˥
起厝	tʰi˧˥tsʰu˥˥
起去	kɪŋˈgɪŋ
起基	kikˈi
起好	kʰiː˧hɤ˨
起床	kʰi˧˧tsʰɤŋ˨˩
起性地	kʰi˥˧sɪn˥˥tue˥˧
起来	kʰiː t̚˨˩raːj˧
起死回生	kʰi˥˥sũ˨˩ hu˨˩˦e˨˦sĩã˥˥
起源	ki˥˧wan˨˦
起激面	kʰiː tɕak biːn˧
起無良心步	kʰi˥˧bo˨˦lŋ˨˦ tɕĩ˥˧bo˨˦
起狂	tsi˥˧koŋ˨˩
起痟	ki˥˧siau˥˧
起码	kibˌe
起碼	ki˥˧ pe˨˩˦
起義	tʰi˥˩
起翹	kikːʌ̀
起色	tʰi˧˥siaŋ˥˥
起行	hĩ˥˥ kĩã˥˥
起訴	ki˥˧sɔ˥˧
起诉	ki˥˧sɔ˥˧
起起落落	ki˥˧kʰi˥˧nɤ˨˩nɤ˧˥
起跤動手	kʰi˥˥ kʰa˥˥tãŋ˨˩su˥˧
起钱	tʰi˧˧tsi˧˧
起雾	tʰiː˥˧bu˥˧
起霧	t̚˥˩mu˥˩
起頭	kí˥˧ tʰau˧˧
起風	tsi˥˧hŋ˥˥
起风	tʰi˥˥fãŋ˥˥
起骹动手	kʰi˥˥ kʰa˥˥ tɑŋ˨˦ tɕʰio˥˥
起骹動手	kʰi˧˧ ka˥˥ tɑŋ˨˦tsiu˥˧
起骹就走	tʰi˧˧ kʰa˥˧ tsau˧˧
趁	man
趁名聲	tʰa˥˥mĩ˥˩aʊ˨˩˦kɤ˥˥sian˥˥
趁早	tʰan˥˥tsa˥˥
趁燒食	tʰan˨˩sio˥˧tsia˨˩
趁錢	tʰan˥˥tsĩ˨˩
趁钱	tʰan˥˥tsĩ˥˧
趁食	tʰan˥˥tsĩã˨˩
超	tɕʰau˥˥
超人	tɕʰiaʊ˨˩ʔin˥˧
超修	tsʰiu˥˧siu˥˧
超光速	tɕʰiaʊ˨˩ kaŋ˥˥sok˥
超大	siau˥˧tuaŋ˥˧
超好吃	hou̯˧˥
超小	tsiaʊ˥˧suːi˥˧
超工	tʰiau˥˧kãŋ˥˥
超市	tsʰiaʊ˥˧tsi˥˧
超弦理論	tsʰiaʊ˥˧hian˨˦ li˨˩˦lɵn˨˩˦
超弦理论	tɕʰiaʊ˥˧ hiŋ˥˧li˧˧lun˨˦
超意故	tʰiau˥˧i˥˧kou˥˧
超支	tsʰiaʊ˨˩ki˥˥
超时	tʰiã˥˥sĩ˨˩
超時	tɕʰau˥˥sikʰ˥
超生	tɕʰiaʊ˨˩sin˨˩
超級	tɕʰau˥˧kʰi˧p˥
超級市場	tɕʰauʔ˦kik˥ tɕʰi˥˧tiŋ˨˦
超级	tɕʰjɛ˨˩w˧˧kʰi˧˧
超越	tʰiaʔ˨wat˦
超車	tsʰiaʊ˥˧tsʰia˥˧
超載	tɕʰiaʊ˨˩˦satʰ
超车	tɕʰau˥˧tsʰia˥˧
超载	tsʰiau˥˥tsai˥˧
超过	tɕʰau˥˧ke˥˥
超速	tɕʰjɛ˨˩˦sok˦
超過	tɕʰau˥˧ke˥˥
超音速	tɕʰjɑʊ˥˥im˥˥sok� ɕ
超頻	tɕʰiaʊ˥˥pin˧˧
超频	tɕʰiaʊ˥˥pin˧˧
超额	tɕʰjɛ˨˩˦ ja˨˩˦
越	kuat˦
越久	duːku
越南	wˈa zam
越南語	uaː namgɪː
越南语	uaðaːmgiː
越威	wɒtˈi
越遠	luːhŋ
越野车	uaʔ˨iaʔ˨tsʰiaʔ˨
越頭	uat˦ tʰau˨˦
趋之若鹜	tsʰu˥˥ʈʂi˥˥ljoʊ˨˩˦mu˥˩
趋势	tsuse
趋同进化	tsʰu˥˥toŋ˨˦tsin˥˥hwa˥˨
趋向	tsʰu˥˧hĩũ˥˧
趕	u
趕欠用	kua˧˧kiam˥˧ing˧˧
趕緊	ku˥˥a˥˧
趕趕緊緊	kua˧˧ kn˥˥kĩŋ˥˥
趙世炎	tio˨˩se˥˧ jam˧
趙佗	tio˨˩˦ tɤ˧˥
趙光義	tio˨˩ koŋ˥˥ ji˨˦
趙公明	tio˨˩ koŋ˥˥ biŋ˧˧
趙匡胤	tio˧˧kʰõŋ˥˥ in˨˦
趙國	tio˨˩ kok˦
趙姬	tio˨˩ki˥˧
趙孟頫	tio˨˩ biŋ˥˥ hu˥˥
趙家堡	tio˨˩ ka˥˥ po˥˥
趙少康	tioʔ˨˦ tɕiau˥˧kʰũŋ˥˥
趙尚志	tio˨˦sioŋ˥˧tsi˨˦
趙州橋	tioʔ˨tsiu˥˧ kio˨˦
趙括	tio˨˩ kuat˦
趙構	tio˨˩ kio˨˩
趙武	tia˨˩˦ bu˥˧
趙氏孤兒	tioʔ˨sĩ˥˧ko˥˥lí˨˦
趙登禹	tio˨˩ tiŋ˥˥ u˥˧
趙飛燕	tio˨˩ hu˥˥ iən˥˧
趙高	tio˨˦ ko˥˥
趨之若鶩	tsʰu˥˥ tɕi˥˥ lu˨˩˦mu˥˩
趨勢	tsuse
趨向	tsuhioŋ˨˩˦
足	t̚˦ok˨st̚˥˩
足球	pʰa˥˥tio˨˦
趴	pʰak
跃进	ltsin˨˩
跋缴	pua˧˧kiau˥˧
跋落來	pɔ˧˧
跋識繳	po˥˩sak˨ kiau˥˧
跑台	tʰou̯˨˩taːi˨˩
跑步	tʰau˧˧ po˨˦tsau˧˧po˨˦
跑路	tsau˨˩lɔ˥
距	kʰi˥˩
距离	ki˥˧li˧˧
距離	ti˥˩li˧˧
跟	tei˥˩
跟着领导不要不識時務。	tɑŋ˥˥ljɛn˨˩˦tɑʊ˥˩ la˥˧ m˥˩ pa˥˥ɕi˨˩˦mɔ˥˩
跟踪	kuən˥˧tsʊŋ˥˥
跟蹤	tsun˥˧tsŋ˥˥
跤路	a˥˥
跤踏車	kʰa˥˥ta˧˧tsʰia˥˥
跤頭趺	kʰɤ˥˥tʰau˧˥ u˥˥ kʰɤ˥˥tʰɑʊ˧˥ u˥˥
路	lɔː
路口	lo˥˧kau˥˥
路头	lo˧˧tʰau˧˧
路尾	nˈoː bˈe
路径	do˥˧kĩŋ˨˩
路徑	lo˧˧kiŋ˨˩
路數	noso
路灯	n˥˩o˨˦tiŋ˥˥
路燈	lo˥˧tiŋ˥˧
路牌	lɔ˨˦paj˨˩
路用	loː˧˧
路由器	do˧˧iu˨˦ki˥˩
路程	lɔ˥˧tʰi˧˧ŋ˥˥
路線	lo˧˧sũ˨˩
路线	doˈsˈa
路虎	nˈoːxˌoː
