'ਕਿਰਨਜੀਤ ਕੌਰ ਵੋਹਰਾ	kʌrəndʒiːd kɑːr bəɣuːrɑː
ਸੇਵਕ	seːvɐk
ਸੇਵਕੀ ਕਰਨਾ	sɛjʊ ke gɛrnaʊ̯
ਸੇਵਾ	fæˈvɑ
ਸੇਵਾਪੰਥੀ	sɛːʋaːnnt̪iː
ਸੇਵਾਵਾਂ	fʃo˩˥ːvaːvaː
ਸੇਸ਼ੈਲ	feːˈʃæl
ਸੇਹਤ	feð
ਸੇਹਤ ਬਣੂੰ ਜਾਂ ਵਿਗੜੂ	sɛːhʲɪt bɾɳoːn ɟə bɪgɖu
ਸੈਂਟਰ	ɛntɑːr
ਸੈਦਾ	sədˈa
ਸੈਦੋ ਪੱਟੀ	sə doː pəʈːi
ਸੈਨ ਮਰੀਨੋ	sanmɐriːnõː
ਸੈਨਤ	seːnet
ਸੈਮਸੰਗ	əmsən
ਸੈਰ ਕਰਨੀ	saːrkat̪niː
ਸੈਰ ਸਪਾਟਾ	sɛːɾɐɕ paːɨʈːaː
ਸੈਰ-ਸਪਾਟਾ	saːrˈsˈbɐɾt̪naː
ਸੈਰਗਾਹ	seɾˈgˈa
ਸੋ	soː
ਸੋਅ	fou˥
ਸੋਕੜ	sˈoːkɐɽ
ਸੋਖ	sˈoːk
ਸੋਖਣਾ	sokʰna
ਸੋਗ	sˈoːg
ਸੋਚ	tˢoˀtʃˀ
ਸੋਚ ਉਡਾਰੀ	soːtʃ ɽɑːɾiː
ਸੋਚ ਕਿਰਿਆ	soːtʃ kɪɾeː
ਸੋਚ ਵਿਚਾਰ	sɔtʃ vitʃaːr
ਸੋਚ ਸਮਝ	saːmdʒɨ
ਸੋਚਣ	sotʃa
ਸੋਚਣਾ	sot̪ʃːɐɳaː
ਸੋਚਦਾ	soːtˈtˈɛdˈa
ਸੋਚਦੀ	sɔːtʃdi
ਸੋਚਦੇ	ʃoːtʃdeː
ਸੋਚਦੇ-ਸੋਚਦੇ	saˀotʃideːsaˀotʃideː
ਸੋਚਵਾਨ	sa˨˩o˥˩ɪswaːn˥˩
ਸੋਚਾਂ ਪੈਣੀਆਂ	soːt̪ʃə pəɳɳjɐ
ਸੋਚਿਆ	sʊ˨˩tɕʰia˥˧
ਸੋਚੇ	sotʃe
ਸੋਜ	sɔːtʃ
ਸੋਟਾ	sot̪ːa
ਸੋਟੀ	sɔːˈtiː
ਸੋਡੀਅਮ	soɾiəm
ਸੋਤਾ	otːa
ਸੋਧ	soːd
ਸੋਨ ਮੁਖੀ	soːn moːˈkiː
ਸੋਨਾ	sɔːnɑː
ਸੋਨੇ	soːniː
ਸੋਫੀ	sʊfˈi
ਸੋਬਤੀ	soˀˀbti
ਸੋਮਵਾਰ	soːmvaɾ
ਸੋਮਾਲੀ	sˌɔmˈaːnlˌiː
ਸੋਮਾਲੀਆ	soːmaːliːə
ਸੋਲੋਮਨ ਟਾਪੂ	soː loːm ɐnːt̪ɐ puː
ਸੋਲ੍ਹਾਂ	sˈoːləŋ
ਸੋਸ਼ਲ ਮੀਡੀਆ	ˈsəʊʃəl miːɖiə
ਸੋਹਣਾ	soˈna
ਸੋਹਣੀਆਂ	sɔˈwˈˈlɪˈɑ̃ˈ
ਸੋਹਣੀਏ	sɔːɹinˈeˈ
ਸੋਹਣੇ	sɔːniː
ਸੋਹੰ	sʊ˨˩hŋ˥
ਸੋਹੰਦਾ	sˈɐndˈɑ
ਸੋਫ਼ੀ	soːfˈi
ਸੌ	sɔː
ਸੌ ਜਾਂਦੇ	saɫoljnˈdil
ਸੌਂ	sã˥
ਸੌਂ ਜਾਣਾ	sɑː dʒuː tə
ਸੌਕਣ	fokːɳ
ਸੌਖ	fok
ਸੌਖਾ	sok˨a˥˧
ਸੌਖੇ	sok˨
ਸੌਖੇ ਹੋਣਾ	saːkˈkeː hoːnæ
ਸੌਣ	sɑːn
ਸੌਣਾ	saɾnæm
ਸੌਦਾ	foda
ਸੌਦਾ ਕਰਨਾ	soddɑ kɑrne
ਸੌਦਾਗਰ	fˈadɐgˈɐɹ
ਸ੍ਰੀ	fɛɾɪ
ਸ੍ਰੀ ਅਨੰਦਪੁਰ ਸਾਹਿਬ	ʃɾiː ənɪnd pəɾ sɑːhɪd
ਸ੍ਰੀ ਅਨੰਦਪੁਰ ਸਾਹਿਬ ਦੇ ਮਤੇ ਵਿੱਚਲੀ ਮੰਗ ਰਾਜਾਂ ਨੂੰ ਵੱਧ ਅਧਿਕਾਰ ਦੇਣ ਦੀ ਸੀ	ɕɪriːnəɳɖpoːr sɑːɦʋd̪eː mət̪eː ʋitʃliː maːŋgə rɑːdʒənubd̪kɑːr d̪ʱɛ̃nd̪ɪ siː
ਸ੍ਰੀਨਗਰ	seɾiːnaːgəɾ
ਸ੍ਰੀਮਤੀ	θiːˈrʝmatik
ਸ੍ਰੀਲੰਕਾ	sɾlŋkə
ਸ੍ਰੇਸ਼ਠ ਮਨੁੱਖ	srʃtʰ mokː
ਸ੍ਵਰਗ	sʋarːg
ਸ੍ਵੀਕਾਰ	səʋiːkaːr
ਸੜਕ	sɐɽukːu
ਸੜਕ ਦਾ ਵਰਜਿਤ ਹਿੱਸਾ	srqda bʊːɾdʒt hasa
ਸੜਕਨ	saɾkəɳ
ਸੜਕੇ ਸੜਕ	sɐɽkeː sɐɾkː
ਸੜਕੋ ਸੜਕ	saɾkoː sɐɾkːɯ
ਸੜਿਆ ਬਲਿਆ	sreːaː beliːə
ਸੜਿਆ-ਬਲਿਆ	sɐɽɑːbɐɽɑː
ਸੜਿਆ-ਭੁੱਜਿਆ	səɽɛaːpuːdʒiːaː
ਸੜੀਅਲ	sɾiːl
ਸਫ਼ਾਰਤਖ਼ਾਨਾ	safɑːrɑtqɑnɑ
ਸੰਕਟ	sɐ̃ŋkəʈː
ਸੰਕਟ ਆਉਣਾ	sɑŋkɐʈ ɑːʋɳ
ਸੰਕਟ ਕਾਲ	sʌmkeːʈkaːl
ਸੰਕਟਮਈ	sŋkːʈːumaiː
ਸੰਕਲਨ	saŋɟilan
ਸੰਕਲਪ	seŋse
ਸੰਕਲਪ ਕਰਨਾ	sngl pə kɐrna
ਸੰਕਲਪ ਸਬੰਧੀ	ʃəŋːkaːl pʰsbndiː
ਸੰਕਲਪਵਾਦ	snglpəwaːd
ਸੰਕਲਪਵਾਦੀ	ʃŋkɑːrpʊʋɑːd̪ʱiː
ਸੰਕੀਰਨ	saːmkiːrɛn
ਸੰਕੀਰਨਤਾ	sɐŋɪːɾɐnʈaː
ਸੰਕੇਤ	samket̪
ਸੰਕੇਤ ਕਰਨਾ	səmkeːt̪ kɑɾnə
ਸੰਕੇਤ ਦੇਣਾ	səŋkɛt d̪eːɳə
ਸੰਕੇਤਕ	saˈmkɛˈtak
ਸੰਕੇਤਾਵਲੀ	smktaːʋli
ਸੰਕੇਤਿਤ	samkeːteːk
ਸੰਖ	fɑŋ˥˥
ਸੰਖ ਪੂਰਨਾ	fankɑ buɾna
ਸੰਖ ਵਜਾਉਣਾ	sãːn koːdʒaːʊ̃naː
ਸੰਖਿਅਕ	sɐm˨˩kʰeː˧wkʰ
ਸੰਖਿਅਕ ਵਿਸ਼ੇਸ਼ਣ	s̪ənkʰjəɣ̞ ʋiːs̪eːʃɐɳ
ਸੰਖਿਆ	sankeita
ਸੰਖਿਆ ਕ੍ਰਮ	vanke agramɨ
ਸੰਖਿਆ ਬੋਧ	sanke aboːd
ਸੰਖਿਆ ਬੋਧਕ	saːnkeː boːdəkʰ
ਸੰਖਿਆ ਵਾਚਕ	səŋkʰɑːɑːʋäːtʃək
ਸੰਖਿਪਤ	sankʰpt̚
ਸੰਖਿਪਤ ਰੂਪ	sangʔpʰt̚˨˩ɪp
ਸੰਖੀ	sankʰiː˨
ਸੰਖੀਆ	sanja
ਸੰਖੇਪ	saˈmkʰetp̚˨˩
ਸੰਖੇਪ ਭਾਵ ਰੂਪ	sangʔpapapɔ
ਸੰਖੇਪ ਵਿਚ	saŋpɾɛjpʰɐve̞tɕː
ਸੰਖੇਪਤਾ	saŋˈkeːpˌtaː
ਸੰਗ	sau̯
ਸੰਗ ਏ ਬੁਨਿਆਦ	sanke buːneɑhˈd
ਸੰਗ ਤਰਾਸ਼	sngdɾaːʃ
ਸੰਗ ਤਰਾਸ਼ੀ	səŋ təɾaːʃiː
ਸੰਗ ਦਿਲ	sanˈgˈ dɛl
ਸੰਗਠਤ	ʃəŋʒʈʰt̪
ਸੰਗਠਨ	aŋgəʈən
ਸੰਗਣਾ	fəŋgɽaː
ਸੰਗਤ	sɑŋgət
ਸੰਗਤ ਕਰਨੀ	səŋgət̪ kəɾɳiː
ਸੰਗਤ ਕੋਣ	sŋgəɖ koːɳ
ਸੰਗਤਰਾ	sãŋgt̪eɾa
ਸੰਗਤਰੀ	sagʈriː
ਸੰਗਤਾਂ	səmˈgətaːn
ਸੰਗਤੀ	sangɪt̪iː
ਸੰਗਮ	saŋgəm
ਸੰਗਮਰਮਰ	saŋˈgmarərmaɾɯ
ਸੰਗਰ	sŋgɐ
ਸੰਗਰਹਿ	sangrɛ
ਸੰਗਰਹਿਣੀ	sangrɛːɲiː
ਸੰਗਰਾਂਦ	sangraːnˈd
ਸੰਗਰਾਮ	sagram
ਸੰਗਰਾਮੀ	sagraːn
ਸੰਗਰਾਮੀਆ	fangraːmˌiːɐ
ਸੰਗਰੀ	sangri
ਸੰਗਰੂਰ	sangruːr
ਸੰਗਲ਼	sɐŋˈgɐl˨
ਸੰਗਲ਼ ਡਾਊਨ ਕਰਨਾ	səŋgəɭ ɖaːn kɐɾnə
ਸੰਗਲ਼ ਪਾਉਣਾ	sŋgəɺ paːuːna
ਸੰਗਲ਼ ਮਾਰਨਾ	sngɐl maːrna
ਸੰਗਲ਼ੀ	sngɽiː
ਸੰਗਾ	sngə
ਸੰਗਾਊ	sangau
ਸੰਗਾਮੀ	saŋgaːm˨˩miːn˧
ਸੰਗੀ	saŋgˈiː
ਸੰਗੀਤ	sangit
ਸੰਗੀਤ ਨਾਟਕ	sŋgɪːt̪ naːʈːək
ਸੰਗੀਤ ਭਵਨ	sngit pavan
ਸੰਗੀਤ ਸ਼ਾਲਾ	saŋgiːɾ t̪ɪsalaː
ਸੰਗੀਤ ਸ਼ਾਸਤਰ	sngɪd̪ʃ ʃɑːst̪ɾ
ਸੰਗੀਤ ਸ਼ਾਸਤਰੀ	sngdʒ ʃɑːst̪ɾiː
ਸੰਗੀਤਕ	sngɪːt̪k
ਸੰਗੀਤਕਾਰ	sngʊt̪ːəkɑːr
ਸੰਗੀਤਮਈ	saŋgit̪mai̯
ਸੰਗੀਤੱਗ	saŋgitaˈgˈ
ਸੰਗੀਨ	səŋən
ਸੰਗੇਵਾਂ	samgeːˈmɑː
ਸੰਗ੍ਰਹਿ	sãn̪d̪ɾe
ਸੰਘ	fŋgʊ
ਸੰਘ ਪਾੜਨਾ	sɐ̃ŋɐ paːɽna
ਸੰਘ ਬਹਿ ਜਾਣਾ	sʌng bʱɑj ms
ਸੰਘਣਾ	sˈɛ̃ːɣːˈɛn
ਸੰਘਣਾ ਕਰਨਾ	sngɳaː kɾna
ਸੰਘਣਾਪਣ	sɐŋɐɳaːpaːɳum
ਸੰਘਰ	fngrp
ਸੰਘਰਸ਼	sangarʃ
ਸੰਘਰਸ਼ ਕਰਨਾ	sngɑːr ʃɐkɑɾnɑ
ਸੰਘਵਾਦ	saŋgwaːd
ਸੰਘਵਾਦੀ	saŋgəʋat̪ːi
ਸੰਘਾ	sɐŋˈgaː˧
ਸੰਘਾ ਬੰਨ੍ਹਣਾ	ʃɐ̃ŋgaː bɐnɳːə
ਸੰਘਾਰ	sɐ̃ŋgaːr
ਸੰਘਾਰ ਕਰਨਾ	sɐŋgaː ɑːrkɐɾnäː
ਸੰਘਾਰਨਾ	sagaːrna
ਸੰਘਾੜਾ	sagaːɾa
ਸੰਘੀ	sngiː
ਸੰਚ	santʃɛ
ਸੰਚਣ	santʃaɳ
ਸੰਚਣ ਕਰਨਾ	s̪əɳtʃɳkɐɾnäː
ਸੰਚਣਾ	sɐntɕɐɳɐ
ਸੰਚਾਰ	sãn̪t̪ʃɑːr
ਸੰਚਾਰ ਕਰਨਾ	s̪nʧɑːɾ kɐɾnə
ਸੰਚਾਰ ਮਾਧਿਅਮ	s̪əntʃəɾɐmːəd̪ɪm
ਸੰਚਾਲਕ	ʃɑːntʃaːlək
ਸੰਚਾਲਤ	ʃɑːntʃaːlt̪
ਸੰਚਾਲਨ	sntɕaːlɐn
ਸੰਚਾਲਨ ਕਰਨਾ	sãn̪tʃɑːl̪ənkɾnə
ਸੰਚਿਤ	santʃet
ਸੰਜਮ	sandʒɑm
ਸੰਜਮੀ	sɑːndʒʊmˈi
ਸੰਜਾਫ	səndʒɑːp
ਸੰਜੀਦਗੀ	sanʒidli
ਸੰਜੀਦਾ	fãn̪d̪ʝað̞a
ਸੰਜੀਵਨੀ	sãn̪d̪ʒiːvɔniː
ਸੰਜੁਕਤ	saˈndjɔkˈutˈa
ਸੰਜੁਗਤ	sandʒoket
ਸੰਜੁਗਤ ਅੱਖਰ	sondʒogitɒ ɒkˈɒɾ
ਸੰਜੁਗਤ ਸੁਰ	sanʲdʲok tʲi sɔri
ਸੰਜੋ	senʝo
ਸੰਜੋਗ	səndʒɔːg
ਸੰਜੋਗ ਵੱਸ	sanʒoːg vˈɒsə
ਸੰਜੋਗੀ	sənʒoːgiː
ਸੰਜੋਗੀ ਮੇਲਾ	sntʃoːkiː məɭə
ਸੰਝ	sandʒɛ
ਸੰਝ ਸਵੇਰਾ	sandʒ sɾɛvɾɑː
ਸੰਝ ਸਵੇਰੇ	saːnʲdʒəs əmeːre
ਸੰਢ	sˈɑ̃də
ਸੰਢਾ	sɐ̃ˈɳɖaː
ਸੰਢੀ	sɐɳɖi
ਸੰਤ	santɯ̞
ਸੰਤ ਬਾਣਾ	fanta baɳa
ਸੰਤ ਬਾਣੀ	fãn̪t̪a baɳi
ਸੰਤ ਭਾਸ਼ਾ	sɐnt̪pɑːʃaː
ਸੰਤ ਸਿੰਘ ਸੇਖੋਂ	sam sŋ sik hʌŋ
ਸੰਤ ਸੁਭਾ	sant̪ suβ̞
ਸੰਤਰਾ	fantra
ਸੰਤਰੀ	sãn̪t̪ɾi
ਸੰਤਾਨ	sɑːnt̪ɑːn
ਸੰਤਾਪ	santaːp
ਸੰਤਾਪੀ	fnt̪ʰäːpːiː
ਸੰਤਾਲ਼ੀ	snt̪ʰɑːɾiː
ਸੰਤਾਲੀ	fntäːliː
ਸੰਤਾਲ੍ਹੀਂ	sa˥˩ta˥˩li˥˩ŋ
ਸੰਤਾਲ੍ਹੀਵਾਂ	fantaˈliːvɛn
ਸੰਤੁਲਤ	sant̪olat̪
ਸੰਤੁਲਨ	santolon
ਸੰਤੁਲਨ ਬਿੰਦੂ	ʃantoi̯ln bʱɪndu
ਸੰਤੁਲਨਾਤਮਿਕ	ɕntolənɑːt̪mɛk
ਸੰਤੁਸ਼ਟ	sant̪oːʃt̪
ਸੰਤੁਸ਼ਟਤਾ	ntoːʃt̪ət̪aː
ਸੰਤੁਸ਼ਟੀ	fantostɪ
ਸੰਤੂਰ	sãn̪t̪uːr
ਸੰਤੋਖ	sãn̪t̪oːk
ਸੰਤੋਖਜਨਕ	santəwɯ̞qdʒanɯ̞q
ਸੰਤੋਖਣਾ	sãn̪t̪ɔkʰna
ਸੰਤੋਖਵਾਨ	sant˩˩˦kʰua̯aː˧n˥
ਸੰਤੋਖੀ	santokj
ਸੰਤੋਸ਼	sɐntˈoːʃ
ਸੰਤੋਸ਼ ਆਉਣਾ	səɳtɔːoːʃ ɔːnə
ਸੰਤੋਸ਼ ਕਰਨਾ	st̪oːʃ kɐɾnə
ਸੰਥਾ	fˈɑ̃nˈtˈa
ਸੰਥਿਆ	sant̪ia
ਸੰਦ	senˈdiˈm
ਸੰਦਰਭ	sandarbɯ
ਸੰਦਲ	sɛndɛl
ਸੰਦਲਾ	fandela
ਸੰਦਲੀ	fandəli
ਸੰਦਾ	fɛn̪d̪a
ਸੰਦਾਨ	fandɑːn
ਸੰਦੂਕ	sanduːk
ਸੰਦੂਕੜੀ	snd̪uːkɐɽiː
ਸੰਦੇਸ਼	sʌnˈdeʃ
ਸੰਦੇਸ਼ ਬਿਰਤਾਂਤ	sɐnd̪ɛːʃ bɪɾtɑːnt̪
ਸੰਦੇਸਾ	sandˈesˈa
ਸੰਦੇਹ	səndeː
ਸੰਦੇਹ ਕਰਨਾ	sanð̞eje kaɾna
ਸੰਦੇਹਜਨਕ	sandɒˈjædʒɒnˈɒki
ਸੰਦੇਹਪੂਰਨ	sãn̪d̪epuɣ̞ran
ਸੰਦੇਹਮਈ	sãn̪d̪eɾamai̯
ਸੰਦੇਹਸ਼ੀਲ	sundˈeʃiːl
ਸੰਦੇਹਸ਼ੀਲਤਾ	sənd̪eːʃiːlt̪ə
ਸੰਧਾਰਾ	sandara
ਸੰਧਿਆ ਵੇਲਾ	sãn̪d̪e̞ɾa bela
ਸੰਧਿਆ ਵੇਲਾ ,ਕੁਦਰਤ ਦੀ ਬੇਲਾ	ɑːnːd̪jɑː ʋeːlə gud̪rt̪ di beːlːə
ਸੰਧੀ	sndjˈ
ਸੰਧੀ ਕਰਤਾ	s̺ɐnd̪ik ɐrt̪a
ਸੰਧੀ ਕਰਨਾ	sanð̞j ɣ̞aɾna
ਸੰਧੀ ਛੇਦ	sand̪iː tʃʰeːd̪
ਸੰਧੀ ਪੱਤਰ	sand̪iː pat̪ːəɾ
ਸੰਧੀਕਰਨ	snd̪iːkɾg
ਸੰਧੂਰ	sanduːr
ਸੰਧੂਰ ਦਾ ਟਿੱਕਾ	snd̪uː uɾɖaː ʈikːaː
ਸੰਧੂਰਦਾਨੀ	sãn̪d̪uːrd̪aːnni
ਸੰਧੂਰੀ	fandʊri
ਸੰਨ	saˈnˈ
ਸੰਨਾਟਾ	sanːaːʈta
ਸੰਨਾਟਾ ਛਾ ਜਾਣਾ	s nəːʈːaː ɕʰəɦaːɾɑː
ਸੰਨ੍ਹ	fˈaːnlˈ
ਸੰਨ੍ਹ ਮਾਰਨਾ	saːnˈnɯ maːrna
ਸੰਨ੍ਹ ਲਾਉਣਾ	fãn̪na lau̯na
ਸੰਨ੍ਹਾਂ	fɛnˈnaː
ਸੰਨ੍ਹੀ	fenni
ਸੰਪਤੀ	sampət̪i
ਸੰਪਦਾ	samtada
ਸੰਪਰਕ	saːmpaːrukː
ਸੰਪਰਕ ਕਾਇਮ ਕਰਨਾ	ʃəmpəɾk kaːjm kɐɾna
ਸੰਪਰਕ ਪੈਦਾ ਕਰਨਾ	sɐm paːɾkiː pɛːd̪gɐ kɐɳː
ਸੰਪਰਦਾ	sempaɾt̪aɾ
ਸੰਪਰਦਾਇਕ	sãːmpəɾdaːəq
ਸੰਪਰਦਾਇਕਤਾ	sampərdaːjəkta
ਸੰਪਰਦਾਈ	sãːmpəɾdaːiː
ਸੰਪਰਦਾਨ ਕਾਰਕ	spəɾdaːn kaːrak
ਸੰਪਾਤ	sampat
ਸੰਪਾਤੀ	səmpət̪iː
ਸੰਪਾਦਕ	s̺aːm̩paːd̪k
ਸੰਪਾਦਕੀ	sɐmpɑːd̪kiː
ਸੰਪਾਦਤ	sampɑːd̪ʌt̪
ਸੰਪਾਦਨ	sɐmpaːd̪ɐn
ਸੰਪਾਦਨਾਂ	sɐ̃ːmpaːd̪nˈɑː
ਸੰਪੂਰਕ	sampuʁɾakˈa
ਸੰਪੂਰਕ ਕੋਣ	sam puːra kˈaːkɔʁˈ
ਸੰਪੂਰਨ	sampuːrˈan
ਸੰਪੂਰਨਤਾ	sampuːranɪta
ਸੰਪੰਨ	saːmpaːnːi
ਸੰਪੰਨ ਕਰਨਾ	ʃɐmːpɐnː kɐɾɳa
ਸੰਪੰਨਤਾ	ʃɐmənːtäː
ਸੰਬਰਨਾ	sambɾna
ਸੰਬਰਾਉਣਾ	səmbɾaːvɳaː
ਸੰਬੋਧ	samˈbɔvɑdɯ
ਸੰਬੋਧਤ	sˈambˈodˈɒtˈ
ਸੰਬੋਧਨ	sambɔdɛn
ਸੰਬੋਧਨ ਕਰਨਾ	samboːd̪ẽn̪ kɾna
ਸੰਬੋਧਨ ਕਾਰਕ	smbɔːt̪ːkaːɾɐkːu
ਸੰਬੋਧਨ ਵਿਧੀ	saːmboːd̪ɐn̪ uʋid̪i
ਸੰਬੋਧਨਵਾਚੀ	sɐmbd̪t̪nːuːvaːt̪ːiː
ਸੰਬੋਧਨੀ	sɐmbɔːd̪niː
ਸੰਬੰਧੀ	t̪s̺æmb̪d̪i
ਸੰਬੱਧ	sæmbatːɯ
ਸੰਭਲ਼ ਕੇ	səmbɽ ke
ਸੰਭਲ਼ਨਾ	samɓəɺna
ਸੰਭਵ	sambali
ਸੰਭਵ ਘਟਨਾ	sãmbaːʋɐkːaːʈnaː
ਸੰਭਵ ਹੋਣਾ	səmbaːw ɦoːɳaː
ਸੰਭਵਤਾ	sˈæmbˌɐktˈa
ਸੰਭਾਲ	sæmbaːl
ਸੰਭਾਲਦੇ	sãːmbaːlidˈe
ਸੰਭਾਲ਼	sã˥˥baːɭ
ਸੰਭਾਲ਼ ਕਰਨੀ	sɐmbaːl kɐɾni
ਸੰਭਾਲ਼ਨਾ	sãn̪bːaːrna
ਸੰਭਾਲ਼ੂ	sãːmbaːɺu
ਸੰਭਾਲ਼ੋ	samˈbalo
ਸੰਭਾਵੀ	samstsias
ਸੰਭਾਵੀ ਭਵਿੱਖ ਕਾਲ	ʃmbʱɑːʋiː pə vək kaːl
ਸੰਭੋਗ	sampog
ਸੰਮ	a
ਸੰਮ ਚੜ੍ਹਾਉਣਾ	samma tʃːɾaːɔ̃nɐ
ਸੰਮਣ	samɐɳ
ਸੰਮਤ	amˈmɑt
ਸੰਮਤੀ	sɐmˈməti
ਸੰਮਾਂ	tam˧maː
ਸੰਮੇਲਨ	sammejlæn
ਸੰਯੁਕਤ	sanjoakt̪
ਸੰਯੁਕਤ ਅਰਬ ਇਮਰਾਤ	fənjkt ərb ʔimrat
ਸੰਯੁਕਤ ਰਾਜ ਅਮਰੀਕਾ	sɪŋjʊkʰ t̪əɾɑːdʒɦ əmɾiː kə
ਸੰਯੋਜਕ	saːnjɯloːc
ਸੰਰਚਨਾ	saːnɾɑtʃɑnɑm
ਸੰਸਕਰਨ	sanfakaɾɯnɯ
ਸੰਸਕਰਿਤ	sanfkrɛtɪw
ਸੰਸਕਰਿਤੀ	sanskriti
ਸੰਸਕਾਰ	sɐ̃nskɑːɾ
ਸੰਸਕ੍ਰਿਤ	sanfkɾetɨ
ਸੰਸਕ੍ਰਿਤੀ	sanskriti
ਸੰਸਥਾ	sãn̪stɑː
ਸੰਸਥਾ ਦੇ ਮੈਂਬਰਾ ਨਾਲ	sanst̪að̞a d̪e meβ̞ɾanell
ਸੰਸਥਾਈ	saːnˈsˈtaˈiː
ਸੰਸਥਾਈਕਰਨ	ʃɛ̃ːnʃtʰäːiːkərn
ਸੰਸਥਾਨ	sãn˥˩stʰa˥˥n
ਸੰਸਥਾਪਤ	ʃɳst̪ʰaːpɐt̪
ਸੰਸਥਾਪਨ	sæn̪stɑːpːɯːn
ਸੰਸਥਾਪਨਾ	sənstʰɑːpnɑː
ਸੰਸਦ	sanfæd
ਸੰਸਦ ਮੈਂਬਰ	saːnsɐdɨ mɛmburup
ਸੰਸਦੀ	sansad̪i
ਸੰਸਾ	sansa
ਸੰਸਾਰ	sənsaːr
ਸੰਸਾਰ ਦੀਆਂ	sənsɑːr diːjɑː
ਸੰਸਾਰਪੁਰ	sənsaːrkuːr
ਸੰਸਾਰਿਕ	sanfarik
ਸੰਸਾਰਿਕਤਾ	sənsaːriːqta
ਸੰਸਾਰੀ	səɳsaːriː
ਸੰਸਾਵਾਦ	saːnsaːvaːd
ਸੰਸਾਵਾਦੀ	snsʋɑːʋt̪
ਸੱਕ	sakː
ਸੱਕ ਮਲ਼ਨਾ	akːɐməɭnˈ
ਸੱਕ ਲਾਹੁਣਾ	fəkːəlaːʋne
ਸੱਕਰ	sɐkːɐɾ
ਸੱਕਾ	kˈæ
ਸੱਖਣਾ	fskʰɳaː
ਸੱਗੀ	sˈagi
ਸੱਗੀ ਫੁੱਲ	səgːiː pˈɔl
ਸੱਗੂ	sagˈu
ਸੱਗੋਰੱਤਾ	fagoɾatˈa
ਸੱਚ	fapˈtʃi
ਸੱਚ ਖੰਡ	satʃ kʰaːn̪ɖu
ਸੱਚ ਮੁੱਚ	sɒtʃɒˈmtʃi
ਸੱਚ-ਮੁੱਚ	sɒtʃtʃɒˈmɒtʃtʃɒ
ਸੱਚ-ਮੁੱਚ ਹੀ	sɐtʃʰmʊ̃ːɦʰiː
ਸੱਚਮੁੱਚ	satʃɯmuʈʂɯ
ਸੱਚਾ	sətʃˈʰɑ
ਸੱਚਾ ਸੁੱਚਾ	sɐt̚˦˥kaː˧ ʃut̚˦˥kaː˧
ਸੱਚਾਈ	stʃɑːiː
ਸੱਚੀ	sakˈtiː
ਸੱਚੀ-ਮੁੱਚੀ	sakˈsiːmuːtʃˈtiː
ਸੱਚੀਂ-ਮੁੱਚੀਂ	statʃiːnutʃiːn
ਸੱਚੋ ਸੱਚ	satʃaɯsatʃa
ਸੱਜ	saːndʒi
ਸੱਜਣ	sədʒən
ਸੱਜਣਾ	sdʒɳaː
ਸੱਜਰ	fat̪xæɾ
ਸੱਜਰਾ	fat̪xoɾaɾ
ਸੱਜਲ਼	sədʒə
ਸੱਜਾ	fua̯sˤdʒaː
ਸੱਜਾ ਖੱਬਾ	satʕaː kʰaːbaː
ਸੱਜਾ ਖੱਬਾ ਨਾ ਵੇਖਣਾ	sdʒkʰ bnaː veːkɳe
ਸੱਜਾ ਖੱਬਾ ਵੇਖਣਾ	sədʒɑː kʰəbːbɑː beːtʃɳə
ਸੱਜਾ ਪਾਸਾ	sndʒaːpaː˥˩sraːp
ਸੱਜੀ	santʃi˥˧
ਸੱਜੀ ਬਾਂਹ	sɐd̪ʒiːbaːn
ਸੱਜੂ	fˈɛddjˈw
ਸੱਜੇ ਖੱਬੇ	sndʒɛːkʰa˦˥beː˧
ਸੱਜੇ ਪਾਸੇ ਰਹੋ	sɐdʒeː paːs̪ɛ ɾəɦʊ
ਸੱਜੇ ਪੱਖੀ	sdʒpkʰi
ਸੱਟ	satːu
ਸੱਟ ਫੇਟ	saːɾə peːɪ̯eːtː
ਸੱਟ ਮਾਰਨੀ	sat̪ːaː maːrniː
ਸੱਟ ਲਾਉਣੀ	sat̪aːlɑːɳiː
ਸੱਟ ਲੱਗਣੀ	satʰl əgɐɳiː
ਸੱਟ ਵੱਜਣੀ	sɐt̪ɐ ʋɐdʒɐɳiː
ਸੱਟਣਾ	srt̪ɾaː
ਸੱਟਾ	fʈːaː
ਸੱਟਾ ਕਰਨਾ	səʈːaː kɐɾnə
ਸੱਟਾ ਖੇਡਣਾ	səʈːaː kʰeːɖɳaː
ਸੱਟਾ ਬਜ਼ਾਰ	səʈːaː bd̪ɾɑːɾ
ਸੱਟਾ ਬਜ਼ਾਰੀ	səkʈaː bzəzəɾiː
ਸੱਟਾ ਮਾਰਨਾ	sɐt̪ɐ maːrnɐ
ਸੱਟੇਬਾਜ਼	səʈebaːz
ਸੱਟੇਬਾਜ਼ੀ	səʈebaːzi
ਸੱਠ	fəːtːʰ
ਸੱਠਵਾਂ	sɐʈːʋɑːn̪t̪
ਸੱਠੀ	st̪ʰiː
ਸੱਠੀਂ	fθiːm
