'di	bi
sanhi	sɑn˥˥hĩː˥˥
sanlibo	sanibos
sanlibutan	sanˈliːbatan
sansinukob	sansinuɣɔn
santa josefa	santˈaɾ vo sefa
santambak	saˈntambak
santiago	santiago
santo	santo
santo papa	saːŋ˩˩˦tɔpɑpa˥˥
santo tomas	sankto tʃomas
santol	snt̪oːl
sanyo	sanjo
sapagkat	sapagat
sapanahon	sapanahon
sapantaha	ɑsəpəntɑːɦɑː
sapat	sapˈaːt
sapatos	sapatos
sapilitan	saˈpilitan
sapin	sapin
sapitin	sapitin
saplot	saploːt
sarado	ʃɾadu
sarahan	sˈɾˈɑhˈɑn
saranggola	sˌɐɾaŋgˈɔlɑ
sarap	sɑrɑp
sari-sari	sˈɛrisˈɛri
sarili	sɛrˈjli
sarilinan	saːrelˈɪnən
sariwa	sriːvaː
sariwain	sriwaaɛn
sariwang-sariwa	sariwaŋsɛriwa
sarsuela	saɾsueɾa
sará	sara
sasabihin	saˈsebiɣi
sasabihing	sasaːbiːħiːn
sasakyan	sasɑkˈjɑn
satelayt	saːtelˈajjːd
sawa	sɐwa
sawa na	sɔanɑ
sawali	sauaːli˨
sawang-sawa	sa˨˩waːŋ˨˩sɯ˥˥wɑŋ
sawi	aˈsi
sawikain	saˈwikaːˈim
sawsawan	sɐu̯˧˥saː˥wan˨
sayad	sajˈt
sayang	siajɑŋ
sayang!	sa˥˩le˨˦jɑŋ˨˩˦
sayaw	sejaw
sayawan	sʰiaːn
saysay	sai̯sai̯
sayt	sˈaɪv
saán ka púpunta?	saˈan kapu pũnˈtə
saán kayó nanggáling	saˈan kɑjˈon nɑŋgaliŋ
saán makákabilí ng pagkain?	saan məkaksaan makakapɪlɪn nɑm pagkain
saán may doktór	saːnmɛj doktor
saán nakatirá si ginoóng cruz	saan naka tɛras ginɑ ʔoŋ kruz
saán páparoón ang bus na itó?	saan paparoan ang puːs ntʃi
sb19	əsbinjɛnitim
scoba	kiskɔba
seda	sɛda
sekretarya	sekret̪aɾja
sekretaryo	sˌekɾɨtˈaɾjʊ
seks	sˈɛks
seksi	sˈɛksi
selda	selð̞a
selos	selos
selosa	selosa
selula	sælala
selyo	selio
semana santa	semˈana sˈanta
sementales	kementales
sementeryo	semantˈɛrjo
semplang	sɛmplɑn
senador	senador
sengot	s̺æn̪t̪ot̪
sentimetro	sentimetro
sentrong pangkultura ng pilipinas	kentroʋ paŋ kultura nɐ̃ŋ pɪlɪpɪnas
sepilyo	sepilio
serbesa	seɾβesa
serbidor	sɛɾbidoɾ
serbya	sɛrβiɐ
seresa	ɛrˈɛzɐ
sergio alfafara	sɛɾiːoː ælfæˈqɑːn
sergio osmeña	serdʒo osmenia
sero	θˈɛɾo
serye	sˈɛriɐ
seryoso	sergjˈoso
setyembre	setjˈembɾe
severino montano	sebeɾino montˈaɾo
shariff aguak	tʃarif akompano
si	se
si dian masalanta ay maituturing isang bathaluman.	si ɗian mga sasaˈlɛnˈta ɛj majtuturinɛ isɑŋ batɦaˈlɛɔman
siargao	kɛːrgɐʊ
siay	si˨˩aɪ˥˧
sibol	sjboj
sibugay	sibuigaj
sibuyas	sebujaz
sigalot	sʲigalot
sigarilyas	s̺ig̞aɾɾiljɐs
sigarilyo	siguɛɾilio
sigaw	sigˈɑl
sigawan	siːgaːw˧ən
sige	sige
sigla	sˈeglˈa
siglo	siglo
sigundo	segundo
siguro	segˈuɾo
sigwasan	sigwasa
sikat	es
sikip	seˈkiːp
siklab	sikˈlˈˈab
sikmura	sikmura
siko	sˈiko
siksik	sˈiksˈik
siksikan	sˈikəən
sikyo	se
sikát	sjkatt
sila	silaː
sila ay magkaibigan	saˈla aj magˈkɑibɪgˈan
silahis	silahis
silakbo	sˈelakupˈɔ̃
silang	siːlaŋ
silangan	silaːᵑgɑn
silanganan	silaɲaːnɛn
silangang	si˥˩laŋaŋ
silangang timor	silaŋaŋ tjmur
silaw	silau
silay	silˈlˈɑj
silbi	siŋ˨˩pi˧˧
silid	tˈaˈisˈjˈɑ
silid-aklatan	se̞ɾidʔɑqɫɑtæn
silid-aralan	sˈlidˈɑrɑlɑ
silid-tulugan	si̯litdʒuɾgan
silidkapnayan	seˈliːtkapnˈajan
siling labuyo	seħ kuniklo buio
silip	sʲiɫɪ̞k
silipan	silipan
silong	siloŋ
silungan	silomɛn
silya	biliːɐ
simbahan	se̞bɒhɒn
simbolo	simbɔlu
simento	kimento
simeon dumdum jr	semjɒn dumdum jɒnjɒɾ
simoy	simɔj
simula	simulaɾ
simula't sapul	sɪmˈulat sa pɔl
simulain	simulain
sina	sina
sinabi	sinabe
sinabuyan	sˌinəbwˈjˈa
sinadya	sinella
sinadyang	sinəd
sinag	sinag
sinaing	sjˈnˈaːjˈm
sinaklot	tiːn˨˩ak˨˩plv˧t˥
sinakop	sjnaːp
sinalo	sˈinˈəlˈo
sinalubong	finalubo
sinampalukang manok	sinampɑɬˈukɑɲ manok
sinangag	sejɾɒnɾaldi
sinapak	sinəpaːk
sinapupunan	sinapoponan
sinasabi	senaːjmkəsiːtʃastrɑːn
sinasadya	sanasaja
sinasamba kita	sɛnɑːsɑːm vokta
sinasaway	siːn˧naːsaj˧
sinasipa	tsinazita
sinauna	sinauna
sindak	ʃɪ̞mdɑq
sine	fini
sineguelas	sebˌeɣaelˈlas
sinehan	se̞næˈhɑn
sinforosa alcordo	sin proza al kˈoɾðo
singapore	sʝŋgapɔr
singaw	seŋˌɐʊ
singgalot	singalot
singit	sʲinʲip
singkahulugan	siᵑghaʄulugan
singkamas	θĩŋkãmas
singkit	sinkkˈit
singkuwenta	kĩŋkẽn̪t̪a
singsing	sɪŋ˥˥sɪŋ˥˥
sinigang	sˈɪnəgˌɑŋ
sinigáng	sinigam
sinikap	siniːkap
sinilip	bʲinʲimʲit
sinimulan	senemulɒn
sinindidihán	sinindexan
sining	fini
sinirâ	siniɾa
sinisinta	sininta
sino	fino
sinok	sinnok
sinta	sinta
sintunado	sintunado
sinturon	sintʰroːn
sinuklayan	sinukleaŋ
sinulat	ʃinuːlˈa
sinulsihan	sinulisihãn
sinundan	sinhundan
sinungaling	senõŋɐlˈɛm
sinusubukan	sinusubuhan
sinuutan	sino˧˧tan
sinélas	sinlas
sinísindihán	s̺iniːz̻mð̞iɦãn̪
sioki	ɕoɯkei
siopao	ʃopau̯
sipag	sipəg
sipain	sipain
sipalay	sipalai
siphayo	sip˦hʰɔːjɔː
sipilyo	sepilio
sipit	sipid
sipnayan	tsʲipnâːjan
sipon	sipon
sipsip	sipˈsip
sipunin	siponin
sipáin	sipain
siquijor	siɣor
sirain	fraːeːm
sirang-sira	sirəŋsira
siraulo	siraulo
sirena	sirena
sirit	siːrɪt
sirko	sˈirpo
sirkulo	sirkulu
sisid	sˌisˈid
sisig	sˈaɪzɪŋ
sisihin	si˩˥ːsi˥˩hĩ˧˥
sisindak	sjsnda
sisirain	sisiraen
sisiw	sisiu
siskin	sjsˈinː
sisne	sisˈne
sitaw	sjt˦
sitio tuno	seti otuno
siya	ʃa
siya ay inapi.	ʃaʕa jɛnɑpɪ
siya si josefa.	siː˧ siː˧ se̞ː˥
siya'y	ʃaːiː
siya.	ʃaː
siyam	ʃam
siyamnapu	ʃamnapɔ
siyang	sian
siyanga pala	ʃɑŋɑ pɑla
siyanse	sæn˩˦se̞
siyasat	siasat
siyempre	tʃamkɔːˈjɛ
siyensiya	siən˥˥ʂa˥˥
siyentipiko	seentipiko
siyudad	ʃudan
siyám	sjam
sobra	sobra
sobrang init!	sobɾaŋ ɛnɛʔt
sobre	sobre
solomon	sɔlɔmɔn
sombréro	sambɾero
sopas	sopas
sorbetero	solbeˈteɾ
sorbetes	sovetes
sorpresa	soɾpɾesa
sorsogon	soβ̞jokon
south cotabato	saβ̞ot̪ kot̪a bat̪o
southern leyte	sˈʌðɚn lˈeɪdɪ
sstuy!	stˈuj
sta. rosa	sˈɛntərˌosa
starbucks	stəɾbɔks
subalit	sbaled
subasta	sʊbastɐ
subo	sobo
subok	iːt
subuan	sʊbʊ̃ɑn
subukin	subokin
sugat	sugat
sugnay	sugˈnˈaj
sugpo	sampo
suha	suh
suka	suka
sukang iloko	suː kɾɑn ɪlɔːkɔ
sukat	sɑwqɑtsɑwqɑt
sukatan	sokɔːnɑːm
sukatin	suqatɪm
sukdulan	suqdolan
sukgisan	suk˩˥i˥sǎŋ
sukhisan	s˦˥kʰiːsan˩˩˦
suki	suke
suklay	soklaj˧
suklayin	suqlajɯm
sukli	sqli
suko na 'ko	so˩˥ːko˥˩ː nˈaːko˥˩ː
sukà	sˈuka
sulat	sˈulˈa
sulatin	sulatin
sulatroniko	soiletroniko
suligi	sˌulˌigˌi
sulit	sulɪt
sulo	sɔlˈo
sulok	sulk
sulong	so˥˧long
sulsihan	suən˨˩˦si˥˧hɑn˨˩˦
sultan kudarat	sǎn kʊˈdɑrɑn
sulu	sˈelˈo
sumabit	sumabit
sumabog	sunaːbom
sumadsad	sˈɑmɑtsˈat
sumaging	sumagin
sumagwan	sumˈagvˈanɪ
sumailalim	sˈomʔilaːljim
sumakabilang buhay	sʊmɑq bilɑm buːhɑj
sumakay	smaːkai
sumakay ako sa dyip.	smaːkaiːʔɛ̀ko sgip
sumaksak	smɯ̞qsɑq
sumalakay	sʊmɑlɑk˥kʰaj˧
sumali	sɔmɑli
sumaliw	sumalɪo
sumalo	sonaluv
sumama	sumˈamə
sumamba	sunda
sumandal	sumandal
sumapit	tsumaɾpit
sumasali	sumˈasali
sumasalit	smaːhˈsalit
sumasampalataya	sʊmmasənpɐlɐtaja
sumayaw	sumˈajaˈu
sumbat	sʊmbˈat
sumbrero	sombɾero
sumigla	suˈmˈɛgˈlˈat
sumikat	sumikat̪
sumilang	suŋ˧hlaŋ˧
sumimangot	sumimaŋut
sumipot	suːmiː˧prtʰ
sumisid sa karagatan	sɔmisitsa qaːraːgatan
sumisikat	su˩˥ːsikat˦˥
sumpa	sou̯pa˥
sumpong	sumpˀˀm
sumueldo	sumweldˈo
sumukat	sɔmʊkɐt
sumulong	sˈɔvrˈam
sumungaw	semɔnɑːl
sumunod	simunõŋdɛ
sumunod ka sa iyong magulang.	simunod kaa sˈa ɛjˈoŋ maːguːlɛŋ
sumunog	sʲɛ̀ːmʊnʊ̃g
sumuntok	semuntoq
sumusunod	sˌumˈasənˈæld
sumúlat	tsuːmˈˈulat
sundalo	sindalo
sundan	sʏ̞n˥˥tən˧
sundin	synð̞ĩːn
sundo	ɕiːmd
sundot	sndot̚
sunggab	sɔŋgɑːb
sunggaban	sŋ˨˩ga˥ban˥˩
sungka	sɔ̃kˈa
sunod	souˈnˈod
sunod-sunod	swnˈotswnˈot
sunog	tsˈunˈoˈɔsˈɔnˈo
suntok	suntɔk
suntukan	sntʰɔ̀n
suntukin	suntuqimnɪ
sunurang kabit	sɾĩŋuɾen kaβ̞ik
suot-nars	sotnaɾs
suplado	suplado
supling	suplim
suportahan	supoɾtɑan
supot	səˈpɔːt
surigao	srigau
surigao del norte	so rigau del nˈɔrdˈe
surigao del sur	sʊ rɪgauˈ del sˈuːr
surot	surot
surrey	sˈɛɹi
suso	sus˨ᵝɾ
susubukan	susʊbʊkɑn
susunod	susˈunˈað
susì	susˈe
susían	susiən
sutil	sut̪il
sutla	sutla
sutsot	sut̪sot̪
suwapang	swa˥˥pŋ˨˩
suwelas	sulas
suweldo	suˈeldo
suwerte	suβ̞eɾpo
suwertihin	suβ̞ɛrtʲiɦĩŋ
suwesya	suˌeʃˈa
suwisa	suisa
syansi	ʃɛn˥˩sʰiː˥˩
syempre	ʃempɾe
syota	ɕoːta
sálu-sálo	salosalo
sáma	sama
sásama ka ba	saːmɑ qɑdɑm
síkat	sʲiːkat
síno	fino
sínu-síno ba ang inyóng anák?	sino sino baː aːŋ ɛnjʊŋ ənak
sísindihán	siːsinˈdian
sísindihán ang kandila	sɪ siˈmdian ʔeːŋ ˈkɑndilə
súma	suma
ta: paki bigyan ako ng serbesa. ("paki bigyan ako ng bir." is the common phrase.)en: please give me a beer.	pagibigjanˈako nŋ serbesa pagibigjanˈako nɛnˈg biːr
ta: panoorin natin 'yun sa sinehan.en: let's watch it in the theater.	paˈnuɔri naːtɪnjɔn sˈa sˈiniʔan
taal volcano	taːl vlkˈajnɑl
taas	taˈɑz
tabing	tabim
tabing-dagat	tɐbiŋdɐgət
tabla	tabla
tablay	aplɑːj
tabo	tabo
tabsing	tamʃiŋ
tabuk	tabu
tabák	təbɑq
tabáko	tɐbɐkɔ
tabâ	tɑba
tacloban	takploboɲ
tacurong	tɔɣoɾu�ŋ
tadhana	tadɦana
tadlong	tʰətʰlʊŋ
tadyang	t̪exẽn
tag-ani	taːnːt̪aniː
tag-araw	taːgˈrau̯
tag-init	sa˥˩aj˧nit
tag-ulan	tagolan
taga	tɐŋgaː
taga saan po ba kayo?	tag ã saːʔan pobaka joː
taga-	tɐgˈa
taga-lungsod	daˈgˈalˈõːnsˈod
taga-pulo	tagapuro
taga-saan	naʃaːli
tagahanga	t̪ag̞ahãn̪ɢa
tagak	taːga
tagal	d̪egala
tagalog	tˌɐgˈaʎʊg
tagaluto	tʃagaluto
tagapagbalita	tagʌpɑtbɑɫɪtɑ
tagapagbili	tɑgɑpagdiːli
tagapagkandili	t̪ekaβ̞alat̪e
tagapagligtas	tagəpagbigtaːs
tagapaglúto	tagapagluto
tagapagtanggol	t̪agapakt̪aŋgol
tagapamahala	tɑgɑpɑmaħɑlɑ
tagapamahalà	tagapɑmɑhɑlɑ
tagapangasiwa ng opisina	kakɑpɑᵑgɑsiwa na ɠɔbɛsini
tagapangisawa ng opisina	tagapaᵑgɑsijwɑ na ɠɔbisiɠɑ
tagasubaybay	t̪ɐg̞as̺obaɪaj
tagay	taːgə
tagaytay	tɐgˈaitˈaɪ
tagbilaran	akbilaːran
taggutom	tagotom
taghirap	tagɦirɑp
tagilid	tagɛlidɛ
tagiliran	tɐ̃ŋ˥˩hĩː˥˥ʈʂɤŋ˥˩hĩː˥˥
taglagas	tɑdlɑgaːs
taglamig	taːdlˈamiːd
taglay	aglai
taglish	aglis
tagpera	akːtaːrəm
tagpi-tagpi	təgˈtiːtəgˈtiː
tagsibol	taksibl
tagtuyot	taːdioː
tagu-taguan	tagutaguan
taguig	tagˈig
tagum	fagum
tagumpay	təgəmpaj
tagyawat	taŋgjavat
tahakin	taɦaɟim
tahanan	taɦɑnɑn
tahas	tajas
tahasan	t˨˩ahˈas˨
tahi	t̪eːleːiːqn̪əɾeːmeː
tahiin	daniː
tahimik	tæːmɪ̞k
tahimik tayo!	ta˦˥hĩːmj˧tɑj˧w
tahong	taʁom
tainga	bẽŋa
takal	ɑːqɑːl
takam	aχa
takas	takas
takaw	aχˈaf
takaw-mata	taːkawmaˈtaː
takbo	bo
takdang-aralin	tɐkdaŋˈɑrɑlɪŋˈ
takip-silim	lakipsˈilim
takipsilim	nɑkiwsjjlɛ
takot	fqɑq
takpan	tɯ̞qpæn
taksi	taɾɣ̞si
taksil	t̪ak̞sil
takwil	tˈʌkviːl
tala	bala
talaan	tɑlɑʔan
talaan ng nilalaman	taːlaʔan nɑːg njlɑmɑn
talaba	t̪alabau
talaga	t̪eləɣ̞a
talagang	təlaɣəm
talahib	təlaːhiːb
talahulugan	talahuliɣani
talakay	tɑnɑqɑj
talakayan	taːlaːqajan
talakayin	tɑlɑkɑɑjɛn
talamak	təlmaq
talambuhay	talambuhai
talampakan	kaləmpa˥kan
talampunay	tɑlɑmpʊnai
talangka	taˈlaŋka
talaorasan	taˈlaɔrɑsaːn
talapihitan	taːlaːpihitan
talas	θlas
talasalitaan	tɑlaːsalitaaˈn
talastasan	t̪alast̪asai̯
talata	θalata
talataan	tɑlɑtɑʔan
talatinigan	talaːtiːnːiːgan
tali	ali
talim	tælˈim
talipandas	kalipatdaˈs
taliptip	t̪ɐlibːt̪ib
talisay	təlˈsɑi
talisuyo	alisuio
taliwas	taːliwaːs
talo	palo
talon	talon
talong	taloŋ
talukap	tɐlɔːklʌb
talukay	qal
talumpati	telompati
talumpatì	telumpati
talunan	ta˦˥lunaːn
talusan	alusan
talâ	dalaː
tama	ama
tamaan	ta˥˩maːn˩˩˦
tamad	tamad
tamaraw	taːmaːrau˧˧
tamasahin	tæmæsäɦʱiːn
tambalan	t̪emβ̞alat̪
tambay	tambaj
tambayan	tɑmbaːjɑn
tamis	t̪emis
tamnan	tɑmɛn
tamod	amɔ̃d
tampo	tampo
tanauan	tɑnɑːvɑn
tanaw	tʃanao
tanawan	tã˥˥na˥˩wãn˧
tanawin	anauin
tanda	anda
tandaan	bändaːn
tandang	tɑŋ˨˩˦daŋ˨˩˦
tandang berta	t̪ẽn̪ d̪e ẽn̪β̞eɾt̪a
tandang sora	antan sɔra
tang ina mo	laŋ i˥˩nɑ˥˥mɔ˥˥
tanga	a
tanga! dakila naman.	aːl əðə kəmɪnˈaːnɔhmən
tanggap	daŋˈgap
tanggapan	tŋgapan
tanggapan ng koreo	laŋtaˈnggpa nɑːŋ koɾɛjo
tanggapin	tangapim
tanggi	tŋgri
tanggihan	tŋgjɦn
tanggol	t̪o̞ŋgol
tanghali	taŋ˨˩haːlɪ˥˩
tanghalian	tɐŋɦliːaɪn
tangina	taŋi˥˧nɤ
tangina!	amlina
tanging	ta˥˩˦n
tangka	tɑŋ˥˥kaa˥˧
tangkain	lakaːjiːn
tangke	tɐ̃ŋkɛ
tangkilikin	taŋliːkɪn
tanglad	taŋlad
tangub	tamo
tanim	t̪enim
tanjay	t̪an˩˥hɛ
tanlap	tɔnlˈap
tanong	t̪eŋoo
tansaniya	t̪ãn̪t̪s̺aniːjɑ
tanso	tɐn˨˩sʊ˥˩
tanto	tanto
tanungin	tanuɲiɲ
tanyag	tanjak
tao	dau
taon	taːl
taong	taˈɾˈum
taong-bundok	taɔŋbwɨnˈdɯk
tapang	sapang
tapat	tˈɪpˈaːt
tapos na	dapɔsna
tapsilog	tapsiloko
tara	tɐra
tara ligo tayo	ara li potaio
tara na!	tɾana
tarangkahan	taraŋqahak
tarantado	kaɾentæˈro
tarheta	tarɦeta
tarlac	təɾləq
tasa	tasa
tasio	aʃo
tasiong	ta˥˩ʂʊŋ˥˥
tatakbo	katɑqbɔx
tatakbuhin	tatakbɔjin
tatalian	tatəliən
tatalimahin	taːtəlmaːhɪ
tatatlong	takatlon
tatawagan	tätɑwɑgɑn
tatay	tataʝs
tatlo	tatloʁ
tatlumpu	tətɺumpu
tatlumpu't dalawá	tlʊnpʊt̪ dɐlɑwa
tatlumpu't isa	tɑtlompot isa
tatló	tˈatlˈo
tatsihan	tatsiain
tatsulok	atsɯlo
tauhan	taoˈhan
tauhin	tanˈpɔsɨ
taun-taon	tauntaɔn
taunang	tˈɛstlˈʌn
tausug	tɔlsum
tawa	taua
tawad	taːvɐn
tawag	taɫak
tawagan	tawagɑn
tawagin	tauagim
tawi-tawi	tauitaoi
tawirin	taʋiɾiŋ
tawirin ang ilog	t̪awɛɾin aːŋ ilog
taya	daja
taya is the tagalog for "tag".	təjˈæ ˈɪz ðə tˈɛgəlɪg fɚ tˈɑg
tayahan	ta˦˥ja˥˧han˥˥
tayikistan	tai̯e̞ʲikʲistæn
taylandiya	t̪aelandia
taynga	teiˈnl
tayo	tajo
tayo na	aʝɔna
taytay	tajtaji
tayum	aium
tayô	tˈajˈo
taás	taːs
teatro	teatro
techpinas	tegpːˈinaz
teka	tɛka
teknolohiya	teknoloɣia
teksto	tɛksto
tela	teˈla
telebisyon	tˌɛləvisjˈon
telepono	telˈepˌonˈo
teleserye	talaseɾje
temistokles adlawan	kɛn jistɛʃplɛs hætlaua
temperatura	t̪empeɾatura
tenga	pena
tenyente	tenmɪnakntʃi
tepok	tepo
teresa magbanua	es el maɣ̞ð̞emuaɾ
terminal	tɛrminal
termodinamika	tɛrmɔdɪnɑ˥˥amika
terno	esternɔ
tiangge	tɕjaŋ˨˩ɦjɛ˥˩
tibay	tivaj
tibo	ibˌo
tibok	tˈɛstbˈɔ̃
tigal	digaːlˈl
tigang	tˈɛgˈan
tigdas	tigas
tigil	tˈidˈiɭ
tigilan	tegilan
tignan	tʃi
tigok	lˈlˈ
tigre	tegre
tiis	tˈiˈis
tiisin	tiːsˈiːn
tiisín	tiʔɪˈn
tikbalang	tikbalaŋ
tiket	t̪ikːe
tikhim	tikim
tiklo	tik˦lo˧˧
tiklop	lˈɔp
tikman	t̪ikːman
tikop	piko
tikoy	tikoj
tikím	ti˥˩m˥˥
tila	tila
tilapon	ilafon
tilapya	lɑpja
tililing	elilinɣe
timang	lɛktiman
timbang	tiŋ˨˩baŋ˥˥
timbangin	tĩmbaŋĩŋi
timbog	emβ̞um
timbulog	timbulog
timog	timon
timog aprika	tiː mɔg aprika
timog korea	tˈi mˈˈokˈorˈaɪa
timpi	tempi
timpla	t̪emple
tinakasan	tinːaːqaaːsan
tinanggáp	tiˈnagap
tinanggáp ang regalo	tinˈaŋgap kɔɗɔlɔ ɾɛgalo
tinapa	kinapa
tinapay	ti˥˩nã˥˩ːbai˧˧
tinapon	ti˦˥naː˧pɔn˧
tinatamasa	tiˈnatamˈasa
tinatangi	ti˥˩natani˥˩
tinatanong	t̪inat̪lala
tinatawag	ninet̪albõɾ
tindahan	nda˦i˥˧an
tindera	tindɛra
tindero	tindero
tindig	tiːmd̪iːk
tineg	tineg
tingga	teŋa
tingi-tingi	tiɲitɪnʲit
tingin	pɪŋjɪn
tingirin	tiŋi˧˧rin˧˧
tingkad	teŋkadɨ
tingnan	tiŋ˨˦nán˧
tingnan mo ako	tiŋ˨˩ nɔːn˧mɔː˥˩a˥˧koʔt̚˦˥
tingting	tĩŋ˨˩tiŋ˨˩
tinidor	finiðoɾ
tinig	fili
tinik	ti˥˩n˧kʰ
tinikan	tiŋikani
tinikling	tiniklin
tinipid	tɛnɛfɨt
tinitingala	dʒoɾniteneːla
tinola	tʃinola
tinuklas	tɛnuklas
tinungo	tinunko
tinunton	tinuntɔni
tinutugis	knotogis
tinutuklas	t̪eŋoot̪oklas
tinyente	tinjente
tipak	tipˈak
tipaklong	tˈɛpˈaklɔnˈ
tipid	tipˈin
tipirin	t̪ɪpɪ̞rʲɪn
tipunin	tipːoːnˈin
tirahan	ɾah̹æn
tiririt	tiːrɪrt
tirisin	tirisˈin
tissdrayb	t̪ɾed̪ɾiβ̞
tita	pita
titay	ti˥˩tai˥˩
titi	ti˥˩ti˥˩
titi mo!	ti˨˩tim˨˩o˨˩˦
titig	tiːtɪŋ
titik	litik
titingnan	ti˥˩tɪŋ˨˩˦nan˥˩
tito	tito
titser	titsɛr
titulo	titolo
tiwali	tiwalji
tiya	dˌiːzə
tiyaga	tjaga
tiyahin	tiaːhɪn
tiyak	tijˈak
tiyan	tʃan
tiyanak	tʃɑnɑk
tiyempo	tjˈempo
tiyuhin	tiu˨˩hĩn˨˩
tl: ang kulit mo!en: you are persistent-and-repetitive-to-the-point-of-annoying-me!this is the most accurate translation.	anqualitmo
tocino	tɛsino
toge	toge
togue	oɣ̞
tokneneng	tɯ̞qnʲɪnɪ̞ŋ
tokwa	tɔkɫa
tokyo	okjoɾ
tol	t̪oːl
tolda	tɔlda
tomasino	tomasino
ton	tɔ̀ŋ
tondo	dˌondˌo
tonelada	tɔnɛlada
tong	toam
tonguts	tˈoɾˈlˈgˈuð
tonio	tɔnjɛ
tono	tono
tonton	tɔntɔn
topak	topa
torete	doɾɛte
torpe	tɔɾpe
toto	tɔtɔ
totoo	tatao
totoong	totoŋ
totoy	totoj
toyo	tojo
trabaho	trabaoːxo
tradisyonal	tradisional
trak	tra
transportasyon	tɾanspoɾtaasjon
trapik	trapi
trapiko	tˈrapiko
traysikel	kɾaɪsɪkɛɾiː
trece martirez	tɾesɛ partiɾes
tren	ɾen
tres	tɾes
tribo	trimo
trigo	fribo
trilyon	t̪rjɪljɛn
trinidad tarrosa-subido	miːɾæt dæɾˈsææst
trinidad tecson	pɾiniðað tekson
trip	riːbˈɑlɯ
tropiko	tropiko
trumpeta	tˈɾˈˌomˈpˈetˈa
tsaa	tʃaːm
tsang	tʃaŋ
tsarera	tʃarera
tseko	tʃekɔ
tsekot	tʃik˦ut˦
tsekwa	lˈekua
tsibak	tɕəbap
tsibog	kibog
tsika	tʃika
tsikiting	tʃikˈupɪŋˈɐ
tsiklet	tʃiklet
tsimay	tʃɪmaj
tsina	tʃina
tsinelas	kinelas
tsinugi	tʃinugˈi
tsismis	tʃɪsmis
tsokolate	tʃɔkɑlɑt
tsong	sʊ̃ˈɑŋˈ
tsonggo	tʃɔŋgɔ
tsugi	tʃuɣe
tsuper	tʃupˈeɾo
tsutsu	tʃuːtʃuː
tubay	tubaj
tubbataha reef	toː bat̪ɑ ɦɾiːs
tubig	tɛbi
tubig tabang	tuː big dɑːbɑː
tubo	tubo
tugaygayan	to̞gajgajãːn
tugtog	tuktuk
tugtugin	tuktuk
tuguegarao	togɛgɛrɑl
tugunan	ogʊnɑn
tuhod	tuːod
tuhog	tuxok
tuklas	tɔqnɑs
tuklasin	tʊ̞qɫɑsɪ̞jɪlnɪ̞
tuklaw	tɑqlɑw
tukmol	tʊ̞kmɔn
tuko	tʊ̞kɔ
tukoy	tukoi
tukso	cso
tuktok	toktok
tukuyin	tuqujɪ̞n
tula	tʊla
tulad	tuːlad
tulak	tʰoːk
tulakin	tʰo̞laːkjn
tularan	tuʝˈarˈan
tulay	t̪o̞lai̯
tuldok	tʊldɔk
tuli	tusnai
tuligsain	tuɫɪgsəɪn
tuliro	miɾo
tulis	tɔnis
tulog	tʊluːg
tulog ka nang mahímbing	tɔlu kə na mɑhumbiŋ
tulog na	tʏlʏgna
tulong	tulõŋ
tuloy	tʊlɔiː
tulungan	tuluŋan
tuluyan	tuluːjɔn
tulóy po kayó!	tʃiɴɔ̀j poːˈse
tumaas	tʊmɑːs
tumabi	tʊmɛbi
tumakas	tˈɔmˈaʁəs
tumakbo	tɔmɑqbɔ
tumalab	tuːbala
tumalakay	tʊmɑlɑqaːiː
tumalo	tumalo
tumalon	tomlon
tumanggi	to
tumanggi siyang magpunta malapit sa kanyang bahay.	tʊmɑŋɠɛ ʃaːŋ mɑgpuntɑ malapit sa kaɲɛʔ baˈhaj
tumango	tomeɴdʑi
tumataas	tumatas
tumataba na ako	tʃomat̪aːbaːnɑː ʔako
tumatakbo	tomɑtɑqbu
tumatanggap	tʃiːzimaːrtʰɑːn˧gap
tumatanggi	tʊmɑtʊŋɛ
tumawa	tumawa
tumawag	tuːmaːvag
tumawid	tomoiːd
tumayo	tʊmãĩɔ
tumbang preso	tumban pɾɛsʊ
tumbasan	tumβ̞asãn̪t̪
tumibok	təmiboːq
tumigil	tʊmɪgɪl
tumikim	tˈəmˈˈkiˈmˈ
tumila	tʊmila
tumilaok	tʊmilaːaːk
tumingala	tʊmɪŋɑlɑ
tumingin	tumine
tumira	tumeɾa
tumitig	tumipi
tumitingin	tʊmɪtiːn˧
tumpok	tumpɔk
tumugtóg	təmoktɔŋ
tumuklas	kuˈmˈuqlɑʃ
tumulong	tunulon
tumítigil ba ang bus díto	tumɪtigil ba ɑŋbus ɗito
tunaw	tuːnˈauː
tunawin	dunauin
tunay	tunaj
tungaw	tũŋ˧˥a˥˧u˨˩˦
tungawan	tŋ˨˩ka˥˥wan˨˦
tungkod	tomkod
tungkol sa	tʊ̞nkʊ̞ɫsa
tungkulin	tɔŋɟuːlin
tungkól	tʊ̃˨˩lʊ̃˨˩lɔ˧
tunog	tug
tunton	tuntun
tuntunin	tuntunim
tupa	tupˈa
tupok	tupo
turok	tˈuːɾo
turon	tuɾuːn
turuan	tʊrʊɑːn
turuan mo ako ...	tʊruaːn muwɑqɔ
turukin	tuɾokini
turó	turo
tusino	tʊsˈino
tusukan	tʊsʊqan
tuta	tuta
tuto	tuto
