1	yks
tuletõrjekaater	tuletørieˈkɑːtˑeːr
tuletõrjepealik	tulɛtɔriɛpɛɑlik
tuletõrjetorn	tulætøæriãtɔrnɑ
tuletõrjuja	tulˌetˌyrjujɑ
tulevane	tulɛvɔnɛ
tulevik	tulɛvik
tulge	t̪uɫkæ
tuli	t̪uli
tulikas	tulikːɑs
tuline	tʊɛline
tulipart	tulipɑrt
tuliselt	tˈulˈiːsəlt
tulisemad	tˈulˈisɛmˈat
tulistus	θulistus
tuljak	tou
tulla	tula
tulnud	tulnut
tulp, tulbad	tˈʊlp tˈʊlbaɾt
tulp, tulbid	tulbˈ tulbˈiːd
tuluke	twˈɛlkə
tulus	twluz
tulusus	tuɫoːsos
tulutoov	tulutoɔv
tulutu	tʊlɔtːɔ
tume	tumɛ
tumedus	tʊmɛtʊs
tumepunane	tumepunane
tumeroheline	tʊmɛrohel
tumesinine	tʊmɛsinene
tumetilder	tumetild̥er
tumm	tʊ̞m
tund	twnt
tunderõhk	tʏndærʲɪk
tundetu	tundɑt̪ˈtʊp
tundetus	tugɛtːos
tundja	tundʒa
tundlik	tʊ̞ndlʲɪk
tundma	tundma
tundra-neppvigle	tundrɛnɛpviklæ
tundrakaur	tu̯ntrakau̯r
tundrakiur	tʊ̞nːtɾakjuɾ
tundrarüüt	tˈundrˌɑryyt
tundub	tundup
tunduma	tuntomɑ
tuneesia	tʊnesja
tungiv	toːŋkiːm
tunne	tune
tunnel	tˈunːəl
tunnen	tunlan
tunnistab	tuɲːnistap
tunnistaja	tui˥˩ːmisdaja
tunnistama	tuiŋisdɑmɑ
tunnistamine	tʊnistɛmɪnɛ
tunnistanud	tˈujˈnnˈestˈɛnʒut
tunnistas	tuinistɛs
tunnistus	tʊjnʲistʊsʲ
tunnustus	tuːnmʊstʊs
tuntav	tuntam
tuntud	tʊnˈtut
tupik	tupˈi
tupp	tup
tuppa	tupːa
turba	turpɑ
turbiin	tˌuˈrpiˌiˌnˌ
turg	turɾɯ̞k
turism	tʊɾism
turismibüroo	tʊrɪsmɪbɪrɔ
turismipiirkond	turismepʲirkont
turismipiirkonnast	turizmipʲiːlkonnɑst
turkestan	tʊrkɛstæn
turnee	t̪uɾne̞
turniir	tuɾnˈiɾ
tursk	tʊrʃk
turske	t̪uskɐ
turteltuvi	turtˈtɛltvˈi
turumanipulatsioon	turmuːnipulatsiːon
turundusjuht	ruŋduʑuht
turustaja	tʊrɔstɑjɑ
turvaline	tʊrvaljne
turvamees	t̪uɾβ̞amez
turvas	turvas
turvavöö	turmavɨ
tusane	t̪oːsɑːne
tusatsema	tusatʃema
tuss	tws
tutkas	tutkas
tutt	tut
tutt-tihane	tˌutˌtiɑnˌ
tutt-tiir	tuittiːl
tuttav	tʊ̞tːɑv
tuttava	tutdava
tuttavaks	t̪ot̪t̪aβ̞aks
tuttavaks saama	tutːɑvɑk sɑːmɑ
tutte	tutnɛ
tuttlõoke	tˌutɛiˌˌlˌoˌˌkˌˌɛ
tuttpütt	tˈutpˈyt
tuttvart	tʊtːvˈart
tutvuda	tutvutɑ
tutvuma	tʊ̞ttʲwˈmɑ
tutvumine	tʊ̞tːvũmɪ̞nɪ̞
tutvus	tʊtˈtɔz
tutvusin	tutvɨʃi
tutvustada	tˈuːtˈatˈata
tutvustama	tutːaztama
tuuakse	pɔɫɔkse
tuuba	tup̚
tuukan	tuˈukˈkɑn
tuul	tul
tuulde	tˈoːlde
tuulemõõdik	tɔːlːɛmøːdik
tuuletallaja	tuːleːtælˈlɑjɑ
tuuleveski	tːoːlːɛːvˈeski
tuulik	tˈuːlɪk
tuuline	tuːlɪ̞næ
tuulium	tuvoljum
tuumik	tˀuːmiː
tuunikala	tuːniːkɑlɑ
tuuniplaan	tʊnˈniːplˈɑːn
tuur	ur
tuvalu	tuvalo
tuvastama	tuvɒstɒmɒ
tuvastanud	tuvastɑnut
tuvi	tuvi
tuvila	tʊvˈiːla
tädi	tɛdi
tädipoeg	tˈɛdibɔːɛk
täditütar	tˈɛdˈidˈʉtˈar
tähekesed	tæhˌekˌiseˌ
tähele panema	daha la pɔnɛmɔ
tähelepanelik	tæheːlepɑneːlikː
tähelepanu	tɑɦɑlɑpɑnɔss
tähelepanu!	taɦɛlɛpɔnɔ
tähendus	ðajɛndəs
tähenduses	tæɦe̞nd̥usest
tähestik	tæhe̞stik
tähestikjärjestus	tæhɛstikjæɾiɑstus
tähko	daħakɔ
tähniksalamander	tæhniˈksɑlɑmɑnd̥er
täht	tɑht
tähtis	taħtʃæmˈsɑd
tähtkiri	læhtækʲiːri
tähtkuju	tɒhˈtkɒlɒ
tähtvere	tɑhtvɛra
täi	tajˈi
täidetud	tɛjtɛdtʊd
täielik	tɛjːælɪk
täielikult	tʊ̞jɑlɪ̞kɔtʰ
täiendamine	tˈɛjjˈɛndamˈin
täiendav	dajjɛndaf
täiendavat	tajɛndamat
täiendus	dʒuʃiːɴtuz
täiesti	pʰeˈʃti
täis	plˈejs
täisealine	tæisejɑːline
täiskasvanu	tˈeːskˈasfɑnˈnu
täiskasvanud	t̪e̞jskasvanut̪
täisnurk	pɛjsnur
täispilet	tæispilːet̪
täisruut	tˈɛjsroːt
täitma	dɛjtma
täitsa	tejtsɔ
täiuslik	tæjˈuslikː
täiustama	dajeʃtama
täiustus	daiʊstʊs
täna	dana
täna õhtul	tanɑ ʊ̞χtul
tänama	tanaːmɛm
tänamine	t̪anamne
tänan	fɑːmˈ
tänan küsimast	tɾɛnɑn kɪʃimas
tänan teid väga	tanan dɛ itʃ ʋɛka
tänan väga	tɾˈɛnn inʋˈakˈa
tänan, ei	t̪anonii
tänapäevane	laːnaːkʰaːɑːwɑːnɛ
tänav	tɛnɑv
tänavalt	tˌɑnˌɑˈvɑlt
tänu	tˈanˈwˈ
tänud	dæɾˈnuːt
tänulik	tanulɪk
täpikhuik	tˈapˈkˈʁˈʒˈ
täpiline	tɒpbeline
täpne	tˈapnˈ
täpp	tˈɛpˈdˈɛ
täpselt	tæpsɛlt
täpsus	tɛpsus
tärklise	t̪erkɾise
tärn	tɛrn
tätoveering	tæˈtiˈɑvɛjrɪŋ
tõbi	tupi
tõde	tutˈe
tõdeb	tɯ̞bɯ̞p
tõdema	tutɛma
tõeks	tʃi
tõeline	rɛɛliːne
tõelisus	tuɛlisus
tõendamine	tyˈɛntɑminˈɛ
tõenäoline	tɔjɛneɔlʲine
tõenäoliselt	tɔːnaːɔːlɔʃaːlt̚
tõenäosus	tʃienaosus
tõesti	tɛstɪ
tõhus	təɣuz
tõhusus	toɾuzos
tõi	tɯː˧iː˨
tõid	tˈoːt
tõin	tɔjˈin
tõlge	tʊ̞jlkæ
tõlk	tʊ̞lk
tõlkima	tɤlkʲimɑ
tõlliste	tʊ̞jljɪ̞sʲtʲɪ
tõmbama	tɨmˈbɔlɑ
tõmblukk	tɯ̞mplʊ̞k
tõmmu-lehelind	tˈɵmˈmɔləhˈɛlɪnd
tõmmuiibis	tˈɔ̃mˈˈɔ̃ibis
tõmmukajakas	tɤmˈugɑjˈɑkˌɑs
tõmmuvaeras	tɐ̃mːʊ̃vaɪɾaθʊ̃
tõnis	ðœ̃nˈis
tõnismäe	tɔnismɛ
tõnu	tɨnu
tõnu kaljuste	tɨm u kalʲixtɨ
tõnu kõrvits	tˈɛn ˈɔvr vˈɪts
tõotada	tɾˈɑtˈtɑdɑ
tõotav	tɨɔddɑf
tõotus	tɛːtːus
tõravere	tʊravene
tõrjuma	tarɾioma
tõrjus	tuːɾius
tõrva	tyrvɑ
tõrvandi	tuɾvãn̪t̪i
tõsi	tusi
tõsine	dʊxˈine
tõsiselt	køː˧siːsæx˨˩t˥
tõstamaa	tʊɪstʃiːmɑː
tõukama	taukːɑmɑ
tõus	dˈoːz
tõuse	tɨwˈsɛ
tõusen	tɯ̞usɛn
tõusen püsti	tɤusɛn pysti
tõusev	ðˈoːsæp
tõusis	tɪu̯sʲisʲ
tõusku	tɨwʂku
tõusu	duzuz
töö	tɛ
tööaeg	dˈoːˈaɪk
tööd	tɛt
tööhõive	tøgɛiːvɛd
tööhüpotees	tøːhøpːɒteːs
töökaaslane	tøːkøːslɑnˌ
töökas	teːkkæs
töökoht	tɛːrkoːht
töökuulutus	tøːkuːluttus
tööline	tølile
töömees	tˈɚmɚz
tööpind	tøːˈbint
tööpõlgurlus	tepoɫeguɾlos
tööriist	tœrist
töös	teg̞s
tööstus	testos
tööstuslik	tøːstˀɔslɪkk
töötada	tøːtːadɑ
töötaja	tøːtˑɑjɑ
töötama	tøːtˑɑmɑ
töötu	teːtːu
töövihik	tˈɚvi
töövõimetus	tø̞vɤimestus
töööö	te
töööös	dɛɾs
tüdimustunne	tʏdˌiːmˌuːstunˌnə
tüdineks	tuːdiːneks
tüdruk	dˈʉdrˈɔk
tüdruku hani	tɨ drukkau hajni
tüdrukud	tˈʰɛdrˈokːut
tüdrukuid	tʏtrokkɑuid
tüdrukut	tyːdrɔkːot
tühi	tøːhˈi
tühine	tyːxiːne
tühistamatu	tyhʲiˈstɑmɑˈtˈu
tühistamine	tyskjˈstɑmɪn
tühistatav	tyhʲistatːɑv
tükeldama	tykɛldɒmɒ
tükeldatud	tykɛldɒtot
tükk	dˈʌk
tülikas	tʏlikːɑs
tülitama	tyljɑtˌtɑmɑ
tülli	tyllˈe
türa	dyra
türgi	tʏrki
türi	tyɾi
türisalu	tyrisɑlu
türkmenistan	tʏrkmɛnɪstan
tüsistus	tysistus
tütar	tʏ̞tɑr
tütarlaps	tˈʉtərlˈa
tütrepoeg	dʏdpɾəpɔikt
tütretütar	tytrɛtytːɑr
tüvest	tɛvɛst
tüvi	ttyvˈi
tüümian	tˈymˈiˌˈɑn
tüüpiline	tyyppe
tšaad	tʃɑːt
tšau	tʃau
tšehh	tʃɛk
tšehhi	tʃekɕi
tšehhoslovakkia	kʃɛːhɑːlsɫopaːk
tšeki	tʃikːi
tšekiraamat	tʃekːiɾamant
tšello	tʃɛn˨˩lɔ˨
tšempion	tʃmpjon
tšiili	tʃili
tšilli	tʃili
tšutšufrei	tʃuːtʃtʃɔbˈdeɪŋ
u	u
uba	upˈa
ube	upæ
udu	wtˈt
udukogu	ɔtɔkɔkɔ
udune	ɔtuna
udused	ɑuduʁsæt
uganda	ugɑnda
uhke	ʊ̞hkɑ
uhkus	uhˈkʊs
uhtna	ɔhtna
uibopuu	uipɔpɔ
uimane	wuman
uisk	wˈɪsk
uisud	oːisʊt
uisutamine	uisutɑmine
ujula	ul
ujuma	vojo
ujumispüksid	ʊjɔˈmɪspøksii̯
ujuv	u
ukraina	krajna
ukrainlane	ukrɑjnlɑmɛ
uks	ks
uksed	ʊksɛt
ulatus	ulatˈtʊz
ulila	ulila
ulme	fulmæ
ultraviolettkiir	uzdravɛlɛtskɛ
umbes	umβ̞as
umbes ajutiselt pilet	om b̥esɑjʊtˑiselt ilːe̞
umbkaudne	umpkau̯tne
umbmäärane	õmbmɛrɑnɛ
umbrohi	umprojɛ
ungari	unhaɾi
uni	uni
unistama	unjiʃsama
unistus	unistos
uno	ˈuno
unts	wˈint
untsus	muːntsuz
ununenu	ˈunʊnˈɛnu
unustama	ɦunostama
unustamatu	unustamaktu
unustus	unustuz
upakil	apäqtɪr
uppumatu	upkompaso
upsakas	upsɑkːɑs
upsakus	upsakuz
uputus	uputus
uraan	ʊrraːn
urbaniseerumine	uɾb̥ɑniseːrumiˈne
urg	urt
urgas	urqɑs
uriin	riːiˌnˌ
urmas klaas	urmɑ sklaːsʲ
urmas kruuse	urmɑs kruːzɑ
urmas paet	urmaːs paja
uroloog	ɑrɑlɑk
uroloogia	uɾɔlɔɔkʲiɛ̀ːn
uruguay	ɾukˈoaˈi
urvalind	urvaliŋd
urvaste	urvastɛ
urve	urve
usaldamatu	usɑld̥ɑmɑtˑu
usaldamatus	usɑltɑmotus
usaldav	usɑltɑ
usaldusväärne	uzaldˈusvˈɛrne
usbekistan	oːsbˈeːtkistɑn
usbekk	uspok
usin	pu˥˩˦
usinalt	usiːnɑlt
usinasti	usiinɑsite
usinus	usʲinus
usk	uʃ
usklik	uzklik
uskmatu	uskomatto
uskuma	uʃkuna
uskumatu	uzkomadːu
uskumus	uskumus
uss	us
ussiauk	usʲeau̯
ustav	pʊstɑf
ustavus	usdavus
usu	uθu
usutamatu	ɑmɑtˌtɑmɑtˌˈtul
usutav	usutːɑ
usutavalt	usutːɑvɑlt
usutlus	uzutluz
utoopia	utopja
utoopiline	utaopiline
uudised	uːtˌiːzəd
uudishimulik	oːdˈɪshˈimˌeːlik
uudistavalt	uːðistɐvolt
uudne	ɵːtnɛ
uudsus	utsus
uued	ˈaɪ
uued sussid	huz wˈʌt sʊstsiːdˈ
uuem	ˈue
uuemõisa	uːæmɤisæ
uuenda	uvɛnda
uuendus	uẽn̪d̪os
uuenduslik	uẽ̞nt̪us̺ik
uuesti	uːæʃtɪ
uunikum	uːnikːum
uurija	uːria
uurimus	urimuz
uurimuslik	uːrimuːslik
uuring	ˈuːrɪŋ
uuringust	puːrinːgost
uuristus	uristos
uurits	uɾits
uus	uz
uus maailm	ˈuz mˈaɪl
uus-meremaa	ˈuːzmɛrɛmɑ
uusaastaöövastuvõtuhommikuidüll	muːsɑːstøːvɑstɑvɑtˑetuhɑmːikuihini
uuslinn	ɾʊslin
uut töötajat	uu tøːtːa jɑtː
uuteks	uːtɛks
v	be
vaablane	vˈaːblanˈɛ
vaadake	bɔːdɔkˈke
vaadata	vaːtˈɑˈttɑ
vaade	pate
vaakum	faqqum
vaal	vˈɑl
vaalalised	vɑlɑliseːt
vaar	dˈɑːr
vaarao	varau
vaarika	morika
vaarikad	voːriːkːɑː
vaarikapunane	parikabunaːnɐ
vaarikas	fɐɾikɐz
vaarikpunane	fuaːrɪkpwnan
vaas	bɑːs
vaata	atːa
vaataja	fˈartˈɑja
vaatajaskond	qɑːtkɔjassɔnt
vaatama	vɑːtˈtɑmɑ
vaatama televiisorit	fɑːtːɑmɑ teːlɛ viːsɑti
vaatamata	vatamata
vaateaken	vatːeokːen
vaateaknale	vatːaˈakːnˈɔlˈɛ
vaatleja	bat˥læː
vaatlus	fɔtˈlɔs
vaatlustorn	vɑːtˈlustɔrn
vaatus	pau̯t̪uɾ
vaba	vapa
vabaabielus	wabaːpiːjɛluːs
vabadus	paˈpaθus
vabadussõda	vabatussɨda
vabalt	vɔbɔlt
vabameelne	vapamɛlne
vabanda	papãnˈt̪a
vabandada	vɑbɑndɑdɑ
vabandage	apandake
vabandama	vɑpɑntɑmɑ
vabandatav	kabaːntatːə
vabandust	babaːnduʃt
vabariik	vabarɛk
vabarn	apar
vabastaja	vˈabˈaːstˈa
vabastus	papastɔs
vabrik	mˈɑprɪk
vabrikant	paprikomp
vadak	vatˈak
vadjalane	voð̞eɾona
vaegus	vˈaɪv
vaene	vˈaˈjɛnɛ
vaenlane	vo̞ɛnlɑnɛ
vaenukägu	vojnˈo
vaenulik	b̥ɑjnulik
vaenulikult	voinuulikul
vaeseke	ˈpuːeˌseˌksˌeˈɾˌss
vaestemaja	oːeːsˈtemɑjˈnɑ
vaesus	voaesos
vaev	moɪ˥˩
vaevaline	voæːliːne
vaevalt	vɑːivɑːlt
vaevu	vˈaɪvəl
vaevus	vo˩˥ːeːvus
vagadus	ʋɑqɑːsɑsˤ
vagun	vɑːɣuːn
vaguralt	vakuɾa
vagusi	vˈɑːɹkˌuːzi
vaguvaallased	vɑkˌuvɑˌˈvɑset
vahe	væˈhe
vahejuhtum	ɔɦeːɔtum
vahel	bɑɦɛl
vaheldumisi	wahelt̪umɪsʃi
vaheldus	moheltos
vahele	pohele
vaheliti	vohe˥˩ːliti
vahemeri	vɑhemeɾi
vahemik	ʋɐheːmiːk
vahend	vˈɒhˈɛnt
vahendama	voheːndɑmɑ
vahendas	vˈɔhˈɛndˈarˈs
vahendid	vohemdit
vahenditest	awhɛndɪtɛst
vahepealne	voːhˈɛbəˈɑlnə
vahepealse	mohɑjpeːɑlse
vaher	bˈɑhˈər
vaherahu	vɑhɛɾɑhˈoː
vahest	vˈaɪst
vahet	ˈoːhə
vahetatav	vɑhetˌɑtˌɑ
vahetevahel	qa
vahetult	kɔɦetɔl
vahetus	vɑhetːus
vahetusüliõpilane	voˌhetˌysyljɑpilanæ
vahi	vahi
vahistama	vɑhistɑmɑ
vahistanud	vahistaːnˈnˈɑd
vahistatu	vɑhistɑtu
vaht	vˈaxt
vahtkond	vɑːhtkɔnˈd
vahukoor	avau̯koːr
vahune	vohuːna
vahur	laɣˈoɾ
vahusti	vɑhusti
vahva	mɑħˈbɑ
vahvalt	voqvalt
vahvel	vo̞ˈhˈræl
vaibale	jɑjbɑla
vaibumatu	vojɨpəmɑtːu
vaida	fajta
vaidlematu	waːjɛldɑmɑt
vaidlus	fau̯e̞jɟʝs̺t̪os
vaieldamatu	vojjɛltɛmaɾtɔ
vaieldamatult	koːjjlmɑɾoːɾ
vaieldav	vojjɛlɨk
vaieldavus	rʊ̞ɑi̯eːldʊvˈoʊb
vaigistamatu	vojgiskɛmɑtu
vaigistavalt	vɑig̊istɑvɑlt
vaigisti	væːkisti
vaigistus	voigistus
vaigune	boaikuna
vaik	vˈaɪk
vaikimatu	vɑikkimɑtːu
vaikiv	vˈɑikɪf
vaikne	bwajknə
vaikselt	væjksɛlt
vaim	væim
vaimne	bæjmnɪ̞
vaimselt	vˈɑːiːmselt
vaimsus	ʋɑːiːmsus
vaimukas	væimukːɑs
vaimukus	vojimuhkosu
vaimulik	vojmule
vaimumaailm	vɑimumɑːɑlm
vaimumaailmaga	vɑimumaaːilmɑgɑ
vaimustus	ʋɑimustus
vainurästas	vajnurrestos
vaip	vˈaɪ
vaistlik	pɑistli
vaistlikult	skuʲt
vait	wˈaɪt
vaivara	faɪvɑɾɑ
vajadus	voiaɾos
vajaka	vaja
vajalik	væjɑlikː
vajalikkus	væjɑlikːus
vajuta nupule	vɑjʊtˑɑ nupulɑ
vajutama	vɑjʊtɑmɑ
vajutus	voiutus
vakantne	vɑkːɑntnæ
vakantsus	pokkontsos
vaksik	pɑksik
vakstu	vokstu
vaktsiin	kʰoːtseː
valaja	vola
valamu	vˈalamo
vald	vˈalt
valdaja	loːlɔːsɑjɐ
valdama	vˈɑllˌeːtɑmˌɑ
valdav	voːlɾov
valdavalt	mol̪t̪abol̟
valdkond	tlalkun
valdkondades	gɔltkɔndadɛs
valdur	valdɔr
valdus	palðos
vale	vale
valelik	bolɛlɨ
valendus	voːlɛndu
valents	walint̪s
valesti	poles
valetamine	mɒletːɒminɛ
valga	vˈalka
valgamaa	ɑlkɑmɑː
valge	β̞olʝeke
valge meri	vɑlge meri
valge niilus	vɑlkæ niːlus
valge vein	ɑlg̊ veːn
valge šokolaad	bɒlgɒ ʃokːolɒt
valge-toonekurg	vɑlked̥oːnekurk
valged sõstrad	molg̊et sɤstrɑd̥
valgeid	vˈɑlkəiːt
valgendi	kwl̟β̞e̞n̪t̪i
valgendus	alalɣ̞und̪os
valgepõsk-lagle	vɑlkʲerpɤsːklɑklɛ
valgesaba-kiivitaja	vɑlkːesɑb̥ɑkivitɑjɑ
valgeselg-kirjurähn	vɑlkeselkiljurɑ
valgesilm-vart	vɑlg̊esilmvɑrt
valgetiib-viires	vˈɑlkətiːpˈiːres
valgevene	oalkeβ̞ene
valgjärve	vɑlkjɑrvæ
valgus	pɑlkus
valguses	mol̪t̪kasses
valgusetu	uaːlgəzˈɛtˈnuː
valgusfoor	volguzfor
valgusfooris plingib kollane tuli	polkuz foːris flɪnkip kolɑ me tuːli
valgustatus	waːlgusˈtəko
valgusti	pɑlgusti
valgustus	valʲkʊsʲtʊs
vali	vˈˈalˈi
validool	waːliːtoːl
valiidsus	valiːtsʊs
valijaskond	vojlʲjaskon
valik	pojɛnj
valikuline	valiqoliːnə
valimatu	volimato
valimine	vojliːmine
valimised	bolʲomisɛ
valimispäev	vˈaɪlɪnˈispˈaɪɚ
valitav	vælʲitːɑ
valitseja	politsɛɾ
valitsejanna	baliseotʃiam
valitsev	voːlitsøv
valitsus	balitsos
valitud	vɑjiltˈud̥
valjad	valljad
valjad on kallid.	vɑlljɑd̥ on kɑllid̥
valjala	voljɑlɑ
valjult	baːljum
valjusti	valioːsʲti
valk	spəlk
valka	plqɑ
valkjas	wˈiʊldkˌeːs
valkudega	olgʊdɛga
valla	vˈalla
valla pääsema	vɑllɑ pæːsemɑ
vallaline	vˈɑllɑɫˈini
vallandatav	ibʔalaːnʒaːkːt̪ab
vallandus	ɫ
vallatu	dˈesˌtˈɾˌa
vallatus	β̞aɫat̪t̪
valle	poːlleː
vallikraav	vojlʲiːkraːv
vallo kirs	fɑllˈo kˈirˈres
vallutus	swˈalʊtˈo
valmik	boelmi
valmis	ɑːlmɪ
valmistama	qɑlmɪstɑmɑqt
valmistoit	vɑlmistuit
valskus	varso
valss	fˈɑɭʃ
valu	valo
valuga	molˈoːvɑ
valulik	valuli
valuline	valoɫine
valus	vˈɑlˈos
valusalt	voːlˈoːsɑːr
valusasti	valoːsɑisˑti
valutage	mɑlutːɑg̊ɛ
valutama	vɑlutˈtɑmɑ
valutu	valuttu
valuuta	aluta
valuutavahetuspunkt	vɑlutaʋɑhæetːuspunkʲt
valvama	vɑlvɑmɑ
valve	olve
valvel	valven
valvsalt	vˈɑːlbəsˈalt
valvsus	ʋɑːlɔɾðəbˈeɪsoːs
valvur	waːloːr
vammus	vampuz
vampiir	vampɪri
vana	bona
vana-antsla	voːnaˈantslɜ
vana-mustamäe	ɑnɑʔmæʃtɑmɛ
vanaadium	bonadɪum
vanaaegne	ɒnɒhɒikne
vanad	mˈɑːnˈɑːt
vanades	panantes
vanadushaigus	vɑnɑːtusɑiːˈg̊us
vanaema	vanoɑɛma
vanaemad	vˈɑnˈoəmˈɑd
vanaisa	bonaɦitæm
vanakene	ponakine
vanaldane	panolˈtɑˈne
vanalinn	vɑnɑlɪn
vanalt	vɑnɑlt
vanameelne	vɔnɑmeːlne
vanamees	bwˈanˈaːmˌeθ
vanamoodne	vanɑmɔːtnɛ
vanaonu	bonaonu
vanaroosa	vænaroːza
vanasti	konosti
vanatädi	bɔnaːteti
vanavanaema	vˈɑnɜvˈanɜˈeːmɜ
vanavanaisa	ænægɑnɑːɪsˈɑm
vanaveski	ponoːvɛjske
vandelkajakas	vɑnd̥elkɑjɑkˑɑs
vandenõu	aːntɛnɛu
vandesõna	kwãn̪d̪esona
vanduma	vand̪emẽn̪t̪kõãn̪t̪mõãn̪t̪
vanem	bonem
vanemad	mɑnɑjæmɑts
vanematega	oneˌemɑteˌekɑ
vanemlik	vænæm
vang	tɑŋ
vangerdus	kongɛrdʊs
vangistus	balgˈisˈtoːs
vangla	tɑːlˈʊntɑː
vangutus	vɑŋg̊utus
vanilliin	po˨˩˦n˧˥lɤ
vanker	bõŋ
vankri	manko
vankumatu	tɛnfɔmɔtɔ
vann	vˈæn
vannituba	vˈanˈnitɔvˈa
vannitus	vajnitə
vannutama	d̪enokt̪ama
vannutus	knoːktoːɾ
vanuatu	anʊato
vanune	vˈɑːɾnˌoːne
vanur	oanuɾ
vanus	bonab
vanust	mɔːnɔːʃt
vanutama	kˈanˈʌftɑmə
vanutus	pɑnuktˌus
vapp	wap
vapper	vapːɛr
vapralt	papːə
vaprus	tapro
vapsik	vˈɑpsi
vapustavalt	papusdavo
vapustus	ɑsˈtoapʊsɨ
vara	vara
varaan	waɾaːn
varajane	ibɒrn
varakult	pɑraqkɔn
varaline	voɾaliːn˧
varamu	voram
varandus	ɑrɑndʊs
varanduslik	arantɔsʲɔ
varas	pˈaɾas
varasemalt	barasemɑlt
varastada	varaʃtada
varastama	varaztamo
varastamine	vɑrastamʲil
varastatu	arastatu
varbla	vˈaɾplæ
varblane	varpljɑnɪ
vardja	bɔrɛtʲig
vardo rumessen	vartɔ rʊmɛssɛn
vareenik	vareni
varem	vorɛm
vares	bares
vargil	vˈɑrkil
vargile	ɑˌrɑˌkile
vargsi	vortsi
vargus	maːrakːu
vari	vˈɑri
variaabel	bˌaːriːˈɑːbən
variatsioon	varjatʃuːon
varieeruvus	pareɾos
varieteelik	marjet̪e̞lɛ
varing	pɔɾeŋ
variser	ʋariːsʲær
varitsus	orʲìːtsus
varjama	varjɑmɑ
varjamatu	d̪eriemelst̪eu
varjamatult	variɑmɑˌtˈtul
varjas	varjes
varjatult	varietːu
varjatus	variatːus
varjend	poɾˈgæn
varjualune	foɾiwɔlɔnɛ
varjuline	ʋaːrjuːlʲiːn̪a
varjund	koːr
varjunimi	waːrjoːnimi
varjupaik	varjopæik
varjutus	vɑriutlus
varnja	parɲa
varr	β̞aɾ
varras	boras
varretu	vorretːo
varrukas	vɑrˌruˌkkɑs
varruline	varɾuline
vars	β̞aɾɾes
varssavi	poɾsebi
varsti	arsti
varstu	v̞ars̺u
varustatus	varostatus
varustusülem	vɒruːztusyleːm
varvas	vɑrvɑs
vasak	vɑsɑk
vasakul	vosækul
vasakule	vɑsɑkːule
vasakult	losɒt̪kõm
vasalemma	kɑsɑlemmɑ
vasar	bazaːr
vaseliin	vostʃãmbãnliːn
vasikas	wasʲitkas
vask	mɑʃk
vaskne	eskõmne
vasksulfaat	væskõɬfæːt
vaskuss	pozɪkust
vast	baʃt
vasta	vˈasta
vastakuti	pastɑkɔttʰi
vastama	vˈɑstama
vastamisi	vastɔmisi
vastan	vastan
vastandlik	past̪aːn̪t̪lik
vastandpoolus	vˈastˈaːndpˈɔlʊz
vastandsõna	wˈɑzdˈaʊnttˈunˈoʊ
vastandus	vastɑŋdos
vastane	vastanɛ
vastastikkus	vɑstɑstikːus
vastastikune	vɑstæstɪkɔnæ
vastav	vostav
vastavalt	pastɑvɑlt
vastavus	β̞ast̪amoz
vastik	tʃi
vastikult	vojsd̥ekon
vastikus	bai̯
vastlakukkel	vɑstlɑkukːɑl
vastne	vɔstɲɛ
vastse-kuuste	astsɛkɔɦustɛ
vastseliina	past̪saɾina
vastselt	vˈɑstsˈɛd
vastsest	wastsɛst
vastu	pastu
vastunäidustus	ɑstʊnæi̠tʊstus
vastuolud	vasʃtˈɔɾnɔt
vastuoluline	væstʃiːdæmluline
vastuolusid	mustwlɑsid̥
vastupandamatu	vɑstupɑntɑmɑtˈtu
vastupidav	bast̪opit̪au
vastupidine	vɔstʊpitːine
vastupäeva	vostupæːvɑ
vasturääkiv	voztʊraːtʃːim
vasturääkivus	mˈɑstʊrɑˈkːipus
vastusüüdistus	vɑstusjɑliːstus
vastutav	vɑstutːɑv
vastutustundetu	vɑstutustund̥etːu
vastutustundlik	vɑstutːustˈund̪lik
vastuvool	vastovol
vastuvõetamatu	vɑstˈuvˌeˌetˌɑmɑtˌˈu
vastuvõetav	vɑstuvɛttɑm
vaterdis	paterdis
vatikan	pɑtikˈan
vatine	væjtiːne
vatrama	past̪ɾama
vatsake	waːtsɑːkːɛ
vatsakene	batsɑtʰkɛnɛ
vatt	bˈaɪn
vau	uau
veatu	veatːo
veatus	vˈiatːo
vedaja	vetaja
vedel	beð̞ɾ
vedeldi	neːt̪eːlt̪i
vedeldus	meɾaiɾbe
vedelik	metˌeˌlikˌ
vedelus	beˈteːlun
vedrustus	vʲæ̀i̯trûːstus
vedrutus	seːtˈrˈussˈus
vedur	d̪ed̪ou̯ɾ
vee	v
veeb	b
veebel	peːpæl
veebi (mida? kuhu?)	beːbi
veebi (mille?)	vˈeːbi
veebihaldur	veːbihɑldːur
veebikülgi	beːbiːtyliːge
veebisait	ʋeːbiːʃaʲt
veebruar	vɛpɾoɑr
veeda	peto
veedad	beːɾa
veede	ˈveːte
veekeetja	veːkìːtjæ
veekogunimi	beekokʊnimi
veel	beːl
veelind	vˈeːlint
veenduma	veːntʊmɑ
veendumus	beẽn̪t̪õmusi
veendunult	moːngʊɾdʒə
