aborigiidna	aborɛgjna
ulbmila	ʔolebʔimˈlˈɑ
ulbmilat	ɒːlæbmiːlˈʌt
ulbmilii	olepmeˈli
ulbmiliid	o̞lɛbmiːliːt
ulbmiliidda	ˈulɪdmˈeːlidˈa
ulbmiliiguin	ɔ̙lɛtmil˩˥ːigoin
ulbmiliin	ʔolɪkmeliːn
ulbmilin	uləbme̞lɛn
ulbmilis	o̞legmilis
ulddašjoga	ultaʃoka
ulddašjogas	ult̪ãʃiokaz
ulddašjohka	ultɑsjɔhka
ulddašjohkii	ulˈtˈɑsjɔhki
ulddašvággi	ultaˈsʋæˌˈkˈi
ulddašvággái	ultˢd̥ɑsʋaːgˢg̊æ
ulddašvákki	ultasivˈɑkˈi
ulddašvákkis	ultɒʃvˈɒkːis
ungáragiella	unˈkæˌɑˌrɑkielˈlˈɑ
uniovdna	uːnijoːvna
uniovdnan	oɫo˧˥ːjɔ˨
uniovdnii	uːn˩˦iːɔvniː
uniovnna	ˈuniɔvna
uniovnnaid	uːnijoːvnəiː
uniovnnaide	uːnnˈiˈoːvnˈajdˌe
uniovnnaiguin	oɫnɛoʋnai̯poɲa
uniovnnain	ˈoʊnliəvnˈaɪn
uniovnnas	uɲiɔvnas
uniovnnat	uːniːɔvuːnɔxt
universitehta	uˈniˌlæsiteˌˌhtæ
universitehtabuohcceviessu	univæʃiteːhtæbɔhtsɛvjɛssu
unjárga	ˈuɲˈaˈɾaˈkˈa
unjárgga gielda	unʝ aɾke ke al̪t̪e
unjárggalaš	onjærkælæʃ
unna	ˈuna
unni	uni
unnida	unniva
unnidan	oːnniːðan
unnidat	onmilat
unnideaba	ˈuːnnˌiːnææpæ
unnideahppi	annireːhˈpi
unnidedje	uːnmiːˈdædʒtʃæ
unnidehpet	uʊnniːdæhbeːt
unnideidde	onniteidæ
unnideiddet	unilˌeidˌeˈt
unnideigga	onniteikæ
unnideimme	onniteimɛ
unnideimmet	onnidæimɛht
unnidetne	uːnnˈidæɛtmɛ
unnidii	unnidi
unnidin	ʊ̞nɪ̞ðːɪ̞n
unnidit	ʊnniːɾɪçt
unnit	ˈʊnzˌɛçt
urálalaš	uːɾaːlːɒlɒʃ
ustiba	usd̪iva
ustibat	ʔɒːsdæbɑxt
ustibii	ustibi
ustibiid	oɾuʃaːbɛjp
ustibiidda	aːstibidda
ustibiiguin	ʊsʲtʲibʲigʊɪn
ustibiin	aztibin
ustibin	aebɾistʃi
ustibis	usstibis
ustit	əˌʊstəkt
uvjarohtu	uvijarohtu
uvjarohtui	ʊvjarɔħtʊj
uvjarođu	uˈvjaɾˈoðo
uvjarođus	uvjarodos
ušmmá	oʃma
ušmmás	aʃmæs
ušmá	uʃmæ
ušmái	ʊsmaj
vahkku	vˈahkˈo
vahkkui	vˈaxkʊj
vahkkun	væhkuːn
vahku	vˈaɾkʊ
vahkuid	vˈaxkuːt
vahkuide	vɑːhkˌoːidæ
vahkuiguin	vˈɑːɹkoːiːgoːn
vahkuin	vɑhkuin
vahkus	vˈaɾkʊs
vahkut	wˈɑhkˈuht
vai	bˈaɪ
vaikko	vaɪ̯ko
varas	varas
veagalaš	dˈɛaːkːɑlˈaʃ
veahkeha	vˈɛrdˈɛhˈɑːr
veahkehan	vˈɛɾkgərˈan
veahkehat	vˈeːɾgɜhˈat
veahkeheaba	vˈɛrçgəhˈeːɾbɜ
veahkeheahppi	væɾkhæɾbɪ̞
veahkehedje	vˈɛɾgeːhˌɛttˌə
veahkehehpet	vˈˈɛrkeːhˈɛçbˌɪt
veahkeheidde	wæftgeːhei̯tæ
veahkeheiddet	vˈɛrkəhˈeːtət
veahkeheigga	vɛɾkːiheːikɑː
veahkeheimme	vˈɛçkeːhˈɛːmə
veahkeheimmet	væxːeheimet
veahkehetne	vˈɛɾkgeːtnə
veahkehii	vˈɛstgəlˈiː
veahkehin	vˈɛɾgəhˈɪn
veahkehit	vˈɛɾkgeːhˌɪçt
veahket	ʋˈˈɛhgɪt
veahkki	vˈɛɾki
veahá	vˈɛra
veaháš	ð̞eːr̥hæs
veaiki	dælkːi
vearba	lɛpa
vearban	vˌiːaɾəpˈan
vearbba	verpa
vearbbaid	vˈɛːlbˈajt
vearbbaide	vjarpajtɛ
vearbbaiguin	ð̞eɾbajkoin
vearbbain	ðe̞aɾspajnɦ
vearbbas	væɾpɐs
vearbbat	væɾbɑt
vejolaččat	vɛjɔlˈaːtʃat
vejolaš	vɛjːɒlɒʃ
vejolašvuohta	veːɔlˈɑʃtvoːˈɑhtˈɑ
vejolašvuođa	neiːɔlaʃʋoːva
vejolašvuođat	beːolɑʃvoˈda
verbii	velbi
viega	vjɛkɑ
viegai	vielkaj
viegaide	viekài̯te
viegaidet	fiːɛkaːiːdɛçt
viegaiga	viekaika
viegaime	vjeɣoimɛ
viegaimet	piːkgajmɛçt
viegan	vʲæ̀i̯kæn
viegat	viːɑkɑtt
viehkaba	vʲerkaba
viehkabeahtti	viːakapˈeatˈi
viehkabehtet	vʲerkapɛçtɛt
viehkan	vʲɛɦkan
viehkat	vʲæ̀hkat
viehká	vˈiˈɛɾkæ
viektanjárga	vjɛktanʲaroka
viektanjárgga	vjɛktanjarka
viektanjárggas	vʲektanʲaːrkas
viektanjárgii	vʲɛktɛɲːaɾɛki
vielgat	vjɛlaka
viellja	vijˈeʎa
vieris	ðiːæɾˈɪs
vierisgiela	vˈiːrˈɛsgˈɛla
vierisgielaid	viˈærðesgˈɛlˈaɪtˈ
vierisgielaide	karaeriskealalte
vierisgielaiguin	vilakealain
vierisgielain	havoserisgelain
vierisgielas	volaseriskealas
vierisgielat	vˈiːrˈɛːrˈɛsgəlˌalt
vierisgiella	viˈrˈiskella
vierisgiellan	viˈɛːrˈɛskˈɛlən
vierisgillii	havoseriskilki
viessu	vieso
viestterálas	vʲestralas
viestterállasa	vistralˈlaˈsa
viestterállasii	jevˈɛˈstedvˈeˈɾˈɑllˈɑse
viestterállasis	ˈaʎaˈesteellasis
viečča	vjetʃa
vieččai	vjɛ̀ːtɕaj
vieččaide	vjetʃajde
vieččaidet	vˈiːɾɪtʃtʃˈaɪtɛkt
vieččaiga	vjetʃajga
vieččaime	vjetʃajme
vieččaimet	etʃtʃemet
vieččan	vjetʃan
vieččat	vjetʃat
viežžaba	vjetʃaba
viežžabeahtti	vˈiɾːtʃtʃˈapɛte
viežžabehtet	vijˈedʒˈabʃtˈxte
viežžan	vjedʒan
viežžat	viːɛʒat
viežžá	vjetʃa
vihke	vˈɪçtgˌɛ
vihken	vˈɪçgən
vihket	vˈiːçəlt
vihtta	vˈɪçta
vihttanuppelohkái	vˈɪçtənˈɔkblˈɑkeː
viissis	visiz
viissisvuhtii	vˈeːsdˈiːvˈuːxte
viissisvuohta	viːsʋuːɔtˈta
viissisvuohtan	viːsːisˈvˈoːtɑn
viissisvuođa	vˈiːstˈizvˈɔɾðɑ
viissisvuođaid	ðˈizwˈɔɹlˈaɪt
viissisvuođaide	ðeːsʃtisforajt̪e
viissisvuođaiguin	fikitosɛsvoiolakuniklo
viissisvuođain	ðˈizˈɪzbˈɔɹdˌeɪn
viissisvuođas	vasisvolas
viissisvuođat	essɪsvˈoɾˈʁˈat
vilges-ruoššagiella	vilikˈisɹˈɔzʃakeælˈlɑ
vilgesvári	vilˈɛkˈisvˈarˈi
vilgesváris	vilˈːigesvˈarˈs
vilgesvárri	velikesð̞are
vilgesvárrái	viˈlˈɛkˈeswˈaɾðla
virggi	virke
virggiid	virkiːt
virggiide	veːr
virggiiguin	verkie
virggiin	virkin
virggis	virkis
virggit	viːɾkɪçt
virgi	veleke
virgin	vivekɛn
virgái	vibegai
visot	vˈiːlmiːsˈtˈafˈt
visoš	vˈiːsɒs
vissa	vˈɪssa
visti	vˈɛstɪ
vistin	vestin
vistti	vestˈe
visttiid	vˈistid
visttiide	vistide
visttiiguin	visdikoin
visttiin	vɪsˈtiːn
visttis	viskiel
visttit	vˈɪstˈɪst
vistái	vˈeːsttˈaɪlən
viđat	vˈiːrat
viđat mosesa girji	viva muːsɛ sɛːgɪɾɪji
vižže	vidʒe
vižžen	vidʒen
vižžet	vˈeːɟət
voagat	voaːkaːht
vogaid	pogajt
vogain	vogajn
vuddjiid	vˈˈutʃit
vuddjiide	vodʒire
vuddjiiguin	vodʒigoin
vuddjiin	vudːʒine
vuigŋii	voitniɛ
vuite	vojtɛ
vuiten	vojte
vuitet	bujte
vuitiid	vojtit
vuitiide	vojtiiːdɛ
vuitiiguin	vojtigoin
vuitiin	vojteːn
vuittii	voiti
vuittiide	vojtida
vuittiidet	vojtire
vuittiiga	vojtiga
vuittiime	vojtime
vuittiimet	vojtime
vuitui	vojtʃ
vuoddji	vojtːe
vuoddjin	votsin˨˩
vuoddjis	vˈɔtʃɪz
vuoddjit	wˈʌtdˈiːst
vuoddjái	voʝˈai
vuodjingoarta	vodʒitʃomartsa
vuodjingoartan	wɔ̙tʰiːnkʰɐ̆ɹtɐ̆n
vuodjingoartta	voadʒisʃʊ̃alta
vuodjingoarttaid	voʲtʲʲinkwärstaita
vuodjingoarttaide	vortʃjnkˈɔrtajde
vuodjingoarttaiguin	voʒinkoˈaɾtaigoˈgɔnɔ
vuodjingoarttain	vodzjɛnkʼɔ̙ɬtɔ̙nɔ̙
vuodjingoarttas	vodʒiportugaliokaptas
vuodjingoarttat	vuaʒiŋkoˈalta
vuodjingortii	vokinkorˈtˈi
vuoi	voj
vuoi vuoi	voj vˈoj
vuoigatvuhtii	vaikːɑˈvuhti
vuoigatvuohta	vɑikɑˌsˈvuotʲɑ
vuoigatvuohtan	voˈikˌɑsˈvoɑˌɑhtˌeˌn
vuoigatvuođa	voikˌasvˈoɑˌtˌɑ
vuoigatvuođaid	vojkafɔɐdɑjt
vuoigatvuođaide	vɑikːɑhvɔɛjlɛidɛ
vuoigatvuođaiguin	voʔajkafɔɾlajkoːˌiːn
vuoigatvuođain	voˌikkɑvˌoˌɑllain
vuoigatvuođas	voikɑˈsʋoˌɑˌdɑs
vuoigatvuođat	vo˩˥ːjkav˩˥ːo˥˩ːdat
vuoigŋa	voj
vuoigŋan	vojtɛn
vuoiti	voiti
vuoitiba	vojtiba
vuoitibeahtti	vojtibɛhti
vuoitibehtet	voɪtɪbɛçtɪd
vuoitin	vojtɨn
vuoitis	vojtɨs
vuoitit	vojtid
vuoitte	vojt
vuoittu	voitːo
vuoittuid	vojt̪uit̪
vuoittuide	vojtjidɛ
vuoittuiguin	vojtkoːˈigoin
vuoittuin	voitun
vuoittus	vojtos
vuoittut	voitot
vuoittán	vojtan
vuoittát	væjttædt
vuoitu	vojto
vuoitun	voitun
vuoitá	bɔjta
vuoitái	vojtaj
vuoitán	vojtənt
vuoiŋŋa	vojna
vuoiŋŋaid	væjnɑjd
vuoiŋŋaide	vojnajde
vuoiŋŋaiguin	vojˈinæɪkˈuːn
vuoiŋŋain	vojˈnˈəjˈn
vuoiŋŋalaččat	vajːn˧alːətʃat
vuoiŋŋalaš	wãĩ̯nalas̺
vuoiŋŋas	voinˈgəs
vuoiŋŋasta	vojnasta
vuoiŋŋastan	vojɛŋaːstan
vuoiŋŋastat	vojnastahd
vuoiŋŋasteaba	voinãstˌɛɾbːɑ
vuoiŋŋasteahppi	voinˈæsteˌæˌhæpi
vuoiŋŋastedje	voinɑsteidʒɛ
vuoiŋŋastehpet	vojˈiːnˈɪstˈɛhbeːt
vuoiŋŋasteidde	voinˌgɑsteiˌte
vuoiŋŋasteiddet	vojnˈɛstˈeˈiːdət
vuoiŋŋasteigga	voiˌnɑsteiˌkˌɑ
vuoiŋŋasteimme	voinɑsteime
vuoiŋŋasteimmet	voinːɛsteːimɛtt
vuoiŋŋastetne	voinɑsteitˈne
vuoiŋŋastii	voinɛestiː
vuoiŋŋastin	vojˈinˈɑst�ŋˈiŋ
vuoiŋŋastit	voːˈiːnˌgastˈɪkt
vuoiŋŋat	vojnˈɑt
vuojada	vojada
vuojadan	voaːjaˈðan
vuojadat	voːaːjaddaxt
vuojadeaba	vojɑtɑjɑpa
vuojadeahppi	vojɑtähˈppi
vuojadedje	vˈojadeːdʒe
vuojadehpet	vojadɛhɪ̞bɪ̞t
vuojadeidde	vojɑdeiːnæ
vuojadeiddet	vojadˌeːidɛt
vuojadeigga	vɔjɑdeːg̊ɑ
vuojadeimme	vojɑdeimɛ
vuojadeimmet	vojɑtæimɛht
vuojadetne	vojadætne
vuojadii	vojadi
vuojadin	vojadʲin
vuojadit	voːɜjˈɑːɪn
vuojat	vojat
vuoksajávri	voːksaːjavre
vuoksajávrri	væksajˈabre
vuoksajávrris	vˈɑksaːjˈævrˈɛs
vuoksajávrái	mugtajavaj
vuolde	vɔltɛ
vuolggán	vˈɔlkən
vuolggát	vˈɑːlkʰeht
vuolgit	voːlɛkiːt
vuolgá	vˈɔlɛkˈa
vuolit gáicavári	vole la kai savari
vuolit gáicaváris	vole la tsavaris
vuolit gáicavárri	vualˈɛ kˈajˈtːsa vˈaːrɪ
vuolit gáicavárrái	voɾlʲik kaːjtsaja vaɾaj
vuolla	vuola
vuona	bwˈɑna
vuonaid	voːoːnˈaɪt
vuonaide	voãnajdɛ
vuonaiguin	voɑnɑjkoːiːn
vuonain	wˈɔɹnˈaɪn
vuonas	voɾnaf
vuonat	vonat
vuonnabahta	voʝnabaxta
vuonnabahtii	voonnæpæħˈti
vuonnabađa	vɔnˈnabala
vuonnabađas	voʝnabaavas
vuoras	vorˈas
vuordinlanja	vˈɛredˈenˈlˈaɲˈɛ
vuordinlanjaid	ʋˈɛdetɪnˈlˈaɲajt
vuordinlanjaide	ʋuɛɾɪdɪnlajɲajdɛ
vuordinlanjaiguin	ʋˌeðədɪnlˈaɲˌajguˌin
vuordinlanjain	vˈueðedˈoslaˈaɲa
vuordinlanjas	vˈueɾˈɾˌeðeemlaˈaɲɐs
vuordinlanjat	ʋˈɛrdɪdˈænlˈɑɾnjart
vuordinlatnja	ʝˈɛɾɪdˈinˈoɪtɲa
vuordinlatnjan	vojdedɛnˈlˈɑtˈnˈɛn
vuordinlatnjii	ʋˈˈɛlˈðˈiːnˈlˈɑtni
vuorru	vˈˈorˈrˈo
vuos	vˈɔz
vuoskojávri	voskɒjavri
vuoskojávrri	voskojaːrv
vuoskojávrris	vˈoskodʒˈaːvɾe
vuoskojávrái	voskoiauɾaj
vuossárga	aːs̺rkːka
vuossárgan	obosˈaˈɾakˈan
vuossárgga	væsærkæ
vuossárggaid	estsˈaɾkˌaiːt
vuossárggaide	uesˈaɾkˈaɪte
vuossárggaiguin	uˈɛssˈaɾkɛkoˈin
vuossárggain	oessalkõjn
vuossárggas	vosˈaːrkas
vuossárggat	wasˈɾkɑt
vuossárgii	voslake
vuosttaš	vɔstɛs
vuosttaš mosesa girji	vostaʃmɔs es ˈkeɾje
vuosttaš muitalusaid girji	vostɛʃ muj tɛlɔːsajt kɪrɛj
vuostá	vˈesta
vuostáiváldde	vostɛpɛltɛ
vuostáiválddii	voztˈevalˈpˈi
vuostáiválddiide	vostɛvoltdirɛ
vuostáiválddiidet	ostevˈaltdˈiːrˌeɣˈt
vuostáiválddiiga	vosdɛbæltigɑ
vuostáiválddiime	vostɛvɛlpime
vuostáiválddiimet	vosˈtɒbɒltimet
vuostáiválddán	vostɛvɛltɛn
vuostáiválddát	væstvæltæt
vuostáiválde	ostsɛtˈɾˈɑvˈɛlɛdˈe
vuostáiválden	vˈɤstˈɛvˈælˈlˈɛtˈin
vuostáiváldet	voːsttˈevæliːtˈe
vuostáiváldiba	vˈʌstaiːbˈælɪdɪbˈɑɹm
vuostáiváldibeahtti	vˈostɛvˈaˈltɪpˌeˌɦti
vuostáiváldibehtet	voːstæbæltiːbɑhtɛt
vuostáiváldit	voæstdæɾvældæxt
vuostáiváldá	voːstɑvaleta
vuostáiváldán	vostˈɪbˈælˈeɪtˈɑn
vuotna	vˈotna
vuotnan	vˈɑtnˈɑn
vuovdejávri	vˈoːvdˈiːˈaːvri
vuovdejávrri	vovdjavre
vuovdejávrris	vovdjavres
vuovdejávrái	voðˈɛɹerˈaʒˈɑ
vuovdeoaivi	vɔvdɑwaːjaˈbi
vuovdeoaivvi	vˈovdˈəwˈaɪv
vuovdeoaivvis	vovdˈəvˈaɪvɪs
vuovdeoaivái	vovdouaivaj
vuovdi	vovde
vuovdin	vovdin
vuovdis	vojtˈtˈi
vuovdit	wˈɔvdiːt
vuovdái	vojvodaj
vuođđohámi	væðæɾˈhæmhæ
vuođđohámiid	væˈzˈɑhɑæmid
vuođđohámiide	voːd̪ohæmiːde
vuođđohámiiguin	voðʁmɛkwm
vuođđohámiin	væˈɾɑhæmiːn
vuođđohámis	vovˈehæmis
vuođđohámit	voæzvæmˈʔɪt
vuođđohápmi	voðˈɛɾˈmˈɛ
vuođđohápmin	vuaðˈðahˈatmˈɪn
vuođđohápmái	væˈzɑːhætmæ
vuođđolága	vodnolaga
vuođđolágaid	vozsɔlaːgajt
vuođđolágaide	vozdolaːɣaide
vuođđolágaiguin	voð̞o̞lakaiko̞i̯n
vuođđolágain	vozbaːlaːkajn
vuođđolágas	uatlolaːgas
vuođđolágat	ʋuːaːðdɑlɑgɑt
vuođđoláhka	vˈɒzzɒlaːhkɒ
vuođđoláhkan	ʋaːðaləxkən
vuođđoláhkii	væˈðelæhˈkæ
vuođđoskuvla	voːˈaldɔskˈuːvla
vuođđu	vˈɔlˈðo
vuođđuda	vozdoda
vuođđudan	vˈɔzɔdˈɑn
vuođđudat	voðlɔdat
vuođđudeaba	vuaðodeapa
vuođđudeahppi	wɔzðˈɛħpːi
vuođđudedje	voðodetʃ
vuođđudehpet	voðlˈdɛdɛpɪt
vuođđudeidde	ʋattəðeɪtˈe
vuođđudeiddet	voztsuˈdeːtɛd
vuođđudeigga	vozɨdajka
vuođđudeimme	vozɫdɛimɛ
vuođđudeimmet	voðdʒuðeiːmet
vuođđudetne	vwaðɔdɛtnɛ
vuođđudii	vozˈodˈi
vuođđudin	vozdotɛn
vuođđudit	vozdʊdˈiʃtɪ
vuođđut	vozot
vutnii	buːtniː
vuvdiid	ovdɪt
vuvdiide	vovdiɾe
vuvdiiguin	vovdigoin
vuvdiin	vuvdeːn
vággi	vˈagɛ
váhčir	vˈaxtʃˈer
váibmu	babmo
váibmui	vˈaɪpmuːj
váibmun	flajpmon
váillaheami	vaiːlˈlaheˈɾne
váimmu	baimo
váimmuid	vaːeːtmʊɪt
váimmuide	vaimuite
váimmuiguin	bai̯muikɔin
váimmuin	væimojn
váimmus	vojmos
váimmut	vˈaɛmˈuːt
válddán	vˈaltan
válddát	valta
váldit	vˈɑːlədˈɪçt
váldogiella	valttokɛlla
váldoteaksta	valdotɛksta
váldá	valeta
vállje	valje
válljeba	væljeːbɑː
válljebeahtti	vˈɛlgepˈˈaˈtːi
válljebehtet	ˈvˈæˈljɛbeːstˈeːt
válljejedje	valjeːjeˈtʃtʃe
válljejetne	valiejˈɛtne
válljejin	valieiːn
válljejit	væljeːt
válljen	valˈlˈiːˈɛn
válljet	vˈæliːt
válljii	balˈlˈie
válljiide	valide
válljiidet	væljiːret
válljiiga	valiga
válljiime	vˈalˈlɪvɛmˈɛ
válljiimet	valimit
várdnasullo	varətnasˈʉlˈɔ
várdnasullos	vˈɛrtnˈɑːgsˈuːllˈɑs
várdnasullui	varətnasˈulˈʉj
várdnasuolu	væɾɛtnæˈssoːhɑlˈlˈu
várggočohka	varkotʃotʃo
várggočohkas	varkoːˈtʃoːʃkaːs
várggočohkka	vˈɛrkogˈoːçɐ
várggočohkkii	ˈvarkotʃˈoːk
vári	varre
váriid	varit
váriide	varide
váriiguin	varigoin
váriin	varɪn
váris	varis
várit	vˈɑːrlˌɪçt
várjjaga	væriːɑkˈɑ
várjjagii	β̞aɾjak
várjjagis	væriɑːkeːst
várjjat	vɒːriːɒːft
várri	varre
várrin	varɾin
várrogasat	berɾɑːgɑːdæmdɑːr
várrái	vazaj
váruha	væɾuːhɑ
váruhan	vˈaːrvɑːrˈ
váruhat	væɾuːhɑt
váruheaba	va
váruheahppi	varohapi
váruhedje	varoedʒ
váruhehpet	vˈarrˈɔːhˈɛtːbeːt
váruheidde	varohejdæ
váruheiddet	vaːrohejde
váruheigga	vaːroheːjka
váruheimme	vaːrohejme
váruheimmet	vaːrohejmæd
váruhetne	baːrohetne
váruhii	væɾuːhiː
váruhin	varuːhɪn
váruhit	væɾrɔːhe̞ɒːht
várut	varuːtː
vástida	væstiva
vástidan	væstilan
vástidat	væstjˈrɑt
vástidii	vastdi
vástidin	bast̪iben
vástidit	væsdɪvɪçt
váttes	vˈatːɛst
váttis	vatːes
váttisvuhtii	vˈaːtəsvˈuːxti
váttisvuohta	tˈeːsvˈoːɾtˈɑ
váttisvuohtan	vˈæːtːɪsvˈoːrtan
váttisvuođa	ðattˈɪsvˈoɾa
váttisvuođaid	ðætˈɪzfˈɔɹðɑːt
váttisvuođaide	vaːrtisvoːlˈɛite
váttisvuođaiguin	ðˈatˈɪsvˈɔɹðaɪgˈuɪn
váttisvuođain	vatːtbˈɔxbˈɔttˈɪ
váttisvuođas	laːtːizvodas
váttisvuođat	væɾtæsboːʔɑːvɑːt
ábit	aːbisd
áddehala	addahala
áddehalai	ædːɑhɑɑllɑj
áddehalaide	ædːahɑlɑjˈɾæ
áddehalaidet	ædhalɑjɾæxt
áddehalaiga	ædˈdˈɑhˈɑ-lajkæ
áddehalaime	ædːɑhɑlɑjmɛ
áddehalaimet	ʔædhɑlɑjmæt
áddehalan	ædːaːhɑːlæn
áddehalat	ædˈhɑːlæt
áddehallaba	ædːaħallˈba
áddehallabeahtti	ʔadhɑlɑbħad
áddehallabehtet	adːaħɑlˈlabaħd
áddehallan	ʔˈdˈɑhɑlɑn
áddehallat	ædːahɑlˈlɑht
áddehalle	ʔædˈhɑlne
áddehallen	ʔaːdħaːlɪn
áddehallet	ædˈʔælˈlæst
áddehallá	ˈadːahala
áddemeahttun	admerton
áddjá	adʒa
áddjái	adaj
áddján	atʃan
ádjá	aːdʒa
ádjáid	aːdʒaʲit
ádjáide	aadʒaiːˈde
ádjáiguin	tɕakuin
ádjáin	aːdʒaːjn
ádjás	ahadʒas
ádját	ɑːrdʒart
áhkkanas	axkanas
áhkkanasa	ahka˩˥ːnɑːsɑ˥ˈ
áhkkanasas	axkanastas
áhkkanassii	aːħkaːnˈassi
áhkkilsámegiela	ɑːhtkeːlsɑːmiːkːeːɑːlːɑː
áhkkilsámegielain	ahqilsaːmiːkːiɑlain
áhkkilsámegielas	axtkils̺ɑmɛke̞ɾlaz̺
áhkkilsámegiella	ˈahkijilsˈamikiˈalla
áhkkilsámegiellan	ɑːkkilsɑːmɪkjɑllɑn
áhkkilsámegillii	ɑˌhtilsɑˌmɪkiliˌlˌli
áhkkilsápmelačča	aːhtkelsaːtmɛːlattʃa
áhkkilsápmelaččaid	axki̞ɫsɑpmɪ̞nɑ̙tʃæit
áhkkilsápmelaččaide	axkɪlsɑtmaːttɕçauɪːdi
áhkkilsápmelaččaiguin	axtilsaːtmaːlaːtʃːaiːguːn
áhkkilsápmelaččain	ahkɪlsaapmɛ̀lɑ̙rtʰætʃaɢɛn
áhkkilsápmelaččas	ˈɑtkɪlsæfmmɪtlˈɑtʃəst
áhkkilsápmelaččat	æçkɪlsæpmænlˈɑtʃat
áhkkilsápmelaš	aːhtkiɬsaːtmɛlˈɒʃ
áhkkilsápmelažžan	axkilsæɑtmɛˈlɑɣɑn
áhkkilsápmelažžii	ɑħkɪlsɑtmalatʃ
áhkku	ahkˈu
áhkkánjárga	ahkˈanjˈaɾɑkˈa
áhkánjárga	axkaɲaraka
áhkánjárgga	axkˌenjˈˈarkˈa
áhkánjárgga suohkan	ah ɟːɛnɛ rkɪ̞ð ɔ̙ɞ̙ɞ̙ɮɔ̙n
áhkánjárggas	axkeɲːːaːrkɪs
áhkánjárgii	ahkeɲaɾɯkeː
áhpi	pa
áhta	axtɐ
áhtan	ˈaxtən
áhtii	axdi
áhči	aɾtʃe
áhčiid	ɑxdʒejd
áhčiide	ˈaːtʃidɛ
áhčiiguin	ˈahtʃˈɛgˈoːɪn
áhčiin	aɣin
áhčis	ahtʃis
áhčit	æˈxtʃɪkt
áhčči	ax
áhččin	aħdʒan
áhččái	axtʃaj
áibbas	ajpas
áibbašeami	aipasamne
áidejávri	ajd̪eɑl̪ɾi
áiggi	ajk
áiggiin	ajkín
áiggis	aikis
áiggo	ai̯kɔ
áiggun	ai̯kun
áiggut	ajkʊd
áigi	ajk
áigin	æjkkɪ̞n
áigo	aiko
áigon	ikon
áigot	ˈaɪkˈɑst
áigu	aiko
áiguba	ajkuba
áigubeahtti	aikuperti
áigubehtet	əikupæːtæt
áigut	aikˈut
áigái	ajkaj
áinnas	ajnas
áirras	aɪras
áivevári	aibevarie
áiveváris	aibefarist
áivevárri	ai̯vɒvuaɾri
áivevárrái	aivara
ájaskohpejávri	ajiskoqpəˈjauːri
ájaskohpejávrri	aːjaskofpijalbri
ájaskohpejávrris	ˈaɪɐsgˈɔxbjˈavɹʃ
ájaskohpejávrái	ajeskooˈbˈijaˈmˈrˈaj
ájluktii	ajlukte
ájluokta	ajlokta
ájluovtta	ailuːofta
ájluovttas	ajluoftɑs
ájtte	ˈaɪt
ákŋoluokta	ˈaknˈoːlˈoːktˈa
ákŋoluovtta suohkan	atmɔl waft tɑː sɔh ɛɑːn
ákšojoga	akʃoiːɔga
ákšojogas	akʃoiːɔgɔs
ákšojohka	akʃojoːxka
ákšojohkii	akʃozˈɔɾke
ákšomuotki	akʃomotke
álaheadju	alaheadʒo
álaheaju	alahejo
álaheaju suohkan	ˈaʕla ħjaː jɔsvɑkkɑn
álaheajus	alajajos
álahedjui	alahedʒɔj
álge	alɛke
álgen	alekeen
álget	æ̹lˈekɪkt
álggaha	alkah
álggahan	alkohan
álggahat	alka
álggaheaba	alkaheabo
álggaheaddji	əɦlqɑhəəɟʰe
álggaheaddjin	alkɑheɑdʒin
álggaheaddjis	alkahealdʒis
álggaheaddjit	ˈalkahˈɛɾtʃˈɪçt
álggaheaddjái	alːkaːheɑd̪ʒə
álggaheahppi	alkajape
álggaheddjiid	ɑːlkəɦeɟeːt
álggaheddjiide	ɑːlkaːheːtʃiːle
álggaheddjiiguin	alkahedʒigain
álggaheddjiin	alkahedʒen
álggahedje	alkaxʱitʃe
álggahehpet	alkaaheikhpɛtː
álggaheidde	alkaɦite
álggaheiddet	ˈalkahejtˈe
álggaheigga	aːlkaːɦliːkɑː
álggaheimme	alkahejme
álggaheimmet	ˈalkahelethan
álggahetne	alkæhɪ̞tne
álggahii	əːl̪qhi
álggahin	aːlkaːhem
álggahit	alkˈaɪkt
álggat	aɫkaɾt
álgge	alke
álggii	alki
álggiide	alkive
álggiidet	alkiue̞t̪
álggiiga	alkiga
álggiime	altime
álggiimet	ælqiːme̞t
álggos	alkov
álggu	alko
álgguid	alkuit
álgguide	alkkoide
álgguiguin	alkoikoin
álgguin	alko̞in
álggus	alkos
álggut	alkoht
álggán	alkan
álggát	ælˈkæt
álgiba	alekiba
álgibeahtti	ælkibɛɾte
álgibehtet	alekippɛxtdɛxt
álgit	ˈaləkˈɪçt
álgooahppu	ˈælgʁɑ̃bo
álgooahpu	alɛkɔɔwɑʁbɔ
álgu	aleku
álgui	alegui
álgun	alekun
álgá	ˈalega
álgán	aleɣan
álkes	alkes
álki	alke
álo	alo
álttá suohkan	aːlˈlˈ tˈɑsoːvˈkən
álttáeanu	altanjano
álttáeanus	altaeɾnʊs
álttáeatnu	altajatno
álttáetnui	altaetnoi
áltá	alta
ándagassii	antagasse
ánddasullo	antˈaːsullˈo
ánddasullo suohkan	aːntas uɫːs oːhkn
ánddasullos	antˈasˈolˈlˈɔs
ánddasullui	antˈasˈʊlˈlʊi
ánddasuolu	antessuolo
