"сэ" жызыӏэ	sˈa ʒˈɛzˈa
нэм бжэгъуу щӏэуэн	næm bʒaɣʊs awɑn
нэм нэ хъумэ иӏэщ	nɛm næχɔmɑʄ ɑʃ
нэм щӏэлъыр ӏугъуэм къыщӏеху, гум илъыр фадэм къреху	nɐmsɫɑɬɪɾ oʁɑŋ q�utʃuew kɵmːiʃiɾ fɑdɑm ɢiriɢ
нэмыплъ етын	nɛmɪ̞p ʃætɪ̞n
нэмыплъ къетын	næmɪ̞p kɪ̞ʲɪtɪ̞n
нэмыс	nˈɛmiz
нэмыс здэщымыӏэм насыпи щыӏэкъым	nɛmɯs dæʃɛmmɛ ʔɛmnɑs ʔɨʃʰɑːm
нэмыс щӏыкӏэ	nɛmɪ̞s ʂʊ̞tʃʊ̞
нэмысыншагъэр	næmsɪːnʃaːgr
нэмысыншэ	namˈsˈnˈisˈsˈ
нэмыцэ	nɛmɪtsɛ
нэмыцэбзэ	nɛmtsɛbɨzɛ
нэмыщӏ	nɛmiz
нэмэз	nəˈmæs
нэншэ	nˈɛnʃɑ
нэпкъ	nˈapːˈ
нэпкъыжьэ	napʁɛ
нэпкъым тетыр кхъуафэ хукӏэкӏэ ӏэзэщ	nɛpqɪm tetsɯr qafɯ hudʒudʒɯ ʔazɪz
нэплъэгъуэ	nˈəpɒsˈaːʁˈɑ
нэпс	nˈøps
нэпсеин	nˈɛfsɪ
нэпсей	napsaj
нэпсеягъэ	nˈəpsjˈˈarə
нэпсыншэ хьэдагъэ	nˈɑbs nɪʃˈʃadˈadˈrˈ
нэпцӏ	nˈɑpt
нэпэншэн	napanʃɛɲ
нэр зейм жейм трех	nærzɛjm ʒejm trɛx
нэр псэм и хъумакӏуэщ	nˈər pə səmj xomɑk kwəs
нэрат	narat
нэратей	narate
нэрыбгэ	nærɪ̞bgʊ̞
нэрылъагъу	nˈɛrʲisʲau̯
нэрынэ	nærʲɪnæ
нэрыплъэ	nɛrɪ̞psʲɪ
нэрыӏэзэ	nɒɾæˈʔɒzi
нэрыӏэзэ ӏэпэзадэ	nrʔazi apzadr
нэс	nˈœs
нэсрэн жьакӏэ	nɛ srɛnzuaːtˈtʃɛ
нэст	nˈɛst
нэсыжын	nˈtˈstʒˈiɲ
нэсын	lasəɲˈ
нэужь	nˈoʊɪz
нэуэжь	nauaʒ
нэуэжьщхьэц	nɑwɑzχɑts
нэуэжьыдзэ	nauaʒɨtsɛ
нэф	nˈœf
нэфрэ дэгурэ зопсалъэ	næfra d gʊrəzub saː ʃa
нэфым и нэм хихар и гум хелъхьэж	næfɪ̞m unæm χäär rʲigɵm χæ̹̹l χæk
нэфым нэуэ иӏэр башщ	nɛfm næwɛj ɑrbæʃs
нэфыр зыщӏэхъуэпсыр нэ псощ	næfɪ̞r ʐɑχʊ̞ɑpsɯ̞r næp sɑʂ
нэфыр тхьэкӏумафӏэщ	næfrt ħɑkɑ maʕfær
нэфӏ	nˈœf
нэфӏкӏэ еплъын	nɒvdʒɒˈjɒˈpsiˈnˈ
нэфӏэгуфӏэ	nafˈagufa
нэху	nˈœf
нэху дзын	nˈɛfdin
нэху едз.	nauf ujˈɛdz
нэху щын	nˈœ̃f sˈyn
нэху щыху	nˈœx zˈu
нэхулъэ	nʲaxɔtʃa
нэхулъэфӏ	nɔxɮɔw̜
нэхулъэфӏ укъикӏ	na fuʃaˈ fo pˈi
нэхулъэфӏ укъикӏ.	nˈɒfuʃa fwqitʃ
нэхущ	nˈfˈʃ
нэхущ чэрим	nafɑ̃ zʲtʃaɑ̃ʔalim
нэхущбзу	nˈaflˈuʃtzoː
нэхъ бзыгъэу къыфӏощӏ	nɑh bziɣa uqɯv ɑʃ
нэхъ зэпщащэгъухэр зэӏущӏахэщ	naxzæb ʃɑːʃɑːɣ haʃa ʔuzɑːʕaʃ
нэхъ куу щӏын	nɑːx kˈɔzən
нэхъ кӏыхь	nɑxdʒɯχ
нэхъ кӏэщӏыжу уотхэ.	nɑxtɕɑtsɫɪ ʒuvʉtxɨ
нэхъ лъагэ	nɐxˈlæge
нэхъ пуд	nɑːpˈud
нэхъ щӏыбагъыӏуэмкӏэ къыдэтхэм	næx zubʔaʁimi ʔɑmmʃaq dæt hæm
нэхъ ящэху	nˈah jˈa ʃˈuf
нэхъыбэ	nˈahab
нэхъыбэщ	nˈaxbˈaʃ
нэхъыжь	nɑxˈz
нэхъыжь дэтхэнэми пщӏэ хуэщӏын хуейщ	naxɨ ztat xanʲɪmʲi psoxɔzɨn fɛjs
нэхъыжь ӏыхьэ	naxodʒ ʔaħa
нэхъыжьхэм	nˈxazhæm
нэхъыжьым зэрахущыт	nˈɛxɯ̞ ʒɯ̞m zɯ̞rɑ fʏʃɪ̞t
нэхъыфӏ	nˈɑxf
нэхъыфӏ дыдэ	nˈɒhɒv dikˈti
нэхъыфӏт	nˈaxft
нэхъыфӏу	nəxvo
нэхъыфӏыжу	nˈaːxfgʁ
нэхъыщхьэ	nɑxˈʃˈʃak
нэхъыщӏэ	nɑxɯʃu
нэхэм	nɑːm
нэчыхь	nɛtʃah
нэщанауэ	næʃɐnɐʋɐ
нэщанэ	naˈʃaːnˈnɛ
нэщхъ	nɛsx
нэщхъеигъэ	nˈɑʃχˈɑjˈɟɑ
нэщхъеин	naʃχɛjˈjin
нэщхъеифэ	nˈɛʃxˈaɪfɛ
нэщхъей	næʃxæj
нэщхъейуэ	natsxæiːuː
нэщхъеягъуэ	naʃxajaɣo
нэщхъеягъуэншэ	nˈɛsxejˈaːɹɔnˈʃˈɛ
нэщхъеягъуэшхуэ	nˈɛʃtʃxajʁɔʃkɔ
нэщхъыфӏагъэ	nasxɔfɑɣe
нэщхъыфӏэ	nˈəsxˈovpˈɑt
нэщэнэ	næʃænɪ̞
нэщӏ мазэ	na sˈmˌɐʃə
нэщӏащэ	nɛ˥˩sua˥˥a˥˧
нэщӏыса	nʃɔsɑ
нэщӏысын	naʃˈlsˈɛn
нэщӏэпкӏэ	nasɑpˈtʃʊ
нэщӏэпкӏэр	nɒzˈɾɒbiˈk
нэӏу	nˈoʊ
нэӏуасэ	nˈɛtˈwasi
нэӏуасэ зыхуэщӏын	neˈʋasə zɪ xʷʊdʒɫum
нэӏуасэ хуэщӏын	nɑːʊsʊ vɑsʊn
нэӏуей	nəˈvˈɑ
нэӏурыдзэ	nauˈrɪtza
нэӏурыпхъуэ	nɛoɾupχwæ
нэӏурыт	næurɯ̞t
нэӏурытыгъэ	naʏrɛtɪ̞ʁa
нэӏусын	nəusæŋ
нэӏэ тегъэтын	nʔa tʁi
нэӏэсын	neɛsɨn
пабжьгуэгуш	pɒgʒɒˈgoguʃ
пабжьэ	pˈabʒˈ
пабжьэм хэсыр лыгъэм къыхехури, гум илъыр фадэм къреху	ɑbʒm xaːsir ljɣˈm ɣəˈje ʁiːˈkɔm iʃiɾf adəm qɛˈrʲiːˈw
пагагъ	fɛgˈar
пагагъэ	agara
пагуэ	tʁaɣvæ
пагэ	plu
пагэ теплъэ	pɒgɒtˈepsɒ
пакъэ	pɑqɯ
пакӏэ	pˈaɪdʒɚ
папцӏэ	tɒptsɒ
папщэ-щатэу	pɑpʃəʃatau
папщэщатэу	pɑːbʃəʃaːtɔv
папщӏэ	pɑːpʃo
парий	pæɾiː
парэ	parɨ
пасэ	pˈasɐ
пасэ зэманым	pæs zæmænæm
пасэрей	pæsɾi
пасэрей адыгэхэм я дежкӏэ хъуэхъур мэгъу ӏэмалхэм ящыщ зыщ.	pə sˈiriː jɑdijɑn hæmˈ jɑdɪdʒ ge xoːxor mɑwˈw ʔɛmal hæmˈ jɑʃiz is
пашэ	pˈaʃˈɛ
пашэныгъэ	pˈaʃˈanɪjˈʁˈ
пащтыхь	pɒʃtɒh
пащтыхь гуащэ	pʃtɑhˈgɑtʃɑr
пащтыхь щхьэхуэфӏхэм я хьэпсыр гуащӏэрыпсэухэм я бэнт.	aʂtɛçtʃ χɔfɑ famiɑ χɛpsɪrk gwaʒuɾi bsɔɑ hɑm ja pɛnd
пащтыхьыгъуэ	pæʃtɪrħɑkɑt
пащтыхьым и бжаблэ итын	pæʃtæhɑmɪb dʒɑːbʎɛjtɪn
пащтыхьыпхъу	pɑːʃtħɑpˈxɔ
пащӏэ	æzvæ
пащӏэ бэчмырзэ	køz becimdeɾɯzɯr
пащӏэдахэ	pɑʒaːdaxə
пащӏэкӏапсэ	faʃadʒapsi
пащӏэр инми, жьакӏэр щӏиуфэкъым	pâːsvɑr jɛnmi ʒaːdʒər ʃuː fəʔəm
пелуан	kʰiː˧˥fɑŋ˥˥ʔan˧
пидзыжащ	tˈidˈiʒˈʁˈɛs
пкъо	kɑːt
пкъо гъум	qɑːqum
пкърыупщӏыхьын	qɾuːbzˈħæn
пкърыупщӏыхьын щӏадзащ	baqeraw bzraːħɪn ʃaː tɪ zæʃ
пкърыхуэн	qɯ̞rɯ̞fɑjn
пкъы	ɟə
пкъы зэкӏуж	pˈɛkˈɑsˈakwʒ
пкъыгъуэ	bqɑɣɑ
пкъым пыт лыр мэуз	pqɑm pʏ̞t lɪ̞rmæwɪ̞z
пкъымрэ псэмрэ зэӏэпыкӏыгъуейщ	pɛqɨmrɑ pɨsɑm rɑzɑ ʔɛpɪtʃuʁɑ iʃ
пкъынэ	qinla
пкъыр	puqɯ̞r
пкъырыпкъынэ	pɵqɑrɯ̞pqɯ̞nɑ
пкъыфӏэ	pqifwɛ
пкӏауэ	nˈɔ̃tˈaɪwˌeː
пкӏауэм и кӏуэдыжыгъуэ къэсмэ, бжьэхъун тхьэмпэр тӏысыпӏэ ещӏ	pə dʒɑwɑ me̞j kɑdɪdʒxɣaː ˈʁɑsmɑ bzaxund hæm pʰiːr tˈs pɑjˈɑs
пкӏафэ	tʃaːfə
пкӏэ	bəˈtɨə̯
пкӏэлъей	bʲːax
пкӏэунэ	ptʃɒvɒniˈ
планетэ	plˈɑnʲeta
плъагъукъэ?	pˈʃævˈa
плъы	fʃɛ
плъыжь	fim
плъыжь хъумэ, хужь хъужу	pliʒˈ ʁomˈafˈɔz ʁuʒˈø
плъыжь-фӏыцӏафэ	ʃtʃɪspatlafɛ
плъыжьым	psyzym
плъыжьыфэ	ʃˈəʒˈəfˈɛ
плъызын	sizɪ̞ŋ
плъыр	ʃɪr
плъыфэ	psifɛ
плъыфэцӏэ	pʃɪfˈatsɑ
плъэкӏэ	plˈeɪdʒˈɚ
плъэн	plʲɪn
плъэфурэ	pˈʃefurˈɑ
плӏабгъуэ	sabɾɔ
плӏанэпэ	sɐnɐpːhɤ
плӏимэ	sijmɑ
плӏы	pˈsˈoːlɛ
плӏыщӏ	bˈɪt
плӏэ	sla
плӏэ тепхъуэ	satˈe pˈʁˈɔn
плӏэкъу	sɑq
плӏэм	plˈɑm
плӏэпс	tˈɛstʁəps
плӏэӏу	sˈɑt
ппэӏэщӏэм	pəˈɑʒl
прунж	proŋiɕi
псалъалъэ	saszaːʃɨ
псалъэ	psaːsa
псалъэ бзаджэ гу бзаджэщӏщ	psaˈsjɛbzaːddʒɐ gubzadʒas
псалъэ гуапэ гугъэдахэщ	psə ʃagwa pə gʊ radaxəs
псалъэ дахэкӏэ укъытхыхьаи!	psaʃa da χɵtʃaw̜ɢo̙tχəχɵɵ
псалъэ дахэм гуауэр пщегъэгъупщэ	psaʃidaχam gɐwɪ̞r pʃiʰä äχʊ̞ɢɵ̙
псалъэ дахэм уи ныбэ из ищӏыркъым	psäˈɮæ tæçʰɪ mʏ̞j nɪ pɛj zir ʃorʲɪm
псалъэ зэпха	psaˈʃa zæbˈxa
псалъэ зэфэгъухэр	psaː lzee fɑʁ oːhaɾ
псалъэ зэхэху	psaːtʃtʃhæze̞χev
псалъэ лейм баш лей даӏэтыркъым	psæɮɛɮɪn pæːʃɫe tæeɮɛtærɢɛm
псалъэгъэху	sˈaʃaʁˈa
псалъэгъэӏу	saaːsaːrao
псалъэжь	sæʃæz
псалъэкӏэ	saːʃɛtʃɛ
псалъэм	sasja˥˩m
псалъэм епцӏыжын	pæsæmɪ̞w pʊ̞ʒʲim
псалъэм и пэр умыщӏэу и кӏэр пщӏэркъым	psaʃæmi pæe rʏ̞nʏ̞ʃɐw kɛɾpʰɪs ɐrʏ̞n
псалъэм папщӏэ	fæˈʃæm pæp soː
псалъэм пщӏэ щӏаткъым	bsaʃɯm pizwaɬsɯvɑɫtɯm
псалъэмакъ	psæʃɑmɑq
псалъэр бгъэувмэ, выщи, бгъэтӏысмэ, цӏэщ	psaːshɛɾ brɑuː ʋmɛ vɪ̞ʃi bɢɑt ɪ̞smɛ tsɫɯ̞ʃ
псалъэр пычыгъуэурэ зэпывуд	psaːʃər pə tʃoɣoɾe za pə vud
псалъэуха	psaːsʲɐuxɐ
псалъэухам и пкъыгъуэ	psæʃæʏhæm ʲepqʲɑɢɑ
псантхуэ	pˈsantˈxʊ
псапэ	sɛp
псапэпсынэ	psaprɛpsɪ̞nɪ̞
псатхьэ	psɑːthə
псатхьэр къехмэ, бгыкъум зегъэш	psɑt hɑrqɑ ɪ̞kmɑ bɪ̞gɛ qʊ̞m zʲjɑʁɑʃ
псей	psˈi
псей цӏыкӏу	psiːtɕɪk
псом хуэмыдэу	sɔ̃ fˈɛ mdˈo
псоми	pˈsɔmi
псоми къагурыӏуэкъым.	psʊ̞mʲi qɑjˈgɯ̞r ɔ̞nʊ̞n
псоми сынывохъуэхъу!	psuː mˈɪsən vˈoːxɔɑq
псори зэдэгъэкӏуэн	psɔrji zadaɣakoin
псори зэрыузыншэр нэхъапэщ	psuːɾi zə ro oznʃar nə xaˈp æst
псори сщӏынщ	psɔɹɪ sʊɫntʃ
псори тэмэмщ	sæɾˈi tæmæm ʃæld
псори фӏы дыдэщ.	sowˈif fˈɔ̃ dˈi dˈiʃ
псори фӏы хъунущ	zɔɾijvɑ xuniʃ
псчэн	psɛkɛn
псчэуз	pˈɑstʃɚˈwˈɪz
псы	se
псы бланэ	bsɛbʒaːnɛ
псы джэд	psʏ̞gʏ̞t
псы джэду	psʊtʃɛdu
псы ефэ.	psˈɪ
псы жылэ	sə ʒˈiziˈɛ
псы ирет	psiːrɛt
псы итыпӏэшхуэ	psʲɪtʲɪ pɐʃxɔj
псы йофэ	psiˈoːv
псы мыгъавэ бдзэжьей хэсщ	psɛ mˈraːvə bza ʒˈexas
псы ӏуфэм ӏycыp есыкӏэкӏэ ӏэзэщ	psi ufɒm uˈsɾijɒsɾˈ tʃɒtʃɒ ɒzdɒʃ
псы ӏуфэм ӏycым псы икӏыпӏэр ещӏэ	psɛ ufɛm ʏsɪ̞m psʲɪ jɪ̞gʲɪpɑr jɑʐɫɑ
псы ӏуфэм ӏут дзэлыр мэхъуапсэ	pisi ʊfam ut dzɛzɪr maqʷɑp si
псыбабыщ	bɛsɛbʁəbʃ
псыбзу	psˈɛbzu
псыблэ	sɛbjɛ
псыбыб	psəbˈɪv
псывэми мафӏэр егъэункӏыфӏ	pəsɛ vimʲi naːfaːr jɑʁəndʒov
псыгъуапӏэ	psɪ̞rɑpɯ̞
псыгъуэ	psɔgɔ
псыджэд	psidʒʁd
псыджэд псым итхьэлэкъым, мэлыхъуэхьэ дыгъужьым ихькъым	psi dʒˈad psiˈdˈ hˈə ziˈqm mˈəj xwˈˈaː hˈa dɣmjˈm jˈəʁm
псыдзэ	sɪ̞dˈze
псыжь	psˈɛʒ
псыжь адрыщӏ	seʒædrɪ̞ʒ
псыжь и къуэжхэр зылъэӏэсхэм зыкъаужь, мэхъу лъэрыхь.	psɪʃ jɑqɑɮɪçɑɐr zæɮʲææs χɐmzɪ̞qːɑɔ̙w̜ mæw̜θɑrɑh
псыкъелъэ	psɑɢɑjɮe
псыкъепкӏэ	sɛqɛptʃʊ
псыкъехуэх	sˈɐqˈɑjˈjχɑj
псыкъуий	saqoj
псылъэ	psiːɕːɛ
псым	pˈsɪm
псым итхьэлэм блэм зрешэкӏ	psim itiˈhæzɒm βizɒm ziɾˈiˈʃɒˈtʃ
псым ихьыр хьэцыбанейм йопхъуэ	psim jehær hɛtɨbænɪm jɑpqu
псым къегъуэтыж езым и жапӏэ	psim qɛjˈʁote dʒizim jiʒaː pə
псым къыхадза бдзэжьейуэ ныджэм къытенащ	psə marxaːd zab zˈa ʒˈewa nə dʒˈəm ɣteˈnɛʃ
псым хэлъ пхъэр мэфри, фэм дэлъ гур мэбампӏэ	psɪm χäɮ pχär mɛfrɪ amtjɑʃ kuɾmɑ pɑɐn pɔ̙ɮ
псым хэхуа гъущэу къыхэкӏыжкъым	psɪ̞m hʊ̞fɑ ɢwʃɑw qɯ̞χʊ̞xʊ̞ʂ ʒɪ̞m
псын	sɪn
псынащхьэ	bəsˈnɑːʃa
псынщӏагъэ	bˈɛstnʃlˈɑhɜ
псынщӏэ	sɯnʃa
псынщӏэжь	bˈɪsənzlˈaz
псынщӏэрыпсалъэ	sˈˈnʒˈ
псынщӏэрыщӏ	psuˈnʃlɑɾˈɯʃ
псынщӏэу	senuzun
псынэ	sin
псынэпс	psɛ̃ˈapˈs
псынэр йошкӏурэх	pʲsɪ̞nær jɯ̞ʃ qurɑh
псыпцӏэ	psɯpɯtsɑ
псыпцӏэ мэракӏуэ	psɛptsamaraːkv
псыпцӏэбабыщ	sɯpˈtʃɑbɑbɯʃ
псыпцӏэм	psɛpsam
псыр гъужмэ, бдзэжьейм и ажалщ	psər ɣoʒmɑ btsʲaʒɛm ja ʒɑʎ
псыр ежэхын.	psir jeˈʒæːkin
псыр зэрыжэр и псылъэщ.	psɪr zærɪ̞k ʒær jɪ̞psɪ̞ɾ ɮæs
псыр къиури уэр хъуащ	psɪrqɪwˈri wɑrχxwaʃ
псыр псэм и зы ныкъуэщ	psɪr pɪsɛmizmi qɑtʃ
псыр псэхэлъхьэжщ	psɯ̞rpsäxæ̹l häg
псысхуолӏэ	kəsˈɛnsˈoːsɛ
псысэхэм	pssˈɑːhˈæm
псытекӏэ	pˈsɪˈɾˈɪkɛ
псыудз	psˈudˈ
псыунэ мывэ	psə wɛnna nɪvɛr
псыф	psyːf
псыфагъ	kəfˈaʁ
псыфэнд	səfənt
псыхуэлӏэр	psyxvɑzɫɑr
псыхъурей	passaxorei
псыхъуэ	psuχ
псыхъуэ гуащэ	psuχwgwɑʃu
псыхъуэгуащэ	saxoˈʒuaʃø
псыхъуэр жылэ тӏысыпӏэщ	psaxvar ʒiˈzata sɯpɑʃ
псыхьын	bsɑːʕˈn
псыхэуэ	fsiχɛwɛ
псыхэуэщӏыбыпцӏэ	psˈɛxɐvɑʃˈɔbɪptsɐ
псышхуэ	psɪˈʃko
псышэд здэщыӏэм хьэндыркъуакъуи щыӏэщ	psiːzxˈɛd dɪs ɪm ħandɪrˈqɑq tʃiːzi ɪs
псыӏуфэ	fsˈɛufˈa
псыӏэ	pˈsˈɛ
псыӏэрышэ	pɒsɒarɒʃɒ
псэ	sø
псэ зыпыт къупщхьэм лы къытокӏэж	pæsæz pæt qɑbs hæm zˈɑː tɑgʒɑʒ
псэ зыпыту мышынэ щыӏэкъым	psa zə pə tuː mˈiːʃnə sˈoːɑːm
псэгъу	psˈaʁ
псэемыблэж	seɟɛmmɛbɨlɛʒ
псэемыблэжу	psajɛmmibzˈaʒu
псэжьыр лъхуэри емынэжь къилъхуащ	sɛ ʒər xwaːrji jam ˈnɛʒɣli xwaʃ
псэкъупс	sæqups
псэкӏуэд	sakwad
псэлъалэ	bˈisəldʒɑldi
псэлъыхъу	sɛʃɑχ
псэлъыхъу ежьэн	psɒsjɒχwˈ ja dʒɒnˈ
псэлъыхъу уиӏэ?	sæɮɵχ wˈaː
псэлъэкӏэ	sæhˈsæm
псэлъэн	psɛsæn
псэм дыхьэн	bsam dˈħæn
псэм зэхищӏэ	psem zɛxʎɛʒɛ
псэм и щӏасэ	psɛ mʲeʒɫasɨ
псэм лъыхъур щхьэм и къурмэныпхъэщ	psɒm ʃɒqɒˈɾɒʃ hæmjɒqɒɾmɒnˈib χɒʃ
псэм хуабэ и щӏасэщ	psˈɛm fʁabˈt ˈo ʒrasˈaʒ
псэншэ	sɛnˈʃi
псэр ӏэфӏщ	psɛr af
псэрэ пэт хьэхущ	bsaːrpaːtˤ ħafal
псэу	fsˈɵ
псэуалъащхьэм	psɛwɛsɑʃhæm
псэуалъэ	saˈvˈɑsˈɛ
псэуалъэ ирабгъэу къагъэсэбэп къэкӏыгъэ	psɛ waːʃeːiːraːb huɣɑ aw qaaːsxah bəpqaaː ˈdʒuɣəl
псэукӏэ	psaudʒo
псэукӏэ зымыщӏэ	psˈe utʃuʃ ʒˈizmɪ sɒ
псэун	sɛun
псэупӏэ	saupa
псэупӏэм	sɛwɪqɑm
псэур мэгугъэри, лӏар гугъэжкъым	psʊ̞rmægwgɑrɪs ɑrgʊ̞χɑj ɪ̞ʒ ɪ̞m
псэущхьэ	psawuzhæmˈ
псэущхьэ губзыгъэ зыгъэлӏэн ишхкъым	psɑwɪ̞ʃ hɑgɵb zɑʁɑ zɑŋɑtsɑj nɪ ʃɪχ ɛm
псэущхьэ къуапэ	psaːwshaːqwaːpə
псэущхьэ шынагъуэ	fsawˈs ħɑʃˈinaːɣo
псэущхьэхэм	psɛʋɪ̞ʃhæŋ
псэущхьэхэмрэ	psɛwɪ̞ʃhæmrɪ̞
псэущхьэшх	psawɨzχɑʃx
псэхужащ	psˈaxuʒˈa
псэхужын	safo
псэхун	psɑçɔn
псэхэлӏэ	psaχa
псэхэх	pˈsɛçɛh
птулъкӏэ	ftɾˈuˌstʃʌ
птхы хъунущ	pˈtʃi xɔnʊʃ
пуд	pʊd
пуду	pʊˈdo
пхар	baxʊ̞r
пхузогъэгъу	pozˈaʁˈaʁˈ
пхухасэнут	fuxaːsɛnut
пхуэарэзыщ	puːaːɾeziʃ
пхуэгъэзащ	poɣuːzæs
пхуэмыфащэ - хьэлъэщ	fwˈja mˈfɑːrʃ ħæʃar
пхуэузэдыж	fauzˈedˈi
пхъакъуэ	qɯ̞
пхъафэ	χaf
пхъашэ	arʃe
пхъашэу	pˌɐʃˈa
пхъащӏэ	pɦaːzˈɫ
пхъу	pʰoː
пхъуантэ	pluːnt˥
пхъуантэжьей	pʁɑ̃teʒˈe
пхъум и къуэ	tχʊ̞m jɑqɑ
пхъум ипхъу	pˈɛʁˈsˈepˈtˈ
пхъурылъху	χʊ̞rɪsʲu
пхъы	χɛ
пхъын	χɛn
пхъэ	χɛ
пхъэ зэрашхэ	beχa zəraʃ kə
пхъэ иӏущӏу тетт	pχaj usʊ tɛt
пхъэ мысрэ псы мывэрэ щыӏэкъым	pʁˈamˈis rab sɛ mˈɪvərɑ ʃuˈ ˈaʔəm
пхъэбгъу	pˈaɪzəl
пхъэбгъу есӏулӏынщ	kʰaːp rɔzumis ɔsɛnʃ
пхъэбгъу ириӏулӏынщ	χa brʊ̞jriː usɯ̞nts
пхъэбгъур гъущӏӏунэкӏэ еӏулӏын	pʊ̞ʊ̞r ʁur ʁus unɛdʒɛ jɑ ʏsɪ̞n
пхъэгулъ	jˈæ
пхъэгулъ жыг	tʁagwsˈˈœz
пхъэгулъей	χaːgusˌe
пхъэдакъэжь псым итхьэлэрэ, мэлыхъуэхьэ кӏуэдрэ?	pχætæqäˈ zʲpsɪ̞m ʲit χæ̹lʲɪrɪ̞ mɛ̈lʲɪχʊ̞hɛ kʷædrɪ̞
пхъэзэтеупщӏэ	χazɛthemsø
пхъэкӏ зыфӏэлъ	baxa tʃuðə pɑs
пхъэлъантхъуэ	pɐχæeʃaaæntɔ̙χɔ̙
пхъэмбей	kambe
пхъэмыф	χæmæθ
пхъэныӏу	χanˈa
пхъэр	baxɑr
пхъэуӏу	fˈaːvˈɒ
пхъэх	χæ
пхъэхуей	xɑːfˈeɪ
пхъэхь	tɑjˈʃah
пхъэхэкӏ	χɑqət
пхъэцӏыч	bˈxætzˈɑtʃ
пхъэш	bˈaʃ
пхъэшку	pχʊ̞ʂk
пхъэшыкъу	χaʃq
пхъэщабэ	aʃaˈb
пхъэщакъуэ	χæʃaqoːt
пхъэщакъуэ мафӏэ	pʰaːʃaːqwaːnaːv
пхъэщкӏум кӏапсэшхуэр и телъхьэщ	pɐχ ɔ̙mɢ nʲ apsɞ̙ɮʃχo̙o̙ɮ di tʰeɮ χas
пхъэщхьэмышх	tχaʃhɑmɪ̞ʃh
пхъэщхьэмыщхьэ	xasˈħɑmɪʃˈħɑ
пхъэщхьэмыщхьэпс	χɑtʃˈhɑrmaʃˈħɑpˈs
пхъэӏэбжьанэ	χaabdʒaːn
пхъэӏэпэ	qɛaˈpœ
пхъэӏэщэ	χaːsˈsi
пхъэӏэщэм вы щӏэмыщӏамэ - пхъэдакъэщ	pʁa ʔaʃm vuswamɑ pʁadaːqas
пхыкӏын	χʏ̞tʏ̞n
пхэ	χɛ
пхэней	bʲaː
пхэщхьэл	bxazhɑj
пцӏагъащӏэ	sahɑswɛ
пцӏанэ	bɑːnɯ
пцӏащхъуэ	tɕaːʃxɔj
пцӏы	tsɯ
пцӏы бупсынумэ, лӏам телъхьэ	pɔ̙ɮɢɔ̙ pɵpsɵnɵmɵɵ ɮ ɐmt he̙ɮɐχi̙
пцӏы зыупсыр щхьэщытхъущ, зызыгъатхъэр джэгуакӏуэщ	pə tsə ze oˈbsɪr ʃhaʃat xoʃo zə zəɣad xaˈdd xaˈdd dʒagwa kwa ˈʃo
пцӏы умыупс	ptso˥˩mu˩˥ːps
пцӏы упсын	btsɪwˈbsɪn
пцӏы упсыным есар укӏытэжкъым	ptsɛw ptsɪnɪm jæsru dʒɛtɛʃ ɪm
пцӏы ӏэфӏ нэхърэ пэж дыдж	btsʰlʔa funaxra pʃldʒ
пцӏыкӏэ бгъэдэтын	pʰɪtsɪ̞gæ pɑdætɪ̞ŋ
пцӏым гур щӏех	kɔsam gʊrɪ̆ʃɛjx
пцӏым лъакъуэ щӏэткъым	psimˈɯʃaːqoʃoːtim
пцӏыр згъэуващ жыпӏэми, уи пащхьэ къоджэлэж	psilz ɢaɫva ʃɛp ʔɑːmj wipʰaːʃ hɑq ɔ dʒdʒdʒeʃ
пцӏыр зэбгъэпцӏми зэрыпцӏыр къыщӏокӏыж	pətsɯr zæbɢɑ pɯsɯmmʲi zærɯpsɯr qɑzɑw tʃiʃ
пцӏыр ӏуданэ хужькӏэ дащ	ptsɯr udɑnɯŋ xyzɯzdʒɛ dɑʃ
пцӏыупс и кӏапсэ кӏыхьщ	bɑsˈvb sˈdʒɑb sɑdʒħ
пцӏыупс пцӏыупс едэӏуэжкъым	psuɫups psuɫups ʑdʲavɑj ʒɛm
пцӏыупсым и пэж закъуэр хьэм ӏэпеч	pə so faro mi pa dʒagaqoːr hæm ə petʃ
пцӏыупсыр я фӏэщ мыхъуурэ, и унэр мафӏэм исащ	pə tsɔ ɔpsɛr jaːfəʃmɔ xoˈra ju nɾ nafɑ misaˈʃ
пцӏыӏуэпцӏылэ	tɕɑwɑpskɛnˈlʲɛ
пцӏэ	fɑ
пцӏэгъуэплъ	zavatsʲ
пшагъуэ	ʂa˥˩xwa˥˩
пшапэӏудз	pʃæpˈudz
пшапэӏудз хуэхъун	bʃap pˈɔuz fˈoːɾˌon
пшахъуашхэ	pʃaxwajʃkɨ
пшахъуэ	ʃarˈvɑ
пшахъуэ унэ щӏын	pʃaː xwɒuˈi nɒsvn
пшахъуэджэд	ʃɑhxuːdʒid
пшыналъэ	nˈoʃˈɛnˈɑsˈi
пшыналъэмрэ	kʃɔːnaɑʃɛmrə
пшынауэ	synɑːvə
пшынауэ цӏэрыӏуэхэр	pʃɪnawɑtʃ oɾɯwħar
пшынауэ ӏэзэу щытащ	pʃɨnawa asau̯ttaʃ
пшынэ	pʃiˈnɛ
пшынэ тхыбзэ	ʃʲinːætχɪ̞p zɪ̞
