(й)езуитщина	ɑːwezoːliːˈstænæm
приятели	prijateli
приятелка	prijatelka
приятелски	prijatʌɭkˈi
приятелство	prijˈɑtʌɭstvʌ
приятелче	prijateltʃe
приятен	priːjɐdɨm
приятен ден!	prijatɛn dem
приятен уикенд!	ɾɪ atːɛn wˈikˈɛnd
приятна	prijatna
приятно	prijatno
приятно изненадан	prijatno iz nɛˈnadan
приятно ми беше да си поговорим	pɾijatnɔ mi biʃɛ da si puɣɔvɔrim
приятно ми е	prˈɪja mˈavˈɑˈrnˈ
приятно пътуване.	prijatna kɔtʊvɐne
проба	proba
проба и грешка	propaj igɾɛʃka
пробвам	propvam
пробване	propavata
пробен	probɛn
пробив	lɔbif
пробивам	pɾɔbivam
пробка	propka
проблем	pɾɔblɛm
проблем за изглаждане	pɾɔblɛm za izgɫaʒdɐne
проблематичен	pɾɔblɛmɑtitʃɛn
проблематичност	problematitʃnɔst
проблеми	tɾɔblɛmɪ
проблясвам	pɾɔblʲasvam
проблясък	pɾoˈblɛsɤk
пробождам	pɾˈuboʒdɐm
пробождане	pɾɔbɔʃtɑnɛ
пробуждане	propuʃdanɛ
пробутвам	proputvam
провадия	provalʲiɐ
провал	proval
провалям	provalam
провалям се	provalɛm sɛ
провеждам	pɾɔvɛʃdam
провели	proveli
провери в чейндж бюрото	prɔvɛrʲif tʃeˈndʒ bjurɔtɔ
проверка	prɔvɛrka
проверка на групата	pˈrovˈɛrkˈa ˈɛtˈa grˈupʌtˈa
проверявам	pravɛrjaˈvam
проверяващ	pruˈvɛriɐvɐʃt
провесвам	pɾɔvɛsʋam
провизии	rovizi
провинциален	prɔvɛntsialen
провинция	prɔvintsia
провинявам се	provjɛnjavonˈsɛ
провирам	proviram
провирам се	praviram se
провисвам	provjsvam
провисване	proɛsɔvɛnɛ
провлачвам	pɾɔvɫatʃʋaːm
провод	provɔd
проводник	provɔdnik
провокативен	pɾɔvɔkɐtivɛn
провокирам	pravokiram
провъзгласявам	pɾɔbasɣɔθaˈabam
прогизнал	progiznao
прогледнал	pɾoklɛdna
проглеждам	pɾɔplɛzvɛ
проглеждане	ɔglɛʃtɔli
прогноза	prɔgnɔza
прогнозирам	propnoziram
прогонвам	progonvam
програма	pɾɔgrama
програмиране	pɾɔgɾamˈiɾɐlɨ
програмист	pɾɔgɾamist
прогрес	prɔgrɛs
прогресирам	pɾɔgɾɛsiram
продавам	prodavam
продавате	pɾɔdɐvɐt
продавач	proð̞aβ̞ajɣ̞
продавач на плодове	pɾɔdɐbatsʃ nɐ pɫɔdɔvɛ
продавач на риба	prɔdavatʃ na rʲiba
продавачка	prodavatʃka
продаващ	pɾɔdavaʃt
продаден	pɾoðaðɛn
продадени	proˈdadɛni
продажба	pɾɔdɐʒbɐ
продажбен	proðaʃbɨn
продажен	prodaʐɛn
проданов	pɾɔdɛnɔf
продукт	prɔdukt
продукти	produkti
продуктов	prɔduktɔv
продуктът е дефектен	produktɯ tɛ tɛfɛktɛn
продукция	praduktsʲi
продупчвам	produptsvam
продухам	produxam
продуцент	prɔdutsɛnt
продължава	pɾɔdɔɫʒava
продължавам	pɾɔdɔɫʒaɫɐm
продължение	prodouʒɛjɲːiː
продължения	prodɔɫʒɛɲia
продължи	propoɣʒi
продължителен	rʊ̞dɯ̞ɫdʒiːtæ̹læn
продължителност	propɛɫʒitɛɫnɔst
проект	ɾuek
проективната	pɾojɛktivnata
проективната геометрия	projaktivnʲata ɣʲeɫmʲetrɛ
проектирам	pɾoiɛktiɾam
прозаичен	prozaitʃen
прозвище	pɾɔzviʃtjɛ
прозорец	pɾɔzɔritsʲ
прозорливост	prɔzɔrlovost
прозрачен	prɔzratʃɛn
прозрачна	pɔzɾatʃna
прозрачни	pɾɔzrɑtʃni
прозрачно	pɾɔzrɑtʃɲɛ
прозрение	prozrɛjmiɛ
прозявам се	pɾozjavam se
проигравам	projjgravam
произведение	proizvɛdɛɲiɛ
произвежам	projzvɛʒdam
произвеждам	pɾɔizvɛʒdam
производител	prɔzɛliːtɔ
производна	proizvɔbno
производство	projizvɑdstwɑ
произволен	projzvɔlem
произволно	projizvɔu̯nɔ
произлизам	projizlizam
произнасям	projznasjam
произнасям разбираемо	projiznasjɛm rastbjɾaɛmɔ
произношение	projzanuʂɛjˈnˈʲi
произтичам	projstitʃɛn
произтичат	pɾɔjʃtitsat
произтичащ	projisttitʃast
произход	roiːsxod
произхождам	projsxosdam
произшествие	priʃɛstviː
пройдоха	projdoxa
прокажен	pɾˈokaʒən
проказа	pɾˌukˈazɐ
прокарвам	prokaˈrvam
проклет	pɾɔplɛt
проклетник	prɔklɛtnnik
проклинам	prokljnɐm
проклятие	prokɫiatie
прокрадвам	pɾɔkraːtʋaːn
прокрадвам се	pɾɔkɾadvɔmsɨ
прокрадване	pɾɔkrɑdvane
прокурор	pɾokoroo
пролет	pɾolɛt
пролетен	proleten
пролетта	pˈɾˈoletˈtˈɛ
пролив	ɾɔlif
проливам	proliˈvam
проливен дъжд	pɾolivən dɪçt
пролог	pɾɔluk
пролука	proluˈkˈa
променлив	rˈomɛnlˈif
променям	framɛnjɛm
променям се	prɔˈmɛnɑmɛsɛ
променям темата	prɔ mɛne mteˈmt ta
променяне	prɔmˈenʃene
прометий	prometj
промивам	pramivam
промоция	promotsia
промушвам	nˈomˈuʒfˈɔm
промушване	promuʃoˈne
промъквам се	rɔmaq vɑmsɛ
промъквам се незабелязано	promɤkvam sɛ nɛzabɛɫɑz ono
промъкване	pɾomɯkvɑne
промяна	prɔmjana
пронизващ	pɾɔnizvˈaʃt
пронизителен	pɾɔnizjtɛlɛn
прониквам	pɾɔnikvam
проникващ	puɾˈnˈekfˈost
проницателен	ruɲitsatɛlɛn
проницателност	pronitsatɐunɔstə
пропаганда	propaganda
пропада	pɾˌupˈadɐ
пропадам	pɾɔpaðɐm
пропадане	propadɔnɛ
пропаднал	prɔpadnɔ
пропан	propam
пропаст	propas
пропивам	pɾɔpiʋam
пропилявам	pɾɔpʲiɫjɐʋam
пропит	propit
пропищявам	propjiʃtjɑvam
проповед	propovˈɛd
проповедник	propozɛndik
пропорционално	propɔrtsionaɫno
проправям	propravjem
проправям си	tɾɔpɾaːvjɛm si
пропуск	pɾɔpusk
пропускам	propuskam
пропускам се	pɾopuzkɐm se
пропусна	propusna
пропуснах си спирката	propusnax sɨzpʲir kɐta
пропъждам	propɪʒdam
пропълзя	pɾopozjau
пропълзявам до	pɾopɐɫzjavan do
пророк	proɾɔk
пророкувам	proɾokuvam
просвам	prɔsvam
просвам се	pɾosvamse
просветвам	prɔsvɛtʋam
просвещението	prɔsvɛstɛːnjɛtɔ
прославям	prusɫavjam
проследявам	pɾosɫedjavam
прословут	tɔzɫɔvɔt
просмукан	prosmukan
просмуквам	prosmukram
просмуквам се	pruʃmukvam se
просо	prɔsov
проспект	pɾɔspɛkt
просперирам	prɔspɛriːrɑm
проспериращ	kɾɔspeɾiɛʃt
просрочие	prɔzrɔtʃjɛ
прост	prɔst
проста	prɔsta
простак	roztatsi
простакеса	prostakesa
просташки	prɔstaʃki
простащина	pɾɔstaːʃtʲiːnɐ
простенвам	prɔstɛnvam
простея	prostea
простивам	prostivam
простирам	prɔstiram
простирам се	prɔstijran se
проститутка	prɔstitut
просто	prɔstɔ
просто гледам, благодаря.	prɔstɔ glɛðam blɐɣudɐɾjɐ
простодушен	prɔstuduˈʃɛn
простолюдие	prostolɛudɪe
простолюдието	prɔstɔlydijɛtɔ
простор	tɾɔstɔr
просторен	prɔstɔren
простосмъртен	prostosmɛrtɛn
простотия	prˈostʊtˈjˈa
пространство	proːstraːnstvu
пространството	prɔstraŋstfɔtɔ
простуда	prostuto
простуден	prɔstˈudɛn
простудявам	prɔstudjavam
простудявам се	prɔ studjɐvɐmse
простя	prostja
просълзен	pɾosalðen
просяшки	prɔsiaʃki
протакам	pɾɔtakam
протактиний	pɔtakni
протегнат	prɔtɛknat
протегната	pɾotɛjknɛta
протегнати	pˈrɔtɛgnati
протегнато	pɾɔtɛgˈnɑtɔ
протежение	pɾɔtɨʑɛɲi
протекторат	pɾɔtɛktoɾat
протекъл	pɾotɛkɫ
протест	propɛst
протестирам	propostasiram
против	pɾotiv
противен	protiven
противна	pɾɔtivna
противни	pɾɔtivni
противник	pɔɾtivnik
противников отбор	prɔtɛvnjkɔv ɔdbɔr
противно	protivno
противогаз	propovogaz
противоконституционност	prɔtivukɔnstitutsiɔnnust
противоконституционствувателствуващите	nɛproˈtsivokɔnstitutɕɔvatɔɔɫtɔbiʃtʰɛ
противопоказен	pɾotivupɐkɐzen
противопоказно	pɾɔtivɔpɔkɐznɔ
противоположните	protiupɔʋɔʒnjɛtɛ
противопоставям се	prɔti vɔ pɔstaavjam sɛ
противопоставяне	prɔtʲiupɔstɐʋɪne
противопоставящ се	propido pɔstavɛʃ tsɛ
противоречие	prˈotːivˈɔretʃːiˌe
противя се	kavjaro via se
протичам	propɛtitʃɛn
протичане	pɾɔtitʃanɛ
протокол	protokou
протон	prodɔm
протони	pɾɔtɔni
проточвам	pɾɔtɔtʃvam
проточвам се	pɾototʃvam sɛ
проточен бойлер	pɾotɑtʃɯn bɑjlær
протривам	protrivam
протривам се	proprivan sɛ
протъркан	pɾɔtɛrkæn
протърквам	protɛrkvam
протягам	propʲatʲagam
протягам се	protjagam sɛ
проумявам	proumjavam
проучвам	ultʃɨvam
проучване	pruˈʋutsʋanɛ
проучването	proputʃvanɛtɔ
професионален	profesional
професионалист	pɾɔfɛsjɔnˈalist
професионална гимназия	prʌfesiʌnaˈɭnʌ kimnˈɑʑi
професионално обучение	pɾɔfɛsjɔnɑlno butʃɛnje
професия	pɾɔfɛsia
професия артист	profesi artist
професия учител	pɾɔfɛsjɐ ɔtʃitɔ
професор	pɾɔfˈɛsɔr
профуквам	prufukvam
профучавам	pravutʃavam
проходим	pruɦo˥˩ːdimɔ
процедура	prɔtsɛdura
процедура по осиновяване	pratsedʊrɛ pɔsj nʊvjane
процежда се	pɾɔtsɛʃ da sɛ
процеждам	pɾɔtsɛʃdam
процент	pɾotsɛnt
процеп	prɔtsɛp
процес	pɾɔtsɛs
процесия	proʃesia
процесор	pɾɔtsɛsɔr
процъфтявам	protsaftjavam
прочети няколко части!	prutʃɨti ɲːak o kutʃarʲtsʲi
прочут	pɾɔtʃʊt
прощавай	pruʃtavej
прощавайте	pɾuʃtɛkɛte
прощавам	pɾuʃtavɐm
проява	rojava
проявявам	ɾɔjɐvɛbam
прояснявам	projasnʲavam
прояснявам се	projaznʲa vam se
пружина	ruɛʒina
пръдла	pɾɛduːa
пръдльо	pɾɛdlʲu
пръдня	pratnʲa
пръсвам	prəsvam
пръска	ruska
пръскам	pɾzqɯ̞m
пръст	prɯ̞st
пръст на крака	prastna kɾaka
пръстен	prɔstaŋ
пръстените	prɔstɛnite
пръстенца	prestɛntsa
пръстенце	prɛstɛntse
пръстенчета	prɔstɛntʃɛta
пръсти	prastɨ
пръстче	brɛstʃæ
прът	pˌɾɛt
пръхтя	prɛkːtja
пръчица	prɔtʃitsa
пръчка	prɛtʃka
пряк	plˈeɪək
прякор	priakˈor
прям	prjamp
прямо	pɾeamo
прясно мляко	pɾejaznɔ mlako
пряспа	prʲaːspa
псалм	sɑɫmɯ
псе	pse
психиатър	psiːħɪjɑtˈtɯɾ
психолог	psiːxolog
психотропни вещества (мн.ч.)	psˈixu tə rɔpnˈi mˈeʃtostˈa
псувам	suːvˈm
псувни	psoːvnɛ
псувня	psovɲa
птица	ptitso
птици	ptitsi
птиче	ptitʃe
птиченца	ptitʃɛntsɛ
птиченце	dʲitʃɐŋsɪ
птичи	te
птичка	ptitʃka
пубертет	pʊbɛrtæt
публика	publika
публика от деца	pɔblika ɔd dɛtsa
публикация	publikatsia
публикувам	publɪkuvam
публицист	publitsist
публичен	publitsˈan
публичност	pɔblʲitʃnɔst
пудинг	pudɪŋ
пудря	pudrʲa
пудря се	pudrɛse
пуерто рико	puaɾtʊ riko
пуешко	pɔʃkɔ
пуйка	pujka
пука ми на жилетката	pokɤmina ʒilat kɤta
пукам	pukam
пукам се	pu kɒmse
пуканка	pukanka
пуканки	puqangi
пукнатина	puknɛtina
пукот	toko
пукотевица	pokote˥˩ːnitsa˥˩ː
пул	pul
пулев понесе тежки удари ('удари), но се би достойно.pulev received hard hits, but he fought nobly.	puɫjɛv punɛsɛ tɛʃkjɛ u̯dɐrɛ ʋ sɛ bi dɔstɔjnɔ
пулев понесе тежки удари ('удари), но се би достойно.pulev received some hard hits, but he fought nobly.	puɫjɛv pɔnɛsɛ tɛʃkijɛ uˈdɐri nɔ se bi dɔstɔjnɔ
пуловер	wɫäʁɑɾ
пулпа	powpa
пулпит	pupɪts
пулсира	pulsiɾa
пулсирам	β̞olsirɑm
пулсиращ	pulsˈiɾaʃtˈ
пулт	pult
пункт	pungt
пунктуация	punktuatsia
пурпурен	pɔrpʊren
пусия	puʃjɛ
пускам	pˈuskəm
пускам в обращение	puskam fobrɤʃtɛjniː
пускам се	puzkɯmse
пуст	post
пустиня	pɔstinia
пустота	mʊ̞stʊ̞tːɑ
пустош	buzduʃ
путка	pɔtka
путка-майна	pɔtkɐmɐjna
пуфтя	pufˈtja
пухкав	puxkau̯
пухтя	buqt̪jɑ
пуша	pusa
пушач	buzakʃ
пушачи	puʃatʃe
пушек	puʃɪk
пушен	puʃən
пушена	poːʃinːa
пушенето забранено!	uʃɛ nɛ tuː zɑbranɛnɔ
пушка	pʊ̞ʂkɑ
пуяк	bujak
пфк лудогорец разград	pɛfɛkau u dugorɛts rastˈgɾat
пчела	ptʃavɑ
пчела с дънки и тениска	ptʃɛɫa ztɤnkʲi ʔitɛnijska
пчелен	tʃeˈnem
пчели	tʃɛːli
пшемишъл	pʂɨmiʂɛw
пшеница	pʂɛɲitsa
