×	peke
死に遅れる	ɕiniokɯɾeɾɯ
死に金	ɕinigane
死に際	ɕinigiɰᵝa
死に顔	ɕinigao
死に馬	ɕiniɯma
死ぬ	ɕinɯ
死ぬまで戦う	ɕinɯmadetatakaɯ
死ぬ迄戦う	ɕinɯmadetatakaɯ
死の商人	ɕinoɕoɯniɴ
死の床	ɕinotoko
死の灰	ɕinohai
死の組	ɕinokɯmi
死の舞踏	ɕinobɯtoɯ
死を悼む	ɕioitamɯ
死んだふり	ɕiɴdaɸɯɾi
死んだも同然だ	ɕiɴdamodoɯzeɴda
死んだ子の年を数える	ɕiɴdakonotoɕiokazoeɾɯ
死んだ振り	ɕiɴdaɸɯɾi
死んでも死にきれない	ɕiɴdemoɕinikiɾenai
死んでも死に切れない	ɕiɴdemoɕinikiɾenai
死んでも死に切れぬ	ɕiɴdemoɕinikiɾenɯ
死んで花実がなるものか	ɕiɴdehanamiganaɾɯmonoka
死んで花実が咲くものか	ɕiɴdehanamigasakɯmonoka
死中	ɕitɕɯɯ
死中に活を求める	ɕitɕɯɯnikatsɯomotomeɾɯ
死中求活	ɕitɕɯɯkjɯɯkatsɯ
死亡	ɕiboɯ
死亡例	ɕiboɯɾei
死亡保険	ɕiboɯhokeɴ
死亡保障	ɕiboɯhoɕoɯ
死亡地	ɕiboɯtɕi
死亡届け	ɕiboɯtodoke
死亡広告	ɕiboɯkoɯkokɯ
死亡数	ɕiboɯsɯɯ
死亡時刻	ɕiboɯdʑikokɯ
死亡率	ɕiboɯɾitsɯ
死亡給付金	ɕiboɯkjɯɯɸɯkiɴ
死亡者	ɕiboɯɕa
死亡記事	ɕiboɯkidʑi
死亡診断書	ɕiboɯɕiɴdaɴɕo
死亡証明書	ɕiboɯɕoɯmeiɕo
死人	ɕibito
死人に口なし	ɕiniɴnikɯtɕinaɕi
死人に口無し	ɕiniɴnikɯtɕinaɕi
死体	ɕitai
死体保管所	ɕitaihokaɴdʑo
死体安置所	ɕitaiaɴtɕidʑo
死体性愛	ɕitaiseiai
死体検案書	ɕitaikeɴaɴɕo
死体置き場	ɕitaiokiba
死体解剖	ɕitaikaiboɯ
死体遺棄	ɕitaiiki
死傷	ɕiɕoɯ
死傷者	ɕiɕoɯɕa
死児	ɕidʑi
死処	ɕiɕo
死出	ɕide
死出の旅	ɕidenotabi
死出の田長	ɕidenotaosa
死出田長	ɕidetaosa
死刑	ɕikei
死刑判決	ɕikeihaɴketsɯ
死刑制度	ɕikeiseido
死刑台	ɕikeidai
死刑囚	ɕikeiɕɯɯ
死刑執行	ɕikeiɕikːoɯ
死刑場	ɕikeidʑoɯ
死刑宣告	ɕikeiseɴkokɯ
死刑廃止	ɕikeihaiɕi
死別	ɕibetsɯ
死前喘鳴	ɕizeɴzeɴmei
死力	ɕiɾjokɯ
死力を尽くして	ɕiɾjokɯotsɯkɯɕite
死力を尽くす	ɕiɾjokɯotsɯkɯsɯ
死去	ɕikjo
死命	ɕimei
死因	ɕiiɴ
死地	ɕitɕi
死姦	ɕikaɴ
死守	ɕiɕɯ
死屍	ɕiɕi
死屍累々	ɕiɕiɾɯiɾɯi
死屍累累	ɕiɕiɾɯiɾɯi
死後	ɕigo
死後硬直	ɕigokoɯtɕokɯ
死所	ɕiɕo
死文	ɕibɯɴ
死斑	ɕihaɴ
死有	ɕiɯ
死期	ɕiki
死歿	ɕibotsɯ
死毒	ɕidokɯ
死没	ɕibotsɯ
死活	ɕikatsɯ
死活問題	ɕikatsɯmoɴdai
死海	ɕikai
死海写本	ɕikaiɕahoɴ
死海文書	ɕikaimoɴdʑo
死滅	ɕimetsɯ
死火山	ɕikazaɴ
死灰	ɕikai
死点	ɕiteɴ
死物	ɕibɯtsɯ
死物寄生	ɕibɯtsɯkisei
死球	ɕikjɯɯ
死生	ɕisei
死生不知	ɕiɕoɯɸɯtɕi
死生観	ɕiseikaɴ
死産	ɕizaɴ
死産児	ɕizaɴdʑi
死病	ɕibjoɯ
死相	ɕisoɯ
死神	ɕinigami
死票	ɕiçjoɯ
死絶	ɕizetsɯ
死線	ɕiseɴ
死線を越える	ɕiseɴokoeɾɯ
死罪	ɕizai
死者	ɕiɕa
死者の書	ɕiɕanoɕo
死者を出す	ɕiɕaodasɯ
死者を生かす	ɕiɕaoikasɯ
死肉	ɕinikɯ
死脈	ɕimjakɯ
死臭	ɕiɕɯɯ
死苦	ɕikɯ
死荷重	ɕikadʑɯɯ
死菌ワクチン	ɕikiɴɰᵝakɯtɕiɴ
死蔵	ɕizoɯ
死蝋	ɕiɾoɯ
死角	ɕikakɯ
死語	ɕigo
死軸	ɕidʑikɯ
死都	ɕito
死重的損失	ɕidʑɯɯtekisoɴɕitsɯ
死闘	ɕitoɯ
死際	ɕinigiɰᵝa
死霊	ɕiɾei
死顔	ɕinigao
死馬	ɕiba
死骸	ɕigai
死魄	ɕihakɯ
死魔	ɕima
歿	botsɯ
歿する	bosːɯɾɯ
歿前	botsɯzeɴ
歿地	botsɯtɕi
歿後	botsɯgo
殃	ɰᵝazaɰᵝai
殄滅	teɴmetsɯ
殆	hotohoto
殆ど	hotoɴdo
殆どない	hotoɴdonai
殆どの人	hotoɴdonoçito
殆んど	hotoɴdo
殉じる	dʑɯɴdʑiɾɯ
殉国	dʑɯɴkokɯ
殉教	dʑɯɴkjoɯ
殉教者	dʑɯɴkjoɯɕa
殉死	dʑɯɴɕi
殉職	dʑɯɴɕokɯ
殉職者	dʑɯɴɕokɯɕa
殉難	dʑɯɴnaɴ
殉難者	dʑɯɴnaɴɕa
殊	koto
殊な	kena
殊に	kotoni
殊のほか	kotonohoka
殊の他	kotonohoka
殊の外	kotonohoka
殊功	ɕɯkoɯ
殊勝	ɕɯɕoɯ
殊勲	ɕɯkɯɴ
殊勲賞	ɕɯkɯɴɕoɯ
殊更	kotosaɾa
殊遇	ɕɯgɯɯ
残	zaɴ
残さず	nokosazɯ
残し湯	nokoɕijɯ
残す	nokosɯ
残った	nokotːa
残った分	nokotːabɯɴ
残らず	nokoɾazɯ
残り	nokoɾi
残りかす	nokoɾikasɯ
残りすくない	nokoɾisɯkɯnai
残り少ない	nokoɾisɯkɯnai
残り惜しい	nokoɾioɕii
残り滓	nokoɾikasɯ
残り火	nokoɾibi
残り物	nokoɾimono
残り物には福がある	nokoɾimononihaɸɯkɯgaaɾɯ
残り物に福あり	nokoɾimononiɸɯkɯaɾi
残り粕	nokoɾikasɯ
残り香	nokoɾiga
残る	nokoɾɯ
残んの	nokoɴno
残余	zaɴjo
残余額	zaɴjogakɯ
残像	zaɴzoɯ
残光	zaɴkoɯ
残党	zaɴtoɯ
残兵	zaɴpei
残刻	zaɴkokɯ
残務	zaɴmɯ
残務整理	zaɴmɯseiɾi
残品	zaɴpiɴ
残品整理	zaɴpiɴseiɾi
残喘	zaɴzeɴ
残土	zaɴdo
残圧計	zaɴatsɯkei
残基	zaɴki
残塁	zaɴɾɯi
残存	zaɴzoɴ
残存日数	zaɴsoɴnisːɯɯ
残存種	zaɴzoɴɕɯ
残存者	zaɴzoɴɕa
残寒	zaɴkaɴ
残尿	zaɴnjoɯ
残尿感	zaɴnjoɯkaɴ
残差	zaɴsa
残差平方和	zaɴsaheihoɯɰᵝa
残席	zaɴseki
残影	zaɴei
残心	zaɴɕiɴ
残忍	zaɴniɴ
残忍冷酷	zaɴniɴɾeikokɯ
残忍性	zaɴniɴsei
残忍酷薄	zaɴniɴkokɯhakɯ
残忍非情	zaɴniɴçidʑoɯ
残忍非道	zaɴniɴçidoɯ
残念	zaɴneɴ
残念ながら	zaɴneɴnagaɾa
残念なことに	zaɴneɴnakotoni
残念な事に	zaɴneɴnakotoni
残念無念	zaɴneɴmɯneɴ
残念至極	zaɴneɴɕigokɯ
残念賞	zaɴneɴɕoɯ
残戸	zaɴko
残敵	zaɴteki
残暑	zaɴɕo
残暑見舞	zaɴɕomimai
残暑見舞い	zaɴɕomimai
残月	zaɴgetsɯ
残柱	zaɴtɕɯɯ
残業	zaɴgjoɯ
残業代	zaɴgjoɯdai
残業手当	zaɴgjoɯteate
残機	zaɴki
残渣	zaɴsa
残滓	zaɴɕi
残炎	zaɴeɴ
残焔	zaɴeɴ
残照	zaɴɕoɯ
残片	zaɴpeɴ
残物	zaɴbɯtsɯ
残生	zaɴsei
残留	zaɴɾjɯɯ
残留応力	zaɴɾjɯɯoɯɾjokɯ
残留性有機汚染物質	zaɴɾjɯɯseijɯɯkioseɴbɯɕːitsɯ
残留熱除去	zaɴɾjɯɯnetsɯdʑokjo
残痕	zaɴkoɴ
残置	zaɴtɕi
残花	zaɴka
残菊	zaɴgikɯ
残菜	zaɴsai
残虐	zaɴgjakɯ
残虐無道	zaɴgjakɯmɯdoɯ
残虐非道	zaɴgjakɯçidoɯ
残部	zaɴbɯ
残酷	zaɴkokɯ
残酷焼	zaɴkokɯjaki
残酷非道	zaɴkokɯçidoɯ
残量	zaɴɾjoɯ
残金	zaɴkiɴ
残雪	zaɴsetsɯ
残響	zaɴkjoɯ
残額	zaɴgakɯ
残飯	zaɴpaɴ
残香	zaɴkoɯ
残骸	zaɴgai
残高	zaɴdaka
殖える	ɸɯeɾɯ
殖やす	ɸɯjasɯ
殖民	ɕokɯmiɴ
殖民地	ɕokɯmiɴtɕi
殖産	ɕokɯsaɴ
殖産興業	ɕokɯsaɴkoɯgjoɯ
殖財	ɕokɯzai
殪す	taosɯ
殪る	taoɾɯ
殪れる	taoɾeɾɯ
殯宮	çiɴkjɯɯ
殲滅	seɴmetsɯ
殳	ɾɯmata
殳旁	hokozɯkɯɾi
殴りあう	nagɯɾiaɯ
殴りころす	nagɯɾikoɾosɯ
殴りたおす	nagɯɾitaosɯ
殴りつける	nagɯɾitsɯkeɾɯ
殴り付ける	nagɯɾitsɯkeɾɯ
殴り倒す	nagɯɾitaosɯ
殴り合い	nagɯɾiai
殴り合う	nagɯɾiaɯ
殴り書き	nagɯɾigaki
殴り殺す	nagɯɾikoɾosɯ
殴り込み	nagɯɾikomi
殴り込む	nagɯɾikomɯ
殴り飛ばす	nagɯɾitobasɯ
殴る	nagɯɾɯ
殴打	oɯda
殴殺	oɯsatsɯ
段	daɴ
段々	daɴdaɴ
段々畑	daɴdaɴbatake
段々畠	daɴdaɴbatake
段どり	daɴdoɾi
段を取る	daɴotoɾɯ
段シフト	daɴɕiɸɯto
段ボール	daɴboːɾɯ
段ボール箱	daɴboːɾɯbako
段丘	daɴkjɯɯ
段位	daɴi
段別	taɴbetsɯ
段収	taɴɕɯɯ
段取り	daɴdoɾi
段差	daɴsa
段幕	daɴmakɯ
段平	daɴbiɾa
段戸襤褸菊	daɴdoboɾogikɯ
段歩	taɴbɯ
段段	daɴdaɴ
段段畑	daɴdaɴbatake
段段畠	daɴdaɴbatake
段物	daɴmono
段級位制	daɴkjɯɯisei
段級制	daɴkjɯɯsei
段組み	daɴgɯmi
段腹	daɴbaɾa
段落	daɴɾakɯ
段落の見出し	daɴɾakɯnomidaɕi
段落名	daɴɾakɯmei
段葛	daɴkazɯɾa
段袋	daɴbɯkɯɾo
段違い	daɴtɕigai
段違い平行棒	daɴtɕigaiheikoɯboɯ
段間	daɴkaɴ
段階	daɴkai
段階的詳細化	daɴkaitekiɕoɯsaika
段階評価	daɴkaiçjoɯka
段飛ばし	daɴtobaɕi
段鼻	daɴbana
殷	iɴ
殷々	iɴiɴ
殷墟文字	iɴkjomodʑi
殷富	iɴpɯ
殷殷	iɴiɴ
殷盛	iɴsei
殷賑	iɴɕiɴ
殷賑を極める	iɴɕiɴokiɰᵝameɾɯ
殺がれた耳	sogaɾetamimi
殺がれる	sogaɾeɾɯ
殺ぐ	sogɯ
殺げる	sogeɾɯ
殺し	koɾoɕi
殺しても死なない	koɾoɕitemoɕinanai
殺し合う	koɾoɕiaɯ
殺し場	koɾoɕiba
殺し屋	koɾoɕija
殺し文句	koɾoɕimoɴkɯ
殺す	koɾosɯ
殺める	ajameɾɯ
殺りく	satsɯɾikɯ
殺る	jaɾɯ
殺人	satsɯdʑiɴ
殺人事件	satsɯdʑiɴdʑikeɴ
殺人光線	satsɯdʑiɴkoɯseɴ
殺人刀	satsɯdʑiɴtoɯ
殺人剣	satsɯdʑiɴkeɴ
殺人未遂	satsɯdʑiɴmisɯi
殺人犯	satsɯdʑiɴhaɴ
殺人狂	satsɯdʑiɴkjoɯ
殺人現場	satsɯdʑiɴgeɴba
殺人的	satsɯdʑiɴteki
殺人罪	satsɯdʑiɴzai
殺人者	satsɯdʑiɴɕa
殺人課	satsɯdʑiɴka
殺人鬼	satsɯdʑiɴki
殺伐	satsɯbatsɯ
殺傷	saɕːoɯ
殺処分	satsɯɕobɯɴ
殺到	satːoɯ
殺害	setsɯgai
殺害を企てる	satsɯgaiokɯɰᵝadateɾɯ
殺害事件	satsɯgaidʑikeɴ
殺害者	satsɯgaiɕa
殺意	satsɯi
殺戮	satsɯɾikɯ
殺気	sakːi
殺気だつ	sakːidatsɯ
殺気立つ	sakːidatsɯ
殺法	sapːoɯ
殺生	seɕːoɯ
殺生禁断	seɕːoɯkiɴdaɴ
殺真菌薬	satsɯɕiɴkiɴjakɯ
殺精子剤	satsɯseiɕizai
殺精子薬	satsɯseiɕijakɯ
殺菌	sakːiɴ
殺菌作用	sakːiɴsajoɯ
殺菌剤	sakːiɴzai
殺菌力	sakːiɴɾjokɯ
殺菌消毒	sakːiɴɕoɯdokɯ
殺菌消毒剤	sakːiɴɕoɯdokɯzai
殺菌消毒器	sakːiɴɕoɯdokɯki
殺虫	satɕːɯɯ
殺虫剤	satɕːɯɯzai
殺陣	tate
殺陣師	tateɕi
殺風景	sapːɯɯkei
殺鼠剤	sasːozai
殻	gaɾa
殻むき	kaɾamɯki
殻を破る	kaɾaojabɯɾɯ
殻を閉ざす	kaɾaotozasɯ
殻剥き	kaɾamɯki
殻斗	kakɯto
殻構造	kakɯkoɯzoɯ
殻竿	kaɾazao
殻頂	kakɯtɕoɯ
殿	dono
殿上	teɴdʑoɯ
殿上の間	teɴdʑoɯnoma
殿上人	teɴdʑoɯbito
殿下	deɴka
殿下の宝刀	deɴkanohoɯtoɯ
殿中	deɴtɕɯɯ
殿内	doɯɴtɕi
殿原	tonobaɾa
殿堂	deɴdoɯ
殿堂入り	deɴdoɯiɾi
殿宇	deɴɯ
殿御	tonogo
殿方	tonogata
殿楼	deɴɾoɯ
殿様	tonosama
殿様仕事	tonosamaɕigoto
殿様商売	tonosamaɕoɯbai
殿様商法	tonosamaɕoɯhoɯ
殿様育ち	tonosamasodatɕi
殿様芸	tonosamagei
殿様蛙	tonosamagaeɾɯ
殿様蝗虫	tonosamabatːa
殿様風	tonosamaɸɯɯ
殿筋	deɴkiɴ
殿粉	deɴpɯɴ
殿舎	deɴɕa
殿軍	deɴgɯɴ
殿達	tonotatɕi
殿閣	deɴkakɯ
毀す	koɰᵝasɯ
毀つ	kobotsɯ
毀れ	koboɾe
毀れる	koɰᵝaɾeɾɯ
毀傷	kiɕoɯ
毀壊	kikai
毀損	kisoɴ
毀棄	kiki
毀誉	kijo
毀誉褒貶	kijohoɯheɴ
毅然	kizeɴ
毅然として	kizeɴtoɕite
毋れ	nakaɾe
母	haɰᵝa
母さま	kaasama
母さん	kakasaɴ
母ちゃん	kaatɕaɴ
母なる	hahanaɾɯ
母なる大地	hahanaɾɯtaitɕi
母なる自然	hahanaɾɯɕizeɴ
母の命	hahanomikoto
母の愛	hahanoai
母の日	hahanoçi
母上	hahaɯe
母乳	bonjɯɯ
母乳栄養	bonjɯɯeijoɯ
母体	botai
母刀自	hahatodʑi
母分散	bobɯɴsaɴ
母印	boiɴ
母后	bokoɯ
母君	hahagimi
母国	bokokɯ
母国語	bokokɯgo
母型	bokei
母堂	bodoɯ
母子	boɕi
母子とも	boɕitomo
母子健康手帳	boɕikeɴkoɯtetɕoɯ
母子共	boɕitomo
母子家庭	boɕikatei
母子寮	boɕiɾjoɯ
母子年金	boɕineɴkiɴ
母子手帳	boɕitetɕoɯ
母子草	hahakogɯsa
母家	omoja
母屋	moja
母屋桁	mojageta
母岩	bogaɴ
母平均	boheikiɴ
母形	bokei
母御	hahago
母性	bosei
母性効果	boseikoɯka
母性愛	boseiai
母性本能	boseihoɴnoɯ
母性遺伝	boseiideɴ
母指	boɕi
母指対向性	boɕitaikoɯsei
母数	bosɯɯ
母文字	kamodʑi
母斑	bohaɴ
母方	hahakata
母星	bosei
母材	bozai
母校	bokoɯ
母核	bokakɯ
母様	kaasama
母権	bokeɴ
母港	bokoɯ
母熊	hahagɯma
母父	omotɕitɕi
母物	hahamono
母系	bokei
母系制	bokeisei
母系家族	bokeikazokɯ
母細胞	bosaiboɯ
母線	boseɴ
母胎	botai
母船	boseɴ
母艦	bokaɴ
母衣	hoɾo
母衣蚊屋	hoɾogaja
母衣蚊帳	hoɾogaja
母親	hahaoja
母語	bogo
母語話者	bogoɰᵝaɕa
母貝	bogai
母趾	boɕi
母趾外反症	boɕigaihaɴɕoɯ
母関数	bokaɴsɯɯ
母集団	boɕɯɯdaɴ
母音	boiɴ
母音三角形	boiɴsaɴkakːei
母音交替	boiɴkoɯtai
母音動詞	booɴdoɯɕi
母音性	boiɴsei
母音調和	boiɴtɕoɯɰᵝa
母鳥	hahadoɾi
毎	mai
毎々	maimai
毎に	gotoni
毎冬	maiɸɯjɯ
毎分	maiɸɯɴ
毎号	maigoɯ
毎回	maikai
毎夏	mainatsɯ
毎夕	maijɯɯ
毎夜	maijo
毎年	maineɴ
毎度	maido
毎度あり	maidoaɾi
毎度ありがとうございます	maidoaɾigatoɯgozaimasɯ
毎度有り難うございます	maidoaɾigatoɯgozaimasɯ
毎度有難うございます	maidoaɾigatoɯgozaimasɯ
毎日	mainitɕi
毎日のように	mainitɕinojoɯni
毎日更新	mainitɕikoɯɕiɴ
毎日毎日	mainitɕimainitɕi
毎時	maidʑi
毎晩	maibaɴ
毎月	maitsɯki
毎朝	maitɕoɯ
毎期	maiki
毎次	maidʑi
毎正時	maiɕoɯdʑi
毎正時データ	maiɕoɯdʑideːta
毎毎	maimai
毎秒	maibjoɯ
毎週	maiɕɯɯ
毎食	maiɕokɯ
毒	dokɯ
毒々しい	dokɯdokɯɕii
毒する	dokɯsɯɾɯ
毒づく	dokɯzɯkɯ
毒にも薬にもならない	dokɯnimokɯsɯɾinimonaɾanai
毒のある	dokɯnoaɾɯ
毒の有る	dokɯnoaɾɯ
毒よけ	dokɯjoke
毒を以て毒を制す	dokɯomotːedokɯoseisɯ
毒を吐く	dokɯohakɯ
毒を盛る	dokɯomoɾɯ
毒を食らわば皿まで	dokɯokɯɾaɰᵝabasaɾamade
毒を食らわば皿迄	dokɯokɯɾaɰᵝabasaɾamade
毒イチゴ	dokɯitɕigo
毒ガス	dokɯgasɯ
毒キノコ	dokɯkinoko
毒人参	dokɯniɴdʑiɴ
毒入り	dokɯiɾi
毒刃	dokɯdʑiɴ
毒化	dokːa
毒味	dokɯmi
毒味役	dokɯmijakɯ
毒女	dokɯdʑo
毒婦	dokɯɸɯ
毒害	dokɯgai
毒性	dokɯsei
毒性学	dokɯseigakɯ
毒性物質	dokɯseibɯɕːitsɯ
毒手	dokɯɕɯ
毒杯	dokɯhai
毒殺	dokɯsatsɯ
毒毒しい	dokɯdokɯɕii
毒気	dokːe
毒気を抜かれる	dokːeonɯkaɾeɾɯ
毒消し	dokɯkeɕi
毒液	dokɯeki
毒牙	dokɯga
毒牙にかかる	dokɯganikakaɾɯ
毒物	dokɯbɯtsɯ
毒物学	dokɯbɯtsɯgakɯ
毒男	dokɯo
毒痛み	dokɯdami
毒矢	dokɯja
毒科学	dokɯkagakɯ
毒空木	dokɯɯtsɯgi
毒突く	dokɯzɯkɯ
毒筆	dokɯçitsɯ
毒素	dokɯso
毒腺	dokɯseɴ
毒舌	dokɯzetsɯ
毒舌家	dokɯzetsɯka
毒芹	dokɯzeɾi
毒苺	dokɯitɕigo
毒茸	dokɯtake
毒草	dokɯsoɯ
毒荏	dokɯe
毒菌	dokɯkiɴ
毒薬	dokɯjakɯ
毒薬条項	dokɯjakɯdʑoɯkoɯ
毒虫	dokɯmɯɕi
毒蛇	dokɯhebi
毒蛾	dokɯga
毒蜘蛛	dokɯgɯmo
毒蜥蜴	dokɯtokage
毒見	dokɯmi
毒見役	dokɯmijakɯ
毒質	dokɯɕitsɯ
毒酒	dokɯɕɯ
毒針	dokɯbaɾi
毒除け	dokɯjoke
毒電波	dokɯdeɴpa
毒魚	dokɯgjo
毒麦	dokɯmɯgi
比	çi
比い	tagɯi
比える	josoeɾɯ
比おい	koɾooi
比する	çisɯɾɯ
比べ	kɯɾabe
比べもの	kɯɾabemono
比べものにならない	kɯɾabemononinaɾanai
比べる	kɯɾabeɾɯ
比べ物	kɯɾabemono
比べ物にならない	kɯɾabemononinaɾanai
比を求める	çiomotomeɾɯ
比を見ない	çiominai
比丘	bikɯ
比丘尼	bikɯni
比丘尼ん	bikɯniɴ
比例	çiɾei
比例に応じて	çiɾeinioɯdʑite
比例中項	çiɾeitɕɯɯkoɯ
比例代表	çiɾeidaiçjoɯ
比例代表制	çiɾeidaiçjoɯsei
比例区	çiɾeikɯ
比例定数	çiɾeiteisɯɯ
比例式	çiɾeiɕiki
比例税	çiɾeizei
比例税率	çiɾeizeiɾitsɯ
比例配分	çiɾeihaibɯɴ
比価	çika
比倫	çiɾiɴ
比内地鳥	çinaidʑidoɾi
比内地鶏	çinaidʑidoɾi
比内鳥	çinaidoɾi
比内鶏	çinaidoɾi
比叡山	çieizaɴ
比喩	çijɯ
比喩的	çijɯteki
比喩表現	çijɯçjoɯgeɴ
比売知	çimedʑi
比売神	çimegami
比定	çitei
比島	çitoɯ
比律賓	ɸɯiɾipiɴ
比抵抗	çiteikoɯ
比抵抗計	çiteikoɯkei
比放射能	çihoɯɕanoɯ
比日	çinitɕi
比況	çikjoɯ
比熱	çinetsɯ
比率	çiɾitsɯ
比目魚	çiɾame
比目魚筋	çiɾamekiɴ
比翼	çijokɯ
比翼の鳥	çijokɯnotoɾi
比翼塚	çijokɯzɯka
比翼連理	çijokɯɾeɴɾi
比肩	çikeɴ
比良おろし	çiɾaoɾoɕi
比良八荒	çiɾahakːoɯ
比良八講	çiɾahakːoɯ
比良颪	çiɾaoɾoɕi
比誘電率	çijɯɯdeɴɾitsɯ
比諭	çijɯ
比較	çikakɯ
比較ゲノミクス	çikakɯgenomikɯsɯ
比較優位	çikakɯjɯɯi
比較器	çikakɯki
比較対照	çikakɯtaiɕoɯ
比較広告	çikakɯkoɯkokɯ
比較式	çikakɯɕiki
比較文化	çikakɯbɯɴka
比較文字	çikakɯmodʑi
比較文学	çikakɯbɯɴgakɯ
比較条件	çikakɯdʑoɯkeɴ
比較法学	çikakɯhoɯgakɯ
比較演算子	çikakɯeɴzaɴɕi
比較生理学	çikakɯseiɾigakɯ
比較発生学	çikakɯhasːeigakɯ
比較的	çikakɯteki
比較級	çikakɯkjɯɯ
比較行動学	çikakɯkoɯdoɯgakɯ
比較解剖学	çikakɯkaiboɯgakɯ
比較言語学	çikakɯgeɴgogakɯ
比較関係	çikakɯkaɴkei
比重	çidʑɯɯ
比重計	çidʑɯɯkei
比量	çiɾjoɯ
比量的	çiɾjoɯteki
比隣	çiɾiɴ
比電荷	çideɴka
比類	çiɾɯi
比類のない	çiɾɯinonai
毘廬遮那仏	biɾɯɕanabɯtsɯ
毘沙門天	biɕamoɴteɴ
毘盧舎那仏	biɾɯɕanabɯtsɯ
毘盧遮那	biɾɯɕana
毘盧遮那仏	biɾɯɕanabɯtsɯ
毛	moɯ
毛あな	keana
毛がに	kegani
毛くず	kekɯzɯ
毛だま	kedama
毛だらけ	kedaɾake
毛づくろい	kezɯkɯɾoi
毛の和物	kenonikomono
毛の柔物	kenonikomono
毛の生えた	kenohaeta
毛ばたき	kebataki
毛ぶかい	kebɯkai
毛ほど	kehodo
毛むくじゃら	kemɯkɯdʑaɾa
毛ガニ	kegani
毛ジラミ	kedʑiɾami
毛ダニ	kedani
毛バタキ	kebataki
毛並	kenami
毛並み	kenami
毛先	kesaki
毛切り石	kekiɾiiɕi
毛切石	kekiɾiiɕi
毛包	moɯhoɯ
毛包虫症	moɯhoɯtɕɯɯɕoɯ
毛唐	ketoɯ
毛唐人	ketoɯdʑiɴ
毛嚢	moɯnoɯ
毛嚢炎	moɯnoɯeɴ
毛壁蝨	kedani
毛嫌い	kegiɾai
毛孔	moɯkɯ
毛屑	kekɯzɯ
毛布	moɯɸɯ
毛帯	moɯtai
毛彫	keboɾi
毛彫り	keboɾi
毛払い	kebaɾai
毛抜き	kenɯki
毛斯綸	mosɯɾiɴ
毛束	ketaba
毛染め	kezome
毛根	moɯkoɴ
毛様体	moɯjoɯtai
毛氈	moɯseɴ
毛氈をかぶる	moɯseɴokabɯɾɯ
毛氈を被る	moɯseɴokabɯɾɯ
毛氈苔	moɯseɴgoke
毛派	moɯha
毛深い	kebɯkai
毛深雀蜂	kebɯkasɯzɯmebatɕi
毛玉	kedama
毛瓜	moɯɯɾi
毛生え薬	kehaegɯsɯɾi
毛皮	moɯçi
毛皮商	kegaɰᵝaɕoɯ
毛皮貿易	kegaɰᵝaboɯeki
毛程	kehodo
毛穴	keana
毛筆	moɯçitsɯ
毛筋	kesɯdʑi
毛管	moɯkaɴ
毛管現象	moɯkaɴgeɴɕoɯ
毛糸	keito
毛細管	moɯsaikaɴ
毛細管現象	moɯsaikaɴgeɴɕoɯ
毛細血管	moɯsaikekːaɴ
毛編み	keami
毛織	keoɾi
毛織り	keoɾi
毛織り物	keoɾimono
毛織物	keoɾimono
毛織錦	keoɾiniɕiki
毛繕い	kezɯkɯɾoi
毛繻子	kedʑɯsɯ
毛羽	keba
毛羽だつ	kebadatsɯ
毛羽立つ	kebadatsɯ
毛胞	moɯhoɯ
毛脚	keaɕi
毛脛	kezɯne
毛臑	kezɯne
毛色	keiɾo
毛艶	kezɯja
毛茸	moɯdʑoɯ
毛蓮菜	koɯzoɾina
毛蔓小豆	ketsɯɾɯazɯki
毛虫	kemɯɕi
毛虱	kedʑiɾami
毛蚕	kego
毛蟹	kegani
毛衣	kegoɾomo
毛表皮	moɯçjoɯçi
毛裏	keɯɾa
毛製品	moɯseiçiɴ
毛見	kemi
毛足	keaɕi
毛里求斯	moːɾiɕasɯ
毛針	kebaɾi
毛鈎	kebaɾi
毛鉤	kebaɾi
毛長アルマジロ	kenagaaɾɯmadʑiɾo
毛長鼠	kenaganezɯmi
毛長鼬	kenagaitatɕi
毛革	moɯçi
毛頭	moɯtoɯ
毛顎動物	moɯgakɯdoɯbɯtsɯ
毛顎動物門	moɯgakɯdoɯbɯtsɯmoɴ
毛髪	moɯhatsɯ
毛髪移植	moɯhatsɯiɕokɯ
毛黴	kekabi
毟りとる	mɯɕiɾitoɾɯ
毟り取る	mɯɕiɾitoɾɯ
毟る	mɯɕiɾɯ
毟れる	mɯɕiɾeɾɯ
毫も	goɯmo
毫光	goɯkoɯ
毫末	goɯmatsɯ
毫釐	goɯɾi
毬	maɾi
毬投げ	maɾinage
毬果	kjɯɯka
毬栗	igagɯɾi
毬栗頭	igagɯɾiatama
毬藻	maɾimo
毳	mɯkɯge
毳々しい	kebakebaɕii
毳毳しい	kebakebaɕii
氈瓜	kamoɯɾi
氈鹿	kamoɕika
氏	ɕi
氏ぬ	ɕinɯ
氏の上	ɯdʑinokami
氏の意見	ɕinoikeɴ
氏より育ち	ɯdʑijoɾisodatɕi
氏上	konokami
氏人	ɯdʑiçito
氏名	ɕimei
氏姓制度	ɕiseiseido
氏子	ɯdʑiko
氏子帳	ɯdʑikotɕoɯ
氏子札	ɯdʑikoɸɯda
氏宗	ɯdʑinokami
氏寺	ɯdʑideɾa
氏文	ɯdʑibɯmi
氏族	ɕizokɯ
