!	jɔøoːbˈstaɪm
"	kuˀˀsæˀːin
"karel appel"	taʁˈaːl ˈapɛl
remulade	ɾamɔleðɔ
ren	rˈeːn
renate	ɣɛnˈɛɬtɛ
rend mig i røven	ɣan maj ʔeɣɑnɑ ʔum
rend mig!	rˈan mˈɑːl
rende	qanqan
rendesten	ɾanɛztiŋ
rendestenen - rendestene - rendestenene	qɑnʃtɛjn qanʃtɛjn qanʃtɛjn
rendsborg	tɾanspɔɾt
rendt	qɑnt
rendte	ɢɑndɯ̞
rene	rˈeːn
renere	ɣ̞ajinɑ
rengjorde	χæjnkøʁø
rengjort	rˈɛnˈnˈ
rengør	ʁˈɛŋkɜ
rengøre	rɛŋˈgøːr
rengøring	ræŋgˈaj
rengøringsassistent	ʁˈæɪngˌæðɛnsˈɑːgzistˈɛnt
rengøringsmidler	ˢɐ̯jˀgˢŋˀsmiˀðlɛɐ̯
renhed	χˌiːnhɪd
renlig	ɢɛnliː
renlighed	ʁæənlʲi̯hˀəð
renoncere	ɾanoseɾ
renovation	lanoβ̞eʃoŋ
rens	rˈant
rensburg	ɾanˈsbʊɾg
rensdyr	ertˈvjuæ
rense	ʁˈɑnˈsi
rensede	xan˨˩˦tsɯ˥˥
renseri	ɣansɣəi
rent	rˈeːnt
rente	bntˌɪ
rentedato	ɢɑnˈdɛtɛːtø
renæssance	nɛsɑŋsɛ
renæssancen	rˌanɛsˈaŋsen
rené redzepi	ʁɛnˈi ʁat sɛpˈi
reol	bʁajˈu
reolen	ʁˈɛˈoːlˈɛn
reollåger	rˈejoːlˈlæʉ
reparation	ɣ̞ʰeʔeʃum
reparer	ɣ̞ɒbag̞æ
reparere	bæbæɾɛ
reparerede	ʃˈɛstʃɛpˈaʁeɪl
repareret	lɛpɔɣɛjˈɑs
repetitiv	ɢɛpɛtɛtɪv
repetitivt	ʁeɪpˌtæeɪˀʋt
replik	ʁeplˈik
reporter	ɾɛpːoːtˈɑː
repos	ʁepˈo
repræsentant	ajpɾɛzəntɛnt
repræsentere	kataːqaːsɑjɑ
republik	ʁepublˈik
republikaner	r̥ɛpuːbˀliːkæˀnɛ
republikken congo	vˈɑːɾ pˈʊblɪgˌɛn kˈaŋgəl
resenkær	rˈaɪtsɛnkˈɛɾ
reservat	bˈaɪsəbeɪd
reservation	pʁazæɑ̃
reserve	asˌez
reservedel	r̥esɜv̩d̥eːl
reserven	aseun
reserver	asˈaːwa
reservere	ɢˈasavˌiːr
reserverede	resiðeø
reserverer	ɾɛsævɪa
reserveret	kɛˈalsəvˈɛl
resolut - resolutte	resolut ɾɛsɔlutɛ
respekt	ʁəspˈɛkt
respektabel	ɐ̈spˢˈɛktəbəl
respekten	pæspɛkto
respekter	ˈɛstʁˈ
respektere	ɾɛspɛktio
respekterede	ɑ̃n
respekterer	asˌpektsiʝa
respekteret	raspɛktio
respektindgydende	aspeqimðimne
ressource	ʁɛsˈɔːs
ressourcestrømme	lˈæstsuːɔsəstrˈɔømə
rest	past
restaurant	ɾˌæistɔgɾˈam
restauranten	rˌɛstoːrˈantən
restauranter	ɢɛstʁɑːnˈæ
restauranterne	rˌɛstoːrˈantˌaɪnə
restauratør	ʁˌɛstoʁatˈøː
restaurere	bˈaɪztˈɪʏdˈiːɾˌaɪzət
resten	rasˈtˈɛn
rester	kasta
resterende	krastiːeːneː
restituere - restituerede - restitueret	ʁɛstitwˈil ʁɛstitwˈil ʁɛstitwˈil
restriktion	ʁɛstʁikʃjˈɔ̃
restriktiv	ʁˈɛstaktjˈu
resultat	ɢɒsultˈɒɪt
resultater	væsd̥e̝tˢei̯d̥ɑ
resultaterne	ʁeˀsultˢæːtɐnə
resultatet	ˈesketseɾo
resulterede	kiaːsia
resumé	ʁɛsˈymi
resurse	æjsjsɔɑsɑ
ret	ʁˈɑt
ret og pligt	hˈat oːplˈɪkt
retablere	rɛtˈaːbəlˌeːɑ̃
retest	rɛtɛst
retfærdig	kastʃtʃiː
retfærdige	rakːvɜdˈiː
retfærdighed	ʁɒtfɒɾðihəð
retfærdigheden	ratˢfæˀrtɪnhɪ̀ðən
retfærdigt	pæɾi
retfærdigvis	ʁ̝ɑˀtfɛɾd̥ivˈiːs
reticulum	sɛatʰikˈolɔm
retning	zatʃəl
retninger	rˈætlæŋˌɑ
retningslinje	atmɛnslini
retningsstabilitet	rtnɪŋsʲtabiliːtˢæːd
retorisk	ɾɛtˈusk
retort	pɾetʃo
retrofleks	rˈɛtɹoːflˌɛks
retsbygning	æˈtsjˈyːbɛnˌɛm
retsbygningen	ðəspɹəʊknɪŋ
retsbygninger	ɾatspʏçnˌɪŋɜ
retsbygningerne	ratspʏgnɪŋeːnˌ
retsforfølger	rˈatʃtɒrfˈøːljɜ
retskaffen - retskaffent - retskafne	ɾˈɑtskafˌfnɾhˈ rˈɑtskafnˈhˈ rˈɑtskafnˈɛ
retskafne	ratskafnˈ
retskrivning	hatsʰklˈuːnɪŋ
retskrivningsordbogen	ratskæjʊ̞n˧ɪ̞ŋsˈɔɾbɔːʊ̞ŋ
retslokale	aːtʃluːkejl
retslokaler	tʃatʃlukejlæ
retslokalerne	ɢatʃlukˈeilanɛ
retslokalet	qatʃlʏkæjlɪ̞
retsmøde	ʁætˢm̩
retsmøder	rɑ̈tˢmˢəðˢə
retsmøderne	ʁætʰmøðɑnˀɑ
retsmødet	ʁætʃmð̩eʁ
retssag	ʁˈɑtsˈe
retssal	ɹˈætsəjl
retssale	ʁˈatˈsˈɛlˈ
rette	qɑːr
rettede	ɾɑːˈɾɯ
rettelser	kɑːrnˈ
retten	χad̪im
retten er for salt.	rˈɑːtən zˈɪç fɛɾzˈɛlt
rettenøgle	gatˈɛnˈoːjl
retter	bˈaɾa
rettere	ɾatɑ
retterne	ɢatana
rettesnor	radəsnuːoː
rettet	lai̯˧˥tsɯ˥˩
rettidig	ʁatˢsid̥əlˀ
rettighed	ɢad̪ihɯ̞
rettigheder	ʁad̥iheːˀːe
rettighederne	ralˈihˈøːrnˌə
retur	ʁetːˈuʁ
returbillet	ɑtsʰuːbilaɾ
returner	ɾɛtˈʃˈɔnˈa
returnere	kɛːrnjaːkɛːrnjaː
returnerede	qɒtʃbɒniˈnealdi
returnerer	hˈɛzsɔmˈeːɜ
returneret	ɾˌɛtʃuɐnˈiːl
rev	ɛw
reval	ʁevˈɛl
revancher	ɾɛvanʃˈɛɾ
reven	ʁˈˈɛon
revet	χæjˈuː
revision	tˈrˈˈvisjˈɔ̃
revisionsaktieselskab	ʁevjsjˈoːnsˈɑːkssjsældskˈæb
revne	raune
revolution	ʁevolukjˈɔ̃
revy	ʁevˈy
reykjavik	qɒˈikvik
rhenium	reinjum
rhinen	rin
rhinen er en tysk flod.	ʁiˀnɛn ɛɐ̯ en tʰysk fluð
rho	ʁˈo
rhodium	rˈoːkjəm
rhodos	propagis
ribben	lˈipɪŋ
ribben - ribbenet - ribbenene	ʁ̥ibeːˀɛnɛ ʁ̥ibeːˀənhə ʁ̥ibeːˀənhə
ribbenene	ʁipi̯in
ribbenet	rɪ̞pɛnˀɑ
ribe	rˈiːb
riborg	pipo
riborg voigt	pɹˈipəl fˈɵt
ribosom	akipusˈɔ̃
ribs	ʁˈɛps
richard	bikˈaːt
richard martin west	brøɪkart mˈaɾkɪt ɪn vˈɪst
richard møller nielsen	ʁiˀkkaˀɐt̚ møˀlˀ lʌn̩ˀ nilsən
richard ragnvald	qɾekar ɣaːndər
richelieus allé	ɣæʃ ljˈø ʔali
rick	k
ricottaost	rɛkˈɑrðeˈɑːɾsd
ridder	bʁʉgˌeːɾ
riddere	ɢɪlo
ridderen	vˈɪloʊn
ride	tʃtu
ride på hesten	g̊ɐiˀɑ pʰɔˀ hɛstən
ridebane	dahabɨizuteːnɛ
rider	lɛʁa
ridning	qizniŋ
ridse	bɨsɨ
ridset	ɾisˈe
rie koch	riːˈ kˈɔk
rie rasmussen	kɾˈiːrɪ eːɾˈaz muːzsŋ
riffel	rˈaɪfəl
rift	nˈɪçt
rig	tɾiː
riga	ligɛ
rigdom	rˈiːdɜ
rige	rˈiː
rigelig	ʁeːl
rigelighed	ʁeːg̊aleg̊hæð
riger	bˈi
rigere	dˌiːzə
rigerne	xjˈʌnˈɛ
rigest	ɾˈiːst
rigeste	tˈɾˈistˈ
riget	ʁiːˌeː
rigmor	ɢoimˈɑ
rigsarkivet	χˈɛzɛrkˈiːv
rigsdagen	ð̞ien
rigsdalers	xɪsdæjlas
rigsdansk	ðˈizðˈæŋks
rigsfællesskab	rɪsfællˈɛskəlp
rigsfællesskabet	r̥iːsfæd̥ərsg̊æb̥ə
rigshospitalet	ɣiʃxɔspˈtiˈjno
rigsmarsk	rˈɪsmɑːskˈ
rigsmål	ɾˈiːsmɔl
rigspolitiet	ʁispɔ̽l̥iːtˢið̩
rigsretssag	aʃalatsːə
rigssprog	resˈpˈɔ̃
rigt	qit
rigtig	ʁɛkˈti
rigtig godt	ai̯kːiː koɾfˈ
rigtige	raːkˈtˈsɪɛ
rigtige prinsesser	ʁektˈe pʁɛ̃sˈe
rigtignok	laikdiːnˈaʊtˈɛnˈ
rigtigt	rɛktˈtˈ
rikard	ɾˈɛkənt
rikke	rækʲ
rikke andreassen	rˈɛgˌɪ ˈɛn dɾˈaɪ ˈɛsən
rikke hvilshøj	ʁˈɛgivˈiːldsʌg
rikke møller pedersen	ʁ̝ɐ̈ɪge̝ m̩øːlˀɑ pəðəɐn
rillehæmmelyd	ɢɪlɪ̞hɪ̞mɪ̞nɪ̞l
rim	wɪŋ
rimdækket	ɾəimteːgɛð
rime	ɹˈim
rimelig	rˈiːmlɪ
rimelighed	χimlʲiχˀ
rimeligt	ɢɯmmle̞ɟ
rimer	tɛsnima
rindalisme	enðɛlˈiːsmˌaɪnəl
rindbo	ʁnpɔː
rinde	rˈɛn
rinde - randt - rundet	ʁænə rʌnˀd̥ ʁunˀɑð
rindende	ãmbla
ring	bɾˈɪŋ
ring efter en læge!	raajn flani
ring til kirsten	ˈrɛŋ tˢe kjɐ̯sd̥ən
ringbind	kˈæːnpʰˈi
ringe	ræŋe
ringe - ringede - ringet	gæŋˈgæˈɴg̊ɯ̞
ringede	wˈɛnˌ
ringede til .	ˈʌŋˀɐd̥ tˢelˀ
ringeklokke	bæŋklæg
ringen	rˈɛŋən
ringenes herre	ʃlˈɔɪŋlˌeːʃt hˈeːɾ
ringer	lˈɛ̃a
ringer .. til	tianxu˧˥ tt˥tsɯ˥˩ la˥˥ʂu˨˩˦ tianxu˧˥ɕtɕʰjɛ˧˥ʈwɤ˧˥
ringer ... til	ɣɛjˈnɛ tʃe
ringere	zˈaɪnɜ
ringet	rˈɛŋə
ringet til	ˈʁiŋˀɛd tˢo
ringetone	nɛː˩˦gjɛː˧˥nɛː˩˧tsuːn
ringfinger	nõŋʃiŋw
ringgaard	ʁinko
ringkøbing	rɪŋfˈɪbɪn
ringridning	ɾəŋɾˈlnˈɛŋ
ringridnings polka	r̥i̠n̪ ɐ̠n̪d̥i̠nsb̥ pʌlk̚ˀɐ
ringsted	rˈɛŋstə
ringstedvej	aŋstəlvˈaɪ
ringånderne	rˈaɪnˈɔnənə
rip, rap og rup	tiːp hæˈɣə hˈuːp
ripost	rpɔst
ris	səɪ
ris og ros	ʁiːs auːgˈos
risalamande	ɾɪsaːlimɑːn
risen	riːsən
risene	rˈiːtʃnɛ
risengrød	χrˈɛsɪnkɾˈød
risici	dˈisisi
risikere	po˥˩ːsjkl˩˥ːe˧˥ɔ˥˩
risikerer	tuko
risiko	ɫɨsʲeku
risikoen	rɪˌsɪˌkoːn
risikoer	resiˈkˈoːa
riskiks	ʁiːskiks
riskrog	rˈɪskʰroː
rismarker	lɨʃm˥˩agɛr
risretter	ɾɪsˈɑːbɜ
riste	rɛstɛ
ristede	rɛstɾu
ristet	ɾɛstɨ
ristet brød	rˈɛstəd bʁˈɔd
ristet hotdog	rˈɛstəd hˈɑːr d̥ʌg
risum	riːsæum
rita	bɾˈiːtʃə
ritt bjerregaard	xˈiːt bˈiːɑːkɑl
ritter	ɣˈitˈa
ritualer	viˈtˈʃʊˌelɔ
ritzau	bˌiːtˈsɑːv
rival	bliːˈde
rive	ʁˈɪu
rivejern	ljuːja
rivejern - rivejernet - rivejernene	ɢɯiljaŋ ɢijljaŋul dɪjɾaːlɯmɯ
rivende	rˈiːvən
river	ɾɪva
riza durmisi	ɣəˈgizˈt tʃomˈɪsi
ro	u
ro chokolade	ʁˈo sˈə bˈɛlˈɛ
ro væk	o˝˩ːlʋeːk
roald	wˈɛ
roar	aˈs
roastbeef	ɹˈoʊstbˈif
robert	ɾuːbɜts
robert jonasen	ˈɔbɚt jˈuːnɛsən
roberta	oˈpɛɾtsɛ
robin	qɒpˈin
robot	kʏpɑt
robotik	qupuq
robotikken	uβ̞otsʲiːn
robotikkens 3 love	ʁuˀb̥oˀ tˢig̊ˀs̺ tˢʁi ləwˀ
robotindustri	uːpoːtiːntəsliː
robotindustrien	upʊt̪ɪnðust̪ɾɪni
robotten	opɔtni
robust	upust
robåd	u
rocker	pɔkɔ
rod	ʁˈuːl
rod - rødder - rødderne	qul oɣoɾ aðoɣoɾ ognɯ
rod eller råd	ɾoːl ɛlˈeː ɾoːl
rod eller råd?	gˈoːl ɛlˈoː gˈoːl
rode	uːlˈ
rodede	ʊ̞ðɯ̞
rodehoved	kuən˧˥
roden	ɾˈuːɛn
roder	qup
roderi	fˈɔ̃sˈʁiʁ
roderiet	ulɑːrˈi
rodet	χuːn˨˩
rodfrugt	kʊzpɑt
rodfrugtmos	bɾˈɔlfʁˈɔgmˈuʃ
rodgrode met fluge	rˈøːgˈrˈøːd mˈeːd fløːð
roe	u˨˩˦
roger	ˈɔ
rokke	rk
rokketand	rɒˀg̊ɒsenˀ
rokkjær	kokːe
roland	qulæn
roland møller	rˈuɛlˌanˈ mˈøːlˌlæ
rolf	vˈɑlf
rolf fjelde	rˈɔlf fˈeːl
rolig	uɫi
rolighed	oɫohˈɦˈɛt˦
rolle	rɔl
rollefag	ɔːlɪfɛ
rollemodel	xaliːmuːde
roller	koˈla
rolles_royce	hˈoʊlzɹɪˈsˈɛ
rollespil	kɒnˈstˈɑnˈ
rom	ʁɑ̃
roman	omɛ̃
romaner	ʁʊmˈajnɛ
romantiker	rɔmantiːkæɾ
romantikker	rɔmantiːkæ
romantisk	tɛmɛn
rombe	xompi
romerne	ʁuɫmɑnɯ̞
romersk	fˈʁˈɑ̃k
romkugle	ʁˈɑmtʃoˈɛ
romkugler	ʁwˈamkˈubl
romsø	tɑːrɑːmsˈøː
romtoddy	ɢomsɔːdiː
ronald	bunan
ronja	kwˈaːnja
ronni	ɑ̃nˈi
ronnie schwartz	ɣoːniːsvˈaːds
ronny	ʁɔnˈy
rooibos	ɣɑae̞pɒs
ror	wˈɔɹ
rorholm	rˈɔxɔl
rosa	hʊ̞usæ
rose	ʁˈoɯʃi
rosen	ʊ̞uʂɯ̞ɴ
rosenborg slot	rɔsɛnbɔːs slɒt
rosenbrand	rˈɔsɛnbɾˈaɪn
rosenbörg	ɾɔsɛnpøɾk
rosenkrantz	bˈɾʊʃənkɾˈants
rosenkål	rˈoːgənkˌɔl
rosenrød	rʌ̈sɛnˀˀrʌd̥
rosenrøde	ɒ̝s̠iːnˀɾɒðˀ
rosenrødt	auːsənrˈɔøt
rosenvængets	rˈoːsənvˈɛŋɪds
roser	uːsɐ
rosin	osim
rosiner	uːsjˈnɛːt
roskilde	æˈlæskjˈil
roskilde domkirke	rɑs kjll tøŋm kɛn̪
roskilde festival	ˈɑːskt jˈu la fɪrst bˈɪt
roskilde fjord	χɛzskiː lə fˈua
roskildenser	ʌ̹ˀs�̺ki̠u̯d̥əntˢæ
roskildesyge	poˈzkejleʃyɣy
rosmarin	ɒsmɒɾˈin
rosmersholm	bˈɑstəlzhˈɑldi
rosschou	ʁɒsgˈɒˈ
rostrup	ɢɒˈsqob
rotte	bɾɑːtɛ
rovdyr	ɑlɪ
rovfugl	po˨˩˦ku˨˩˦
rovsing	hou̯˧˥
roy	bˈɔɪ
ru	ʁˈu
rub	ʁˈɔp
rubel	ruːbˌl
rubelen	oːple
ruben	bo˩˥ːlka�ɳ
rubicon	ɾˈuːpbˈiːkɾan
rubidium	ɣubitiɾəm
rubin	ʁupiːn
rubjerg	ruːbˌia
rublen	ruːplˈɛn
rubler	ʁuplˈɛ̃
rublerne	ʁuplɒnˈ
rubrik	ʁɔbʁɛk
rude	ʁɔs
ruden	hˈoːlən
ruder	a
rudkjær	rˈɔøkeːɾ
rudkøbing	ləkubiŋ
rudolf	ɾˈuːdɔlf
rudy	buːdi
rued langgaard	ʁolˈlɑːnˈgˈoʊ
rug	hɔː
rugbrød	ʁˈuːpʁˈɔ
rugbrødsmadder	uːpo˥˩ːsmɛla
ruge	rˈu
rugmel	ʁˈuːmˈeːl
ruinere	qujnija
rulle	ʁolˈe
rulle ud	ʁul ˈo
rullegardin	rˈulˈʏkatɪ
rullepølse	ɒlypylse
rulleskøjte	moɾiskora
rulleskøjter	ɾuːlˌiːʃgˈɑøtər
rulletrappe	ruleːtˢɐbˢɐ
rum	ʁon
rumfang	ʁomfˈɛ̃
rumfart	ɾɔmfað
rumme	ʁˈomˈ
rummelighed	ʁ̥oˀmˀilˀʁ̥ihəð
rummene	homɛn
rummet	pˈɔ̃
rumskib	homeskiːp
rumskibe	ˈɔmskibɪ
rumtid	ʁuːmˀtˢiːð
rumtidskrumning	ã�astɪskɔmniːm
rumvejr	hʊ̞mvæː
rumvæsen	omg
rumvæsener	rʌmˀvæsenɐ
rumvæsner	rˈɔmˈvəznɐ
rumæner	rʊmənˈɑ
rumænien	rʊmˈeːnɪən
rumænsk	ʁuːmənsg̊
run	nˈɔnt
rund	bˈɔn
rund - rundt - runde	rˈʊnt rˈʊnt rˈʊnə
runde	ˈoːnə
runder	ɣɔnɑɣundɑ
rundere	xonah
rundest	rˈɔnɪst
rundet	onˈə
rundetaarn	ʁˈɔnətˌaːn
rundetårn	mæntɕʰoːp
rundetårne	runetˢoˀɾne
rundetårnene	ʁˈɑnətˈɑːn
rundetårnet	ʁˈunøgˀsɑˀˀnˀ
rundkreds	wˈʌnkɹˈæs
rundkørslen	ɾˈɔnkˈøːʃlɪn
rundspørge	ɔ̃spoː
rundstykke	rˈɔnʃtˌʉkə
rundstykker	bˈɔnstˈøːkə
rundt	roːnt
rundt om	hˈʊntɜm
rundt regnet	rˈɔnt rˈaɪnə
rundvisning	ɾˈɔnvˈiːsnɪŋ
rune	ʁˈu
rungsted	qonstãm
rus	uz
ruskomsnusk	ʁˈʌskʌmsnˈusk
rusland	χuʃlæn
russen	rˈuːʃən
russer	ɦuːsɑ
russere	ɔsɐ
russeren	uzo˩˥ː
russerne	rʊ̞sɑnɯ̞
russisk	usisk
rusten	bɾˈɔʃtən
ruster	bosta
rustning	qoʃtʃnɪŋ
rustvogn	ʁˈuʃtvˈɔ̃d
rute	ɔeɾ
rutebil	ʁˈuːtəbˌiːl
rutebilestation	ʁʌd̥eb̥iˀðstˢð̩ʃtˢoˀ
rutebilstation	rodˈeːbilestˈɛtioːn
rutefly	ʁˈudˈəflˈy
ruten	rˈuːtən
ruter	ɾuta
ruterne	ʁˈdɑnɛ
ruth	rˈɔt
ruth kjär	guːt kʰaː
ruthenium	ɾɔtɛɪnjʊm
rutherfordium	rˈɑzədfˈoːdiːˌaɹ
rutine	ɔːiːn
rutineprægede	ʁʁutˈilbʁˈalɛnˈ
rutinepræget	ʁʌtˢiːnɛb̥ʁæðɑ
rutschebanen	potʃjeβˈajnɛn
rutsje - rutsjede - rutsjet	gutʃɒ ɾɒtʃɒˈðɒ gutʃɒˈɾ
rutsjebane	ʊtˈipˈeːnə
ry	ʁˈy
rybalchenko	xˈibhælˈkældʃiːnkˈuː
ryd	ʁˈy
rydahl	yteɪ
rydde	ɔqujuŋu
rydde af	vˈɛˈʃɛ
rydde op	r̥ʌiːˀð˥ ɒp
ryddede	xʊjˈeː
rydder op	kɾˈyːsɜ ˈɔp
ryddet	rˈyː
ryddet op	ʊ̞jɯ̞rɑt
ryesgade	ruskʰeːð
ryet	qʉjːˀeːð
ryg	ʁˈyk
ryge	ʁˈy
rygeost	ʊjˈaˈsˈtˈ
ryger	ʁˈu
ryger du?	ʃaʃal
rygere	χija
ryges	qʊ̞jʊ̞s
rygevæske	bˈyˈiʋˈɛskɛ
rygfinne	qykfunyn
rygge	røke
ryggen	oɾoɾ
ryggene	gɒlgɒni
ryghvirvel	χoːdviːuːl
ryghvirvlen ryghvirvler ryghvirvlerne	xwˈe biːˈolun xwˈe biːˈaɪv la xwˈe biːˈaʏ lɔnɛ
rygmarv	kuit̪mˈa
rygmarven	koːˈkmaːn
rygning	yøɬnøɴ
rygning er skadeligt.	ʁ̥ʉn̥iŋˀɑ sg̊ðˀlʰiˀd̥
rygning forbudt	ʊɪnˈɪŋ fɔɾ pɔt
rygsæk	rʏksɪk
rygsække	lʏ̞ksɛg̊ɪ̞m
rygsækken	tˢɔvɑɛkse̝gən
rygsøjle	rʏ̞kʃɑjlʏ̞
rygsøjlen - rygsøjler - rygsøjlerne	ɾʏ̞ksæʲiːlɪ̞n ɾʏ̞ksæʲiːlɑ
rygsøjlens	hˈʏksˈiəns
rygte	kʊ̞
rygter	xot̪o
rygtes - rygtedes	xøktiz xtiz
rygtet	χøkted
ryk	ʁˈøk
rykke	χoːjke
rykke ud	ʁwækwˈɛl
rykken	rʏ̞kɪ̞n
rykker	xojka
rykket	kɒɾqil
rynke	bɒnkɒ
rynke på næse	røŋø pʊnˈɛːsə
rynkeby	aɪngəbi
ryom, peter	qulljɯɬ ɛkdɑ
ryparken	bɾˈʏpˌɑːkən
ryste	pozsʲtʊ
rystede	kustʊ
rysten	bˈɑst
rystende	χʏ̞stʏ̞nʏ̞
ryster	qɯ̞sta
rystet	gˈustu
rytme	lət̪mɛ
rytter	ɣliram
rytterknægten	rˈuːtɜknˈɛkən
rytterskoler	ʊ̞jtɑːskɔːɫɑ
ryttersport	bˈɔøtəˈɛsbˈɔɾt
rytterstatue	ʁ̥ʌd̥ʌsd̥æˀtˢuˀɑ̈n
ryvangen	ruːˈɪfˌan
rå	o
råb	wɔ˥˩
råbe	ɔp
råbe - råbte - råbt	rɒbˈl ɒbˈdi ɒbdi
råbe op	gɾˈoːgə ˈɔp
råber	oɑ
råber efter	roːpa ˈɪfˌtɑː
råbt	tɑps
råbte	ptæ
råd	ʁˈuːz
rådden	roːlˈn
råddenskab	ʁɒð̩̩̦ɛnskʰapˀ
råddent	alnt
råde	ˈɔ
rådede	ʁˈɔl
rådene	ɾuːeˈnɪ̞
råderet	ʁoːziqɑt
rådet	ɔːˈɔt
rådgive	kɒlkiˈvˈɒ
rådgiver	ɦoɑlkiːwa
rådgivere	lakie
rådgivning	ʁɔlɔlɔŋneɴ
rådhus	bɔðˈhʊ̞s
rådhuskælderen	χɑðˢhʊ̞skjlɑɐ̯n
rådhusplads	ʁɒˀðhʌdˀb̥plæs
rådhuspladsen	rˈɔøfˌʊlsplˈaɪzən
rådhusstræde	rɔshˈeːsdˈrɛlˌ
rådighed	wˈʌtˈeɪ
rådløs	qɑjløz
rådmandsgade	hˈɒlmˌɒnsg̊ˀð
rådne	rɒlˈn
rådne - rådnede - rådnet	gʁɒnˈɒg gʁɒnˈeːˈgɾɒnˈit
rådner	hˈɑlˈmˈɑnˈ
rådnet	fˈaɪvənˈo
rådvad	qolˈvɑ
rådvild	ʁɒdvil
rådvildhed	ʁɒð̩iːˀl̥hɒː
rådyr	y
rådyret	kɒtˈijˈuɾ
rågeleje	hʊlˈaɪ
rågø	ʁovɨ
råkost	ɾɔkɒʃt
råvare	ɢɔba
råvarer	xɑːbhæ
råvildt	rɔːvɪlt
råvildtet	hænbildet
ræder	ɢɑjɑlɑ
rædsel	ɢasəl
rædselsfuld	quaːsful
rædselsslagen	ræuslesleːɛn
rædselsslagne	ʁæðsjɒslæjne
rædsler	kalslo
rædsom	aːlʃɔm
række	baɣæ
rækkefølge	qajqɪ̞føi̠
rækkehus	rˈɛjkeːhˈuːs
rækker	ajɣo
rækkevidde	r̥æːg̊ge̞v̞iːt̪ə
ræsonnerer	resiunio
rætoromansk	ræjtˢoɐ̯oˀmænˀsg
ræv	ðə
rævdal	ɾajɔtɑjɛl
ræve	ɣ̞ɾæau
ræven	bˈaɪnən
rævene	ʁˈɛ
rævs	ʁˈeuz
régnault	rˈeɲˈnˈɔ
røbe	bujøkɛ
røbe - røbede - røbet	ʁojˈbɪ ʁojˈbɪð ʁojˈbɪð
rød	ʁˈø
rød neglelak	rɔːnɑːjˈʈælɑː
rød, gul eller grøn	ʁɒˀˀg̊ˀˀg̊ˀˀl e̝ˀl̥ɐ̯g̊ˀːuˀˀ
rødbede	ˈoːlbˈɪl
rødbeder	ʁɒlbɒˈllɒ
rødby	kolapˈy
rødbyhavn	ʁ̥ʌðˀb̥yhɑˀˀn
rødder	qu
rødderne	ɒlɒnˈi
røde	bˈeːt
røde ordbøger	ko je˩˥ːzɛ ɔpɪjo˥˩ː
røde pølser	ʁøːˀd̥ pø̀lsɑ røːˀd̥ pø̀lsɑ
røde rødøjede rådne ørreder	ʁojɯʁo jɑlʁo ɣælʁɑl ɯeː ɑl
røde sild	ʁð̞ sɪl
rødekro	ʁəkˈro
rødere	ɢojðɑ
rødglødende	wˈʌtklyːðəmˈø
rødgran	ɣ̞lkɑn
rødgranen	roːlkˈrˈaɛn
rødgrød	qɐd̥qɐd̥
rødgrød med fløde	ʌl g̊oð̩ mɛ̝ fʰyˀɑˀ
rødgrød med økologisk fløde	rɒðg̊ʁəð mɑː ˈøːg̊ˀɔlˀɔid̥ɛ
rødhaj	ʁøː˦hɛjˀ
rødhåret	ɢulhul
rødhætte	røðˈheðe
rødkilde	ʁɒˀðkjlˈ
rødkål	røːlˈkɔl
rødkålshoved	koːlˈkulˈsˈvˈɑːlˈ
rødkælk	wˈɚkən
rødløg	ʁulɔ̀ː
rødme	ʁuzmu
rødmede	ʁˈʉlmøˈðø
rødovre	ʊɣwˈeðo
rødrove	xu˥˥v
rødspætte	ɑspiːð
rødspætter	røðspet̪ˀɐ
rødt	tˈɪ
rødvin	koːlɔni
rødvinsglas	ʁɒð̩̩̦winsg̊l̥æs
rødøjede	ʁˈʊ
rødøjet	ʊ̞ːlɔːl
røffel	ʁˈuːfən
røg	hˈɔ̃i
røgalarmen	wae̞ɾnamː
røgdykker	i˥˩kɪ̯˥ʰʊŋ˧˥
røgdykkerudstyr	waaːt̪˨lkiː˧w˧
røge	ʁˈy
røgede	dˌiːzə
røgede ørreder	jɯɛːv zʊˈɑːdɑː
røgelse	ʁʏlsɯ
røgen	rˈɔl
røgeri	ʁɛstˈ�ʁi
røget	ˈɔl
røget ørred med røræg	ʁɒðəð æɐ̯ˀh meːˀ g̊ælˀ eʁ
røgt	rˈʏkt
røjlegården	aːjlˈeːkɜoːn
rømer	aɣoɛma
rømme	ɒˈhɒmˈɒ
rømme - rømte - rømt	rˈɛmˈɪ rˈɑːmdʒyʁˈ rˈɑːmt
rømø	ʁˈyːmˈy
rønberg	qoːnpˈɛɹ
rønde	rwˈɛnd
rønne	ʁˈɛn
rønnebærrene er sure	ɔønˌeːbɛɾnˌeːˈɛɾsˈuːɾ
rønnede	ʊ̞ʁɑnɯ̞dʊ̞
rønnow	ʁˈaɪnˌoː
røntgen	rˈɔytgə
røntgenen	ʁʏ̞nkʏ̞nʏ̞n
rønø	ʁøːnˈy
rør	ʁˈœ
rørbæk	ʁoiapek
røre	roˈe
røre sig	ɣ̞oia s̺a
rørelse	rɔiːˈɑlsɪ
rørende	ʔɑjɑnɛ
rørene	voːˈɪˈeɾnøː
rører	boja
rører ved	ˈɑːn iːˈɛn
