(หนึ่ง)ทุ่ม	hŋ˨˩tʰʊm˥˩
อาร์ต	aː˧˥
อาร์ตเดคโค	aːt˦d˦koʔ˨
อาร์เมเนีย	ɑːmˈniːjæ
อาละวาด	aːlalwaːr
อาว	aaww
อาวุธ	awut
อาวุโส	aː˧pʰuːtʰaːw˧
อาศัย	tɕʰiː˨˩
อาศัยอยู่	aːsaːj˩˩˦ɔː
อาสวะ	aːn˥˩so˨˩aː˧
อาสา	aːsǎ˧
อาสาสมัคร	tsʰa˥˥sa˥˩ma˥˩
อาสาสมัครช่วยให้องค์กรการกุศลมีประสิทธิภาพยิ่งขึ้น	ʔaː˧saːŋ˧kʰa̯ʰhʰɔ̀ːŋ˧ʔkɔ̀ːn˧k̚˦˥aː˧rkʰun˧smiːp̚˥˩stsìtʰaːt̚˨˩ŋ˧n˧
อาสาฬหบูชา	ɔːsaːn˩˩˦haːbbʰuːtɕʰaː
อาหม	aːhŋ
อาหาร	aːhaːn
อาหารกลางวัน	ɔːahaː˧n˩˩˦k̚˦˥n˧aːŋ˧wan˧
อาหารการกิน	ãːn˨˩kãːn˥˥
อาหารขยะ	ʔɑːn˧ xɔjɑh
อาหารข้างทาง	ɔːaːhɔːn˥˩tʰɑŋ˥˥tʰɑŋ˥˥
อาหารจีน	aː˥˩haːn˨˩tɕin˨˩
อาหารชาววัง	ɔːaːhaːn˩˩˦tɕʰaːwáŋ˧
อาหารญี่ปุ่น	ɔːaːhaːn˧
อาหารทะเล	ɔːahaː˧n˩˩˦tʰa˦˥ra̯ʔ
อาหารฝรั่ง	ɔːahaː˧n˧ʔfraːŋ˧
อาหารมื้อเย็น	ɔːaːhɑːrmɯːʔn
อาหารหลัก	ɔːahaː˧n˩˩˦ak
อาหารหวาน	aː˧hɑːrʋaːn
อาหารเช้า	ɔːahaːn˩˩˦tɕʰaːw˥˩
อาหารเที่ยง	ɔ̀ːaː˧hʰaː˧n˩˩˦ʔjjŋ˧
อาหารเป็นพิษ	ɔːaharʔpenpʰiʰt̚˨˩
อาหารเย็น	ɔːaː˥˩hjen˥˩
อาหารเสริม	a˥˧ han˧˧ sœ˨˩m˥˥
อาหารไทย	ɔ̀ːhaːn˩˩˦tʰaːjiː
อาหารไทยเผ็ดมากเมื่อเทียบกันอาหารฝรั่ง	naːhɔːn˧ʈn˧ɛːʈmɑŋ mɛːʰʥrk̚˦˥tʰt̚˨˩ŋ˧ʔsa˨˩raː˧
อาอี๊	a˥˧i˨˦
อาเจียน	a˥˥tsian˥˧
อาเฮีย	aɦia
อาแปะ	apɛ
อำนวย	jʊŋ˨˩˦joʊ˥˩˦ t t njɛn˥˩
อำนวยการ	amua̯jˈːka˥˥
อำนวยความสะดวก	ʔamn˧wjprɔ̄ːm˧sa˨˩mua̯
อำนาจ	ɔ̀am˧hɑːt̚˨˩
อำนาจ รื่นเริง	ɔ̀mn˥˩aː˧tjnrøːŋ˧
อำนาจสถาปนารัฐธรรมนูญ	ɑmne hæz aːtʰfɑːnɑːrɑːtˈhæmanu
อำนาจเจริญ	ɔ̀am˧hn˧aːtɕa˨˩lɤj˧
อำเภอ	ɔːam˥ʔpʰɯː
อำเภอแก่งคอย	ɔ̀n˧pʰʔk̚˨˩a̯kʰɔ̀j˧
อำไพ	ɔ̀ːm˥˩ʔpʰj˥
อิ	i
อิง	ɪŋ
อิจฉา	ʔit̚˨˩kʰaː˥˩
อิฐ	ˈit
อิตาลี	italii
อิตาเลียน	ʔitaliən
อิทธิพล	ˈestˈtˈpˌn
อิน	imˈ
อินทผลัม	n˧tɕaːp˥hɑl˥am
อินทรีย์	ɪn˥˩ si˧
อินทร์	ɪ̞m
อินสตาแกรม	jn˥˩stʰaːk̚˦˥rɑm
อินเดีย	ˈɪndiːɑ
อินเทอร์เน็ต	intɛrˈnɛt
อินโดจีน	jˈɛn nˈoʊ tˈiːn
อินโดจีนของฝรั่งเศส	kʰɔ̀ːŋ˧fraːŋ˩˩˦ʔst
อิสระ	ɪtsəɾɑː
อิสระเสรี	tʲːtʲːr
อิสรา	aθara
อิหร่าน	rt̚˨˩aːn
อิเล็กตรอน	jnek̚˦˥k̚˨˩rɔːn˥˩
อิเล็กทรอนิกส์	elektronik
อิเหนา	e˨˦na˥˩w˧˥
อิ่ง	iːn
อิ่ม	pʰiŋ˨˩˦
อิ่มใจ	jŋ˨˩tsai˥˧
อี	pʰiː˨˩˦
อีก	i˥˩
อีกครั้ง	ikrn
อีกที	ikːi˥˧
อีกสองวัน	ʔiːk̚˦˥sʔwan˩˩˦
อีกสามวัน	ʔiːk̚˦˥saːmwan˧
อีกห้านาที	kiːænæt iːt iːkɑːnɑt iː
อีกอย่าง	ik˦˥ja˥˩ŋ˨˩
อีกา	ni˨˩˦kɑ˨˩˦tsu˨˩˦xau˨˩˦ʰy˥˩ʰtɕjɛ˥˥ʐɤŋ˧˥ʐan˧˥ʈʂu˨˩˦tɕjɛ˥˥ʐan˧˥
อีกแล้ว	ʔik˨˩laːw˧
อียิปต์	ˈaɪ
อีสาน	sǎːn
อีสเตอร์	aˈsist̪a
อีเมล์	imeio
อีเห็น	i˥˩e̞n˨˩
อีแร้ง	jæ˧ræːŋ˧
อีแอบ	iːf
อีโต้	it˨˩
อี๊	i˨˩˦
อี๋	u˨˩˦
อึ	œ̃
อึง	n
อึดอัด	t̚˨˩ʰɔ̀
อึไม่ออก	ɔ̀ ɔ̀ːj˥ɔːp̚˦˥
อึ่งอ่าง	ɯŋ˨˩aːŋ˥˩
อืม	dˈeːm
อื่น	øːn
อื่น ๆ	uən uən
อื้อฉาว	pu˥˧tsʰa˥˧
อุกกาบาต	a˥ka˥baːt
อุจจาระ	tɕaːraː
อุซเบกิสถาน	ʔusʔk
อุฏฐานสัมปทา	tʰa˦˥taː˥˩n˧sa˨˩mpʰa˦˥taː˧
อุณ	un
อุณหภูมิ	kʰunhakːəw˧
อุดม	udom
อุดรธานี	pʰuːdɔːn˧tʰaː˧
อุดหู	bəˈtɕ or
อุตรดิตถ์	ɑtːɑrdətː
อุตสาหกรรม	bustáː ħakam
อุทยาน	ɔ̀t̚˥˩ʰaːn
อุทยานประวัติศาสตร์	tʰɔ̀ːjaː˥˩n˧ʔprwɔkt̚˨˩ʰaːt̚˨˩
อุทยานประวัติศาสตร์พระนครศรีอยุธยา	kʰʔtiaj˧plw˧stʰaː˧j˩˩˦n˩˩˦kʰɔːŋ˧ʔsìtɕʰʔj˧
อุทยานประวัติศาสตร์สุโขทัย	kut̚˨˩jaːn˩˩˦ta˨˩whatsaːt̚˨˩ kʰɔːzaj
อุทยานแห่งชาติ	tʰɔ̀ːjaː˧n˧ʔŋʃaː
อุทัย	utʰɛː
อุทัยธานี	t̚˨˩tʰaːn˥˩
อุทิศ เหมะมูล	ɔ̀tʰìr eːmaː moŋn
อุบล	tˈu bˈɔn
อุบลราชธานี	pʰiʰʔbn˧raːtɕʰtʰaːn˩˩˦iː
อุบัติเหตุ	ʊpəg bihi
อุปกรณ์	ʔupk̚˨˩ɑn
อุปการะ	o˩˥ːffaka˩˥ːra˥˩
อุปทาน	pʊɑːn
อุปมา	up˦maː
อุปรากร	bpra˥˥kɔ̀ːn˧
อุปสงค์	uːp˦˥læstoːŋ˧˥
อุปสรรค	upasˈaɾ
อุปัญญาตธรรม	ʔpn˩˩˦jaːtʰam˧
อุปาทายรูป	kp̚˥˩aː˧ʔtʰaːj˧n˩˩˦rp̚˥˩
อุปาทารูป	kp̚˨˩aː˧tʰaːp
อุย	uʁi
อุระ	aɾa
อุรัสยา เสปอร์บันด์	ʔuːrasa˨˩jaː sa˨˩ʔp̚˨˩ɛːɔːn˧
อุรา	aːkɾaː
อุโมงค์	ku˥˩mŋ˥˩
อุ่น	u
อุ่นหนาฝาคั่ง	k̚˦˥nn˧aː˥˩baːkʰaːŋ˧
อุ่นใจ	n˧tɕaj˧
อุ้ม	ũn
อุ้มชู	umtɕu
อุ๊ย	wˌi
อูฐ	uːt
อูลานบาตอร์	kuːlaːnbaːtɔː
อู๊ด ๆ	ʔuːs
อเมริกัน	ʔrm
อเมริกา	ɑmɛɾikɑ
อเมริกาเป็นประเทศเสรี	ʔaː˧ʔm˧riː˧k̚˨˩aː˧ʔpen˩˩˦pn˩˩˦a˦˥tʰeːt̚˨˩ʔs˦˥riː˧
อโนดาต	aːn˧ʔdaːt
อโยธยา	ajʊ˧tʰa˦˥jaː˧
อโลหะ	ləʊˈheɪ
อโศก	aˈtˢoˀ
อโหสิกรรม	aː˧hɔː˧˥ kɐm˥
อ่อน	ɔ̀n
อ่อนนุช	ɔːn˧n˩˩˦uːt̚˨˩
อ่อนน้อม	ɔ̀n˥˩nɔ̀m
อ่อนแอ	ɔ̀n˥ɛ
อ่อนโยน	ɔːn˥˩ʔjn˧
อ่าง	psta
อ่างทอง	aŋ˨˩kʰɔːŋ˥˥
อ่างล้างจาน	ɔ̀aːŋlaŋtɕaːn˩˩˦
อ่างล้างหน้า	aːlaːnaa
อ่างล้างหน้าเสีย	aːŋlaŋnaːs˦˥ia
อ่างล้างหน้าเสีย ครับ	ɔːaː˥˩ŋlaːŋ˥˩n˧aːɔːsrjkʰr˥ap
อ่าน	aːn
อ่านว่า	aːn˩˩˦wɑ̀ː
อ่านหนังสือ	aː˥˩náŋ˧sŋ˩˩˦
อ่าว	ˈɛm
อ่าวต้นไทร	ʔaːwton˧n˧saj˧
อ่าวไทย	ʔaːw˧
อ่าวไร่เลย์	ɔ̀aːwraiʰleː
อ้วก	ˈua
อ้วน	ˈaɪ
อ้อน	ˈɔn
อ้อนวอน	ɔ̀n˧w˧ʔn
อ้อย	ˈɑːi
อ้า	a
อ้างถึง	tɛn˨˩
อ้างว้าง	a˥˥ŋ˥˥wɑŋ˧˥
อ้างอิง	a˥˥
อ้าย	ˈaɪ
อ้าว	au
อ๊ะ	ˈa
อ๋อ	aː
ฮ	hɔː
ฮ.	tʃiam tʃiam
ฮวงจุ้ย	hũaŋ˨˩ kʰuj˥˩
ฮักกัย	hʌt˦˥lɤ˥˩
ฮันนีมูน	haːn˩˩˦lion˧
ฮันนีโทสต์	ɑŋiːtoast
ฮัลโหล	alo
ฮัลโหลครับ	t̚˨˩ɛːl˧wk̚˦˥laːw˧
ฮั่ง	hŋ
ฮา	aow˧
ฮานอย	ħɑːnɔːj
ฮาร์ดดิสก์	nˈə
ฮาเซลนัท	kʰaː˩˩˦sɛːw˥˩n˧
ฮิต	kʰiːt˥
ฮิปโป	ipːo
ฮีเลียม	ilˈeˈaː
ฮือ	dʒoːs
ฮ่องกง	hʊ̞ŋˈkʊ̞ŋ
ฯพณฯ	kʰan˧aːt̚˨˩an˧
ะ	a
เก	k
เกณฑ์	k̚˦˥eːn˧
เกตุ	kʰet
เกม	kɛ̀m
เกมส์	ke̞m
เกมเศรษฐี	rk̚˨˩m˧ʔst̚˨˩
เกรง	bɾing
เกรงใจ	k̚˦˥l˧eːŋ˨˩tɕaj˧˧
เกรด	kɾˈeːt
เกริ่น	gran
เกรียง	kriːjɛŋ
เกรียงศักดิ์ เหรียญทอง	k̚˦˥riːjŋ˧saː˩˩˦k̚˥˩ʔriːjn˧tʰɔ̀ŋ˧
เกรียน	kriːjɐl
เกรียนเทพ	k̚˦˥rjnt̚˥˩ʰb
เกร็ดพงศาวดาร	k̚˦˥lɤkpʰŋ˧saːw˧ra˦˥daːn˧
เกลียด	dˈʒʌtliːt
เกลียวคลื่น	kʰl˩˩˦aːw˧n˥
เกลี้ยกล่อม	kliaklom
เกลือ	lɤ
เกลือแร่	k̚˦˥ʔɛːrɛː
เกล้า	lau
เกล้ากระผม	klar ka poam
เกวียน	kʰiː˧˥an˥˩
เกว๋น	tsuko
เกษตร	asˌeː
เกษตรกร	k̚˦˥tk̚˦˥ɔ̀tk̚˦˥ɔ̀n˧
เกษตรกรรม	kasɾtkaːm
เกษตรทฤษฎีใหม่	ka˥˩sə˥˩ t̚˨˩rk̚˦˥a˥˩di˧hm˥˩aj
เกษตรศาสตร์	k̚˦˥tʰsat̚˨˩
เกษียณ	kasiːjan
เกสร	kʰeːsɔ̄ːn
เกอิชา	ke˥˥ i˥˩tsʰa˥˥
เกะกะ	keka
เกา	kau
เกาหลี	kau˥˥la˥˥
เกาหลีใต้	niːn˧nɑːnfɛ
เกาะ	te˨˩
เกาะช้าง	k̚˦˥ok̚˦˥ʃaːŋ˥˩
เกาะตะปู	kak˨ta˥˩puː˨
เกาะตะรุเตา	k̚˦˥aː˥˩taː˩˩˦ruːt̚˨˩aːw˧
เกาะบอร์เนียว	kʰaːŋ˨˩aːŋ˧w˧
เกาะพะงัน	k̚˦˥aʔpʰa˥ŋ˧an˩˩˦
เกาะพีพีดอน	k̚˦˥aːppʰi˦˥pʰiːdɔːn˧
เกาะล้าน	k̚˦˥laːn˩˩˦
เกาะสมุย	ka˥˩ samoi˧˩
เกาะหลีเป๊ะ	kʰɔ̀ːk̚˦˥liː˩˩˦peː˨˩
เกาเหลา	ka˥˥
เกิด	kɤ˥˩
เกิดขึ้น	k̚˦˥t̚˨˩n˥
เกิดจาก	k̚˦˥t̚˥˩aː˧
เกิน	kɤ˥˩n˥˥
เกินจริง	k̚˦˥ntɕɪŋ˧
เกียจคร้าน	brɪkːajŋ˧
เกียรติ	kiːˈt
เกียรติศักดิ์ เสนาเมือง	jt̚˨˩tiːʰsakʔsa˨˩hnaːmɯːʔn
เกียวโต	kiau˥˧to˧˧
เกี่ยง	kian
เกี่ยว	ˈeɪˌɑʊ
เกี่ยวกับ	et̪ al d̪el
เกี่ยวกับชาวมองโกเลีย	ʔjw˧p̚˥˩ʈʰaːmɔːŋ˧ʔk̚˦˥lɤaː˧
เกี่ยวข้อง	jɛː˧w˧˥kʰɒːŋ˥˥
เกี้ยว	kiau˥˧
เกี๊ยว	jɑʊ˥˩
เกี๊ยวซ่าทอด	kʰjãːŋ˧saː˩˩˦tʰɔ̀ːtʰ
เกือบ	bɤb
เกือบจะ	kʰɯ̀ʰap̚˥˩tɕaː
เกือบเสร็จแล้ว	ʔbʔs˦˥tʔlow
เกือบเหมือนฉัน	ʔkɛ̀w˧rp̚˨˩ʔn˧ʈʰán˧
เก็งกำไร	kŋ˥˩kam˧rai˥
เก็บ	ke
เก็บข้อมูล	ʔtp̚˥˩bkʰɔ̀ːmn
เก็บตังค์ด้วย	˩˨˧p̚˨˩˥ta˥˩ŋ˧t̚˨˩ʰwj˩˩˦
เก็บเงิน	gp̚˨˩ʰn˧
เก่ง	kĩŋ˨˩
เก่งมาก	kɛŋ˨˩ma˥k˥
เก่า	au
เก่าๆ	kau̯kau
เก้อ	kə˥˩
เก้า	falaˈo
เก้าร้อยเก้าสิบเก้า	kaːw˧rɔːj˧kaːw˧sìbkaːw˧
เก้าร้อยเก้าสิบเก้าบาทเจ็ดสิบห้าสตางค์	kaː˥˩rlaːj˧kaːrbk̚˨˩aːraːʔn˧n˥˩tʰeːn˧pʰaːt̚˨˩ʨa˨˩taː˥˩ŋ˧
เก้าสิบ	k̚˦˥aːw˥˩sìb
เก้าอี้	kɛ˥˥au˨˩˦i˥˧
เก้าโมงเช้า	k̚˦˥aː˥˩w˧mʰʃʰaː˥˩w˧
เก๊	k̚˦˥
เก๊กฮวย	kek kuai
เก๋	k
เก๋ไก๋	kʰkai˨˩
เข	k
เขต	kʰeː˨˩
เขมร	kamen
เขย	kʰɤ˧˥
เขยิบ	kʰaːj˧ɛp
เขยิบหน่อยได้ไหม	kʰʔp̚˨˩hnʰɔːjʔt̚˨˩ʰhm
เขย่า	kʰaː˧˥jaː˥˩
เขา	kʰaːu˨˩
เขาชื่ออะไร	kʰaːtɕʰʰɯ̄ a˦˥rai˥
เขาตั้งใจจะเลิกสูบบุหรี่	kʰaː˨˩˦sɑŋ˥˥tsaɪ˥˩ʈʂɤŋ˨˩˦laɪ˧˥tsu˨˩˦tsu˧˥i˥˩
เขาทราย แกแล็คซี่	kʰau˧˥sai˥˧sìː˧
เขาพาเพื่อนมาแนะนำให้รู้จัก	kʰaːpʰʔpɯːʰɛn˧ma˥n˩˩˦ajʰnam˧hɛj˧ruːtɕaːk̚˨˩
เขาพิงกัน	kʰaː˧˥pʰiː˥˩ŋ˥˩kʌn˥˩
เขาพูดไม่กี่คำ	kʰaːpʰûːt̚˨˩ajʰkʰiː˧kʰaː
เขาริเริ่ม	kʰaː˩˩˦rm
เขาลงนามในสัญญาโดยปราศจากแง่งอน	kʰaːlŋ˩˩˦naːmdajn˧sʔdj˧aːmastʰt̚˨˩aː˧
เขาสังเกตเห็นบางอย่างหลังพุ่มไม้	kʰaːsrɑŋ˧ʔk̚˨˩rʔhen˧ban˧ɔːjaː˧ŋ˧hn˧ɔːm˧aj
เขาโทรมาสิบครั้งแล้ว	kʰaː˧ʔtʰm˩˩˦aː˧ʔsìbkʰŋ˧ʔlow
เขาให้ไข่ไก่แก่ตา	kʰaːhʰkʰaː˧kaː˧tɕat̚˨˩taː˧
เขียง	kʰi˥˥aŋ˨˦
เขียด	k̚˦˥iat̚˨˩
เขียน	tjɛn˨˦
เขียนแบบ	kʰjn˧ʔpp
เขียว	tʃiau˨˩
เขี่ย	dˌiːzə
เขี้ยว	kiel
เขือ	kʰɤ˥˩
เขื่อน	kʰeːan˨˩
เข็น	kʰen˨˩
เข็ม	ɔ̃n
เข็มกลัด	kʰeːm˧plat˦˥
เข็มขัด	kʰem˧katʰ
เข็มฉีดยา	kʰen˧˥sìp˥jaː˧
เข็มอัปสร สิริสุขะ	ʔpʰnpʰsɔːn˧t̚˨˩rk̚˦˥sukkʰak
เข่นฆ่า	kʰeːn˨˩kʰaː˥˩
เข่า	kʰau˥˨
เข้ม	kɛ˥˥m˥˩
เข้มข้น	kʰon˧kʰon˧
เข้มงวด	kʰem˧˧n˧
เข้มแข็ง	kʰŋ˨˩ kʰŋ˧˥
เข้มแข็งไว้นะ	kʰɛːm˧kʰɛːŋ˧ʔwʔna˦˥
เข้ากันได้ดี	kavaneion
เข้าตี	kʰaːt̚˨˩iiː˧
เข้าถึง	kʰaːpən˨˩
เข้าที	kʰaːt̚˨˩iː˨
เข้าที่	kʰaːt̚˨˩iː
เข้านอน	kʰaːn˧ɔ̀n˥
เข้าพรรษา	kʰʰaː˥˩p̚˥˩an˩˩˦saː˩˩˦
เข้ามา	kau ma˥˩
เข้ามาเมื่อไหร่ก็มีปัญหา	kʰʰaːmâːʔeːʔhl˧aː˧jrkʰoʔm˧iːn˧p̚˥˩
เข้าร่วม	kʰaːʔrwom
เข้าวิน	kou˥˥vin˧˧
เข้าสู่	kɔːsɔː
เข้าสู่บทเรียน	kʰaː˥˩sʰuːʔbot̚˨˩ʔriːjn˧
เข้าสู่ระบบ	kʰaː˥˩sŋ˨˩ra˨˩bkʰ
เข้าหู	kʰau˥˥u˥˩
เข้าหูซ้ายทะลุหูขวา	kʰʰaːjsrápʰn˩˩˦uːhʋ˧kʰwaː
เข้าเน็ต	kʰʰaː˧ʔnt
เข้าใจ	kʰaːtɕaj˧
เข้าใจครับ	kʰaːtɕaj˧kʰráp
เข้าใจแล้ว	kʰʰaːtɕaj˧ʔlua̯
เข้าใจไหม	kʰaː˥˩tsaj˧hm˥˩
เข้าใจไหม็	kʰʰaːtɕaj˧hm˥˩
เข้าไป	kʰʰaːpaj
เข้าไม้	kʰaː˥˩maːj˩˩˦
เคมี	ke˥˩mi˥˩
เคยไปเยี่ยมชมพระบรมมหาราชวัง	kʰʰi˦˥paj˧ʔj˧m˧ʃkʰm˧pʰaː˧p̚˨˩rm˧haː˧n˩˩˦a˦˥ʃwǎŋ˧
เครดิต	kɹˈɛdɪt
เครดิตการ์ด	kʰrɛːt̚˨˩k̚˦˥gaːʔ
เครา	kʰraː
เคราะห์	fra
เครียด	kriːjɛk
เครือ	krɪ̞ʁa
เครือข่าย	kʰɔː˧aː˧kʰaː˥˩
เครื่อง	kdrɛŋ
เครื่องคิดเลข	kʰɔ̀ːŋ˧t̚˨˩ʔlk
เครื่องจักร	kʰʔn˧tɕak
เครื่องซักผ้า	kʰɪ˥˩n˩˩˦sak˦˥tʰaː˥˩
เครื่องดนตรี	kʰʔeːŋ˧don˧triː˧
เครื่องดื่ม	kʰɔ̀ːŋ˧m
เครื่องตัดหญ้า	kʰʔjaːŋ˥˩sm ð̞jaː˥˩
เครื่องบิน	kʰɔːŋ˧bn
เครื่องประดับ	kʰɔːŋ˧prāːt̚˨˩ak
เครื่องปรับอากาศ	kʰʔeːŋ˧p̚˥˩raːpʰaː˧k̚˨˩aːz˧
เครื่องปรุง	kʰl˩˩˦jn˩˩˦p̚˨˩rm˥˩
เครื่องปรุงอาหารไทย	ʔɛŋ˩˩˦prʊŋɔː˧aːhaː˧n˧
เครื่องพิมพ์	kʰɛːŋ˧kʰim˧
เครื่องมือ	kʰɔ̀ŋ˧mɯː˥˩
เครื่องยนต์	kʰʔj˧ŋ˧l
เครื่องสำอาง	kʰɔːn˧saːmaːn˩˩˦
เครื่องหมาย	ʔeːŋ˧hm˥˩
เครื่องหมายดอกจัน	kʰɔ̀ŋ˧hmâːj˧dɔːkʤan˧
เครื่องเคียง	kʰɔːŋ˧
เครื่องเทศ	kʰɔːŋ˧tʰeːt̚˨˩
เครื่องเพชรพลอย	kʰeː˧˥ʔt̚˨˩n˩˩˦ɔː
เครื่องเรือน	køøŋrøøn
เครื่องเสริมสวย	kʰɔ̀ːŋ˧ʔsrmwj
เครื่องแกง	kʰʔeːŋ˧ʔk
เครื่องแต่งกาย	kʰɔːŋ˧ʔtŋ˨˩k̚˦˥aː˥˩j
เครื่องโกนหนวดไฟฟ้า	kʰɛːŋ˧k̚˨˩ln˧hn˧t̚˨˩ʔfá
เครื่องใช้	kʰʔn˥˩tɕʰaːj˧
เครื่องใช้ไฟฟ้า	kʰʔeːŋ˧tɕʰajʔfʔfaː
เคลือบ	kʰɔ̀ɛːkʰ
เคลือบแฝง	klɛːp˦˥fɛːŋ˧˥
เคลื่อน	klum
เคลื่อนตัว	kʰɔː˧n˥˩tǎw˧
เคลื่อนที่	kʰʰjn˥˩tʰiː
เคลื่อนไหว	kʰɔːn˧w˧aj
เคล็ด	klet̚˨˩
เคล็ดลับ	kʰlɤt˥˩raː˧
เคล้า	kʰau˥˥
เคหะฯ	ke˥˩haː˧˧
เคารพ	kau˨˩rop˨
เคาะ	kʰɑp
เคี้ยว	kʰiau˥˧
เคี้ยวหมากฝรั่ง	kʰau˧˧mak˥pɔ˥˥raŋ˧˧
เคือง	kʰeːŋ˨˩
เค็ม	am
เค้ก	kʰeː˧˥
เค้า	kʰau˥˥
เฆี่ยน	kian
เงา	nˈɐ̃ʊ̃
เงาะ	no
เงิน	ŋɤn
เงินกู้	n˥˩an˧k̚˦˥uː˥˩
เงินทอน	n˩˩˦kʰʰon˧
เงินปลอม	n˩˩˦eː˧n˧plɔ̀ŋ˧
เงินปันผล	n˧n˧p̚˨˩an˧pʰl
เงินผ่อน	ɛ̄ːn˧ʔɔːn˧
เงินฝืด	n˥˩t̚˨˩
เงินสด	ŋ˧ɛn˧sot̚˨˩
เงินเดือน	ŋɔ̀n˧ʔɛn˥
เงินเฟ้อ	n˥fʔ
เงินใต้โต๊ะ	n˩˩˦faj˧ʔf
เงียบ	niː˩˦
เงียบสงบ	nʲa bsaɣnaw
เงี่ยง	nˌiˈɛ̃
เงี่ยน	n̪iˌɛn
เงี้ยว	niau˥˧
เงือก	n˥ɯ̄ːap
เงื่องหงอย	ŋ˩˩˦ɛːɛ̄ːŋ˧j˧
เงื่อน	n˩˩˦eː˧ʔn˧
เงื่อนไข	ɔːn˧kʰ
เจ	tʃɛː
เจดีย์	tɛbɪ
เจตคติ	istai morgɑ
เจตนา	tɕʰt̚˨˩naː
เจน	tin
เจนี่ เทียนโพธิ์สุวรรณ์	ʔtɕʰɔːn˧ʔst̚˨˩n˧pʰuːswǎn
เจรจา	kʰeːra˦˥tɕaː
เจริญ	tɕaʔrɛːn
เจริญ สิริวัฒนภักดี	sa˨˩rɛːn˧ siː˧ʔhɔ̀sʰtʰn˩˩˦aː˧pk̚˦˥tiːʰ
เจริญกรุง	tɕaʁrɪŋ˨˩kŋ˧˥
เจริญนคร	tɕaʔrɛːn˧n˩˩˦kʰn˩˩˦
เจริญภาวนา	tɕaʔn˧pʰaːwʔnaː
เจล	kio
เจลปรับอากาศ	ʔtɕʰwprápʔɔːaː˧k̚˦˥aːt̚˥˩
เจอ	dʒa˥˩˦
เจอกัน	tɕɤ˥˩k̚˦˥an˩˩˦
เจาะ	tiaʔ˨
เจิม	tsʲɛːm
เจียว	tio
เจือ	tsɯ˥˩
เจ็ด	tɕak
เจ็ดสิบ	tsʰi˧
เจ็ดโมงเช้า	ʔt̚˨˩kʰm˧ŋ˧kʰaːw˧
เจ็บ	tɕip
เจ็บคอ	ʔt̚˨˩p̚˨˩kʰɔ̀
เจ็บตรงไหน	ʔt̚˨˩btrŋ˧hn˧
เจ็บท้อง	ʰbʔtʰɔ̀ŋ˧
เจ็บฟัน	ʔt̚˨˩bun˧n
เจ็บมือ	tɕbɔ
เจ็บเนื้อเจ็บตัว	ʔtɕæp˧ʔeːa˦˥ʔtɕa̯w˧taw˧
เจ็บใจ	ʔtɕaj˧
เจ้	dˌe
เจ้า	tʃau
เจ้าของ	tɤ˧kɔːŋ˧
เจ้าของธุรกิจ	kʰʰaːkʰɔ̀ːŋ˧tʰuːrakʔk̚˨˩k
เจ้าของร้าน	tɕaːkʰɔ̀ŋ˧raːn˩˩˦
เจ้าขุนหอคำ	ʥaːkʰun˧hʔkʰam
เจ้าคุณ	ʰt̚˨˩aːw˧kʰun˧
เจ้าชาย	tʰou̯ʃaːj
เจ้าชายน้อย	sɛːtɕʰaːj˧nʰɔ̀j˧
เจ้าชายฮานส์	lɤ˥˩ tsʰu˧˥lɤ˥˩tʰwan˧˥
เจ้าชู้	tsau˨˩tsʰu˨˩
เจ้านาย	dʑau̯naj
เจ้าบ่าว	tɕau̯paːl
เจ้าพระยา	tɕaːpn˩˩˦a˦˥haː˥˩
เจ้าพระยาจักรี	ʥaːpʰraːjaːʥabgɹiʔt̚˨˩n˧
เจ้าพี่	auːpːˈiː
เจ้าพ่อ	tɕaːpʰaː
เจ้าฟ้า	tsaːv
เจ้าสาว	tɕau˥˧saːw˧˥
เจ้าหญิง	tsa˥˩lu˥˩ɕɪŋ˧˥
เจ้าหน้าที่	tɕaːwnaːtʰiː
เจ้าเล่ห์	tɕaole
เจ๊	sist
เจ๊ง	tsiŋ˨˦
เจ๊าะแจ๊ะ	tsaː
เจ๋ง	tsẽŋ˨˩
เฉพาะ	tɕap˦˥
เฉย	tsʰɛː˥˥
