aah	ˈɑː
substitute	sˈʌbstɪtjˌuːt
substituted	sˈʌbstɪtjˌuːtɪd
substitutes	sˈʌbstɪtjˌuːts
substituting	sˈʌbstɪtjˌuːtɪŋ
substitution	sˌʌbstɪtjˈuːʃən
substitutions	sˌʌbstɪtjˈuːʃənz
substrate	sˈʌbstɹeɪt
substrates	sˈʌbstɹeɪts
substructure	sˈʌbstɹʌktʃɐ
subsume	sʌbsˈuːm
subsumed	sʌbsˈuːmd
subsuming	sʌbsˈuːmɪŋ
subterfuge	sˈʌbtəfjˌuːdʒ
subterfuges	sˈʌbtəfjˌuːdʒɪz
subterranean	sˌʌbtɪɹˈeɪniən
subtext	sˈʌbtɛkst
subtextual	sˈʌbtɪkstʃˌuːəl
subtitle	sˈʌbtaɪtəl
subtitled	sˈʌbtaɪtəld
subtitles	sˈʌbtaɪtəlz
subtitling	sˈʌbtaɪtlˌɪŋ
subtle	sˈʌtəl
subtleness	sˈʌtəlnəs
subtler	sˈʌtlɐ
subtlest	sˈʌtləst
subtleties	sˈʌtəltɪz
subtlety	sˈʌtəlti
subtly	sˈʌtəlˌi
subtotal	sˈʌbtəʊtəl
subtract	sʌbtɹˈækt
subtracted	sʌbtɹˈæktɪd
subtracting	sʌbtɹˈæktɪŋ
subtraction	sʌbtɹˈækʃən
subtractions	sʌbtɹˈækʃənz
subtracts	sʌbtɹˈækts
subtropical	sʌbtɹˈɒpɪkəl
subtype	sˈʌbtaɪp
suburb	sˈʌbɜːb
suburban	səbˈɜːbən
suburbanisation	səbˌɜːbɐnaɪzˈeɪʃən
suburbanised	səbˈɜːbɐnˌaɪzd
suburbanites	səbˈɜːbɐnˌaɪts
suburbans	səbˈɜːbənz
suburbia	sʌbˈɜːbiə
suburbs	sˈʌbɜːbz
subvention	səbvˈɛnʃən
subversion	səbvˈɜːʃən
subversive	səbvˈɜːsɪv
subversiveness	səbvˈɜːsɪvnəs
subversives	səbvˈɜːsɪvz
subverted	səbvˈɜːtɪd
subverting	səbvˈɜːtɪŋ
subverts	səbvˈɜːts
subway	sˈʌbweɪ
subways	sˈʌbweɪz
subzero	sʌbzˈeəɹəʊ
succeed	səksˈiːd
succeeded	səksˈiːdɪd
succeeding	səksˈiːdɪŋ
succeeds	səksˈiːdz
success	səksˈɛs
successes	səksˈɛsɪz
successful	səksˈɛsfəl
successfully	səksˈɛsfəli
succession	səksˈɛʃən
successional	səksˈɛʃənəl
successions	səksˈɛʃənz
successive	səksˈɛsɪv
successively	səksˈɛsɪvli
successor	səksˈɛsɐ
successors	səksˈɛsəz
succinct	səksˈɪŋkt
succinctly	səksˈɪŋktli
succinctness	səksˈɪŋktnəs
succotash	səkˈɒtæʃ
succour	səkˈɜː
succubus	səkjˈuːbəs
succulence	sˈʌkjʊləns
succulent	sˈʌkjʊlənt
succulents	sˈʌkjʊlənts
succumb	səkˈʌm
succumbed	səkˈʌmd
succumbing	səkˈʌmɪŋ
succumbs	səkˈʌmz
such	sˈʌtʃ
suchlike	sˈʌtʃlaɪk
suck	sˈʌk
sucked	sˈʌkt
sucker	sˈʌkɐ
suckered	sˈʌkəd
suckering	sˈʌkəɹɪŋ
suckers	sˈʌkəz
sucking	sˈʌkɪŋ
suckle	sˈʌkəl
suckled	sˈʌkəld
suckles	sˈʌkəlz
suckling	sˈʌklɪŋ
sucklings	sˈʌklɪŋz
sucks	sˈʌks
sucre	sˈʌkɐ
sucrose	sˈʌkɹəʊz
suction	sˈʌkʃən
suctioning	sˈʌkʃənɪŋ
sud	sˈʌd
sudden	sˈʌdən
suddenly	sˈʌdənli
suddenness	sˈʌdənnəs
suds	sˈʌdz
sued	sˈuːd
suede	swˈeɪd
suer	sˈuːɐ
sues	sˈuːz
suet	sˈuːɪt
suffer	sˈʌfɐ
sufferance	sˈʌfəɹəns
suffered	sˈʌfəd
sufferer	sˈʌfəɹɐ
sufferers	sˈʌfəɹəz
suffering	sˈʌfəɹɪŋ
sufferings	sˈʌfəɹɪŋz
suffers	sˈʌfəz
suffice	səfˈaɪs
sufficed	səfˈaɪst
suffices	səfˈaɪsɪz
sufficiency	səfˈɪʃənsi
sufficient	səfˈɪʃənt
sufficiently	səfˈɪʃəntli
suffix	sˈʌfɪks
suffixes	sˈʌfɪksɪz
suffocate	sˈʌfəkˌeɪt
suffocated	sˈʌfəkˌeɪtɪd
suffocates	sˈʌfəkˌeɪts
suffocating	sˈʌfəkˌeɪtɪŋ
suffocation	sˌʌfəkˈeɪʃən
suffragan	sˈʌfɹæɡən
suffrage	sˈʌfɹɪdʒ
suffragette	sˌʌfɹɐdʒˈɛt
suffragettes	sˌʌfɹɐdʒˈɛts
suffragist	sˈʌfɹɐdʒˌɪst
suffragists	sˈʌfɹɐdʒˌɪsts
suffuse	sʌfjˈuːz
suffused	sʌfjˈuːzd
suffuses	sʌfjˈuːzɪz
suffusing	sʌfjˈuːzɪŋ
sugar	ʃˈʊɡɐ
sugarcane	ʃˈʊɡəkˌeɪn
sugarcoat	ʃˈʊɡəkˌəʊt
sugared	ʃˈʊɡəd
sugariness	ʃˈʊɡəɹɪnəs
sugaring	ʃˈʊɡəɹɪŋ
sugarplum	ʃˈʊɡəpləm
sugars	ʃˈʊɡəz
sugary	ʃˈʊɡəɹi
suggest	sədʒˈɛst
suggested	sədʒˈɛstɪd
suggestibility	sədʒˌɛstɪbˈɪlɪti
suggestible	sədʒˈɛstəbəl
suggesting	sədʒˈɛstɪŋ
suggestion	sədʒˈɛstʃən
suggestions	sədʒˈɛstʃənz
suggestive	sədʒˈɛstɪv
suggestively	sədʒˈɛstɪvli
suggestiveness	sədʒˈɛstɪvnəs
suggests	sədʒˈɛsts
suicidal	sˌuːɪsˈaɪdəl
suicidally	sˌuːɪsˈaɪdəli
suicide	sˈuːɪsˌaɪd
suicides	sˈuːɪsˌaɪdz
suing	sˈuːɪŋ
suit	sˈuːt
suitability	sˌuːtəbˈɪlɪti
suitable	sˈuːtəbəl
suitably	sˈuːtəbli
suitcase	sˈuːtkeɪs
suitcases	sˈuːtkeɪsɪz
suited	sˈuːtɪd
suites	swˈiːts
suiting	sˈuːtɪŋ
suitor	sˈuːtɐ
suitors	sˈuːtəz
suits	sˈuːts
sukkah	sˈʌkɐ
sulcus	sˈʌlkəs
sulfate	sˈʌlfeɪt
sulfide	sˈʌlfaɪd
sulfur	sˈʌlfɜː
sulk	sˈʌlk
sulked	sˈʌlkt
sulkies	sˈʌlkiz
sulking	sˈʌlkɪŋ
sulks	sˈʌlks
sulky	sˈʌlki
sullen	sˈʌlən
sullenness	sˈʌlənnəs
sullied	sˈʌlid
sully	sˈʌli
sullying	sˈʌliɪŋ
sulphate	sˈʌlfeɪt
sulphates	sˈʌlfeɪts
sulphide	sˈʌlfaɪd
sulphides	sˈʌlfaɪdz
sulphur	sˈʌlfɐ
sulphured	sˈʌlfjɔːd
sulphuric	sʌlfjˈʊɹɪk
sulphurous	sˈʌlfəɹəs
sulphurs	sˈʌlfəz
sultan	sˈʌltən
sultana	sʌltˈɑːnɐ
sultanas	sʌltˈɑːnəz
sultanate	sˈʌltɐnˌeɪt
sultans	sˈʌltənz
sultry	sˈʌltɹi
sum	sˈʌm
sumac	sˈuːmæk
summaries	sˈʌməɹiz
summarily	sʌmˈɛɹəli
summarise	sˈʌməɹˌaɪz
summarised	sˈʌməɹˌaɪzd
summariser	sˈʌməɹˌaɪzɐ
summarises	sˈʌməɹˌaɪzɪz
summarising	sˈʌməɹˌaɪzɪŋ
summary	sˈʌməɹi
summat	sˈʌmæt
summation	sʌmˈeɪʃən
summed	sˈʌmd
summer	sˈʌmɐ
summerhouse	sˈʌməhˌaʊs
summerhouses	sˈʌməhˌaʊzɪz
summering	sˈʌməɹɪŋ
summers	sˈʌməz
summersault	sˈʌməsˌɒlt
summertime	sˈʌmətˌaɪm
summery	sˈʌməɹi
summing	sˈʌmɪŋ
summit	sˈʌmɪt
summitry	sˈʌmɪtɹi
summits	sˈʌmɪts
summon	sˈʌmən
summoned	sˈʌmənd
summoner	sˈʌmənɐ
summoning	sˈʌmənɪŋ
summons	sˈʌmənz
summonsed	sˈʌmənzd
summonses	sˈʌmənzɪz
sumo	sˈuːməʊ
sump	sˈʌmp
sumps	sˈʌmps
sumpter	sˈʌmptɐ
sumptuary	sˈʌmptjuːəɹˌi
sumptuous	sˈʌmptʃuːəs
sumptuously	sˈʌmptʃuːəsli
sumptuousness	sˈʌmptʃuːəsnəs
sums	sˈʌmz
sun	sˈʌn
sunbathe	sˈʌnbeɪð
sunbathed	sˈʌnbeɪðd
sunbather	sˈʌnbeɪðɐ
sunbathers	sˈʌnbeɪðəz
sunbathes	sˈʌnbeɪðz
sunbathing	sˈʌnbeɪðɪŋ
sunbeam	sˈʌnbiːm
sunbeams	sˈʌnbiːmz
sunbed	sˈʌnbd
sunbeds	sˈʌnbdz
sunblock	sˈʌnblɒk
sunburn	sˈʌnbɜːn
sunburned	sˈʌnbɜːnd
sunburns	sˈʌnbɜːnz
sunburnt	sˈʌnbɜːnt
sunburst	sˈʌnbɜːst
suncream	sˈʌŋkɹiːm
sundae	sˈʌndeɪ
sundaes	sˈʌndeɪz
sundeck	sˈʌndɛk
sunder	sˈʌndɐ
sundered	sˈʌndəd
sundew	sˈʌndjuː
sundews	sˈʌndjuːz
sundial	sˈʌndaɪəl
sundials	sˈʌndaɪəlz
sundown	sˈʌndaʊn
sundowner	sˈʌndaʊnɐ
sundowners	sˈʌndaʊnəz
sundress	sˈʌndɹɛs
sunfish	sˈʌnfɪʃ
sunflower	sˈʌnflaʊɐ
sunflowers	sˈʌnflaʊəz
sung	sˈʌŋ
sunglass	sˈʌŋɡlɑːs
sunglasses	sˈʌŋɡlɑːsɪz
sunhat	sˈʌnhæt
sunhats	sˈʌnhæts
sunk	sˈʌŋk
sunken	sˈʌŋkən
sunlamp	sˈʌnlæmp
sunless	sˈʌnləs
sunlight	sˈʌnlaɪt
sunlit	sˈʌnlɪt
sunned	sˈʌnd
sunnier	sˈʌnɪɐ
sunniest	sˈʌnɪəst
sunniness	sˈʌnɪnəs
sunning	sˈʌnɪŋ
sunny	sˈʌni
sunrise	sˈʌnɹaɪz
sunrises	sˈʌnɹaɪzɪz
sunroof	sˈʌnɹuːf
sunroofs	sˈʌnɹuːfs
sunroom	sˈʌnɹuːm
suns	sˈʌnz
sunscreen	sˈʌnskɹiːn
sunscreens	sˈʌnskɹiːnz
sunset	sˈʌnsɛt
sunsets	sˈʌnsɛts
sunshade	sˈʌnʃeɪd
sunshades	sˈʌnʃeɪdz
sunshine	sˈʌnʃaɪn
sunshiny	sˈʌnʃɪni
sunspot	sˈʌnspɒt
sunspots	sˈʌnspɒts
sunstone	sˈʌnstəʊn
sunstroke	sˈʌnstɹəʊk
suntan	sˈʌntæn
suntanned	sˈʌntænd
suntans	sˈʌntænz
suntrap	sˈʌntɹæp
sunward	sˈʌnwəd
sunwise	sˈʌnwaɪz
sup	sˈʌp
super	sˈuːpɐ
superabundance	sˌuːpəɹɐbˈʌndəns
superannuated	sˌuːpəɹˈænjuːˌeɪtɪd
superannuation	sˌuːpəɹˌænjuːˈeɪʃən
superb	suːpˈɜːb
superbly	suːpˈɜːbli
superbug	sˈuːpəbˌʌɡ
superbugs	sˈuːpəbˌʌɡz
supercalifragilistic	sˌuːpəkˌælɪfɹˌædʒɪlˈɪstɪk
supercalifragilisticexpialidocious	sˌuːpəkˌælɪfɹˌædʒɪlˌɪstaɪskspˌɪɐlɪdˈəʊʃəs
supercharge	sˈuːpətʃˌɑːdʒ
supercharged	sˈuːpətʃˌɑːdʒd
supercharger	sˈuːpətʃˌɑːdʒɐ
supercharging	sˈuːpətʃˌɑːdʒɪŋ
supercilious	sˌuːpəsˈɪlɪəs
supercity	sˈuːpəsˌɪti
supercollider	sˌuːpəkəlˈaɪdɐ
supercomputer	sˌuːpəkəmpjˈuːtɐ
supercomputers	sˌuːpəkəmpjˈuːtəz
superconduct	sˈuːpəkəndˌʌkt
superconducting	sˈuːpəkəndˌʌktɪŋ
superconductivity	sˌuːpəkɒndəktˈɪvɪti
superconductor	sˌuːpəkəndˈʌktɐ
superconductors	sˌuːpəkəndˈʌktəz
supercontinent	sˌuːpəkˈɒntɪnənt
supercool	sˈuːpəkˌuːl
supercooled	sˈuːpəkˌuːld
superfecundation	sˌuːpəfˌɛkəndˈeɪʃən
superficial	sˈuːpəfˈɪʃəl
superficiality	sˌuːpəfˌɪʃɪˈælɪti
superficially	sˈuːpəfˈɪʃəlˌi
superfine	sˈuːpəfˌaɪn
superfluity	sˌuːpəfljˈuːɪti
superfluous	suːpˈɜːfluːəs
supergiants	sˈuːpədʒˌaɪənts
superglue	sˈuːpəɡlˌuː
supergrass	sˈuːpəɡɹˌɑːs
supergrasses	sˈuːpəɡɹˌɑːsɪz
superheat	sˈuːpəhˌiːt
superheated	sˈuːpəhˌiːtɪd
superheavy	sˈuːpəhˌɛvi
superhero	sˈuːpəhˌiəɹəʊ
superheroes	sˈuːpəhˌiəɹəʊz
superheros	sˈuːpəhˌiəɹəʊz
superhighway	sˈuːpəhˌaɪweɪ
superhighways	sˈuːpəhˌaɪweɪz
superhuman	sˈuːpəhjˌuːmən
superhumanly	sˈuːpəhjˌuːmənli
superimpose	sˌuːpəɹɪmpˈəʊz
superimposed	sˌuːpəɹɪmpˈəʊzd
superimposing	sˌuːpəɹɪmpˈəʊzɪŋ
superimposition	sˌuːpəɹɪmpəzˈɪʃən
superintended	sˈuːpəɹɪntˌɛndɪd
superintendence	sˌuːpəɹɪntˈɛndəns
superintendent	sˌuːpəɹɪntˈɛndənt
superintendents	sˌuːpəɹɪntˈɛndənts
superintending	sˈuːpəɹɪntˌɛndɪŋ
superior	suːpˈiəɹɪɐ
superiority	suːpˌiəɹɪˈɒɹɪti
superiors	suːpˈiəɹɪəz
superlative	suːpˈɜːlətˌɪv
superlatively	suːpˈɜːlətˌɪvli
superlatives	suːpˈɜːlətˌɪvz
superliner	sˈuːpəlˌaɪnɐ
superman	sˈuːpəmˌæn
supermarket	sˈuːpəmˌɑːkɪt
supermarkets	sˈuːpəmˌɑːkɪts
supermen	sˈuːpəmˌɛn
supermodel	sˈuːpəmˌɒdəl
supermodels	sˈuːpəmˌɒdəlz
supermom	sˈuːpəmˌɒm
supernational	sˌuːpənˈæʃənəl
supernatural	sˌuːpənˈætʃəɹəl
supernaturally	sˌuːpənˈætʃəɹəli
supernaturals	sˌuːpənˈætʃəɹəlz
supernormal	sˈuːpənˌɔːməl
supernova	sˈuːpənˈəʊvɐ
supernovae	sˈuːpənˌɒviː
supernovas	sˈuːpənˈəʊvəz
supernumerary	sˌuːpənjˈuːməɹəɹi
superpower	sˈuːpəpˌaʊɐ
superpowers	sˈuːpəpˌaʊəz
superrich	sˈuːpəɹˌɪtʃ
supers	sˈuːpəz
supersaturated	sˌuːpəsˈætʃəɹˌeɪtɪd
superscribed	sˈuːpəskɹˌaɪbd
superscription	sˌuːpəskɹˈɪpʃən
supersede	sˈuːpəsˌiːd
superseded	sˈuːpəsˌiːdɪd
supersedes	sˈuːpəsˌiːdz
superseding	sˈuːpəsˌiːdɪŋ
supersensitive	sˌuːpəsˈɛnsɪtˌɪv
supersize	sˈuːpəsˌaɪz
supersized	sˈuːpəsˌaɪzd
supersmart	sˈuːpəsmˌɑːt
supersonic	sˈuːpəsˈɒnɪk
superspy	sˈuːpəspˌaɪ
superstar	sˈuːpəstˌɑː
superstars	sˈuːpəstˌɑːz
superstate	sˈuːpəstˌeɪt
superstition	sˈuːpəstˈɪʃən
superstitions	sˈuːpəstˈɪʃənz
superstitious	sˌuːpəstˈɪʃəs
superstore	sˈuːpəstˌɔː
superstores	sˈuːpəstˌɔːz
superstrength	sˈuːpəstɹˌɛŋθ
superstrong	sˈuːpəstɹˌɒŋ
superstructure	sˈuːpəstɹˌʌktʃɐ
supertanker	sˈuːpətˌæŋkɐ
supertankers	sˈuːpətˌæŋkəz
supertax	sˈuːpətˌæks
supervenes	sˈuːpəvˌiːnz
supervise	sˈuːpəvˌaɪz
supervised	sˈuːpəvˌaɪzd
supervises	sˈuːpəvˌaɪzɪz
supervising	sˈuːpəvˌaɪzɪŋ
supervision	suːpəvˈɪʒən
supervisions	suːpəvˈɪʒənz
supervisor	sˈuːpəvˌaɪzɐ
supervisors	sˈuːpəvˌaɪzəz
supervisory	sˌuːpəvˈɪsəɹˌi
superwoman	sˈuːpəwˌʊmən
superwomen	sˈuːpəwˌɪmɪn
supine	sˈuːpaɪn
supped	sˈʌpt
supper	sˈʌpɐ
suppers	sˈʌpəz
suppertime	sˈʌpətˌaɪm
supping	sˈʌpɪŋ
supplant	səplˈænt
supplanted	səplˈæntɪd
supplanting	səplˈæntɪŋ
supple	sˈʌpəl
supplemental	sˌʌplɪmˈɛntəl
supplementary	sˌʌplɪmˈɛntəɹi
supplementation	sˌʌplɪməntˈeɪʃən
supplemented	sˈʌplɪməntɪd
supplementing	sˈʌplɪməntɪŋ
suppleness	sˈʌpəlnəs
suppliant	səplˈaɪənt
supplicant	sˈʌplɪkənt
supplicants	sˈʌplɪkənts
supplication	sˌʌplɪkˈeɪʃən
supplications	sˌʌplɪkˈeɪʃənz
supplied	səplˈaɪd
supplier	səplˈaɪə
suppliers	səplˈaɪəz
supplies	səplˈaɪz
supplying	səplˈaɪɪŋ
support	səpˈɔːt
supportable	səpˈɔːtəbəl
supported	səpˈɔːtɪd
supporter	səpˈɔːtɐ
supporters	səpˈɔːtəz
supporting	səpˈɔːtɪŋ
supportive	səpˈɔːtɪv
supportively	səpˈɔːtɪvli
supportiveness	səpˈɔːtɪvnəs
supports	səpˈɔːts
suppose	sʌpˈəʊz
supposedly	sʌpˈəʊzɪdli
supposes	sʌpˈəʊzɪz
supposing	sʌpˈəʊzɪŋ
supposition	sˌʌpəzˈɪʃən
suppositions	sˌʌpəzˈɪʃənz
suppositories	sˈʌpəsˌɪtəɹˌiz
suppository	sˈʌpəsˌɪtəɹˌi
suppress	səpɹˈɛs
suppressant	səpɹˈɛsənt
suppressants	səpɹˈɛsənts
suppressed	səpɹˈɛst
suppresses	səpɹˈɛsɪz
suppressing	səpɹˈɛsɪŋ
suppression	səpɹˈɛʃən
suppressive	səpɹˈɛsɪv
suppurating	sˈʌpjʊɹˌeɪtɪŋ
supra	sˈʌpɹɐ
supranational	sˌʌpɹɐnˈeɪʃənəl
supraorbital	sˌʌpɹeɪˈɔːbɪtəl
supremacist	suːpɹˈɛmɐsˌɪst
supremacists	suːpɹˈɛmɐsˌɪsts
supremacy	suːpɹˈɛməsi
supreme	suːpɹˈiːm
supremely	suːpɹˈiːmli
supremo	suːpɹˈiːməʊ
supremos	suːpɹˈiːməʊz
sups	sˈʌps
sura	sˈɜːɹɐ
suras	sˈɜːɹəz
surcease	sˈɜːsiːs
surcharge	sˈɜːtʃɑːdʒ
surcharges	sˈɜːtʃɑːdʒɪz
surcharging	sˈɜːtʃɑːdʒɪŋ
surd	sˈɜːd
sure	ʃˈɔː
surefire	ʃˈɔːfaɪə
surefooted	ʃˈɔːfʊtɪd
surely	ʃˈɔːli
sureness	ʃˈɔːnəs
surer	ʃˈɔːɹɐ
surest	ʃˈɔːɹəst
sureties	ʃˈɔːɹətˌiz
surety	ʃˈɔːɹətˌi
surf	sˈɜːf
surface	sˈɜːfɪs
surfaced	sˈɜːfɪst
surfaces	sˈɜːfɪsɪz
surfacing	sˈɜːfɪsɪŋ
surfactant	sˈɜːfæktənt
surfactants	sˈɜːfæktənts
surfboard	sˈɜːfbɔːd
surfboards	sˈɜːfbɔːdz
surfed	sˈɜːft
surfeit	sˈɜːfɪt
surfeited	sˈɜːfɪtɪd
surfer	sˈɜːfɐ
surfers	sˈɜːfəz
surfing	sˈɜːfɪŋ
surfs	sˈɜːfs
surge	sˈɜːdʒ
surged	sˈɜːdʒd
surgeon	sˈɜːdʒən
surgeonfish	sˈɜːdʒənfɪʃ
surgeons	sˈɜːdʒənz
surgeries	sˈɜːdʒəɹiz
surgery	sˈɜːdʒəɹi
surges	sˈɜːdʒɪz
surgical	sˈɜːdʒɪkəl
surgically	sˈɜːdʒɪkli
surging	sˈɜːdʒɪŋ
surly	sˈɜːli
surmised	səmˈaɪzd
surmising	səmˈaɪzɪŋ
surmount	səmˈaʊnt
surmountable	səmˈaʊntəbəl
surmounted	səmˈaʊntɪd
surmounting	səmˈaʊntɪŋ
surmounts	səmˈaʊnts
surname	sˈɜːneɪm
surnames	sˈɜːneɪmz
surpass	səpˈɑːs
surpassed	səpˈɑːst
surpasses	səpˈɑːsɪz
surpassing	səpˈɑːsɪŋ
surplice	sˈɜːplɪs
surplices	sˈɜːplɪsɪz
surplus	sˈɜːpləs
surpluses	sˈɜːpləsɪz
surprise	səpɹˈaɪz
surprised	səpɹˈaɪzd
surprises	səpɹˈaɪzɪz
surprising	səpɹˈaɪzɪŋ
surprisingly	səpɹˈaɪzɪŋli
surreal	səɹˈiəl
surrealism	səɹˈiəlɪzəm
surrealist	səɹˈiəlɪst
surrealistic	səɹiəlˈɪstɪk
surrealists	səɹˈiəlɪsts
surreality	səɹɪˈælɪti
surreally	səɹˈiəli
surrender	səɹˈɛndɐ
surrendered	səɹˈɛndəd
surrendering	səɹˈɛndəɹɪŋ
surrenders	səɹˈɛndəz
surreptitious	səɹɪptˈɪʃəs
surreptitiously	səɹɪptˈɪʃəsli
surrey	sˈʌɹi
surreys	sˈʌɹɪz
surrogacy	səɹˈɒɡəsi
surrogate	sˈʌɹəɡˌeɪt
surrogates	sˈʌɹəɡˌeɪts
surround	səɹˈaʊnd
surrounded	səɹˈaʊndɪd
surrounding	səɹˈaʊndɪŋ
surroundings	səɹˈaʊndɪŋz
surrounds	səɹˈaʊndz
surtitles	sˈɜːtaɪtəlz
surtout	sˈɜːtaʊt
surveillance	səvˈeɪləns
surveyed	səvˈeɪd
surveying	səvˈeɪɪŋ
surveyor	səvˈeɪɐ
surveyors	səvˈeɪəz
survivability	səvˌaɪvəbˈɪlɪti
survivable	səvˈaɪvəbəl
survival	səvˈaɪvəl
survivalist	səvˈaɪvəlˌɪst
survivalists	səvˈaɪvəlˌɪsts
survivals	səvˈaɪvəlz
survive	səvˈaɪv
survived	səvˈaɪvd
survives	səvˈaɪvz
surviving	səvˈaɪvɪŋ
survivor	səvˈaɪvɐ
survivors	səvˈaɪvəz
susceptibilities	səsˌɛptɪbˈɪlɪtiz
susceptibility	səsˌɛptɪbˈɪlɪti
susceptible	səsˈɛptəbəl
sushi	sˈuːʃi
suspected	səspˈɛktɪd
suspecting	səspˈɛktɪŋ
suspend	səspˈɛnd
suspended	səspˈɛndɪd
suspender	səspˈɛndɐ
suspenders	səspˈɛndəz
suspending	səspˈɛndɪŋ
suspends	səspˈɛndz
suspense	səspˈɛns
suspenseful	səspˈɛnsfəl
suspension	səspˈɛnʃən
suspensions	səspˈɛnʃənz
suspicion	səspˈɪʃən
suspicions	səspˈɪʃənz
suspicious	səspˈɪʃəs
suspiciously	səspˈɪʃəsli
suss	sˈʌs
sussed	sˈʌst
susses	sˈʌsɪz
sussing	sˈʌsɪŋ
sustain	səstˈeɪn
sustainability	səstˌeɪnəbˈɪlɪti
sustainable	səstˈeɪnəbəl
sustainably	səstˈeɪnəbli
sustained	səstˈeɪnd
sustainer	səstˈeɪnɐ
sustaining	səstˈeɪnɪŋ
sustains	səstˈeɪnz
sustenance	sˈʌstənəns
sutra	sˈʌtɹɐ
suture	sˈuːtʃɐ
sutured	sˈuːtʃəd
sutures	sˈuːtʃəz
suturing	sˈuːtʃəɹɪŋ
svelte	svˈɛlt
svelter	svˈɛltɐ
swab	swˈɒb
swabbed	swˈɒbd
swabber	swˈɒbɐ
swabbing	swˈɒbɪŋ
swabs	swˈɒbz
swaddle	swˈɒdəl
swaddled	swˈɒdəld
swaddling	swˈɒdlɪŋ
swag	swˈæɡ
swagged	swˈæɡd
swagger	swˈæɡɐ
swaggered	swˈæɡəd
swaggerer	swˈæɡəɹɐ
swaggering	swˈæɡəɹɪŋ
swaggers	swˈæɡəz
swagman	swˈæɡmən
swags	swˈæɡz
swain	swˈeɪn
swale	swˈeɪl
swallow	swˈɒləʊ
swallowed	swˈɒləʊd
swallower	swˈɒləʊɐ
swallowing	swˈɒləʊɪŋ
swallows	swˈɒləʊz
swallowtail	swˈɒləʊtˌeɪl
swallowtails	swˈɒləʊtˌeɪlz
swam	swˈæm
swami	swˈɑːmi
swamis	swˈɑːmiz
swamp	swˈɒmp
swamped	swˈɒmpt
swamping	swˈɒmpɪŋ
swampland	swˈɑːmplənd
swamplands	swˈɑːmpləndz
swamps	swˈɒmps
swampy	swˈɒmpi
swan	swˈɒn
swank	swˈæŋk
swanked	swˈæŋkt
swankier	swˈæŋkiɐ
swankiest	swˈæŋkiəst
swanking	swˈæŋkɪŋ
swanky	swˈæŋki
swanned	swˈɒnd
swanning	swˈɒnɪŋ
swans	swˈɒnz
swansdown	swˈɒnsdaʊn
swansong	swˈɒnsɒŋ
swap	swˈɒp
swapped	swˈɒpt
swapper	swˈɒpɐ
swappers	swˈɒpəz
swapping	swˈɒpɪŋ
swaps	swˈɒps
sward	swˈɔːd
swarm	swˈɔːm
swarmed	swˈɔːmd
swarming	swˈɔːmɪŋ
swarms	swˈɔːmz
swart	swˈɔːt
swarthy	swˈɔːði
swash	swˈɒʃ
swashbuckler	swˈɒʃbʌklɐ
swashbucklers	swˈɒʃbʌkləz
swashbuckling	swˈɒʃbəklˌɪŋ
swashes	swˈɒʃɪz
swashing	swˈɒʃɪŋ
swastika	swˈɑːstɪkɐ
swastikas	swˈɑːstɪkəz
swat	swˈɒt
swatch	swˈɒtʃ
swatches	swˈɒtʃɪz
swath	swˈɒθ
swathe	swˈeɪð
swathed	swˈeɪðd
swathes	swˈeɪðz
swathing	swˈɒθɪŋ
swaths	swˈɒθs
swats	swˈɒts
swatted	swˈɒtɪd
swatter	swˈɒtɐ
swatters	swˈɒtəz
swatting	swˈɒtɪŋ
sway	swˈeɪ
swayed	swˈeɪd
swaying	swˈeɪɪŋ
sways	swˈeɪz
swear	swˈeə
swearers	swˈeəɹəz
swearing	swˈeəɹɪŋ
swears	swˈeəz
swearword	swˈeəwɜːd
swearwords	swˈeəwɜːdz
sweat	swˈɛt
sweatband	swˈɛtbænd
sweatbands	swˈɛtbændz
sweatbox	swˈɛtbɒks
sweated	swˈɛtɪd
sweater	swˈɛtɐ
sweaters	swˈɛtəz
sweatier	swˈɛtɪɐ
sweatiest	swˈɛtɪəst
sweatiness	swˈɛtɪnəs
sweating	swˈɛtɪŋ
sweatpants	swˈɛtpənts
sweats	swˈɛts
sweatshirt	swˈɛtʃɜːt
sweatshirts	swˈɛtʃɜːts
sweatshop	swˈɛtʃɒp
sweatshops	swˈɛtʃɒps
sweatsuit	swˈɛtsuːt
sweaty	swˈɛti
swede	swˈiːd
swedes	swˈiːdz
sweeny	swˈiːni
sweep	swˈiːp
sweeper	swˈiːpɐ
sweepers	swˈiːpəz
sweeping	swˈiːpɪŋ
sweepings	swˈiːpɪŋz
sweeps	swˈiːps
sweepstake	swˈiːpsteɪk
sweepstakes	swˈiːpsteɪks
sweet	swˈiːt
sweetbread	swˈiːtbɹɛd
sweetbreads	swˈiːtbɹɛdz
sweetcorn	swˈiːtkɔːn
sweeten	swˈiːtən
sweetened	swˈiːtənd
sweetener	swˈiːtənɐ
sweeteners	swˈiːtənəz
sweetening	swˈiːtənɪŋ
sweetens	swˈiːtənz
sweeter	swˈiːtɐ
sweetest	swˈiːtəst
sweetheart	swˈiːthɑːt
sweethearts	swˈiːthɑːts
sweetie	swˈiːti
sweeties	swˈiːtɪz
sweeting	swˈiːtɪŋ
sweetish	swˈiːtɪʃ
sweetly	swˈiːtli
