anowr	ənˈɔɾ
শ্রেষ্ঠ	srɛʃtɔ
শ্রোতৃমণ্ডলী	sɾuːt̪ːɾiːmʊŋdʒʱi
শ্লীলতা	slilota
শ্লেষাত্মক	sle˩˥ːʃat˥˩ok
শয়নকক্ষ	ʃai̯neːkːʊl
ষড়যন্ত্রকারী দলনেত্রী	sɹdʑɔnt̪ɔɹo kaɾiˑ d̪lɔd̪ʱiˑ t̪ːɾi
ষষ্ঠ	ʃostɔ
ষাঁড়	ʃɑːr
ষাঁড়	ʃɑːr
ষাট	ʃɒːktˈ
ষান্মাসিক	ʃaːnmaːʃiˑ
ষোল	ʃalo
ষোড়শ	ʃoɾoʃ
ষোল	ʃaloː
ষোলো	ʃuɫo
ষোড়শী	ʃɹɔʃi
স	ʃaːdntˈaʃaː
সংকীর্ণ	ʃɔŋkioˑoˑ
সংকুচিত	ʂɤŋkutʰʰit˦toŋ˨˩˦
সংকেত	ʃaːnˈket
সংকেতগ্রাহক	ʃɑŋtɪdgɾɑɣok
সংক্রমণ	tʃɑnˈkɹomɔn
সংক্রমণ রোখা	ʃɔ̃kʰɾˈmonːɹokʰaˑ
সংক্ষিপ্ত	ʃɔ̃kʰitːo
সংক্ষিপ্ত ইতিবৃত্ত	ʃɔ̃kʃiptʊ itʲibɾiptʊ
সংক্ষিপ্ত জ্ঞানগর্ভ বাণী	ʃɔŋkʰiˑpt̪ɔ gɛnogɾbʱo baˑnɛ
সংক্ষুব্ধ	ʃɔŋkʊpːdʑɔ
সংক্ষেপে	ʃɔŋkʰeˈpe
সংখ্যা	aʊ˥˥sha˥˥
সংখ্যাগরিষ্ঠ	ʃɔŋˈhɑːgɔliʃtɔ
সংখ্যালঘু	ʃɔ̃kʰaˑlɔgfʰuˑ
সংখ্য়া	tʃaŋka
সংগঠক	ʃɔŋgɔʈɔk
সংগঠন	ʃɔŋgɔtʰɔn
সংগঠনের	ʃɔŋgɔtʰneɹ
সংগণক	sangaɾak
সংগতি	ʃɔŋgɔt̪iˑ
সংগতিপূর্ণ	ʃɔŋgɔt̪iˑpuɾnɔ
সংগীত	ʃoːngit
সংগ্রহ	ʃɔ̃mˈgɔɾɔe̯ɔː
সংগ্রাম	ʃɔŋɣɹams
সংগ্রামী	ʃɑːngɾæmiː
সংঘ	ʃɔŋgɔ
সংঘর্ষ	senbou̯ɕʰ
সংঘর্ষবিরতি	ʃɔŋgʱɹɔʃoˑbiˑɹuˑt̪iˑ
সংঘাত	ʃɔ̃ŋgʱaːɔ
সংজ্ঞা	ʃɔŋga
সংজ্ঞাহীন	ʃoŋˈgˈanˈhˈin
সংবাদ	ʃɒŋˈbɒd
সংবাদ জানা	ʃɔŋbäːd̪ʱaɳää
সংবাদদাতা	ʃɑŋbäːtdätäː
সংবাদপত্র	ʃaŋbʱaðpɑtɯ̞rɯ̞
সংবাদমাধ্যম	ʃɔːŋbaːd̪maːd̪ɱ
সংবিধান	tɕʰɔ̀ŋ˥bʰdʔan˧
সংযম	ʈʂɑŋ˥˥tɕʰɯ˥˩ʈʂʰɑŋ˥˩
সংযমে	ʃɑŋsɑmɛː
সংযুক্ত	ʃɔ̃ŋdʑukt̪ːoˑ
সংযুক্ত করা	ʃɔŋdʑuktʰɔ kɹa
সংযোজন	ʃɔ̃ndʒzɔnː
সংযোজনের	ʃɔdʑoˑdʑneɹ
সংযোজিত করা	ʃɔ̃ŋ dʑodʑit̪ɔ kɹa
সংরক্ষক	ʃɑŋruːkkʰɔk
সংরক্ষণ	ʃɔ̃ŋɹbʱkʰun
সংরক্ষণকারী	ʃmɹkʃɔnˑkaˑɹiˑ
সংরক্ষণের	ʃɔŋɹɔkːʰɔneɔdʑ
সংরক্ষিত	ʃɔ̃ŋɹkʃit̪ɔ
সংলাপ	ʃɔːŋ˧rap
সংশোধনী	ʃɑːmʃoːd̪ʱɑːn̪iː
সংশ্লিষ্ট	tsʰauːnˈsliːʃtuː
সংশ্লিষ্ট সবার	ʃɔŋsɛliʃtuˑ ʃbʱaɾ
সংশ্লিষ্ট সূত্র	ʃɔŋslistʰtʰraˑ
সংশ্লিষ্টতা	ʃɑŋsliʃtota
সংশয়	ʂɑŋ˥˥ʂɚ˥˩
সংসদ	ʃɑŋʃaːˈraːtə
সংসদ ভেঙে দেওয়া	ʃɔŋʃod̪ bʱeɔe̯ge ɖeva
সংসদীয়	sʃɔ̃sdʑoˑ
সংসর্গ	ʃɔŋʃɔːɾgʊ
সংসার	ʃɒŋˈʃɒɾ
সংসারতাপ	ʃɔ̃ŋʃaˑɾt̪aˑb
সংস্করণ	ʃɔŋʃkɾuːnd
সংস্কার	ʃɔŋsˈkɑːɾˈ
সংস্কৃত	ʃɔ̃ʃkɹidʊ
সংস্কৃতি	ʃɔŋskɹit̪i
সংস্থা	ʃɑ̃sta
সংস্থান	ʃɒnˈstɒnˈ
সংস্থান হওয়া	ʃɔŋz tan hɔː
সংহতি	ʃɑŋɦɑtʰiː
সই	sˈoːi
সই করে ছোড়া	ʃɔiˑ kɔɹeˑ tʃʰo̯ɹaˑ
সওঁফ	sˈɑ̃f
সওয়া	ʃoːa
সকরুণ	ʃɔ̙kɔ̙ɾun
সকল	ʃɔkɔl
সকলকে	ʃɔkolke
সকলের	ʃɒkɒleɾ
সকলেরই	ʃɔko̞leˑɾiˑ
সকাল	ʃɔkɑl
সকাল-সন্ধ্যা	ʃɔkaˑlʃnd̪ʱaˑ
সকৌতুক	ʃɔkʊtʊ
সক্রিয়	sˌokɹˈio
সক্রিয় অংশগ্রহণকারী	ʃkɹiˑoˑ ɔŋsɔ gɾɔkɔn kaɾiˑ
সক্রিয় হওয়া	ʃakrijo̞hoa
সক্রিয়তা	ʃokrjɔta
সক্ষম	ʃakˈmˈ
সক্ষমতা	ʃɑːbkʰɑːˈmʊˈtə
সখা	ʃɔkˈa
সখা কোথায় হারিয়ে গেল!	ʃɔkʰaˑ kʰt̪ʰaˑe ɦaɹiˑe gɔlʊ
সখিনা	sokina
সখী	ʃokʰeː
সঙ্কট	ʃɑːmˈkɑːt
সঙ্কলন	ʃɔŋˈɔlʊn
সঙ্কলন-গ্রন্থ	ʃɔ̃ŋkɔlʊgɾontʰɔ
সঙ্গত	ʃɒngotʃo
সঙ্গতিপূর্ণ	ʃɔŋgɔtʰiˑuɾnɔ
সঙ্গতিপূর্ণ হওয়া	ʃɔ̃ŋgɔtʰiˑ puːronoˑ xawaˑ
সঙ্গী	ʂɔŋ˥˥ɕy˥˩
সঙ্গী হওয়া	ʂ i˥˩xɑʊ˥˥
সঙ্গীত	ʃuŋget
সঙ্গে	ʃɔ̃ŋge
সঙ্গে যাওয়া	ʃoŋgeˑ dʒawaˑ
সঙ্গোপন	ʃoŋgɔpun
সঙ্ঘ	ʃoŋˈhuː
সচরাচর	ʃɑtʃɑɾtʃɑɾ
সচিব	ʃotsip
সচেতন	ʃaˈtsetˈan
সচেতন করা	ʃɔtʃe t̪ɔn kɹa
সচেতন থাকা	ʃtɕtɔ t̪ʰaˑ
সচেতন নিয়ন্ত্রণ	ʃatʃe tɑn nian dron
সচেতনতা	ʃɒtʃtɒnˈˈɒtˈa
সচেতনভাবে	ʃɔtɕeˑt̪ɔnbʱaˑbe
সচ্ছলতা	ʃɔtʃlɔda
সজাগ	tʃotʃag
সজাগ করা	ʃɔdʑag kɔra
সজীব ওয়াজেদ	ʃʰdʑib ʔuadʒed
সজ্জিতকরণ	ʃdʑit̪oˑkɾon
সঞ্চয়িতা	ʃɑntʃʰtʃojtʰa
সঞ্চার	ʃɔːntʃaɾ
সঞ্চারিত হওয়া	ʃɔnːtɕaɾɪt̪ɔ ɦauaː
সঞ্চিত	ʃuntʃitɔ
সঞ্চিতা	pont̪sit̪a
সঠিক	ʃɑːt̪iːk
সঠিকতা	ʃɔʈʰiˑkɔt̪aˑ
সঠিকভাবে মূল্যায়ন করা	ʃʰʈiɔtʰbʱaˑbe muɔdʒaion kɹa
সড়ক	ʃɒɾok
সড়কের	sɔɾɔkeɾ
সতত	ʃatɐtɐ
সতর্ক	sɔt̪ɔɾk
সতর্ক করে দেওয়া	sʈoɾˈkɔ kɔɾe d̪ewa
সতর্কতা	ʃɔtʃɔɾkɔta
সতর্কবার্তা	ʃɔt̪ɾɔkʊ̃ʱɐɹkɔˑ
সতর্কভাবে	sɔt̪ɔɹuɛvɛ
সতের	ʃɔtɛlo
সতেরো	ʃɔtɨɾə
সত্তর	ɾʊ̞tːɔz
সত্ত্বা	tʃˈɑtːa
সত্ত্বেও	ʃotːeˈjo
সত্য বলে গ্রহণ করা	ʃt̪bɔleˑ gɾʱon kɹa
সত্যজিত	ʃt̪dʒiˑ
সত্যজিত্‍ রায়	ʃɔtːɔ diːd raːj
সত্যজিৎ রায়	ʃ ot̪ːdʑiˑt̪ːrae̯
সত্যতা	sot̪tat̪a
সত্যতা মেনে নেওয়া	ʃt̪t̪o̞t̪a mænʲeː nɛʋaː
সত্যান্বেষী	ʃut̪t̪anːəɕi
সত্যি	tʃɔtːiː
সত্যি সত্যি	ʃɔt̪t̪iˑ ʃɔt̪t̪ti
সত্যিই	ʃɔt̪t̪i˧˥
সত্যিকার	ʃot̪pikard
সত্যিকারভাবে	ʃt̪t̪ikaˑɾbʱaɔbʱe
সত্যেন্দ্র নাথ বোস	ʃkt̪enð̞ɾon at̪ bs
সত্যেন্দ্রনাথ বসু	st̪ʰnnd̪ːɹo̯nand̪ p useˑ
সদন	ʃadon
সদর দপ্তর	ʃɑɫɯɾɯdɑktʊɾ
সদর্পে	ʃdɹbe
সদস্য	ʃoˈdoʃu
সদস্য হওয়া	tʃi duʃ tʃoː xwa wa
সদস্যদের	sdʒʈzʰtʃɔt̪eɾ
সদস্যরা শৃঙ্গে	ʃɔlɔʃtʃɔɾɑ tsviŋge
সদস্যের	ʃɔdɒːʃeɾ
সদুত্তর	ʃaˑdʊt̪ːdʱɔɾ
সদ্য বিবাহিত	ʃɔd̪ʱːbʱabʱaɦɪd̪
সধবা	ʃɔd̪ʱʰba
সনদ	ʃanˈd
সনদের	ʃɔnɔdeːr
সনির্বন্ধ অনুরোধ	ʃɔniˑɾ bɔnd̪ʱoˑ uɳuːrɔd̪
সনির্বন্ধ আবেদন	ʃɔniɾ bɔnd̪ʱoˑ abe d̪ɔn
সনির্বন্ধ আবেদন করা	ʃɔniɾ bɔnd̪ʱoˑ abed̪ɔn kɹa
সনেট	zˈɔnɪt
সন্তান	ʃɒntɒn
সন্তান উৎপাদন করা	ʃɔ̃nːt̪aːɹn ut̪päˑd̪ɔn kɾa
সন্তুষ্টি	ʃɔnt̪uʃtiˑ
সন্তুষ্টিবোধ	ʃɔntuʃtʰiːbod̪ʱ
সন্তোষজনক	ʂɔntɔɕtɕɟɔnɔk
সন্ত্রস্ত	ʃɔntʁɔstˈo
সন্ত্রাসবাদ	ʃɑːntʃʰæʃbeˈhæd
সন্দিগ্ধ	ʃɔnd̪iɣd̪ʱoˑ
সন্দিহান	sundjːan
সন্দেহ	ʃɔːmdʒeˑɦoˑ
সন্দেহ দেখা যাওয়া	ʃɔnd̪eˑ ɦoˑ d̪ɛkʰaˑ dʒawaː
সন্দেহভাজন	ʃɔnd̪ʱbʱaˑʑɔn̪
সন্দেহাতীত	ʃɔnd̪ʱdʑeɦat̪id̪oˑ
সন্ধান	ʃɔ̃nd̪ʱɐn
সন্ধ্যা	bːɖʱaː
সন্নিবেশিত	s̠nːi̯bes̠it̪ːoˑ
সন্ন্যাসী	sɔːnːaːʃiː
সপরিবার	ʃɔpoɾiˑbaɾ
সপ্তম	ʃɒptˈoˈmˈ
সপ্তাহ	ʃɔptaɦɔ
সপ্তাহ দুয়েক	ʃɔdʑaɦʰo ɖuɛk
সপ্তাহ দুয়েক আগে	ʃɔbʊ̃ɔt̪ɔ ɦd̪ʱiɛʔ egeˑ
সপ্তাহান্ত	ʃɔbʱɔtʰaˑʱantɔ
সপ্রমাণ	sapromane
সফটওয়্যার	zˈɔftwˈir
সফর	sæfɑːr
সফল হওয়া	ʃɒpˈɒlˈ hɒlˈ
সব	ʃɒb
সব কিছু	ʃɑːb kʰiːt̪sʰuː
সব দিক বিবেচনা করে	ʃɔbd̪iˑɔ biˑbeˑ dʒɔnaˑk ɔɹeˑ
সব মিলিয়ে	ʃbʱ niːli
সব সত্ত্বেও	ʃɔb ʃɔtɛu
সবকিছু বিচার করে	ʃb kitɕu bitɕaɾ kɔɹeˑ
সবগুলি	ʃˈabgˈuli
সবগুলো	ʃɒbgʊlo
সবচেয়ে খারাপ	ʃɔb dzʲe kʰara
সবচেয়ে প্রতিকূল	sbtʃe pɾut̪ikul
সবচেয়ে বড়	ʃɔbʱɔtʃeˑ bɹɔ
সবচেয়ে ভালো	ʃɔbʃe bʱɑlu
সবচেয়ে ভয়ানক	ʃɔbtse bʱɑjɑnɔk
সবচেয়ে সঙ্কটজনক	ʃɔbʱtɕiˑɾe ʃɔŋkoʈ dʑɔnok
সবজি	ʃumdʑi
সবটা	ʃabta
সবটা নিয়ে	ʃɔpˈtˈanjˈe
সবসময়	ʃɑpʃomɑj
সবাই	tɛsɔːtˈhˈəˈ
সবার	ʃabɒr
সবার সেরা	ʃˈɔ̃ baɾ ʃˈeɾɑ
সবুজ	ʃtʃˈobˈuːd
সভা	ʃɑbhə
সভাপতি	ʃbʱaˑpɔt̪iˑ
সভায়	ʃbʱai̯
সভ্যতা	ʃɒpuːtˈa
সভ্রান্ত	ʃomɹant̪ɔ
সমকক্ষ	ʃɔmoʔoɾːkʰuː
সমকামিতা	ʃamukamita
সমকামী	ʃomkoːmiː
সমকাল	ʃaːmɔkai
সমকালের	tʃomugali
সমকোণ	ʃˈomˈoːkul
সমঝোতা	ʃˈamˈaːʒutˈa
সমতল	saŋˈgol
সমন্বিত করা	smon nid̪bɔ kɹa
সমন্বয়ক	ʃɑmunnɑjɯk
সমন্বয়হীনতা	ʃɔulnˈoˑɛdʑinɔt̪a
সমবেত	sˈeɪ
সমবেদনা	ʃɔ̃bdʑoˑna
সমব্রেরো	ʃombɾerˈo
সমভূমি	ʃaːmɣliː
সময়	amai
সময় সাপেক্ষ	ʃmo̞ ʃaˑpe
সময়ান্তরে	smajɔnt̪ɔle
সমরখন্দ	ʃmːɔlˑkʰondɔˑ
সমরূপ	ʃomuʁu
সমর্থ	ʃamuɾtʊ
সমর্থক	ʃamɑrtaːk
সমর্থন	ʃɑmɑrtun
সমর্থন করা	ʃɔmɑːɹtʰun kɹa
সমর্থন জানানো	ʃmɾtʰɔn dʑanaˑnɔ
সমর্থনদান	ʃomɒːɾtʰondɑːn
সমর্থনদানকারী	ʃomɔɾtʰundankaɾi
সমর্থনপুষ্ট	ʃɔmaɾt̪ʰɔnpʊstɔ
সমসাময়িক	ʃoˈmuːʃæmɒːjk
সমস্ত	ʃomostʊ
সমস্যা	tʃomuʃsɐ
সমস্যা নেই	ʃɔ̃mʃːaˑne
সমাজ	ʃmatʃ
সমাজচ্যুত	ʃɔmadʒtʃutʰu
সমাজতত্ত্ব	ʃaˑmaːdʒt̪et̪ːo
সমাজতন্ত্র	samadzʲtʃontro
সমাজতন্ত্রী	ʃɔmaːdsʲtʃontʰri
সমাজতাত্ত্বিক	ʃɔmatztatːik
সমাজতান্ত্রিক	ʃɔmaːdʒdɑŋtɾik
সমাজবদ্ধ	ʃmaˑdʑbɔd̪ʱ
সমাজবিজ্ঞান	ʃomadzbɪˈgæn
সমাজবিজ্ঞানী	ʃmadʒigäɳi
সমাজবিরুদ্ধ	ʃmaɾzbiɾuˑd̪ʱoˑ
সমাজবিরোধী	ʃɔmadzbiːɾoˑd̪ʱiˑ
সমাজব্যবস্থা	ʃɔmadʒʰbʱoːdʒtʰaː
সমাজসেবা	ʃamɑtsʃɛba
সমাজে	ʃomadʑiˑ
সমাজের	ʃomɑdʒer
সমাধা করা	ʃɔːmaːd̪ʱa kɾa
সমান	ʃɔmaːn
সমান অনুপাতে	ʃɔmanɔ ɔnuɔpɔt̪e
সমানে চালানো	sɔmaˑneɾ tʃalanuˑ
সমাবেশ	ʃɔmabɛʃ
সমার্থক	ʃamɑɾtʰɔk
সমালোচনা	ʃomɒːlɒtʃɒnɒː
সমালোচনামূলক	ʃɑmælvdʒɑːnæmvolɒː
সমালোচনার মুখে পড়া	ʃdʑoˑɔl̪ɔtʃnaɾ mʊkʰːeˑ pɽaː
সমালোচিত	ʃɔmaˑllɔtʃʰit̪ɔ
সমাহিত করা	ʃmaɦit̪ kɹa
সমিতি	ʃmiti
সমিতিগুলোর	ʃmi̯t̪iguloɾ
সমীকরণ	ʃmiˑkɾɔn
সমীক্ষা	ʃomikːʰa
সমীর	ʃomir
সমীরণ	ʃomjɾɑːn
সমুদ্র	ʃmdʑo
সমুদ্র সৈকত	ʃomuːd bˈɪstˈɑːˈæ
সমুদ্রতীর	simultɾitiʃ
সমুদ্রপৃষ্ঠ	ʃomot̪rpɾiʃtʃɔ
সমূদ্রতট	ʃomud̪ɾt̪aʈ
সম্পদ	ʃɒˈmpoːd
সম্পন্ন	ʃɔ̃pɔnnɔ
সম্পন্ন করা	ʃɔmɔpɔnnːoˑ kɹa
সম্পর্ক	ʃaːmpuɹko
সম্পর্কিত	ʃampoɾkuitə
সম্পর্কে	ʃɔmpɹkiː
সম্পাদক	ʃamˈbɒdap
সম্পাদন	ʃɔːmpad̪on
সম্পূর্ণ	ʃompʊrnɔ
সম্পূর্ণত	ʃɔ̃mpʊrʊ̃nɔtɔ
সম্পূর্ণরূপে	ʃɔ̃mpɔɾnɔɹu̯pe
সম্পূর্ন	ʃɑmpuɾnʊ
সম্প্রচার	ʃɔ̃pɹɔtʃaɾ
সম্প্রচার করা	ʃɔmpɹotɕaɾ kɹa
সম্প্রতি	ʃampˈɾˈotˈi
সম্প্রদায়	sãnprodaːj
সম্প্রদায়ভূক্ত	ʃɔ̃mpɹdaːibuktʰɔ
সম্প্রসারণ	ʃmpɾoʃaɾon
সম্প্রীতি	ʃɔːmˈpɹiti
সম্বন্ধযুক্ত	ʃmbɔnd̪ʱdʑukt̪oˑ
সম্বন্ধে	ʃɔmbɔndʱe
সম্বোধন	ʃɔ̃bˈodʁɔnˈ
সম্বোধন করা	ʃombd̪ʱʱn kɹa
সম্ভব	ʃɑmbʱɑb
সম্ভবত	ʃɔmbʱɔbɔt̪
সম্ভবপর	ʃamdrapbɑl
সম্ভবাতীত	ʃɔmbʱbʱat̪id̪
সম্ভাবনা	ʃnbʱbʱoˑnaː
সম্ভাবনাময়	sbʱabnaˑmaˑe̯
সম্ভাবনাময়	ʃbʱaˑbɔnaˑmaˑe̯
সম্ভাবনীয়	ʃambʱadːoniːɔ
সম্ভাবিত	smbʱabid̪
সম্ভাব্য	ʃɑmbabʱo
সম্ভ্রম	ʃɑmbɾum
সম্ভ্রমশীল	ʃmbʃɔːn˧
সম্ভ্রমশীলা	siombromeʃla
সম্ভ্রমহানি	ʃambromhaniː
সম্ভ্রান্ত	ʃɔ̃bʱɹant̪oˑ
সম্ভ্রান্ততন্ত্র	ʃmbːɹantːot̪ɔt̪ːnːt̪ːro
সম্মত	ʃomˈˈmˈotˈo
সম্মত হওয়া	ʃɑm maːtɯ̞ɫ hɑwɑ
সম্মতা	ʃɑmmata
সম্মতি	ʃɔːmːt̪iˑ
সম্মতিসূচক	ʃmːt̪iˑʃuð̞ʱɔdʑɔ
সম্মান	ʃomˈman
সম্মানিত	ʃɔnmonit̪oˑ
সম্মিলিত	ʃɔˑmːɔ̃ːimːlːɪt̪oˑ
সম্মুখ	ʃamˈmug
সম্মুখগতি	ʃɔ̃mːuˑkʰgɔt̪iˑ
সম্মুখগমন	ʃmːuːkgɔmun
সম্মুখগামী	samɢamig
সম্মুখনীতি	ʃɔmmukːʰːiti
সম্মুখবর্তিনী	ʃɔmːɔkʰvortini
সম্মুখবর্তী	ʃamːuːkʰbːoɾˈtiː
সম্মুখযুদ্ধ	ʃɔ̃mːuːkʰːdʒʊdːʱːo
সম্মুখসংগ্রাম	smmukʃɑŋgɾam
সম্মুখস্থ	ʃɔmmːuːkʰɒstʃɔ
সম্মুখীন	saːmːuːkːiːn
সম্মুখে	ʃɔmːɔke
সম্মেলন	ʃˈomˈmeˈlõˑŋ
সম্মোহন	ʃmmoɦn
সময়	ʃomoi
সময় লাগা	ʃumˈɔ̃i lˈagːa
সময়সীমা	ʃamɔjʃimɛ
সর	ʃɑːr
সরকার	ʃˈɑɹkɑɹ
সরকারি	ʃɹkaɾiˑ
সরকারের	saˈɾkeɾeɾ
সরঞ্জাম	saˈɾɯnˈdʒam
সরণ্যু	soˑroˑoˑiˑn˦noˑ
সরব	ʃɑːrɑb
সরবরাহ	ɾbɔɾaˑɦ
সরল	ʃaːɾoʁl
সরলতা	ʃɾˈlota
সরলবর্গীয়	ʃɾolbuɾɣio
সরলরেখা	ʃɾoːlɾɪkˈhɑ
সরলীকরণ	ʃɹd̪iˑkɾon
সরস	ʃɑɾʃ
সরস্বতী	ʃɔɾɔsʃuɔpi
সরাসরি	ʃɑːrɑːʃoɾiː
সরিষা	ʃo˥˩li˥˩ʂa˥˥
সরিয়ে নেওয়া	ʃoːɾie neːwa
সরীসৃপ	ʃoriːsˈɾiːb
সরীসৃপজাতীয়	ʃorisriːbdʒatio
সরীসৃপজাতীয় প্রাণী	ʃoˑɾiˑ s̠ɾiˑpː dʒaːtoˑ pɾaniˑ
সরু	ʃʰo̞ɾuː
সরে যাওয়া	ʃɾe dʒawaː
সরোবর	ʃɹbɔɹ
সর্পিল	ʃoːrpɪl
সর্বগ্রাসী	ʃɔɹbgɹaˑʃiˑ
সর্বজনস্বীকৃত	ʃɔˑɾbdʑɔnʃikːɾit̪oˑ
সর্বজনীন	ʃɹbzʒənːiˑn
সর্বনাম	ʃɑːɾbɔnæm
সর্বনিম্ন	ʃɹbɔniˑɴoˑ
সর্বভূক	sɾobbʱu
সর্বশ্রেষ্ঠ	ʃæɾboˈsɾeʃtʰoː
সর্বসম্মতিক্রমে	ʃɔˑɹbʃɔmːt̪iˑɔkɾːmeː
সর্বসাকুল্যে	ʃɹbʱoˑʃakulɛ
সর্বস্ব	ʃɑːrbaʃe
সর্বস্বত্ব	ʃɾbʃɔtːv
সর্বাংশে	ʃarbanˈgˈʃˈe
সর্বাধিক	ʃɹbaːd̪ʱiˑɔ
সর্বাবস্থায়	ʃɑːrbbzˈtʰeʔ
সর্বোচ্চ	ʃɔ̙ɾbɔtʃːo
সর্বোত্তম	ʃɾbʊt̪ːtʊŋ
সর্বোৎকৃষ্ট	ʃɔːɾbʊdkɾɪʃto
সশস্ত্র	sɔːfɑːstɾu
সসেজ	sɔsˈɛz
সস্তা	ʃɔsta
সহ	ʃu˨˩˦
সহকারী	ʃoːkəɾiː
সহগামী	ʃovʊgɐmi
সহগামী হওয়া	ʃɔɦʊɣ ɑmiːxɔwa
সহচর	ʃɔˑht̪t̪ʃɔˑr
সহচর হওয়া	ʃɦdʒɑːr auaː
সহজ	ʃɔɦɔdʒ
সহজগম্য	ʃɦdʑgʱoʔ
সহজদাহ্য	ʃahosdantʃʰo
সহজসাধ্য	ʃɔodʑʰaʃadɹo
সহজাত	ʃɑhɑdʒardʒiː
সহজেই	ʃɦodʒɛj
সহনশীল	ʃɔ̃hɔ̃nʃiˑl
সহমর্মী	ʃɦmɔːlmiː
সহযোগিতা	ʃɦdʑogit̪aˑ
সহযোগিতার	sɔɦdʑobit̪aɹ
সহযোগী	sɔndʑ
সহর	ʃɔɦɔɾ
সহস্র প্রশংসার মাঝেও	ʃɔɦstɹo pɾosomɔʃaɾ madʱeoˑ
সহস্রাব্দ	ʃɔɦusrɑːbdɔ
সহানাভূতি	ʃɦaːnubʰuːtiː
সহায়িকা	sˈoɦaika
সহায়	ʃoai
সহায়ক	ʃɑhɑjɑk
সহায়তা	ʃohajɔta
সহায়তা করা	ʃɔɦa jɔtɑ kɔra
সহায়তাকারী	ʃɔɣajɔtɑtɑɾi
সহিংস	sɔhɪŋsʊ
সহিংস অভিযান	ʃɔʰiŋʃɔ ɔd̪ʱidʑan
সহিংসতা	ʃaːɦnʃaːt̪aː
সহিংসতায়	saːhiŋsatːai̯
সহোদর	ʃɔɦɔdɑːr
সহ্য	ʃɔdʒɔ
সা	ʂa
সাঁকো	ʃanko
সাঁজোয়া জাহাজ	nˈoʊ ˈaɪ hˈæv ˈeɪ ˈsɪŋgəl mˈætɹəs ˈænd mˈaɪ ˈɔfɪs flɔː
সাঁতার	ʃatˈaɾ
সাংকেতিক	ʃaːnkeːtiːk
সাংগঠনিক	ʃaŋgoːtʰoːniːk
সাংঘাতিক	ʃəŋgʱaɾt̪ɪkʰ
সাংবাদিক	ʃaːŋbäːt̪iː
সাংবিধানিক	ʃɔ̃ᵊɓʱɪd̪ʱäːnɛːkʰ
সাংস্কৃতিক	ʃaːŋglsɛʁtʰiɛ
সাইকেল	sa˨˩ɛː˩˦
সাইফুল	sifun
সাকিব	sakˈb
সাকিব আল হাসান	ʃɑːkɪl bəl ɦɑsɑn
সাকে	sake
সাক্ষাতের স্থানকাল ধার্য করা	ʃakːʰaˑ peɹ st̪ʰaɔn̪kal̪ d̪ʱaˑɹiˑdʑoˑ kɹa
সাক্ষাৎ	ʃɑkːɑt
সাক্ষাৎ-সূচি	ʃakːatʃutsi
সাক্ষাৎকার	ʃæqχætkɑːr
সাক্ষাৎকার দেওয়া	ɕkʰäːtːkɑːɾ ɖeʋäː
সাক্ষাৎকার নেওয়া	ɕkʰt̪kɑːr w̜a
সাক্ষী	ʃakːʃi
সাক্ষ্য	ʃakːu
সাক্ষ্য দেওয়া	ʃakʃo˥˩dewa˥˩
সাক্ষ্য বহন করা	ʃakʃuˑ bɦn kɹa
সাগর	ʃɐgˈɔɾə
সাগর কন্যা	ʃaˑbɔɾ pnʲe
সাগরকূল	ʃɔːgɔːɹkˈuːl
সাজানোর ধরন	ʃaˑdʑaˑn oˑɹ d̪ʱɔɹon
সাজানোর ব্যবস্থা	ʃaːdʒaːnor obiˑ oboˑ st̪ʰaˑ
সাজানোর রীতি	ʃaˑdʒaˑnor ɹiˑt̪iˑ
সাজিয়ে রাখা	ʃadʒieːraːkʰa
সাজুক	ʃadʒuk
সাত	ʃaːp
সাত গম্বুজ মসজিদ	ʃɑtgɔmbuz mʉzdʒid
সাতই	ʃatˈoɪ
সাতকরা	satkɔra
সাতকাহন	ʃˈakgˈˈaɾˈon
সাতক্ষিরা	sot̪akʰiːɾa
সাতচল্লিশ	satːʃulɪs
সাতসতেরো	ʃaːt̪ʃɔt̪eɾa
সাতসমুদ্র	ʃatʃˈudˈru
সাতাশ	ʃataːs
সাতাশে	ʃaːt̪aːʃe
সাথে	ʃaːt̪ʰe
সাদা	tʃada
সাদা-কালো	tʃaːdakalo
সাদাচামড়া	ʃaːdätʃäːmːɽäː
সাদাটে	ʃadʒaˑʈe
সাদামাটা	ʃadmatˈa
সাদামাঠা	ʃadamatʰa
সাদাসাপটা	ʃadɑːʃapka
