a-má	a.ˈma
tuam	ˈtu.ãʊ̃
tuas	ˈtu.əs
tuataras	tu.a.ˈta.ɾəs
tuba	ˈtu.bə
tubagem	tu.ˈba.gẽỹ
tubarina	tu.ba.ˈɾĩ.nə
tubarão	tu.ba.ˈɾãʊ̃
tubarões	tu.ba.ˈɾõỹs
tubas	ˈtu.bəs
tubaína	tu.ba.ˈĩ.nə
tubeira	tu.ˈbey.ɾə
tuberaria	tu.be.ɾa.ˈɾi.ə
tuberculina	tu.bex.ku.ˈli.nə
tuberculosa	tu.bex.ku.ˈlɔ.zə
tuberculose	tu.bex.ku.ˈlɔ.zɪ
tuberculoso	tu.bex.ku.ˈlo.zʊ
tuberculosos	tu.bex.ku.ˈlo.zʊs
tuberosa	tu.be.ˈɾɔ.zə
tuberosas	tu.be.ˈɾɔ.zəs
tuberosidade	tu.be.ɾo.zi.ˈda.dʒɪ
tubetes	tu.ˈbɛ.tʃɪs
tubiacanga	tu.bi.ə.ˈkã.gə
tubinga	tu.ˈbĩ.gə
tubo	ˈtu.bʊ
tubos	ˈtu.bʊs
tubular	tu.bu.ˈlax
tubulares	tu.bu.ˈla.ɾɪs
tubulação	tu.bu.la.ˈsãʊ̃
tubulações	tu.bu.la.ˈsõỹs
tubulina	tu.bu.ˈli.nə
tubulinas	tu.bu.ˈlĩ.nəs
tubulosa	tu.bu.ˈlɔ.zə
tubulosas	tu.bu.ˈlɔ.zəs
tubérculo	tu.ˈbɛx.ku.lʊ
tubérculos	tu.ˈbɛx.ku.lʊs
tuca	ˈtu.kə
tucana	tu.ˈkã.nə
tucanos	tu.ˈkã.nʊs
tucapel	tu.ka.ˈpɛw
tuchos	ˈtu.ʃʊs
tuco	ˈtu.kʊ
tucujus	tu.ku.ˈʒus
tucumanduba	tu.ku.mã.ˈdu.bə
tucunaré	tu.ku.na.ˈɾɛ
tucunarés	tu.ku.na.ˈɾɛs
tucunduba	tu.kũ.ˈdu.bə
tucunduva	tu.kũ.ˈdu.və
tucuruí	tu.ku.ɾu.ˈi
tuda	ˈtu.də
tudela	tu.ˈdɛ.lə
tudinha	tu.ˈdʒĩ.ɲə
tudo	ˈtu.dʊ
tudor	tu.ˈdox
tudos	ˈtu.dʊs
tuela	tu.ˈɛ.lə
tuenti	tu.ẽ.ˈtʃi
tuero	tu.ˈẽ.ɾʊ
tuerto	tu.ˈɛx.tʊ
tues	ˈtu.ɪs
tufa	ˈtu.fə
tufi	tu.ˈfi
tufos	ˈtu.fʊs
tufão	tu.ˈfãʊ̃
tufões	tu.ˈfõỹs
tuga	ˈtu.gə
tugela	tu.ˈʒe.lə
tuglas	ˈtu.gləs
tuia	ˈtuy.ə
tuias	ˈtuy.əs
tuilagi	tuy.la.ˈʒi
tuira	ˈtuy.ɾə
tuiu	ˈtʊyʊ
tuiuiús	tuyuy.ˈũs
tujuguaba	tu.ʒu.ˈgwa.bə
tula	ˈtu.lə
tulancingo	tu.lã.ˈsĩ.gʊ
tularosa	tu.la.ˈɾɔ.zə
tulasne	tu.ˈlaz.nɪ
tulcea	tuw.ˈsɪ.ə
tulha	ˈtu.ʎə
tulhas	ˈtu.ʎəs
tulherias	tu.ʎi.ˈɾi.əs
tulipa	tu.ˈli.pə
tulipas	tu.ˈli.pəs
tulipe	tu.ˈli.pɪ
tulo	ˈtu.lʊ
tulou	tu.ˈlow
tulsidas	tuw.ˈsi.dəs
tulúnidas	tu.ˈlũ.ni.dəs
tumefação	tu.me.fa.ˈsãʊ̃
tumida	tu.ˈmi.də
tumiritinga	tu.mi.ɾi.ˈtʃĩ.gə
tumor	tu.ˈmox
tumores	tu.ˈmo.ɾɪs
tumular	tu.mu.ˈlax
tumulares	tu.mu.ˈla.ɾɪs
tumulo	tu.ˈmu.lʊ
tumultos	tu.ˈmuw.tʊs
tumultuada	tu.muw.tu.ˈa.də
tumultuadas	tu.muw.tu.ˈa.dəs
tumultuado	tu.muw.tu.ˈa.dʊ
tumultuados	tu.muw.tu.ˈa.dʊs
tumultuar	tu.muw.tu.ˈax
tumultuosa	tu.muw.tu.ˈɔ.zə
tumultuosas	tu.muw.tu.ˈɔ.zəs
tumultuoso	tu.muw.tu.ˈɔ.zʊ
tumultuosos	tu.muw.tu.ˈõ.zʊs
tunados	tu.ˈna.dʊs
tunas	ˈtũ.nəs
tundras	ˈtũ.dɾəs
tuneiras	tu.ˈney.ɾəs
tunelamento	tu.ne.la.ˈmẽ.tʊ
tunelão	tu.ne.ˈlãʊ̃
tuneza	tu.ˈne.zə
tunga	ˈtũ.gə
tungros	ˈtũ.gɾʊs
tungstatos	tũgs.ˈta.tʊs
tungúsicas	tũ.ˈgu.zi.kəs
tunica	tu.ˈni.kə
tunicados	tu.ni.ˈka.dʊs
tunisiana	tu.ni.zi.ˈã.nə
tunisianos	tu.ni.zi.ˈã.nʊs
tunisina	tu.ni.ˈzi.nə
tunisinas	tu.ni.ˈzĩ.nəs
tunisinos	tu.ni.ˈzĩ.nʊs
tunja	ˈtũ.ʒə
tunos	ˈtũ.nʊs
tunídeos	tu.ˈni.di.ʊs
tupaciguara	tu.pa.si.ˈgwa.ɾə
tupaia	tu.ˈpay.ə
tupamaros	tu.pa.ˈma.ɾʊs
tupanatinga	tu.pa.na.ˈtʃĩ.gə
tupanciretã	tu.pã.si.ɾe.ˈtã
tupelo	tu.ˈpɛ.lʊ
tupim	tu.ˈpĩ
tupinambarana	tu.pi.nã.ba.ˈɾã.nə
tupinambás	tu.pi.nã.ˈbas
tupinólogo	tu.pi.ˈnɔ.lo.gʊ
tupla	ˈtu.plə
tuplas	ˈtu.pləs
tupou	tu.ˈpow
tupá	tu.ˈpa
tupãzinho	tu.ˈpã.zĩ.ɲʊ
turaga	tu.ˈɾa.gə
turbelários	tuɣ.be.ˈla.ɾi.ʊs
turbiditos	tuɣ.bi.ˈdʒi.tʊs
turbigo	tuɣ.ˈbi.gʊ
turbilhonamento	tuɣ.bi.ʎɔ.na.ˈmẽ.tʊ
turbilhonamentos	tuɣ.bi.ʎɔ.na.ˈmẽ.tʊs
turbilhão	tuɣ.bi.ˈʎãʊ̃
turbilhões	tuɣ.bi.ˈʎõỹs
turbinada	tuɣ.bi.ˈna.də
turbinado	tuɣ.bi.ˈna.dʊ
turbinas	tuɣ.ˈbĩ.nəs
turboalimentado	tuɣ.bo.a.li.mẽ.ˈta.dʊ
turbocompressor	tuɣ.bo.kõ.pɾe.ˈsox
turbojatos	tuɣ.bo.ˈʒa.tʊs
turbomeca	tuɣ.bu.ˈme.kə
turbonegro	tuɣ.bo.ˈnẽ.gɾʊ
turbos	ˈtuɣ.bʊs
turboélices	tuɣ.bo.ˈɛ.li.sɪs
turbulenta	tuɣ.bu.ˈlẽ.tə
turbulentas	tuɣ.bu.ˈlẽ.təs
turbulento	tuɣ.bu.ˈlẽ.tʊ
turbulentos	tuɣ.bu.ˈlẽ.tʊs
turbulência	tuɣ.bu.ˈlẽ.si.ə
turbulências	tuɣ.bu.ˈlẽ.si.əs
turcas	ˈtux.kəs
turcios	tux.ˈsi.ʊs
turco-cipriotas	tux.ko.si.pɾi.ˈɔ.təs
turcomanas	tux.ko.ˈmã.nəs
turcomanos	tux.ko.ˈmã.nʊs
turcomenas	tux.ko.ˈmẽ.nəs
turcomenistão	tux.ko.me.nis.ˈtãʊ̃
turcomenos	tux.ko.ˈmẽ.nʊs
turcos	ˈtux.kʊs
turcão	tux.ˈkãʊ̃
turdetanos	tuɣ.de.ˈtã.nʊs
turfa	ˈtux.fə
turfas	ˈtux.fəs
turfeiras	tux.ˈfey.ɾəs
turfística	tux.ˈfiʃ.tʃi.kə
turfísticas	tux.ˈfiʃ.tʃi.kəs
turgescência	tuɣ.ʒe.ˈsẽ.si.ə
turia	tu.ˈɾi.ə
turiferário	tu.ɾi.fe.ˈɾa.ɾi.ʊ
turing-completas	tu.ɾĩg.kõ.ˈple.təs
turisas	tu.ˈɾi.zəs
turismo	tu.ˈɾiz.mʊ
turismos	tu.ˈɾiz.mʊs
turistas	tu.ˈɾis.təs
turistica	tu.ɾiʃ.ˈtʃi.kə
turisticas	tu.ɾiʃ.ˈtʃi.kəs
turistico	tu.ɾiʃ.ˈtʃi.kʊ
turisticos	tu.ɾiʃ.ˈtʃi.kʊs
turmalinas	tuɣ.ma.ˈlĩ.nəs
turmas	ˈtuɣ.məs
turminha	tuɣ.ˈmĩ.ɲə
turneria	tuɣ.ne.ˈɾi.ə
turnieju	tuɣ.ni.e.ˈʒu
turnos	ˈtuɣ.nʊs
turnê	tuɣ.ˈne
turnês	tuɣ.ˈnes
turquemenistão	tux.ki.me.nis.ˈtãʊ̃
turquesa	tux.ˈkɛ.zə
turquesas	tux.ˈkɛ.zəs
turquestão	tux.kes.ˈtãʊ̃
turquistão	tux.kis.ˈtãʊ̃
turra	ˈtu.xə
turras	ˈtu.xəs
turricula	tu.xi.ˈku.lə
turturro	tux.ˈtu.xʊ
turunas	tu.ˈɾũ.nəs
turva	ˈtuɣ.və
turvas	ˈtuɣ.vəs
turvação	tuɣ.va.ˈsãʊ̃
turvos	ˈtuɣ.vʊs
turíbulo	tu.ˈɾi.bu.lʊ
turíbulos	tu.ˈɾi.bu.lʊs
turíngios	tu.ˈɾĩ.ʒi.ʊs
turístas	tu.ˈɾis.təs
turística	tu.ˈɾiʃ.tʃi.kə
turísticas	tu.ˈɾiʃ.tʃi.kəs
turístico	tu.ˈɾiʃ.tʃi.kʊ
turísticos	tu.ˈɾiʃ.tʃi.kʊs
tuscaloosa	tus.ka.lɔ.ˈɔ.zə
tuscania	tus.ka.ˈni.ə
tuscarora	tus.ka.ˈɾo.ɾə
tuscia	tu.ˈsi.ə
tuscolana	tus.ko.ˈlã.nə
tuscumbia	tus.kũ.ˈbi.ə
tutelada	tu.te.ˈla.də
tutelado	tu.te.ˈla.dʊ
tutelados	tu.te.ˈla.dʊs
tutelagem	tu.te.ˈla.gẽỹ
tutelam	tu.ˈtʃe.lãʊ̃
tutelando	tu.te.ˈlã.dʊ
tutelar	tu.te.ˈlax
tutelares	tu.te.ˈla.ɾɪs
tutelava	tu.te.ˈla.və
tutelou	tu.te.ˈlow
tutinha	tu.ˈtʃĩ.ɲə
tutmonda	tutʃ.ˈmõ.də
tutor	tu.ˈtox
tutorado	tu.to.ˈɾa.dʊ
tutores	tu.ˈto.ɾɪs
tutoria	tu.to.ˈɾi.ə
tutorial	tu.to.ɾi.ˈaw
tutorias	tu.to.ˈɾi.əs
tutubarão	tu.tu.ba.ˈɾãʊ̃
tutuca	tu.ˈtu.kə
tutuila	tu.ˈtuy.lə
tutóia	tu.ˈtɔy.ə
tuva	ˈtu.və
tuvaluana	tu.va.lu.ˈã.nə
tuvaluano	tu.va.lu.ˈã.nʊ
tuvano	tu.ˈvã.nʊ
tuvia	tu.ˈvi.ə
tuvo	ˈtu.vʊ
tuxaua	tu.ˈʃaw.ə
tuxedo	tu.ˈkse.dʊ
tuxtlas	ˈtuks.tləs
tuz	ˈtʊs
tuzi	tu.ˈzi
tuzla	ˈtuz.lə
tá	ˈta
tábara	ˈta.ba.ɾə
tábua	ˈta.bu.ə
tábuas	ˈta.bu.əs
tábula	ˈta.bu.lə
tábulas	ˈta.bu.ləs
táchira	ˈta.ʃi.ɾə
tácio	ˈta.si.ʊ
tálamo	ˈta.la.mʊ
tálassa	ˈta.la.sə
táleres	ˈta.le.ɾɪs
tália	ˈta.li.ə
táliga	ˈta.li.gə
tálio	ˈta.li.ʊ
tálus	ˈta.lʊs
tápias	ˈta.pi.əs
tárique	ˈta.ɾi.kɪ
tárrega	ˈta.xe.gə
társios	ˈtax.si.ʊs
tártara	ˈtax.ta.ɾə
tártaras	ˈtax.ta.ɾəs
tártaro	ˈtax.ta.ɾʊ
tártaros	ˈtax.ta.ɾʊs
tássia	ˈta.si.ə
tática	ˈta.tʃi.kə
táticas	ˈta.tʃi.kəs
tático	ˈta.tʃi.kʊ
táticos	ˈta.tʃi.kʊs
táurida	ˈtaw.ɾi.də
távora	ˈta.vo.ɾə
távoras	ˈta.vo.ɾəs
táxi	ˈta.ksɪ
táxones	ˈta.so.nɪs
tâmaras	ˈtã.ma.ɾəs
tâmega	ˈtã.me.gə
tâmias	ˈtã.mi.əs
tânagra	ˈtã.na.gɾə
tânatos	ˈtã.na.tʊs
tânger-tetuão	ˈtã.ʒex.te.tu.ãʊ̃
tânia	ˈtã.ni.ə
tânis	ˈtã.nɪs
tântalo	ˈtã.ta.lʊ
tântrica	ˈtã.tɾi.kə
tântricas	ˈtã.tɾi.kəs
tântrico	ˈtã.tɾi.kʊ
tântricos	ˈtã.tɾi.kʊs
târnava	ˈtãɣ.na.və
tão	ˈtãʊ̃
tão-só	ˈtãʊ̃.zɪ
télefo	ˈtɛ.le.fʊ
tépidos	ˈtɛ.pi.dʊs
tê	ˈte
tê-la	ˈte.lə
tê-las	ˈte.ləs
tê-lo	ˈte.lʊ
tê-los	ˈte.lʊs
têem	ˈte.ẽỹ
têm	ˈtẽỹ
têmis	ˈte.mɪs
têmpera	ˈtẽ.pe.ɾə
têmperas	ˈtẽ.pe.ɾəs
têmpora	ˈtẽ.po.ɾə
têmporas	ˈtẽ.po.ɾəs
tênia	ˈtẽ.ni.ə
tênias	ˈtẽ.ni.əs
tênis	ˈte.nɪs
tênsil	ˈtẽ.sɪw
tênues	ˈtẽ.nu.ɪs
têr	ˈtex
têrmo	ˈteɣ.mʊ
tês	ˈtes
têxteis	ˈtẽks.tʃɪɪs
têxtil	ˈtẽks.tʃɪw
tíbia	ˈti.bi.ə
tíbias	ˈti.bi.əs
tício	ˈti.si.ʊ
tília	ˈti.li.ə
tílias	ˈti.li.əs
tímida	ˈtĩ.mi.də
tímidas	ˈtĩ.mi.dəs
tímido	ˈtĩ.mi.dʊ
tímidos	ˈtĩ.mi.dʊs
tímpano	ˈtʃĩ.pa.nʊ
tímpanos	ˈtʃĩ.pa.nʊs
tíndaro	ˈtʃĩ.da.ɾʊ
tínhamos	ˈtʃĩ.ɲa.mʊs
típica	ˈti.pi.kə
típicamente	ˈti.pi.kə.mẽ.tʃɪ
típicas	ˈti.pi.kəs
típico	ˈti.pi.kʊ
típicos	ˈti.pi.kʊs
tíquetes	ˈti.ke.tʃɪs
tír	ˈtix
tíria	ˈti.ɾi.ə
tísica	ˈti.zi.kə
títeres	ˈti.te.ɾɪs
títular	ˈti.tu.ləx
título	ˈtʃi.tu.lʊ
títulos	ˈtʃi.tu.lʊs
tó	ˈtɔ
tócos	ˈtɔ.kʊs
tópica	ˈtɔ.pi.kə
tópicas	ˈtɔ.pi.kəs
tópico	ˈtɔ.pi.kʊ
tópicos	ˈtɔ.pi.kʊs
tóquio	ˈtɔ.ki.ʊ
tórax	ˈtɔ.ɾəks
tório	ˈtɔ.ɾi.ʊ
tórrido	ˈtɔ.xi.dʊ
tórus	ˈtɔ.ɾʊs
tóxica	ˈtɔ.si.kə
tóxicas	ˈtɔ.si.kəs
tóxico	ˈtɔ.si.kʊ
tóxicos	ˈtɔ.si.kʊs
tô	ˈto
tôdas	ˈtõ.dəs
tômbolo	ˈtõ.bo.lʊ
tônia	ˈtõ.ni.ə
tônica	ˈtõ.ni.kə
tônicas	ˈtõ.ni.kəs
tônico	ˈtõ.ni.kʊ
tônicos	ˈtõ.ni.kʊs
tôrres	ˈtõ.xɪs
túbulo	ˈtu.bu.lʊ
túbulos	ˈtu.bu.lʊs
túlia	ˈtu.li.ə
túlio	ˈtu.li.ʊ
túmulo	ˈtũ.mu.lʊ
túmulos	ˈtũ.mu.lʊs
túneis	ˈtũ.neys
túnel	ˈtũ.new
túnica	ˈtũ.ni.kə
túnicas	ˈtũ.ni.kəs
túnis	ˈtũ.nɪs
túrdulos	ˈtuɣ.du.lʊs
túria	ˈtu.ɾi.ə
túrin	ˈtu.ɾĩ
túrios	ˈtu.ɾi.ʊs
túrquica	ˈtux.ki.kə
túrquicas	ˈtux.ki.kəs
túrquico	ˈtux.ki.kʊ
túrquicos	ˈtux.ki.kʊs
túsculo	ˈtus.ku.lʊ
tútsis	ˈtutʃ.sɪs
uachtaráin	u.əʃ.ta.ˈɾaĩ
uadi	ũ.ə.ˈdʒi
uafa	ũ.ˈa.fə
uagadugu	u.ə.ga.du.ˈgu
uai	u.ˈay
ual	u.ˈaw
uale	ũ.ˈa.lɪ
uam	ˈũ.ãʊ̃
uaninauei	u.a.ni.naw.ˈey
uanl	u.ˈãw
uapiti	u.ə.pi.ˈtʃi
uarini	u.a.ɾi.ˈni
uas	ˈũ.as
uatu	ũ.ə.ˈtu
uatumã	u.ə.tu.ˈmã
uau	u.ˈaw
uaupés	u.əw.ˈpɛs
uauá	ũ.əw.ˈa
uavs	ˈũ.avs
uaz	ũ.ˈas
ubiquitinação	u.bi.ki.tʃi.na.ˈsãʊ̃
ubíquo	u.ˈbi.kwʊ
uca	ˈũ.kə
ucam	ˈu.kãʊ̃
ucanha	u.ˈkã.ɲə
ucar	u.ˈkax
uce	ˈũ.sɪ
uceda	u.ˈse.də
uces	ˈũ.sɪs
ucha	ˈũ.ʃə
uchida	u.ˈʃi.də
uchimura	u.ʃi.ˈmu.ɾə
uchoa	ũ.ˈʃo.ə
uchôa	u.ˈʃo.ə
uci	u.ˈsi
ucla	ˈu.klə
ucpel	ũk.ˈpɛw
ucr	ˈʊkɾ
ucrania	u.kɾa.ˈni.ə
ucraniana	u.kɾa.ni.ˈã.nə
ucranianas	u.kɾa.ni.ˈã.nəs
ucranianos	u.kɾa.ni.ˈã.nʊs
ucria	u.ˈkɾi.ə
ucrânia	u.ˈkɾã.ni.ə
ucsal	ũk.ˈsaw
uda	ˈũ.də
udaltsova	u.dʒawtʃ.ˈsɔ.və
ude	ˈũ.dʒɪ
udea	ũ.ˈdɪ.ə
udem	ˈu.dẽỹ
uden	u.ˈdẽỹ
udenista	u.de.ˈnis.tə
udenistas	u.de.ˈnis.təs
uder	u.ˈdex
uderzo	u.ˈdɛɣ.zʊ
udi	u.ˈdʒi
udine	u.ˈdʒĩ.nɪ
udinese	u.dʒi.ˈne.zɪ
udmurte	udʒ.ˈmux.tʃɪ
udmurtes	udʒ.ˈmux.tʃɪs
udmúrtia	udʒ.ˈmux.tʃi.ə
udn	ˈʊdn
udo	ˈũ.dʊ
udp-glicose	udp.gli.ˈkɔ.zɪ
udr	ˈʊdɾ
udu	u.ˈdu
uece	ũ.ˈɛ.sɪ
ueda	ũ.ˈɛ.də
uefa	ũ.ˈɛ.fə
uefi	ũ.ɛ.ˈfi
uem	ˈũ.ẽỹ
uema	ũ.ˈɛ.mə
uemura	u.e.ˈmu.ɾə
ueno	ũ.ˈẽ.nʊ
uepa	ũ.ˈɛ.pə
ues	ˈũ.ɪs
uesa	ũ.ˈɛ.zə
uespi	u.ɛs.ˈpi
ueta	ũ.ˈɛ.tə
ufa	ˈũ.fə
ufam	ˈu.fãʊ̃
ufanismo	u.fa.ˈniz.mʊ
ufanista	u.fa.ˈnis.tə
ufcspa	ˈũfks.pə
ufersa	u.ˈfɛx.sə
ufla	ˈu.flə
ufo	ˈũ.fʊ
ufológica	u.fo.ˈlɔ.ʒi.kə
ufológico	u.fo.ˈlɔ.ʒi.kʊ
ufopa	u.ˈfɔ.pə
ufos	ˈũ.fʊs
ufpa	ˈuf.pə
ufscar	ufs.ˈkax
ufólogo	u.ˈfɔ.lo.gʊ
ufólogos	u.ˈfɔ.lo.gʊs
uga	ˈũ.gə
uga-uga	u.ga.ˈũ.gə
uganda	u.ˈgã.də
ugandense	u.gã.ˈdẽ.sɪ
ugandenses	u.gã.ˈdẽ.sɪs
ugandês	u.gã.ˈdes
ugarte	u.ˈgax.tʃɪ
ugartechea	u.gax.tɛ.ˈʃɪ.ə
ugarítica	u.ga.ˈɾi.tʃi.kə
ugarítico	u.ga.ˈɾi.tʃi.kʊ
ugento	u.ˈgẽ.tʊ
uges	ˈũ.ʒɪs
ugo	ˈũ.gʊ
ugolino	u.go.ˈlĩ.nʊ
ugulim	u.gu.ˈlĩ
uidemar	uy.de.ˈmax
uidá	ũy.ˈda
uigur	ũy.ˈgux
uigures	uy.ˈgu.ɾɪs
uinta	ũ.ˈĩ.tə
uiramutã	uy.ɾa.mu.ˈtã
uiraúna	uy.ɾa.ˈũ.nə
uirá	ũy.ˈɾa
uivadores	uy.va.ˈdo.ɾɪs
uivam	ˈuy.vãʊ̃
uivando	uy.ˈvã.dʊ
uivar	ũy.ˈvax
uivo	ˈuy.vʊ
uivos	ˈuy.vʊs
uji	u.ˈʒi
ujr	ˈʊʒx
ula	ˈũ.lə
ulala	u.ˈla.lə
ulam	ˈu.lãʊ̃
ulanos	u.ˈlã.nʊs
ulas	ˈũ.ləs
ulbra	ˈũw.bɾə
ulcerativa	uw.se.ɾa.ˈtʃi.və
ulcerativas	uw.se.ɾa.ˈtʃi.vəs
ulceração	uw.se.ɾa.ˈsãʊ̃
ulcerações	uw.se.ɾa.ˈsõỹs
ulcerosa	uw.se.ˈɾɔ.zə
ulderico	uw.de.ˈɾi.kʊ
uldin	ũw.ˈdʒĩ
ulds	ˈʊwds
ule	ˈũ.lɪ
ulei	ũ.ˈley
ulemás	u.le.ˈmas
ulfilas	uw.ˈfi.ləs
ulhoa	ũ.ˈʎo.ə
uliginosa	u.li.ʒi.ˈnɔ.zə
ulmanis	uw.ma.ˈnis
ulme	ˈuw.mɪ
ulmeiro	uw.ˈmey.ɾʊ
ulmeiros	uw.ˈmey.ɾʊs
ulnar	ũw.ˈnax
ulpia	uw.ˈpi.ə
ulpiana	uw.pi.ˈã.nə
ulpiano	uw.pi.ˈã.nʊ
ulquiorra	uw.ki.ˈo.xə
ulrica	uw.ˈxi.kə
ulrico	uw.ˈxi.kʊ
ulteriores	uw.te.ɾi.ˈo.ɾɪs
ultiliza	uw.tʃi.ˈli.zə
ultimar	uw.tʃi.ˈmax
ultimas	uw.ˈtʃĩ.məs
ultimatos	uw.tʃi.ˈma.tʊs
ultimos	uw.ˈtʃĩ.mʊs
ultra-nacionalistas	uw.tɾa.na.si.o.na.ˈlis.təs
ultra-ortodoxos	uw.tɾa.ɔx.tɔ.ˈdɔ.ksʊs
ultra-romantismo	uw.tɾa.ɾo.mã.ˈtʃiz.mʊ
ultra-sônicos	uw.tɾa.ˈzõ.ni.kʊs
ultrabásicas	uw.tɾa.ˈba.zi.kəs
ultracargo	uw.tɾa.ˈkaɣ.gʊ
ultraconservador	uw.tɾa.kõ.seɣ.va.ˈdox
ultrafiltrado	uw.tɾa.fiw.ˈtɾa.dʊ
ultrafiltração	uw.tɾa.fiw.tɾa.ˈsãʊ̃
ultrafinas	uw.tɾa.ˈfĩ.nəs
ultrafinos	uw.tɾa.ˈfĩ.nʊs
ultragaz	uw.tɾa.ˈgaz
ultrajada	uw.tɾa.ˈʒa.də
ultrajado	uw.tɾa.ˈʒa.dʊ
ultrajar	uw.tɾa.ˈʒax
ultraje	uw.ˈtɾa.ʒɪ
ultralar	uw.tɾa.ˈlax
ultraleves	uw.tɾa.ˈlɛ.vɪs
ultramar	uw.tɾa.ˈmax
ultramaratonas	uw.tɾa.ma.ɾa.ˈtõ.nəs
ultramarinas	uw.tɾa.ma.ˈɾĩ.nəs
ultramarinos	uw.tɾa.ma.ˈɾĩ.nʊs
ultramontanismo	uw.tɾa.mõ.ta.ˈniz.mʊ
ultramontanos	uw.tɾa.mõ.ˈtã.nʊs
ultramáficas	uw.tɾa.ˈma.fi.kəs
ultranacionalismo	uw.tɾa.na.si.o.na.ˈliz.mʊ
ultranacionalista	uw.tɾa.na.si.o.na.ˈlis.tə
ultranacionalistas	uw.tɾa.na.si.o.na.ˈlis.təs
ultrapar	uw.tɾa.ˈpax
ultrapassada	uw.tɾa.pa.ˈsa.də
ultrapassadas	uw.tɾa.pa.ˈsa.dəs
ultrapassado	uw.tɾa.pa.ˈsa.dʊ
ultrapassados	uw.tɾa.pa.ˈsa.dʊs
ultrapassam	uw.tɾa.ˈpa.sãʊ̃
ultrapassando	uw.tɾa.pa.ˈsã.dʊ
ultrapassar	uw.tɾa.pa.ˈsax
ultrapassaram	uw.tɾa.pa.ˈsa.ɾãʊ̃
ultrapassarem	uw.tɾa.pa.ˈsa.ɾẽỹ
ultrapassaria	uw.tɾa.pa.sa.ˈɾi.ə
ultrapassará	uw.tɾa.pa.sa.ˈɾa
ultrapassava	uw.tɾa.pa.ˈsa.və
ultrapassavam	uw.tɾa.pa.ˈsa.vãʊ̃
ultrapassou	uw.tɾa.pa.ˈsɔw
ultraperiféricas	uw.tɾa.pi.ɾi.ˈfɛ.ɾi.kəs
ultras	ˈũw.tɾəs
ultrasauros	uw.tɾa.ˈzaw.ɾʊs
ultrassonografia	uw.tɾa.so.nɔ.gɾa.ˈfi.ə
ultrassônica	uw.tɾa.ˈsõ.ni.kə
ultravioleta	uw.tɾa.vi.o.ˈlɛ.tə
ultravioletas	uw.tɾa.vi.o.ˈlɛ.təs
ulva	ˈuw.və
ulver	ũw.ˈvex
ulúa	u.ˈlu.ə
umaga	u.ˈma.gə
umar	u.ˈmax
umarizal	u.ma.ɾi.ˈzaw
umas	ˈũ.məs
umbandistas	ũ.bã.ˈdʒis.təs
umbará	ũ.bə.ˈɾa
umbelas	ũ.ˈbɛ.ləs
umbigada	ũ.bi.ˈga.də
umbigo	ũ.ˈbi.gʊ
umbra	ˈũ.bɾə
umbro	ˈũ.bɾʊ
umbros	ˈũ.bɾʊs
umbundo	ũ.ˈbũ.dʊ
umburanas	ũ.bu.ˈɾã.nəs
umedecido	u.me.de.ˈsi.dʊ
umedecidos	u.me.de.ˈsi.dʊs
umidificação	u.mi.dʒi.fi.ka.ˈsãʊ̃
uminho	u.ˈmĩ.ɲʊ
unam	ˈu.nãʊ̃
unanimidade	u.na.ni.mi.ˈda.dʒɪ
unas	ˈũ.nəs
unaí	ũ.nə.ˈi
uncia	ũ.ˈsi.ə
unclear	ũ.kle.ˈax
unespar	u.nes.ˈpax
ungido	ũ.ˈʒi.dʊ
ungidos	ũ.ˈʒi.dʊs
unguentos	ũ.ˈgẽ.tʊs
unguiculado	ũ.gi.ku.ˈla.dʊ
ungulado	ũ.gu.ˈla.dʊ
ungulados	ũ.gu.ˈla.dʊs
unha	ˈũ.ɲə
unhas	ˈũ.ɲəs
unhcr	ˈʊɲkɾ
unhos	ˈũ.ɲʊs
unhão	ũ.ˈɲãʊ̃
uni-los	u.ˈni.lʊs
unia	u.ˈni.ə
uniam	u.ˈni.ãʊ̃
uniararas	u.ni.a.ˈɾa.ɾəs
uniaxial	u.ni.ə.ʃi.ˈaw
unibem	u.ˈni.bẽỹ
unica	u.ˈni.kə
unicas	u.ˈni.kəs
unicelular	u.ni.se.lu.ˈlax
unicidade	u.ni.si.ˈda.dʒɪ
unico	u.ˈni.kʊ
unicos	u.ˈni.kʊs
unicórnios	u.ni.ˈkɔɣ.ni.ʊs
unida	u.ˈni.də
unidade	u.ni.ˈda.dʒɪ
unidas	u.ˈni.dəs
unido	u.ˈni.dʊ
unidos	u.ˈni.dʊs
unievangélica	u.ni.e.vã.ˈʒɛ.li.kə
unifamiliar	u.ni.fə.mi.li.ˈax
unifamiliares	u.ni.fə.mi.li.ˈa.ɾɪs
unifenas	u.ni.ˈfẽ.nəs
unifesspa	u.ni.ˈfess.pə
unifica	u.ni.ˈfi.kə
unificada	u.ni.fi.ˈka.də
unificadas	u.ni.fi.ˈka.dəs
unificado	u.ni.fi.ˈka.dʊ
unificador	u.ni.fi.ka.ˈdox
unificados	u.ni.fi.ˈka.dʊs
unificam	u.ni.ˈfi.kãʊ̃
unificando	u.ni.fi.ˈkã.dʊ
unificar	u.ni.fi.ˈkax
unificaram	u.ni.fi.ˈka.ɾãʊ̃
unificaria	u.ni.fi.kə.ˈɾi.ə
