! (vykřičník)	kɾˈitˈvˈ
utěšen	ɒɫdʒɒʃɒn
utěšena	ugˈʃaʃaˈɾˈ
utěšeno	izɟɛʃɛnɔ
utěšeny	ˈutjˈaʃamˈe
utěšené	buːtʃekʃene
utěšením	uzdjɛʃɛɲiː
utěšila	uˈtɕɛʃɪla
utěšili	ʒˈɛl
utěšilo	utɕɛʃɪlo
utěšily	utɛʃɪli
utěšit	utʃeʃit
utěšitelů	uʒɛʃɪtɛluː
utěšiti	utɛʃɪti
utěšme	utɛʃmɛ
utěšoval	uːtɛʃoval
utěšovala	untɪʃobala
utěšovali	utɪʃofaːli
utěšovat	utɯˈʃɯbat
utěšován	ukʲiʃuaːn
utěšování	uːciʃobaːniː
utěšte	utʃaʃta
utěšujeme	utæʃujæmæ
utěšuješ se	utʃɒʃuʃsɒ
utěší	udʒeʃiː
utěšíc	ʊdˈɛʃiːθ
utěšíce	udɛstʃɪnˈitsɛ
utěším	wtʃaʃim
utěšíme	utɕɪʃcɪna
utěšíte	ˈũnkɨʃˈiŋtɐ
utěšíš	utɪʃˈiː
utře	utʃa
utřel	upr̝ɛl
utřela	utrɛla
utřeli	uprɛli
utřeme	ʏtʂæmæ
utření	upʃɛɲiː
utřený	sutrɛniː
utřeným	utrɛnɛːm
utři	kɛˈtɛ
utřídit	butsːʲijidzʲet
utřídění	uprʲidjaniː
utříděním	putŋidɛnˈiː
utříděnými	tsilaniːmi
utříděněji	utr̝iːdɛɲɛɛ
utříděnější	putridɛnɛjʃiː
utříděnějších	utrɪdɛnɪʒiːθ
utříděnějšího	utr̝iːdɪnɛjʃiːɦo
utříděnějším	uʂidɛnɛxˈiːm
utříděnějšími	ɔtriːdniʃimiː
utříděnějšímu	utr̝ɪdɪɲiɛʃiːmu
utřít	utr̝it̪
uvadnutí	voatnoas
uvalena	uvaɫɛna
uvalení	uvalɛɲiː
uvalením	uvalɛɲiːm
uvalila	ufaˈlila
uvalit exekuci	uvˈaɛtɛkzɛkutsʲ
uvazovací	uvazovatsiː
uvazovacím	uvazovatsiːm
uvazovat	uvaːzɔvɑt
uvazování	uːbazoːvaːniː
uvazováním	uvazovaːniː
uvazují	ubasui
uvař	uvaɾ
uvařen	vˈarˈɛn
uvařena	uvʌrʌnˈɑ
uvařeni	uvaɾɛɲiː
uvařeno	uβaɾiẽn̪o
uvařeny	uvazɛnɛ
uvařené	oβ̞aɾɛmɛ
uvařeného	uʋarɛnɛːɦo
uvařením	uvarɛɲiː
uvařený	umar̝ɛniː
uvařenými	ˈuvʒɛnˈeɛmɪ
uvařil	uvʒʃɪl
uvařila	uvaʐɪla
uvařili	uvãʒili
uvařilo	uvaʒɪlo
uvařily	uvazɨlɛ
uvařit	uvaʒit
uvařiti	ubasitɪ
uvařme	uvɑʒmɯ̞
uvařte	uvɑʃtʊ
uvaří	uʁɔzi
uvaříc	uvaʒiːt
uvaříce	uvaʒiːtsɛ
uvařím	uvaʐiːm
uvaříme	uvariːmɛ
uvaříte	uvaʒiɣ̞t̪a
uvaříš	uvaʒiː
uvaž	buvaʃ
uvažme	ubɒʒmɒ
uvažoval	uvaʒoval
uvažovala	abaaxoβ̞aʝaɾ
uvažovali	ˈuvaʒˈuvɒli
uvažovalo	uvaʒovaɫo
uvažovaly	uvaʒovaʎɪ
uvažovanou	ubaʒuβanɔv
uvažovaná	oβ̞axoβ̞anãː
uvažované	uvaʒuvonɛː
uvažovaného	uvaʒovanɛːɦo
uvažovaném	uvaʒuanɛːm
uvažovaný	uvaʒovaniː
uvažovaných	ʊvaʒɔvanɪx
uvažovaným	uvaʒovanɛjɛm
uvažovat	ubiʃubat
uvažování	uʒɔvɑːniː
uvažováním	uvaʒuaːniːm
uvažte	uvɒʃtɒ
uvažuj	uvʃuʲ
uvažuje	ubiʒoia
uvažujeme	vaʒujeme
uvažujete	ˈubˈaxˈutˈ
uvažuji	unhaβ̞axui
uvažujme	uβ̞axwimã
uvažujte	uβ̞axwt̪ɐ
uvažující	ˈuvɑʒuˈiːtɪ
uvede	ubɛdɛ
uvedeme	uvɛdeme
uveden	uvɛdɛm
uvedena	uʲɛdɛna
uvedeni	uvɛdɛniː
uvedeno	uvɛdɛno
uvedenou	uvɛdɛnou
uvedenu	uvɛdɛnu
uvedeny	uːvɛdɛnɪ
uvedené	ubɛdɛne
uvedeného	uvɛdɛnɛːho
uvedeném	ubɛdɛnɛm
uvedenému	uvɛdɛnɛːmu
uvedení	uvɛdɛɲiː
uvedením	uvɛdɛɲiːm
uvedení do provozu	uvɛdɛɲiːdoprovozu
uvedený	uvɛdɛniː
uvedených	vɛdɛniːx
uvedeným	uvɛdɛneːm
uvedenými	uvɛdɛniːni
uvedete	uvɛdɛtɛ
uvedl	uvˈɛdəl
uvedla	uvɛdla
uvedli	uvɛblɪ
uvedlo	uvɛːdlo
uvedly	uvɛdlɪ
uvedou	uvadou
uvedu	uvˈɛzdˈoː
uvelebil	uvɛlɛbɪl
uveďme	uvɛdmɛ
uveďte	uvatʃta
uveřejnil	uvɛr̝ɛjɲiːv
uveřejněn	uvɛr̝ɛjɲɛn
uveřejněno	ˈuβɛr̝ɛjɲɛnɔ
uveřejněny	uβɛr̝ɛjɲɛnɪ
uveřejněné	uvɛr̝ɛjɲɛnɛː
uveřejněném	uvɛr̝ɛjɲɛnɛm
uveřejnění	uvɛr̝ɛjɲɛniː
uveřejněním	uvɛr̝ɛjɲɛɲiːm
uveřejněných	uvɛr̝ɛjɲɛniːx
uveřejňovaly	ubɛʒɛjɲːɔnvalɪ
uveřejňovaných	uvɛr̝ɛjɲovanɪix
uveřejňovat	uvɛʒɛjɲɔvat
uveřejňována	uːɛr̝ɛjɲovaːna
uveřejňování	uvɛr̝ɛjɲovaːniː
uveřejňováním	uvɛr̝ɛjɲovaːniː
uveřejňuje	ubɛr̝ɛjɲɪvjɛ
uveřejňují	ubɛrʒajɲii̯jlʲ
uvidí	uʁvjdi
uvidím	uvʲidiːm
uvidíme	uviɟiːmɛ
uvidíme se ještě	uvɪɟimɛ sɛ jɛʃcɛ
uvidíme se ještě někdy?	uvɪdiːmɛ sɛ jɛʃcɛ ɲɛgdɛ
uvidíme se ještě?	uvɪɟiːmɛ sɛ jɛʃcɛ
uvidíme se příště	uvɪɟiːmɛ sɛ pr̝iːʃcɛ
uvidíme se v pondělí	uvɔdiːmɛ sɛ f pɔniːt
uvidíte	uβ̞iʎit̪a
uvidíš	uvijtiːv
uvidíš to nalevo	uvɪɟiːʃ tˈo na lɛvɔ
uviděl	ubiɟˈa
uviděla	uviːɟɛla
uviděli	uviɟɛli
uvidět	uvidˈɛt
uvlečení	uvlɛtʃɛɲiː
uvlečením	uvlɛtʃɛɲiːm
uvnitř	uvnʲidʐ
uvnitř vás	uvɪnɪtr̝ vaːs
uvolení	uvolɛɲiː
uvolením	volɛnˈiːm
uvolila	uːvɔlila
uvolni	uvɔlɲi
uvolnil	uvɔlɲɛ
uvolnili	uvɔɫɲɪli
uvolnilo	uvɔrnjɪlo
uvolnily	uvolɲilɪ
uvolnit	uvolɲit
uvolnitelnou	uvolɲitɛlnou
uvolnitelná	uβolnitɛlmaː
uvolnitelné	uβolɲitɛlnɛː
uvolnitelný	uvolɲitɛlnɪː
uvolníme	uvoɫɲiːmɛ
uvolněn	uvolɲɛm
uvolněna	uvolɲɛna
uvolněno	uːvɔɲɛnɔ
uvolněny	uvɔlɲɛni
uvolněné	uːbolɲɛnɛː
uvolněného	uvolɲɛnɛːɦo
uvolněném	uvolɲɛnɛːm
uvolnění	uvonɛ
uvolněním	uvɔɲɛɲiː
uvolněný	uvɔɲɛniː
uvolněných	uvolɲɛniː
uvolněným	uvolɲɛniːm
uvolněnými	uʝnjɛnejni
uvolněně	uvɔɲɛɲɛ
uvolněnější	uvˈoɫnʌnˈjɛjɕi
uvolování	uːvalovaːniː
uvolováním	uvolovaːniːm
uvolňovací	uvolɲovatsiː
uvolňovanou	uvolɲovonou
uvolňované	uvolɲavanɛː
uvolňovaného	uvolɲovanɛjɛhu
uvolňovanému	uvolɲovonɛːmu
uvolňovaný	uvolɲovaniː
uvolňovat	uvɔlɲɔvat
uvolňován	vˈolɲoːvˈaɾˈn
uvolňována	uvolɲovana
uvolňování	uvolɲovaːniː
uvolňováním	uvolɲovaːniː
uvolňuje	uwolɲujɛ
uvolňují	uβ̞olɲuj
uvozen	ubozdɑn
uvozena	uvɔzɛna
uvozeny	uboðane
uvození	uvˈodɛɲiː
uvozením	vɔdɛɲim
uvozovací	uvozovatsiː
uvozovek	uvɔzɔvɛk
uvozovkami	uvuzɔfkami
uvozovky	uvotofke
uvozovkách	uvˈotˈofkˈax
uvozování	ˈuvozovɑːniː
uvozováním	uɫazofaːɲiːm
uvozuje	umɐzˈuɐ
uvozujeme	uɫozujnɛ
uvozují	ubozˈuɪ
uvozující	uvuzwjitsi
uvozujících	uvʌzuʲitsʲijix
uvrhl	prɦl
uvrhnout	uvrɦnou
uvrhnutí	uvrɛɦnutˈiː
uvrhnutím	brɦnuciːm
uvrhování	prˈɦovaːniː
uvrhováním	prɦovɑːniː
uvykl	uvɛkɔ
uvyknutí	uvɛkniːtˈiː
uvyknutím	uviknutiː
uvzdychaný	uzdixaniː
uvádí	uvaːdɪ
uvádím	vaːɟiːm
uvádíme	uvaːɟɪmɛ
uvádíte	vvaːɟiːtɛ
uvádějí	uvaːɟɛjiː
uvádějící	vaːɟɛɲitsiː
uvádějícím	uvaːɟɛjitsiː
uváděl	vˈaːɟɛl
uváděla	uvaːɟɛla
uváděli	uvaːɟɛlɪ
uvádělo	vaːɟɛlo
uváděly	vˈaːɟɛlɪ
uváděn	uvaːɟɛn
uváděna	dvaːjɛno
uváděno	uvaːɟɛnˈo
uváděny	uvaːɟɛnɪ
uváděné	uvaːɟɛnɛː
uváděného	uvaːɟɛnɛːɦo
uváděném	uvaːɟɛnɛː
uvádění	uvaːɟɛɲiː
uváděním	uvaːɟɛɲiːm
uváděným	vaːdʒenim
uváděnými	vaːæniːmi
uvádět	uvaːɟɛt
uvázanou	ubaaːzaˈnɯm
uvázaná	uvaːzana
uvázat	vɑːzɑb
uvázl	uβaˈzˈo
uvázla	vaːvla
uvázli	ubaːzli
uvázlo	vˈaːzlo
uváznout	vaːzno
uváznu	vˈazʊ
uvázání	uvaːzaːniː
uvázáním	vaːzaːniː
uváže	uvʒɒˈʒɒ
uvážeme	ʊvɑʒimi
uvážen	vˈaːʒən
uvážena	vaːaːʒiŋu
uváženo	vaːʒɛno
uváženy	væːʒiːne
uvážené	vaːʒɪnɛ
uvážení	uvaːʒɛɲiː
uvážením	vaːʒɛɲiː
uváženě	vaːʒɛɲɛ
uvážil	baɣ̞iʝ
uvážila	vaʒo
uvážili	uvaːʒɛli
uvážilo	uvɑːʒɨlɔ
uvážit	uvaːʒit
uvážiti	uvaːʒiti
uvážlivého	uvaːʒljvɛːɦo
uvážlivém	uvaːʒlivɛːm
uvážlivý	uvaːʒliviː
uvážlivě	ˈuvaːʒlɪvjɛ
uvážlivěji	uʋaːʒlɪvjɛj
uvážlivější	ˈuvaːʒlɪvjɛjʃi
uvážlivějších	vaːʒlʲivʲejɪx
uvážlivějšího	uvaːʒlɪvjɛjʃiːvˈo
uvážlivějším	uvaːʒlɪvjɛjʃiːm
uvážlivějšími	uvaʒljvjɛjxjiːmɛ
uvážlivějšímu	vaːtʒiːvɛjʃiːmu
uváží	vaːʒiː
uvážíc	uvuaːʒiːts
uvážíce	uvaːʒiːtsɛ
uvážím	uvlaːʒiːm
uvážíme	allɑhimɨ
uvážíte	uvaːʒiːtɛ
uvážíš	ʊvɑːʒiːʃ
uvést	ubes
uvést do chodu	uvaːsdoxodu
uvítací	ˈuviːtatsiː
uvítacímu	uʋiːtatsiːmu
uvítají	ˈubitaiː
uvítal	uβiːtau
uvítala	ʔuviːtala
uvítali	uviːitali
uvítanou	uʋiːtanau
uvítat	uβ̞ĩːtat
uvítáni	uviːtaːni
uvítáním	uviːtaːniːm
uvítáš	ˌuːviːtaːʃ
uvízl	vizu
uvízla	uvizɫa
uvízlo	uviːvlo
uvízly	umʲidlʲi
uvízne	uvizna
uvíznou	uvivnɔ
uvíznout	uvˈiːznou̯t
uvědomil	uvjɛdˈomɪl
uvědomil jsem si, že	uviɛdomɪˈɫo sɛmsi ʒɛ
uvědomila	uvjɛdomɪla
uvědomili	ʊfɪɛdomɪli
uvědomilo	uvjɛdomɪlo
uvědomit	uvjɛdɔmɪt
uvědomit si	ovɛ donmɛtse
uvědomme	ubjɛdˈommɛ
uvědomoval	uvjɛdˈomoval
uvědomovala	uvjɛdˈomofalɑ
uvědomovali	uedɔmofʁaː
uvědomovaného	vjɛdomubanɛːɦo
uvědomovaný	uvɪɛdˈomovonɪ
uvědomovat	uvjɛdumɔvɑ
uvědomovat si	uvjɛ dˈomovat sɪ
uvědomování	uvjɛdomaːniː
uvědomováním	uvjɛdomaːniːm
uvědomte	vjɛɾˈomtɛ
uvědomuje	uʋɛdoːmuɪa
uvědomujeme	uvjɛdɔmujɛmɨ
uvědomuješ	uvjɛdoˈmuːjɛʃ
uvědomuji	uvjɛdomuji
uvědomí	uvjɛdomɪː
uvědomím	uʋɪɛdomˈiːm
uvědomíme	ubjˈedˈoːmɪmɛ
uvědomíš	uvjɛdomiːʃ
uvědoměleji	uvjɛdˈomjˈalaj
uvědomělejší	uvɛdomjɛlajɪʃiː
uvědomělejších	uviɛdomjɛlɛjʃiːx
uvědomělejšího	uvjɛdomjɛlɛjɪʃiːɦo
uvědomělejším	uvjɛdomjɛlɛjʃiːm
uvědomělejšími	uvjɛdˈomjɛlɛjʃiːmi
uvědomělejšímu	uvjɛdomjɛlɛʃiːm
uvědomělost	uviɛdˈomjɛlov
uvědomělé	uvjɛdomjɛlɛː
uvědomělý	uʋjɛdˈomjɛliː
uvědomění	ubjɛdomjɛɲiː
uvědoměním	uvjɛdomjɛɲiːm
uvěznit	uvjazʲnʲit
uvězněn	uvjɛlzɲɛn
uvězněné	uvjɛzɲɛnɛː
uvěznění	ɐ̃ŋvˈiɐzˈeɪn
uvězněným	uːjɛzɲɛniːm
uvěř	ubiɛʃ
uvěření	uvjɛr̝ɛɲiː
uvěřením	uʒɛʒɛɲiːm
uvěřil	uvjaʒɨu
uvěřila	uvjɛr̝ɪla
uvěřili	uβjɛʒiɫi
uvěřilo	uvjɛʒɪlo
uvěřily	ubiɛsɛle
uvěřit	uβ̞jeɣ̞it̪
uvěřiti	ubjɛrɪti
uvěřme	uvʲɛʐmɨ
uvěřte	uvjɛʂtɛ
uvěří	ubiazsˈi
uvěříc	uvjaʒiːt
uvěříce	uvjɛʒiːtsɛ
uvěřím	uvjaʒiːm
uvěříme	uvjeʒiːjɛmɛ
uvěříte	vjɛriːtɛ
uvěříš	vjaxiːt
uzamkne	uzamknɛ
uzamkneme	uzɑmkɪ̞nɛmɛ
uzamknout	uzanˈknut
uzamykatelné	uzɑmikadɑrnɯ
uzamykatelnými	uzɑmikɛtaːlɲɛmɪ
uzamčeno	uzumtʃeno
uzamčenou	uzɑmtʃanoɫ
uzamčení	uzamtʃɛnɲiː
uzamčený	uzamtʃɛniː
uzardít	uzɑrdiːθ
uzardění	uzɒˈɾdeˈniˈ
uzavírací	uzɔfiːratsiː
uzavíracím	uzɔfiːsɪ
uzavíraje	ʔuzɑbiːɾɾɑːjeː
uzavírají	uzɑviːraɪi
uzavírající	uzofiːrɛɲtsiː
uzavírajících	uzɔʋiːrɑjigːʃiːx
uzavírajícího	uzɔfiːrajiːtsiːɦɔ
uzavírajícím	uzɔʋiːrajiːtɕiː
uzavírajícími	uzavjerajitzizni
uzavírajícímu	uzaziːrajiːtsɪmu
uzavíral	uzavirau
uzavíraly	uzɔviːraːli
uzavíranou	uzɔviːraŋou
uzavírané	uzɔviːranɛː
uzavírat	uzɔviːraˈt
uzavírat se	uzavjiːratsɛ
uzavíratelné	zafirotɛlna
uzavíratelný	uzavˈiːratɛlniː
uzavíratelnými	uzɑfiɾatɑɫniːk
uzavírka plynu	uzabjirkaplˈɛno
uzavírá	uzavˈiːraː
uzavírám	uzafiːraːm
uzavíráme	uzɑviːraːmɛ
uzavírána	uziviːraːna
uzavírání	uzˈafiːraːniː
uzavíráním	uzˈdˈafjːraːniː
uzavře	uzobrɛ
uzavřel	uzaprɛl
uzavřela	uzavʒɛl
uzavřeli	uzavʒɛlɛ
uzavřelo	uzavr̝ɛlo
uzavřeme	uzafr̝ɛmɨ
uzavřen	uzavr̝ɛn
uzavřena	uzavr̝ɛna
uzavřeno	uzavʒɛno
uzavřenost	uzapʒɛnuz
uzavřenosti	uzavʐɛːnoscɪ
uzavřenou	uzavʒɛnɔu
uzavřenu	uzavʒɛnu
uzavřeny	uzapʒani
uzavřené	uzavr̝ɛnɛ
uzavřeného	uzavr̝ɛnɛːɦo
uzavřeném	uzafr̝ɛnɛːm
uzavření	uzavr̝ɛɲiː
uzavřením	uzavʐɛɲiːm
uzavřených	uzavr̝ɛniːx
uzavřeným	uzapʒɛnɛjɛm
uzavřenými	uzˈafʒeneːni
uzavřeněji	uzafʐɛɲɛjɛ
uzavřenější	uzavr̝ɛɲɛjʃiː
uzavřenějších	uzafʐɛɲɛjɕiɕ
uzavřenějšího	uzafʒɛɲɛjɪʃiːɦo
uzavřenějším	uzavʒɛɲɛjʃiː
uzavřenějšími	uzavʐɛɲɛjʃiːmɪ
uzavřenějšímu	uzavʐɛɲejʃiː
uzavři	uzapʃɪ
uzavřou	uzuzoɣu
uzavřu	uzavʒu
uzavřít	uzapʐˈiːt
uzavřít se	uzavr̝iːt sɛ
uzavřít sázku	uzavriːt zaːsku
uzbecký	uzbɛtskiː
uzbekistán	usbɛkɪstɑːna
uzbečtina	uzbˈtʃɪnɒːm
uzda	uzda
uzdečka	uzdɛtʃka
uzdička	uzɟitʃka
uzdravené	uzd̪ɾot̪ã
uzdravení	uzdravɛɲːiː
uzdravením	uzdravɛɲːiːɲ
uzdravil	unð̞ɾaβ̞eʊ
uzdravit se	uzdravɛtɛ sɛ
uzdravovat	uzdravɔvat
uzdravovat se	ʊztravɔvɛt se
uzdraví	uzdraβˈiː
uzdu	uzdu
uzdvihnout	uzdviɦnouc
uzdy	uzðɪ
uzdě	uzdʒe
uzel	uzɛl
uzemnění	uzɛmɲɛniː
uzenina	uzɛɲɛna
uzeninou	uzɛɲɪnou
uzeninu	uzanʲinu
uzeniny	ʏðɛnʲimɪ̞
uzenka	uzɛɲka
uzenou	uzanou
uzená	uzana
uzenáč	uzɛnaːtʃ
uzenáče	uzunaːtʃɯ
uzenáčem	uziˈnˈɑːtʃɯm
uzenáči	uzɛnaːtʃi
uzenáčích	uzɛnˈaːtʃiː
uzenáčů	uzeŋaːtʃuː
uzenáčům	uzɛnɑːtʃuː
uzenáčův	uzɛnˈtʃuː
uzenář	uzɛnaːr
uzenáře	uzɛnˈaːʒɛ
uzenářem	uzɛnaːʒɛm
uzenáři	uzɛnaːʒɪ
uzenářova	uzenaːʒova
uzenářovi	puze˥˩ːnɑːr̝ovi
uzenářovo	ʊzɛnaːʒɔvɔ
uzenářovou	uzɛnaːʒovu
uzenářovu	uðænˈɑndʒʌvˈu
uzenářovy	uzɛnɑːr̝ovɪ
uzenářových	ʊzɛnaːʒɔvɪ
uzenářovým	uzɛnɑːzɔvɪn
uzenářovýma	uzɛnɑːʒɔviːma
uzenářovými	uzɛnɑːʒɔvɛjmi
uzenářském	uzɛnaːrstkɛm
uzenářství	uzanaːʃtyi
uzenářích	ʊzɛnaːʁiː
uzenářů	uzɛnaːʒuː
uzenářům	uzunaaʒuŋ
uzenářův	buðɛnauːrˈuː
uzené	uzɾɑmɑ
uzeného	uzɛnajɛɦo
uzeném	uzɛnɛm
uzenému	uzɛnɛmˈu
uzení	ɪuzɛniː
uzením	ɔzˈaɲˈim
uzený	uzniː
uzeným	uzanɛm
uzlatka	uzɫatka
uzlech	uzɫɛx
uzlem	uzɫɑn
uzliny	uzveni
uzlovatý	uzlovatiː
uzlovou	uzlovou
uzlování	uzlovɑːniː
uzlové	uzlubæl
uzlovému	uzlobeɛmu
uzlový	luɔbi
uzlu	uzlu
uzly	uzɫɪ
uzlík	uzlik
uzlíček	uʐuʲiɪ̞tʃɪ̞k
uzlíčkového	uzlʲiːtʃkɔvɛːɦɔ
uzlíčků	uzvˈitʃku
uzlům	uzluɫ
uzmul	uzmum
uznají	uznaːˈi
uznal	uznaɫ
uznala	uznala
uznale	uʒnalɛ
uznali	uznaɫi
uznalost	uznaɫɔst
uznalý	uznaɫiː
uznalým	uznaliːm
uznaná	uznaˈna
uznané	uznɑnɛ
uznaném	uznɔnɛm
uznaný	uznaɲɪ
uznaným	uznanejim
uznat	uznaːt
uznej	uznaj
uzná	uzna
uznáme	uznaːmɪ
uznán	uznaːn
uznáno	uznaːno
uznání	uznaːniː
uznáním	uznaːniːm
uznáte	uznatɛ
uznávají	uznaːvajɪ
uznával	uznaːval
uznávala	uznaːvalɑ
uznávali	uznaːvaɫɪ
uznávanou	uznaːvonou
uznávaná	uznaːvona
uznávané	uznaːvanɛː
uznávaný	uznaːvaɲiː
uznávaný ruský dokumentarista dostává povolení	uznaːvaɲiː rˈuskiː dokumɛntɛrɪsta dˈostaːvaː povolɛɲiː
uznávaným	uznaːvanim
uznávanější	uznaːvɑniɛjʃiː
uznávanějších	uznaːvonɛjɪk
uznávanějším	uznaːvonˈiːajɕiːm
uznávanějšími	uznaːvaɲɛjʃiːmi
uznávanějšímu	uznaːvonɪjɪʃiːmu
uznávat	uznaːvat
uznává	uznaavaː
uznáván	uznaːvaːn
uznávání	uznaːvaːniː
uznáváním	uznaːvaːniːm
uznáváte	uznaːvaːtɛ
uzpůsobena	uzpuːsobɛna
uzpůsobeny	uzpuːsobɛnɪ
uzpůsobené	uspuusɔbɛnɛ
uzpůsobil	uzpuːsɔbɪl
uzpůsobit	usbuusˈabit
uzpůsobování	uzpˈuːsobovaːniː
uzpůsobováním	uzpoufobɔvaːniːm
uzpůsobuje	uspuːsɔbujɛ
uzrála	uzraːla
uzrálé	uzraːlɛː
uzrání	uzraːniː
uzráním	uzraːniːm
uzrát	uzraːt
uzrávání	uzraːvaːniː
uzráváním	uzraːvaːniː
uzvedlo	uzvɛdlo
uzvednutí	uzvɛdnukiː
uzvednutím	uzvɛdnukiːm
uzákonit	uzaːkɔnjɪt
uzákoněno	uzaːlkoɲˈiru
uzákoněnou	uzɑːrkoːdʒiːnuː
uzákonění	uzaːkoɲɛniː
uzákoněním	kuzaːkˈuɲɛnɪ
uzákoňovaly	uzaːkoɲɔvɑliː
uzávěr	uzaːvjɛr
uzávěrem	uzaːvjɛrɛm
uzávěrka	uzuaːfjɛrka
uzávěrku	uzaːvjɛrku
uzávěrky	uzaːvjɛrkɪ
uzávěru	uzavjɛru
uzávěry	uzɑːvjɛrɛk
uzávěr plynu	uzavɛjrplɛnˈu
u banky	banke
u brandenburské brány	ubrantɛburskɛːbraːnɪ
u brankáře	ubrankɑːr̝ɛ
u brankáře národního týmu	ubronkaːr̝ɛnarodɲiːɦotˈiːmu
u břehů	ubr̝ɛhu
u břehů turecka	ubr̝ɛɦuːturɛtska
u dalších dvou	udalʃiːxdvˈou
u dealerů	udiːlɛruː
u firmy	ufrme
u fondu	plondo
u holanďanů	aɣ̞olãn̪xanu
u jednoho	ujɛdnoɦo
u jednoho z členů posádky	ujɛdnoɦztʃlɛnuːpˈosaːtkɪ
u jedné	ujɛdnɛ
u koní	ɵkɔniː
u kremlu	vkrɛmnu
u kterých	uktɛrˈiːx
u kterých území	uktɛɾixɪzɛmɪ
u lože	uɫɔʒɛ
u mnoha států	umnoɦastˈatu
u mnoha z nich	umnˈoɦazɲix
u mocenských orgánů	umˈotsɛnskˌiːxɔrgaːnu
u moskvy	umoskvʲa
u moskvy méně problémů	umoskvɪmɛːɲɛprɔblɛːmuː
u místních obyvatel	umˈiːstɲixobɪvatɛl
u místních úřadů	umˈiːstɲːixuːʒaduːx
u nejvyššího soudu	unɛjvɪʃʃiːɦosoudu
u nich v poslední době	uɲɪxfpˈoslɛdɲiːdobjɛ
u nás	unˈos
u nás je	unˈasˈie
u nás je kolosální	unˈaːsjɛkolosaːlɲiː
u nás je však klid	nazepːʃakplˈeːt
u nás jsou dobré vyhlídky	unˈaːssˌoudobrɛːvɪɦliːdkɪ
u nás musí být	ɒnəmænmuːsiːbiːd
u ní	uɲiː
u podniků se objevila	upodɲɪkusɛobjavɪla
u předsedy vlády	upr̝ɛtsɛdɪvlˈaːdɪ
u ruska je jediná cesta	uskaːjɛjɛdziːnaːtsɛsta
u sebe pod bokem	usɛbɛpodbokɛm
u stran	ustran
u státu	uʃtɑːtˈu
u stávajících	ʊstɑːvɑːiːtsix
u svých	usvix
u té	utɛ
u vlády	vˈɑ̃e
u většiny státu	ʋʋjɛtʃtʃɪnɪstaːtu
u všech	ufɕɛx
u všech objektů	ufɕɛxɔbjɛktu
u všech u nich	ufɕɛxuɲix
u všech čertů!	ufʃɛxtʃɛrtuː
u vůdců státu	uvˈuːttsuːstˈɑːtu
u zádi	uzaːɟi
u západních investorů	uzaːpadɲɪxɪnvɛstoruː
u západu	uzˈaːpadu
uč	kutsʲ
učarovat	pɔtʃarʊvatˈis
uče	tʃa
učeben	tʃɛnˈɑn
učebna	mˈʃˈalˈnˈɑt
učebnic	kəmiːt
učebnice	ʐʲmʲtsa
učebnicemi	kəɲiˈtˈamɪ
učebnici	kʃɛnnitsɛ
učebnicích	utʃɨbnʲitsɨjix
učebnou	tɐn˧ʃɪŋ˧nɐ̃w˧z
učebnu	utʃobˈaɪnən
učebny	akɛntnɛ
učebnách	ntemnaː
učební	utʃɛmɲɪ
učebních	ˈontjˈumˈi
učebního	fʒɛbɲːiːɦo
učebním	tɕʰɛlɲim˨˩˦
učebními	tʃˈɛsmˈɛ̃
učebnímu	ʒˈɛnˈ
učebně	bˈɛtʃamna
učednice	utʃadɨnʲitsɛ
učednická	tʃɛdniːtskaː
učedník	utʃutnʲik
učedníkům	uʧɛdniːkuːm
učen	dʒen
učena	tʃɛnˈɑh
učence	uʈsɤŋ
učencem	utʃɛntsam
učenci	utʃɛntsʲi
učenec	untʃiːnɛts
učeni	ɛtltʃeɲi
učenka	tʃoŋa
učenku	utʃan˥˩kũ˥˥
učenlivý	utʃɛnlɛɾiː
učeny	ʁutʃe
učené	utʃanə
učenému	ɔ̃nˈtɛʁˈnˈɑ̃
učení	utʃɛɲiː
učení jazyků je můj koníček	utʃɛɲiː jaziku jɛ muj kɔniːtʃɛk
učení češtiny bolí	utʃɛɲiː tʃɛʃtɪ nɛbolɪiː
učením	ntɕʰɛ˨˩˦nˈim˧
učenými	utʃɒnˈimi
učenče	utʃɛntʃɛ
učesala	utʃɛsala
učesaný	ʒˈəfɒnˈi
učesat	nˈʃlˈsɑːk
učeň	ʁɛnˈɛfˈ
učeše	upʃɪʃɪ
učil	tʃu˥˩
učil jsem angličtinu	utʃɪlɪj sɛm anglɪtʃtɪnu
učil jsem se francouzštinu	utʃɪlɪsɛm sɛ frantsouʃtɪnu
učil jsem se německy ve škole	utʃilɪ sɛm sɛ ɲɛmɛtskɪ vɛ ʃkolɛ
učil jsem se polsky	utʃɪlɪʃ sɛmsɛ pˈolstkɪ
učil ses?	utʃo̞lsas
učila	putiʁa
učili	kutʃli
učili jsme se	uːtʃilɛsmɛsɛ
učilišti	utʃlifɲi
učilištních	ʊntʃljftskɲiːrɔ
učilištního	utlɪxtniːɦa
učilištním	utkjɾustnɛjɛm
učilištními	utʃɛxniːɲu
učilištnímu	utʃlʲiʃtnɛ
učilištně	ʊ̞tsʰɪnʲːɑ
učilištích	utʃlʲixtʲix
učiliště	utʃɛlɛʃtʃɛ
