!	vikritʃɲiːk
%	pɛrtsɛnt
(	zaːtvorka
zvonový	zvɔnoviː
zvoním	tsvˈˈoniˈmˌ
zvoň	zvon
zvracanie	zvratsaɲe
zvracať	zvratsaj
zvrat	zɨvrat
zvratky	zˈɑːtli
zvratný	zvratni
zvrátený	zvraːtɛnɪ
zvuk	zvˈuk
zvukový	zvukɔviː
zvukový sprievodca	zvukovjiː zprijɛnvɔtsa
zvyk	zvig
zvykne	zvjɛkɲɛ
zvyknúť	zvjiknˈut
zvykom	zvikɔm
zvyčajne	zvʲitʂajnʲe
zvyčajný	zvɪtʃajniː
zvyšky	zvˈiʃki
zvyšný	zʲvʲiʂtʂnɛj
zvyšok	zviʃɒk
zvyšovať	zʋʲiʃovatsʲ
zvárač	zvarak
zváračský	zvaroʃskʲiː
zväz	ðəbˈɛst
zväzok	zabɛzok
zväzovať	zavajzoˈvɑt
zväzový	zɔbɛsɔːviː
zväčšenina	zvɛtʃtʃɛɲina
zväčšiť	zvɛtʃi
zväčšovacie sklo	zvɛtʃɔvats jɛ sklɔ
zväčšovať	zvɛtʃɔvak
zvíťaziť	qyðkɑːr
zvýhodnený	zviːɦodɲɛniː
zvýšenie	zʋiːʃɛɲiɛ
zvýšený	zvˈiːʃaniː
zvýšila	tsʋiːʃɪla
zvýšiť	zʋæːʃi
zábal	taːbaːl
zábava	zabava
zábavná	daːbaːwnaː
zábavné	tsɒbɒvne
zábavní	zabavnɛ
zábavný	zaːrbɔːnɟiː
záchod	zaːkɔs
záchrana	zaxrana
záchranka	zaːxrɑnka
záchranného	zaxranɛːɦɔ
záchranný	zaxranɪ
záchranár	zaxranəɾ
záchvat	zaːxvat
záclona	zaːtslona
záclony	zatsɔnɨ
zádušný	zaduʃniː
záhada	zaːɦada
záhadný	tsʰæhædne
záhon	zaːhom
záhorie	zaːɦorɪjɛ
záhorie hraničí s českom a rakúskom.	zaːɦor jɛ ɦraɲætʃiː z tʃɛskɔm ɑ raːkuːskɔm
záhorská ves	zaːɦorskaː vɛs
záhrada	zɑhra
záhradník	zaːhradɲiːk
záhradníčka	zaːhradɲiːtʃka
záhradný	zaːhraːdniː
záhuba	zəɾaɣuba
záhumienka	zaːɦʊmjɛnka
zájazdovú	tsaːjasdɔbuu
zákaz	zaːkas
zákaz zastavenia	zaːkas zastavɛɲiɛ
zákerný	zaːkɛrniː
základ	zaklat
základná škola	zaːkɫadnaː ʃkɔla
základné frázy	zaːkɫadnɛː fraːzi
základný	zaːkɫadniː
záklon	zaklɔm
zákon	zaːrkɔn
zákonitosť	zakoniʒosc
zákonný	zaːkɔnniː
zákony	zaːkɔnˈi
zákop	zaːrkɔp
zákruty	zaːkruːti
záletnica	zalɛtɲitsa
záletnícky	zaːlɛtɲitskɪ
záletný	zˈaːləktˈini
záletom	zaːɫɔtɔm
záletu	zɑːlɑtu
záležistosť	zaːlɛʒitɔsc
záležitosť	zaːlɛʒɪtˈost
záleží mi na tebe.	zaleʃi mi na tɛbɛ
záliv	zaliu
záloha	zaːloɦa
záložka	zaːɫɔʃka
zámeno	zɑːmɪnɔ
zámky	zaːmki
zámok	zɑːmɔk
zámotok	zaːmotok
zámožný	zaːmɔʒniː
zánik	zaːnik
zánovný	zaːnɔmniː
západ	zaːpat
západne	zaːpadɲɛ
západný	zaːpadniː
západoeurópsky	zaːpadɔʒauruːrɔːpski
západoslovenský	zaːpadoslovɛnskˈiː
zápal	zɑːpɑl
zápal pečene	zaːpal pɛtʃɛɲiɛ
zápal pľúc	safal plʝuz
zápalky	zapau̯ki
zápas	zɑːpɑs
zápasiť	zaːpasɪc
zápasník	zapasnʲi
zápis	zapis
zápisník	zaːpjiʂnjɛk
záplata	zaːplʲata
záplava	zaːplava
záplavy	zaːplavj
zápor	zaːpɔr
záporný	zaːpormi
zápražka	zaːprɛʃka
zápästie	zaːbɛstɪ
zármutok	zɑrmutɔk
zárodok	zɒːrɒtɒk
zárubňa	ð̞ɐrumnʲe
záruka	zɑːrɔka
záručne	zaːrutɕɲɛ
zásada	zɑːsɑda
zásadný	zaːsadniː
záskok	zaːsqɔp
zásluha	zaːsvoɦa
zásluhy	zɑːsɫuɦi
záslužný	zɑːsɫuʒniː
zásnuby	zasnubi
zásobovanie	zaːsɑbɔvɑɲiɛ
zástava	zaːstava
zástavka	zaːstauka
zástena	zaːstɛna
zástera	zastɛra
zástupca	zastuptsa
zástupcov	zaːstupˈtsau
zátoka	zaːtoka
záturecký	zaːturɛtskiː
zátvorka	zaːtvrka
záujem	zaːujɛm
záujemca	zawjɛntsa
záujemkyňa	zaujɛmkiɲɛ
závada	zaːwada
závadný	zaːvadniː
závažný	zaːvaʒnɛː
záver	zavɛr
záverečnej	zaːvarɛtʃnɛj
záverečnom	abrɛtʃnɔmɔ
záverečný	zaːvɛrɛtʃniː
záves	zˈɑːvɛ
závesový	zaːvɛsovjiː
záveterný	zɑːvɛtɛrniː
závetný	zɑːvɛtniː
závin	zaːvin
závislosť	zaːvislos
závislý	zaːvisiɫiː
závisti	zaːvisti
závit	zɑːvit
závitok	zaːvitɔk
závlaha	zɑːblaɣa
závod	zaːvot
závojom	zaːvɔjɔm
záväzne	ɟʝaːbɛzni
záväzný	zaːbɛzmjan
záväzok	zɑːvɛzɔk
záznam	zrazɨnaˈma
zázrak	zaːzrak
zázvor	zazor
zázvorový	zaːzboroi
záškrt	zˈaʃkrt
záťah	zaːtɕax
záťaž	zatʃaʒum
získaný	ziːskani
získavať	ziːskavatsʲ
získať	zisʃtʃ
zívanie	ziːvonjɛ
zívať	ziːvæk
zúfalstvo	zufaɫstva
zúfalý	tsoufali
zúradovania	zradɔvaɲiɛ
zúradovaním	zuːradɔvaniːm
zúradovaný	zuːradoˈvoni
zúročiť	zuːrɔtʃit
zúženie	zuwʒɛɲiɛ
zľava	zˈlʲava
á	a
ábelová	aːbeʎoaː
áno	ano
áno, mám veľmi rada.	ano mam belmi rada
áno, mám veľmi rád.	ano man vɛlmi raːt
áno, mám čas zajtra.	ano maːm tʃas zai̯tra
árenda	avenda
árešt	aːrɛʃ
ária	ɑːɾiːɑ
áut	aʊt
ázia	zia
ázijský	ɑːziːskiː
áčka	aːtʃka
áčko	aːtʃko
ä	a
é	ɛ
íl	io
ílovec	ˈeːlɜbˈaɪnts
ír	ir
írka	ɾɛ
írsko	irskɔ
írsky	irski
írčina	irtʃina
ísť	eːst
ísť do práce	ˈe jˈsti dˈo prˈatsə
ísť do zahraničia	jsʲtsʲ tɨ zɣraɲitʂʲa
ísť von	iz ðivon
íver	iːvɛr
ô	uɔː
ôsmich	osmix
ôsmy	uˈɔsmi
ödön lechner	øː døn lɛʃnør
ú	dˌiːzə
úber	uber
úbytok	uːbitɔk
úcta	tɕo
úctivý	uvtstɛbjax
úd	tɔ
údaj	uːdɑj
údajného	puːtai̯˧nɔːjeː˧hɔːk
údajný	uɫdajni
údený	be
údiv	aʊdziva
údiť	poˈudit
údolie	udɔljɛ
údržba	aɻða
údržbár	ʊdrʃbaːr
úhorový	ʊɦʊɾɐʋiː
úklon	oklon
úkryt	ukrit
úloha	uɫoɦa
úlomok	ɦuːlomok
úmrtie	umɜ
úmysel	omizɛl
úmyselný	omgselni
únava	bunɔvɔ
únavná	pumumavna
únia	pˈoːnɪˌɑ
únijný	poniːniː
únik	ku˥˥
úniku	uːnjɛkɔ
úplatok	uːpɫatak
úplet	uplɛt
úplne	tɔpɔmʲa
úporný	uporme
úprava	uprava
úpravy	upravi
úprimne	ɛvɛrmɲɛ
úprimný	uprɪmniː
úrad	ʊrat
úradník	uːɦuradɲiːk
úroda	uɾɔda
úrodný	ʊɾɔdniː
úsek	ɫusɛk
úsečka	uɫsɛtʃka
úsmev	ʊsmɛw
úsmevné	uaːsnɑmnaːja
úsmevných	vuːsmɛvniːx
úspech	uspɛx
úspechu	uluspaxu
úspešne	uːspɛʃɲɛ
úspešnosť	uːspɛʃtʃnɔsc
úspešný	uːstɛʃnɛj
úsporný	oːspˈoːrˈniː
ústa	ˈusta
ústav	uːstau
ústava	uɣstava
ústrižok	uːstriʒɔk
ústrojenstvo	uːstrojɛnstvo
ústupovo	umstupovo
úsudkový	oːsuːtkoːˈliː
úsvit	uːsʋit
útek	uʊtjɛk
útes	ultʃas
útok	otɑt
útočisko	ultɔtʃjsgɔ
útočište	ʊtɔtʃɪʃcɛ
útočiť	uːtɔtʃit
útočná	ɛɛtʃɛ
útočník	uːtotʃɲiːk
útočníčkach	tukotsʲːitʂga
útočný	ɔtɔtʃɨ
útržok	doʂtʂtɨrʐok
útulok	uːtulok
útvar	uːtʋar
úv kss	ʊ vɪkˈaː ɛs ɛs
úv ksč	o fɛj kaɛs tʃe
úver	ˈuvɛr
úvod	uvot
úväzok	uvɛzok
územie	uzɛmjɛ
územčistý	ʊzæmˈtʃɪstɪ
úzkostný	o˩˥ːs˦˥kəs˦˥di˥˩
úzkosť	au̯skɔst
úzky	uskj
účasť	puːtʃastɕ
účes	utɕis
účet	pɔɫtʃɛt
účinkovať	uːtʃinkovat
účinok	uːtʃinɔk
účtovníctvo	uːtʃtovɲitsdvɔ
účtovník	utʂtɔvɲik
úľ	tɛlˈmɛn
úžasný	ˈuʒasnˈiː
úžitkový	ʊʒiːdkɔviː
úžitok	uʒitak
č	tɨ
čachtice	tʃaxtitsɛ
čachtický hrad	tʃaxtɪtskˈiː ɦrat
čadca	tʃattsa
čaj	tʃa
čajka	tʃajka
čajník	tʂajnʲiː
čakaj	tʂakaj
čakanka	tʃakɔnkɔ
čakať	tʃakˈak
čakám na autobus	tʃakam na au̯tobus
čakáreň	tʃakɐrɛɲ
čakávať	tʃakava
čalamáda	tʃalamaːdˈa
čapatý	tʃaːp˦˥t˥˩iː˧˧
čapkovič	tʃapgɔvc
čaplička	tʃaplitʃka
čapované pivo	tʃakavanɛ pˈivo
čarbanica	tʃarbaɲitsa
čarbať	tʃarbat
čardáš	tʃærdæʃ
čarka	tʃarka
čarna	tʃarna
čaro	tʃaro
čarodejnica	tʃarodʲeljɛnitsa
čarodejníctvo	tʃarɔɟæjɲiːtstvɔ
čarodejník	tʃarɔɟɛjɲiːk
čarokrásny	tʃarokraːsni
čarovný	tʃarɔvniː
čary	tʃari
čas	tʃas
časom	tʃason
časomerač	tʃasammɛraːtʃ
časomiera	tʃasˈmˈijæɾˈe
časopis	tʃaːsapis
časové	tʃastsove
časový	tʃasɔviː
časti	tʃastʃi
častica	tʃastitsa
často	tʃastɔ
časť	tʂastɕ
čata	tʃata
čatloš	tʃatɔs
čatár	tʃatara
čau	tʃau
čaute	tʃau̯tsɪ
čaša	ʃaʃa
čaše	kʃaːsɛ
čašníci	kɫasnːitse
čašnícky	tɕatsnitski
čašník	tʂaʂɲik
čašníčka	tʃaʃɲiːtʃka
čech	tʃɛx
čegrava	tʃɛgraːba
čele	tʃɛla
čelili	tʃlɪlɪ
čeliť	tʃɛlit
čelo	tʃaɫo
čepelová	tʃɛpɛlovaː
čepčeňe	tʂɛptʂɛɲjɛ
čepčic	tʃɛptʃits
čerešne	tʃarɛsɲɛ
čerešňa	tʃarɛʃnʲa
čerešňový	tʃarɛʃŋiɔvɪ
čergov	tʃɛrgɔ
čerkac	tʃɛrkats
čerknuc	ʃɛrknʊds
čerkutka	tʃɛrkutka
černica	tʃernʲitsa
černoch	tʃɛrnɔx
černová	tʃɛrnɔvaː
černošský	tʃɛrnoskop
čerpacia stanica	tʃɛrpɑːtsia staɲitsa
čerstvý	tʃɛrstʁiː
čert	tʃɛr
čertovina	tʃɛrtɔvina
čertvieaký	tʃɛrdvjɛakiː
červ	tʃɛrv
červenkastý	tʃarbenkastɪ
červenkavý	tʃɛrvɛnkɐvi
červenochrbtý	tʃɛrvɛnɔxrɛpti
červenohrdlý	kɛrvɛnouxrdliː
červenokrký	tʃɛrvɛnakrkiː
červenokrídly	tʃɛrvɛnɔkribli
červenonohý	tʃɛrvɛnanɔɦj
červená	kærviːn˧ɑ
červenák	tʃɛrʋɛjnɛːk
červené víno	tʃervɛne lˈino
červenú	tʃɛrvɛnɔv
červený	tʃɛrvɛniː
červienka	tɕɛrvjɛnka
česaný	kisni
česať	kɛsɛ
českej	tʃaskɛj
česko	tʃɛstko
česko-slovensko	tʃɛskoslovɛnskɔ
česko-slovenské légie	tʃɛskoslovɛnskɪ lɛːgjɛ
československo	fʃɛstkɔsɫɔmɛnskɔ
československá republika	tʃɛʃ kəz loːɪz kɛdɪp ɔplɪgaː
česky	tʃɛski
český	tʃɛskiː
čestné slovo	tʃɛstnaɛ sɫɔvɔ
čestný	tʃɛstniː
česť	tʂɛstɕ
čevabčiči	tɨnɛabtɕiki
čevapčiči	tʃɛvɛbtʃitʃi
čečensko	tʃɛtʃɪnskɔ
čeľusť	tʃɛlus
češka	tʃæʃka
či	tʃi
čia?	tˈiːɑ
čiapka	tʃɛapka
čiara	tʃeora
čiarka	tʃˈerka
čiarkovitý	tʃalkviti
čiastka	tʂastka
čiastočnosť	tʃastɔtʃnɔsc
čie?	tʃɪ
čierna	tʃiɛrna
čierna hora	tʃiɛrna ɦora
čierna nad tisou	tʃɪ jæblɛn at dɪsaɫ
čierna viazanka	tʃɛɾn nabja ðanka
čiernobiely	tʃɛrnɔbjɛlɛ
čiernochvostý	tʃɛrnɔxɔzta
čiernohlavý	tʃirɲohlaviː
čiernohorský rezeň	tʃeɾne lɔɾsgiː rɛjzɛn
čiernokrídly	tʃirnokridli
čierny	tʃerni
čile	tʃiːlɑj
čin	tʃˈeɪn
činiteľ	tʃiŋitʃ�le
činka	tʃinkau
činky	tʃinkj
činnosť	kɪnˈost
činný	tʃɪŋˌniː˧
činčila	kɪntʃiɫa
čipka	kipkɑ
čipkovaný	tʃipkɔvˈaniː
čipčavý	tʃɛptʃabi
čistejší	tˈistˈejiʃiː
čistiareň	tʃistʲiarɛɲ
čistinka	tʃɛstɕiŋka
čistiť	tʃistɪ
čistka	tʂɨstka
čisto	tʃisto
čistota	tʂistɔta
čistá voda	tʃistaː vɔda
čistý	tʃiːstiː
čitateľ	tʃitakeli
čitateľský	tʃɪtɑkɛski
čičmanec	tʂitʂmanjɛts
čičva	tʃitʃiva
čičviansky	tʃetʃmiːˈjæntsʰtiː
čišníková	tʃɪʃniːkɔvaː
čiže	tʃɛʃe
čižma	tʃiʒma
člen	slˈɛn
členenie	siɫännʲenɲi
členený	tʃlɛnɛniː
členitá	tʃlɛnita
členiť	ʃuɫäniʲit
členok	tʃoˈɛnok
čln	tʃon
človek	tʃɫovɛk
človek z ľudu	tʃoɫovɛk z lʲudu
článok	tʃoanɔ
čmeliak	tʃmɛljɛk
čmud	tʃmu
čo	tʃa
čo je dnes na obed?	tʃɔjɛdɲiɛ znaɔbɛt
čo je to?	tʃɔ je tɔ
čo je vzadu za skriňou?	tʃuː jeː vzadu zaːskrɪɲal
čo má rád martin?	tʃo mæɾɑːhæt mæɾtˈtiːn
čo máš nové?	tʃɔ maːʃ nɔvɛ
čo robí?	tʃoˈrɔbi
čo robíš dnes večer?	tʃo robiʃ dɲɛs vɛtʃɛr
čo robíš?	tʂɔ rɔbiʂ
čo teraz?	tʂas zaraz
čo vám je?	tʃɔ va amie
čo vás bolí?	tʃo vas bˈoli
čo študujete?	tʃɔ ʃ tʃˈa dujɛːcɛ
čo študuješ?	tʂas studujɛs
čokoláda	tʃokolaːda
čokoláda má dobrú chuť	tʃɔkɔlaːtɛ ma dɔprɛvʊxuts
čokoládový	tʃɔkɔlaːdɔviː
čorík	tʃorik
čoskoro	tʃɔskɔrɔ
čože	tʂɔʐɛ
črepina	tʃarepina
črepinový	tʃorɛpɪnˈoːvjiː
črevný	tʃrɛvniː
čsfr	tʃəztəfɛjˈrɛm
čssr	tʃasizsɛre
čuch	ʈʂux
čudný	tʃudni
čudovať sa	tʃudovatɛo-sa
čudák	tʃudɑk
čuješ	ʃuʃ
čul	tʃuɫ
čula	tʃuɾo
čuli	tʃuli
čulý	ʈʂu˥˩i˨˩˦
čumel	tʃumˈɛl
čuvač	tʃuvatʃ
čuča	tʃutʃa
čučoriedka	tʃutʃorɛtka
čučoriedkový	tʃuːtʃɔriɛtkɔgi
čučoriedky	tʃutʃarietki
čvíkota	tʃɨvɨjɛkɔtɑ
čí	tʃiː
číkoľvek	tʃiːkɔlʲvɛk
číselný	fˈissˈɛlmˈeɪ
čísi	tʃizi
čísla	tʃiːsla
číslica	tʃiːslitsa
číslovaný	tʃiːslovanɛj
číslovka	tʃiːsloːka
číta	tʃita
čítajú	tʃiːtajˈu
čítal	tʃiːtʃa
čítam	tʃitan
čítame	tʃiːtɑːmɛ
čítanie	tʃiːtaɲe
čítanka	tʃiːtˈæŋkə
čítaný	tʃiːtanɛ
čítate	tʃitate
čítavať	tʃitava
čítaš	tʃiːtɛ
čítať	tʃitat
číňan	tʃiːnan
číňanka	tʃiɲanka
číž	tʃˈiːʒ
číže	tʃiːg
čížik	tʃiliʒik
čúrať	tʃuːrɑt
čľapkanica	tʃlʲatkaɲitsa
čľup	tʃlɛp
ď	dʒʌb
ďakovať	ɟakovac
ďakujem	dʑakujɛm
ďakujem, odovzdám.	ɟakuɛm ɔdovzdɑːm
ďakujem, podobne	dʑakujɛm pɔdɔbɲɛ
ďakúvať	dʲakʊvɑt
ďaleko	ɟalɛkˈo
ďalekohľad	dɛɫɛkɔɦɲat
ďalekosiahle	ɟaljkosɪaːɦlɛ
ďaleký	dzəkɨ
ďalšia	ɟalaʃuʝa
ďalší	ʝˈaʊʃi
ďalších	dˈɑˈusˈidˈ
ďasná	dʒʌstlaː
ďatelina	dʒatselʃnɔ
ďateľ	dʒakjɛlʲ
ďubník	zubnˈik
ďugov	dʒuˈgɔvɔ
ďumbier	jˈumbjˈer
ďuriš	mixˈeɫˈdʒʊɾiʃ
ďurovčík	ʲːurau̯tʃʲik
ĺ	nˈo
ľ	dˌiːzə
ľabtuška	lʲaptuʂka
ľad	blat
ľadnička	ˈjadˈiːnitʃka
ľadovec	lʲadovet
ľadovka	aɛdoːka
ľadová horúčka	hˈoʊm
ľadová plocha	ladovaː plɔxa
ľadové kráľovstvo	la dɔvɛjkrɛaːl ʊstvɔ
ľadový	ladovi
ľaheň	lʲahæjː
ľahkomyselnosť	jɑxkɔmisɛːlnɔsc
ľahká	ˈʌʁtˈa
ľahký	dˈaxki
ľahnúť	lʲɛʁnutʃ
ľahučký	ʑaxutʃkʲi
ľahší	lˈaxʃi
ľan	ɫam
ľanový	lanovi
ľavica	labitʃa
ľavice	laβan
ľavy	ʝaːvj
ľavý	ʝaːvjˈ
ľeje	ilæjɛ
ľem	lɛm
ľem žeby me v haňbe ňeostaľi	lɛɲtʂɛ bʲimɨ u haɲbe ɲau stɛlj
ľen	lʲenɔ
ľepše	lˈɛpʃɜ
ľečky	ʏlʲɛtʃkij
ľežec	jˈʌt
ľitadlo	nitadlɔ
ľub	ˈa
ľuba orgonášová	ljuba oɾɣɔna ʃobɑ
ľubica	ljuːbitsːa
ľubochňa	lʲuboxɲa
ľubomír ftáčnik	ljubomir ptɛaːtʃnik
ľubomír harman	lubo miːr harman
ľubomír moravčík	ʎubomir marau
ľubomír tupta	lju˩˥ːbomi˥˩ːr tu˥˩ː pta˥˩ː
ľubomír višňovský	ljubomir viʃɲɛvskiː
ľubor	lʲuboɾa
ľubovnianska vrchovina	ljubovɛ næjans kafrxɔvin
ľubovňa	lʲubovɲa
ľuboš micheľ	ljuboʃ mixɛl
ľudia	ljudˈja
ľudia na oslave tancujú.	lʲudzjɛ na oslavɛ tantsaju
ľudia okolo nás	ljudɛ ɔkɔlo naːs
ľudmila	ʝudmjˈˈɫa
ľudmila hrachovinová	ʎudmila ɦraxɔʃɛ nɔvaː
ľudoop	lˈoːdˈɔː
ľudovít	ʎʊdɔʋit
ľudovít xiv.	lʲudɔviːt ʃtɛrnastɪ
ľudovít štúr	lɔdɒviːt ʃtor
ľudový	pludovi
ľudská prirodzenosť	ʎutskˈaː priːrɔdzɛnɔtsc
ľudský	plʲutskʲi
ľudze	ɻuzɛ
ľudzoch	jˈutsoːx
ľudzom	nʲuzom
ľudí	ljudˈi
ľutovaný	ʝutɔvɑmiː
ľutovať	lʲutovat
ľúbezný	ljuːbɛzniː
ľúbim ťa	lʲubim te
ľúbiť	ljuːbjit
ľútostivý	lɛutɔstiʋi
ľútosť	ljutɔsc
ň	nˈe
ňe	ɲe
ňedurchaj	neduɾkʰɑi
ňeodala	nʲeoðala
ňestoj	ɲestɔj
ňestuj	njɛstuj
ňeznaľi	nʲaznalʲi
ňeznaš	ɲeznasz
ňečuchaj	ɲetʂuxaj
ňeši	mˈnˈeʃli
ňigda	ɲigda
ňimala	nɪmaːla
ňit	nˈe
ňoho (neho)	naɣo
ňu	mjo
š	eˈʃa
šach	ʂa
šachista	ʃɒhˈistɒd
šachovnica	ʂaxɔvɲitsɛ
šachový	ʂaxɔviː
šahy	ʃɑhɪ
šak	ʃak
šalamún	tʃɑɫɑmum
šalamúnske	salamuŋskɛ
šalie	ʂa˥˥ljɛ˨˩˦
šalieť	ʃaːliːt
šalovy	ʃalovi
šalvia	ʃalvia
šalát	ʃɐɫɑt
šaman	samɑn
šamorín	tʃamorjn
šampanské	ʃamplanske
šampionát	ʃæmpˈjɑːnæt
šampión	ʃæmpjɔn
šampón	ʃampɔn
šanca	ʃantsa
šanghajčanka	ʃaŋgpʰaʃaŋka
šanovlivo	sanovlˈivo
šanovlivý	ʃanɔvlivi
šariš	ʃæɾiːʃ
šarišská	tʃaliʃska
šarišské	ʃaˈrista
šarišský	ʃˈaɾɪʃskɹˈeɪn
šarkan	ʃɒɾkɒn
šarvátka	sarvaːtka
šarvátky	sɛrvaːtki
šatan	ʃatan
šatka	tʃatka
šatkový	satkoviː
šatník	tʃatɨmpavʲerɨɫa
šatový	ʃatɔviː
šatstvo	ʂatstɔ
šaty	ʃatɨ
šatňa	ʃataɲa
šaľa	ʃala
šaľene	ʃalɛnɛ
šaľenota	ʃalenotˈɑr
šaľeny	ʃaleːni
šaňec	ʃaɲets
šaškovať	ʃaʃkɔvatɕ
šaškárne	ʃaʃkaːrɲɛ
šaškárni	saskaaːrgni
šaškárňa	ʃaʃkaːrɲːa
šašo	ʃaʃo
šašovstvo	ʃaʃau̯stivo
šaštín-stráže	tʃaʃtˈiːnstraːʒɛ
šaštínstráže	ʃaʃtɕmɛtstraːʒɛ
še	ʂɛ
šedivý	ʃadivˈi
šedzec	ʃaðaθ
šedzel	ʃaːtsɑːˈɑlɯ
šedzela	ʃadzæɫɑ
šedzeli	ʃɛdsæli
šedzi	ʃɛˈzi
šedák	ʃˈɛdɑːk
šedý	ʃadˈiː
šefčovič	ʃɛftʃʃæbiːtʃ
šejsc	ʂɛj
šelma	ʃɛlma
šenkvice	tʃakɾitsɛ
šeno	ʃano
šepkať	ʃɛpkatsʲ
šeptom	ʃɛptɔm
šerbel	ʒɛrbɛl
šerbľik	ʃærblik
šerif	ʃɛri
šero	tʃɛro
šestice	ʂɛstitsɛ
šestnásť	ʃɛstnˈaːsc
šestra	kʂɛstra
šestry	tʃɛstri
šesť	ʃɛst
šesťdesiat	ʃˈɛsdisˈet
šesťuholník	fʂɛstɔwɔwɲi
šesťčlennej	ʃɛsttʃlɪnnɛj
šetriť	ʃɛpɾit
šetrný	fʃatˈrni
ši	ʃtʃˈe
šialenec	ʃiɛlɛɲɛts
šialenosť	fʃijalɛnɔsc
šialenstvo	ʃiːjɒlɒnˈstuˈ
šialený	tsʲɪɔlɛmi
šibnutý	ʃɨbnudɨ
šicke	tʃitskæ
šicko	tʃɪtsko
šickych	tʃiːtsgeːç
šickym	tʃɪtsˈkɪl
šidzem	ʃuʲtsɛm
šidzemsto	ʂɨtszɛmstɔ
šiesty	ʃieste
šiestykrát	tʃɛstɪkraːp
šifoner	ʃifoneːr
šikac	ʃiːkats
šikmooký	ʃaferuaferoj
šikmá ulička.	ʃikmaː uːlitʃka
šikmý	tʃikniː
šikulka	ʃikuka
šimpanz	ʃɪmpanz
širokospektrálny	ʃiɾɔkɔspɛktaːɫniː
široký	ʃɪɾɔkk
širšieho	tʃɪrˈsiːɛːɦoː
širší	ʃɛrʃi
šitie	tʃik
šitý	ɕʃtˈe
šivi	ʃivi
šivy	ʃɪvɪ
šiška	tʃiʃka
šišky	fʃɛʃkɛ
šiť	ʃˈit
škaredý	ʃkai̯rði
škatuľa	skatulʲa
škoda	ʂkɔda
škodiť	ʃkɔdik
škodný	ʃkɔdniː
škody	ʃɣɑːdi
škola	ʃka
školiť	ʃkɔlik
školská aktovka	fkɔw̃ska aktou ka
školský	ʂkɔːski
školský rok	ʃkɔːskiː rɔk
škorec	ʃkɔrɛts
škorica	ʃkɔritsa
škorpión	ʃkɔrpion
škovránok	ʃkɔfraːnɔk
škrabanec	ʃkrabaɲɛts
škrabnúť	ʃkˈrɑbˈnˈoːd
škrata	ʃkɾata
škrečok	ʃkrɛtʃak
škriabať	ʃɪkrjaˈk
škriatok	ʃkɾiatɔk
škrkavka	ʃkɾkɛlkɐ
škrtačka	ʃkɐtˈaʃkɐ
škrtel	ʃkɐrˈtɛjˈau̯
škrteľ	ʃkartʲɛj
škrípe	ʃkˈriːpɛ
škvarna	ʃkvarna
škvrna	skrna
škvrnitý	ʃkvrnʲitɨ
škótsko	ʃkɔˈʊtʃkɔ
šlabikár	slabiːkar
šláger	flaːgɛr
šmahom	ʃvˈaːhˈɑm
šmajda	ʃmaːlda
šmatlať	ʃɑmɑtlatsʲ
šmaty	ʃmatˈe
šmaľec	ʃme̞l
šmece	ɕmɛtsɛ
šmej	ʃmej
šmiac	ɕmʲats
šmich	ʃmˈɛ
šmikňa	simekkinæ
šmišna	ʃmɪʃnɒ
šmišny	ʃmˈitʃnˈ
šmyk	ʃumˈik
šmykľavý	ʃmiːklavjiː
šmýkalka	ʃmjjkɐlka
šmýkať sa	ʃumʲejkak sa
šnupali	ʃnɔtali
šnurok	ʃnurɑk
šofér	ʃɔfˈare
šoférovať	ʃofɛjrɔvaːc
šoféruj	ʃɔfɛɾɔi
šok	ʃɒk
šokovať	ʃɔkʊvaʲt
šoltésová	tʃau̯taɛsɔva
šor	ʃɒɾ
šou	ʃɔː
šošovica	ʂaʂɔvitsa
špacír	patsɨɛ
špageta	ʃpagɛta
špajdľa	ʃpajdlʲa
špajza	ʃpajzʲa
španielsko	ʃpaɲioɫskɔ
španielčina	ʃpaɲiɛɫtʃina
špargľa	ʃparglʲɛ
šparhet	qɑrhet
špatne	ʃpatnʲa
špecialita	ʃpɛtsialita
špecifický	ʃpɛtsitskiː
špeciálny	ʃpɛtsiaːlj
špehovať	ʃpɛɦɔvɑc
špekulant	ʃpɛkulaːn
špekáčik	ʃpɛkaːtʃɪk
špenát	ʃpenˈɑd
šperhák	ʃperhɑk
šperkovnica	ʂpɛrkɔvɲitsa
špic	ʃpˈɪts
špicaté	ʃtitsadaj
špilka	ʃpjɫka
špina	spina
špinavá	spinaða
špinavé	spinova
špinavý	bʲnabʲi
špinavší	ʃpinatʃi
špiniť	ʃpʲinʲit
špiritus	spiɾɪtɔs
špirituál	ʃpˌiɾituˈaɫ
špirála	ʃpˈirɑːlɑ
špitaľ	ʃpˌɪtˈaʎ
špičkový	ʃpjitʃkɔvjiː
šplhanie	ʃpɔɦaniɛ
šplhať	ʃpɐgɐt
šplhový	ʃpɔɦɔviː
šplhúň	ʃpɔɦuɲ
špliechať	ʃpljɛxac
šport	ʃpɔrt
športe	ʃporkjɛ
športovec	ʃportovɛts
športovkyňa	ʂpɔrtɔwkiɲjɛ
športový	ʂpɔrtɔwjɛj
šprint	spɾint
šprintovali	ʃprijtova˥˩ːli˩˥ː
šprintovať	ʃprintɔvac
šprintér	ʃpˈrɪntaɪɚ
šprintéra	ʃprintera
