1	jæːj
調查	dˈyːtsˌu
調皮	dubˈe
調羹	kie˨˩˦kja˥˥
談	dˈɛ
請	tsɯ˥˩
請客	tsjˈnk˥a
論	plˈɛn
論文	læmbæn
論理	lə
諶	zˈɪn
諸	tsɯ
諸暨	tik˥
諸葛	sukˈa
諸葛亮	sukəljɛ
謎	mi
謙虛	tɕʰi˥˥ɕy˥˥
講	tɑŋ˧˥
講七講八	kutsɛ kuku
講也	a kom
講前落	kujiːluː
講否出	kuɾtʃi
講堂	ku
講爻當算	ko batuʃi
謝	dˌiːzə
謝謝	sja
謝謝儂	siən˨˩˦tɕʰy˥˩ʐan˥˩lɑʊ˨˩˦
謝謝儂了	tɕaʈzãn˥˥tʰau˧˧aʔ˦ a˥˧
謳	ˈɔ
謴	dʒuːzˈkɑːn
證	seŋ˨˩
識	niaŋ˨˩se˨˩
識字	sˈeɪz
譚	dɛ
警	tɕiŋ˨˩˦
警告	tanke
警官	tɕiŋ˥˧kʰu˨˩˦
警察	tseŋ˨˩tsʰɯ˥˥
警察烂眼	tsiŋtsilæːnjɛ
警惕性	dʒiŋ˨˩ tʰi˥˥sɪŋ˥˩
警报	tɕĩŋ˨˩˦pɑʊ˥˩
警方	tsiŋ˨˩fɔː˥
警犬	tɕɪŋ˥˥tɕʰɥœ˨˩˦
警觉	tɕĩ˥˥
譬如	pizɨ
譬如弗是	piziz
譬如讲	pe˥˥kɯ˧˥
議會	mi˥˧w�ai˨˩˦
護	dˌiːzə
護士	ruzz
護照	vutˈi
讀	tap
讀書	tˈɛstˈɛ
變	i˥˩
變形	aɾˈan
變態	pite
讓	pavʲerɨɫa
讖	zum
计	tsɯ˧˥
计划	swa
计算器	tɕi˨˩˦ʂɚ˥˥tɕi˧˥
计算机	tsi˥˧sɯ˧
订书机	tɛ̃n˧sɛw˧˥tɕiː˨˩˦
订书针	tɔ̙n˥sɛn˧˥tsɛn˧˥
认	njin˨
认可	zʊŋ˨˩˦kʰau˥˥
认弗得	nʲinʲːu̯kːɑtːʔa
认得	mjɛn˨˩täː˧
认真	n̪in˨˩tsɯ˥˥
讨债鬼	tʰɔ˥˥tsa˥˧
讨厌	dai
讨论	tɛrˈmɛn
讨饭	tsok˨
讨饭人	taveni
讨饶	tʰau˥˥ʰ
让开	ljoŋ˨˩ kʰe˥˥
训	ɕin˨˦
议	nˈe
议会	miwˈai
议员	njˈø
议题	n˪i˨˩˦ti˥˩
讯息	sɯ̟ᵝsɯ̟ᵝ
记	tsɯ˧˥
记博	pɔː
记录	kˈil
记得	tjita
记忆力	tʃitʃ
记性头	i˥˩
记牢	tsɯ˥˥
记者	tʐɨtsa
记者会	tɕi˥˧tsɤ˧˥ w˧˧
记认	tsi˨˩˦ nɪŋ˧˥
讲	tɛˈmɛnˈ
讲一声	koɴsaɴ
讲上讲	koŋ˨˩zə˥˩mɑŋ˧˥kɔːŋ˧˥
讲大道	kwɔː˧ta˨˩ tɔ˧˥
讲慢一点	ko˥˩mɛː˧˥ jɛŋ˧˥eː˧˥
讲播	kɑ̃ˈpʊ
讲故事	koŋkɯbɯz
讲蛮	la
讲话	koŋ˥˥e˨˦u˥˩
讲诮白	kɔ̃ʃˈɔ̃ bˈa
讲道理	kɑːnˈdˈʁɑːli
讴	u
讴难叫苦	aʊ˨˦ne˥˧tsu˨˩˦kʰu˨˩˦
讷	nɛ
许	xu
论	luən
论文	ləŋˈvæn
讼	sʊŋ˨˩˦
设想	sˈɛstˈɛɑ̃
设置	saɪ˨˩˦tsɯ˥˩
证书	ʈʂɤŋ˥˥ʂɚ˥˩
证明	tsɛnˈmiːŋ
评	p̚˨˩˦iːn˧˥
评弹	piŋtɛ
评论	pĩŋ˨˩nɤŋ˥˥
识	sˈa
识得	sata
识破	sapeau
诈骗	tsu˨˩˦ pi˨˩˦
诉	sou˥˩
诊治	ʈʂɤŋ˥˩tsɯ˥˩
词	fɔː
词典	tsɯ˥˩ti˥˩
词汇量	tsɯ˨˩˦ y˧˥ljɑŋ˨˩˦
词语	zɯnɯ
试	fɯ˧˥
试验	sɯn
诗	fˈɛ
诚	tsən˨˩˦
诚心诚意	sen˨˩˦ sin˥˧ zɤŋ˥˥sip˦
话弗出	au̯fˈtʃˈɾ
话筒	uɔ˨˩˦ʰ
话语	hɛːo
话语权	ɔ̃nˈit˦jˈɛ
询	sĩn˨˩
该就呕作爆破音	kiː˧tsyː˧ ɔːtsɔːbɔː˧pʰɔː˧
该搭点	ke˥˩teti˥˩
该瑲	kitsje
详细	tɕja˥˥ɕi˨˩˦
语	nɛsɨ
语录	nilo
语文	yːvˈɛn
语文课	n˩˩˦iz˥˩ kʰɤ˨˩˦
语气	ljojtʃi
语法	njˈuːfɔ
语系	ny˩˦i˨˩˦
语言	yniˈi
语音教学	jy˨˩˦ i˧˥
诮	sjˈo
误区	mən˨˩˦y˥˩
误导	ŋɔː˩˧m̩˨˩tɐk̚˥
诱惑	y
说书	tsɤ˥˩fu˧˥
说弗定	æfædiːn
说话	su˥˩
说谎	tsʰalɛwɔ
请	tsiŋ˨˩
请安	tɕʰiːn˨˩a
请问到上海中学怎么走？	tɕʰiŋ˨˩mɤ˥˥toʊ˥˥ saŋ˨˦ he˨˦zʊŋ˥˥la˥˧ nâŋ˧˧ tsɤ˧˧
诸暨	tɕi˥˥
诸葛亮	su˨˩tʰaʔ˨ lĩŋ˨˩˦
诺	nɔ
读	to
读书	tɕi
读者	m̩˨˩tɔː˥tsɛː˨
读音	dupˈinː
课	kau̯
课堂	kauːdɔn
课本	kɒlpˈinˈ
课题	kʰu˥˩ deɪ˧˥
谁是谁非	sai̯sɪz ai̯fie
谁知道	saniːʒotːa
谁说的	laˈʃo˥ˈoʁ˥
调	ljoʊ˨˩
调剂	tio˧˧tsi˥˧
调控	diɛːkɔ̃
调泰	tio˨˩ tsʰa˥˥
调皮	ta obi
调羹	dˈy kaˈ
调节	tjˈuːt˥sɛːt˥
谄	tɕʰi˥˥
谈	e̞k
谈恋爱	taj˧˧luːeː˧˧
谋	mɛː˧˥
谋杀	nˈeˈy˨sˈa
谑	ʃa
谓语	m
谜谜仔	memeitsɯ
谢啥啊	si̯˨˩la˥˧suã˥˧
谢菲尔德	θafiote
谢谢	seʁpe
谢谢你	sjˈæˈnˈo
谢谢侬	saˈjano
谢霆锋	tɕja˥˩ʈi˥˥fũŋ˨˩˦
谮	tsən˥˥
谱	pʰiːt˨˩
谶	sˈi
谷	kɔː
谷歌	tuk˨u˥˩
豁	xwˈɛ
豁口	xuː kˈaʊ
豁線	kua˧˧si˥˧
豁翎子	xuɔ˥˩lɪŋ˨˩˦tsɯ˥˥
豁虎跳	kwaχkʰim
豆	diu
豆卢	døːlˌɑŋ
豆子	tɤ˧˥ tsu˥˧
豆浆	tɛ ruxːtɕa
豆瓣酱	tɤ˧˥peɪ˥˧tɕjɑŋ˨˩˦
豆腐	d̪iːm
豆腐乳	ðiːum
豆腐乾	divˈɑ̃kˈlˈɑ̃
豆腐圓	dauɫe
豆腐泡	dʒuʃ tɨ
豆腐生	ioza
豆腐皮	tˈə le vˈy bˈi
豆腐花	dˈe- fʁˈu
豆腐軟	divˈoːnˈʌ
豆腐饅頭	tə˧˧ bɛ˨˦ tə˧˧
豆腐鯗	dʲivːʊ̯˧ɕjɛ
豆芽	dˈoʊɪn ðˈæt
豇	kɔ̃
豇豆	kondˈɛˈ
豌	we˧˧
豌豆	ʋˈeɪ
豎	dˈiʁ
豐富	bo˥˩nɕjɛn˥˩ʂoɔ˧˥
豕	sɛ
豚	dˈø
象	jɑŋ
象棋	ɕjɑŋ˨˩˦tsɯ˧
象鼻头	sjɛm bʲedɨ
豪	ɛ̃
豪燥	hɛsɛ
豪萨语	hou˨˩˦san˩˩˦
豬	tsɪŋ˧˥
豬八戒	tsɛjbɔk
豬圈	ʈʂɚ˥˥tɕɥœ˧˥
豬娘	tsi˥˩ɲa˥˧
豬欄	tsiː˧˥
豬油	tsɯ˥˩
豬油年糕	tsiiːnika
豬油湯糰	tsɯ˥˩ i˥˩ ʈʂu˥˩tsɯ˥˩
豬牯	tsiku
豬狗臭	tsit˦ku˥˧tsʰe˥˧
豬玀	tsɯ˥˥lu˥˩
豬窠	tsɯ˥˩ i˥˩
豬窠灰	tsɯ˥˥kʰoʊ˥˥
豬肝	tsɯ˨˩˦ku˥˥
豬腦子	tsɯ˥˥naʊ˨˩˦tsɯ˨˩˦
豬腳爪	kˈɯ tʃate
豬血	ʈʂɚ˥˥ɕɥœn˨˩˦
豬郎	tsɯ˥˥ lɑŋ
豬頭	tsɯdˈio
豬頭肉	dʒɯdeɲo
豬食鉢	tsi˥˥
豹	pɔ
豺狼	sˈaːlˌoʊ
貌	mˈɔ
貌容	mojon
貌著	mʊˈgɔ
貓	mˈɛ
貓狸	mɔːlɛː
貓頭鷹	modoɾa
負	v
財	zˈɛːd
財政政策	ze˨˩ʰtsən˧˥tsən˥˥tsa˨˩˦
財神	zˈɛzəm
財禮	sɐi̯leːi̯
貨	fu
貪	tˈu
貪小便	tsʃʃb
貪財	tʃiːzi
貫丘	kue˥˥e˨˦tɕʰiu˨˦
貴	dʒo
貴州	tˈes
買	mæ
買相	mɑːθˈæɾ
費	fˈiː
貼	tʃˈu
賀	u
賀蘭	vˈuːlɔ
資	tsɯ˥˥
資料	səeˈlɔː
賈	lɛʒɛ
賊	stˈɑt
賊骨頭	sakuaɾe
賠	laj
賢	i˥˩
賣	ma˥˩
賣衫	maso
賣衫場	maːsʌʔtʰa
賣衫灘	mæːsɑːtˈhɑː
質	sã˥
賬	kjɛ
賭	tɔv̞
賴	la
賺	dˈɔ̃
賽	se
贉	dˈø
贛	fˈy
贛語	ɑ̃nw˧
负	fɤ
负重	fuzˈɑ̃
贡梨	koŋˈli˥˩
财	sɛji˨
财产	se˨˩se
财神	sɛːzɨn
责任	sezen
责任感	tsɐˈŋˌtʃɔː˧
责备	tˈɛstˈɛbɛ
责骂	tsən˨˩˦mɔː˥˩
贤	i˥˩
贤惠	joʁˈi
败仗	bɒːzæ
败家儿子	fa˨˩˦ tsweɪ˥˥uən˥˥ʈʂɚ˥˩ ʈʂɚ˥˩
败绩	maːt̚˧
账户	tɕjɛ˥˥
账簿	kavˈo
质	tsoː
质子	tsɯ˥˩
质疑	tsɯ˥˥i˨˩˦
质量	tɕeʔlĩã˨˩a˥˧
贪	pe˨˩
贪嘴胚	tʰu˨˩tsy˥˩pʰe˥˩
贪墨	tʰɤ˥˩mɔː˨˩
贫	pʰiŋ˨˩˦
贫困山区	tsuɔ˥˥san˩˩˦ʈʂɚ˥˩
贫穷	tioŋ˨˩
贬义	pjɛ˨˩˦ ni˥˥
贬低	tiː t̪iː
购物	kʏ̞jʏ̞vʏ̞
贰佰贰拾贰	ljɛn˨˩˦pɤŋ˥˥ e˧˥nei˧˥
贱	i˥˩
贱骨头	si˥˧kwan˥˥uaɾ
贵	wˌi˨˩
贵妃	ʁyˈfi
贵宾	kʰi˥˥ piŋ˨˩˦
贵州	kwdˈiu
贵气	tkai̯tsi
贵重	koizum
贷款	ɛɛkue
贸	mɛj
贸易	moːˈjæ
费用	fjsjˈɔ̃
贺知章	tɕi˥˥
贼	sə
贼拉儿子	tsɯ˥˥  ʈʂɚ˥˩
贼腔	sɐtˈʃa
贼骨头	sakonai
贾	kka˥˥
贾宝玉	kapwnʝo
贾岛	tɕatːe
贾探春	ka˥˥tʰe˨˦tsʰən˥˥
资	tsu˨
资助	tsiztˈo
资本	tsi˨˩˦ pən˨˩˦
资本主义	tsi˥˧ fən˧˧tsu˨˩˦i˨˩˦
资金	tsĩ˥˧tɕĩŋ˨˩
赌神	tuːzɔ̃
赎金	sɔːˈteŋ˥˥
赏月	sɛn˥˩ɛk
赓	kaːn˧
赖学	lɔːw˧
赖孵鸡	la bts˦
赖皮	nobɛ
赚	tsuan˥˩
赚铜钿	sɛː˧˥tʰʊŋ˨˩tiː˥
赛	θi˥˩
赛季	sɛjts
赛跑	sɯibːo
赞	fˈa
赞刚	tsiaʔ˨ kɤŋ˨˩˦
赞叹	tsa˥˩ tʰa˥˩
赞扬	bioːˌjɑŋˌ
赞歌	tsa˥˥
赞美	tsa˥˥
赢家	i˨˩˦ gjɑ˥˥
赣卵	paʁ lə
赤	sɯ˥˩
赤佬	salɑ
赤孔	tsɯ˥˥kʰʊŋ˨˩˦
赤猪肉	tɕʰtsit˦nioŋ˨˩n˥˥
赤脚	sɐtˈʃa
赤腳	tsɯ˥˥
赤腳卵	tsʰɯ˨˩˦ʈʂʰɑʊ˥˥y˨˩˦
赤膊	tʃapːa
赤膊裸	tsipo˨˩laj˨
赤膊鸡代鸭愁	si po˥˩ːki˧˧pe˨˩˦ ɛslɛ˨˩˦
赤臀	sɯ dø
赤臀卵	sedøn
赤色	tʃʰɛːs˦a
赤蝦	tsʰɯ˥˥xu˥˥
赤豆	tsanao
赫	a
赫尔辛基	xa˨˩˦tsɯ˥˩ʂɑŋ˥˩tɕi˨˩˦
赫赫有名	xɤ˧˥ y˧˥mɪn˧˥
走	tsau˥˧
走人家	tsɤ˧˥niaŋ˨˩˦ka˥˥
走來	tsaʊ˨˩leɪ˥
走开	tsuɪ˥˥keɪ˥˥
走歸	tsio˨˩ʔai˥˧
走狗	tsʰakɯ
走睏罷	sakura
走路	tsaʊ˥˥lɔ˥
走轉	tˈə tˈə
走高跷	tɕy˨˩˦ kɔ˧˥
赵	tʃiw˨˩˦
赵云	tɕʰi˨˦ y˧˧
赵国	saːkwa
赵巷镇	tsuɔ˨˩ tseŋ˨˩
起	tɕʰi˧˥
起伏	sivˈa
起头	kʰi˥˩ tɤ˧˥
起子	ʂɚ˥˩tsɤ˧
起屋	tɕʰi˨˩˦u˥˩
起立	tʃiː˥˧le˨ˀ˩
起飞	tsi˥˩fˈi˧˧
超	tɕʰaː
超人	tʃɑːzæm
超市	tɕi˥˥
超盤牙	tsʰæːbʏng
超級	ʈʂʰɤ˨˩˦ tɕi˨˩˦
超越	tsʰaɪ˥˥ɥœ˨˩˦
越	œ̃
越剧	jɛ˨˩˦
越南	ljwˈt̚ˈ
越南語	lɛn˧˥
越南语	jɛn˥˩y˥˩uɔ˧˥
越发	if
越舞越兴	jævbʲaʃjɪm
趒	dʒiːm
趕	kə kˈɛnt
趕否待	lɛk˨t˥˥i˥˩
趕帶趕	tə takˈ
趕待	kɯde
趙	tjoɯ
趜	tɛj˧
趟街	tɕa
趣	tsʰɯ˥˩
趤	dˈo
趤街	tuka
趤趤	dˈaːnˈdˈɑ̃
趤马路	tɑmɑlɯm
趥	sŋ˥˥
趮	tɕʰeː
趮上去一皮弹	saˈlontʃɯ jibziːde
趱	se
趱来趱去	sɛliːzatʃ
趱赛跑	se si bo
足球	gɑːr
足球场	tsu˨˩˦tɕy˥˩ ʈʂan˨˩˦
足球队	tsuʒoɾe
趵	pu
跃	dˌiːzə
跆拳道	li˥˩tɕʰy˥˥tɛ˧˥
跌倒	keto
跍	kuː
跍在地上	kablat̪ zlɛn
跑	pɔ
跑堂	xɔːdo
跑步	a bˈu
跑道	pɔːdɔ
跑鞋	fou˥
跛脚	baːkjɑŋ
跟	kən˥˥
跟斗虫	kantiːzʊŋ
跟牢仔	qaːlːˈtsˤ
跤	kɔ˥˥
跪	tɕʰiːuː
跪下	suː
路	luː
路上逢着其	lə lˈɔ̃v yn aˈdi
路口	lɔ˥˧kɔ˨˩˦
路子	luːtsˈɛ
路数	lou˨˩sə˥
路标	luːgˈo
路桥	laːʊ̃gaː
路溪村	lu˨˩tsʰi˥˧tsʰaŋ˨˩
路食	lɔuzˈɛ
跳	tˈɛ
跳板	tɛopɛ
跳梆梆	tʃo˨˩pɔ˥˥pɔ˥˥
跳橡皮筋	tʰiɔ˥˥ ɕjɑŋ˨˩˦ pi˨˩˦ tɕiŋ˨˩˦
跳繩	tʃyˈzɛŋ
跳舞	tɕʰy˥˥
跳远	tɕjoʊ˨˩˦y˧˥
跳高	tʃuɛko
跶	dˈa
跷	tɕʰuɔ˥˥
跷拐儿	tɕʰjoʊ˨˩˦kweɪ˥˥ aɻ˥˩
跷脚	tʃoːtʃa
跺	tje˩˥ː
踅	e
踅个转身	ʃɪkɪtsijɛsm
踅转	ɕatsɯe
踏	tap
踏脚车	ták˨kats˥hɤ˥˩
踏腳車	ta˧˧ke˨˩ tsʰø˧˧
踢	tik
踪影	tsɔ̃˥
踫	ɛ
踮	ti˥˩
踹	fʃu
蹄筋	ti˥˧tɕjɛn˨˩
蹄髈	lɪŋpɔː
蹄髈麵	dpʰiː˨˩a˥˧mj˧
蹙	jɛ
蹦	bɔm
蹦跶	pˈʊŋta
蹩	hɪhˈ
蹩脚	pe˨˩˦tɕja˥˧
蹲	bən˧˥
蹲坑	ənˈkʰɑːn
蹲牢监	es lo ke
蹻	tjˈuː
蹿	tɕʰi˥˧
躁	tse
躂死躂活	tɤ˧˥ sɯ˥˧ tɤ˧˥ wɔ˨˩˦
躂躂滾	dˈoːdoka
躄	pˈɛ
躥	tsʰɯ˥˩
躥腳頓地	tsʰi˨˩ke˥˥taŋ˥˥di˧˧
身	sin˥˥
身上來	sa˥˩ɛ˧˥leː˩˩˦
身上有	sãŋ˥˥jɛ˥˥jɑʊ˨˩˦
身份	sa˨˩e˨˦kɛ˧˥tɤ˧˥
身份证	siː˧˧ wˈɛn˨˩˦ tsuː˧
身体力行	sen˥˥tʰi˨˩˦ li˨˩˦jɛn˨˩˦
身影	sɐˈiː
身朣	sanːtɔn
身體	sˈʌmθɪŋ
身體暖	sã˥˥tʰi˧˧ na˧˧˧
躬	tɕʰiː  t˥oʊ˥˩ lɪŋ˧˥fa˥˥ɪtjɛ˥˩ɪ˥˩ʐɤŋ˧˥ʐan˧˥ʈʂu˥˩ i˥˩tʰa˥˥ɕjɛ˥˥ʈʂu˥˩ i˥˩
躺	pʰɔː
車	sia
車司	ʈʂʰu˥˥sɯ˥˥
車水馬龍	tsʰyn˥˥mɔ˨˩˦
車牌	tsuba
車站	tsu˨˩˦tsɔ˨˩˦
車路	siɑ˥˩lu˥˥
車鈿	tsʊdi
軋	gˈo
軋鬧猛	ka noma
軍	tʃu
軒轅	hian˥˥
軟	ljoj
軟件	ly˥˩kʰi˨˩˦
軟柔	njˈuːzɒ
軟硬	nˈy nˈa
較	kɔː
較鬧鐘	tɕjoʊ˨˩˦nɔ˨˩˦tsʊŋ˥˥
載	tɕʰiː˨˩˦
輔音	fyljɛn
輕	tɕʰjɑŋ
輕飄飄	mh
輩	jˈuːt˥taɪ˥˩
輪	laŋ
輪姦	lɑŋkɛ
輪盤	laŋgu
輪船	laŋ˨˩
輪著	laŋ˨˩ dʑo˨˩˦
车	tɕʰu˥˥
车主	ʈʂʰu˥˥ʈʂɚ˨˩˦
车厘子	suɔ˨˩˦ ɕi˥˥
车子	tsʰu˥˥ʈʂɚ˥˥tsɯ˥˥
车床	suzɔn
车站	sŋ˥˥sɑŋ˥˥sæ˥˥
车钿	tsʰɯ˨˩˦ di˨˩˦
轧	ka
轧三乌	ɢazm
轧姘头	gəpˈhɪŋdəˈ
轧苗头	kã̠mĩ˥˩ʰoɯ˧dai
轧闹猛	la omɛ
轩	hi˥
转发	tsyː fɑː
转变	tsy˥˧pi˨˩
转念头	tsy˥˩
转折点	tsit˦tsit˦ ti˨˦
转换	tʃuɔ˨˩˦
转日	tɕjɛ˨˩˦ljɛn˧˥
转来	tɕjɛ˥˥lɛ˥˩
转移	tsweɪ˥˩y˧˧
转趟	tɕɥœ˧˥
轮	lɛnˈ
轮盘	nomata
轮船	lərɪ
软	njy˨˩˦
软件	nˈyːʒiː
软卧	mygˈo
软塌塌	lytatˈa
轰大卵泡	fˈɔntu lə pˈɔl
轴	tjˈuː
轴承	køzɪn
轻	tɕʰin˥˥
轻佻	tɕʰɪŋ˥˥hɤ˥˩
轻巧	kˈi˥an˥˥kʰɔ˨˩
轻微	tɕʰjɛn˥˥
轻松	tɕʰaŋ˥˥sŋ˥˥
轻柔	tɕˈɛnˌsɯjˌ
轻省	kʰeŋ˥˥sǎ˥˥
轻轻佼	tsʰĩ˥˥ tsie˧˧
轻轻松松	sʰɯ̞n˥˥sʰŋ˥˥sʰŋ˥˥
轻骨头	tsʰĩ˥˥kʷɔ˨˩˦tən˧˥
轿车	tɕʰoʊ˨˩˦
较量（較量）	tɕiɛ˥˥ljɑŋ˨˩˦
辉	fˈiː
辐	fou˥
辐射	fuzei
辑	tɕe
输入	sɯzɛ
输入法	syzˈafˈ
输出	sotʃt
辖	a
辛	sĩŋ˥˥
辜	u˨˩˦
辞	fɔː
辞源	sɯn
辞职	sɯ˥˩
辣	la
辣椒	lo
辣火	laxo
辣腸	lodʒe
辣花花	la hɤːhɤː
辣茄	laɣ̞
辣虎酱	nɑxˈbike
辣轟轟	lɛ˨˦ hũŋ˥˥hũŋ˥˥
辦	a
辦公室	pɔː˧˥kʰou̯̯˥saː˩˧
辩题	pi˥˧tsɯ˧
辯	i˥˩
辯七辯八	pipɔː˧apʰi˥˩
辰	sɛn˨˩
辰光	sãŋ˨˩kʰuaŋ˥˥
農	nõŋ
農曆	nˈoŋ lˈeɪ
边框	piai˥˥
边疆	pigant
辽宁	lˈɛ
达	da
过	tɛŋ˧˧
过千人口	ku˨˩˦ tɕʰi˥˧san˥˥kʰɑ˨˩˦
过去式	ko̞utʃisa
过家家	kuɟˈaka
过年	koŋni˨˦
过往	ua
过氧化氢	kɤ˧˥ i˧˥ku˨˩˦ʐan˥˩ ʂu˨˩˦tɕʰɪŋ˥˥
过犹不及	kujuː pɐtsɛ
过路客	kau̯ruk
过错	kɤ˥˩ tsʰɤ˥˩
迈	mˈa
迎	dˌiːzə
运	jˈin
运动	jøŋˈdɯdɯ
运营	joʊ˨˩˦u˥˩
运行	yn ˈeɪ
运输	joʊ˨˩˦sɯ˥˥
运道	jʊŋ˨˩˦tɤ˧˥
近	gin
近亲	dʒin˨˩tsɯ˥˥kɛ˥˥
近區	tɕjɛ˥˥
近區兒	dʒaŋ˨˩ɕy˥˩
近大銀	tʃaŋdʊɲ˩˦a
近視	tɕjɑŋ˥˥
近视	tɕiŋ˨˩˦y˧˥
近视眼	tɕjɛn˨˩˦ʐɚ˥˩ nɔ˧˥
还	u
还原剂	weɪ˧˥nit˦ʈʂɚ˥˥
还好	wu˨˩i˨˩hɤ˥
还当	we tˈɔ̃
还潮	o adzio
还潮天	tʰi˨˩˦
还畀人家	webɲinkaa
这	gˈoːɛ
这个月	iːkɪ̞ŋe
这作品	e˩˦go˥˧tsu˥˧pʰi˧n˥˥
这儿可以拍照吗	kɪn˧˥ti˥˩xɑ˨˩˦ pʰɤ˧˥tɕjoʊ˥˥tɕʰjɑŋ˥˥
这儿可以拍照吗？	tʰn˩˩˦tiː˥˩xɔː˧fʰt̚˨˩iuː˧ʃaː˧p̚˦˥ɔːn
这是我的	ke˥˩ iː˥˩kə˥˩ zɯn˨˩˦ ŋow˧˥ka˥˩
这碗麦虾多少钱？	ka˥˥wɔ˥˩ ma˥˩ʔa to˥˩ː ɕ tsʰwɔ˧˥tʰiɔ˧˥
这种事情么就不要再说了	katsɯ mɯzdʑɯɕitaɴtsɯitai
这边	klandio
这里	get ˈɪt
进	tɕĩã˨˩
进京	tɕiŋ˨˩˦ tɕiŋ˥˩
进场	tɕin˥˥
进展	tsiŋ˥˥tsɯ˨˩
进营盘	tɕĩ˥˥ im˥˩ pæ˨˩
远	i˥˩
远古	ɥœ˨˩ kou˥˥
远方	jˈø fˈɛ̃
远视	ɥœn˨˩˦sɯ˥˥
违抗	wkɔ˥˥
违规	wekwe
连	li˨˩˦
连刀块	li˨˩˦tɔ˥˥kʰe˥˥
连档模子	li˨˩˦ tɑŋ˥˥mu˥˩tsɯ˧
连续	teizʊ
连长	li˨˩˦tsɛ̃˨
迢	dˈi
迫	pa
迫击炮	matɕopːo
迫在眉睫	nei̯˩˧tsik̚˨
迷	ne
迷信	lɛjsɑŋ
迷宮	mitʃon
迷恋	nˈkɛ
迷迷子	meme
迷露	mˌiːzilˈɔ̃
迷露散	mʎ˥˩ dʑo˥˩ɾsaiːkikoɯgə�ɾaːtstɯeɾɯ
迷露濃	tɕʰi˨˩˦lɤ˥˩
迷露醒	bizɯɾɯm siŋ
迷露重	mi˥˧zən˥˧ɑoʊ˥˨ sɔ˥˥ŋ˥˥
迷露開	idʑoːkeː
迸	pˈɛnˈ
迸坼	fɑŋ˨˩˦tsʰab˥
迸缝	pɑŋ˨˩˦vũŋ˩˦
迹象	sit˦ le˨ˀ˦a˥˧
追	tɕiŋ˥˥
追求	seʁ
追赶	tsi˥˧kɤ˥˥
追踪	tsi˥˧tsʊŋ˨˩
追问	tsivˌin
退休	tai˧˧ xiu˨˩˦
退灶私	pʰe˨˩ʈʂoʊ˥˥sit˦
退課	t˥aɪ˥˩pʰu˥˩
送	sˈɔ̃
送人情	sanigɴkɪŋ
送子龍蹄	tʰoŋ˨˩˦ tɕi˥˥ lɔ˥
适合	ke æ
适应	sajˈɛn
适意	sɛj˥˥
逃	d̪e
逆转	nˈe tsyː
选	ɕi˥˧
选手	sˈi sˈeɪ
选择	fɕiːtˢa
逍遥津	ʃo˥˩ːjɔ˧˥dʒin˨˩˦
透	tɤ˧˥
透明	tɔŋ
透氣	tʰɑʊ˨˩˦tsʰi˥˥
透氣否出	tʰa˥˥ʰfu˨˩˦ tɕʰy˥˩
逐	tˈɛ
逐魂	dʒɯɫvɑŋ
递	dˈi
逗	tø
逗人喜爱	toj nisie
逗號	dau̯e
這	kɔː
通	tɔŋ
通信	tʰɔ̀ŋsã˥
通关	tʰɔ̀ŋ˧˧ka˥˥
通心粉	tʰʊŋsɪŋ feɪ
通知	tʰʊŋ˥˥tsɯ˥˩
通行证	tʰʊŋ˨˩˦i˥˥nʈʂən˨˩˦
通讯	tʊŋzæn
通话	tʰɔ̃ˈʁuː
逛荡	kwɑŋ˨˩˦tɑŋ˥˥
速	sau
速度	sɔdɔm
速战速决	sotːɯ sotːʰ
速率	sɪnsˈai
造	saˈ
造化	zjɛxu
造型	sæˈjɪn
造孽	saːrne
逢	pˈɛ̃
逢着	pənˈzə
連	dˌiːzə
連世	lɪsɪ
連番	lˈiːfˌɛn
週	tso
週歲	tsɤ˧˥sɯ˥˥
進	tɕĩŋ˨˩˦
進貨	fan˥˩fu˥˩
逻辑	lau̯tʃa
逼	bjˈɛt
逼真	pi˥˧tsən˥˧
逼近	bidʒiŋ
遁	dãŋ˥˩
遂	y
遇	nˈə
遊	ʝˈaʊ
運	joŋ˨˦
運動	jˈɔ̃tˈoʊ
運氣	ioŋ˨˦tsi˨
運道	aɴde
遍	pˈi
過	ˈoʊ
過期	kuʒi˨˩
過門風	kou˥˥mɤŋ˧˥fou˥˩
道	to
道喜	tɕʰi˧˥
道德	tɔːtsa
道德绑架	taada bɑŋka
道理	toli
道路	dɛlɔ
達	dɔ
達奚	ta˥˥ʂɚ˧˥
遗	i˥˩
遗传	zˈɔ
遗传性	u˥˩tɕy˨˩˦sən˥˥
遗愿	i
遙控板	jɑw˧˥kʰʊŋ˨˩pɛː˥˩
遞	ðeɪ
遠	mhm
遠控	lupʁˈɔ̃
遠視	mjˈuzi
適	sə
遲	tsɯ
遵从	tɕiŋ˥˧sʊŋ˨˩˦
遵命	tsɛnmɪn
遵守	sœ˧˥m̩˨˩˦
遺	dˈu
遺傳	nˈidʒy
遺傳性	ʒˈɛd mˈaːʒˈ
遼	lˈɪŋ
遼寧	ljoan˧
避而不见	bˈɛsˈœˈe pˈatˈi
避难	bjˈe
避风港	biz fˈɔ̃kˈa
邀	jo˥˩
邀一日	joːˈginnɛ
邀一邀	jɔjɛjɔ
邀请	iu˨˦tsĩŋ˨˩
邀请函	jes jø
還	vˈɑ
