.ئاسلان	bɑzɫæ
ماھىرە	mˌɐhiˈɾɐ
ماھىسارە	maːhejsɑːrɑ
ماھىسىمىن	mahisɪmen
ماھىسىيما	mɑːhˈsiːmə
ماھىسۇلتان	mɑhɪssɵltan
ماھىقەمەر	mahʲiqʊ̞mær
ماھىم	maːhɪm
ماھىنۇر	maːhen
ماھىيىتى	mɑːɦʈ
ماھىگۈل	mɑhiːgyl
ماھپارە	maħpare
ماۋۇ	maːuː
موبى	mˈuvi
موتاتماق	mʊ̞tætmɑq
موتوسىكلىت	mɒtɒsiˈkilɒtdi
موتىماق	mutəmɑq
موتەر	mˈutər
موتەك	motˈɛk
موخازا	moqɒːzɒː
موخوركا	boχurkɑ
موخەك	moʁɛk
مودا	moda
مودېل	mˈɔdʒl
موزاي	moːzɑːi
مولبولدى	molboldɯ
موما	mumˈa
مونەك	monɛk
مونەكلەشمەك	manekleʃmec
مويۇن	mɔjun
موڭغۇلىيە	mʊ̞ŋgɯ̞lɯ̞jæh
موھتاج	mˌuxtˈa
موھتاج بولماق	muhtɑdʒ bɔlmɑq
موھتاجلىق	muhtɑdʒɯlɯc
موھۇردار	mˌoʊɦˈurda
مىتتىدە	mʲitːʲɪdæ
مىتكوت	mitkɔt
مىتلوس	mʲitˈlɔz
مىتىق	mitˈk
مىتىلداتماق	mɪ̞tuldætmɑq
مىتىلدىماق	mʊ̞t̪ɫd̪ʊ̞mɑːq
مىتە	mitæ
مىجەز	ibʁiz
مىدوزا	midoza
مىرشاپ	mrˈʃəp
مىرغەزەپ	mirɣəzɛt
مىس	mˈɪs
مىسال	mɛsel
مىسىر	nˈɛ
مىقداردا	mɯ̞qtɑrdɑ
مىقدارى	mɑqtariː
مىقدارىدىن	mɑqtɑrɯ̞ðɪ̞n
مىكروسوفىت	mʲikɾuɾ˧ɑːsʊ˧ft
مىلتىق ئاۋازى	multtɯp ɑwɑzɪ
مىللىي بۇرژۇئازىيە	məllə burʒɑːziːə
مىللەت	nˈɛt
مىليارد	mɪ̞nːliːˈɑrt
مىليون	mɪljˈon
مىنىڭ قىز دوستۇم بولۇشنى خالامسىز	meniŋ qizdɑ ustɯm bɑlɑʃnɨŋ hɑlɑmsɯz
مىنۇت	minˈut
مىڭ	nɔ̃
مىڭئاي	mɯ̞ŋˈɑʏ
مىڭئىز	mɛŋʔiz
مىڭباش	mɯ̞ŋbɑsʲ
مىڭباي	mɯ̞ŋpaj
مىڭتاي	mɐ̃ŋtai
مىڭتۆمۈر	mˌɑŋtˈømər
مىڭتېكە	mɯ̞ŋtʲikæ
مىڭجان	mɯ̞ŋdʑɑn
مىڭخان	mʊ̞ŋxɑn
مىڭقان	mʌŋqɑm
مىڭقىيا	mʊ̞ŋkjɑ
مىڭكۈن	mɑ̃kˈyn
مىڭياشار	maːnˈgˈlæʃæɾ
مىڭيول	mɯŋˈjoːl
مىڭگۈل	mungu
مۆجىزە	mʏdʑizæ
مۆشۈك	yʃyc
مۆمىن	mømin
مۇئەللىم	muːɛlm
مۇبارەك بولسۇن	mubɑrɛk bɔlsun
مۇتئال	mutaːl
مۇتئالپ	mutʔaːlɯp
مۇتبەر	mutːær
مۇتسان	mutsan
مۇتسوي	mutsɔj
مۇتسىپ	mutsip
مۇتلۇق	mutˈluq
مۇتلۇقئالپ	mutluqʔɑːlɪp
مۇتلۇقئەر	mutɫuqɛr
مۇتلۇقتېكىن	mutlɤqteqim
مۇتلۇقخان	mutχɑn
مۇتلۇقكۈن	muttɑjˈʁun
مۇتەخەسىس	mutaqaʃasis
مۇخ	mˈˈ
مۇخبىر	mʊ̞χpɯ̞r
مۇداپىئە	mædæmˈpʰiː
مۇراببا	murapːa
مۇراجىئەت	muɾaːdʒɛt
مۇرەككەپ	mʏɾækːæp
مۇز	muz
مۇز توپ	muztɔp
مۇزداۋان	muzdɑˈvɑn
مۇزلۇق	muzluq
مۇزىكا	muzika
مۇزىكا ئەترىتى	mʊziːk ɛ tɤrtɪ
مۇزىكا مۇكاپاتى	muzika mu kapatete
مۇسابىقە	musɑbɯqɑ
مۇستەبىت	mustæbʲit
مۇستەبىتلىك تۈزۈم	mʏ̞stæbʲitɫɪ̞k tʏ̞ʰʏ̞m
مۇسەللەس	musɛllɛs
مۇشاۋىرەك مۇقامى	muːʃaː waːr əqmqɑmiː
مۇشاۋۇر	musjɑvor
مۇشۇ	mˈusjju
مۇقام	mqɑn
مۇقامشۇناس	muqɑmʃunˈɑs
مۇقامچى	mqɑntɕi
مۇقان	mqɑn
مۇقاۋا	muqɑwa
مۇقاۋىلىرى	muqɒvɒliri
مۇقاۋىنى	muqɑvɪmi
مۇقشار	muqsɑr
مۇقەددىمە	muqɛddumæ
مۇقەددەس بۇرچ	muqadːas boːrʊtʃ
مۇكاپات	mˌukˌaːpat
مۇكاپاتلاش تۈزۈمى	mukɑpɑtlaʃ tʏ̞zʏ̞mʏ̞
مۇكەممەل	mukammɛl
مۇلازىمەت	mˈunˈɑzɯmˈɑtfuːu
مۇمكىن	momkɨn
مۇناسىپ	munɑʃɯt
مۇناسىپ ئەمەس	munɑsɪp ɛmæs
مۇناسىۋەت	munasibet
مۇنبەر	mʏ̞nbær
مۇنچا	mʊ̃tʃˈa
مۇنچىلىك	muntʃɬɯc
مۇنچىلىك مۇلايىم	muntʃilɯk muɫɑjim
مۇنچىۋالا	munʧˈβɑlɑ
مۇڭسىز	mon
مۇڭغۇل	mugul
مۇڭلۇق	mumluq
مۇھىتىدىكى	mohitɪdɪkɪ
مۇھىم	mæhɪ̞m
مۇھەببەتلەشمەك	wˈʌthˈædbˈɛtðˈɪsmˈɪd
مۇھەرىرى	mʊˈʃarirɪ
مۇۋاپىق	mʊ̞ʊ̞tˤɤ̞
مۇۋاپىقلاشتۇرۇلغان	muɒpɒqlɒʃturulɒɾɒn
مۈشكۈل	myʃˈkyl
مۈشۈك ئېيىق	muʃkʲiʲq
مېتافورا	meitafora
مېتافىزىكا	metafizika
مېتال	mʲeːtːɑl
مېتالسىز	mijtɑlsɯz
مېتالشۇناسلىق	mʲitɑʂwntʃɫɛq
مېركۇرىي	mɛrkɔre
مېھر	mɛhɪ̞r
مېھرىئاي	mʲiʲbʲːlaːə
مېھرىبانۇ	mˌiħrabˈɑːnˈu
مېھرىبىبى	mʲiʲːabʲibʲi
مېھرىزىيا	neɦˈɛɾʊzijˈɑ
مېھرىناز	mʲiʃrɨnaz
مېھرىنىسا	mˈiɦrɨnˈsɑ
مېھرىنۇر	migɾˈunˈˈor
مېھرىيار	ɑːmiːəɾˈijˈar
مېھرىگىياھ	mɛxɾɛgiːɑ
مېھرىگۈل	mˈiçrgyl
مېھمان	mʲexmɑn
مېھمانخان	mʰɑːnxɑːn
مېھمانقىز	mehmɑnqɯz
مېھماننى ئۆيگە باشلىماق	mehmɑnni ʏjgɪ bɑʃlɑmɑq
مېھمانگۈل	mˈehmɑngˈil
مېھىر	mˈeˈɦr
مېھىرنىگار	mɛɦrnigar
مېھىنبانۇ	mʲinbaːnʊ
مېھىنگاھ	mʰɪːnnːgɑh
مېۋە	mʲivæ
مەبلۇغە	mɛbˈluːʁɑ
مەتبۇئات	mætbuʔɑt
مەتبەئە	mætpæːɛ
مەتلۇبە	mætˈlæbæ
مەتىنە	mɛtɪnæ
مەتە	mæ̹tæ
مەتەخان	mæteˈxɑːn
مەجىدە	madʒida
مەخدۇمئاي	mɑħtɔmɑɪ
مەخسۇس	mˈɛxˈsˈus
مەخسۇس ، ئالاھىدە	mɛxsus ɑlɑhɪdæ
مەدىنىئاي	adːinoːj
مەدىنىنۇر	mɛdʲinɪnr
مەدىنە	mɛdiːnæ
مەدىھە	mdiːħæ
مەدھىيە	mˈɑdˈhɪjɑ
مەرئىيە	mæɾˈiːɑ
مەربۇئە	mʲarbuʲa
مەرد	mærd
مەردان	mɛrdɑn
مەردانە	merdɒnɒ
مەردلىك	mɛrtlik
مەرزىيە	marʲizʲijɛ
مەرسىيە	mɛrsˈjɛ
مەركىزى بىرتەرەپ قىلغۇچ	bɒkliˈvɒˈ bˈtɒ qɒlgit njuŋˈjɒŋ tʃuɾutʃi
مەركىزىي	mæɾkzi
مەرمىزە	mɛrmizɛ
مەرىيرە	mɛrˈiːɾæ
مەرىپەت	mæɾjpæt
مەريەم	mæˈrʲiːm
مەريەمنىسا	mɛrjɛmnisa
مەرپۇ	mɛrpu
مەرپۇئاي	mærpɔaj
مەرپۇئە	mɛrplɛ
مەرگەنئەر	mærgænær
مەرگەنباي	mærgænbɑj
مەرگەنبەگ	mærgænbæk
مەرگەنكۆز	mæɾgænkøz
مەرھابا	mæɾhɑːbɑ
مەرھۇبە	merhoːbæ
مەرھەبا	mæɾhɑːbɑ
مەرۋان	mɛrvɑn
مەرۋايىت	mærwaɪ̞t
مەرۋايىتئاي	mʲarwaʲidoj
مەرۋايىتئايىم	mærfɑʲitɑːjm
مەرەجە	mæɾɛdʒæ
مەرەمنىسا	maʕramnɨfa
مەززىلىك	mɒzlik
مەزمۇنلۇق	mɒzmunluq
مەسئۇدە	mæsˈsˈɑːdæ
مەسئۇل	mɒsul
مەسئۇل بولماق	mɛspul bɔlmɑq
مەسئۇل مۇھەررىر	mæspuɫ muhærɪ̞r
مەستانىلەر	mæstɑnælær
مەستۇرە	mɛsturaː
مەسلىھەت	mæslʲɪhæt
مەسىلە	mæslæ
مەسىلەن	mɛsɪlɛn
مەسۇمە	mɛssumæ
مەشغۇلات	mæʃqɒˈllɒt
مەشغۇلاتنى	mɛʃχolatnɨ
مەشقاۋۇل	mæʃqɑbu
مەشىق	mɛsɨq
مەشھۇدە	mæʃudæ
مەشھۇرە	maʃhuːra
مەغرىبە	mɑgɾˈibɑ
مەغلۇبىيەت	mʔɑxluːbɪjɛt
مەغپىرەت	mɛgprɛt
مەغپۇرە	mɒgpwˈrɒˈ
مەقدىرە	mɛqtʲiɾæ
مەقرۇبە	mɑqrɔðɑ
مەقسۇدنىسا	mɒqsutniˈsɒ
مەقسۇدىئاي	mæxˈsuːdɑːj
مەقسۇدە	mæqsædæ
مەقسەت	mɛqsɛt
مەكتىپى	mˌɛktbˈɪl
مەكتىپىمىزگە	mktipimizgæ
مەكتەپ	mʲaktɛp
مەكتەپكە	mʲɛktʲæpʲkʲæ
مەكتەپكە بەرمەك	mɛktɛpkæ bɛrmæk
مەكتەپلەردىكى	mɛktɛplærdɯki
مەكتەپنى	mɛktæpniː
مەكتەپنىڭ	mɛʃtɛpnɛŋ
مەككە	mækːæ
مەكىت	bækt
مەلىكىئاي	meniːˈli
مەلىكىزاد	mˌeˈliːkzˈat
مەلىكىسىيما	mɛliːksiːma
مەلىكە	mʃ
مەلۇمات	mæːlumat
مەلۇمە	mɛlumɛ
مەمتىمىن ھوشۇر	mæmɪ̞tʲɪmɪ̞n huʃuɾ
مەملىكەت	mɛmliːkɛt
مەمۇرە	memoræ
مەمۇنە	mamuna
مەن	mæn
مەن ئاتا ئانامنى بەك ياخشى كۆرىمەن	mɛn ʔɑtɑnɑmnɪ bɛk jɑχʃi kørmɛn
مەن ئانا تىلىمنى سۆيىمەن	mæn ɑnɯ tilimni sujmæn
مەن سىزنى سۆيىمەن	men siznɪ søjimen
مەن سىزنى ياخشى كۆرىمەن	mˈɒn siznˈi jɒʃi kɒˈɾˈmɒnˈ
مەن سۈلەيسۈن بىقىۋالدىم	mæn sylæjsyn beqɨvɑldɨm
مەنارە	menɑːrɑː
مەنزۇرە	menzuɾa
مەنسۇ	mænsʊl
مەنسۇبە	mensɔbæ
مەنسۇرە	mænsʏrɛ
مەننا	mænnæ
مەنىۋى بايلىق	mænʲwi bɑjlɯ̞q
مەيدان	mæjˈdæn
مەيسۇرە	maisurɛ
مەپتۇنە	maptuːna
مەڭزىئاي	menˈzəˈɑːj
مەڭزىگۈل	mɛngzgyl
مەڭقىز	mænqiz
مەڭلىكئاتا	mɛŋlɨkɑtɑ
مەڭلىكئالپ	mɛnlɨkʔɑˈlɯp
مەڭلىكئاي	mɛnlixaj
مەڭلىكئايىم	mæŋlɪkʔɑjɪm
مەڭلىكئوغۇز	mɛʁlɨkʔuʁuz
مەڭلىكئوغۇل	mɛŋlɪkʔoʁul
مەڭلىكئەر	mɛŋlɪkʔɛr
مەڭلىكباي	mʲɪŋlʲɪkplʊ̞j
مەڭلىكبەگ	mʁˈlʲkbeʁ
مەڭلىكقىز	mɛŋlikqɤz
مەڭلىكيىگىت	mɛuɫlikegep
مەڭلىكگۈل	mɛŋlikgyl
مەڭلەش	mɛŋlɑʃ
مەڭلەشقىز	mɛŋlæʃqɯz
مەڭنىسا	meŋˈlˈɒsɒ
مەڭنۇر	mɛngnuɾ
مەڭىزلىك	meŋizdik
مەڭگۈ	euh
مەڭگۈئالپ	mængʏɑːlɯːp
مەڭگۈئاي	mɛ̃ˌgyˈɒːj
مەڭگۈئۇز	mængʏ̞ʏz
مەڭگۈئەر	mæŋgyːɛr
مەڭگۈباي	mænɪ̞bɑ̝j
مەڭگۈبىكە	mæŋgyʲbʲekæ
مەڭگۈبەردى	mænɟybærdi
مەڭگۈبەرق	mæŋgypærɨq
مەڭگۈتاش	mʃŋˈgyːˈtɑʃ
مەڭگۈتاي	mʲæŋgʲɪtäj
مەڭگۈتۆمۈر	mængʏtʏ̞mʏ̞r
مەڭگۈتېكىن	mæŋgytæqˈin
مەڭگۈجان	mængʏdˈɑn
مەڭگۈخېنىم	mængyχxɛnɪ̞m
مەڭگۈسان	mɛngysən
مەڭگۈسوي	mæŋgysɔj
مەڭگۈقان	mʏ̞ngʏ̞qhæn
مەڭگۈقۇلى	mæjˈn�igɑjʊqʊlˈli
مەڭگۈكۆز	mɑ̃ˈʒˈukəz
مەڭگۈل	mængyl
مەڭگۈناز	mɛŋgynaz
مەڭگۈنۇر	mængʏ̞nʏ̞r
مەڭگۈياش	mɛŋgyjˈaʃ
مەڭگۈيۈز	mɛngujyz
مەڭگۈچېچەك	mʁutʃitʃek
مەڭگۈگۈل	mæŋgykyl
مەھبۇبە	mɑhpubæ
مەھجۇبە	mɑhtʃɯbæ
مەھدىيە	mɑhˈdɯˈjɑ
مەھرەم	bæħræm
مەھرەمنىسا	mɛħrɛmnɪsɑ
مەھسۇرە	mæhsˈʊræ
مەھسۇلاتى	mæsulɑtɪ̞
مەھلىيا	mˌɑðiˈjɑ
مەھمىدە	mˈɑːhmˈidˈɑ
مەھمۇد قەشقىرى	mæhmʊ̞t qæsqʲɪrɪ̞
مەھمۇدە	mɑhmudˈa
مەھمۇسە	mɑhemuːsɑ
مەھپۇزە	mɑhˈpʊzˈzɑ
مەۋا	dwˈa
مەۋجۇدە	mau̯da
مەۋلاخېنىم	mɛwlaχɪ̞nɪ̞m
مەۋلاقىز	mɛvlaqiz
مەۋلانىيازخان	mɛvlɑnɪjɑzχɑn
مەۋلانۇر	mɛwɫɑnur
مەۋلۇدە	mæwludæ
مەۋھۇم	mɛvˈʁum
ن	ne
نا ئىنساب	nɑː ʔiːnˈsæb
نا ئۇستا	nˈɔl stˈɑr
نائىلاج	naːilɑːg
نائىنساب	naːiːn˨˩sɐp̚˨
نائۇستا	naːwˈsta
نائۇشنىك	naːuʃnɛk
ناتسىستلار قالقىنى	mɑtsɨztlɑr qɑlqinɪ
ناتونۇش	nɔtunus
ناخشا	nˈoɣisˈɑ
ناخشا - مۇزىكا	nɒxˈʃa mʊzikɒ
ناخشا ئاۋازى	nɑxʃɑ ʔɒːvɒziˈ
ناخشىچى	nɔʋʃtɕe
نادان	nadan
نازارەت	nazaːrɛt
نازىگۈل	nɑzgul
ناغراچالدى	nɒˈɵɾˈitʃɒldi
نالە	nɑːlɛ
نالە- پەرياد	nɑlɛ pɛrjɑt
نامئال	nɑmɑl
ناماز	nɒːmɒːz
ناماقۇللۇق مەشرىپى	nɑmɑ qulluq mɛʃrɛp be
نامايەن	nɑmaajn
نامايەن قىلىش	nomɑjɛŋklis
نامدا	nɐmda
نامرات	namɾat
نامراتلىق	nɐmrɑtlɑq
نامى	naːmi
نامىدا	namda
نامىدىن	namɛden
نامىنى	namne
نان	nˈoːn
ناننى بۇردىلىماق	nɑnni purdɯlɯmɑq
ناھايىتى	naaːjiti
ناھىيىلىك پارتىكوم	nɘɮhɛlɘk pʰaːtkum
ناھىيە	nˈahˈiɛ
ناھىيە باشلىقى	noɑjɛ bɑʃtɯpɯɛ
ناۋا مۇقامى	nawaːh moqaːmi
ناۋادا	navadak
نوكۇز	nˈɒkʒ
نومۇر	nˌumˈuɹ
نومۇرلۇق	nˈʌmˈrˈlˈq
نىساخان	nasɑhɑn
نىسبىتى	nɛspiti
نىشان	nʃɑːl
نىشان قىلىش	nɪʃɑn qilɨʃ
نىقاب	nɤb
نىياز	niˈɑːz
نىيۇيورك	nˈeˈwˈjɔrɯk
نۆل	nøːl
نۆۋەت بىلەن	nʏ̞vʏ̞tpɫæn
نۆۋەتتە	nʏ̞bʏ̞tːæ
نۇتۇق	nˈotˈɔk
نۇر ئەپشان	nr ɛpsjɑn
نۇرئەر	nˈuɾˈɛst
نۇربول	murbol
نۇرتاج	nurtɐzj
نۇرتاغ	nʊrtag
نۇرزات	nrzat
نۇرسىز	nursiz
نۇرسۆيەر	nursujæɾ
نۇرقان	nrqɑn
نۇرقۇت	murqɯt
نۇرقۇت دۇنياسى	murqut ʔøz
نۇركەلدى	nˈʊɾxɛldˈɛ
نۇرلان	nʊɾlan
نۇرچاچ	nurtʃatʃ
نۇسخىسى	nuzxˈsi
نۇسخىلىرى	uzxldˈirɪ
نۇسخىلىرىدىكى	nuzˈqijɒɾɒdiki
نۇسخىلىرىنى	musqnlɑrini
نۇسخىلىرىنىڭ	musqɪjlæˈɾænɯ̞ŋ
نۇسخىلىق	nʊ̞sχɪlɯ̞q
نۇقتا	luxta
نېمىشقا	nemʃqɑ
نېمېدىگەن	nemiqɑrɑp
نېمە	nˈme
نېمە ئىش بۇ ؟	nemiʃ bu
نېمە ئىش قىلىۋاتىسىز ؟	hemɛ iʃ qilɪwɑtsɪs
نېگاتىپى	nˈegˈɑːdpˈe
نەتىجە	nˈɛtidʒɛ
نەرسىلەر	nɒɾsˈlɒɾˈ
نەرسە	nˈɛrsɛ
نەزەرىيىسى	nazaːrkse
نەسلىئالپ	nesˈlɛɑˈlɯp
نەسلىئەر	nɛslɛʔɛr
نەسلىباتۇر	nɛslɛbatur
نەسلىباي	nɛslɑj
نەسلىبەگ	nɛslbæg
نەسلىتۈرك	nɛslɛtʏ̞rʏ̞k
نەسەن	næsæn
نەشرى	nesɾi
نەشرىيات	næˈʃiːriːˈjɑt
نەشرگە بەرمەك	næʃɪ̞rgæ bærmæk
نەشىر	nˈɛsɛʒ
نەشىرلىرىنى	næʃiɾlæɾini
نەفەس	nefɛs
نەق مەيدان	nɛqmæjdæn
نەقىش	aˈsˈe
نەلىك	ɒˈnɒlik
نەمدەش	nɛmdæʃ
نەي	ˈoɾa
نەيزىسىمان	najzəsman
نەپ	nɛt
نەچچە	ne
نەچچە يىل بۇرۇن	nætʃtʃɪjɪl brun
نەۈرۇز	nˈɛɹlgˌu
نەۋقىران يۈسۈپ	næw qɪ̞ɾɑn jʏ̞sʏ̞p
نەۋكەر	naɔkjɛr
ي	i˥˩
يا	dˌiːzə
يا ئاللا	jɑ ælˈlɑʔ
يا بولمىسا	jɑɣɯ bolmɯsɑ
يا پىرىم	jɒˈpɾim
يابغۇبەگ	qɔpɢobɛk
يابۇقا	jɑbuqɑ
يات	jˈɑ̃
يات ئادەم	jæt ɑdæm
يات تۈرلەر ئانتىگېنى	jɑt tʊrlær ɑntiːgimi
يات-يۇپۇر	jatjuːpˈor
ياتاق	jɑtɑq
ياتاقخانا	jätakχɑnɑ
ياتاقنى تازىلىماق	katɑqnɨ tɑzɫomɑq
ياتاقنى پاكىزلىماق	jatq iː ʔaːkslɑwɑ
ياتسىرىماق	jɑtsɯrmɑq
ياتسىنماق	jɑtsɯnmɑq
ياتغاق	dˌiːzətˈraq
ياتقۇزماق	jɑtqhoʃmq
ياتلىق	jɑtlɯ̞k
ياتلىق بولماق	jɑklɪk bɔlmɑq
ياتلىق قىلماق	jɒtliq qilmɒq
ياتۇق	jɑtɯk
ياخشى	jɑχʃi
ياخشى تۇرىۋاتامسىز	jɑχʃi turɯvɑtɑmsɯz
ياخشى كۆرۈش	jɑqʃi køryz
ياخشىمۇسىز	jɒxˈʃiˈmˈiˈsiz
يار	jɑr
ياراتقان	jɑrɑtqɑn
ياراتمىش	jɑrɑtmis
يارارئەر	ɟɔˈrɑrɛr
يارارباتۇر	jɑrɑrpɑˈtːur
يارارباش	jɐrɑrbɑs
يارارقان	jɑːrɑːrkɑːn
ياراش	jɐɾɑs
ياراق	ɑˈɾauː
ياراقلىقئەر	järɑqlɯ̞qær
يارال	jɑrɑl
ياراچ	jɑrɑtʃ
ياربەگ	jˈɑːrbˈɛg
ياردىمىدە	jɑrdɪmɪdæ
ياردەم	jɑrdɑm
ياردەم بېرىش	jɑrdɑm gɛrɛʃ
ياردەم قىلغۇچى	jɑˈrɪtæm qɯlʁutʃi
يارغۇچى	ɑrʁutʃːi
يارقان	tʃarkɑn
يارقىن	järqʊ̞n
يارقىيا	jˈɑrqiˈjɑ
يارىشىملىق	jɑrɪʃɪmlɛq
ياريىگىت	jɑrʲiˈgit
ياز	jɑz
يازسام	jɑzsɑm
يازغان	jɑːzgɑːn
يازغى بۇغداي	jɑːzɯbʊɢdɑj
يازىدىغان	jɑzidɑgɑn
يازىمەن	tɛzmen
ياساق	jɑsˈɑq
ياساقچى	jasɑqtʃi
ياسالدى	jɑsɑɫdi
ياسان	jɑˈsɑn
ياساپ	jɑsɑp
ياسىلىش	jɑsɯdeʃ
ياسىماق	jɑsɪ̞mɑq
ياسىن	jɒsijn
ياسىن ئېلىي	iˈjɑːsɯn ɛˈli
ياسۇن	jasun
ياش بوغۇنلار	jɑʃ bɔʁˈumlɑː
ياشئەر	jɔʑˈr
ياشا	jɑˈʃɑ
ياشارئوغلى	jɒʃɒɾˈɒˈgli
ياشارباش	jɑˈʃɑɾbaʃ
ياشارشات	jɑˈʃɑrʃɑt
ياشاش	jɔʧɔʧ
ياشانغان	jæsjɒnɒhɒn
ياشانۇر	jasiɑnur
ياشباي	joʃˈpai
ياشبەگ	sɛ
ياشلارغا	jɑʃlarʁɑ
ياشلارنىڭ	jɑʃlɑrnɯ̞ŋ
ياشىن	ja˥˩ɕi˥˧n
ياغاچ كېسىش	jɑˈgɑtʃ kesiʃ
ياغاچ ماتېرىياللىرى	jiʁætʃ mɑtɛrjɑllirɪ
ياغلاقار	jɑʁɯ̞ɫɑqɑɾ
ياغلاقارقاغانئاتا	jɑʁlɑqɑrqɑʁɑnɑtɑ
ياغلىق	jɑʁliːk
ياغلىقباي	jɑʁiliqbɑj
ياغمىش	nˈə
ياغىباستى	jɑːɣbɑstɯ
ياغىباسقان	ɑɢɑpɑsqɑn
ياغىز	jɑːɣɯz
ياغىزئالپ	jaːgɯzɑːlɯp
ياغىزئەر	jɑqɯzɛr
ياغىزباي	jɑːgɯzbaj
ياغىزخان	jɑːqzæˈkɑn
ياغىزقۇرت	jɑʁizqurt
ياغىنئالپ	jɑːɣɯmʔɑlɪp
ياق	jɑq
ياقتۇرۇپ قالماق	jɑkturup qɑlmɑq
ياقماق	jɑqmɑq
ياقۇتجان	jɑqdʒɑn
ياقەس	jɑqɑs
ياكى	jɒki
يالاز	jˈɑlɑz
يالازئالپ	jɑlɑzɑˈlɯp
يالازئاي	jɑlɑzɑj
يالازان	ɑɫɑzɑn
يالاقچى	jɑˈlɑqtʃi
يالاڭ تورنىك	jɑlɑŋ tornɨk
يالاۋاچ	jɑlɑvɑt
يالتىراق	jɑltrɑq
يالدامىسى	jɑldɑmisi
يالغۇز	jɑlʁuz
يالغۇزلۇق	jɒlɒuzdɒq
يالغۇزەك	jɑlʁuzɛk
يالمانقۇلاق	jɑlmɑnqilɑq
يالىم	ˈjɑlim
يالىنىش	jɑːlɯˈneʃ
يالچىن	jɛ̀ltʲin
يالچىنتاڭ	jɑltʃinttɑŋ
يالچۇق	jaltʃok
يالۋۇرۇش	jɑlbɔɾʊʃ
يامان	jæman
يامانئۆز	jɑˈmɑnøz
يامانتاي	jɑmɑnˈtai
يامانتۈرك	jɑmɑntœrɛk
يامانيىگىت	jɑmɑnʲiːgɛt
ياماچ	maːt
يامغۇر	jamuɣoɾn
يامغۇر ياغدى	jɑmʁur jɑʁdɯ̞
يان	jɔn
يانارتاغ	jɔnɑrtɟag
ياناچ	jɑnɑtʃ
يانبۇغا	jɒnˈbuˈgɒ
يانتاق	jantap
يانفون	jɔnˈfɔn
يانفۇن	jɑŋfɔ˥˩ʃau˥˥dʒi˧˥
يانماس	jɑnˈmas
يانماسئەر	jɑnmasɛr
يانىق	jɑnɯk
يانىقئەر	jɑnɯ̞qɛr
يايبۆرە	dʒɑjbøːræ
يايلاق	jɑjɫɑq
ياپتوغرۇل	jɑptɔʁroːl
ياپتۇرمىش	jɑptuɾmis
ياپونىيە	jakpɯ̞nnïi
ياپىلاق	jɑpɫɑq
ياپۇنىيە بەك گۈزەل	japlini jɛ bɛk gʏzɛl
ياچىۋەك	jɑkɯk
ياڭاق	ɑˈq
ياڭراتقۇ	jauɾatqoːdɟiljɛmpoːl
ياڭزىنىڭ	jɑŋzɯnɯŋ
ياۋئاتار	jɑuɑtär
ياۋايى	javaj
ياۋۇز	jɑvuz
ياۋۇزئەر	jɑvɯzɛr
ياۋۇزبەگ	kavuzbej
ياۋۇزخان	jɑvuzxɑn
ياۋۇزسوي	jɑvɯzsɔj
يوتقان - كۆرپە	jotqɑn kørpɛ
يورتۇغ	jˈʊɾtˈuːg
يورغا	urɣa
يورغىلاپ مېڭىش	jurʁʉlɑp miŋiz
يورۇق	jɔɾuq
يورۇقئەر	juɾuqɛr
يورۇقتاش	juɾuqtɑʃ
يورۇچ	ɒˈɾutʃ
يوغان	juˈʒɒn
يوغان كۆز	juʁɑn køz
يوق	jɔk
يوقالماق	juqɑlmɑq
يوقتى	jokti
يوقسۇزلۇق	jɒqsiˈzluˈq
يوققۇ	jɒqqu
يوقكەن	juqkæn
يوقلاپ	jɔqɫɑp
يوقلىماق	jqqimɑp
يوقمۇ	jɔkmu
يول	jɔɫ
يولئالدى	jɔɫɑɫdɯ
يولبارىس	jɔlbaːrɪs
يولبەردى	jɔlbɛrdi
يولتاپ	joltʃæ
يولتۇزبەگ	jˈultuʃbˈɛg
يولداش	jʊɫdɑs
يولدىن ئۆتمەك	jˈldin ʔøtmɛk
يولغۇن	jʊ̞ɫʁʊ̞n
يوللاپ	jullop
يولىدىن	jɒlɒdin
يولچى	juɫtːi
يولۋاسئوغۇل	jɔɫwɑsʔogul
يولۋاستېكىن	jɔɫvɑztekin
يولۋاسجان	jˈɔɫvɑsʤɑn
يولۋاسخان	jolʔɑsxan
يولۋاسچىقتى	jɔɫvastʃɪqtɪ
يىت	it
يىتتۈرمەك	ittʁymɛk
يىتتۈرۈلمەك	itˈtyrylmɛk
يىتمەك	itmɛk
يىتىم	et̪im
يىدىم	gidim
يىدىڭىزمۇ	ɯnɯzmu
يىراق	jɯ̞rɑq
يىراق ئاي نۇقتىسى	jɪrɑq ɑjnɯqtsɯsɪ
يىراق نۇقتا	ɪ̞rɑq nuqtɑ
يىراق يىقىن	jʊ̞rɑq jɯ̞ʁɯ̞n
يىراق-يېقىن	i̠rɑqjɯ̞qʊ̞n
يىراقتىن كۈزىتىش ئۈسكۈنىسى	elɒχtɒ kˈuzki sɒskiɾ iʃiˈnˈg dʒɒqmuiʃi
يىراققا ئۇرۇلغان توپ	jɪrɑqqɑ ʔurulʁɑn top
