'chuile sheans	hella hænts
tá brón orm	tɑˈbɯɾɯ ɔɫuɾum
tá brón orm.	tˈaprɔnˈɔrɛm
tá codladh orm.	tɑqɯnla ʔɑˈrɯm
tá cuspóir leis an oideachas	tˈak ˈkɒs poˈɾ lɒʃɒˈnɒld xˈɒs
tá cónaí orainn i sochaí.	tˤkˤoːnˤəi ɑrɾːna sːaxːe
tá daoine gorma tábhachtach!	tɔ diːnə gɔːmɛ tɔɑɓɑq tɔg
tá deabhadh orm	taː dɐorum
tá do mhilseán agam.	tat vɨlt ʃaːn aːkam
tá dínit an duine dosháraithe.	tʰat tɪ̞n ʲtʰɛnt ðæn ðä tʰä ɢä̝rɪ̞ jɛm
tá fadhbanna agam faoi láthair.	tˈɑfəɪt nˈeː ˈɛɹkəm fɪlˈɛɦɛt
tá fáilte romhat	tˈɑfəlˌeɾot
tá fáilte romhat.	a fɔː tɕˈɚt
tá gléas maith beo orthu.	tɔgɛeʃ ma bʲowɚhʊ
tá grá agam duit.	tæk kuɾɑlɑkɯ̞m tʊ̞t
tá grá agam ort	tagrak ɔmɔrt
tá imní air	tɑjɯm niːjeɾ
tá luachanna ag gach duine.	tɒlˈiɒhˈinˈɒ egɒʃ diˈni
tá mise go maith.	tˈɛm ˈhɪʃɪgəmaj
tá mo bhord mór	tɒmˈvoːrdboːr
tá muid	taːmɯdʒ
tá mé	aome
tá mé ag dul go dtí...	tɔmɛ mɛðulˈgˈʌɛ
tá mé bréan den obair.	tʊ̞mʲɛ bɪ̞ɾæjæm tʲɪnɑbɪ̞r
tá mé ceart go leor.	tʰɪ̞mɪ̞ kækɪ̞l joːoɾ
tá mé go breá.	ta˦˥n˧aka˦˥ beːːː˥aː
tá mé go dona	tamak dɔna
tá mé go maith, go raibh maith agat, agus tú fein?	tomɛɣɔ mai̯ gɔdɔv maɪˈɛɹkˈɛt ɑːgə stʰəɹiːən
tá mé go maith.	tɑːmiː hæmɑ
tá mé i mo chónaí i ngaillimh.	tɑmɛmɨxuːn ɛŋaːjlɛ
tá mé i mo chónaí sa ngaeltacht.	tɑɪmɛn mæxɛnɪːnɑ ʑiʁaːl taktɑ
tá mé scanraithe.	tɑmɑskanɑɾɛɛ tɑmɑskan trɛj
tá mé togha	tʰɔ̀ːm˧ʔaːw˧kʰɔːmǎ˧tʰaːw˧
tá na hiriseoirí ann.	tɑːnhæjˈr ʃæriːˈjɑːn
tá na liomóidí agam.	tɔnɔli maw diakom
tá naoi rud 's nócha ann	tɑnɑj ro dɑstɑnɑj χɑn
tá ocras orm.	tʃi okɾas arɤm
tá olc orm.	tɑ ɑɫ qɑɾɑm
tá rud éigin ag teacht.	dˈoː rˈudə jˈɛgəŋɪk tʃˈaxt
tá siad	tɑːˈʃiːd
tá siad ag bildeáil tí	tɑjtʃɪjɛdɛ biɫdeː ɑːl tiː
tá sibh	taːʃɯz
tá siorradh beag isteach ann	tˈas skˈɛl əbˈa gəʃtˈaːxan
tá slaghdán orm.	tɑslaj dɑmɑrɑm
tá sé	tɒhˈsæ
tá sé ag cur báistí amuigh	tæʃˈak æb ʃtibæmɑ
tá sé ag cur sneachta.	tˈɒ ʃɒkˈɒʃ nˈɒχtˈi
tá sé an-gheal.	kʃaːn heːəl
tá sé breoite.	ta ʃaprou̯tsːja
tá sé buíoch as sin	tˈɑʃabɯjˈ ˈxæsʃɛn
tá sé dodhéanta.	tˈɑːʃɛ dˈiː jˈɛntɑ
tá sé fuar agus gaofar.	tˤk˥ tʃʰafua r˥gəzgə iːfɾ
tá sé fós ag cócaireacht.	tˈɛstə sˈɛfəlˈɔsɛ kˈɔl kˈɛɾart
tá sé gaofar.	taːʃekoːˈjɒː fr
tá sé gar don chéibh nua.	taʃˈakˈaː kˈæˈvnˈoːi
tá sé go breá.	tɑtsɑkɑ brɑɑ
tá sé go deas bualadh leat	tˈɛʃk gˈagæs bˈu lɪltˈ
tá sé go deas bualadh leat.	tɒʃɒki tɛls bɒlɒlɒt
tá sé in aice leis an siopa.	tɒˈʃɒtˈɒˈ enɒk kɒˈɾɒˈʃɒ ʃɒˈpɒv
tá sé mór	tʰɑː tʃe mˈor
tá sé ró-mhór at fad.	tˈˈakˌɛlˈ rɔvɔlˈɑr fˈad
tá sé sa reoiteoir mór	tˢa�s�iːsˢo ɾuːɾ tsjɔːr mɔːr
tá sí	pɑʊʃɪ
tá súile dubha agam.	po˥˩ːsʊlo˥˩ː dɔvɑ˥gɔm
tá tú	taːr tuː
tá tú an-chróga	tɑːn tˈu ˈanɑ xrɔgɔ
tá tú go h-álainn	taːdɨgəhaːlɨm
tá ár lá linn.	tˈaɪəɹlɑrnˈɛŋ
tá áthas an domhain orm	tɑˀˀː ɑhə sɔn tauˀnɔm
tá áthas orm buaileadh leat	tɑːˈhɑ sɔːɾəm bolet
tá áthas orm.	taː aːs ɔrm
tá áthas uirthi.	dˈɑstɑrˈ
tá úll agat	tˈɑ ul ˈɑgɯt
tábhacht	tavɑːt
tábhachtach	tawɪrtɔq
tábhachtaí	tadɐχte
tábhairne	taoɲa
tábhairneoir	tavnɔʒ
tábla	tɔblɛ
tádar	tɑtɜ
tádh	to
táibléad	tɒbɾˈid
táid	tˈɑt
táidsícis	tʃatʃiːjeːkɪʃ
táille	tɑlɑ
táilliúir	tɑuaʎoɾ
táillí	tɑɫˈliː
táim	tɑm
táim an-sásta go bhfuil siad ar ais	tɒnˈnsɒːst gul tʃ dɾæʃ
táim an-sásta go bhfuil tú ar ais	tʰɒim aːnsaːs d gultuːraʃ
táim an-tuirseach	t̪ɐm æn̪ni hɪr ʃax
táim bréan de	tɒmzɒɾˈing dʒɒˈmɒlgiˈnˈ
táim bréan díot.	tˈɑːm brˈɛj dˈeːt
táim bréan faoi seo	tˈɑm dɛ ˈænd fɪʃˈa
táim bródúil asat	tɑːnbɾɑːd læstæd
táim bródúil astu	t̪ɒmˈ bɾˈoːd̪oːd̪ ɒsd̪ɒp
táim bunchráite ag an gcúram ar fad	tɑjˈm bɔnɑ ˈxɾɑjke igien gɔrɔm irˈzæɾd
táim go maith.	tɔ̙ŋgma
táim i mo chodladh.	tɑn mɑχɔbɑ
táim i mo shuí.	tojm mˈaːmɑhiː
táim i m’aonar	tʊ̞nmæjɪ̞nɑr
táim i ngrá leat.	tˈɔj mɛn rˈɔlat
táim sa teach anois	tˈɑmɪz ðə tˈɛn ˈxɪnɪʃ
táimid	tɑɹmɪtʃ
táimid ag fágáil	tɒːmjdʒ ɛkfɒːgɒl
táimid ar an mbealach go...	tɔmu dʒrn mal pɔɬo
táimse	tɑˈvɑˈmɪʃə
táimse ag fanacht anseo le fada.	tɒm ʃɒ fnɒxtuˈnsuˈjlɒˈfɒdu
táin bó cuailnge	tʰenboː kɔjnɛ
táin bó cúailnge	tɑøn bɔˀ kʰuːl njɛ
táiniste	taːniʃti
táinséirín	tɔŋʃæɾiːn
táiplise	tajajpleʃe
táirgtear	taktor
tálach	tɑlɑq
tálcheann	tʃtojal
támhliath	pɒvljɒ
támid ag eitilt	kaːnmjˈud əgeːt̪ed
tánaiste	taːliʃtɛ
tásicíninaseasamhsnasneachtaláseaca	tʃakʲinilaʃaːsaksɨʃnɛktʰɬaʃaːka
tástáil	tˈɔɹfstˌɔl
táthaire	tʊ̞rɑ
táthaoi	tˈɑːri
táthar	taːhæɾtɑːr
táthchuid	tɔrvɪt
té	tˈe
téacs	teks
téacsleabhar	tˈɛkstlˈaʊt
téacsteachtaireacht	tˈeɪksttˈaxtrɑkt
téad	tsed
téada	tˈeðə
téadh	tsʰæːr
téadléimneach	tɪ̞ðɫeːmnɪ̞q
téagartha	tʃuɛjɣrɑ
téalainnis	tɛjɫɯmɯʃ
téamh	tɛ
téan róid	tˈin ɹˈoʊdz
téann	tʃɛːn
téarma	tˈɛɹmə
téarmach	tʃɛrmɔx
téarmaí	tsʲɛrmʲii̯
téarmaí íocaíochta	tʃɒˈmɒ jˈɒq jɒqdɒˈ
téarmaíocht	saɪ̞rmɪ̞qt
téide	ʃeji
téigh	tɛg
téigh anonn	tajnɔn
téigí a chodladh	tɛjki χɑlɑ
téiléireacht	tʃɛjlærɑqt
téim	tejˈɛm
téimid	se
téimis ar foscadh.	tʃiːr mɪ̞ʃʁ fosk
téipthaifeadán	tɛpʔafadɑn
téir	tsˈe
téir abhaile riú	tʃeɾe bɑlɟɛnɯ
téitear	tˈeɪtɚ
téithteoir	tʃˈetʃˈɔr
tí	tʃiː
tíne thanaide	tsʲiːnʲɑ hɑnʲtʲɑ
tíogair	tʃiɾkɯɾ
tíogar	tʃigɔr
tíolaic	tˈiːlˈɛtt
tíortha	tsʲiɛɾa
tíorán	tʲːərɑn
tíosach	kisˈq
tíotáiniam	titanjum
tír	tsʲitsʲ
tír amhlaidh	tʲiɾ
tír an fhia	tsʲiːɔːɲːe
tír chonaill	tsʲir xonal
tír eoghain	tsion
tír fo thuinn	tʃɪɹ fɒɾ hˈɪm
tír gan teanga, tír gan anam	tʃiːrkɔ̙n tsaŋɢɐ tʃiːrkɔ̙n ɑnɑm
tír na mbeo	tʃɪ jɔnɛ mjɔvk
tír na nóg	tʲiɾnən ɔk
tír tairngire	tʃɪr tɑɾm ge̞ɾæ
tírdhreach	tʃɪrˈah
tírdhreachtaigh	tʃiːrrɑχtɯ̞
tírdhreachóir	tʰiːrɣæxˈhæd
tíre	tˈizə
tíreacha	tɕi˥˥lɑ˥heɪ˥˥
tírechán	tʃiːre̞χɒːn
tíreolas	tʃiːɾos
tíreolaíocht	tʰiːrɔlɪxt
tírghrá	sizɣa
tírghráthóir	tsʲiɾoɣɯɬɯr
tócalá	toklə
tóchar	tɑːχɑr
tóg	tɔːk
tóg go bog é.	tɔj kɔpɔkɑ
tóga	tɔɫgɑ
tógadh	tʃi
tógaigí	tʰɔ̙giki
tógaim	tɔɢim
tógaimid	tɔgɛmits̺
tógann	tˈɑljɛn
tógann tú	tʰɔ̀i̯kʰɛ̀ːnʲtʰɔ̀
tógfaidh	tɔkʰɪk
tógfaidh mé	tɒkɒmɒ
tógfaimid	tˈɔgɪmˈit
tógtha	tɔɫkɔj
tógáil	tɔgɑl
tógálaí	tɔgɑli
tóiceo	tɔkˈjoː
tóimín	tɔɾmæn
tóin	tɔːmɛ
tóin bhuí	tˈɔ̃ yn vwˈi
tóin re gaoth	tʰoin˧˥ɔː˧miːˌˈ
tóir	tælˈɑt
tóiriam	tɔɾsøŋ
tóla	tɑwɑnla
tólsail	tɔlsɑl
tónaí	tˈoʊni
tóraidhe	tora
tóraigheacht	tʊ̞rɪ̞xt
tórainn (connacht)	torən
tóraí	tɔɫe
tóraíocht	toriːv
tórramh	aora
tóstáilte	tɒˈstɒˈltʃɒ
tú	tˈu
túathal teachtmhar	tʊ̞hʊ̞l tʊ̞xtʊ̞r
túcán	tʊkɾɑn
túiliam	tuljum
túinis	tˈɵnɪʃ
túir	tør
túirín	tʃiːzitʃiːzi
túirín ard	poːzi nˈɔrd
túisce	tʃkʲ
túr	tʊɾ
tús	təs
tús maith leath na hoibre	tʊl ɪsmæ ɫæhnɪ̞hɪ̞ bɪ̞ɾi̠
tús nua	twˈɑsnəwˈˈi twˈɑ snəwˈˈi
tútach	tʊrtɔχ
túvais	tʊ̞ˈʂ
u (alphabet)	u
ua aodhagáin	ˈu wɛgɔn
ua feghaile	u fɛhlɪ̞
uabhar	uvɐ
uachais	ɑχɪs
uacht	wˈaxt
uachta	uaqtɑ
uachtair	ʊ̞χtʲɪr
uachtar	ɪktɪr
uachtar ard	axtoɾaɾt
uachtar coipthe	uχtor qʃɛptʃɛ qɑpiʔø
uachtar gréine	ɔxtər grɛjnæ
uachtar reoite	ʏxta rɔtɛ
uachtarach	ɦtɑɾɑq
uachtaráin	oːkˈtrˈan
uachtarán	ʊ̞χtɑɾɑn
uachtarán na héireann	ulk tuɾaːnɯ heɾiːn
uafás	uas
uafásach	uːfəsˈɑx
uaibh	ˈœf
uaibhreach	ɯ̞wɾɑq
uaidh	wˈaɪ
uaigh	uɫa
uaigneach	bɯ̞rχ
uaigneas	voegnəs
uaigní	ʊɪ̞kniː
uail	ul
uaill	ɢuːæl
uaillmhian	ˈuːlvˈɪːn
uaillmhianach	ueɾaɔvɛjnæx
uaim	ueb
uaimh	tɕi
uaimh na gcait	lɪ̞w tðˈɣ ɣɔt
uaimh na gcat (oweynagat)	ʉɑvnɯkɯts ɪʋbʲiːnɪkæt
uain	uːn˩˦
uaine	bwɛnjɛ
uaineadh	ˈoɲɐ
uaineoil	uaɲoi
uainfheoil	uːnʲol
uainn	luːɪŋ
uainín	uen
uainíochta	unjɯ̞χtɯ̞
uair	ul
uair an chloig	ʏ̞rɪ̞n χɫäjk
uair éigin	ʏəɾɪk hĩns ʏəɾɛjkən
uaireadóir	uːɾdoːr
uaireadóireacht	uːjrədoːrɑxt
uaireanta	ojɫinte
uaisle	wʊ̞ʃlɑ
uaisleacht	bɒʃlɒqt
uait	tˈɚt
uaithi	oha
uaithne	puglʲe
uaithne - uaitniu	uðnˈe
ualach	wɫɑq
uallfairt	lfˈɑːt
uamhan	ulun
uamhnach	ɵɵðnɑq
uamóir	bumuʃ
uan	u˨˩˦u˥˩
uas-luach	bɯ̞ɫɯ̞
uasaicme	uzʔakme
uasaicmeach	væsækmæɢ
uasail	əsˈæl
uasal	osɛ
uaschamóg	ʊsχmʊk
uaschúrsáil	bʃsxoɾhsɑːl
uasghrádú	uʃqɾadu
uaslódáil	usdɫoːtɑr
uasteorainn	uaztʃeurin
uath	nˈə
uath-ríomhchlárúcháin	ʔuːzjævɣlɑrxaːn
uatha	ʊɦɯ̞
uathadh	uχo
uathne	wa
uathoibrioch	ulʔɑjdɯˈr
uathoibríoch	uɫe̞bɾiːɦ
uathriail	ʃɑkɯlɑɾɯjɯl
uathu	ugo
uathúil	uɦuɛl
ubh	ɔf
ubh bhogbhruite	uv vəˈg vrˈˈɑtsˈæ
ubh chruabhruite	ˈov xɹˈuɒvɾˈɒtsi
ucht	ɑːxt
ucht fhoithre	ʊ̞χtɑjræ
uchtach	qtɑq
udaí	odej
ugrais	ʊ̞kɾʲɪʃ
uibhe	eva
uibheacha	ɛvɛr
uibheagán	ʊvɑkɑn
uigínn	tɛgːin
uile	læ
uileag	ɛlʲɛk
uileann	hjɪlɪ̞ŋ
uilechumhachtach	ɪ̞ɫɪ̞hoʁtæx
uileloscadh	elalˈosˈkˈɔ
uiliam ó huileáin	alim aː heʎɑn
uilig	iʎɪg
uiliséas	ʔˈlɑʃˈlɑjˈs
uilleach	jlˈax
uilleann	jllẽn
uilleann pipes	ɪlˈɛn pˈaɪps
uilliam	ɑˈlɪ
uillinn	ɛlɛn
uilíoch	ɪlijɑk
uime	ume
uimhir	ɪbɪr
uimhir chuntais	e veχɔntes
uimhir theileafóin	a fʲaʲitʃa fɔŋ
uimhreacha	ɛbɾahɑ
uimpi	pompi
uinse	untʃa
uinsinn	entʃɛn
uirlis	ulʃ
uirlisí	œylesej
uirnéis	eɾneʃ
uirrithe	oɾehe
uirthi	ɑɾɑ
uirísliú	aliʃlʲo
uisce	eʃke
uisce alabhog	is ke ɑlɛ wɔk
uisce beatha	iʃkβæhɪ̞
uisce chaoin	aʃkχxjn
uisce coisricthe	iʃgɒˈ kɒʃˈɒkɒ
uisce fuar	ˈɪç gəfˈuːɾ
uisce naofa	es ke mifɛ
uisce te	iʃ kɪtsæ
uisce úr	aʃkɛ oːr
uisceadán	isketɑn
uiscebhealach	iʃkøvɛlɛq
uiscebhealaí	iʃgɒvˈlˈiˈ
uiscedhath	ɪ̞g̞ʲɑː
uisceolaíocht	ɪ̞ʃkɪ̞llɪ̞ɾt
uiscí	eʃki
uisge	iʃgɛ
uisneac	æʃnɑq
uisneach	ɪʃnɑ
uladh	aðˈla
ulaid (old irish)	ulˈaz
ulaid - ulaidh	aɫɯ̞t ɑɫ
ulaidh	ɔlɛk
ulchabháin	ɑːlxɑˈvɑːn
ulchabhán	aχvɑl
ullamh	ɑllɯp
ullmhacht	ɑɫβɑqt
ullmhaigh	ɑlva
ullmhaíonn	ɑɫbɯˈjɯn
ullmhóid	oluvuʲts
ulpóg	aɫpɔk
ultaigh	tɑjˈʃas
ultán	ɒltaːn
ulánbátar	lɔnboltaɾ
ulóg	pʊ̞
um	um
um an	ɑmɑn
um cháisc	ɑm χɑːʃk
umaibh	umɯv
umainn	omən
umam	umum
umat	umɛd
umha	u
umhal	ɔɫ
umhaí	ɔːwˈi
umpu	ompɯ
uncail	ˈɔŋkəl
ungáiris	buŋgolˈeʃ
unlas	ɑŋɯz
unsa	umtsɐ
unsic (old irish)	anzˈɛk
uragua	poko
urchar	roxɔr
urchóideacha	ɔrχɔʁiχɑ
urdais	olβ̞es
urghabháil	ɔgɑul
urghabháil an lae	ʊ̞ʁä uɫɯ̞n bäj
urghránna	wˈznukoːrnu
urlabhra	aɾlauɾa
urlabhraí	ɾˈɛlaɪɹi
urláir	eɾnɒː
urlár	ˈɔlɔɹ
urlár faoi thalamh	ɑllɑr fʲe ħallɑ
urnaithe	an
urnaí	ɚnlɪ
urraim	iɾim
urraithe	aɾajɑm
urrann	ɑrɯn
urraíocht	ɑrɯjɯ̞qt
ursain	vɜːʃɛn
urscaoileadh	roskoela
urú	aɪˈ
usnach - usnech	ɒʃnɒh
utsadh - iosta	estas
uí	iː
uí fhearadhaigh	iː aːtala
uí fhiachrach aidhne	niːx iːɒgɒlg baɪvjɛ
uí fhiachrach muaidhe	i ɪ̞ħɾɪ̞χ æwˈð
uí fidhgente - uí fhidhgente	y fˈɪkənt ˈu ikˈɪntu
uí garrchon	iːqaːrxən
uí mháil	iːɣoːl
uí mháine	iˈʋoɲa
uí néill	iː neɪl
uíbh fhailí	fˈaʝ
uíbh ráthach	iːvˈax
vadús	fɔðˈʌs
vaileite	feltʃe
vaimpír	vanpiːʃ
vallait	wˈɔlɪts
vanaidiam	penaɣ̞em
vanuatú	fnwɑtu
vardrús	vˈɔɾtɾʊs
veain	fæːn
veidhlín	væjliːn
veigeatóir	zəkɛtɔr
veigeán	peːkɒn
veiniséala	konasejla
veist	rɛʃt
veronica guerin	voɾanlʲikɨ geɾɛn
vicipéid	vˈikɛpˌeʒ
vicipéideoir	viːkəpˌeːzəˈɛs
vicí	vˈikːi
vicífhoclóir	vikiɑːklɑːr
vicífhoinse	vikiːinʃa
vicíghnéithe	vikjɣneje
vicíleabhair	ekij
vicínuacht	vikːiːnˈɔɾt
vicíollscoil	vˈɒkiɒlˈsqaˈl
vicíshliocht	vikii̯klɑqt
virginia thiar	vɚdʒˈɪnjə hˈɪɹ
vióla	ðeola
volaifis	wɑllifis
vársá	mʊɹsɔː
vása	laːsˈa
vásanna	asɨna
véineas	venis
víreas	vʲerɨs
víris	vʲers
vítneaimis	vʲitnæmɪ̞ʃ
vítneam	viːtnɑːm
vóta	bota
vótáil	futˈɔl
william máirtín ó murchadha	waːla mwaːt sˈin ˈɔmɑrˈɑqˈla
x-ghathaithe	ˈɛkskaɾˈɦiː
xeanón	zanˈon
xileafón	zˈaɪləfˌoʊn
zombaí	zombi
zú	ʒˈɛ
á	anɛɛnfatə
á dheisiú	a jesu
á thnúth	a xnʊ
ábalta	ɒpɒtˈtɒ
ábaltacht	ɑbɯ̞ɫsɑqt
ábartha	aːpɐra
ábhach	ɑðæx
ábhacht	ɑwɑqt
ábhair	au̯s
ábhal	ɑvɑl
ábhalchéim	ɒvvziːm
ábhalmhór	ɑɫboɾ
ábhar	ˈɔvɚ
ábhar (adverb)	ˈoːvɚ
ábhar (noun)	aʊɾ
ábhar folaigh	aːlvaɾ
ábhar follasach	ɑɢɑ buɾ faɫasɯq
ábhar gearáin	au orkialon
ábhar imní	ɒvɾijmðij
ábhar leabhair	aːvɒr ʒauːr
ábhar suime	ɒvɒɾsɒmɒ
ábharachas	ɑɑbɯɾɑxɯz
ábharaí	ɒvurɒj
ábharaíoch	ɑbɑrɪx
ábhartha	aːvɑra
ábharthacht	oːvæɾhɒːxt
ábhraigh	ɑurɨj
ádh	pɔː
ádh mór ar an fhoireann inniu	aːmolɑːr nilˈeːnə nˈoːv nˈoː en
ádh mór ort!	ɔːmˈuːəɾt
ádh na néireannach	ɑdɯnʲa jirnɑq
ádhamh	ɑːv
ádhúil	ɑuːl
áed	ˈeɪ
áedammair	əidˈɛmˈɑr
áedammair (old irish)	ãj ð̞ɑmɾ
áedán	eˈda
áenach tailteann	jænɪ̞g tʰalˈtʃɪ̞n
áfach	ofə
áibhirseoir	ɾʃɒɾ
áibhéal	avˈe
áibhéalta	aðelta
áibhéil	aːvˈeːl
áiféis	ɑːfʃ
áiféiseach	ɑfɑʃɑh
áille	ˈɑlæ
áilleacht	aːljɤχt
áilleagán	ojljɔkɔmɔn
áilleánach	oljˈɑˈljɑq
áilteoir	ɑɫtʃɒɾ
áiltéar	ˈɔilʃˈɛɹ
áiléar	ɒlˈeɾ
áiméan	ˈɑmən
áine	la
áirc an chonartha	aːk xɔnˈlɑ
áirc naoi	ˈɑɹk nˈɔj
áireamh	ɑˈʒɯf
áireamhán	ɒadʒɒˈvɒˈntˈ
áirigh	azne
áirithe	bɒiːdehe
áirithint	ald̪ent̪
áiseanna	aːq
áisiúil	aɾʃoːl
áit	ˈɔøtʃ
áit chónaithe	aɾt ɣoniə
áit shábháilte	ɔ̙wɔ̙ tʃʰɒmɒltʃɒ
áiteacha	ɑːtχɛj
áiteamh	ɑtsɯv
áitigh	otse
áititheach	ʔɑtɣ
áitiú go	tʃiːrkoː
áitiúil	aːrtʃuːl
áitiúlachas	ɑtʃɪgɫɪ̞χɪ̞s
áitreabhach	aːtraː
áitritheoir	ɔːtʃiːhɔːdi
álainn	olim
ámharach	aːvaɾaq
ár	ɑːɾ
ár bhfiacha	ɒɾvjˈɒˈhɒˈ
ár bhfáinne	aːrbˈɒɲˈa
ár nathair	ɔː nˈɛz
ár ndeartháir	ɑːnjaːhæ
ár ndúchas	aːr doːxəs
ár rincí foirne	əʊt əv ɹɪŋkˈi fˈɔɹˈɛd
árachas	ɾɔːlxuz
árainn	aɾiŋ
árainn mhór	ʔaɺnvoɾ
árann	ɛɾm
áras	ɔlʃ
áras an uachtaráin	ars nuːxtran
áraslann	ɑɢɯzla
árasán	ɑɾɑsɑn
ársa	arsa
árón	ɑɾɔn
áth	a
áth cinn	ɑːkiːn
áth cliath	ˈɔl klˈɪɹ
áth dara	aːtˤaːra
áth eascrach	ɑː ɛskɾah
áth fhada	ɒhˈdi
áth luain	ɔ̞luːən
áth na long	ɔːl mɑlˈon
átha	aː
áthais	ɑːrɯʃ
áthas	ɑhˈs
áthasach	aɢɑsɑq
áthán buí	ahɒl bɒiji
é	ˈeɪ
éabha	eva
éabhla	ˈeva
éachtach	ɛxtɑq
éad	ɛːd
éadach	idɔx
éadaigh	æɪ̯tːɑɪ̯tːɪ̯
éadain	ejd̪ɒn̪ʝ
éadan	eɣltɔ
éadaoin	æjðein
éadaí	aɣ
éadomhain	æjtæn
éadrom	æðrɨm
éadrócaireach	eːdɾoːkɪɾˈax
éadóchais	adɔlkas
éadóchas	ˈedˈoˈxˈos
éadóigh	eːdoːg
éag	ˈeːk
éagaoineadh	ˈeːkəlˌiŋ
éagsúil	øksˈuːl
éagsúla	ajtsɔla
éagsúlacht	eɣisɔɫɑɟt
éagsúlaím	ˌeksuˈljum
éagsúlóidh	ˈekssˈooləl
éagtha	ɛːk˥ɑː
éagtha (connacht)	eɾkɾɯ
éagóir	eɣoɾ
éalaigh	ala
éalárnach	eːloɾnaq
éalárnacht	eːlɑrnɑxˈt
éalú	ˈelo
éamann	ɛːmon
éamon	ajɛmon
éamon de valera	emẽn̪ d̪e β̞aleɾa
éamonn	ʔɑimɑ
éamonn ceannt	əimˈɔn kˈant
éamonn gruama	emon grugomo
éan	hˈeɪən
éan parthais	æn pɑtˈɛs
éanacha	enɣe
éanlaith	enla
éanlaitheoireachta	jænɫæɒlɒħtˈɒ
éanna	ma
éanna ní lamhna	enə ni lau̯na
éanán	enɑn
éarlais	ɫæʃ
éasca	ɛska
ébha	ɛwa
édain	aɪ̞ðum
éibhear	aʝhɯ̞r
éibhir	ɛvɪd
éibhleann	fʏɾlʏŋ
éiceachóras	ˈekexˈores
éiceolaíocht	ˈɛkəɫˈɪft
éicint	ekint
éidín	e̞jdiːn
éidín ní shé	æj diːnˈniː hej
éifeacht	ˈeːfˈæht
éifeachtach	ˈeːfərtəɾ
éifid	ˈaɪfɪt
éigceart	elgæɾt
éigean	bʲigɪ̞n
éigeandáil	higiŋdɑːl
éigeantach	əɣəntɑːx
éigeantacht	eːgɪntɑkt
éigeas	aɣ̞əs
éigh	ˈeɪ
éigin	bɪ̞gɪ̞n
éigríochta	eːkɛrˈɪxtən
éigse	eʃa
éile	ɛjlɛ
éileamh	ʝe
éileapsóideach	æjlæpʃoːdiːχ
éilias	eɣlæʃ
éiligh	æjlæ
éilips	ejlepʃ
éilipseach	æjlæpʃæk
éill	ˈɛɪl
éilís	ejleʃ
éimhear	ebor
éimhín	læfteˈvɪn
éin	eɪn
éinne	ˈeidˌe
éinniú	ˈeɪnjwˈ
éinstéiniam	ðˈɛɪnʃtˌaɪnjəm
éinín	eːjnæ
éiníní	ʔeːnini
éire	aʒe
éire abú	e ljða bɫum
éire fhiáin	ˈeːdə jˈɛn
éire go brách	ˈeʒən dˈə bɹˈoɐx
éire go deo	ejde kɔtɛl
éire saor	eɪ̞ɾin sɪ̞ɾ
éire óg	ˈeːrə ˈɔk
éireann	eɣlidɪ
éireannach	ɪ̞rnɑq
éireannach bródúil	bʃoɾnok ojduq
éireannaigh	kæˈrnæ
éireannaí	dʒuɫadɛmɪ
éiremhón	ɪ̞jɾɯ̞wɑɢɯ̞n
éireog	ɛrok
éireoidh	aʝs̠o
éireoimid	ˈeɪvjɔˈɛmwˈɪðz
éiric	ɾɯ
éirigh	ajjɾe
éirim	ɑjɯɾim
éirimiúil	ˈeːlmiːr
éirinn	izˈɛɲ
éirinn go brách	æjðɪ̞n kɪ̞brɑq
éirithe	ɒnˈiniːɒˈɫɪtɪdiːˈɾ
éirne	æɾzne
éirí	ajɯ
éirí amach	aːj riːmˈɑq
éirí amach na cásca	ajʒiː maːxnɨqɨɬskɨ
éirí na gréine	ajrʲin ɛ kɾeːnɛ
éirígí	ai̯d̪iki
éirím	ajɾim
éiríonn	aɪˈdiːm
éis	æi̯ʃ
éisbéiceastáinis	ɛʃpɛkkɛnˈtɑːnɪʃ
éisc	ɪʃk
éist	iːst
éist do bhéal	iːʃtʃɛ dɛjl
éisteach	æˈsʲtɑq
éisteacht	beʃtɒχt
éisteann	eʃtin
éistfidh	eiʃti
éistigí	eʃtiki
éistim	ɪ̞ʃtʲɪm
éistimid	æʃtæmɪ̞g
éistphéist	ˈeːʃtfˈɛʃt
émer	ɛːmɑːr
énán	aɪ̯nɔn
éogan mac durthacht	oːn mˈaktorˈɑt
érainn	ɛjˈdin
ériú	eɣ̞ɾu
étaín - éadaoin	ˈiki bˈɪtə
í	iː
íasón	jɛ̀sːon
ída	itˈa
íde	ˈidi
íde (munster dialect)	eˈdʒə
íde ní ghríofa	ʲidzʲe nʲiːrʲeːfɐ
ídíonn	pɛːdʒe
íobairt	ibɒt
íoc	iːɾk
íocaim	ikːɯm
íocaim dó	əkəm daːl əkam ɢao
íocaimid	kəˈmətʃ
íocann	bɪkɪn
íocaíocht	ɪ̞kjɑqt
íocaíochtaí	ikʲixtɪ
íocfaimid	aːksɛmɛtʃ
íochtar	jɑχtɑr
íoctar	ɪ̞ktɑr
íoctha	peke
íomhar	iːvɔr
íomhá	vo
íomhánna	abona
íon	bˈeɪən
íonacht	iːɾnɑːxt
íonait	iːjɑnɑt
íor	ˈaɪ
íoróin	iroin
íos	iːs
