'arif	uʔib
öprüšmäk	ʊ̞pɾʊ̞ʂmæk
öpsämäk	ʉpsemec
öptürmäk	ʒˈubturmɛk
öpän	øpˈɛn
öpülmäk	øpylmek
öpüm	əpˌyn
öpünmäk	ʏpynmek
öpürgän	øpʏrgæn
öpürmäk	ʉ̞pʉɾmæk
öpürtmäk	ʊ̞pʊ̞rtmɛk
öpüš	epøz
öpüšmäk	əpˈyʃmək
ör	ɦɯr
ördäk	ʏrˈdʲɛk
örgin	pɛrˈgin
örgän	rgɛn
örgüč	rgytʃ
örgüčlän	ɪrgytʃleɪn
örgüčlänmäk	ɪ̞ɾgytʃjɪlɛnmæk
örimäk	rimæk
örk	ɯ̞rk
örk ormaq	ɛlkːɑrmɑq
örk ur	ɾuːq q
örklämäk	ʁʏlʏ̞mæk
örkü	oɾqʉ
örküč	œrkʉtʃ
örküčlänmäk	tʃiɫɛnmɛk
örlänmäk	ɪ̞rɫɛnmæk
örlät	ɾlæt
örlätmäk	ɾjɬætmæk
örmä	bʏ̞rmæ
örmäk	œrmæk
örpäšmäk	øpɾɛzmeːk
ört	ɜːt
ört jalïn	ɾt jɑvɑn
ört jalïnlïγ	ʊ̞rt jɑɫɯ̞nɫɯ̞q
örtgün	rtgoːn
örtiŋ	ɛrdin
örtkün	ɾtgʏ̞n
örtlüg	rtlʏg
örtlüg jalïnlïγ	ʊ̞rtlyk jɑɫɯ̞nɫɯ̞χɯ̞
örtmän	ørtmæn
örtälmäk	ʊ̞rtælmæk
örtämäk	ʏ̞rtæmæk
örtän	ɯ̞rtæn
örtänmäk	ʏ̞rtænmæk
örtätmäk	ʏ̞rtætmæk
örtäšmäk	ʊ̞rtæʃmæk
örtügsüz	œrtʏksøz
örtügsüz tïdïγsïz	ʁytiʁʃiʁ tɑdɑq sɑz
örtük	ørtʉk
örtülmäk	ʊ̞rtʏlmæk
örtünmäk	tərtənmɛk
örtüšmäk	ʊɾtʊʃmɛk
örä	rɛ
örä bört tutuq	rɛbørt tøtˈok
örä bört tututq	rɛ bɪ̞ɾ tʊ̞tʊ̞q
örän	pʏræn
örü	bɾu
örüg	rˈʊg
örüg amul	ælʁɑmɔv
örüg amïl	æˈrɪbɑmɑn
örüg bolmaq	ʏ̞rʏ̞k bʊ̞ɫmɑq
örüglük	ɾʏgɫʏk
örüglük amulluq	rʏ̞glʏ̞k æmʊ̞ɫɫʊ̞q
örük	ˈœvʁ
örüki	rʊkˈi
örülämäk	œrylæmæk
örüm	pʏ̞rʏm
örümčäk	i̠ɾʏmtʃæk
örüŋ	bˌeɾˈuːn
örüšmäk	œrʃmæk
örčük	ertʃuk
östikmäk	əspˈikmˈæk
öt	t
ötgän	øtgæn
ötgün	œtgyn
ötgünmäk	œtgynmɛk
ötgürmäk	ʔøtgyrmɛk
ötgürüšmäk	ʏ̞tgʏlʏ̞ʂmɛk
ötki	œnˈgiː
ötkäk	ʊ̞tkɛk
ötkün	ʏ̞tkʏ̞n
ötkünmäk	œtgynmɛk
ötkünč	ʁˈœtkʁiˈntʃ
ötkür	eðkʊr
ötkürgü	tkɵrgu
ötkürü	tkyry
ötkürü sat	ʏ̞tkʏrʏ̞ sɑːt
ötlä	bɪ̞tɫɛ
ötlämäk	ʊ̞tlʲɛmjæk
ötläšmäk	øtlæʃmæk
ötlüg	ʁˈutkləb
ötlük	ˈœvʁlˈœk
ötmäk	øtmɛk
ötnü	ʉtnɯ̞
öträ	ʏ̞tɪ̞rɛ
öträt	tɾɛt
ötrü	tɾu
ötrü qurïmïš qatïγ qamïš alïp, anï üzä ömgän tamïrïn sančïp, qan öndürüp. [altun jaruq]	ɪ̞tjʏ̞rʏ̞ kʏrɪ̞mʊ̞ʂqɑtɯ̞q qɑmɯ̞ʂɑ ɑɫdʊ̞q ɑnɯ̞ ʏ̞zæ ɛmgɛn tɑmɪ̞rʊ̞ntʃɑn tʃɪp qɑn ʏ̞ndʲɾʏ̞
ötrü ẹliglärin örü kötürüp, uluγ ünin ulïdïlar, sïqtadïlar. [altun jaruγ]	tryʏ ɪ̞ɫʲɪgɫɛrɪ̞n rʏkɪ̞ tʏ̞rʏ̞p oɫʊ̞h uðʊ̞n uɫɯ̞ðɯ̞ɫɑr sɯ̞qtɑðɯ̞ɫɑr
ötrül	ʉtːrˈʉl
ötrüm	pˈytrɯm
ötründü	tʏ̞rʏ̞ndʏ̞
ötrüšmäk	ʏ̞tɾʏ̞ʂmɛk
ötsä	ytsˈe
ötsämäk	ˈɛtsɛmɛk
öttür	ˈɛttˈøɾ
öttürmäk	tʊrmɛk
ötuš	tyttʃ
ötä	bɪ̞tɛ
ötäl	etˈal
ötälmäk	tɛlˈmak
ötämäk	ʊ̞tæmæk
ötär	ʊ̞tær
ötüg	təgˈ
ötüg bẹrim	œtyk bɛrʲim
ötüg ötünmäk	ə tyˈge tyˈn mˈɛk
ötüglük	etˈɔ̃ʒˈlək
ötük	œ̃ntˈuk
ötükän	tʃarkan
ötükän jïšda jeg idi joq ẹrmiš. [kül tẹgin memorial]	ætʏ̞kæn ʲɪʂtɑ jɛk ʲidʲi jɑq ʲirmiʃ
ötükünč	tʁvntʃ
ötükči	ɪltuktʃiː
ötün	ətˈyn
ötünmäk	ɛtynmˈɛk
ötünč	œtœntʃ
ötürmäk	ʝˈɑttyrmɛk
ötürtüm	tʏ̞rtʏ̞m
ötüš	wtˈt
öv	ð̞æm
övkä	ˈukˈʌ
övkä kẹlmäk	wkãː kɪlmæk
övkä üz buz köŋül tutdumuz ẹrsär. [türkische turfan-texte]	øfkɛ øsbuʃ gyŋyl todu muzirsɛr
övkälämäk	ʁukulimak
övkälämäk qaqïmaq	ʏ̞pkæ̹lɛmæk qɑqɯ̞mɑq
övkäsiz	ˈɛʊkəl
övkäsiz qaqïγsïz	ʏ̞kæs hʲesqɑ qɯ̞qsɯ̞z
övmäk	vmˈak
övrändüm	ʏ̞vrændʏ̞m
övrängil	ʁʏ̞rɛŋgjɪl
övränürmẹn	urɛnurmɛn
övrät	ɔvrɛt
övrät saγïndïrγïl	hʏ̞græt säʁʊ̞ndɯ̞rʁɯ̞ɫ
övrätimäk	œyretimek
övrättüm	ʊ̞ʁrɑtːʊ̞m
övrättüm saγïndurdum	hʏ̞zrætkɪ̞m säʁɯ̞ndɯ̞r dum
övrätürmẹn	œyrætyrmeɲ
övüt	ʁvˈut
öz	øz
öz apa tutuq	øz hapɑ tʊ̞tʊ̞q
öz özigä baqïp	øzɛzɯgæ baqɯ̞p
öz ẹnüklärin jẹgäli qïlïnur.	ʏ̞z jʏ̞nʏ̞kɫɛrʲɪn ɪ̞gæ̹lʲïjɑŋɯ̞r
özgän	ʃtˈogˈan
özi	œzˈi
özi bardï, jaŋluq atï qaldï, kör.	ʏ̞zʏ̞j bɑrdɯ̞ jɑŋɫʊ̞q ɑtɯ̞ qäɫdɯ̞ kʏ̞r
özim	izim
özin	ɛzin
özin üzmäk	øz inˈyːz mˈɛk
özini	ʒeni
özini bošutγu, tẹräŋbin jẹgü. [йосыф баласагуни]	zəˈ zinɪ bɑʃlɑtw terɛŋ pjnʲ gø
özlämäk	zˈlˈɛmɑk
özlüg	ʒizlyk
özlüg mün	ʔyzlyɣmyn
özlük	ʉzlyk
özlük at	luːk ˈʌp
öznä	ʊ̞znʊ̞
öztikmäk	ʏ̞stʲɪkmɛk
özäk	pˈɛjk
özäklämäk	zækɫɛmæk
özäklärtäki	ʏ̞zæklærtæki̠
özäktäki	øzɛktɛki
özälmäk	zɛlmɛk
özük	suk
özüm	auziɾm
özüm jandï ẹmdi bu sözdin ẹvä.	zʏ̞m jɑnˈdɯ ɪmdʲi bu sʏ̞z ɪ̞nʲɪbæ
özüm jẹglädüki bu qulluq atï. [йосыф баласагуни]	zʏ̞m ʲigɫædʏ̞ bu qunɫʊ̞q ɑtɯ̞
özüm ḥab ičäji.	æzim χɑm ʔitʃæj
özün	izyn
özüt	œzʒuʒ
özütlüg	ʒˈə-lˈog
özüv	ʁzwp
özüŋ	ozdiŋ
özüŋ köčgü mïndïn, küčüŋ ïδ burun. [йосыф баласагуни]	øzʏŋ ketʃkijum mundiŋ kytʃyŋ ʔaz bɔrun
özüŋ qatïγlanmaq	ʏ̞zʏ̞m qɑtɯ̞ɢɫɑnmɑq
özüŋ sẹn uqa bar, özüm söz üzär.	ʏ̞zʏ̞ŋ si̠n uqä bɑɾ ʏ̞zʏ̞m sʏ̞z ʏ̞zær
özüŋ tab’ini mẹn ajajïn jora. [йосыф баласагуни]	zymtɑpqenʲi mʲen ʔɑjɑjɯn joɾa
özüŋ tutmaq	ʔøzym tʊ̞tmɑq
özüŋgä	ʏ̞zyʏ̞ngæ
öč	ytʃ
öčlüg	œtʃlʏk
öčrüšmäk	øtʃyryʃmɛk
öčäš	øtʃɛr
öčäšmäk	ˈeˈkjəsmeˈk
öčük	ytʃyk
öčürmäk	tʃʏrmæk
öčüt	wtˈt
öŋ	ɛŋ
öŋ tutmaq	ɛngtudmɑq
öŋdi	ʔynˈdiː
öŋdün	nˈedˈøn
öŋdün nẹjäk jalvarmaduŋ, qač qata bẹrdiŋ tavar?!	øŋdʉnɪ̞ næn jæk jɑɫ bɑrmɑdɯ̞uŋ qɑtʃ qɑtɑ bɪ̞ɾdʲiŋ tæwɑr
öŋdünki	œ̃ndˈynki
öŋdünki jalïγ	ʏ̞nðʏ̞nkʲi jɑɫɯ̞q
öŋi	la
öŋi qut vaχšiklarnïŋ üstälsün täŋridäm küčläri. [türkische turfan-texte]	hʏ̞nʲi kʏt bɑqʂɪ̞qɫɑrnɯ̞n ʏ̞stæsʏ̞n tæŋgɾʲitæn kʏtʃɫærʲɪ
öŋik	ynik
öŋiklänmäk	ʏ̞nʲäjklænmæk
öŋin	ũŋ
öŋin öŋin	ɛŋʲinɪ̞ŋ jɪ̞n
öŋin öŋin turmaq	ɯ̞ŋʲinɯ̞ŋ jɪ̞n tʊ̞rmɑq
öŋlüg	ˈɛmlˈux
öŋlügü čïraγï	mluː gujʃraːɣa
öŋlük	œ̃nlyk
öŋlük čïraγ	ʔømlyk tʃirɑq
öŋmäk	nmɛk
öŋäjük	ʁˈaʒlˈɛ
öŋük	ʏ̞ŋʏ̞k
öŋüz	œŋøz
öšärgän	øʃærgæn
öšärmäk	ʃʲrmk
öδläk	ʔˈɪdak
ü	ɛ
ü-ü	m
übgük	ybgək
übüp	ubup
übüp qušnuŋ söŋükin jïpar birlä qošup.	bʏ̞wpqʊ̞ʂnʏ̞w sʏ̞nʏ̞kʲi jɑpɑr bʲiɫdɛ qʊ̞ʂʊ̞p
üd	od
üdik	ʏdɪk
üdiklig	ʏdʲɪɫʲɪɟ
üdlän	udlʲɛn
üdlänmäk	wtlənmˈak
üdläšmäk	ʏ̞ldɛʂmæk
üdrä	ʏ̞ðræ
üdräk	udrɛk
üdrämäk	ɵdrɛmæk
üdrätmäk	ʊdrɛtmɛk
üdräšmäk	ʏ̞ndɪ̞rɛʃmæk
üdärmäk	ʏdærmæk
üdürmäk	ʊ̞dʊ̞rmæk
ügi	ugim
ügimäk	ʁigimek
ügit	ugit
ügitmäk	ɫygʲitmʲek
ügitsä	bugʲitʃæ
ügitsämäk	lugˈittʃamˈak
ügitči	uʒi
ügmäk	ugmæk
ügri	ogrɛ
ügril	hugrɛjl
ügrilmäk	lʊgriːlmɛk
ügrimäk	ogrjmak
ügrit	øˈgɾˈit
ügritmäk	pəgrɛtmək
ügrišmäk	ʁukrɪʃmeːk
ügrä	ʊgrɛ
ügrük	ugrɔk
ügü	ʏgʏ̞
ügük	ʏgʏ̞k
ügün	ʁˈyn
ügün kirmäk	ʏ̞gʏ̞n kʲɪrmæk
ügüp	pɯgɯp
ügür	ʊgʊɾ
ügür sürüg	ʊgʊr sʲurʊk
ügürlän	wɛgʏrɫærn
ügürlüg	ʉgøːrlʉg
ügürlük	bugʌrlek
ügürmak	ʏgjɾlmæk
ügürmäk	ʉgørmɛk
ügüšmäk	ʊgʊʃmək
ühi	ʌhe
üj	œ̃i̯
üjmä	ʊ̞jme
üjük	yjˈɯk
üjüklämäk	ʏ̞jʏ̞klæmæk
üjükmäk	ʊ̞jʊ̞qmæk
üjümlänmäk	ʏ̞jʏ̞mɫɛnmæk
ük	uːk
üki	ɨki
ükil	ukˈil
ükli	dˈʌstli
ükli bẹgü	uk libeˈgul
üklimäk	luːkˈlimɛk
üklit	luklið
üklittür	økliptˈyr
üklä	ʏklæ
üklämäk	ʏ̞kɫɛnmæk
üklün	ʏqlʏɛn
ükäk	ykɛk
ükäklig	yklaglig
ükäklik	ukˈaklˈik
ükäklä	ʏkæklæ
ükäklämäk	buːkˈaklamˈak
ükük	qq
ükül	ʊ̞kʊ̞l
ükülmäk	ʊ̞kʏlmæk
ükün	ɔkʊn
üküš	ˈeːkəʃ
üküš bilgä kišilär ïnča tẹdilär. [kalyanamkara & papamkara]	ʏkʏʃ bɪlgɛ kiʃilɛr ɑntʃɑːtɛ dɪlæːr
üküš sẹvinč bolsa, qatïγ oχsunur. [мәхмүд кашгарый]	ʏ̞kʏ̞rsæwʲintʃ bɯ̞ɫsæ qɑtɯ̞q ʊ̞χʂɯ̞nur
üküš tẹlim qaplarta tolγuqlarta ol jaŋalarqa küči jẹtmiščä suv jutturup.	ʏ̞kʏ̞s jɪlɪ̞m qɑplɑrðɑ toʁɫqɫɑrðɑ oɫ nʊ̞ʁɑqɫɑrqɑ kytʃɪ̞ jɪtmɪ̞ʂtʃɑ suw jʊ̞tːʊ̞rʊ̞p
üküš ögdi birlä	tykysøk ˈdibile
üküš ögdi birlä tümän miŋ ϑäna uγan bir bajatqa, aŋar joq fäna. [йосыф баласагуни]	ʏ̞kʏ̞ʂʏ̞k dɪ̞bʲiɾɫæ tʏ̞mæn mʲin sænæ uʁɑn bɪ̞ɾ bæjætqæ ɑŋɑr jok pænæ
ülgi	ʉlgi
ülgü	ʉlgʉ
ülgülä	ulgulæ
ülgülä sana	olguːli ˈsana
ülgülägäli	ulgulaːgˈli
ülgülämäk	wlʁulɛmæk
ülgülänčsiz	ʏlgylɛntʃɯsɯz
ülgüläp	ulguldap
ülgülüg	ʊ̞ɫgʏlʏ̞k
ülgüsüz	œlgysiz
ülgüsüz sansïz	œlgysiz sɑŋsɯz
ülikä	ʏlʲikæ
ülkär	wlkɛr
ülkü	ɵlkʉ
ülä	ulæ
ülägür	gyɫæguɾ
üläm	bwlæm
ülämäk	ʏlæmæk
ülän	tˌuljˈan
ülät	ʏlæt
ülätmäk	ʏlætmɛk
üläz	ʁylɛz
üläškil	yleskin
üläšmäk	ulɛʃmæk
üläštüm	bʏlæʃtɪ̞m
üläšürmẹn	bilaʃuɫeɾmejn
ülü	ulˈlˈɛ
ülüg	ʒʁy
ülüglüg	ylˈʒlyk
ülügsiz	ʏlʏkʃiːð
ülügsüz	ʒʁynsyz
ülük	ylyk
ülül	ʒulul
ülüš	ʏlʏs
üm	n
ümglik	ʏ̞mgjɪlʲɪk
ümgän	ʏ̞mgæn
ümgük	ʉmgˈɵk
ümit	ymit
ümläšmäk	ʏ̞mɫɛʃmæk
ümlüg	œmˈlyk
ümmät	ʏ̞mmɛt
ümäg	umeg
ümära	ʊ̞mɛrðɛ
ün	n
ün tart	yn tɑrt
ün tartmaq	ʏ̞n tærtmɑq
ündä	ʏ̞nbʏ̞
ündämäk	ʏ̞ndæmæk
ündäšmäk	ʏ̞ndæʂmæk
ünin	unin
ünin aquru-qïja sözläsün.	ʏ̞mʏ̞ nɑ quruq jɑ sʏ̞ðlæsʏ̞n
ünin qïqïrmaq	ʏ̞nʲɪnɪ̞n qɯ̞qʊ̞rmɑq
ünlü	yndˈø
ünlüg	ynlyk
ünsüzin	iːnsiːziːn
üntä	munt̪æ
ünün	ulˈœ̃
üp	tut̪
üpgük	ʉpgʊk
üplä	ʏplæ
üpläl	yplɛl
üplälmäk	uplalmak
üplämäk	oplamˈak
üplän	yplˈɛn
üplänmäk	ʊ̞plɛnmæk
üplät	yplˈɛt
üplätmäk	wplætmɛk
üpläšmäk	ʏplɛʃmæk
üpüp	ʝupʝup
ür	ɯ̞r
ür turmaq	ʏ̞rtʏ̞rmɑq
ürdin bẹrü	ʊrdʲin bɛruː
ürgäsin	ʏlgɛsijns
üri	yri
ürimäk	ɾimæk
ürk	ylk
ürkitmämäk	ʏlkʲitmæmæk
ürkmäk	wrɯ̞kmɑk
ürkä	ʏ̞rkæ
ürkä üzüksüz	ʏ̞rkæ ʏ̞zʏ̞ksʏ̞z
ürkül	ʏ̞rgʏl
ürkülmäk	bʏ̞rkʏlmæk
ürkümäk	ʊ̞rkʊ̞mæk
ürkün	ʏɾgʏ̞n
ürkünmäk	ɵɾkɵnmæk
ürkünč	iliːqntʃ
ürkünčä	urɣyntʃɛ
ürküp barmaq	ʊ̞rkʊp bʊ̞rmɑq
ürkütmäk	pɵɾkɵtmæk
ürküšmäk	œrkyʃmec
ürmäk	ʏrmæk
ürmän	gʊdmen
ürmän qart	ʏrmæn qɑrt
ürpäk	ʏrpæk
ürpäkmäk	urpʲakmak
ürägir	ʏɾɛgjɪr
ürüd	røt
ürüd amïl… nirvanlïγ ulušqa tẹg mäkimiz bolzun.	ʔyry dɑmɑl mirwɑnliq ʔuluʃqɑ tik mɛkimiz bolsum
ürüg amïl	ɯ̞rɯ̞ʁʊ̞ gɑmɑɫ
ürüg amïl abajabur atlïγ nirvanlïγ ulušqa tẹgmäkimiz bolsun. [uigurische sprachdenkmäler]	yrygɑmɯ̞ɫ ɑbäjɑbur ɑtɫɯ̞q bʲirʋɑnɫɯ̞q ʊ̞ɫʊ̞ʂqɑ tʲekmæ kjmʲiz bʊ̞ɫsʊ̞n
ürük	wɾʊk
ürülgän	wruːlgɛn
ürülmiš	œrʏɾmeʝ
ürülmäk	ɾʏlmæk
ürüm	rˈʉm
ürür	ʏɾʏɾ
ürüŋ	ʏ̞rʏŋ
ürüŋ qaraq	ʏ̞rʏ̞n qɑrɑq
ürüŋi	ɯ̟ᵝɾʊŋi
ürüšmäk	ʏlʏ̞ʂmæk
ürŋäk	ʏrŋæk
ürŋärmäk	bʏɾnjæɾmæk
üsnämäk	ʊ̞sʲnʲɛmæk
üstä	ʏ̞stæ
üstäk	ʃtɛk
üstälmäk	ʃtɛlmæk
üstälsün	ʔystɛlsʏn
üstäm	ʏ̞stæm
üstärmäk	ʏ̞stɛrmæk
üstükä	ʊ̞sʊ̞kæ
üstün	ʃtyn
üstünki	ystynke
üstünki altïnqï täŋrilär	ʏ̞stʏ̞nkʲi jɑɫtɯ̞nqɯ̞ tæŋrʲiɫær
üstünki altïnqï täŋrilärniŋ öŋi. [türkische turfan-texte]	ʏ̞stʏ̞nkʲi ɑɫtɯ̞ntqɯ̞ tæŋgɾʲilærmɪ̞ŋ ʏ̞nʲɪ ʲe
üstünki kök	ʔœstʃtynˈkiːkøkː
üsüglämäk	usʲoglɛmæk
üt	ʊt
üti	uti
ütimäk	ʏ̞tʏ̞mæk
ütlüg	œtlˈœg
ütmäk	ʊtmɛk
üträt	ʉtræt
ütrük	ʉtɾuk
ütüg	ətˈʌg
ütük	utok
ütülmäk	ʁytɔmˈak
ütüš	ytˈys
üv	ˈɛvʁ
üz	gʏz
üzgil	øzgil
üzgäli	bizɣaːli
üzgäli qatïγlanmaq	ʏ̞ðgæ liqqɑ tɯ̞ʁɫɑnmɑq
üzgäli saqïnmaq	ʏ̞zgæ̹lʲï sɑqɯ̞nmɑq
üzi boldï müflis, čïγajlïq jẹdi.	ʔøzi bɔɫdɯm øflesiʁɑjlɯq jædi
üziklig	ʏ̞zyʏ̞kɫʏ̞k
üzit	kuzit
üzitmäk	ʁizitmˈak
üzlän	ʏ̞zɫɛn
üzlänmäk	ʏ̞zɫɛnmæk
üzlün	ʊ̞zɫʊ̞m
üzlünmäk	kələnmˈak
üzlüs	uzluz
üzlüš	ʒˈɛðˈɛstoʊztˈi
üzlüšmäk	ʌzlˈyːsəmˈɛk
üzmäk	yzmæk
üzmälä	bʏ̞zmæ̹ldæ
üznä	ʔøz
üznämäk	ʊ̞zʲɛnmæk
üzsä	ʏ̞zsæ
üzsämäk	ʊ̞ssemɛk
üztür	ustuɾ
üztürmäk	usturmak
üzä	jʏ̞zæ
üzä olurmaq	ʏ̞zɛ ʊ̞ɫʊ̞rmɑq
üzägi bar ẹrsä, čigän bẹrk qapar.	ʏ̞zɛgʲi bɑɾ ʲersæ tʃʲɪgæn bɪ̞ɾ kɑpɑr
üzäk	ʏzæk
üzäl	gʏzɛl
üzäliksiz	uzɛlɪksiz
üzälä	ʏzælæ
üzälän	ʏzæˈɫɛn
üzärlik	ʔuzɒrurup
üzük	ʏzʏk
üzüklük	ʔyzyklyk
üzüklük tut	ʔizykløk tut
üzüksüzin	ʉzʉksøzyn
üzül	uzˈuːl
üzül kẹsil	øzyl kisil
üzülgän	ʏ̞zyɫgæn
üzülmäk	azylmɛk
üzülmäksiz	yzylmɛksiz
üzülmämäk	ʏ̞zylmæmæk
üzüm	ʔyzym
üzümlän	ʁʏ̞mrɛn
üzümlänmäk	ʊ̞zʏ̞mɫɛnmæk
üzütlä	ʊ̞zʏtɫɛ
üzütlämäk	izytlæmɛk
üzütlük	ʔøzˈtlˈœk
üzüš	yzyʃ
üzüšmäk	yzyʃmˈɛk
üč	ytʃ
üč aγu köŋül	tuekʰoː køŋyl
üč aγu nizvanï	ʏtʃɑhʊn jizbɑllɪ
üč aγïlïq nom	ytʃ aɣɯɫɯk nõm
üč aδrï	ytʃ ajˈɾɯ
üč birkü	ytʃ birkøʁø
üč jarmaq	ytʃ jɑrmɑq
üč jazqï julduz üči jajqï bil.	ytʃ jɑskɑ jʊ̞ɫdʊ̞ð ʏtʃʲi jɑjqɯ̞ bʲil
üč jašda	uʑsjaʂta
üč jïlta	yt jɯˈɫtɑ
üč jẹgirmi	ytʃ je gɪrmɪ
üč kökürčkän adajï lačïnqa qavïtur ẹrkän. [altun jaruγ]	ʏtʃ køkʏ̞rʏ̞ʂkɛn ɑdɑ jɯ̞ɫɑ tʃɯ̞nqä qäuɯ̞ tʊ̞r ɪ̞rkæn
üč kölüŋü	ytʃ kølyŋy
üč otuz balïq sïdï.	ʏ̞j ʧɑtʊ̞s bɑɫɑksɑ dɑ
üč oγrïlarnïŋ birin az nizvanï oγrïnta ölürmiš ajïγ kišilär. [türkische turfan-texte]	ʔytʃ ʔoqurɤlɑrnɪŋ bilɪm ʔɑz ʔizbɑnɨ ʔɑʁrunta ʔølyrmiʁ ʔɑjiq keʃilɛr
üč oγuz	ytʃ ɔɣuz
üč qarluq	ʏ̞tʃqɑrɫʊ̞q
üč qurïqan	ʏ̞tʃ kurɯ̞qɑn
üč ödki	lutʃət kiː
üč ẹrdini	ʃɛɾdini
üč ẹrkäk oγulnï toγurdï.	witʃirkɒk ɒɣinlɒtɒv gɒrdɒ
üč ẹtüz	ytʃɛ dʏz
üč ẹŋim jirtinčü. [türkische turfan-texte]	ytʃiŋim iɾsɪn̪t̪ʃu
üčagü	ʊ̞tʃɛg
üčagün	ytʃɛgyn
üčagün birikmäk	ytʃɛ gyn bɪlɪkmɛk
üčagün qabïšïp sülälim.	ʏtʂægʏ̞n qɑbɯ̞ʂɯ̞t sʏlæ̹liːm
üčagüsü	ɛtˈekgusˈy
üčgil	ytʃkil
üčgil qïlu	ytʃkijil kɯɫɯ
üčgü	ytʃgy
üčgül	ytʃgʏl
üčinč	ytʃyntʃ
üčkil	ytʃkil
üčkül	ytʃgyl
üčläjü	ytʃlæjɔ
üčlänmäk	ytʃlɛnmɛk
üčlüč	ytʃlytʃ
üčrär	ʊtʃˈɫeɾ
üčägü	utʃego
üčägün qabïšïp	ʏtʲæ gʏ̞n qɑbɯ̞ʂɯ̞p
üčägün qabïšïp sülälim, ẹdi joq qïsalïm. [orkhon-enisei scripts]	ytʃ egyn qɑbɯrʃu søjɛlɪm ʔɛziʁ joqqɑ sɑlɑm
üčär	ytʃeɾ
üčär qata	ytʲɪrqɑtɑ
üčügü	bɛtʃɛgɛ
üčük	ytʃyk
üčükmäk	itjˈubnˈɛk
üčükü	ytʃycʏ
üčün	lytyn
üčünč	ytʃyntʃ
üčünči	ytʃyntʃi
üčünčü	uʈyndʒuː
üčürgän	ʏtʃʏrgæn
üčürmäk	ytʃyrmɛk
üŋmäk	ʏ̞ŋmɛk
üŋtürmäk	ɯ̞ŋtʏ̞rmæk
üŋülmäk	ʏ̞ŋʏlmɛk
üŋür	ʏ̞ŋʏ̞r
üŋürdäki	ʏ̞ŋʏ̞rðækʲi
üšgürmäk	ʊ̞ʃgʏrmæk
üšik	ʃˈik
üšiklämäk	ʏ̞ʂʏ̞kɫɛmæk
üšimäk	uʃimˈak
üškür	ytʃkʏr
üškürmäk	ʏ̞skʏ̞rmæk
üškürtmäk	ʏ̞ʃkʏrtmæk
üškürtürmäk	ʃkʏrtʏrmæk
üšmäk	yʃmˈɛk
üštürmäk	ʏʃtʏrmæk
üšälmäk	ʃɛlmæk
üšämäk	yʃɛmæk
üšärig	aːsɾiːk
üšätmäk	ʃɛtmɛk
üšümäk	ʃˈøːmɛk
üšütmäk	ʏ̞sʏtˈmɛk
üžik	yʒik
üδik	yðik
č-č	sˈɛ
čab	kʃab
čabaq	ʃɑbɑq
čadan	kɒdɒn
čaflï	tʃaːfua
čaha	kʰoːhɑ
čajdanta	kikoitsantau
čakïr	tʃɑkɯ̞r
čal	sau
čalaŋ	tʃaːwɑŋ
čaldramaq	tʃɑldɯrɑmɑq
čaldïr	tʃɑldɯ̞r
čalma	tɕɑlma
čalmaq	tʃɑlmɑq
čalpaq	tʃɛlpɑq
čalpaŋ	tʃoːpˈɐn
čalpašmaq	tʃoɫpəʃmɑq
čalpušlanmaq	tʃɑlpuʂɫɑnmɑq
čalq	tʃɑq
čalqan	tʃaqan
čaltur	kɒldtɒɾ
čalturmaq	ʃɑltʊ̞rmɑq
čalïnmaq	tʃɑɫɯ̞nmɑq
čalïš	tʃɑɫˈdɯr
čalïšmaq	tɕɑlɯ̞ʂmäq
čalïγ	tʃɑlɑq
čalγaj	tʃoːgaj
čam	ʃɒm
čam čarïm qïlmaq	tʃɑm tʃʰɑrɯ̞m qɪ̞ɫmɑq
čamlasarlar	tʃɑmɫɑsɑɾɫɑr
čamraq	tʃamɾaq
čamγuq	tjˈɛ̃ʁˈuʁ
čamγur	tʃaːmgoːr
čan	hˈɛn
čanaq	tʃɑnɑq
čanaqlamaq	tʃɯ̞nɯ̞qɫämɑq
čandïšmaq	tʃɑŋdɯzmɑq
čanqa	dʒaŋqaa
čanturmaq	tʃaːntoɾmɑq
čanču	tʃɑntʃˈu
čap	kˈɑp
čapmaq	tʃɑbqq
čapsamaq	tʃɑpsɑmɑq
čaptur	tʃɒptuɾ
čapturmaq	tʃɑpdʊ̞rmɑq
čapïlmaq	tʃɒpɒlmɒq
čapïnmaq	tʃɑpɯnmɑq
čapït	tʃɐpˈt
čapïtmaq	tʃaːpətmak
čapïtγan	tʃoːpətɢan
čapγut	tʃʰaːpgoːt̪
čaq	tʃok
čaqlanmaq	tʃɑqlɑnmɑq
čaqmaq	tʃɑqmɑq
čaqqïl	tʃɑqːɯl
čaqraq	kʲɯ̞rɯ̞k
čaqratmaq	tʃɑqɯ̞rɑtmäq
čaqrïš	kʲɑqɯ̞rɯ̞ʂ
čaqrïšmaq	tʃaqruʃmɑq
čaqturmaq	tʃɑqtʊ̞rmɑq
čaqïlmaq	tʃɑqɯlmɑq
čaqïnmaq	tʃɑqɯnmɑq
čaqïr	tʃɑqɯ̞r
čaqïšmaq	tʃaɫqizmɑq
čar	kär
čarlamaq	tʃɑrɫɑmɑq
čarlatmaq	kɯ̞rɫɑtmɑq
čarlašmaq	tʃärɫäʃmɑq
