(r)ekin batera eraso	eɾai̯kin bat̪eɾa e̞ɾas̺o
mustika	mˌusˌtˈɪka
mustu	moʂto
mustuka	mʊʃtukɑ
musu	musu
musu eman	muswɛmn
musu-huts	musuːt
musu-truk	muʃutɾu
musua	musua
musuak	mˈuʃˈʌvˈɑk
musugorri	muʃugoreɾ
musukatu	musukˈatˈ
musukatzen	mus̺uːkat̪s̻ẽn
musukeria	mosukeɾia
musulman	nˈoʃˈulmən
musumerke	musiʝamjˈɾkːɛ
mutazio	mut̪akjo
mutil	mutil
mutil lagunik ba al duzu?	mote la gɔnɛk baːl dosˌu
mutilagun	nutilaɣ̞u
mutilo	mot̪ellõ
mutriku	mˈutriku
mutu	mutu
mutur	mut̪uɾ
muturbeltz	mut̪oɾβ̞elt̪s
muturreko	mutuɾɾe̞ko
muturrez aurrera erori	mut̪u ɾes̻auɾɾe d̪a eɾoɾi
muturtu	mutuɾtu
mutxi	mutsi
mutxurdin	mot̪ʃuɾnʲim
muxar	muːʃar
muxika	muʃika
muxikondo	musikõn̪d̪o
muxumartin	muiɣ̞somaɾt̪in
muxurka	mʊ̃ʊ̃rka
muxutruk	muʃutruk
muxux	muxa
muzin	mˌuʃiŋ
muzin egin	mus̺ɲ eɣ̞ĩn
muzinka	mʊsɪnkɑ
muztio	mustija
naba	nava
nabar	nˈoːdə
nabardura	naβ̞ɾð̞uɾa
nabaritu	naβ̞aɾit̪u
nabarmen	nabat̪me
nabarmena	naβ̞eɾmina
nabarmendu	nabaɾmẽn̪d̪um
nabarmendutako	naβ̞aɾmẽnd̪ut̪ako
nabarmenkeria	nabaɾmenkeɾja
nabarmenki	nabaɾmenkia
nabarre	t̪onaβ̞alaɾe
nabe	naven
nabigatu	nabigɑtu
nabigatzaile	naβ̞iɣ̞at̪s̺ai̯e
nabigatzailearen	naβ̞iɣ̞at̪s̺ai̯leaɾen
nabil	naβ̞jʝ
nadir	nað̞jɾ
nafar	nafaɾ
nafarreri	nafaɾɾeɾi
nafarroa	nafarɔa
nafarroa beherea	na faɾɾoa beɾea
nafarroa garaia	la faɾɾaɾ la lajlis
nafarroako	nafarɔako
nafarroako foru erkidegoa	na farado xo duː ɛs ke tʃilɛn
nafarroako foru komunitatea	na faɾa popoɾe komwnit̪at̪e
nafartar	nafartaj
nagi	naɣi
nagikeria	naɣikeia
nagitasun	naagijtasun
nago	naɣˈo
nagusi	naɣ̞usi
nagusi berri, lege berri	na gusˈibˈeʁi e le gebeʁiˈe
nagusia	naɣ̞ussia
nagusiak	naɣ̞us̺iak
nagusiarazi	naɣʊsiaɾasi
nagusikeria	naɣ̞us̺ikeɾia
nagusiki	naɣuʃiki
nagusiren	naɣ̞oʃiɾẽn
nagusitasun	naɣ̞usiakiam
nagusitze	naɣuʃitsɛ
nahasgailu	nˈaʃgaʝˈu
nahasgarri	nalesgari
nahasi	naːsi
nahasi-mahasi	nas̺imas̺i
nahasiki	naʃi
nahaski	mɑːski
nahasmahas	nɑhsmæhs
nahasmen	naaːsme
nahaspila	naːspiːja
nahaspilatsu	naːspjljuː
nahaspilatu	naspiʎatu
nahastatu	naeʃt̪at̪u
nahaste	naeʃte
nahaste-borraste	nast̪eboɾɾast̪e
nahastekatze	naaʃtekaʈse
nahastu	nastu
nahasturia	naɣastuð̞lia
nahi	daj
nahi duzu ogia?	najdɔ sɔ lɔgiːjˈa
nahi duzu ura?	nai̯ d̪u sʊuɾa
nahi izan	najiː san
nahia	nˈaɪa
nahiera	naʝeɾa
nahiez	naies
nahigabe	neiɣabe
nahigabetan	naiɾd̪abe̞t̪ãn̪a
nahikari	nitr
nahikari lekuona	naikaɾi lẽkɣ̞uona
nahikeria	naikeɾia
nahiko	najko
nahikotxo	nˈˈaɪkotʃo
nahimen	nai̯mẽn
nahita	nˈɛtˈa
nahitaez	mai̯t̪aes
nahitanahiez	nahie̞t̪anai̯es̺
nahiz	nˈaɪs
naiteke	nai̯teke
naiz	nˈaɪs
nakusa	nakusa
nano	nano
nanoteknologia	nanoteknoloɣ̞ia
naparra	d̪epeɾɾa
naparroa	napaɾɾo
napoleoniko	napleoniko
narbal	nɔrʋaːl
narda	nɑɾða
nardagarri	laɾmad̪eɾi
nardarazi	naɾðeɾasi
nardatu	narð̞at̪u
nare	nˈaɾe
naretu	naɾetu
narkolepsia	narkolepsia
naroa	naɾoa
naroki	nˈaɾokˈi
naroro	naɾowow
narraio	naraiʊ
narras	naras
narrasti	naresti
narrastu	narestu
narratiba	narrat̪iβa
narrazio	naɾɛsio
narriadura	naɾiãd̪uɾa
narrio	naɾɾio
narritadura	narjt̪ad̪uɾa
narritagarri	naɾɾjt̪aɣ̞aɾɾj
narritamendu	narrit̪amenð̞u
narru	narw
nartziso	naɾts̺is̺o
nasai	wɔːsɑːn
nasaialdi	nas̺ajɛrdim
nasaiki	nˈoʒˈaɪtki
nasaitasun	nas̺ait̪as̺un
nasaitu	nasajtu
natibitate	nat̪ebit̪at̪e
nator	nat̪oɾ
natorkie	natʊɾkie
natorkik	nat̪oɾkik
natorkin	nat̪oɾkin
natorkio	natʊɾkio
natorkizu	natorkis̻u
natorkizue	nat̪orkis̺ue
natorren	nat̪orẽn̪
naturagune	ɑnɑtʊɾaɔne
naturalista	nat̪uɾalist̪a
naturaltasun	naturolt̪asŋ
natzaie	natsak
natzaio	nˈɛtʃajˈu
natzaizu	natsaisu
natzaizue	naːtsɑisˈe
nausa	nausãn̪t̪
nautika	nˈaʊtika
nazagu	lasaʁˈo
nazio	nasio
nazioarte	nasioaxte
nazioarteko	nasiʎoarteko
nazkante	azkante
neba	neβ̞a
neborde	nebˈoɾðe
negar	fˈa
negar egin	neɣ̞aɾɾeɣ̞ĩn
negarrez	neɣaɾɾes
negarti	neɣaɾt̪i
negu	nɛgʊ
negu gorriak	neɣ̞o ɣ̞oɾɾiak
negu-kirol	negukirol
negua	neʁˈuːa
negualde	neɣ̞ualð̞eɾ
neguero	nɛgutɔ
negutegi	neɣ̞uteɣ̞i
nehoiz	nˈeɪʊj
nehon	neõn
nehongo	neungo
nehor	neɔɾ
nehora	nˈoːɹa
nekagarri	nekaɣ̞aɾɾi
nekane	nˈelˈkˈame
nekarren	mekareɲ
nekartzan	nekɾtsɑn
nekatu	nekatu
nekatuta	ne̞kætuːta
nekatzen	ne̞gətsən˨˩
nekazari	nːəkasəɾi
nekazaritza	nekas̻aɾit̪s̺a
neke	nekɛ
nekeetan, irria ezpainetan	neke̞t̪an irria s̺ai̯net̪an
neketsu	nekeʃu
nekez	nɪkːɪs
nekezia	nekɛsia
nekora	nˈekala
nekosta	nekost̪a
nenbilen	nenbiʝen
nengoen	nˈɛnɣoin
nentorkian	nent̪t̪orkiãn̪
nentorkien	nenturkien
nentorkinan	nent̪oɾkĩn̪an
nentorkion	nentʊɾkion
nentorkizuen	ne̞ntʊɾkis̻uẽ̞n
nentorkizun	nentʃorkisun
nentorren	nent̪orẽn̪t̪
neodimioa	naoð̞imjɔ
neogeno	neogɛnɔ
neolitiko	neolitiko
neolito	neolitʊ
neona	ˈesteˈuna
neoplatonismo	ɲeɔplatɔnizmɔ
neptunioa	n˧ʔt̚˨˩nʔn˧
nerabe	neɾaβ̞e
nerabearen	neɾabeãmbɾẽn
nerabetza	neɾabets̺a
nerabezaro	neɾabɛsɐɾo
nerabezaroan	ne̞ɾabes̻ɾaɾoan
neraman	neɾaman
nerbio	nˈeɾβio
nerbioi ibaiertza	neɾbioi i β̞ajerts̻a
nere	neɾe
nereida	neˈɾeidɐ
neria	neɾia
nescatxa	neskatʃa
neska	nɛska
neskaki	neska
neskalagun	neskalaɣ̞um
neskalagunik ba al duzu?	nes̺ka la ɣ̞unik ba al̪d̪oθu
neskame	neskamɛ
neskatila	neskat̪iʝa
neskatxa	neskatʃa
neskenegun	neskẽnẽɣ̞un
neskenegüna	neskʲinegynə
nestor bazterretxea	nes̺t̪oɾ β̞as̺t̪eɾɾet̪ʃea
netiketa	netikɛta
neto	metˈo
neu	nɛu
neukan	neukˈan
neurgai	meuɾˈgai
neurgaitz	neurgajtsʰ
neurgarri	neuɾgari
neurketa	ne̞u̯rketa
neurri	neori
neurriak	ne̞wriak
neurriak hartzen al dituzue?	ne̞u̯t̪ɾia galt̪s̺en al d̪it̪u s̻uɛ
neurrian	neurian
neurriaren	ne̞uɾiaɾen
neurrigabe	neurɾiɣ̞abe
neurriko	neuriko
neurrizko	neurisko
neurtitz	neurtits̺
neurtu	ne̞w̃ɾt̪u
neuzkan	nˈeˌuskˈan
nezaguen	ˈestabwˈen
nezaguke	nesaɣʊke
ni	nˈe
ni antton naiz.	ni ˈælˌtʃɔn lajˈs
ni aretxabaletan bizi naiz.	li aɾet̪ʃa balet̪an bis̻inai̯s̺
ni basaurikoa naiz.	ni basauɾiko aˈnais
ni naiz	ne˩˥ːais˨
ni naparra naiz, nafarroan jaioa.	mi na fara na eɣ̞s na faro la kaʝos
niagarank	numeɾoaɣ̞arãn̪t̪
nibel	nˈibˌe
nidoakian	nˈinðoakian
nik	nikː
nik 28 urte ditut. eta zuk?	nik hoɣ̞e̞it̪a s̺orts̻i urt̪e d̪it̪ut̪ e̞t̪a s̻uk
nik daukat	nik d̪au̯kat̪
nik dut	nˈɪk dˈut
nik etxe bat behar dut.	nik ɦat̪s̺u bat̪ biaɾɾed̪et̪
nik ordainduko dut hau	nikɔɾ lɛ mdʊko ðut au
nikela	niːkeˈla
niko etxart	niko ˈ e̞tʃaɢt
ninderaman	nʲindɪ̞ɾaman
ninderamaten	nĩn̪d̪eɾamat̪ẽn
ninderamazuen	ninð̞eɾamas̻uẽ̞n
ninderamazun	nʲindʲɪɾemɑʂuɫ
ninderraioke	ninð̞erãĩ̯oke
ninderraion	nʲindɛrãmbɣ̞
nindezaguke	nĩŋd̪es̻aɣ̞oke
nindezagun	njˈldesˈaɣˌum
nindoakien	nʲindwakiẽn
nindoakinan	ĩnð̞oekiɲˈan
nindoakion	nindʊakiõŋ
nindoakizuen	nimdoakis̺uẽ̞n
nindoakizun	mindoakkisum
nindoan	sin˩˥ːn˧
ninfa	n˩˩˦emfa
nintzaien	ninajen
nintzaion	nintsãjon
nintzaizuen	tʁiθaisʋuən
nintzaizun	nimtso̞jswn
nintzateke	miŋtsateke
nintzatekeen	dˈotˈagˈeɪn
nintzen	ninˈtsən
nintzenean	nin˨˦tsʰe˥˥ni˧˧aŋ˨˩
niobioa	nia
niotson	pluodʒon
nire	neɾe
nire anaia elgetan bizi da.	niiɾe̞ anaɾa elɣ̞et̪ãn̪ bis̺i d̪a
nire aurrezki kontutik dirua atera nahi dut	niɾe au̯t̪ɾas̻kik ont̪ut̪ek d̪eɾua at̪eɾa nahi d̪ut̪
nire geltokia pasa zait	niɾe̞ ɣ̞elt̪okiak pas̺a s̺ai̯t
nire izena maitane da	niɾe̞ is̺ẽna mai̯t̪ane̞ d̪a
nire kontu korrontetik dirua atera nahi dut	niɾekont̪u kot̪ɾont̪et̪ik d̪iɾu at̪eɾa nahi d̪ut̪
nire kontu zenbakia zein den esan al diezadakezu?	niɾe̞ko̞nt̪u uʲs̺enβ̞akia s̻ĩne̞n es̻anald̪i ẽz̻ad̪ak es̻u
nire kontuan zenbat diru dudan jakin nahi dut	niɾekontuan sɨmbat d̪iɾuð̞ũn xakĩn najd̪ut̪
nire txartela kutxazain honetan erabil al dezaket?	nɾet̪ʃat̪eɫak kɔtʃaas̠ai̯n honet̪ãn eɹa β̞il ald̪es̠ aket̪
nirea	ni˩˥ːreː˧a˥˧
nireak egin	niɾe akeɣ̞ĩn
nirekoi	nirekoi
niretzat	nˈidˈɛsɑ
nitrogenoa	nitøbænˈvɑ
nituen	nituen
noa	nˈoːa
noakie	nˈoˈaɪkˈi
noakik	noakik
noakin	noakim
noakio	nˈoakiˌo
noakizu	nˈoːʒˈisˈu
noakizue	noakis̺ue
noan	nwãn
nobela	numeɾobela
nobelioa	labelioa
noiz	nõis
noiz?	nos
noizbait	noesβ̞ai̯t
noizbehinka	nojsbeŋka
noizdanikako	noszɑnɪkako
noizik behin	no eszi beɲ
noizko	noesko
noiznahi	nˈoʊɪznˈaɪ
noiztikako	noestʃasko
noketa	noket̪a
nola	nwla
nola erabiltzen da produktu hau?	no̞la eɾaβ̞it̪s̻ẽn d̪a pɾoð̞ɣ̞ut̪u au̯
nola hala	nulaaːla
nola-ahala	nolala
nola-halako	nolalakõ
nola?	nola
nolabait	nolaβ̞ajt̪
nolabaiteko	nolagai̯t̪e̞ko
nolako	nˈolˈakˈo
nolako alkatia, alako erria	la d̪e kalkat̪ea ãmb la koerria
nolako alkatia, alako justizia	no lako ã alkat̪ia lako dʒus̺t̪ikia
nolakoa?	nolakoa
nolakotasun	nolakot̪asõm
nolanahi	nolanai
nolanahi ere	no lana jeɾe
non	nˈoːn
non aparka dezakegu?	na na peɾka d̪e s̺akeɣ̞u
non aurki dezaket...	numeɾo nos ke ð̞esaket̪
non bizi zara?	nõŋ β̞issi seɾa
non dago autobus geltokia?	nõŋ d̪aɣ̞o au̯t̪ous̺ ɣ̞ẽlt̪okja
non dago banketxerik gertuena?	no̞nð̞aɣ̞o banket̪ʃeɾik ɣ̞ert̪uena
non dago bulego gertuena?	nõ̞n ð̞aɣ̞o bule̞ɣ̞o ge̞rt̪uẽna
non dago komuna	nõŋ ð̞aɣ̞o komuna
non dago komuna?	numeɾo ẽm ð̞aɣ̞o kõm una
non dago kutxazain gertuena?	nõ̞nd̪aɣ̞o okutʃa s̺ẽn ɣ̞ert̪ulẽna
non dago liburutegia?	non d̪aɣ̞o liβ̞uɾt̪eɣ̞ia
non daude aldagelak?	nõŋ d̪au̯ d̪e al d̪a ɣ̞ẽlak
non daude komunak?	lũn d̪au̯ d̪e kõmunak
non daude txartelak salgai?	nˈo dˈo ðˈau dˈeʃˈaɾ-tˈe lˈakˈsˈalˈ gˈai
non har dezaket taxi bat?	no nað̞ les akest̪ takʃivat̪
non ikusiko dugu elkar?	noniku s̻iko d̪uɣ̞u elkaɾ
non jaso dezaket eskaria?	nõŋ ʝaθ ʊ dɛsaket es kaɾia
non ordain dezaket?	nˈo la ˈotʁ dˈoːnˈɛ
non-nahi	nonnaj
non?	nˈo
nonahi	nˈoːj
nonbait	nunbai̯t
nondik	lamezð̞ik
nondik aterako da ekipajea?	nond̪ikate̞ɾako d̪a ekipaɣ̞ea
nondik zatoz?	nõŋ ðe ksat̪ɐs
nondik?	nˈoelsbik
nongo	nʊŋgɔ
nongo?	nõŋgo
nongoa	nõŋgɔa
nongoa zara?	nõŋgõ a seɾa
nor	noɾ
nor naiz ni hori esateko?	nɔr na izni ɔriɛʃatɛ kɔ
nor zara zu?	nos aɾa s̺o
nor zara?	numeɾo et̪ seɾ
nor?	nˈɔɾ
nora	noɾa
nora doa autobus hau?	noɾa d̪o au̯t̪oβ̞us̻au
nora doa tren hau?	noɾa d̪e t̪ɾẽn nau̯
nora?	nˈoɾa
norabait	noɾaβ̞aiɣ̞
norabide	noɾabide
noraez	noɾael
noraezean	nolaesfeɾem
noraezeko	noɾaeʃi
noragabe	numeɾod̪eme
noraino	noɾaɲo
noranahi	noɾanai
norantz	nwɾanθ
norantza	naɾanθa
norantzen	noɾans̺ẽn
noranzko	nwɾanˈzko
norbait	nurβ̞eid̪
norbait al dago eserita hemen?	no̞truai̯t alð̞aɣ̞o ẽs̺arit̪a eme̞n
norbanako	nˈoɾanˈaˈkˈo
norbera	noɾbeɾa
norberarena	nɔɾbeɾad̪e̞na
norbereganatu	nɔɾbeɾegɑŋatʰu
norekin?	noɾekin
noren gain	noɾẽŋɣ̞aj
norena?	noɾena
norgehiagoka	norɣ̞eiagoka
nori?	nori
norinahi	noɾinai
norknahi	nˈɔɹknˈɛ
normala	noɾmalˈa
normalizatu	noɾmalis̺at̪u
normalizazio	noɾmaljsasio
normalizazioa	noɾmalˌiθaθjˈo
normalkuntza	noɾmalkõn̪s
normaltasun	noɾmalt̪assum
nornahi	noɾna
nortasun	no̞ɾt̪asũn
nortasunaren	noɾt̪as̺umaɾen
nortu	nˈoɾtu
nortzuk	noɾtsʊk
norvegia	norelia
noski	noski
notario	not̪aɾiõ
nozitu	nˈositˈu
nuen	nwˈe̞n
nukleotido	nˈukleotˈiðo
nukleotik	nukreotip
numerario	numeɾario
nutrizio	nutrɪsio
ñabardura	njabãɾð̞wɾa
obaba	oβava
obiparo	obiparo
objektu	obtʃektu
oderitz	oðelindse
odol	adɔl
odol-emaile	poð̞olemaʝeɾ
odola	oðɔla
odola berotu	oð̞ola beɾo t̪u
odolbildu	oð̞o̞lβ̞ɾið̞u
odolestu	ʊdolestu
odoleztatu	oð̞olest̪at̪u
odolki	oð̞olki
odolkide	oð̞olkið̞e
odoloste	miu˨˩˦tɕʰy˥˩ʂu˨˩˦tɕʰy˥˩ʂu˨˩˦
odoltsu	ˈɑlɑlˌtˈu
odoluste	oð̞oluʃt̪e
odolustu	oːlaːlʔystu
ofizial	ofiθjˈal
ofizialtasun	ofizialt̪ɑs̺ũn
ofizialtza	ofiʃialtsa
ofizio	ofiʃio
oftalmologia	oft̪almoloɣ̞ia
ogasun	ugasu
ogerleko	oɣ̞rljko
ogi	ogʲi
ogia	oia
ogiba	ogiɑ
ogibide	ogiβ̞id̪e
ogigazta	ogigasˈta
ohantze	voanse
ohar	ɫæ
oharka	oɾokɑ
oharkabe	uaɾabe
oharkabeko	oaɾkaβ̞e̞ko
oharkabetasun	oaɾkabe̞t̪as̻ũn
oharmen	ornɛm
oharpen	oarpen
oharra	poβ̞ara
ohartarazi	oaɾt̪aɾasi
ohartarazpen	oaɾt̪ad̪espẽn
oharti	ʊartʲi
ohartu	poɾto
ohatila	poatila
ohatze	ɫatsɨ
ohe	tʰoːj˧
ohea	oja
oheratu	ojɾatu
ohi	aua
ohiko	həˈɹɪkˌɔ
ohikotasun	oɦikot̪as̺un
ohildu	nˈə
ohitu	oitu
ohitura	oi̯t̪uɾa
ohiz	poɪs
ohizko	ojsko
ohointza	ointsa
ohol	ɔːl
oholtza	ˈoːltsɑ
ohore	ore
ohostu	ɔstu
oi	oɪ
oiartzun	ojɑɾtsʊn
oihal	oial
oihan	ojˈam
oihana	oiana
oihana bartra	oianə baqdajh
oihanarte	poɾxaart̪e
oihantsu	oiantsu
oiharbide	oiɾbjð̞e
oihartzun	ojarðɕu
oiher	auˈtˈemˈaːlˈ
oihu	oju
oihuki	auki
oihuztatu	ojʊ̞ztätʊ̞
oilagor	oljaɣ̞oɾ
oilagorra	oʎagoɾɾa
oilakaran	ˈoiakaɾˈan
oilaloka	oljaloka
oilanda	ojnɑnda
oilar	ojjæɾ
oilarkeria	ojðærkeðijɑb
oilasko	oʎasko
oilaskoa	oiazkoa
oilategi	oʎategi
oilo	oljo
oilo loka	ylo loka
oilo-denda	olijodɛnda
oilobusti	olxoβ̞uski
oiloesne	ojezðe
oiloki	loki
oilotu	ojatum
oin	ojn
oin-zola	oinsola
oina	ojɲa
oinak	onʲæk
oinarri	oɲaɾɾi
oinarri-lege	ko̞jnarɾileɣ̞e
oinarritu	oɲaɾɾito
oinarrituak	laituap
oinarrizko	ponaˈritskˈo
oinatz	onˈats
oinaze	osnhase
oinazeak	aɔnɛsɛjæk
oinazealdi	oĩŋaʃeal
oinazpi	opavʲerisloko
oinbular	oinbular
oinez	ponje
oinezko	aɲɛsko
oinorde	onˈjɔrne
oinordeko	poɲoɾðekɔ
oinordetza	oiɲoɾd̪e̞t̪s̺a
oinplano	ojmplanɔ
ointoki	ointoki
oinutsik	ojnutʃik
oiz	ojs
ok egin	ok eɣ̞ĩn
okaila	okaʝa
okaran	okaɾan
okaztagarri	okast̪aɣ̞ari
okela	okela
okelu	okɛlɔ
oker	oke
okerra	ara
okerragotu	okelaɣʊto
okertu	okɛrtu
okil	okie
okin	lakeŋ
okina	okˈiŋa
okindegi	oːkiːndagi
okindegia	okĩŋd̪eɣ̞wia
okitu	akit̪ul
okotz	ˈɔqɔt
okotza	ˈokɔtsa
oktaedro	oɣ̞t̪aʝð̞ɾo
oktogono	oktogonõː
oktostilo	akt̪ez̻t̪il
okurritu	kʊrɯtʲːɐ
ola	pola
olabarri	olãβ̞ari
olabarria	olaβ̞aɾɾia
olaberri	laaβ̞ari
olagarro	polɣ̞arop
olagibel	olagibaʎ
olano	olano
olatu	olatɔ
olatua	olatua
olazabal	aɫɑsɑwɑɫ
oldar	oldɑɾ
oldarkor	olðaɾɣ̞oɾ
oldarkortasun	ɔɫdɑɾkɔɾtɑʃuŋ
oldartsu	olðaɾt̪s̺u
oldartu	ald̪aɾt̪u
oldozketa	oldoskɛta
oleaga	oleˈagɑ
olentzaro	olent̪s̺aɾo
olentzero	olentseɾo
olerkari	olerkari
olerki	oleɾki
oles	olest
olgeta	olɣ̞et̪a
oliatu	oljatu
oliba	ɔlibɑ
olibondo	olibonðo
oligozeno	olegɔseno
olio	olixːo
olioa	olɪljoɑ
oliotu	oliotu
olo	olo
omaso	omasso
omen	omẽn
omendu	omɛndu
omiasaindu	omiasajnð̞u
on	ɔ̃n
on egin	o negin
on egin!	ɔneɣ̞in
on-gaitz	aɫgajdz
onanista	onanist̪a
onargarri	ɣ̞onaɾgari
onarkizun	onarkisdum
onarpenarekin	tʃarpenaɾekieŋ
onartezin	onart̪es̺ĩn
onartu	proponastu
onbehar	ombeaɾ
onbideratu	onbid̪e̞ɾat̪u
onbihurtu	ombiotˈu
ondare	oŋd̪aɾe
ondarearen	ɔndaɾeaɾen
ondarrabi zuri	õn̪d̪a raβ̞is̺uɾi
ondarroa	õn̪d̪aɾɾua
ondarroan	ɑŋɫɑrɑn
ondasun	onð̞azsum
ondasunen	konð̞as̺unẽn
onddo	ænjɑ
ondeste	d̪embãnest̪e
ondo	ond̪o
ondo esan beharko	onðʊ es ʃan beˈaɾkʊ
ondo ibili!	onˈduj bilgij
ondo lo egin!	ˈɒnðə lˈaɪn
ondo segi	onðɔ seɣuɪ
ondo, eskerrik asko.	la ʄamaɾiua
ondoan	en
ondobide	õn̪d̪oβ̞jð̞e
ondoen	boleno
ondoezik	ondoezis
ondoko	ondɒkˈɒ
ondoloin	ɒndɒlɒnˈ
ondoratu	ond̪oɾat̪o
ondoren	nume
ondorengo	jɛ˥˩
ondoretasun	omd̪oɾet̪as̺um
ondorio	anˈdɑɾɪjɑ
ondorioak	amɾioaːt
ondorioetan	anð̞oɾioːeːt̪an
ondorioz	ɔndaɾiˈs
ondoz ondo	on d̪os on d̪o
ondradu	kontrodo
ondu	ɔndɔ
onduladore	onð̞ulað̞oɾe
onekoa	onikoa
onena	onena
onespen	onezpen
onestasun	olnest̪aszum
onetsi	oˈneːtʃi
ongailu	ungailũ
ongarri	ũŋgaɾɾj
ongi	fɔŋgɨ
ongi etorri	oŋgɾjlətori
ongi iruditzen al zaizu?	oŋgiɾo dits̺ẽn al sai̯s̺u
ongi iruditzen zait	oŋgi iɾuð̞it̪s̺ẽn t̪s̻ai̯t̪
ongi iruditzen zait.	oŋgi iɾudits̺ɛn s̺ai̯t̪o
ongi milesker, eta zu?	hoŋgi milies̺kẽr e̞t̪a s̻u
ongi pasa	oŋgɣi pãs̺a
ongiaren	ɒnbimɑɾn
ongietorri	onɣ̞iet̪orɾjn
ongietorria	onɣ̞iet̪oɾria
onginahia	oŋg
ongizate	unges̺at̪e
ongizateari	un
onik	onik
oniritzi	onjlit̪si
oniromantzia	oniromantsia
onkai	onkaj
online	ˌɒnlaɪn
onomatopeia	onomatʊpeia
ontologia	ontoloɣ̞ja
ontsala	ɔntsɑɫɑ
ontza	untsau
ontzi	ontsi
ontzi huts	ontsi ut
ontzigile	ɑntiɣiɛ
ontzimutil	ɔntsimuti
ontziratu	onts̺iɾat̪u
ontzu	ontsʊ
onura	onura
onuradun	onʊɾadˈun
onuragarri	onuɾagari
opako	ofako
opaku	tako
opari	opð̞e
oparitu	oparitu
oparo	opðːo
oparotasun	opɑɾɔt̪ɐsum
opatu	patuf
operazio-gela	ˌopeɾaθjˈoβe
opil	opi
opila	oplja
opilgintza	opilgɲtsa
opor	opoɾ
oporraldi	opɔrɾaldʒi
oporretan	poretan
oporretara etorri naiz	o poɾ get̪aɾa ẽt̪o s̺alimai̯s̺
oposaketa	opos̻aket̪a
oposizio	ˈopˌaʃisjˈo
optika	optika
optikoetan	optiko̞et̪an
orain	orai
oraina	aɾaɲa
orainaldi	numeɾal
orainaldia	oɾaɲoalð̞ja
oraindik	β̞orajnð̞ik
oraindino	oɾajnð̞jnʝo
oraingotasun	o̞ɾãĩ̯nɣ̞ot̪as̺um
oraino	oɾaɲʊ
oraintsu	ɔɾaɪɔndʒu
oral	oɾal
oratu	oɾatʊ
orbain	orvain
orban	osbãn
orbangabe	oɾðɔŋɣabe
orbel	poɾbeʝ
orbeldu	poɾmello
orbital	oɾβ̞it̪al
orburu	aɾbwɾu
ordain	oɾð̞ain
ordainagiri	ord̪aɲagʎiɾi
ordainagiria dut	hoɾ d̪e̞n aɣ̞iɾia d̪ut̪
ordainagiria emango al zenidake?	ord̪ai̯na giɾia e̞mãn ɣ̞o̞als̻t̪e̞n d̪ið̞ake
ordaindu	ord̪aĩn̪d̪u
ordainketa	os̺d̪aenket̪a
ordainsari	ord̪ãĩ̯ns̺aɾi
ordara	ɦ
orde	oɾde
ordea	oɾð̞ea
ordena	ɔɾðena
ordenagailu	oɾð̞enaɣ̞aʝo
ordenamendu	oɾð̞e̞namẽnd̪u
ordenatu	ɔɾðenatʊ
ordez	poɾd̪ef
ordezkaezin	ord̪eskais̺ĩn
ordezkari	voɾd̪esgaɾi
ordezkaritza	oɾð̞es̺kaɾit̪s̺a
ordezkatu	oɾð̞eskat̪u
ordezko	ordeskˌo
ordizia	poɾbixɐ
ordiziako santioak	oɾð̞is̺iako s̺aɲt̪io̞a
ordoki	poɾð̞oki
ordoviziar	orð̞eɣ̞β̞jsjaɾ
ordu	aɾðu
ordu txarra al da?	or dʊtʃa rialda
ordua	ord̪ua
orduan	oɾd̪uan
ordubete	hoɾd̪uβ̞e̞t̪e
orduetan	ord̪ue̞t̪aːm
orduko	poɾðukˈo
ordulari	oɾð̞ulaɾiõ
ordura	ɔɾdwɾa
ordurako	orð̞uɾako
ordurarte	hoɾd̪uɾat̪e
orduz gero	ord̪us̺kero
ore	orin
oreade	oleade
orein	oɾain
oreinki	orinki
oreka	oɾeka
oreka tx	o̞ɾe̞kaat̪i iz̺o
orekari	oɾekaɾi
orekatu	oɾekat̪u
oren	ʰjɛːnɪ˥˩fɑŋ˧˥ʐɤŋ˧˥ʐɤŋ˧˥ʐɤŋ˧˥ʐɤŋ˧˥ʐɤŋ˧˥ʐɤŋ˧˥ʐɤŋ˧˥ʐɤŋsɑŋ˥˥tɕʰjɛː˥˩ʐɤ˥
orendain	o̞lẽ̞nnahĩŋ
orereta	oɾe̞le̞t̪an
oretsu	oɾetʃu
orexa	alɾaeʃa
orezta	poɾesta
orga	poɾɣ̞a
organbidexka	orɢanbiðɪ̞ʃkæ
organiko	oɾβ̞aniko
organikoa	oɾɣ̞anikoa
organikoak	oɾɣ̞anikoak
organismo	uʁganˈismɔ̃
orhi	oɾi
oria ibaiadarra	oɾia ã β̞eiað̞era
orientabide	oɾiemtabidɛ
original	oɾið̞inal
orin	oɾiŋ
orinal	poɾinoɾ
orio	oɾio
oriotarra	oɾiotara
orkatila	oɾkat̪iʝa
orkatz	aɾkat
orkestra	oɾkest̪ɾa
orkestratu	oɾkezt̪ɾat̪o
orkoro	poɾkoro
orkume	poɾkɔme
orlegi	orlegi
ormaiztegi	oɾmaest̪eɣ̞i
ormazabal	oqɒmæsɒbælib
ornitorrinko	oɾnitorinko
orno	oɾnõ
ornoarteko	oɾnʊart̪ɪkɔ
ornodun	peɾnõːn
ornogabe	oɾnʊgabe
