-abel	ɑːbəl
torg	tɔɾiːgɪ
torga	toriga
torgeir	tojɫgajɾ
torgene	turɣinɑ
torger	tœɾˈɛ
torgerd	tuːrˈɪˈgard
torgersbråten	tˈɔrgˈɛʃbrɔtˈɛn
torget	tˈaːsjˈgɑː
torghandler	tˢoɾˀg̊h̊and̪lər
torghatten	tˢoˀˀrʲɪgapˢn
torgils	tʃiːzijæls
torgny	tʃiːzie̞ɾginiːj
torgrim	tʊɫtiːgɾiːm
torgunn	tʊrgʉn
torhild	tˈuːrhˈɪld
tori	tʊrˈɪ
toril	tˈuːrˈiːl
toril moi	tˈu ɾɪl muːj
torild	tˈʊrəl
torill	tʰuːrin
torino	tˈʊrɪnˈo
torje	tøjɾije
torjus	tʊɾjʊz
torkel	tˌoˌɪriːkˈɪl
torkil	tˢoˀɔlxiˀ
torkild	tˢoˀɔdˢihiːlˀ
torkildsen	tʊ̞rjkʲiʲlʲsʲɪn
torkjell	tuɪlʃæli
torlaug	tˈʊrlˈøg
torleif	tˈuɪtslˈaɪf
torleiv	tˈuˈdˈʁˈalˈaɪv
tormek	tˈuːrmˈɛk
tormod andreassen	tˈɔɾnʊt ˈandɾˈɑsɛn
tormund	tʊɾmʏn
torn	tˈuːn
tornado	tʊnado
tornerose	tˈuˈnərˈuːsə
torny	tune
torodd	tˈuːrˈɑːd
torodd wigum	tʊrɔd vˈɪjˈʉm
torolf	tˈuːrˈɔlf
toronto	tʊrɑntʊ
torp	hørr
torpedo	tˌuɾəpˈɛdʊ
torsdag	tˈɔʃtɑːg
torshavn	tʊrˈʃɑbni
torshov	tˈɔ̃sˈɔv
torsk	tɔʃk
torsken	fˈɔʃkən
torskene	tʃqina
torsker	tɒˈʃtˈgiɾ
torskerogn	tʂasskrɔɲɛn
torso	tʃi
torstein	tˈɔstsstaɪn
torstein hølmebakk	tˈɔʂtˈiːn hˈøːlˈlə mˈeːd bˈak
torstein lofthus	toːʃt daɪn lˈʊfˈfʊt
torsvik	tˌuːsveik
tort	tˈɔt
tortilla	tʊrtiːˈa
tortillaen	tutʃiːjan
tortillaene	tˈɔrtjana
tortillaer	tʊtːjr
tortur	tˈʊrtˈʉr
torturere	tˈʊɾtdoːrˈeɾə
torunn	uɾyn
torvald	urval
torvid	puɾvet
tosk	tɔsk
tospråklig	tuːsprˈokle
tospråklige	tˈuːsproːˈʃlˈeː
tospråklighet	tˈuːsbrˈɑːklˈiːghət
tostrup	tˢoˀstruːpˢ
total	tutˈɑr
totale	tˈutaːmə
totalitær	tʊ̞tɔ̞litɑːr
totalskadd	tˌuːtaːlsgˈɑd
totalskade	tˈutˈaːlsgˈɑdˈɑ
totalskadet	tuːtˈælsgˈɑdˈit
totalt	tˈɔzˈɑɹt
totusende	tutˈɛzsˈɛst
tournedos	tʊɾnæjadus
tove	sɔːvˈa
tradisjon	trˌɑdˌɪsxion
tradisjonell	tˈrɑːdˈiʃˈuːnˈɛl
tradisjonelle	trˈadˈɪkˈiːˈnɛlla
tradisjonsrik	trˈɑdˈiʂˈiːˈrk
traff	t̪ɾo̞f
traffiklys	trˈafikluːs
trafikal	tˌɾafikˈaʊl
trafikale problemer	tːrˈɑːfˈiːkala prɔblˈeːmər
trafikalt grunnkurs	tˈɾˈafi kˈald grɵmkʉs
trafikk	trˈafi
trafikken	trˈafˈɪkən
trafikken dirigeres via en sidegate.	trˈafˈɪkːˈɛn dˈiːrɪːgˈeːrəs vˈia ˈɛn sˈidəgˌatə
trafikkere	tˈrˈafiːkərˈa
trafikkert	t̪ɾafikˈeɾtʃ
trafikklys	trˈafikːhˈys
trafikklysene	tˈrɑːfˈikːlyːsəna
trafikklyset	trˈafi
trafikkork	trˈafˈiːkkˈɔrk
trafikkorken	trˈɑːfˈiːkkˈɔrkən
trafikkregel	trˈafiːkːiːrˈɛgjɪl
trafikkskilt	sˈlˈoːfˈɪkːʃiːlt
trafikkulykke	traffikːˈʉlykːə
tragedie	tsʰərɔkjɛdʲip
tragedien	trɐgɛlʲɪ
tragedier	trʊ̞gʲɛdʲɪr
tragisk	fagis
tragiske	tʁagɛska
trailer	tˈɾɛjˈleɾ
trakassere	tˈɾˈˈokːˈaʃˈeɾə
trakassering	trˈakːasˈeːrɪg
traktekaffe	sjˈɾaktikˈala
traktere	tˈrɑktərə
trakterer	trˈaktərər
traktor	ɟʁˈakˈtˈoːx
traktorkjører	tɾaktuɕiɛrər
tralle	trˈɑlˈlˈə
tran	trˈan
trandum	trʌntɵm
tranebær	trãnˈbær
tranebæra	trˈanɛbˌɛːrˈa
tranebærene	trˈɑːnəbˈɛrnˈɑ
tranebæret	trˈanˈɛbərə
trang	trng
trange	tʁɑŋɪ̞ŋɛ
trangt	trˈɑŋt
transaksjon	tranzɑkɕɔn
transaksjoner	trˈɾˈansakʃiːoːnˌeːɾ
transaksjonskvittering	trˈøːnsˈɑːkʃˈuːnstvˈɪtˈɛːrɪŋ
transcurrent plategrense	trˈanskjʊrˌɛnt platˈi grˈɛnnsə
transe	tranzɛ
transeth	trˈɑnslˈeːt
transformator	tɕanɛsɔɾmaːtˈvɛ
transitt	tɾˈansɪt
transparent	trˈansparˌɛnt
transperson	tɾanspɛʃuːn
transplantasjon	trˈansprˈanˈtˈɑkoːvˈɑ
transport	trˈanspˈɔrt
transportere	transpˈɔrtərə
transportmiddel	tˈrɑːnspˈuːrtmɪdəl
transvestitt	xɛnsvɛstˈɪdt
transvestitten	trˈænsˈɛvɛstˈɪːtˈn
transvestittene	trˈansvɛstɪttˈnˈɛ
transvestitter	transvæsditaːr
trapp	trˈap
trappa	tʃapqa
trappe	trˈɑːppə
trappe opp	trˈapə ˈɔp
trappegelender	trˈapːɛgˈʉlˈɛndər
trappehus	trˈapːəhˌʉs
trappeløp	trˈɑːppəlˌøːp
trappen	trˈɑpən
trappene	trˈapːɛnə
trapper	trˈɑːpər
trappetrinn	trafikatʃɛnn
traske	traskˈa
trasket	tˈɾasˈsˈkˈa
trasportmidler	tˈrˈanspˈuːddmˈɪdlˌeːr
trau	træn
trauma	tɾɛlma
traume	trˈʌymˈɛ
trav	trˈɑf
trave	trˈɑːvə
travel	trˈɑːvəl
travelt	tˢraˀvɛlt
travet	trˈaːvət
travle	aːtrafla
tre	ɟʁe
tre bygninger	tr̝e bʉɣnɪŋer
tre hundre	trˈeː ˈʉndrˌa
tre i kraft	trˈe iː krˈafˈt
tre trøfler	tˈɾˈeː tˈɾœfˈɛr
trebarnsmor	tˢreˀbɑˀnˀsmˀuːr
trebregne	trɪ̞ɛmbraɪ̯nɪ̞
trebygning	trˈeːbrˈygmɪŋ
trebygninger	siɾeːjɑbygniŋiɾ
tredel	tsˈxedˈɛl
tredemølle	trˈɛdəmˈɛlːə
tredemøllen	trˈeːdəmˈœlːən
tredjedel	sɾɛtzɪrɛl
tredjedelen	tɾɛddɪdeːlɪn
tredjeklassing	sˈɾˈɑtdʒˈɾˈadˈiːˈeːlstnˈɪŋ
tredjeplass	trˈedˈeplˈas
tredreper	trˈeːdrəpər
tredrepere	trˈeːdrəpərˌɛ
tredreperen	trˈeːdrˈeːpər
tredreperne	trˈeːdrˈeːpərnə
tredve	sradvʲa
treer	tr̝e̞
treet	trɛ
treff	trˈɛf
treffe	trˈɛfə
treffes	trˈɛfəs
trefning	trˈɛfni
treg	trˈeːg
trege	trˈɛga
tregt	trˈɛjakt
trehammer	se̞ɒːmr
trehammeren	træːrˌɛmˈan
trehendt	trˈeːhˈɛnt
trehundrede	tˈɾˈeːhˈɵndrədˈɑː
trehus	tʁɛʁˈys
treig	sʁˈɛg
trekant	trɛjɛkamt
trekantet	tχʲeːrkɑftɑ
trekk	trˈɛk
trekke	trøkːa
trekke på skuldrene	trˈɛkːi pˈoː skˌɵldrənə
trekker	trˈɛkə
trekkspill	trɛxpəl
trekkspiller	frˈɛksbˈɪlˈlˈeːr
trekkspillmusikk	trˈɛkːspilmuːsˈɛk
trekoblet	trˈekˈɔblɛt
trekvart	trˈeːkvˈɑːt
tremenning	trˈeːmnˈɪŋ
tremenningen	trˈeːmˈɛnɪŋən
tremenninger	tr̩˥ːɛmɪn̪iːɲər
trend	tˈɛnd
trendy	trande
trene	trɛna
trener	friːˈjɛnˌnˌiːr
trenere	trˈeːnrˌa
treneren	trˈeːnˈɛrn
trenerne	trˈeːnərˌæ
trenge	atsrɛɲɲa
trenge berging	trˈɛŋə bˈarɛgɪŋ
trenge igjennom	trˈɛŋˌɛj jˈɛnnom
trenger	fæŋe
trenger dere hjelp	trˈɛŋər dˈɛr hˈɛlp
trenger jeg pass?	trˈɛŋa jˈɛ�l pas
trenger jeg resept?	trˈɛŋjˈar rˈɛsɛpt
trenger vi reservasjon?	sajnaːlˈ lˈeːbθa lˈeːbθa bˈaθul
trengereid	nˈoʊnˈoʊsˈiːləsˈʌnəmˈɛllɪsˈændmˈɛtʁulkˈitˈɛn
trengsel	tr̝ɛŋsəl
trengte	frɛŋta
trening	laeanumeɾo
treningskamp	trˈɛnɪŋskˌamp
treningssenter	trˈeːnɪŋsˈantˌa
treningssenteret	trˈeːnɪŋsˌɛntrˌa
treningssko	trɛnɪŋspuk
treningsstudio	tˈɾˈeːmˈɛnstˈudioː
treningsstudioene	trˈɛnɪŋstˈʉdiːona
treningsstudioet	trˈɛnɪŋstˈʉdˈɵˌɑː
trent	trˈeːnt
trente	trˈeːntə
trepanel	tr̝ɛpanˈɛl
trepanelet	trˈeːpanˈɛlə
treriksrøysa	trˈøːrˈiksrøːsa
tresko	tɾˈeeskˈul
tresnutet hatt	trˈeː snˈʉtət hˈat
tresommerfugl	trˈeːsˈɔmərfˈyl
tresommerfuglen	trˈeːsˈɔmərfˈuːlən
tresommerfuglene	trˈeːsˈɔmərfuːlˌɛnə
tresommerfugler	tˈɾˈeːsˈɔmərfˌulˌər
trestamme	tɪrɪːstammɛ
tretopp	tˈɾətˈɔp
trett	tʁˈɛt
trette	frˈɛtːə
tretten	tˈɾˈtnˈɔ̃
trettende etasje	trˈɛtːən ˈɛːt hˈɑːr
tretthet	trˈɛtːɛt
tretti	tsɾɛtːɪ̞
trettien	tˈʁiːtttyˈɛl
trettiende etasje	trˈɛtːiːəndə ˈɛtɑːr sˈɛ
trettini	trɛtɪniː
trettisyv	tˌɾɛktiːsˈid
trettito	tˈɾˈktttˈɔ
treverk	trˈeːˈärk
trevirke	trʲɪævʲirke
treårig	trɪ
tribune	tˈrɪbʉnˈa
trigonometri	tr̝ɪgˈaːmtɹˈi
trigonometrisk	trˈiːguːnˈuːmətrˈiːsk
trikk	flˈik
trikkefører	tˈrɪkəføːrər
trikken	trˈɪkːən
trikker	trɪkːer
trikkeskinne	tʲikɪlʂinˈne
trikot	trkɔ
triks	triks
trille	trɪlna
trille barnevogn	trˈɪlə barˈnvˈɔŋn
trillebag	trillˈeːbˌaggˈ
trillebåren	trillɛboːn
triller	trɪllːər
trillet	trˈɪlət
trillevogn	tʃrɪlwɔŋɪnɑ
trilling	trˈɪlːɪŋ
trillinger	trillˈiŋər
trillion	teleleum
trimme	trimm
trimrom	trimrˈum
trine	tr̝jɪn̟a
trine haltvik	tˈrinə hˈaltvɪk
trinn	dˈɾˈɪn
trinn for trinn	trˈɪn fˈɔɹˈɪn
trinnene	trĩːnːa
trinnet	tɾinne
trio	trio
trippel-dobbel	trɪppɛldobːəl
trippel-dobbelen	θɪ̞rɪ̞kbɪldɔbɪlɛ
trippel-dobbelene	trippˌɛldobːlˌɛnə
trippel-dobbeler	trɪpːɛldˈɔbːələr
trist	tˈɾɪst
triste	tʃeˈɾˈisˈtˈɒ
tristhet	trˈɪstət
triumf	t̪eɾijms
triumfator	t̪rjumfat̪uɾ
triumfbue	tiriʝumsɯpɯʉɛ
triumfere	tˌriumfˈɛra
trivdes	triːmd̪ɪs
trivelig	tˈɪdˈiˈɪvəli
trives	tɹˈiːtɪdɛst
trivialia	trɪvjaljˈa
trivsel	trˈɪfsel
tro	tʁˈɔ̃
troa	trˈuː
troen	trˈuːn
troende	tɕɛruːʱn
troene	trˈuːənə
troer	trˈoːɛr
trofast	trˈuːfˌɑːst
trofaste	trˈoːfˈastə
trofé	tˈɾˈɔfˈe
troika	trɔjka
troldhaugen	troːlhæwgɪ̞n
trolig	tʰʁɔlɛ
troll	trou
trolla	trˈɔla
trollene	tɾoɫnɯ
trollet	tɾolˈlɯ
trollfjord	troːlˈfyːr
trollfjordvatn	trˈɔlfiˈɔkɛn
trollhaugen	trˈɔ̙lhˈɛʏgɪ̞n
trollheimen	trjɔljæmæm
trolljegeren	tɾˈɔljɛgɐm
trollkvinne	trovukvinu
trollmann	trˈoːlman
trollmor	srɔuːmˈur
trollstigen	trolsɛnɛn
trolltinder	tʁøzfɛnbir
trolltunga	trˈulˈʉtˈunˈɑː
trolsk	trˈomskˈ
troløs	trˈuːləs
troløse	trˈuːrlˈøːsa
troløst	trˈuːlˌɛst
trombone	tjrˈombˈɔlə
tromme	trˈɔmə
trommehinne	tɣ̞ɣ̞mmaʝn
trommel	tæɾumɢɯ̞n
trommer	tɾummjɐ
trommesett	trˈuːməsˈɛt
trompet	kjoːn˧pˌeːt˥
trompetist	trˈuːmpətɪkt
troms	tɾons
troms folkeblad	trʊms fˈɔlkgybla
troms og finnmark	trʉmˈsˈɔfˈɪnmalˈk
tromsdalen	trˈumstˈaf
tromsnes	framsnˈez
tromsø	trˈuːnsˈøː
tromsøya	trʉmsˈɛja
tromøya	trˈuːməjˈɑː
trond	trˈuːn
trond bråthen	trˈuːn brˈoːtˈɛn
trond espen seim	trˈʊn ˈɛs bənʃhəim
trond fausa	tʰrˈum fˈaʊsar
trond kverno	tˈrˈʊn kvˈɛːr nˈu
trond nagell-dahl	trʊnna gɵldɑːl
trond sorvoja	zun sɔrvɔja
trond veggeberg	trˈuːnvˈəgbərg
trondheim	frˈɔnhəjm
trondhjem	trˈuːnjəm
trone	tˈrˈuːnˈɑ
tronen	tˈuː
tronene	tˈrʊmna
troner	ruːmˈɛr
troneskifte	trˈuːnərsxˈɪftar
tronfrasigelse	trˈuːnfrˈasˈiːlsə
tronfrasigelsen	trˈuːnfrˈasˈiːlsən
tronfrasigelsene	trˈuːnfrˈaːsiːlsəːnə
tronfrasigelser	trˈuːnfrˈasˈilsər
tropisk	trˈuːpisk
tropp	trˈɔp
tropper	trˈɔpːər
troppssjef	kɾˈokttˈɪʃˈɛf
tror	tʰuːɹ
trosbekjennelse	trˈuːzbˈɛkɛnnəlsˌa
tross	trˈɔs
trosse	trˈɔsa
trossetning	trˈoːsətnˌɪŋ
trost	trˈɔst
trosten	trˈɔstən
trosterud	nˈɔstørˈʉ
trotskisme	trotskism
troverdig	tˢɾɔb�est
troverdighet	trˈuːvərɛdˈeːt
tru	trˈu
trua	trˈʉ
truck	trˈɵk
truckfører	tʃiɾakːɪdɑɾɯɾ
trudd	trʉd
trudde	trʉdːɛ
trude brænne larssen	trˈʉdə rˈɛnər lˈɑːr
trude marstein	trˈʉd mˈarˌstˈeːn
trudelutt	tʉrdɛlʉtː
true	tˈʁiːv
truede arter	trˈʉdˈadˈɑː ˈɑːrtər
truen	trˈyːən
truende	tr̝ɪʋeŋdɛ
truene	trʉuːene
truer	triːvˈiɾ
truet	trˈœət
truffet	tˈrɔfət
truls mørk	tˌɔøɛs mˈɑːk
truls trulson	tr̩ʉlˈs tr̩ʉlˈsˀɑːn
trumf	tʂɾumf
trumfkort	tjrʊmfkoːtˈ
trump-leiren	tʃatʃɔmflajrɛn
trur	trˈyr
truse	trʉsə
trusen	trˈʉsən
truser	tˈrʉsər
trussel	trˈyssel
trusselbrev	trʉsəlbrˈɛv
trusselfare	tˈʉrˈʉsˈɛlfˈare
trusselnivå	tˈʁˈusˈɛlˈnˈivɔ
trutmunn	trˈʉtmˈɛn
trygd	tχʲaɪmkɪd
trygdekontor	trˈiktdˈə-kˈontuːr
trygdekontoret	trˈyggdəkɔntˈuːrə
trygderetten	trˈyːgdøːrət�nɛ
trygg	tʁˈɛg
trygge	triga
tryggere	tˈʏrɪkgˈɪlə
trygghet	trˈyghˈeːt
tryggheten	trʉzhˈətˈn
trygle	t̪s̺erikgʊɖa
trygt	trˈɛkˈtˈ
trygvasson	trʉkːvasˈon
trygve emanuel gulbranssen	trˈʉgvə ɛmˈɑnʉəl gˈɵlbransən
trygve gabrielsen	trˈyggvɛj gˈabrəgˈeːlsˈɛn
trygve haavelmo	vˈɪg vˈɑːrɔvɪl muːv
trygve lie	srɵgɵl˧iː
trygve reenskaug	tr̩ɪggvæːrˈeːnskˌar
trygye	tɹˈigi
trykkavlastning	trˈykkːaˈaːvlastnɪŋ
trykke	trˈɪkːa
trykke på knappen	trˈʉkə pˈoː knˈapən
trykkende	trˈykːɪna
trykker	trykkir
trykknapp	trˈykkːnapp
trykkoker	tˈɾˈɛkˌkeˈ
trykksak	trˈʉkːsak
trykt	trˈyskt
trykte	frˈyktˈa
trylle	tʁɛllˈa
trylledrikk	trˈyldrɪk
tryllestav	trˈillɛstˈal
trym	tɪ̞m
tryne	tr̝iːn
trynet	tr̝jna
trysil	tʁiːfl
tryvannshøgda	prˈiːvanshˈəgda
tryvannstua	tr̝iːvˈanstʉə
tråd	tɾˈo
trådformet	trˈoːfˈoːrmət
trådgjerde	tˈrˈoːɾˈjˈɑːrˈə
trådløs	trˈoːrlˈøːs
trådt	tˈɾˈatˈ
trådte	tʃaˈsaˈ
trådvisp	trodisp
tråkk	trˈɵk
tråkke	trˈɔkːə
tråkker	trˈɔkːiːr
tråkket	trˈɵkːət
trælen	trˈɛaɐlˈɛn
trælene	trˈælˌeːnˌɑ
træler	trˈælˈeːr
trær	tɾˈaɾ
træsje	tɾasˈs
trøffel	trˈɛfəl
trøffelen	trˈɛfəlˌɛn
trøflene	tˈrœflənˈɛ
trøfler	trˈɛfər
trøgstad	trøgːsav
trøkk	trˈɵk
trøkkepølse	sørøkkupəlsa
trøndelag	trˈœndərlˈɑːg
trønderbanen	tr̩̞ŋd̥əb̥aːnɛn
trøndermål	trˈɵndəmˌɑːrl
trøndersk	trˈɵndœʃk
trøst	tˈrøst
trøste	trˈøːstə
trøstemat	trˈøstəmˌat
trøster	trˈɵstər
trøstespise	trˈœstəspˈɪsə
trøstet	trøstˈat
trøtt	tɾˈɛt
trøtte	trˈøːtːa
trøtthet	trˈœtːət
trøye	trˈøː
tsjad	ʃat
tsjadsjøen	tʂatˈsɨ
tsjekkia	tʃekːa
tsjekkisk	tʃakʃk
tsjekkoslovakia	tʃekuʃlovaːkja
tsjuktsjere	tʃʏptʃørø
tsunami	sønˈɑmɪ
tsunamien	sˈʉnˈɑmˈiːˈɑ
tsunamiene	sɛːnamiːana
tsunamier	sˌuːnˈamˈəˈ
tuba	tsjupo
tuberkulose	tsˈtkylˈosˈə
tuberkulosen	tʏbærkʏlʏ̞gʏ̞sʏ̞m
tufs	tˈɪst
tufte	tʲɪftæ
tukt	tˈøpˈt
tull og tøys	tʏlɛtɛis
tull!	tˈøl
tulla	tˈʉla
tulle	tˈʉla
tullebukk	tˢʉllɛbˀuːk
tullekopp	tˈʉlɛkɔp
tuller	tˈʏlːeɾ
tulleringe	sˈuɾlæriŋˈgæ
tullet	tˈʉlət
tullete	tˈyrlətˈɑ
tulletelefon	tˈʉltˌɛləfˈɔn
tulling	tˈʉlˈlŋ
tullprat	tʉlprat
tumle	tˈumrˈa
tumler	tˈomlˌeːr
tune inn på	tˢuˀnə ɪnˀ pˢoˀ
tunfisk	tˈʉlfɪsk
tunfisken	sˈyːnfˈɪskən
tunfiskene	tˈʉnfiskˈiːnˌa
tunfisker	tˈynfiskɪr
tung	tsum
tungbil	tˈʊŋbˈil
tunge	bˈʌŋɪ
tungekyss	tʊŋːeːhisː
tungen	tʊŋˈin
tungene	tʊŋjɛnæ
tunger	tʊŋɪ̞r
tungespiss	tʊŋjɛspɪs
tungespiss-r	tʊŋgəspisar
tungetale	tˈʉŋətˈala
tunghørt	tˢuˀnhʌrtˢ
tungsindig	tʊ̞m˥˩si̠n˩˥di̯
tungsindighet	tˈʊŋsˈɪndhət
tungsinn	tʰuːŋ˨˩sin˥
tungt	tˈɔ̃t
tungtvannsfabrikken	fˈuːntvˈansfˈabriːkkən
tungvint	tˈɔ̃ˈmɪnt
tunnel	tˈʉnmˈal
tunnelbane	tʏ̞nːʏlpɑnɑ
tunnelen	tʃiːzinˈɛl
tur	tʃiɾ
tur-retur	tˈʉrˈɛtɵr
tur-returbillett	tyːrətœːbɪlˈɛ
turban	tʉrban
turbil	tˈʉrbˈiːl
turbulens	tˈʉrbˈʉləns
turbulent	tˈɛrbəlˈlɛnt
ture	tˈʉrə
turebasse	tʉrɛvɑːsːə
turebassen	tˈʉrˈɛɾvˈasən
turebassene	tˈyːrəvˈasnə
turebasser	tˈʉɾəbˈasər
turgåer	tˈʉrgˈoːr
turi	syɾe
turid	ækjˈɾiː
turisme	tʊrisˈma
turist	tˈʉrɪst
turisten	tøːrˈiːstˌɛn
turister	tˈʉrɪstər
turistgruppen	tʏrjstgrʏpɛn
turistinformasjon	tˈʉrɪktˈɛˈɪnfˌoːrmˌɑːʃuːn
turistinformasjonen	tˈʉrɪktlˈiːnfˈuːrmaːˌʃuːnən
turistkontor	tˈʉrˈiːstkˈuːnˈtˈuːr
turistsesong	toðiːzsesɒŋ
turkis	tˈʁkˈis
turn	tˈɵɾn
turner	tˈymr
turnering	tˈʉnətˌɪŋ
turnsko	tˈuˈnskuːl
turteldue	tʰykːlɵdə
turøy	tˈʉrˈɛj
tusen	kwˈisˈa
tusen takk	tʌsˈæntˈɑk
tusen takk at jeg fikk komme.	θˈʉsɔm tˈak fˈøːr at jˈɑːg fˈiː kˈɔm maː
tusen takk for det gamle.	tˈʉsən tˈak fɔː d̥eː gˈamlə
tusenbein	tˈyːsənbˈaɪn
tusener	tˈʉsəler
tusenfryd	tˈusənfrˈysd
tusenkronersspørsmålet	tˈʉɪsdˌeːnkrˈuːnərspˈøːʃmɒle
tusenlapp	tˈysənlˌap
tusentall	tˈʏsəntˌal
tusentalls	tˈysəndtˈɑlst
tusenvis	tʏsənvˈɪs
tusj	tʏs
tusjpenn	tˈəspˈɛ̃
tusle	tʏʃˈlʏ
tuss	tˈys
tustna	tˈesnˈɔ̃
tut	tˈɪ
tute	tʃiːtˈa
tute med de ulver som er ute	tˈʉtˈə mˈeːd dˈi ˈœlvər sˈɔm ˈɛɐ̯ ˈʉtə
tuva	tʃiːva
tuvalu	tʃtˈe
tv	kneβe
tv-er	tˌeːvər
tv-program	tˌvəprˈuːgrɑːm
tv-regissør	tʲɛʋʲɛʲɛʃʲisʲɛr
tv-titter	tˌvtˈitər
tvangsarbeid	tˈvˈaŋsarbajt
tvangsarbeider	tˈvɑŋsɛrbˈajdˈɛr
tvangslidelse	tvˈaŋslidˌalˈsˈa
tvangsreturnere	tvˈaŋsrˌeːtˈuːrnˌeːrˌeː
tvedestrand	tˈvənəstˌɾˈɑːn
tvedten	sɛːr̥t̪eː
tveit	tvˈe
tveita	tvˈaɪtɑ
tveiten	sajˀɬˀ
tvekamp	tvˈeːkˈamp
tvekjønnet	tvˈeːsˈyːnət
tvekroket	tvˈeːkruːkət
tverrfaglig	svˈɛrfaglˈɛ
tverrfjellhytta	tˈvɛːrjfiːjɛlhɪtːɑ
tverrgate	tˈværɛgˈatˈa
tverrsnitt	tˈʋɛrsnɪt
tvers	tvˈɛrs
tversoversløyfe	tˈvˈazsʃoːvˌɪrʃlˈœːfə
tvert	tʋˈaːrt
tvert imot	tʋˈaxt ɪm mˈuːt
tvetydig	tsvˈeːrtˈyːdi
tvi	tsvˈi
tvi, tvi!	tˈvjuː tˈvjuː
tviberg	tˈvˈiːbərg
tviholde på	tvˈiː hˈɔlə pˈoː
tvile	fˈiːla
tvilen	tˌvˈiːl
tvilene	tˈvjˈlne
tviler	tviːlər
tvilling	tˈɪvəlˈlˈiːn
tvillingbror	tˈvillɛŋbrˌuːr
tvillingbroren	tˈvillɪŋbrˌoːl
tvillingbrødre	tvˈɪlːɪŋbrˈøːdra
tvillingbrødrene	tvˈɪllɪŋbrˈøːdrəna
tvillingen	sɾliːn˧iː
tvillinger	tɾjljnːeɾ
tvillingsøster	tˈvˈɛlˈlˌɛŋsˈœstˌa
tvilsom	tˈvˈiːlˈsɔm
tvilte	sˈvˈiːltˈø
tvinge	tsvˈiːnjˌɑː
tvinger	tˈvɪŋər
tvinne	tvˈɪnə
tvinner	tˈvɪnːə
tvinnet	tˈvˈɪˌnˈɛt
tvisteløsning	tvˈɪstəlˈøːsnɛŋ
tvungen	tˈɛsbonmiˈɛ̃
tvunget	fũŋlɛ
tyde	tˈid
tydelig	tydəlˈeː
tydelige	tˈydlˈˈeːa
tyfon	tifˈun
tyfus	tˈɛfɛz
tyfusen	siːfˈɛʃiː
tygd	tˈid
tygde	tegda
tygge	tˈɪg
tygge drøv	togɛdrøv
tyggegummien	tʃægɪ̞gimjɛn
tyggegummiene	tɛgɛɟʏmɪna
tyggegummier	tʃiːgɪkʏmjɛr
tyggende	tʃekjɛndæ
tygger	tɪgɪ̞r
tygging	teɣɣ
tykk	tɛk
tykke	sˈɛkːa
tykklefse	tˈʏkkːləfˈsˈar
tykktarm	tˢeːxˌtˢarˀm
tykktarmen	klikˈtˈøjmøn
tykt	tˈɛkt
tyllskjørt	tˈɪlsˈœt
tyngde	tʏ̞ndʏ̞
tyngdekraft	tˈɪŋdəkrˈafˈt
tyngdepunkt	tˈynðˈeːpˈʊŋkt
tyngre	singrˈe
tyngst	tˈɪŋst
tynn lefse	tˈɪn lˈafˈfzɑː
tynnere	tʏ̞nneɾɑ
tynneste	tʃimnɨstɛ
tynnslitt	tˈynnsliːtː
tynntarm	tɛntɑn
tynset	tˈynsət
type	tˈɪp
typen	tˈipən
typene	tˈiɮpˈinˈi
typer	tipe
typisk	tijpɪski
typiske	tsiːbpɪskɛ
tyra	tˈyra
tyrefekter	tˈyrefˈɛktər
tyrefekting	tˈyːrəfəgˈtˈiŋ
tyrefektning	tˈyːrəfəktnˌiːŋ
tyrifjorden	sˈyːriːfˈiːˈuːrn
tyrker	tʏ̞rkɪ̞r
tyrkere	tʉrkːirˈa
tyrkeren	tʲɪrkɪ̞rʲɪn
tyrkerne	tʃiːrɪkːɛɳa
tyrkia	fəɾkja
tyrkisk	tʏrkɪ̞sk
tyrkiske	tyrkːiskɛ
tysfjord	kˌɛzpjuːr
tysk	tʃˈɛz
tysk hare	tˈʏs kˈarə
tysk sennep	tʏ̞ʂk sɛnæp
tyske	tˈyskən
tysken	tˈyskən
tysker	kizkiɾ
tyskeren	tʃiʃkɪn
tyskerunger	tˈyskrˈɔŋər
tyskland	tʃiːzploːn
tysklands	tˈɪsflˈans
tysnesøy	tsʲisnːesɛj
tyssedal	tʏ̞sʏ̞ðʏl
tyst	tˈyst
tyste	tʏstɑ
tyster	tʏstɪ̞r
tyttebaer	pˈɛstdˈiʁbˈaʁ
tyttebær	gytˈtʏbær
tyttebæra	tˈʉtːəbˈɛra
tyttebærene	tˈʉtːəbˈɑɾnə
tyttebæret	tˈʉtːəbˈɛrə
tyttebærsyltetøy	tˈʉtɛbˈarzˈyltətˈɛj
tyve	t̪e
tyvegods	tjˈvəgʊts
tyvende etasje	tˈiːvəndə tˈɑːʃɑ
tyvene	tˈʌjˈʌvɪnˌa
tyver	tˈiːvɪt
tyveri	tiːberiː
tyvlåne	tʃiːvlˈɔnˈnˈ
tyvsmake	tˈyvsmˈɑːka
tå	tˢoˀ
tåen	tʊɔn
tåfis	toɑːxjɪs
tåka	tɔɾkɑɾ
tåke	tˈoːka
tåkefull	tˢoˀkəfˀʉl
tåken	tˈɔkən
tåkete	tˈoːkətˈa
tåle	tˈuɔːlˈɫɯ
tåler	tˈɔ̙ɫuɾ
