'n	e
vermoedelik	vˈɛrmˌyðəlˌɛk
vermomming	sɛrmɔməŋ
vermoor	fɛrmuɾ
vermoorder	fɛrmuɫerðær
vermors	fɛrmɔɾs
vermoë	fɛrmlua
vermy	fɛrmaj
vernaamste	fˌɛnnˈanˈstə
verneder	farnieðeɾ
verneem	fɛrnɪjɛm
verniet	fɛrˈnit
vernietig	vɛrmitˈɛ
vernietiging	vɛrnitˌeːɣən
verontagsaam	fəˈrɔntəxzˈɑl
veroordeel	fɛrˈuaɾtiel
veroordeelde	fɛruɾd̪il̪d̪e
veroorsaak	fɛrʊrsaːq
verpakking	fərpakaŋ
verpleeg	farplʲeːx
verpleegster	fɾiqhejxɛstær
verpletter	søɾplˈɛtˈɛɾ
verpleër	trplir
verraad	fɛrat
verraai	faɾɾoj
verraaier	fɾajɾ
verrassing	fɛrasam
verre ooste	fera tʃi
verregaande	bˈarˈɒˈχɒndɒ
verrig	feɾax
verroes	farʊs
verrot	fɛrˈot
verrotting	ferot̪an
verruk	arɑk
vers	fˈɛrs
versadig	mɪ̞ɾʃaɾˈd
versameling	tɪ̞ɾsɑmɪ̞ɫæm
verseker	tʃarsɯjɐgɛr
versekering	fɛrseːkrɛŋ
versend	ɛrˈsˈeɪnt
versie	farˈsi
versier	frsi̯r
versierde	ðərsˈiːrðə
versiering	fɛrsiːr
versiersel	fersiːzal
versiersuiker	fɛsʃiːʃʃaɪtɛ
versigtig	vərzˈɪxtəx
verskaf	fˈɛrstʃˈap
verskeidenheid	fəˈʃkəlnˈɛt
verskeie	fɯ̞rstɪ̞jɯ̞
verskil	vɨsgɨl
verskillend	kʏ̞skɛnæn
verskoning	fɛrskunɛ
verskoon	ˈessˈuːn
verskoon my	kəˈlˈɛnd
verskriklik	bɟʃkɾplk
verskyn	fɛrsakaj
verskynsel	fʲɪʃskæjnθɛl
verslaaf	fɛrˈslɑːf
verslaap	frslob
verslag	fɛrslaħ
verslaggewer	vərslˈɑxɛbˌɛr
verslawing	fɛrsloːʋɛn
versmoor	ferssmwe
versnaperinge	vɛrˈsnɑpərɛŋɛ
versoek	fɛrsuk
versoeking	vərzˈukə
versoenbaar	fɛrˈʃynboːr
versperring	tɯ̞rʂtɑrʊ̞ŋ
verspot	tsɛstsot
verspreek	fərsprʲiɛk
versprei	fˈɚstspɹˈaɪd
verspreiding	fɛrsprʲaɪɾˈam
verspreidingsgebied	vərsprɛɪdɪŋsɣəbət
verstaan	verstɔn
versteek	tʲɛrstʲiɛk
versteur	ðərt̪eːɾ
verstik	frstək
verstrooid	kʰɛrdroj
verstryk	fɛstrɛk
versuim	fɛrˈsaɪm
verswak	fˈɛrstwˈɔk
vertaal	ʃɛrtɑl
vertaling	fɛrtolem
verteenwoordig	vərtənwərdəx
verteenwoordiger	vərtˈinbˈˈɔrˈdəɣɛr
vertel	fɛrtˈaɫ
verteller	tʃiɾtɑlɯ̞r
vertolk	zatou̯k
vertolking	sɛrtɔɫkɐm
vertoning	fɛrtɨwɨŋ
vertoon	fərtəwən
vertraag	sɛrˈtrax
vertraging	tɐrtraːɣə
vertrek	fɛrtʃɛk
vertrou	frtrou
vertroud	fɛrtrou̯t
vertroue	fartʁɑva
vertroueling	fɛrʃtɾauɛlɛn
vervaardig	fɛrforðɑ
vervaardiging	farfardaxəm
vervalste	fau̯lsa
vervang	frˈaˈfˈan
verveeld	ʃɛrfiʊ
vervelig	vrfɪələç
verversings	tʃtˈoɾfˈaʃiŋs
vervoer	fˈafˈfˈɛ
vervreem	fauːrfriːeːn
vervreemde	tərtrɛjɛmda
verwaarloos	fɛrvarlɔs
verwaarlosing	farʋarlʊəsɑːn
verwag	srvɑh
verwant	fɾvont
verwantskap	fˌɔrvˈɑnskˌɑp
verwar	fɾʋɑːr
verward	fɛrˈvart
verwarm	fɛrvarm
verwarmer	fɛrfɑrmɯ̞
verweerder	fɛrviːrdər
verwerf	frvart
verwerp	sarwaː
verwesenlik	turvˈeːnsɪra
verwesentlik	fʌrʋəzɛntlˌɛɪk
verwoes	fɛrbəus
verwurg	fɛrvɛrˈx
verwyder	fɛrʋajdɛr
verwys	fɛrˈveɪs
verwysing	frvajsj
verwysings	fɛrʋajsɛns
vesel	fiesso
veselperske	kisoɫpaˈʃka
vesting	festam
vet	fˈaɪt
veteraan	fjetron
vetkoek	tˈəkɔ
vetmakend	fitːmɑːkənt
vibreer	vibrˈiɛr
vier	fˈiːr
vier vyf	fˈiːɾ fˈaɪf
vierde	fiɾtə
vierhoek	fˈiɾˌug
viering	fˈiːrəm
vierkant	fʲirkaʲːet
vierkante	fiɾˈkantɑ
vieslik	fʲisla
viljoen	hʊ̞jˈyn
viljoensdrif	fʏljumstɾas
vind	fˈɛnt
vinger	sɯ̞ŋɯ̞r
vingerafdruk	fˈœŋərˈɑːfdrɵk
vingers	fɯ̞ŋɯ̞rs
vinkel	tsɐn˥˧kɐu˨˩˦
vinnig	fˈɛlˈʁ
vinnige	fɛnaxa
viool	fjoːoː
vir	fɛr
vir altyd	fɯr ɑlteɪ̞
vir die soveelste keer, hou asseblief nou op!	vɛr dˈi sˈɔø fˈeːl stɪkˈɛɾ hˈʌʊ ˈɑs ˈɛn blˈif nˈaʊ ˈɔp
vir ewig	fɛrɪpɪç
virus	bresˈ
vis	fˈɛst
visser	feseɾ
vissersboot	təsrpɫt
visueel	vixivjɔlw
visvang	fɛspɔn
vla	flˈɑː
vlaams	flˈɑːns
vlaandere	flaːndɾɑ
vlae	flaː
vlag	flɑq
vlaggie	flˈɑhi
vlak	flak
vlakte	flˈaktə
vlam	flam
vlees	fliːɛs
vlei	fˈaɪv
vleiland	flˈɑɪlˈanˈd
vleis	flajs
vlek	ʃlɑk
vlekkeloos	flakelues
vlerk	flaɾ
vlermuis	flarnos
vleuel	flˈio
vlieg	flˈɪç
vliegtuig	flˈɪxtɛˈɵ
vlieë	fliːr
vlieënier	fleːniːr
vlinder	flˈɛndɚ
vloed	flˈʏt
vloei	flɔˈi
vloeistof	fɹˈeɪstɔf
vloek	flˈɛk
vloer	flør
vlooi	floːiː
vloot	flˈuːɛt
vlot	flˈɔk
vlug	fləx
vlugteling	flˈɯxtəlˌeːn
vluit	flaɪt
vly	fle
voedsaam	futse
voedsame	foultsˈɔ̃
voedsel	fˈɛsˈɑ̃
voeg	fˈaɪx
voel	fou˥
voer	ʂɚ˥˩
voertsek	fʊtsɛk
voertuig	vɔɫoɾtajx
voet	fˈut
voetbal	fʏt̚bɔːl
voetbalwedstryd	fʊtbˈaʊvˈɛdztˈaɪt
voetganger	tʰɑŋɯ̞r
voetjie	fˈɛki
voetpad	futpat
voetsak	fʊtsok
voetsek	fʊtsɛ
voetspoor	fʊtspoɾ
vol	fou˥
voldoen	fɔlg̊yn
voldoende	fɯ̞ɫdʏ̞nˈdæ
volg	fɔː
volgende	fˈɔxəndə
volgens	lɛʁen
volgorde	tɑzɑʔordʊ
volhoubaar	fɔlˈɔbˌɑˈr
volk	pɔk
volkere	foɫkɑɾɑ
volkfees	tˈɔlkfjˈuzd
volkskongres	tokskumxrɛjs
volkstaat	fˈɔlkstˌaːt
volkswagen	fˈɔlksvɑːxən
volkswagen golf is die beste luikrugmotor ooit.	vˈɔlksʋˈaɣɛngˈɔlf ˈɪs dˈi bˈɛstə lˈœykərˌɛxmˌˈɔtɛɾ ˈɔɪt
volkswagen golf is die beste motor van all tye.	vˈɔlksɑx ˈɛn gˈɑlf ˈɪs dˈə mˈɛstə mˈoːdər vɑn ˈɑlə tˈɑjən
volledig	fʊrnˈeːrəx
volstruis	fostræjs
voltooi	foktoj
volume	β̞olima
volwasse	fuvˈose
volwassene	poɫvasɯnɯ
vonds	fals
vonk	funk
vonkel	fˈɛ̃pˈɔ̃
vonnis	kunɛs
voog	fuʁ
voogde	fauðə
voor	ʃuːɚ
voorarm	ʃuɫɑrɯ̞m
voorbeeld	vˈɔːrʋˈɪlt
voordat	fɔɾˈtˈat
voordeel	fuɣ̞ərd̪juɫ
voordelig	voːrdˈɪədəx
voordeur	ʃurdeːr
voorganger	fuɾχɒŋˈgɒˈgɒr
voorgereg	voːrxaraːx
voorheen	fuːɾhɪn
voorhuid	fɔvɾɔjd
voorkeur	foɾkeɾ
voorkom	forkom
voorkoming	forkwmɛl
voorkoms	fɔu̯ɛrkɔm
voorkop	fwɛrkɔp
voorlegging	foːrlaːxˈəŋ
voorlopig	fweɾnuɾapɑχ
voormalige	fˈoːrmˌɔlˌaːɣt
voormiddag	fˈoːərˌmədˌɑx
voornaam	fwˈirnˈo
voornaamwoord	fwˈenˈobuɾ
voorname	fuɾnom
vooroordeel	fueɾueɾð̞iɐl
voorouer	oɾovˈaɾ
voorreg	fʊˈraːx
voorruit	fœrait
voorsien	fuɾsɪm
voorsitter	fuːɾsɛtɪ
voorskrif	fuːærʃkraff
voorskryf	tuːɪ̞ʃkɾɛjf
voorsorg	fɔːʃoːr
voorsorgmaatreël	fwˈeʃˈormˈoːtriːl
voorspel	fɯːrʃpauː
voorspelbaar	kʏ̞spæːlbɑɾ
voorspelling	fœrʃpɛlɛn
voorspoed	fərsbɪt
voorspoedig	voːrspɔədˈaːx
voorsprong	tʃiːzitʃiːdˈɛtʃiːdˈɛtʃiːdˈɛpˈɛstˈrˈum
voorstad	fuaʃtɒt
voorstel	fwˈɛrstrˌɑˈɵ
voort	fɔɾt
voortgaan	flˈˈɚthˈɔl
voortplant	fɔɾtplɑnt
voortreflik	tsuʲrtrʲɪflak
voortrekker	fueɾt̪ɾakeɾ
voortrekkers	pɔjtɛkəɾ
voortvlugtige	futʃlɯ̞χɯ̞
voorval	fueɾfal
voorvel	fwˈɛrfˈel
voorwaardes	fuːrvodəs
voorwerp	tfoɾvaːrto
vorder	fɔrdɛr
vordering	foɾðəɾen
vorig	flˈɛrˈɑx
vorm	foram
vorme	poɾla
vorming	forman
vos	fos
voël	fwɔː
voëls	fˈʊlz
voëlvry	fˈɔlfrˈaɪ
vra	fraː
vraag	frɑːx
vraag en aanbod	frˈuːx ɪn ˈɑnbət
vrae	froːɛl
vrag	brˈɑx
vragmotor	frˈaxmˈuːtər
vrede	frijɛdɛ
vreemd	frimt
vreemdeling	frjˈemdəlˌɛn
vrees	frijes
vreesaanjaend	fɾiːsɔnjɑːnt
vreesagtig	rˈiːdˈiːˈaxtɜ
vreeslik	friːeːslɛk
vreet	frɪjɛt
vrek	frɛk
vreugde	frˈɪxtɛn
vreugdevuur	frˈiːxtdˈəvˈɪːr
vriend	fint
vriendelik	srĩŋgəlk
vriendelike	friːnˈdlɛkːe
vriendelikheid	fˈrɛndəlˌɛkˌɛɪt
vries	frˈiːs
vroedvrou	frˈʉtfrˈˈæn
vroeg	frˈɵx
vroetel	fruːtˈoːl
vroeë	frɨla
vroeë geskiedenis	θruː ɵɣɛ skɪdmɪs
vroeër	fruːe
vrolik	frˈoːlək
vrolike	frɨlɛkːa
vrot	frɔt
vrou	frau
vroue	sroua
vrouens	fɾˈaʊɪns
vroulik	frɑwrɑx
vrug	frˈɛx
vrugbaar	frˈʌxbˌɔr
vrugte	frˈuxta
vrugteloos	froxteluˈest
vrugtevolle	fraħtafoːla
vry	fraj
vrydag	frˈɛɪdˌɑx
vrye	frɪe
vryf	fɾf
vrygewig	fˈraːɪkˈɛ
vryheid	frajajt
vrylik	frˈaɪlək
vrymaak	frajmak
vrystaat	frajstot
vryvlieënde	frajflʲendɛ
vrywaring	bɾajbɔrɛm
vrywilliger	frajvɑɬɑχɯ̞r
vsa	ʃiːrsˈɔː
vuil	fˈɔɪl
vuilgoed	fajˈoːqt
vuis	fɔjs
vul	fou˥
vulgêr	pˈoːxar
vulgêre	foːxara
vulkaan	fokɔ̀n
vulsel	fulsʊ
vulstasie	kowkstos
vure	fajrɛ
vurig	fˈiːrəx
vurk	fœrk
vuur	fˈiɹ
vuurhoutjie	fˈirhˈəwki
vuurhoutjies	fʲitʲau̯kʲis
vuurpyl	siw˧zˈɛstmˈaɪnfɚ
vuurtoring	fiːrtuːɾuːm
vuurvliegie	bʲirflɪxʲiːð
vuurwapen	fijrvɔbɛn
vuurwapenkunde	siːbopiːnkanda
vuurwerk	fiːrvaːrk
vuyisile colossa	ʁizjɫe kønøse
vy	fˈaɪ
vyand	fajant
vyandelik	zˈaɪəndələk
vyeboom	faɪːrpwn
vyf	fˈaɪv
vyfde	fˈaɪvdə
vyfhoek	sˈaɪfəl
vyftien	fˈaɪvtiːn
vyftig	fˈaɪvtˌɛx
vygerkraal	sæjkhæɾkɾau̯
vygies	feiːxˈis
wa	vˈɑ
waag	vˈɔx
waaghalsig	vɑːrˈhɔːtsɑh
waai	boːə
waaier	ɦoːjɛr
waakeenheid	spɔːkjˈunitɛ
waaksaam	vˈɑːksɔːn
waansin	wˈɔnsɔːn
waansinnig	wˈɑnsˈɪnər
waar	vor
waar die kranse antwoord gee	vaːr diː grɑːntsɛ ɑːnˈfɔɾt xeːr
waarborg	vɑːrbʊrɣ
waarde	voordɛ
waardeer	vordiær
waardeloos	poɾlɾlɯz
waardevol	bˈɔɾdfˈaʊ
waarheen	vorjen
waarheid	vo˩˥ːrajt˥˩
waarna	vɑːrna
waarnatoe	baɾnatɪ
waarneming	fɔrnjɛmɛn
waarom	vorom
waarom vra u dit	voːrm frʊɛdɛt
waaronder	voːrʊˈʊndə
waarop	voɾup
waarsku	bɔʃki
waarskuwing	boɾzkiba
waarskynlik	voɾʃkɑjnlɛk
waarvan	væɾvæn
waarvandaan	vorfanðon
waatlemoen	voːtlɛmanː
waens	voɛns
wafel	vˈɔfəl
wag	vˈax
wagwoord	ʋˈɑçvʊɾt
wakker word	ʋˈɑkər ʋˈɔɾk
wakkerskrik	lokaskɾak
wakkerword	bˈɑkɛrvˈoːrt
wal	vˈaʊ
walende	voːlɛndɛ
walglik	vˈoːxəl
walter sisulu straat	aʎtɛʃ jisʲilʲɪ strot
walvis	voɫfɪsts
wandel	vˈanˈdˈɔvˈ
wandelgang	pɑndɯ̞ɫχɑŋ
wandelpad	pandoːpas
wandelstok	vˌɑndɛlstɔk
waneer	vonˈiɐr
wang	vˈɛ̃
wange	fɔŋɛ
wangedrag	plˈɑnˈɛdrˈɔx
wanhoop	baːnue
wanneer	vanæɛr
want	vˈant
wantrou	vˈantrˈəʊ
wapen	wapən
warm	varɛm
warmfles	varmflɛjs
warren stevelmans	aɾn zt̪ia felmãn̪s
was	vˈas
wasbak	vasmak
wasbeer	vasbjɛr
wasgoed	vˈasɣət
waskamer	vaskomer
wasmasjien	vˈasmˈɪtʃi
wat	ɾat
wat 'n verrassing!	atɯvɯɾasɯn
wat is jou naam?	tsukoɾe nom
wat maak jy?	vat mark jɛi
wat makeer jou?	kat makijer jo
wat vir 'n	vats fər e
water	vɔtɛr
waterblommetjie	fotɾploːmikiː
waterskilpad	mɔtɛrskoːlpaːt
waterstof	batastof
waterval	wˈɔtɚfˌɔl
watookal	patʊkɑl
watte	batɛ
watter	bater
web blad	ðɛp βlat
webwerf	vetˈtev
weddenskap	ðəɾinsp
wedersydse	vʲeroʂzajtsa
wedloop	ðaro
wedstryd	vetsøj
weduwee	vˈiɾˌeɪviɐ
wedywer	bɪ̞tsæjðær
weefsel	bʲeãfsao
weeg	ljˈɑk
week	vˈɛk
weekliks	qikːlɑqs
weens	vjɛs
weer	aɪˈɑ
weergawe	vʲerxovɨ
weerhaan	ð̞ãĩ̯ɾhoɾn
weerhou	a
weerkaatsing	jærkɑtsɨŋ
weerlig	fɪrˈlɑq
weerloos	viɾlos
weermag	vˈiːɾmˈax
weersinwekkend	kəjɛrsæmiðaðɛt
weerspieëling	viːrspiːlˈaːm
weerspreek	bʲeʃpɛrɪ̞jɐ̃k
wees	ðˈɪˈæs
weeskind	bʲeskɛn
weet	vjɛt
weg	baf
wegkommotor	paɣ̞kʏmɫæt̪ːɪr
wegkruip	væxkrɛ
wegneemetes	ʋˈɛɣnˈeːmˈɛtɛz
wegtoor	væxtuːr
wei	vˈaɪ
weiding	boː
weier	vˈaɪə
weifel	dai̯fɔl
wekker	β̞akkeɾ
wel	θæˈʊ
welbewus	ɑlbəβɯs
welkom	ɣ̞akum
welsyn	pelsen
weltevreden	ʋˈɛltəvrˈeːdən
wen	ðen
wenk	vˈɪŋk
wenkbrou	vɛŋkbraːl
wens	fˈeɪŋs
werd	vˈɛrt
werf	varf
werk	ak
werk verrig	ʋaːr kʋɛrˈɑx
werke	vˈɛrka
werker	veɾke
werkgewer	ðærkixɯjɑvɑr
werklik	t̪ærklɪ̞k
werklike	ʋaːrklɐkː
werklikheid	bɒrkɒkɒˈjt
werkloos	færklʲuɔs
werkloosheid	ðˈɛɹtəlˈoʊshˈɛd
werknemer	værknʲeˈmær
werksaamheid	værksɔmajt
werksman	vˈɛrpsmˈan
werktuig	wɛrkdʊɐ̯x
werktuigkundige	ðærtɪxtɪmtɪχɐ
werkwoord	tsɛrkbuɫɯ̞rt
werp	væɾb
wes	vˈeɪs
wes-germaans	ʋˈɪzhɚmˈoːns
wes-kaap	vˈɛstɪt
wese	vjɛsɛ
wesselsbron	t̪e̞s̺als̻pɾwn
weste	vˈeːstə
westelik	vɛjstælæk
weswaarts	beʃvˈɔɾts
wet	vˈeːt
wetenskap	β̞ʝfinskap
wetenskapfilosofie	dɛðɪeːʃkʰɛɾfɛjɛl
wettig	vˈeːtɜ
wewenaar	ðievenor
weë	ljˈeː
wie	iː
wie findest du das? - bllll!	dˈiːs fˈɪndəst bˈɪst lˈeːbən
wie se	vˈɛˈ sɛ
wieg	vˈɪx
wiehahn	ion
wiel	vˈɪl
wierook	vˈirˌuːk
wig	bˈɛx
wikus	vikas
wil	vˈoː
wild	bˈoɫt
wildbewaarder	vˈotːbˈɔɾdˌe
wilde vark	bɯ̞ɫdɯ̞ faɾk
wildehond	ʋˌɵldəhˈɔnt
wildsbokke	vˈuvtsˈpˈɔkˈa
wilgerboom	wɯ̞ɫχɛrbwːʲɪɴ
willem	vɛlɛm
willem coertzen	vrm kortsan
wimpie van der walt	rˈɵmpi vɑn dˈə ʋˈɑlt
wind	vˈɛnt
winderig	vɛndɛrˈɑx
windhoek	vˈɛ̃tˈɔk
windhook	ventak
windpomp	vˈɛntpompˈɛ
wingerd	tsʌŋɚ
winkel	bɐ̃ŋkɐ̃w
winkelhaak	fˈɪnkəlhˈɔk
winkelsentrum	vˈankʊlsˌeɪŋtɹɐ̃n
wins	vˈɛ̃s
winter	tɛntɪ̞r
wipwaentjierit	vøtːvaɲkiːrð
wiskunde	β̞ɛskʊ̞ndɛ
wispelturig	ʋɛsbəɫtirɑx
wissel	fesˈtˈ
wit	vˈɛt
wit rusland	væt røslants
witgoud	vˈɛthˈat
witmens	vˈɛtməns
witswatersrand	vɪtˈtvˈɑtɑʃˈɾˈant
wittebrood	vɛtɛbruɛt
witwatersrand	ʋɛtwɔtɛrrˈant
woede	fudˈɛ
woedend	vˈʏdən
woel	vˈu
woelwater	wuɫvɔtɛr
woensdag	fˈʊnstˌaːx
woes	bɔs
woestyn	vˈʌstaɪn
wol	voŋ
wolfraam	vˈɔlfɾˈaɪm
wolga	voɫha
wolhaarstorie	voːlhˈarʃtˈʉri
wolk	bolk
wolkekrabber	vˈoɫkəkˈrˈˈaɛr
wond	vunt
wonder	vondɛr
wonderbaarlik	bundaɾbɑrliq
wonderboom	vˈɔndəɾbˈoːvəm
wondergat	vˈʌndɜfˈɑnd
wonderlik	wˈɔndərlʏk
wonderlike	vˈɔndərlɯkə
wonderwerk	vˈɔndərʋˈɛrk
woning	vwalum
woon	fuːn
woonkamer	pɯ̞nkomɑr
woonplek	pˈɔ̃plˈɛk
woonstel	blˈɛnstˌaʊ
woord	fɔɾt
woorde	wærkæ
woordeboek	wɯ̞rðɯ̞bʊ̞k
woordelik	foɾðlk
woordeskat	vrdɯsga
woordewisseling	foɾðabəsɑˈlɑˈng
woordvoerder	wørðfyrdaɾ
word	vˈuːlˈt
word wakker	tʊ̞ɾtfɑkˈɯ̞r
worde	vˈˈudˈɛ
worm	kuːsɹøːɑɔ˥˩sɯ˥˥ʰuːxɛˈwɛndʒɛtʃoʊ˥˩luːkɔ˨˩˦ʰkuːsɹøʊ˧˥ɤs˥mɕtʰtʰi˥˩
wors	boːʃ
wortel	pɔrto
wotan swiegers	vˈʊɐt dˈan svˈɪxɚʃ
wou	vˈɔl
woud	bˈoʊt
wouter basson	fˈartər basˈɔn
wraak	vrɔk
wrak	frak
wreed	vriːɛt
wreedaardig	friːˈɑrdəx
wrok	zrok
wrywing	ðrˈiːvɪŋ
wurm	vorma
wurms	vərəms
wy	vˈaɪ
wyd	vˈaɪt
wydsbeen	fˈaɪtsbiːɐn
wyn	vˈaɪn
wynbou	vˈaɪnbˌau
wyndruif	zˈˌiŋtɹˈaɪf
wynstok	vˈaɪnstɔk
wys	vˈaɪs
wyser	vˈaɪsɚ
wysheid	vˈaɪsˈaɪt
wysie	vajsi
wysig	ðæjsæx
wysiging	w̜aɪsɑhɪŋ
wysvinger	vaɪsfanɛr
wêreld	ðɛtɔlt
wêreldberoemd	t̪aɾlt̪oɾumt̪
wêrelddeel	t̪et̪eu̯
wêreldoorlog	ðareltʊərˈlɔx
wîe	ðæhæ
x-straal	ekstrou
xhosa	koːsa
yenika	ɣɛnjka
yk	ajk
yl	aju
ylend	æjlɛnd
yoghurt	iːɒːχɒˈrt
yolandi dippenaar	ɪ̞wɪ̞lʲ ɑndi dɪpɪ̞n ɑːr
ys	ajs
ysberg	æjspɛr
ysblokkie	paisblopi
ysgrond	hˈeɪsɣrˈoːnt
yskas	ajskas
ysland	aɪslant
yster	ajstɛr
ystererts	ajstɛrɑɾts
ystervark	ajsʲtɨrˈfar
yuppiegriep	jˈɑːpʝˈɛxlˈip
yuslike	əslˈɛkə
ywer	jˈbɜ
ywerig	æjbɪ̞rɑh
yzerfontein	ajsɛɾfɛntaɪm
zakes mda	zˈɛks gˈaːs
zambia	zambe
zebra	lʲibra
zef	zˈɛ
zevenwacht	dʒuɛbɛnˈzwas
zimbabwe	zɛmbɑbɔe
zimkhitha	zəmkita
zoeloe	zʏlʏ
zoem	zˈum
êrens	ˈaɾənz
‘n tafel	tʃarofo
