0 பூஜ்ஜியம் அல்லது சுழியம்	bʊjʃiʲam bʊjʃiʲam alladɯɕoːʋijam
பொச்சாப் புடையார்க்கு	pʊtɕːaːp̚ poɖəjɑːɾkːu
பொச்சாப்பார்க் கில்லை	oːtɕːaː paːɾkɪjlːlʲiː
பொச்சாப்புக் கொல்லும்	pə atʃaːp tuk kɔlɔm
பொச்சாவாமை	p̚˦˥t̚˥˩ʃaːwaːh
பொடி	ɔːɽiː
பொடி மட்டை	boːɖʈgi maʈːai
பொடிக்கு	poɾikːu
பொடியை	θoɖiːjeː
பொண்ணிருக்கு	poɳɳirukːɯ
பொதிகை	pʊːɖigɐɪ̯
பொதிக்கு	po˥˩dik˦
பொது	bɔdʊ
பொது முடக்கம்	ɒɾu muɖakːam
பொதுக்கடன்	poːggɐɖanm
பொதுக்கருத்து	koˈdˈukkoˈˈrɯtɯ
பொதுத் தொலைபேசிகள்	poːt̪ t̪oːɭa peːʃɪkɐ
பொதுத்துறை	poːd̪ut̪t̪uɾaɪ̯
பொதுநலம்	pɒdunalɒm
பொதுநிறுவனக் காரியங்களை	puːɖu ɳɪɾʋənkː kaːɾijŋkɐɭa
பொதுநிறுவனங்களுக்கும்	poːɖunɾʋəaŋuʋːaːkːum
பொதுநோக்கான்	pɔdɯnɔɦkɑn
பொதுப்படை	poːɖʊpːəɭaɪ
பொதுப்படையான	pʊɖʊpːəɖɐjɑːnə
பொதுப்பொருள்	ɯ̞ppɔɾoj
பொதுமக்களுள்	poːmɐgɐɭul
பொதுவாக	tʃiːzibaːge
பொதுவான	pædæɾbɑːnæm
பொதுவில்	poːduːʋɪl
பொதுவெளி	pɔːɾuːʋeːliː
பொத்தல்	pɐt̪ːl
பொன்னடித் தலம்	t̪onːɖʈit̪ taɭm
பொன்னம் சிலம்பின்	ponn̪əm sɪləmbiːn
பொன்னரளி	poːnːɐɾɐɭeː
பொன்னழகி	fnɾɾhiː
பொன்னாகமிலங்க	̪toɳːaːgəmilŋk
பொன்னாங்காணி	pʊnnɑːɳgɑːɳiː
பொன்னிருந்தாலும்	ponniruːndaːluːm
பொன்னிறப் பூக்கள்	ɒnːiːɾq̟ oːkːɯ
பொன்னிறம்	pʊnːiɾəm
பொன்னேஸ்வரி	poːɳːn̪ioːɕʰɾi
பொன்னையா	wplːaɪːa
பொன்பாளம்	pːɔːn̪paːɻam
பொன்மகள்	pːnmagəl
பொன்மலர்கள்	ponnmɐaɾgɯ
பொன்மலை	p̚n˩mɑlai
பொன்றச் சகடம் உதைத்தாய்	ɸɔn̪ɾɐtʃ ʃɐgɐɖəm udaɪ̯t̪ːɑːj
பொம்பளை	ʊmbi
பொம்மை	umme
பொம்மையில்	oummajɭ
பொய்	pʰæi
பொய்கை	puigei
பொய்க்காது	pɐɪkːaːt̪
பொய்க்காரணம்	paɪkːɑːɾɐɳː
பொய்க்கும்	poikum
பொய்தீர்	pʰoːiːdhˈiːɾ
பொய்த்தாலும்	pɔit̪aːlum
பொய்த்தால்	pluːjˈstˤaːl
பொய்த்தோற்றம்	pojt̪ːoːtrɐmː
பொய்ந்நெறி	pujˈnˈɾi
பொய்ப்பின்	pɔjpen
பொய்யாகா	fʊˈʝɑːɦɑː
பொய்யானது	paːajaːnɐd̪
பொய்யாய்	væiː˧ai̯
பொரி	ɔːɾiː
பொரி பொரியும்	poːriːpːoːri jʊm
பொரிக்கப்பட்ட	puɾikːɐpːɑaɭː
பொரியல்	poɾiːjəl
பொருக்கு	koɾkɯ
பொருட்களையும்	poːɾuʈgəɻajum
பொருட்பால்	pɑlɑ
பொருண்மையியல்	poɾunmaɪiəl
பொருதகர்	puɾutaɦer
பொருந்தியவன்	p̪oɾuɳviːjɐʋən
பொருந்துகை	poɾuntugɑiː
பொருந்துதல்	aːruŋdudaːl
பொருந்தும்	poɾnðum
பொருளாகக் குற்றமே	poɾuɭɑːgkʊ kɾɐmɛ
பொருளாதார	uɾlaːdɑːrɑː
பொருளாதார சிக்கல்கள்	uɾɭaːdaːr tɕikːɐjɐɦɪ
பொருளாதார நிலை	poɾulaːdaːɾ n̪ilai
பொருளாதார வாழ்க்கை	poɾulaːdaːɾəʋ ʋəɻqəi
பொருளாதாரத் தன்னிறைவு	pɔɾɨɭɑːt̪ːɑːɾɐd̪ t̪ɐnɳiɾauʋu
பொருளாதாரப் புரட்சித் திட்டம்	poɾuɭɑːdaːɾəp̚ pɾɐt̪ːɕit̪ ʈeʈːəm
பொருளாதாரம்	poɾɭɑːdaːɾəm
பொருளாலான	fəroːlɑːlɦɑːne
பொருளாவது	pʊˈrɑlʔʔɔːbˈdeːtʰe
பொருளீட்டலாம்	poːɾuliːʈːalaːm
பொருளுடன்	boːrɯlɔːn
பொருளேலோர்	poɾulɛiːɾɔɾ
பொருளைக் காக்குமாறு	poːrʊɭaɪ kaːkːu maːru
பொருளைப் பாதுகாத்தல்	poɾuɭaɪ paːd̪u gaːt̪ːəl
பொருளொடும்	poɾuːloːnum
பொருள்	poɾuɭ
பொருள்களைப் பாதுகாப்பாய்	poɾuɭgip paːɯd̪u kaːpːaːj
பொருள்களையும்	poːɾult̪iː
பொருள்சேர்	bo̞rʉlseː
பொருள்தனைப் போற்றி வாழ்	poːɾuɭɖɐɲig pɔːɾɾi ʋaːɭpː
பொருள்தெரியா	pot̪abjelia
பொருள்நெருக்கம்	oɾuɭniɾukːam
பொறாமைக்கும்	puɾaːmaɪkːu
பொறி	a
பொறியாளர்	poːriɑːɭ
பொறியின்	uɾiːn
பொறியியல்	poːɾijɪl
பொறிவாயில்	puːɾiʋaːjəm
பொறுக்கல்	pɔɾkaʎ
பொறுக்கவில்லையே	pɾʊkːgəilːai̯eː
பொறுக்கு	po̞ɾukːɯ
பொறுக்கையிலும்	poɾukːai̯l˩um
பொறுங்கள்	forʊ̞ŋgɯ̞
பொறுத்தவன்	poɾʊdːaɐnɯn
பொறுத்தாற்றும்	puɾt̪t̪aːtrʊm
பொறுத்துக்கொள்	pɔɾʊt̪ːɯpkoɭ
பொறுத்துக்கொள்ளும்	puɾut̪ːuk̟koɭːu
பொறுத்துக்கொள்வதற்கியலாத	puɾut̪ːukːkoɭʋɐd̪əkiɪɭaːt̪
பொறுத்துக்கொள்வதற்கு	puɾut̪ːɯkkoɭpɐdɐrkːu
பொறுப்பானது	t̪oɾupːaːn̪d̪eː
பொறுப்பு	boɾɯpːɯ
பொறுப்புக் கழகம்	puɾupːu gɐɻəgɐm
பொறுமைக்கு	pʰɔ̀ːmʰkʰɯ̀ː
பொறையாற்றுக்குமாக	p̪o̞ɾaɪ̯tkːumaːgɑː
பொற்கோவில்	t̪ɐmbuɭpɾokːɑːʋil
பொற்பாதம்	pɔɾpɑːd̪ɐm
பொலிவழிதல்	t̪oːɭiʋɐɻid̪l
பொலிவு	pˈoːliːvˈ
பொல்லா அரக்கனை	pɐɭːɑː ərakːəi
பொள்ளாச்சி	pɔɭˈnatsʃi
பொள்ளுதல்	bɔlðəl
பொள்ளென	pɐɫɛnæ
பொழிகிறான்	poːriːgɪ̞ɾɒn
பொழிந்தது	oɾimdeðʁ
பொழிய	pɾue
பொழுதுசாய்தல்	poɺudusɑidɑl
போ	gozgoz
போ {po}	po˥˩
போக	voxe
போகக்கூடாது	poːgɐkkuːɖɑːdu
போகவேணும்	poːgʋeːɳum
போகாத	pɔːkaːdɛ
போகாறு	poːɦaːru
போகிறதா	pɔːkiːrʒdaː
போகிறதாம்	poːxedreːdaːm
போகிறவன்	gɐʋhɪ̯ɾːʋən
போகிறானா	poːgɾaːnɑː
போகிறோம்	orũrom
போகுமென்று	poːgəmɛnː
போக்கிடம்	poːkːʈːiəm
போக்கில்லாத	poːkkiɭːɑːgɑː
போக்கு	bkɯ
போக்கு வரத்து	poːkːɯ̞ βʊ̞ɾʊ̞tːɯ̞
போக்குதல்	poːqdɪl
போக்குவரத்து	pokɯ̞w̟ᵝä̹l̪ɯ̞
போக்குவரத்து தொழிலாளர்கள்	poːkːuʋɐn̪t̪ː d̪ɻɪɭaːɾg̊
போக்குவரத்து மாற்றம்	pɔɢ ʔɪrɑtːʏ̞ ɦɑtrʰɑm
போச்சம்பாளையம்போக	ɒtɕːəmpaːɭajampoːgə
போச்சாம்	poːˈtʃɑːm
போச்சு	po˥˩tɕ˥ɯ̟ᵝ˧
போஜனம்	boːdʒɔnɔm
போஞ்சி	boːŋdʑi
போடணும்	vou̯ɾom
போடுகிற	koːɽu̙kɪɾeː
போடுகிறாள்	ɔːɖʊgirɑːn
போடுவதும்	poːɽuvaɖum
போடுவாள்	poːɖuɪʋɑː
போட்	bɔːt
போட்டவள்	poːʈːʋ
போட்டாச்சு	pʰo̞taːi̯ʰtɕʰuː
போட்டாலும் லோபி	pʰoːɖaːlʊm loːpi
போட்டி	pɔːt̪pi
போட்டிகளும்	p̪oːɖʈikɐum
போட்டியிடவில்லை	poːʈːiːɖʌvilːi
போட்டியிடுகிறது	poːɖɪd̪
போட்டியிடுகிறார்	poːt̪ːiːɪɖɪkːirɑːɾ
போட்டியிடுவதில்லை	poːʈːiɪɖʋɐd̪ilai
போட்டு	poːtuː
போதரிக் கண்ணினாய்	puːɖɐɾig kɐɳːi naːj
போதார் அமளியின் மேல்	poːtaːɾ ɐmɐɻiin maːl
போதார் புனைமுடியும்	poːɖɑːr poɳamɾɪjɐɯm
போதி தருமன்	moːd̪i d̪aːrmən
போதிதர்மன்	oðiðarmɛn
போது	poːdːʊ
போதுதான்	poːdoːdɑːn
போதுமடி	pɔːɖumɐɖi
போதுமானதாக	pədmɑːnɖɑːke
போதுமே	fˈɔzʊmˈeɪ
போதும்	boːdum
போதை	poːˈd̪ai
போதையாய்	boːðeːˈjaj
போந்தார் போந்து எண்ணிக்கொள்	poːn̪d̪aːr poːn̪d̪u ɛnːɪkː koɪɭ
போன	fɔ̞vɛnɛ
போன திசை பகராய்	poːn̪ d̪iɕaɪ pəgɾɑːj
போனகப் பெட்டி	t̪oːnaːkp pʈi
போனபிறகு	p̪oːn̪piɾɐɦɪ
போனவனும்	poːnʋɐnum
போனாலும் போகலாம்	poːnaːlum pɾɐgɐɾˈm
போனேன்	ene
போன்றதே ஈசன் எந்தை	poːnːɾðeː iːsən ɛn̪d̪aɪ̯
போன்றவற்றிலிருந்து	poːn̪d̪ɾəʋɐrːɐɾ̪oːɳɖu
போன்றவற்றைக் கொண்டு	boːn̪d̪ʋət̪ːɕ kɔɳɖu
போன்றவற்றோடு	p̚˨˩n˩˩˦rʋaːtrɔ̀rɯ̯ː
போன்றவைகள்	p̪ɔːn̪əʋaɪgɐ
போன்றீயம்	oːndrɪjːm
போமோ	pomo
போயிட்டு வரேன்	poɾi tʃabɾaɪ
போயின	poːˈgine
போயிற்று	oːjːtrɪ
போயும்	pɔɾjʊm
போயும் ராட்டினமா	poːjum rɐd̪ɳimaː
போய் வருக	bɒj w̜ʊ̞rʊ̞ɣ̞
போய்ப் பாடுடையனவே	poːɪpːaːɖuɖaɪnʋeː
போய்விட்டு வருகிறேன்	ʊjʋiʈːu ʋɐɾʊgirɛːn
போராடும்	poːɾɑːɖum
போராட்ட	poːɾɑːt̪ː
போராட்டம்	ɔɾɑːtːɑm
போராட்டம் நடத்து	poːɾɑːʈːɐm ɳɐɖɐt̪ːu
போரிலே	poːɾileː
போர்	por
போர்களை	poːɾgəɭeː
போர்கள்	poːɾgai
போர்க்கப்பல்	poːrkapalː
போர்க்கருவிகள்	poːrkɾʋigə
போர்க்கவசம்	poɾcəvɑsɑm
போர்த் தொழில் புரியேல்	poɾtɔɾil purjɛl
போர்வீரன்	poːɾʋiːɾən
போர்வை	goːɾʋaɪ
போற்றத்தக்க	pʰuːtʃɐt̚˨˩t̚˨˩kʰaːm˧
போற்றார்கண்	ʋətrɑːr̪t̪
போற்றி அருளுக	boːt̪ːi əruɻuɭu
போற்றி அருளுக நின்	poːt̪ːri ɐɾʊɻɯʒə ɲn
போற்றி எல்லா	bpoːʈːi ɛlaː
போற்றி எல்லா உயிர்க்கும்	poːʈi ɛlːɑː ʊjɾkːum
போற்றி மால் நான்முகனும்	b̪oːt̪ːriːmaːl n̪aːn̪ mugənum
போற்றி யாம் உய்ய	pˈoɑtliam ujjə
போற்றி யாம் மார்கழி	poːtɕːɪjaːum maːrgaɖi
போற்றிச் செயல்வேண்டும்	poːt̪ːrɪtʃːɐɪ̯ɭ̪ ʋeɳɖu
போற்றிச் செயின்	pʰoː tʰit̚˨˩n˧
போற்றினும்	poːət̪ːrinʌm
போற்றிப் பாராட்டு	toːɾpːəɾːɐʈːɯ
போற்றிப் பாராட்டுதல்	poːɾp̚ paːɾɑːʈːʊɖ̪l
போற்று	fɔːtɹuː
போற்றுதலுக்குரிய	ɔɾːuɖɐɭugkuɾijɛ
போற்றும் பொருள் கேளாய்	poːtrʊm poːɖu keːɻai
போல	bɔɑlæ
போல ராகம்	paːɫɐr ɑːgɑːm
போலறிவோம் என்றுள்ள	poːlɾivɔːm ɛnguɭɭeː
போலிப்பகட்டு	toːəppagəʈːɯ
போலியானது	ʊɭiɑːnɐd̪ɯ
போலிஷ்	ɔːləʃ
போலுமே டார்	pʊlɔːmʰj tʰaːr
போலும்	poːlum
போல்	pɔl
போல் வாளா கிடத்தியால்	poːl ʋaːɻɑː giɖɪt̪ːɪɑːl
போல்வன சங்கங்கள்	poːlʋɐn sɐŋgəŋgɐ
போழ்திற்சிறைசெய்யா	pɔuɯɭɯt̪ːukːiɾejʃejaːm
போழ்து	tʃuθotoestas
போழ்தே	boːlˈdeː
போவான	aːdˈnɛ
பௌ	pɔːu̯˥
பௌத்தரி	pɔtɪri
பௌத்தர்கள்	mˈoːddˈɛɾhˈøj
ப்	œpæˈsɛntɑp
ப்பயணிகள்	pəgɑːniːgəaɪ̯
ம	ʔɑsˈɛnmʃruːm
மகன்	maɣən
மகன்றும்	mɑɦɑŋgɯm
மகளிர்	mːɐgəlˈeːr
மகளிர் மட்டும்	mgɐɭiɾ maʈːum
மகள்	maːgɭ
மகள்கள்	maːxɐɭgɐl
மகாபலிபுரம்	mahaːbəlpuːram
மகாபாரத	mahaːbaːrde
மகாபாரதம்	mahɑːbɑːɾɐd̪ɐm
மகாரன்	mjɑhɑrɐn
மகாராஜன்	maːɦaːrɑːdʒɐn
மகாலின்	mgɑːlɪn
மகிமை	baɣimaj
மகிழம்பூ	maːgɭəmbuː
மகிழுந்து	magilundɯ
மகிழுந்துகள்	md̪ɯga
மகிழ்ச்சி	makgːəbːtʃiː
மகிழ்ச்சியான	məgɾətʃiːjɑːnəiː
மகிழ்ச்சியானவர்	magɪɭːʃiːjɑːnʋər
மகிழ்ச்சியின்	maːɻˈciːn
மகிழ்ச்சியிற்சோர்வு	maɦʊpˈɛjtʃˈɔ̃rw
மகிழ்ந்து உண்ணுங்கள்	mgnɖ uɳuŋɭəŋɯ
மகிழ்ந்தேலோர்	mgɪɳɖaɪloːr
மக்கட்கு	mkkʰuːɛkʰɔ̀
மக்களால்	mkːɾˈlaːl
மக்களிடையே	makːɭɨɭaɭejː
மக்கள்	mkːɭ
மக்கள்தொகை	maːkːɐlɖogaɪ
மக்கெதோனியா	makedonja
மங்க	maːngɑ
மங்கம்மாளின்	maŋːɐmːɑːɭiːnː
மங்களூர்	məŋgəlɾ
மங்கா	máŋgˈgˈɑ
மங்கிணிக்கு	munginikɯ
மங்கிணியும்	mangeːnijom
மங்கு	mɑ̃ˈgˈoʊ
மங்குமா	məŋgoːmɑː
மங்கை	mæŋgai
மங்கோலியர்கள்	mŋgoːɭijɛɾɪgɐ
மசித்த	mæsʲitːæ
மசியல்	masjɑl
மசூதி	mænsʊːd̪iː
மச்சம்	matʃːam
மச்சானே	matʃaːne
மச்சான்	mattʃan
மச்சி	matʃi
மஞ்சக்குப்பம்	mãn̪d̪ʒɐkkupʊ̯m
மஞ்சத்தின்	mɐnjɐt̪t̪iɳː
மஞ்சம்	mʌnʒəm
மஞ்சரி	mn̪dʒaːɾiː
மஞ்சளாக	maːnlʲɛɭɑːɣu
மஞ்சள்	manʒə
மஞ்சள் ஆறு	mɐɲdʑəɭ ɑːruː
மடக்காத	mɐɖəkːɑːt̪
மடக்கை	əɖəkːai̯
மடங்கள்	mɐɽəŋgai
மடங்கு	mɐɖʌŋ
மடத்தில்	mɐɖʈil
மடந்தைக்கு எழில் ஒழுகும்	mɐɖəntauʋːu ɛɻil oɻukum
மடயன்	əɖəjən
மடலூர்தல்	maɖəloːrzəl
மடலேறாப் பெண்ணின்	mɐɖəɭeːɾɑː pɛɳːɲn
மடா	məɖaː
மடிக்கணினி	maɖigkːɑɳiɛː
மடிதலை	mːəɖiːdlaːiː
மடித்தேன்	maɖugt̪eːɳ
மடிப்பு	mɐɖipːɯ
மடியே	mɐɽieː˃
மடிவாரஞ்	məɺiːbaːrɑːnʒ
மடுத்தவா யெல்லாம்	mɐɖut̪ːʋaːjɛlːɑːm
மடைசிய	maɖaɪʃiɛ
மட்கல	məkːlə
மட்கலம்	mukːlam
மட்டக்களப்பு	maʈːakkalpːɯ
மட்டம்	ɐʈːam
மட்டரகமான	maʈːrɐgmaːn̪eː
மட்டு	maʈːə
மட்டுந்தான்	mət̪˥t̪ːʰunt̪ːn
மட்டுப்படுத்தப்பட்டு	maʈːumpaɖut̪ːpːɐʈːɯ
மட்டுமுள்ள	maʈːumul̪aː
மட்டும்தான்	maːt̪ːumdaːn
மட்டைத்தாதன்	maʈːaːɪ̯taːd̪n
மணச்சநல்லூரில்	mɐɳɐtɕːən̪ɭoːɾil
மணப்பாறை	manapːaːɾai
மணமகன்	məɳəmɐɦən
மணமாகாதவர்	maɳəmaːgaːd̪ɐʋɐɾ
